Antelope Valley,Error,Weber State,2692
6:41,-1,Miles Nolen-Webb Steal.,19,40
6:38,-1,Miles Nolen-Webb missed Jumper.,19,40
6:38,-1,Devonne Nolan Offensive Rebound.,19,40
6:35,-1,Devonne Nolan made Two Point Tip Shot.,21,40
6:19,2692,Jordan Dallas missed Jumper.,21,40
6:19,-1,Reggiontae Cooper Defensive Rebound.,21,40
6:06,-1,Terrence Blum made Three Point Jumper. Assisted by Devonne Nolan.,24,40
5:46,2692,Foul on Richaud Gittens.,24,40
5:46,2692,Richaud Gittens Turnover.,24,40
5:21,-1,Terrence Blum missed Jumper.,24,40
5:21,2692,Cody John Defensive Rebound.,24,40
5:11,2692,Kyndahl Hill made Jumper.,24,42
4:56,-1,Devonne Nolan missed Jumper.,24,42
4:56,-1,Devonne Nolan Offensive Rebound.,24,42
4:49,-1,Franky Teran missed Layup.,24,42
4:49,2692,Zach Braxton Defensive Rebound.,24,42
4:42,2692,Cody John made Layup.,24,44
4:26,-1,Jonathan Parker missed Three Point Jumper.,24,44
4:26,2692,Weber State Defensive Rebound.,24,44
3:58,2692,Kyndahl Hill missed Jumper.,24,44
3:58,2692,Weber State Offensive Rebound.,24,44
3:55,2692,Official TV Timeout,24,44
3:46,-1,Foul on Jonathan Parker.,24,44
3:46,2692,Zach Braxton made Free Throw.,24,45
3:46,2692,Zach Braxton made Free Throw.,24,46
3:31,-1,Franky Teran Turnover.,24,46
3:22,2692,Jeremy Senglin made Jumper.,24,48
2:55,-1,Devonne Nolan missed Layup.,24,48
2:55,-1,Jonathan Parker Offensive Rebound.,24,48
2:51,-1,Jonathan Parker made Two Point Tip Shot.,26,48
2:37,2692,Jeremy Senglin made Three Point Jumper. Assisted by Cody John.,26,51
2:20,2692,Foul on Kyndahl Hill.,26,51
2:20,-1,Jonathan Parker made Free Throw.,27,51
2:20,-1,Jonathan Parker missed Free Throw.,27,51
2:20,2692,Kyndahl Hill Defensive Rebound.,27,51
2:15,2692,Jeremy Senglin missed Three Point Jumper.,27,51
2:15,-1,Miles Nolen-Webb Defensive Rebound.,27,51
2:06,-1,Miles Nolen-Webb Turnover.,27,51
2:04,2692,Jeremy Senglin Steal.,27,51
2:02,2692,Dusty Baker missed Three Point Jumper.,27,51
2:02,-1,Jacob Bowman Defensive Rebound.,27,51
1:53,-1,Devonne Nolan Turnover.,27,51
1:42,2692,Kyndahl Hill made Layup. Assisted by Jeremy Senglin.,27,53
1:17,-1,Jacob Bowman missed Jumper.,27,53
1:17,2692,Kyndahl Hill Block.,27,53
1:14,-1,Jacob Bowman Offensive Rebound.,27,53
1:12,-1,Jacob Bowman missed Jumper.,27,53
1:12,2692,McKay Cannon Defensive Rebound.,27,53
1:04,2692,Jeremy Senglin made Three Point Jumper. Assisted by Kyndahl Hill.,27,56
0:35,-1,Devonne Nolan missed Jumper.,27,56
0:35,2692,Zach Braxton Defensive Rebound.,27,56
0:29,-1,Foul on Devonne Nolan.,27,56
0:29,2692,Weber State  Timeout,27,56
0:06,2692,Jeremy Senglin made Three Point Jumper.,27,59
0:00,2692,End of 1st half,27,59
19:40,-1,Miles Nolen-Webb made Jumper.,29,59
19:23,2692,Zach Braxton made Jumper.,29,61
19:23,-1,Foul on Jonathan Parker.,29,61
19:23,2692,Zach Braxton made Free Throw.,29,62
19:03,-1,Terrence Blum missed Jumper.,29,62
19:03,2692,Zach Braxton Block.,29,62
18:59,-1,Terrence Blum Offensive Rebound.,29,62
18:56,-1,Miles Nolen-Webb Turnover.,29,62
18:46,2692,Kyndahl Hill made Layup.,29,64
18:19,2692,Foul on Jeremy Senglin.,29,64
18:08,2692,Foul on McKay Cannon.,29,64
18:08,2692,Foul on Cody John.,29,64
18:05,-1,Miles Nolen-Webb missed Layup.,29,64
18:05,2692,Zach Braxton Block.,29,64
18:01,2692,Jeremy Senglin Defensive Rebound.,29,64
17:59,-1,Foul on Miles Nolen-Webb.,29,64
17:48,2692,Zach Braxton made Dunk.,29,66
17:31,-1,Franky Teran made Jumper.,31,66
17:17,-1,Foul on Jonathan Parker.,31,66
17:17,2692,Zach Braxton made Free Throw.,31,67
17:17,2692,Zach Braxton missed Free Throw.,31,67
17:17,-1,Jacob Bowman Defensive Rebound.,31,67
16:51,-1,Jacob Bowman missed Jumper.,31,67
16:51,2692,Cody John Defensive Rebound.,31,67
16:43,2692,Cody John made Layup.,31,69
16:43,-1,Foul on Jacob Bowman.,31,69
16:43,2692,Cody John missed Free Throw.,31,69
16:43,2692,Zach Braxton Offensive Rebound.,31,69
16:28,2692,Kyndahl Hill made Dunk. Assisted by McKay Cannon.,31,71
16:23,-1,Antelope Valley  Timeout,31,71
16:14,-1,Franky Teran missed Three Point Jumper.,31,71
16:14,2692,McKay Cannon Defensive Rebound.,31,71
16:03,2692,Cody John made Layup.,31,73
15:51,-1,Devonne Nolan missed Jumper.,31,73
15:51,-1,Terrence Blum Offensive Rebound.,31,73
15:45,-1,Jacob Bowman made Jumper. Assisted by Terrence Blum.,33,73
15:31,2692,Jeremy Senglin missed Jumper.,33,73
15:31,2692,Zach Braxton Offensive Rebound.,33,73
15:25,2692,Zach Braxton made Dunk.,33,75
15:05,-1,Terrence Blum made Three Point Jumper. Assisted by Jacob Bowman.,36,75
14:39,2692,Kyndahl Hill missed Jumper.,36,75
14:39,2692,Zach Braxton Offensive Rebound.,36,75
14:28,-1,Foul on Jacob Bowman.,36,75
14:28,2692,Official TV Timeout,36,75
14:28,2692,Kyndahl Hill missed Free Throw.,36,75
14:28,2692,Weber State Deadball Team Rebound.,36,75
14:28,2692,Kyndahl Hill made Free Throw.,36,76
14:02,-1,Devonne Nolan missed Jumper.,36,76
14:02,2692,Zach Braxton Block.,36,76
14:02,-1,Antelope Valley Offensive Rebound.,36,76
14:00,2692,Foul on McKay Cannon.,36,76
13:41,-1,Jacob Bowman missed Jumper.,36,76
13:41,-1,Devonne Nolan Offensive Rebound.,36,76
13:36,-1,Devonne Nolan missed Two Point Tip Shot.,36,76
13:36,2692,Jeremy Senglin Defensive Rebound.,36,76
13:28,2692,Zach Braxton missed Layup.,36,76
13:28,-1,Jacob Bowman Defensive Rebound.,36,76
13:21,-1,Devonne Nolan made Three Point Jumper.,39,76
12:59,2692,Jeremy Senglin missed Three Point Jumper.,39,76
12:59,2692,Zach Braxton Offensive Rebound.,39,76
12:55,-1,Foul on Jonathan Parker.,39,76
12:55,2692,Zach Braxton made Free Throw.,39,77
12:55,2692,Zach Braxton missed Free Throw.,39,77
12:55,-1,Jacob Bowman Defensive Rebound.,39,77
12:45,2692,Foul on Kyndahl Hill.,39,77
12:43,2692,Foul on Jordan Dallas.,39,77
12:31,-1,Reggiontae Cooper missed Three Point Jumper.,39,77
12:31,2692,Dusty Baker Defensive Rebound.,39,77
12:22,2692,Richaud Gittens made Three Point Jumper. Assisted by Ryan Richardson.,39,80
12:04,-1,Reggiontae Cooper Turnover.,39,80
11:53,2692,Ryan Richardson Turnover.,39,80
11:51,-1,Reggiontae Cooper Steal.,39,80
11:44,-1,Aragad Abramian Turnover.,39,80
11:42,2692,Richaud Gittens Steal.,39,80
11:41,2692,Cody John made Layup.,39,82
11:29,-1,Miles Nolen-Webb Turnover.,39,82
11:27,2692,Richaud Gittens Steal.,39,82
11:25,2692,Richaud Gittens made Layup.,39,84
11:25,-1,Foul on Miles Nolen-Webb.,39,84
11:25,2692,Official TV Timeout,39,84
11:25,2692,Richaud Gittens made Free Throw.,39,85
11:07,-1,Reggiontae Cooper missed Jumper.,39,85
11:07,2692,Dusty Baker Defensive Rebound.,39,85
10:56,2692,Richaud Gittens made Three Point Jumper. Assisted by Ryan Richardson.,39,88
10:34,-1,Reggiontae Cooper missed Three Point Jumper.,39,88
10:34,2692,Dusty Baker Defensive Rebound.,39,88
10:27,2692,Richaud Gittens made Three Point Jumper. Assisted by Dusty Baker.,39,91
9:56,-1,Miles Nolen-Webb missed Three Point Jumper.,39,91
9:56,-1,Reggiontae Cooper Offensive Rebound.,39,91
9:52,-1,Reggiontae Cooper made Two Point Tip Shot.,41,91
9:37,2692,Dusty Baker made Jumper. Assisted by Ryan Richardson.,41,93
9:19,-1,Miles Nolen-Webb made Layup. Assisted by Terrence Blum.,43,93
9:10,2692,Weber State  Timeout,43,93
9:10,2692,Richaud Gittens Turnover.,43,93
9:10,-1,Devonne Nolan Steal.,43,93
9:10,-1,Devonne Nolan made Three Point Jumper.,46,93
8:57,2692,Foul on Jordan Dallas.,46,93
8:55,2692,Jordan Dallas Turnover.,46,93
8:39,-1,Devonne Nolan missed Three Point Jumper.,46,93
8:39,2692,Richaud Gittens Defensive Rebound.,46,93
8:29,2692,Ryan Richardson made Three Point Jumper. Assisted by Dusty Baker.,46,96
8:12,-1,Jonathan Parker missed Jumper.,46,96
8:12,2692,Richaud Gittens Defensive Rebound.,46,96
8:02,2692,Jordan Dallas made Layup.,46,98
8:02,-1,Foul on Jonathan Parker.,46,98
8:02,2692,Official TV Timeout,46,98
8:02,2692,Jordan Dallas made Free Throw.,46,99
7:47,-1,Devonne Nolan made Layup.,48,99
7:32,2692,Dusty Baker made Layup.,48,101
7:23,2692,Foul on McKay Cannon.,48,101
7:23,-1,Devonne Nolan made Free Throw.,49,101
7:23,-1,Devonne Nolan missed Free Throw.,49,101
7:23,2692,Richaud Gittens Defensive Rebound.,49,101
7:06,-1,Foul on Terrence Blum.,49,101
7:06,2692,Jordan Dallas missed Free Throw.,49,101
7:06,-1,Franky Teran Defensive Rebound.,49,101
6:57,-1,Jacob Bowman missed Jumper.,49,101
6:57,2692,Richaud Gittens Defensive Rebound.,49,101
6:48,2692,Dusty Baker missed Jumper.,49,101
6:48,-1,Terrence Blum Defensive Rebound.,49,101
6:45,2692,Foul on Jordan Dallas.,49,101
6:45,-1,Terrence Blum made Free Throw.,50,101
6:45,-1,Terrence Blum made Free Throw.,51,101
6:23,2692,Foul on Richaud Gittens.,51,101
6:23,2692,Richaud Gittens Turnover.,51,101
6:13,-1,Terrence Blum missed Three Point Jumper.,51,101
6:13,2692,Richaud Gittens Defensive Rebound.,51,101
5:44,-1,Foul on Terrence Blum.,51,101
5:35,2692,Dusty Baker made Free Throw.,51,102
5:35,2692,Dusty Baker made Free Throw.,51,103
5:22,-1,Jacob Bowman missed Layup.,51,103
5:22,2692,Brenden Morris Block.,51,103
5:22,-1,Antelope Valley Offensive Rebound.,51,103
5:22,-1,Devonne Nolan Turnover.,51,103
5:20,2692,Richaud Gittens Steal.,51,103
5:17,2692,Dusty Baker made Layup. Assisted by Richaud Gittens.,51,105
5:00,-1,Devonne Nolan made Layup.,53,105
4:39,2692,Richaud Gittens missed Three Point Jumper.,53,105
4:39,2692,Brenden Morris Offensive Rebound.,53,105
4:33,2692,Brenden Morris missed Two Point Tip Shot.,53,105
4:33,-1,Terrence Blum Defensive Rebound.,53,105
4:25,-1,Jacob Bowman made Layup. Assisted by Devonne Nolan.,55,105
4:05,2692,Richaud Gittens made Dunk.,55,107
3:56,-1,Devonne Nolan Turnover.,55,107
3:56,2692,Official TV Timeout,55,107
3:36,2692,Dusty Baker made Layup.,55,109
3:36,-1,Foul on Jacob Bowman.,55,109
3:36,2692,Dusty Baker made Free Throw.,55,110
3:31,-1,Steve Bush missed Three Point Jumper.,55,110
3:31,2692,Jeremy Senglin Defensive Rebound.,55,110
3:16,2692,Dusty Baker made Three Point Jumper.,55,113
3:16,2692,Foul on Dusty Baker.,55,113
3:07,-1,Steve Bush Turnover.,55,113
3:05,2692,Brenden Morris Steal.,55,113
3:01,2692,Brenden Morris made Dunk. Assisted by Richaud Gittens.,55,115
2:32,-1,Steve Bush Turnover.,55,115
2:13,2692,Jordan Dallas made Layup.,55,117
2:13,-1,Foul on Reggiontae Cooper.,55,117
2:13,2692,Jordan Dallas made Free Throw.,55,118
2:05,-1,Shane Shelton made Three Point Jumper.,58,118
1:54,2692,Brenden Morris missed Three Point Jumper.,58,118
1:54,2692,Jordan Dallas Offensive Rebound.,58,118
1:50,2692,Jordan Dallas made Layup.,58,120
1:50,-1,Foul on Shane Shelton.,58,120
1:50,2692,Jordan Dallas made Free Throw.,58,121
1:36,-1,Shane Shelton missed Jumper.,58,121
1:36,2692,Jordan Dallas Defensive Rebound.,58,121
1:17,2692,Brenden Morris made Dunk. Assisted by Ryan Richardson.,58,123
1:17,-1,Foul on Jamaal Ennis.,58,123
1:17,2692,Brenden Morris missed Free Throw.,58,123
1:17,-1,Shane Shelton Defensive Rebound.,58,123
1:09,-1,Shane Shelton made Jumper.,60,123
1:04,2692,Brenden Morris made Jumper.,60,125
0:58,-1,Steve Bush made Three Point Jumper. Assisted by Jamaal Ennis.,63,125
0:42,2692,Brenden Morris made Three Point Jumper. Assisted by Richaud Gittens.,63,128
0:22,-1,Shane Shelton made Jumper.,65,128
0:00,2692,End of Game,65,128
