Montana,30,USC,149
10:55,30,Nick Rakocevic missed Free Throw.,14,8
10:55,149,Bobby Moorehead Defensive Rebound.,14,8
10:47,149,Ahmaad Rorie missed Jumper.,14,8
10:47,30,Jordan McLaughlin Defensive Rebound.,14,8
10:40,30,De'Anthony Melton Turnover.,14,8
10:32,149,Ahmaad Rorie missed Three Point Jumper.,14,8
10:32,30,De'Anthony Melton Defensive Rebound.,14,8
10:22,30,Shaqquan Aaron Turnover.,14,8
10:01,149,Walter Wright missed Three Point Jumper.,14,8
10:01,30,De'Anthony Melton Defensive Rebound.,14,8
9:49,30,Jordan McLaughlin Turnover.,14,8
9:49,149,Bobby Moorehead Steal.,14,8
9:49,149,Montana  Timeout,14,8
9:27,149,Sayeed Pridgett missed Jumper.,14,8
9:27,149,Fabijan Krslovic Offensive Rebound.,14,8
9:23,149,Walter Wright missed Jumper.,14,8
9:23,149,Montana Deadball Team Rebound.,14,8
9:23,30,USC Deadball Team Rebound.,14,8
9:20,149,Foul on Fabijan Krslovic.,14,8
9:20,30,Elijah Stewart made Free Throw.,14,9
9:20,30,Elijah Stewart made Free Throw.,14,10
9:01,149,Jared Samuelson missed Layup.,14,10
9:01,30,Elijah Stewart Block.,14,10
9:01,149,Fabijan Krslovic Offensive Rebound.,14,10
9:01,30,Foul on Nick Rakocevic.,14,10
9:01,149,Fabijan Krslovic made Free Throw.,15,10
9:01,149,Fabijan Krslovic made Free Throw.,16,10
8:42,30,Charles Buggs missed Jumper.,16,10
8:42,30,Elijah Stewart Offensive Rebound.,16,10
8:38,30,Elijah Stewart made Two Point Tip Shot.,16,12
8:21,30,Foul on Charles Buggs.,16,12
8:19,149,Fabijan Krslovic made Layup. Assisted by Walter Wright.,18,12
8:03,149,Foul on Walter Wright.,18,12
8:03,30,Jonah Mathews missed Free Throw.,18,12
8:03,30,USC Deadball Team Rebound.,18,12
8:03,30,Jonah Mathews missed Free Throw.,18,12
8:03,149,Fabijan Krslovic Defensive Rebound.,18,12
7:36,30,Foul on Elijah Stewart.,18,12
7:36,30,Official TV Timeout,18,12
7:21,149,Walter Wright Turnover.,18,12
7:20,30,De'Anthony Melton Steal.,18,12
7:19,149,Foul on Walter Wright.,18,12
7:19,30,Jordan McLaughlin made Free Throw.,18,13
7:19,30,Jordan McLaughlin made Free Throw.,18,14
6:53,149,Ahmaad Rorie missed Layup.,18,14
6:53,149,Ahmaad Rorie Offensive Rebound.,18,14
6:46,149,Jared Samuelson Turnover.,18,14
6:42,30,Charles Buggs Steal.,18,14
6:34,30,De'Anthony Melton missed Layup.,18,14
6:34,30,Jordan McLaughlin Offensive Rebound.,18,14
6:26,30,Charles Buggs missed Three Point Jumper.,18,14
6:26,30,De'Anthony Melton Offensive Rebound.,18,14
6:23,30,De'Anthony Melton made Layup.,18,16
6:23,149,Foul on Jared Samuelson.,18,16
6:23,149,Montana  Timeout,18,16
6:23,30,De'Anthony Melton missed Free Throw.,18,16
6:23,30,De'Anthony Melton Offensive Rebound.,18,16
6:18,149,Foul on Sayeed Pridgett.,18,16
6:18,30,Chimezie Metu made Free Throw.,18,17
6:18,30,Chimezie Metu made Free Throw.,18,18
5:45,149,Gavin DeJong missed Jumper.,18,18
5:45,30,Shaqquan Aaron Defensive Rebound.,18,18
5:40,149,Foul on Gavin DeJong.,18,18
5:40,30,Shaqquan Aaron made Free Throw.,18,19
5:40,30,Shaqquan Aaron made Free Throw.,18,20
5:24,30,Foul on Chimezie Metu.,18,20
5:15,149,Ahmaad Rorie Turnover.,18,20
5:14,30,Charles Buggs Steal.,18,20
5:00,30,Shaqquan Aaron made Layup.,18,22
4:39,149,Ahmaad Rorie missed Jumper.,18,22
4:39,30,De'Anthony Melton Defensive Rebound.,18,22
4:29,30,Shaqquan Aaron made Three Point Jumper. Assisted by De'Anthony Melton.,18,25
4:05,149,Ahmaad Rorie made Three Point Jumper. Assisted by Jack Lopez.,21,25
3:48,30,Chimezie Metu made Jumper.,21,27
3:37,149,Sayeed Pridgett Turnover.,21,27
3:36,30,Chimezie Metu Steal.,21,27
3:32,30,Chimezie Metu made Dunk. Assisted by Jordan McLaughlin.,21,29
3:04,149,Bobby Moorehead made Jumper.,23,29
2:57,30,USC  Timeout,23,29
2:35,30,Jonah Mathews missed Three Point Jumper.,23,29
2:35,149,Ahmaad Rorie Defensive Rebound.,23,29
2:08,149,Bobby Moorehead missed Three Point Jumper.,23,29
2:08,30,De'Anthony Melton Defensive Rebound.,23,29
2:00,30,Jonah Mathews missed Three Point Jumper.,23,29
2:00,149,Mario Dunn Defensive Rebound.,23,29
1:34,149,Fabijan Krslovic missed Jumper.,23,29
1:34,149,Montana Offensive Rebound.,23,29
1:21,149,Jared Samuelson made Dunk. Assisted by Fabijan Krslovic.,25,29
1:03,30,Shaqquan Aaron made Three Point Jumper. Assisted by Jonah Mathews.,25,32
0:47,149,Ahmaad Rorie made Three Point Jumper. Assisted by Mario Dunn.,28,32
0:24,30,Jordan McLaughlin missed Three Point Jumper.,28,32
0:24,149,Bobby Moorehead Defensive Rebound.,28,32
0:21,30,Foul on Shaqquan Aaron.,28,32
0:21,149,Bobby Moorehead made Free Throw.,29,32
0:21,149,Bobby Moorehead made Free Throw.,30,32
0:04,149,Foul on Brandon Gfeller.,30,32
0:04,30,Chimezie Metu made Free Throw.,30,33
0:04,30,Chimezie Metu made Free Throw.,30,34
0:00,30,End of 1st half,30,34
19:39,149,Bobby Moorehead Turnover.,30,34
19:38,30,Shaqquan Aaron Steal.,30,34
19:35,30,Shaqquan Aaron missed Three Point Jumper.,30,34
19:35,30,Elijah Stewart Offensive Rebound.,30,34
19:31,30,Elijah Stewart made Dunk.,30,36
19:06,149,Walter Wright missed Three Point Jumper.,30,36
19:06,149,Fabijan Krslovic Offensive Rebound.,30,36
19:02,149,Fabijan Krslovic made Layup.,32,36
18:48,149,Foul on Bobby Moorehead.,32,36
18:40,30,Elijah Stewart missed Three Point Jumper.,32,36
18:40,30,Chimezie Metu Offensive Rebound.,32,36
18:32,149,Foul on Ahmaad Rorie.,32,36
18:20,30,Chimezie Metu missed Jumper.,32,36
18:20,30,Nick Rakocevic Offensive Rebound.,32,36
18:16,30,Nick Rakocevic Turnover.,32,36
18:15,149,Walter Wright Steal.,32,36
18:05,149,Bobby Moorehead missed Three Point Jumper.,32,36
18:05,30,Shaqquan Aaron Defensive Rebound.,32,36
17:56,30,Shaqquan Aaron made Layup.,32,38
17:56,149,Foul on Walter Wright.,32,38
17:45,149,Ahmaad Rorie made Jumper.,34,38
17:35,30,Chimezie Metu missed Three Point Jumper.,34,38
17:35,149,Montana Deadball Team Rebound.,34,38
17:33,30,Foul on Nick Rakocevic.,34,38
17:18,149,Jack Lopez Turnover.,34,38
17:08,30,Jordan McLaughlin made Layup.,34,40
16:37,149,Jack Lopez missed Layup.,34,40
16:37,149,Fabijan Krslovic Offensive Rebound.,34,40
16:35,149,Montana  Turnover.,34,40
16:14,30,Elijah Stewart missed Jumper.,34,40
16:14,149,Mario Dunn Defensive Rebound.,34,40
16:01,149,Mario Dunn missed Three Point Jumper.,34,40
16:01,149,Jared Samuelson Offensive Rebound.,34,40
15:57,149,Jared Samuelson missed Two Point Tip Shot.,34,40
15:57,30,Chimezie Metu Defensive Rebound.,34,40
15:41,30,Charles Buggs Turnover.,34,40
15:35,149,Ahmaad Rorie made Jumper.,36,40
15:09,30,Chimezie Metu made Layup.,36,42
15:09,149,Foul on Jared Samuelson.,36,42
15:09,30,Official TV Timeout,36,42
15:09,30,Chimezie Metu made Free Throw.,36,43
14:56,149,Fabijan Krslovic made Dunk. Assisted by Brandon Gfeller.,38,43
14:35,30,Jordan McLaughlin missed Three Point Jumper.,38,43
14:35,149,Montana Defensive Rebound.,38,43
14:28,149,Fabijan Krslovic missed Layup.,38,43
14:28,30,Chimezie Metu Block.,38,43
14:26,30,Chimezie Metu Defensive Rebound.,38,43
14:13,149,Foul on Jared Samuelson.,38,43
14:13,30,Elijah Stewart made Free Throw.,38,44
14:13,30,Elijah Stewart missed Free Throw.,38,44
14:13,149,Brandon Gfeller Defensive Rebound.,38,44
13:52,149,Ahmaad Rorie Turnover.,38,44
13:52,30,Elijah Stewart Steal.,38,44
13:52,149,Foul on Ahmaad Rorie.,38,44
13:36,30,De'Anthony Melton missed Three Point Jumper.,38,44
13:36,149,Fabijan Krslovic Defensive Rebound.,38,44
13:29,149,Ahmaad Rorie made Layup.,40,44
13:08,30,Shaqquan Aaron made Jumper.,40,46
12:46,30,Foul on Nick Rakocevic.,40,46
12:33,149,Bobby Moorehead made Three Point Jumper. Assisted by Fabijan Krslovic.,43,46
12:22,149,Foul on Mario Dunn.,43,46
12:22,30,Shaqquan Aaron missed Free Throw.,43,46
12:22,149,Bobby Moorehead Defensive Rebound.,43,46
12:21,149,Bobby Moorehead Turnover.,43,46
12:21,149,Technical Foul on Montana.,43,46
12:21,149,Foul on Montana.,43,46
12:21,30,Elijah Stewart made Free Throw.,43,47
12:21,30,Elijah Stewart made Free Throw.,43,48
12:19,30,Elijah Stewart missed Jumper.,43,48
12:19,149,Montana Deadball Team Rebound.,43,48
12:19,30,Foul on De'Anthony Melton.,43,48
11:57,149,Brandon Gfeller missed Three Point Jumper.,43,48
11:57,30,Jonah Mathews Defensive Rebound.,43,48
11:48,30,De'Anthony Melton made Layup. Assisted by Jonah Mathews.,43,50
11:27,149,Fabijan Krslovic missed Layup.,43,50
11:27,30,Chimezie Metu Defensive Rebound.,43,50
11:08,30,Chimezie Metu missed Layup.,43,50
11:08,149,Fabijan Krslovic Block.,43,50
11:07,30,USC Offensive Rebound.,43,50
11:07,30,Official TV Timeout,43,50
11:05,30,Chimezie Metu missed Layup.,43,50
11:05,149,Bobby Moorehead Defensive Rebound.,43,50
10:51,149,Bobby Moorehead made Jumper.,45,50
10:26,30,Elijah Stewart made Three Point Jumper. Assisted by Jonah Mathews.,45,53
9:54,149,Fabijan Krslovic made Layup.,47,53
9:42,30,Jonah Mathews missed Three Point Jumper.,47,53
9:42,30,Chimezie Metu Offensive Rebound.,47,53
9:35,30,Chimezie Metu Turnover.,47,53
9:35,30,Foul on Chimezie Metu.,47,53
9:10,149,Mario Dunn missed Jumper.,47,53
9:10,30,Jordan McLaughlin Defensive Rebound.,47,53
8:58,30,Charles Buggs missed Three Point Jumper.,47,53
8:58,149,Fabijan Krslovic Defensive Rebound.,47,53
8:46,149,Brandon Gfeller made Three Point Jumper. Assisted by Mario Dunn.,50,53
8:17,149,Foul on Bobby Moorehead.,50,53
8:17,30,Chimezie Metu made Free Throw.,50,54
8:17,30,Chimezie Metu missed Free Throw.,50,54
8:17,149,Bobby Moorehead Defensive Rebound.,50,54
7:59,149,Ahmaad Rorie missed Layup.,50,54
7:59,30,Jordan McLaughlin Block.,50,54
7:58,30,De'Anthony Melton Defensive Rebound.,50,54
7:54,149,Foul on Brandon Gfeller.,50,54
7:54,30,Official TV Timeout,50,54
7:54,30,Elijah Stewart made Free Throw.,50,55
7:54,30,Elijah Stewart made Free Throw.,50,56
7:54,30,Foul on Charles Buggs.,50,56
7:39,30,Foul on Charles Buggs.,50,56
7:39,149,Sayeed Pridgett made Free Throw.,51,56
7:39,149,Sayeed Pridgett missed Free Throw.,51,56
7:39,30,De'Anthony Melton Defensive Rebound.,51,56
7:25,30,Jordan McLaughlin made Layup.,51,58
7:08,149,Bobby Moorehead missed Three Point Jumper.,51,58
7:08,30,Shaqquan Aaron Defensive Rebound.,51,58
6:48,30,Elijah Stewart made Three Point Jumper. Assisted by De'Anthony Melton.,51,61
6:27,149,Bobby Moorehead Turnover.,51,61
6:27,30,Shaqquan Aaron Steal.,51,61
6:11,149,Foul on Mario Dunn.,51,61
6:11,30,Elijah Stewart made Free Throw.,51,62
6:11,30,Elijah Stewart made Free Throw.,51,63
5:54,149,Walter Wright missed Three Point Jumper.,51,63
5:54,30,Shaqquan Aaron Defensive Rebound.,51,63
5:41,149,Foul on Mario Dunn.,51,63
5:41,30,Jordan McLaughlin missed Free Throw.,51,63
5:41,30,USC Deadball Team Rebound.,51,63
5:41,30,Jordan McLaughlin made Free Throw.,51,64
5:17,149,Bobby Moorehead missed Three Point Jumper.,51,64
5:17,30,Shaqquan Aaron Defensive Rebound.,51,64
5:09,30,Elijah Stewart missed Three Point Jumper.,51,64
5:09,30,Elijah Stewart Offensive Rebound.,51,64
5:06,149,Foul on Walter Wright.,51,64
5:06,30,Elijah Stewart made Free Throw.,51,65
5:06,30,Elijah Stewart made Free Throw.,51,66
4:49,149,Ahmaad Rorie missed Three Point Jumper.,51,66
4:49,30,Shaqquan Aaron Defensive Rebound.,51,66
4:42,30,Shaqquan Aaron missed Three Point Jumper.,51,66
4:42,30,Elijah Stewart Offensive Rebound.,51,66
4:37,30,Elijah Stewart missed Layup.,51,66
4:37,149,Mario Dunn Defensive Rebound.,51,66
4:31,149,Mario Dunn Turnover.,51,66
4:30,30,Elijah Stewart Steal.,51,66
4:29,30,Elijah Stewart Turnover.,51,66
4:28,149,Jared Samuelson Steal.,51,66
4:26,149,Brandon Gfeller made Three Point Jumper. Assisted by Jared Samuelson.,54,66
4:02,149,Foul on Mario Dunn.,54,66
4:02,30,Jordan McLaughlin missed Free Throw.,54,66
4:02,30,USC Deadball Team Rebound.,54,66
4:02,30,Jordan McLaughlin missed Free Throw.,54,66
4:02,149,Ahmaad Rorie Defensive Rebound.,54,66
3:39,149,Ahmaad Rorie missed Three Point Jumper.,54,66
3:39,30,Chimezie Metu Defensive Rebound.,54,66
3:27,149,Foul on Brandon Gfeller.,54,66
3:27,30,Official TV Timeout,54,66
3:27,30,Elijah Stewart made Free Throw.,54,67
3:27,30,Elijah Stewart made Free Throw.,54,68
3:14,149,Brandon Gfeller made Three Point Jumper. Assisted by Fabijan Krslovic.,57,68
3:03,30,De'Anthony Melton missed Layup.,57,68
3:03,149,Fabijan Krslovic Block.,57,68
3:01,149,Brandon Gfeller Defensive Rebound.,57,68
2:52,149,Sayeed Pridgett Turnover.,57,68
2:46,30,Shaqquan Aaron made Dunk. Assisted by Chimezie Metu.,57,70
2:46,149,Foul on Sayeed Pridgett.,57,70
2:46,30,Shaqquan Aaron made Free Throw.,57,71
2:38,30,De'Anthony Melton Turnover.,57,71
2:19,149,Mario Dunn Steal.,57,71
1:58,149,Mario Dunn missed Three Point Jumper.,57,71
1:58,30,Jonah Mathews Defensive Rebound.,57,71
1:34,30,Jordan McLaughlin Turnover.,57,71
1:33,149,Mario Dunn Steal.,57,71
1:31,30,Foul on Jordan McLaughlin.,57,71
1:31,149,Ahmaad Rorie missed Free Throw.,57,71
1:31,149,Montana Deadball Team Rebound.,57,71
1:31,149,Ahmaad Rorie missed Free Throw.,57,71
1:31,30,Elijah Stewart Defensive Rebound.,57,71
1:10,30,Chimezie Metu made Jumper.,57,73
0:56,30,Foul on Jonah Mathews.,57,73
0:56,149,Mario Dunn missed Free Throw.,57,73
0:56,149,Mario Dunn Offensive Rebound.,57,73
0:56,149,Mario Dunn made Layup.,59,73
0:32,30,De'Anthony Melton made Layup. Assisted by Jordan McLaughlin.,59,75
0:19,30,Foul on De'Anthony Melton.,59,75
0:19,149,Walter Wright made Free Throw.,60,75
0:19,149,Walter Wright made Free Throw.,61,75
0:00,30,End of Game,61,75
