Portland State,9,Arizona State,2502
8:16,9,Arizona St Defensive Rebound.,14,24
8:16,2502,Foul on De'Sean Parsons.,14,24
8:00,9,Shannon Evans II missed Three Point Jumper.,14,24
8:00,2502,Deontae North Defensive Rebound.,14,24
7:50,2502,Deontae North missed Jumper.,14,24
7:50,2502,Braxton Tucker Offensive Rebound.,14,24
7:46,9,Foul on Ramon Vila.,14,24
7:46,9,Official TV Timeout,14,24
7:46,2502,Braxton Tucker made Free Throw.,15,24
7:46,2502,Braxton Tucker made Free Throw.,16,24
7:22,9,Shannon Evans II missed Three Point Jumper.,16,24
7:22,9,Obinna Oleka Offensive Rebound.,16,24
7:16,9,Obinna Oleka missed Layup.,16,24
7:16,9,Ramon Vila Offensive Rebound.,16,24
7:13,9,Ramon Vila made Layup.,16,26
7:13,2502,Foul on Zach Gengler.,16,26
7:13,9,Ramon Vila made Free Throw.,16,27
6:51,2502,Braxton Tucker missed Jumper.,16,27
6:51,9,Obinna Oleka Defensive Rebound.,16,27
6:41,9,Kodi Justice missed Three Point Jumper.,16,27
6:41,2502,Braxton Tucker Defensive Rebound.,16,27
6:33,2502,Zach Gengler missed Layup.,16,27
6:33,9,Obinna Oleka Defensive Rebound.,16,27
6:04,9,Obinna Oleka Turnover.,16,27
5:51,2502,Braxton Tucker Turnover.,16,27
5:49,9,Torian Graham Steal.,16,27
5:46,9,Torian Graham made Dunk.,16,29
5:37,2502,Calaen Robinson Turnover.,16,29
5:35,9,Kodi Justice Steal.,16,29
5:32,9,Obinna Oleka missed Layup.,16,29
5:32,9,Ramon Vila Offensive Rebound.,16,29
5:18,9,Tra Holder made Jumper.,16,31
5:18,2502,Portland St  Timeout,16,31
5:06,9,Foul on Torian Graham.,16,31
5:06,2502,Traylin Farris made Free Throw.,17,31
5:06,2502,Traylin Farris missed Free Throw.,17,31
5:06,9,Shannon Evans II Defensive Rebound.,17,31
4:47,2502,Foul on Calaen Robinson.,17,31
4:47,9,Tra Holder made Free Throw.,17,32
4:47,9,Tra Holder made Free Throw.,17,33
4:32,2502,Bryce Canda missed Three Point Jumper.,17,33
4:32,9,Arizona St Defensive Rebound.,17,33
4:12,9,Torian Graham made Three Point Jumper. Assisted by Tra Holder.,17,36
3:54,2502,Calaen Robinson made Three Point Jumper. Assisted by Traylin Farris.,20,36
3:40,9,Tra Holder made Jumper.,20,38
3:26,2502,Calaen Robinson missed Three Point Jumper.,20,38
3:26,9,Kodi Justice Defensive Rebound.,20,38
3:22,9,Official TV Timeout,20,38
2:56,9,Obinna Oleka Turnover.,20,38
2:55,2502,Bryce Canda Steal.,20,38
2:52,2502,Bryce Canda made Layup.,22,38
2:34,9,Tra Holder Turnover.,22,38
2:33,2502,Calaen Robinson Steal.,22,38
2:29,2502,De'Sean Parsons made Dunk. Assisted by Deontae North.,24,38
2:09,9,Obinna Oleka made Layup. Assisted by Shannon Evans II.,24,40
1:48,2502,Deontae North made Three Point Jumper. Assisted by Bryce Canda.,27,40
1:28,9,Shannon Evans II missed Three Point Jumper.,27,40
1:28,2502,Traylin Farris Defensive Rebound.,27,40
0:59,2502,Calaen Robinson made Three Point Jumper.,30,40
0:45,9,Tra Holder missed Three Point Jumper.,30,40
0:45,9,Obinna Oleka Offensive Rebound.,30,40
0:38,9,Shannon Evans II made Layup. Assisted by Obinna Oleka.,30,42
0:22,2502,Calaen Robinson Turnover.,30,42
0:21,9,Tra Holder Steal.,30,42
0:18,9,Tra Holder made Layup.,30,44
0:14,9,Arizona St  Timeout,30,44
0:02,2502,Deontae North missed Three Point Jumper.,30,44
0:02,2502,Portland St Offensive Rebound.,30,44
0:00,9,End of 1st half,30,44
19:49,2502,Braxton Tucker missed Jumper.,30,44
19:49,9,Obinna Oleka Block.,30,44
19:47,9,Arizona St Defensive Rebound.,30,44
19:37,2502,Foul on Braxton Tucker.,30,44
19:18,9,Sam Cunliffe made Jumper.,30,46
19:04,9,Foul on Sam Cunliffe.,30,46
18:59,2502,Calaen Robinson Turnover.,30,46
18:58,9,Sam Cunliffe Steal.,30,46
18:56,2502,Foul on Zach Gengler.,30,46
18:56,9,Tra Holder missed Free Throw.,30,46
18:56,9,Arizona St Deadball Team Rebound.,30,46
18:56,9,Tra Holder missed Free Throw.,30,46
18:56,2502,Bryce Canda Defensive Rebound.,30,46
18:47,2502,De'Sean Parsons missed Jumper.,30,46
18:47,9,Obinna Oleka Defensive Rebound.,30,46
18:23,9,Kodi Justice made Three Point Jumper.,30,49
18:04,2502,Braxton Tucker missed Jumper.,30,49
18:04,9,Sam Cunliffe Defensive Rebound.,30,49
17:57,9,Sam Cunliffe Turnover.,30,49
17:55,2502,Calaen Robinson Steal.,30,49
17:53,2502,Zach Gengler missed Layup.,30,49
17:53,9,Kodi Justice Defensive Rebound.,30,49
17:47,9,Obinna Oleka made Dunk. Assisted by Sam Cunliffe.,30,51
17:29,2502,Bryce Canda made Three Point Jumper. Assisted by Braxton Tucker.,33,51
17:09,9,Shannon Evans II missed Layup.,33,51
17:09,2502,Calaen Robinson Defensive Rebound.,33,51
17:01,2502,De'Sean Parsons Turnover.,33,51
16:38,9,Kodi Justice missed Three Point Jumper.,33,51
16:38,2502,Portland St Defensive Rebound.,33,51
16:20,2502,Bryce Canda made Three Point Jumper. Assisted by Calaen Robinson.,36,51
15:55,2502,Foul on Traylin Farris.,36,51
15:55,9,Official TV Timeout,36,51
15:53,9,Torian Graham made Jumper. Assisted by Tra Holder.,36,53
15:38,2502,Bryce Canda missed Jumper.,36,53
15:38,2502,Braxton Tucker Offensive Rebound.,36,53
15:34,2502,Braxton Tucker made Two Point Tip Shot.,38,53
15:12,9,Obinna Oleka Turnover.,38,53
15:06,2502,Calaen Robinson made Layup.,40,53
15:06,9,Foul on Shannon Evans II.,40,53
15:06,2502,Calaen Robinson made Free Throw.,41,53
14:50,9,Shannon Evans II made Three Point Jumper. Assisted by Tra Holder.,41,56
14:41,2502,Bryce Canda missed Three Point Jumper.,41,56
14:41,9,Arizona St Defensive Rebound.,41,56
14:26,2502,Foul on Khari Holloway.,41,56
14:26,9,Tra Holder made Free Throw.,41,57
14:26,9,Tra Holder made Free Throw.,41,58
14:26,9,Tra Holder made Free Throw.,41,59
14:15,2502,Khari Holloway made Layup.,43,59
13:59,9,Shannon Evans II made Layup.,43,61
13:53,2502,Calaen Robinson missed Three Point Jumper.,43,61
13:53,2502,Bryce Canda Offensive Rebound.,43,61
13:49,2502,Bryce Canda Turnover.,43,61
13:30,9,Obinna Oleka made Three Point Jumper. Assisted by Tra Holder.,43,64
13:16,2502,Traylin Farris Turnover.,43,64
13:14,9,Tra Holder Steal.,43,64
13:13,9,Tra Holder made Layup.,43,66
12:58,2502,Braxton Tucker missed Jumper.,43,66
12:58,9,Torian Graham Defensive Rebound.,43,66
12:49,9,Torian Graham Turnover.,43,66
12:48,2502,Bryce Canda Steal.,43,66
12:45,2502,Bryce Canda made Layup.,45,66
12:44,2502,Portland St  Timeout,45,66
12:35,2502,Foul on Brandon Hollins.,45,66
12:25,9,Shannon Evans II made Three Point Jumper.,45,69
12:09,9,Foul on Sam Cunliffe.,45,69
11:57,2502,Calaen Robinson Turnover.,45,69
11:56,9,Official TV Timeout,45,69
11:44,2502,Foul on Khari Holloway.,45,69
11:38,9,Shannon Evans II Turnover.,45,69
11:32,2502,Khari Holloway missed Layup.,45,69
11:32,9,Arizona St Defensive Rebound.,45,69
11:30,2502,Foul on Brandon Hollins.,45,69
11:30,9,Jethro Tshisumpa missed Free Throw.,45,69
11:30,9,Tra Holder Offensive Rebound.,45,69
11:26,9,Tra Holder missed Layup.,45,69
11:26,2502,Brandon Hollins Defensive Rebound.,45,69
11:21,2502,De'Sean Parsons made Dunk. Assisted by Brandon Hollins.,47,69
11:05,9,Arizona St  Timeout,47,69
10:44,9,Shannon Evans II missed Jumper.,47,69
10:44,2502,De'Sean Parsons Defensive Rebound.,47,69
10:39,2502,Calaen Robinson Turnover.,47,69
10:23,9,Tra Holder missed Three Point Jumper.,47,69
10:23,2502,Deontae North Defensive Rebound.,47,69
10:12,2502,De'Sean Parsons missed Layup.,47,69
10:12,9,Jethro Tshisumpa Block.,47,69
10:10,9,Torian Graham Defensive Rebound.,47,69
10:06,9,Shannon Evans II missed Three Point Jumper.,47,69
10:06,9,Jethro Tshisumpa Offensive Rebound.,47,69
10:02,9,Jethro Tshisumpa Turnover.,47,69
10:01,2502,De'Sean Parsons Steal.,47,69
9:58,2502,De'Sean Parsons made Layup.,49,69
9:58,9,Foul on Kodi Justice.,49,69
9:58,2502,De'Sean Parsons missed Free Throw.,49,69
9:58,9,Obinna Oleka Defensive Rebound.,49,69
9:45,9,Torian Graham missed Jumper.,49,69
9:45,2502,Deontae North Defensive Rebound.,49,69
9:38,2502,De'Sean Parsons made Layup. Assisted by Deontae North.,51,69
9:19,9,Torian Graham Turnover.,51,69
9:17,2502,Deontae North missed Three Point Jumper.,51,69
9:17,2502,Deontae North Offensive Rebound.,51,69
9:12,2502,Brandon Hollins made Dunk. Assisted by Deontae North.,53,69
9:00,2502,Foul on Zach Gengler.,53,69
9:00,9,Tra Holder made Free Throw.,53,70
9:00,9,Tra Holder made Free Throw.,53,71
8:53,2502,Brandon Hollins missed Three Point Jumper.,53,71
8:53,9,Torian Graham Defensive Rebound.,53,71
8:41,9,Obinna Oleka missed Three Point Jumper.,53,71
8:41,2502,De'Sean Parsons Defensive Rebound.,53,71
8:25,2502,Zach Gengler missed Three Point Jumper.,53,71
8:25,9,Obinna Oleka Defensive Rebound.,53,71
8:09,9,Shannon Evans II made Layup.,53,73
8:04,2502,De'Sean Parsons Turnover.,53,73
8:02,9,Shannon Evans II Steal.,53,73
8:01,9,Shannon Evans II made Layup.,53,75
7:46,2502,Foul on Brandon Hollins.,53,75
7:46,2502,Brandon Hollins Turnover.,53,75
7:46,9,Official TV Timeout,53,75
7:34,9,Obinna Oleka Turnover.,53,75
7:27,2502,De'Sean Parsons Turnover.,53,75
7:16,9,Kodi Justice missed Three Point Jumper.,53,75
7:16,9,Obinna Oleka Offensive Rebound.,53,75
7:09,9,Ramon Vila made Layup. Assisted by Kodi Justice.,53,77
6:51,2502,Zach Gengler made Jumper. Assisted by Bryce Canda.,55,77
6:32,9,Obinna Oleka missed Jumper.,55,77
6:32,2502,Calaen Robinson Defensive Rebound.,55,77
6:24,2502,Zach Gengler missed Layup.,55,77
6:24,2502,De'Sean Parsons Offensive Rebound.,55,77
6:20,2502,De'Sean Parsons missed Layup.,55,77
6:20,9,Ramon Vila Block.,55,77
6:19,9,Obinna Oleka Defensive Rebound.,55,77
6:15,9,Foul on Ramon Vila.,55,77
6:15,9,Ramon Vila Turnover.,55,77
6:06,2502,Deontae North made Jumper.,57,77
5:50,9,Sam Cunliffe missed Layup.,57,77
5:50,9,Ramon Vila Offensive Rebound.,57,77
5:47,9,Ramon Vila made Layup.,57,79
5:31,2502,Braxton Tucker made Three Point Jumper. Assisted by Bryce Canda.,60,79
5:05,9,Shannon Evans II missed Three Point Jumper.,60,79
5:05,2502,Portland St Defensive Rebound.,60,79
4:47,2502,Bryce Canda missed Three Point Jumper.,60,79
4:47,9,Shannon Evans II Defensive Rebound.,60,79
4:28,9,Obinna Oleka missed Three Point Jumper.,60,79
4:28,2502,Bryce Canda Defensive Rebound.,60,79
4:22,2502,Braxton Tucker made Layup. Assisted by Bryce Canda.,62,79
3:53,9,Official TV Timeout,62,79
3:51,9,Torian Graham made Three Point Jumper. Assisted by Shannon Evans II.,62,82
3:31,2502,Deontae North made Layup. Assisted by Zach Gengler.,64,82
3:16,2502,Foul on Deontae North.,64,82
3:16,9,Sam Cunliffe missed Free Throw.,64,82
3:16,9,Arizona St Deadball Team Rebound.,64,82
3:16,9,Sam Cunliffe made Free Throw.,64,83
3:04,9,Foul on Obinna Oleka.,64,83
3:04,2502,Bryce Canda made Free Throw.,65,83
3:04,2502,Bryce Canda made Free Throw.,66,83
2:57,9,Tra Holder made Layup.,66,85
2:48,2502,Braxton Tucker made Layup. Assisted by Bryce Canda.,68,85
2:23,2502,Foul on Deontae North.,68,85
2:23,9,Tra Holder made Free Throw.,68,86
2:23,9,Tra Holder made Free Throw.,68,87
2:11,2502,Deontae North missed Three Point Jumper.,68,87
2:11,9,Tra Holder Defensive Rebound.,68,87
1:45,9,Torian Graham Turnover.,68,87
1:23,2502,Calaen Robinson missed Three Point Jumper.,68,87
1:23,9,Torian Graham Defensive Rebound.,68,87
1:17,2502,Foul on Michael Mayhew.,68,87
1:17,9,Obinna Oleka missed Free Throw.,68,87
1:17,9,Arizona St Deadball Team Rebound.,68,87
1:17,9,Obinna Oleka made Free Throw.,68,88
1:11,2502,Michael Mayhew missed Three Point Jumper.,68,88
1:11,2502,Brendan Rumel Offensive Rebound.,68,88
1:10,9,Foul on Jethro Tshisumpa.,68,88
1:10,2502,Brendan Rumel made Free Throw.,69,88
1:10,2502,Brendan Rumel made Free Throw.,70,88
0:44,9,Ramon Vila missed Three Point Jumper.,70,88
0:44,2502,Michael Mayhew Defensive Rebound.,70,88
0:33,2502,Montie Leunen missed Jumper.,70,88
0:33,9,Maurice O'Field Defensive Rebound.,70,88
0:01,9,Austin Witherill missed Three Point Jumper.,70,88
0:01,2502,Montie Leunen Block.,70,88
0:01,2502,Khari Holloway Defensive Rebound.,70,88
0:00,9,End of Game,70,88
