Wright State,79,Southern Illinois,2750
12:22,2750,Justin Mitchell Turnover.,8,10
12:21,79,Leo Vincent Steal.,8,10
12:19,79,Leo Vincent made Three Point Jumper. Assisted by Armon Fletcher.,8,13
12:00,79,Foul on Aaron Cook.,8,13
12:00,2750,Justin Mitchell made Free Throw.,9,13
12:00,2750,Justin Mitchell made Free Throw.,10,13
11:49,79,Armon Fletcher made Three Point Jumper. Assisted by Leo Vincent.,10,16
11:28,2750,Mark Alstork missed Jumper.,10,16
11:28,79,Armon Fletcher Defensive Rebound.,10,16
11:20,79,Thik Bol made Dunk. Assisted by Mike Rodriguez.,10,18
11:04,79,Official TV Timeout,10,18
11:04,2750,Steven Davis Turnover.,10,18
11:04,2750,Foul on Steven Davis.,10,18
10:42,79,Leo Vincent made Jumper.,10,20
10:24,2750,Grant Benzinger missed Layup.,10,20
10:24,79,Thik Bol Block.,10,20
10:24,79,Sean O'Brien Defensive Rebound.,10,20
10:18,2750,Foul on Mike La Tulip.,10,20
10:18,79,Mike Rodriguez made Free Throw.,10,21
10:18,79,Mike Rodriguez made Free Throw.,10,22
10:09,2750,Mark Alstork Turnover.,10,22
10:08,79,Armon Fletcher Steal.,10,22
10:06,79,Sean O'Brien Turnover.,10,22
10:05,2750,Mike La Tulip Steal.,10,22
10:03,2750,Mark Alstork Turnover.,10,22
9:40,79,Leo Vincent missed Jumper.,10,22
9:40,2750,Mike La Tulip Defensive Rebound.,10,22
9:22,2750,Steven Davis missed Jumper.,10,22
9:22,79,Leo Vincent Defensive Rebound.,10,22
9:10,79,Sean O'Brien Turnover.,10,22
9:09,2750,Mike La Tulip Steal.,10,22
8:59,2750,Mark Hughes missed Three Point Jumper.,10,22
8:59,79,Leo Vincent Defensive Rebound.,10,22
8:53,79,Thik Bol made Dunk. Assisted by Mike Rodriguez.,10,24
8:51,2750,Foul on Steven Davis.,10,24
8:51,79,Thik Bol made Free Throw.,10,25
8:51,2750,Mike La Tulip missed Jumper.,10,25
8:51,2750,Parker Ernsthausen Offensive Rebound.,10,25
8:29,79,Foul on Tyler Smithpeters.,10,25
8:29,2750,Parker Ernsthausen made Free Throw.,11,25
8:29,2750,Parker Ernsthausen made Free Throw.,12,25
8:22,79,Austin Weiher Turnover.,12,25
8:22,79,Foul on Austin Weiher.,12,25
7:52,2750,Mark Alstork Turnover.,12,25
7:52,79,Sean Lloyd Steal.,12,25
7:46,2750,Foul on Grant Benzinger.,12,25
7:46,79,Official TV Timeout,12,25
7:46,79,Sean Lloyd made Free Throw.,12,26
7:46,79,Sean Lloyd made Free Throw.,12,27
7:36,2750,Justin Mitchell made Layup. Assisted by Mark Hughes.,14,27
7:35,79,Foul on Austin Weiher.,14,27
7:35,2750,Justin Mitchell missed Free Throw.,14,27
7:35,79,Sean O'Brien Defensive Rebound.,14,27
7:13,79,Sean Lloyd Turnover.,14,27
7:13,79,Foul on Sean Lloyd.,14,27
7:00,2750,Grant Benzinger missed Jumper.,14,27
7:00,2750,Wright St Offensive Rebound.,14,27
6:56,2750,Mark Alstork made Three Point Jumper. Assisted by Mark Hughes.,17,27
6:44,79,Tyler Smithpeters missed Jumper.,17,27
6:44,2750,Mark Hughes Defensive Rebound.,17,27
6:35,2750,Mark Alstork missed Layup.,17,27
6:35,79,Sean O'Brien Block.,17,27
6:35,2750,Wright St Offensive Rebound.,17,27
6:06,2750,Ryan Custer missed Three Point Jumper.,17,27
6:06,2750,Grant Benzinger Offensive Rebound.,17,27
6:02,2750,Mike La Tulip missed Three Point Jumper.,17,27
6:02,2750,Ryan Custer Offensive Rebound.,17,27
5:46,2750,Grant Benzinger missed Jumper.,17,27
5:46,2750,Justin Mitchell Offensive Rebound.,17,27
5:43,2750,Justin Mitchell missed Layup.,17,27
5:43,79,Armon Fletcher Defensive Rebound.,17,27
5:30,79,Mike Rodriguez missed Three Point Jumper.,17,27
5:30,2750,Grant Benzinger Defensive Rebound.,17,27
5:23,2750,Justin Mitchell missed Layup.,17,27
5:23,2750,Ryan Custer Offensive Rebound.,17,27
5:20,2750,Ryan Custer missed Layup.,17,27
5:20,2750,Justin Mitchell Offensive Rebound.,17,27
4:54,2750,Justin Mitchell missed Layup.,17,27
4:54,79,Thik Bol Block.,17,27
4:54,79,Armon Fletcher Defensive Rebound.,17,27
4:49,79,Mike Rodriguez made Layup. Assisted by Armon Fletcher.,17,29
4:21,2750,Grant Benzinger made Three Point Jumper. Assisted by Ryan Custer.,20,29
4:02,79,Leo Vincent made Layup.,20,31
3:46,79,Official TV Timeout,20,31
3:45,2750,Grant Benzinger missed Layup.,20,31
3:45,2750,Mark Hughes Offensive Rebound.,20,31
3:39,2750,Mark Hughes Turnover.,20,31
3:38,79,Armon Fletcher Steal.,20,31
3:36,79,Armon Fletcher Turnover.,20,31
3:34,2750,Mark Alstork Steal.,20,31
3:27,2750,Mike La Tulip made Three Point Jumper. Assisted by Grant Benzinger.,23,31
3:11,79,Armon Fletcher missed Three Point Jumper.,23,31
3:11,2750,Grant Benzinger Defensive Rebound.,23,31
2:56,79,Foul on Thik Bol.,23,31
2:56,2750,Parker Ernsthausen made Free Throw.,24,31
2:56,2750,Parker Ernsthausen made Free Throw.,25,31
2:42,79,Austin Weiher Turnover.,25,31
2:28,79,Foul on Austin Weiher.,25,31
2:28,2750,Parker Ernsthausen missed Free Throw.,25,31
2:28,2750,Wright St Deadball Team Rebound.,25,31
2:28,2750,Parker Ernsthausen made Free Throw.,26,31
2:01,79,Sean O'Brien made Jumper.,26,33
1:48,2750,Justin Mitchell Turnover.,26,33
1:48,2750,Foul on Justin Mitchell.,26,33
1:31,79,Armon Fletcher made Jumper.,26,35
1:18,2750,Mike La Tulip missed Three Point Jumper.,26,35
1:18,2750,Mike La Tulip Offensive Rebound.,26,35
1:12,2750,Mark Alstork made Three Point Jumper. Assisted by Mike La Tulip.,29,35
0:54,79,Sean O'Brien Turnover.,29,35
0:54,79,Foul on Sean O'Brien.,29,35
0:54,2750,Wright St  Timeout,29,35
0:40,79,Foul on Rudy Stradnieks.,29,35
0:40,2750,Mark Alstork made Free Throw.,30,35
0:40,2750,Mark Alstork made Free Throw.,31,35
0:38,79,Southern Illinois  Timeout,31,35
0:25,79,Jonathan Wiley Turnover.,31,35
0:25,79,Foul on Jonathan Wiley.,31,35
0:03,2750,Mike La Tulip missed Layup.,31,35
0:03,79,Leo Vincent Defensive Rebound.,31,35
0:00,79,End of 1st half,31,35
19:51,2750,Foul on Mark Alstork.,31,35
19:51,79,Sean O'Brien missed Free Throw.,31,35
19:51,79,Southern Illinois Deadball Team Rebound.,31,35
19:51,79,Sean O'Brien made Free Throw.,31,36
19:41,2750,Mark Alstork made Three Point Jumper. Assisted by Grant Benzinger.,34,36
19:24,79,Armon Fletcher missed Three Point Jumper.,34,36
19:24,2750,Steven Davis Defensive Rebound.,34,36
19:06,2750,Steven Davis made Jumper. Assisted by Mark Alstork.,36,36
18:44,79,Leo Vincent made Layup.,36,38
18:29,2750,Steven Davis made Three Point Jumper. Assisted by Mark Alstork.,39,38
18:09,79,Mike Rodriguez made Three Point Jumper. Assisted by Sean O'Brien.,39,41
17:41,79,Leo Vincent missed Jumper.,39,41
17:41,2750,Steven Davis Block.,39,41
17:41,2750,Mike La Tulip Defensive Rebound.,39,41
17:26,2750,Justin Mitchell Turnover.,39,41
17:25,79,Armon Fletcher Steal.,39,41
17:24,79,Sean O'Brien made Layup. Assisted by Armon Fletcher.,39,43
17:12,2750,Steven Davis made Layup.,41,43
16:59,79,Thik Bol missed Jumper.,41,43
16:59,79,Southern Illinois Offensive Rebound.,41,43
16:49,79,Leo Vincent missed Three Point Jumper.,41,43
16:49,2750,Justin Mitchell Defensive Rebound.,41,43
16:34,79,Foul on Leo Vincent.,41,43
16:34,2750,Steven Davis made Free Throw.,42,43
16:34,2750,Steven Davis missed Free Throw.,42,43
16:34,79,Armon Fletcher Defensive Rebound.,42,43
16:23,79,Mike Rodriguez missed Three Point Jumper.,42,43
16:23,2750,Mark Alstork Defensive Rebound.,42,43
16:11,2750,Steven Davis made Three Point Jumper. Assisted by Mark Alstork.,45,43
15:52,79,Thik Bol Turnover.,45,43
15:52,79,Foul on Thik Bol.,45,43
15:52,79,Official TV Timeout,45,43
15:38,79,Foul on Armon Fletcher.,45,43
15:37,79,Foul on Armon Fletcher.,45,43
15:28,2750,Mark Alstork missed Jumper.,45,43
15:28,79,Mike Rodriguez Defensive Rebound.,45,43
15:23,2750,Foul on Mike La Tulip.,45,43
15:23,79,Mike Rodriguez made Free Throw.,45,44
15:23,79,Mike Rodriguez missed Free Throw.,45,44
15:23,2750,Grant Benzinger Defensive Rebound.,45,44
15:07,2750,Justin Mitchell missed Layup.,45,44
15:07,2750,Mark Alstork Offensive Rebound.,45,44
15:03,2750,Mark Alstork made Two Point Tip Shot.,47,44
14:30,79,Mike Rodriguez made Layup.,47,46
14:15,2750,Mark Alstork made Three Point Jumper.,50,46
13:58,2750,Foul on Steven Davis.,50,46
13:58,79,Leo Vincent made Free Throw.,50,47
13:58,79,Leo Vincent made Free Throw.,50,48
13:33,79,Foul on Sean Lloyd.,50,48
13:32,2750,Mark Alstork missed Three Point Jumper.,50,48
13:32,2750,Grant Benzinger Offensive Rebound.,50,48
13:13,2750,Justin Mitchell Turnover.,50,48
12:58,79,Sean O'Brien made Jumper.,50,50
12:33,2750,Mark Alstork made Layup.,52,50
12:33,79,Foul on Mike Rodriguez.,52,50
12:33,2750,Mark Alstork made Free Throw.,53,50
12:12,79,Thik Bol made Jumper. Assisted by Mike Rodriguez.,53,52
11:58,79,Foul on Thik Bol.,53,52
11:58,79,Official TV Timeout,53,52
11:58,2750,Mark Hughes missed Free Throw.,53,52
11:58,2750,Mark Hughes Offensive Rebound.,53,52
11:51,2750,Mark Alstork made Layup. Assisted by Steven Davis.,55,52
11:28,79,Mike Rodriguez made Jumper.,55,54
11:28,2750,Foul on Mike La Tulip.,55,54
11:28,79,Mike Rodriguez made Free Throw.,55,55
11:06,2750,Mark Alstork missed Jumper.,55,55
11:06,79,Jonathan Wiley Defensive Rebound.,55,55
10:52,79,Armon Fletcher missed Jumper.,55,55
10:52,2750,Justin Mitchell Defensive Rebound.,55,55
10:44,2750,Justin Mitchell Turnover.,55,55
10:44,2750,Foul on Justin Mitchell.,55,55
10:23,79,Mike Rodriguez Turnover.,55,55
10:22,2750,Justin Mitchell Steal.,55,55
10:20,2750,Justin Mitchell made Layup.,57,55
10:05,79,Sean O'Brien Turnover.,57,55
10:05,79,Foul on Sean O'Brien.,57,55
9:51,79,Foul on Mike Rodriguez.,57,55
9:51,2750,Steven Davis made Free Throw.,58,55
9:51,2750,Steven Davis made Free Throw.,59,55
9:44,79,Jonathan Wiley Turnover.,59,55
9:44,79,Foul on Jonathan Wiley.,59,55
9:32,79,Foul on Leo Vincent.,59,55
9:32,2750,Justin Mitchell missed Free Throw.,59,55
9:32,2750,Wright St Deadball Team Rebound.,59,55
9:32,2750,Justin Mitchell missed Free Throw.,59,55
9:32,79,Sean O'Brien Defensive Rebound.,59,55
9:25,79,Armon Fletcher missed Layup.,59,55
9:25,2750,Wright St Defensive Rebound.,59,55
9:07,2750,Mike La Tulip made Three Point Jumper. Assisted by Grant Benzinger.,62,55
8:55,79,Southern Illinois  Timeout,62,55
8:46,79,Armon Fletcher made Three Point Jumper. Assisted by Aaron Cook.,62,58
8:31,2750,Wright St  Timeout,62,58
8:30,2750,Mark Alstork missed Jumper.,62,58
8:30,79,Leo Vincent Defensive Rebound.,62,58
8:20,2750,Foul on Grant Benzinger.,62,58
8:19,79,Armon Fletcher missed Three Point Jumper.,62,58
8:19,79,Aaron Cook Offensive Rebound.,62,58
8:06,79,Leo Vincent Turnover.,62,58
7:52,79,Official TV Timeout,62,58
7:49,2750,Steven Davis made Layup.,64,58
7:33,79,Sean O'Brien made Three Point Jumper. Assisted by Mike Rodriguez.,64,61
7:13,2750,Mark Alstork made Layup.,66,61
6:52,2750,Foul on Grant Benzinger.,66,61
6:52,79,Sean O'Brien made Free Throw.,66,62
6:52,79,Sean O'Brien missed Free Throw.,66,62
6:52,2750,Justin Mitchell Defensive Rebound.,66,62
6:29,2750,Mark Alstork made Layup.,68,62
6:17,79,Thik Bol Turnover.,68,62
6:00,2750,Mark Alstork missed Three Point Jumper.,68,62
6:00,2750,Steven Davis Offensive Rebound.,68,62
5:57,2750,Steven Davis made Two Point Tip Shot.,70,62
5:46,79,Leo Vincent made Three Point Jumper. Assisted by Mike Rodriguez.,70,65
5:23,2750,Mark Alstork missed Layup.,70,65
5:23,79,Thik Bol Defensive Rebound.,70,65
4:57,79,Sean Lloyd missed Jumper.,70,65
4:57,2750,Justin Mitchell Defensive Rebound.,70,65
4:48,2750,Justin Mitchell made Layup.,72,65
4:37,79,Armon Fletcher missed Jumper.,72,65
4:37,2750,Grant Benzinger Defensive Rebound.,72,65
4:21,2750,Steven Davis made Layup. Assisted by Justin Mitchell.,74,65
4:18,79,Southern Illinois  Timeout,74,65
4:07,79,Armon Fletcher made Layup.,74,67
3:48,2750,Mark Alstork Turnover.,74,67
3:47,79,Mike Rodriguez Steal.,74,67
3:43,79,Sean Lloyd missed Layup.,74,67
3:43,79,Sean O'Brien Offensive Rebound.,74,67
3:41,79,Sean O'Brien made Layup.,74,69
3:41,2750,Foul on Mark Alstork.,74,69
3:41,79,Sean O'Brien made Free Throw.,74,70
3:12,79,Foul on Sean Lloyd.,74,70
3:12,2750,Justin Mitchell missed Free Throw.,74,70
3:12,2750,Wright St Deadball Team Rebound.,74,70
3:12,2750,Justin Mitchell made Free Throw.,75,70
3:02,79,Mike Rodriguez made Jumper.,75,72
2:34,79,Foul on Sean Lloyd.,75,72
2:34,2750,Mark Alstork made Free Throw.,76,72
2:34,2750,Mark Alstork made Free Throw.,77,72
2:20,79,Sean O'Brien missed Three Point Jumper.,77,72
2:20,2750,Grant Benzinger Defensive Rebound.,77,72
2:20,79,Foul on Jonathan Wiley.,77,72
2:20,2750,Grant Benzinger missed Free Throw.,77,72
2:20,2750,Wright St Deadball Team Rebound.,77,72
2:20,2750,Grant Benzinger missed Free Throw.,77,72
2:20,79,Sean O'Brien Defensive Rebound.,77,72
2:00,79,Sean O'Brien missed Three Point Jumper.,77,72
2:00,79,Leo Vincent Offensive Rebound.,77,72
1:49,79,Mike Rodriguez made Three Point Jumper.,77,75
1:32,2750,Justin Mitchell Turnover.,77,75
1:32,79,Mike Rodriguez Steal.,77,75
1:18,2750,Foul on Grant Benzinger.,77,75
1:18,2750,Wright St  Timeout,77,75
1:18,79,Jonathan Wiley missed Free Throw.,77,75
1:18,2750,Steven Davis Defensive Rebound.,77,75
0:51,2750,Steven Davis made Three Point Jumper. Assisted by Mark Alstork.,80,75
0:33,2750,Foul on Justin Mitchell.,80,75
0:33,79,Mike Rodriguez made Free Throw.,80,76
0:33,79,Mike Rodriguez made Free Throw.,80,77
0:33,79,Southern Illinois  Timeout,80,77
0:22,79,Foul on Armon Fletcher.,80,77
0:22,2750,Mike La Tulip made Free Throw.,81,77
0:22,2750,Mike La Tulip made Free Throw.,82,77
0:16,2750,Foul on Justin Mitchell.,82,77
0:16,79,Mike Rodriguez made Free Throw.,82,78
0:16,79,Mike Rodriguez made Free Throw.,82,79
0:15,79,Foul on Armon Fletcher.,82,79
0:15,2750,Mark Alstork missed Free Throw.,82,79
0:15,2750,Wright St Deadball Team Rebound.,82,79
0:15,2750,Mark Alstork made Free Throw.,83,79
0:15,2750,Wright St  Timeout,83,79
0:11,79,Mike Rodriguez missed Three Point Jumper.,83,79
0:11,2750,Mike La Tulip Defensive Rebound.,83,79
0:08,79,Foul on Armon Fletcher.,83,79
0:08,2750,Mike La Tulip made Free Throw.,84,79
0:08,2750,Mike La Tulip made Free Throw.,85,79
0:02,79,Mike Rodriguez made Layup.,85,81
0:00,79,End of 2nd half,85,81
