Cal State-Los Angeles,Error,Long Beach State,299
7:10,299,Long Beach St Deadball Team Rebound.,18,28
7:10,299,Javonntie Jackson made Free Throw.,18,29
6:55,-1,Jordan Wilson made Three Point Jumper.,21,29
6:43,-1,Foul on Geoffrey Frid.,21,29
6:43,299,Gabe Levin missed Free Throw.,21,29
6:43,299,Long Beach St Deadball Team Rebound.,21,29
6:43,299,Gabe Levin missed Free Throw.,21,29
6:43,-1,Travis Hammonds Defensive Rebound.,21,29
6:24,-1,Jordan Wilson missed Three Point Jumper.,21,29
6:24,299,Barry Ogalue Defensive Rebound.,21,29
6:17,299,Gabe Levin made Layup.,21,31
6:14,-1,Foul on Joshua Hopkins.,21,31
6:14,299,Gabe Levin made Free Throw.,21,32
5:55,-1,Travis Hammonds made Jumper.,23,32
5:44,299,Justin Bibbins made Three Point Jumper.,23,35
5:26,-1,Joshua Hopkins Turnover.,23,35
5:26,299,Gabe Levin Steal.,23,35
5:12,299,Evan Payne made Three Point Jumper. Assisted by Justin Bibbins.,23,38
4:45,-1,DeSean Scott missed Jumper.,23,38
4:45,299,Evan Payne Defensive Rebound.,23,38
4:36,299,Gabe Levin missed Jumper.,23,38
4:36,-1,Garrett Carter Defensive Rebound.,23,38
4:19,-1,Daylin Billingsley made Jumper.,25,38
4:19,299,Foul on Gabe Levin.,25,38
4:19,-1,Daylin Billingsley made Free Throw.,26,38
4:10,299,Barry Ogalue missed Layup.,26,38
4:10,-1,Garrett Carter Defensive Rebound.,26,38
4:01,-1,Travis Hammonds made Jumper.,28,38
3:55,299,Justin Bibbins Turnover.,28,38
3:52,-1,Daylin Billingsley Steal.,28,38
3:48,-1,Grant Arthur made Three Point Jumper. Assisted by Garrett Carter.,31,38
3:45,299,Long Beach St  Timeout,31,38
3:35,299,Javonntie Jackson made Layup. Assisted by Barry Ogalue.,31,40
3:16,-1,Travis Hammonds Turnover.,31,40
3:02,299,Justin Bibbins missed Three Point Jumper.,31,40
3:02,-1,Daylin Billingsley Defensive Rebound.,31,40
2:39,-1,Daylin Billingsley made Jumper.,33,40
2:30,-1,Foul on Grant Arthur.,33,40
2:30,299,Loren Jackson made Free Throw.,33,41
2:30,299,Loren Jackson made Free Throw.,33,42
2:01,299,Roschon Prince made Layup.,33,44
1:51,-1,Daylin Billingsley missed Jumper.,33,44
1:51,299,Gabe Levin Defensive Rebound.,33,44
1:47,299,Gabe Levin Turnover.,33,44
1:46,-1,DeSean Scott Steal.,33,44
1:46,-1,Foul on DeSean Scott.,33,44
1:46,-1,DeSean Scott Turnover.,33,44
1:24,299,Roschon Prince made Jumper.,33,46
1:06,-1,DeSean Scott missed Three Point Jumper.,33,46
1:06,-1,Travis Hammonds Offensive Rebound.,33,46
1:04,299,Foul on Gabe Levin.,33,46
1:04,-1,Travis Hammonds made Free Throw.,34,46
1:04,-1,Travis Hammonds made Free Throw.,35,46
0:58,-1,Foul on Daylin Billingsley.,35,46
0:58,299,Gabe Levin made Free Throw.,35,47
0:58,299,Gabe Levin made Free Throw.,35,48
0:38,-1,Jordan Wilson made Three Point Jumper.,38,48
0:16,299,Justin Bibbins made Three Point Jumper.,38,51
0:02,-1,Jordan Wilson missed Three Point Jumper.,38,51
0:02,-1,CS Los Angeles Offensive Rebound.,38,51
0:00,299,End of 1st half,38,51
19:30,-1,Miles Ford made Three Point Jumper. Assisted by Jordan Wilson.,41,51
18:58,-1,Foul on Jonathan Davis.,41,51
18:58,299,Gabe Levin made Free Throw.,41,52
18:58,299,Gabe Levin missed Free Throw.,41,52
18:58,-1,CS Los Angeles Defensive Rebound.,41,52
18:56,299,Foul on Gabe Levin.,41,52
18:42,-1,Jonathan Davis missed Jumper.,41,52
18:42,299,Gabe Levin Block.,41,52
18:40,-1,Jonathan Davis Offensive Rebound.,41,52
18:36,-1,Joshua Hopkins missed Three Point Jumper.,41,52
18:36,299,Justin Bibbins Defensive Rebound.,41,52
18:27,-1,Foul on Jordan Wilson.,41,52
18:18,-1,Foul on Jonathan Davis.,41,52
18:15,299,Gabe Levin missed Jumper.,41,52
18:15,299,Gabe Levin Offensive Rebound.,41,52
18:13,299,Gabe Levin missed Jumper.,41,52
18:13,-1,CS Los Angeles Defensive Rebound.,41,52
17:51,-1,Jonathan Davis Turnover.,41,52
17:50,299,Justin Bibbins Steal.,41,52
17:47,299,Evan Payne missed Dunk.,41,52
17:47,299,Gabe Levin Offensive Rebound.,41,52
17:43,299,Gabe Levin made Two Point Tip Shot.,41,54
17:25,-1,Jordan Wilson Turnover.,41,54
17:24,299,Gabe Levin Steal.,41,54
17:20,299,Justin Bibbins made Layup.,41,56
16:48,299,Foul on Temidayo Yussuf.,41,56
16:48,-1,Joshua Hopkins made Free Throw.,42,56
16:48,-1,Joshua Hopkins missed Free Throw.,42,56
16:48,-1,Travis Hammonds Offensive Rebound.,42,56
16:44,-1,Travis Hammonds missed Jumper.,42,56
16:44,299,Justin Bibbins Defensive Rebound.,42,56
16:37,299,Justin Bibbins made Layup.,42,58
16:17,-1,Jordan Wilson missed Three Point Jumper.,42,58
16:17,299,Justin Bibbins Defensive Rebound.,42,58
16:07,299,Roschon Prince missed Jumper.,42,58
16:07,-1,Geoffrey Frid Block.,42,58
16:05,-1,Joshua Hopkins Defensive Rebound.,42,58
15:56,-1,Miles Ford missed Jumper.,42,58
15:56,299,Evan Payne Defensive Rebound.,42,58
15:51,299,Evan Payne made Dunk.,42,60
15:16,-1,Travis Hammonds made Three Point Jumper.,45,60
14:45,299,Temidayo Yussuf made Jumper. Assisted by Justin Bibbins.,45,62
14:34,-1,Jordan Wilson Turnover.,45,62
14:33,299,Evan Payne Steal.,45,62
14:31,299,Evan Payne made Dunk.,45,64
14:27,-1,CS Los Angeles  Timeout,45,64
14:09,299,Foul on Justin Bibbins.,45,64
14:09,299,Official TV Timeout,45,64
14:06,-1,Joshua Hopkins Turnover.,45,64
14:04,299,Gabe Levin Steal.,45,64
14:02,299,Evan Payne made Dunk. Assisted by Gabe Levin.,45,66
13:42,-1,Travis Hammonds missed Three Point Jumper.,45,66
13:42,299,Noah Blackwell Defensive Rebound.,45,66
13:32,299,Gabe Levin missed Jumper.,45,66
13:32,-1,Joshua Hopkins Defensive Rebound.,45,66
13:18,-1,Daylin Billingsley made Jumper.,47,66
13:14,299,Foul on Roschon Prince.,47,66
13:14,-1,Daylin Billingsley made Free Throw.,48,66
12:44,299,Loren Jackson missed Layup.,48,66
12:44,-1,Daylin Billingsley Defensive Rebound.,48,66
12:22,-1,Geoffrey Frid missed Jumper.,48,66
12:22,299,Mason Riggins Block.,48,66
12:20,299,Loren Jackson Defensive Rebound.,48,66
12:17,299,Noah Blackwell Turnover.,48,66
12:16,-1,Daylin Billingsley Steal.,48,66
12:10,-1,Geoffrey Frid made Layup.,50,66
12:00,299,Long Beach St  Timeout,50,66
11:55,299,Evan Payne missed Jumper.,50,66
11:55,299,Mason Riggins Offensive Rebound.,50,66
11:49,299,Loren Jackson Turnover.,50,66
11:44,299,Foul on Jordan Griffin.,50,66
11:40,-1,Garrett Carter missed Three Point Jumper.,50,66
11:40,299,Roschon Prince Defensive Rebound.,50,66
11:33,299,Evan Payne made Jumper.,50,68
11:19,-1,DeSean Scott made Jumper.,52,68
10:59,299,Mason Riggins made Jumper.,52,70
10:35,-1,Jordan Wilson missed Jumper.,52,70
10:35,299,Mason Riggins Defensive Rebound.,52,70
10:28,299,Evan Payne missed Three Point Jumper.,52,70
10:28,-1,Jordan Wilson Defensive Rebound.,52,70
10:16,-1,Daylin Billingsley missed Jumper.,52,70
10:16,299,Evan Payne Defensive Rebound.,52,70
10:05,299,Loren Jackson made Three Point Jumper.,52,73
9:51,-1,Garrett Carter Turnover.,52,73
9:37,-1,Foul on Garrett Carter.,52,73
9:25,299,Justin Bibbins made Layup.,52,75
9:07,-1,Garrett Carter missed Layup.,52,75
9:07,299,Justin Bibbins Defensive Rebound.,52,75
8:55,299,Roschon Prince made Dunk. Assisted by Justin Bibbins.,52,77
8:50,-1,CS Los Angeles  Timeout,52,77
8:39,-1,Jonathan Davis Turnover.,52,77
8:38,299,Loren Jackson Steal.,52,77
8:31,299,Jordan Griffin missed Three Point Jumper.,52,77
8:31,-1,Daylin Billingsley Defensive Rebound.,52,77
8:12,-1,Daylin Billingsley missed Jumper.,52,77
8:12,-1,Grant Arthur Offensive Rebound.,52,77
8:09,-1,Grant Arthur Turnover.,52,77
7:53,299,Gabe Levin missed Jumper.,52,77
7:53,-1,Daylin Billingsley Defensive Rebound.,52,77
7:48,-1,Jordan Wilson Turnover.,52,77
7:47,299,Justin Bibbins Steal.,52,77
7:43,299,Loren Jackson missed Three Point Jumper.,52,77
7:43,-1,Daylin Billingsley Defensive Rebound.,52,77
7:28,299,Foul on Temidayo Yussuf.,52,77
7:28,299,Official TV Timeout,52,77
7:28,-1,Grant Arthur missed Free Throw.,52,77
7:28,-1,CS Los Angeles Deadball Team Rebound.,52,77
7:28,-1,Grant Arthur made Free Throw.,53,77
7:18,299,Temidayo Yussuf missed Jumper.,53,77
7:18,-1,Grant Arthur Block.,53,77
7:17,299,Justin Bibbins Offensive Rebound.,53,77
7:15,-1,Foul on Miles Ford.,53,77
7:05,-1,Foul on Grant Arthur.,53,77
7:03,299,Temidayo Yussuf made Jumper. Assisted by Noah Blackwell.,53,79
6:48,-1,Travis Hammonds missed Jumper.,53,79
6:48,299,Temidayo Yussuf Block.,53,79
6:44,-1,Daylin Billingsley Offensive Rebound.,53,79
6:38,-1,Foul on Grant Arthur.,53,79
6:38,299,Temidayo Yussuf missed Free Throw.,53,79
6:38,299,Long Beach St Deadball Team Rebound.,53,79
6:38,299,Temidayo Yussuf made Free Throw.,53,80
6:37,-1,Daylin Billingsley missed Jumper.,53,80
6:37,299,Temidayo Yussuf Defensive Rebound.,53,80
6:27,-1,Miles Ford missed Jumper.,53,80
6:27,299,Justin Bibbins Defensive Rebound.,53,80
6:22,299,Temidayo Yussuf made Dunk. Assisted by Roschon Prince.,53,82
6:10,-1,Jordan Wilson missed Three Point Jumper.,53,82
6:10,299,Justin Bibbins Defensive Rebound.,53,82
6:01,299,Noah Blackwell missed Three Point Jumper.,53,82
6:01,-1,Travis Hammonds Defensive Rebound.,53,82
5:37,-1,Daylin Billingsley missed Jumper.,53,82
5:37,299,Mason Riggins Block.,53,82
5:34,299,Mason Riggins Defensive Rebound.,53,82
5:30,299,Foul on Roschon Prince.,53,82
5:30,299,Roschon Prince Turnover.,53,82
5:13,-1,Travis Hammonds missed Jumper.,53,82
5:13,-1,Miles Ford Offensive Rebound.,53,82
5:10,-1,Miles Ford made Layup.,55,82
4:56,299,Noah Blackwell missed Three Point Jumper.,55,82
4:56,299,Long Beach St Offensive Rebound.,55,82
4:48,299,Mason Riggins made Dunk. Assisted by Roschon Prince.,55,84
4:26,-1,Miles Ford missed Three Point Jumper.,55,84
4:26,299,Roschon Prince Defensive Rebound.,55,84
4:12,299,Anson Moye made Layup. Assisted by Loren Jackson.,55,86
4:00,-1,Joshua Hopkins missed Three Point Jumper.,55,86
4:00,-1,Geoffrey Frid Offensive Rebound.,55,86
3:44,-1,Geoffrey Frid missed Jumper.,55,86
3:44,299,Noah Blackwell Defensive Rebound.,55,86
3:37,299,Roschon Prince made Layup. Assisted by Noah Blackwell.,55,88
3:36,299,Official TV Timeout,55,88
3:16,-1,DeSean Scott missed Three Point Jumper.,55,88
3:12,299,Loren Jackson Defensive Rebound.,55,88
2:44,299,Jordan Griffin missed Three Point Jumper.,55,88
2:44,-1,DeSean Scott Defensive Rebound.,55,88
2:31,-1,Geoffrey Frid made Layup. Assisted by Miles Ford.,57,88
2:21,299,Loren Jackson missed Three Point Jumper.,57,88
2:21,-1,DeSean Scott Defensive Rebound.,57,88
1:59,299,Foul on LaRond Williams.,57,88
1:59,-1,Geoffrey Frid missed Free Throw.,57,88
1:59,299,Quentin Shropshire Defensive Rebound.,57,88
1:59,-1,Foul on Grant Arthur.,57,88
1:59,299,Quentin Shropshire missed Free Throw.,57,88
1:59,299,LaRond Williams Offensive Rebound.,57,88
1:54,299,LaRond Williams missed Jumper.,57,88
1:54,299,Quentin Shropshire Offensive Rebound.,57,88
1:47,299,Quentin Shropshire missed Two Point Tip Shot.,57,88
1:47,299,Jordan Griffin Defensive Rebound.,57,88
1:34,299,Barry Ogalue made Jumper.,57,90
1:24,-1,DeSean Scott Turnover.,57,90
1:10,299,Jordan Griffin missed Three Point Jumper.,57,90
1:10,299,Barry Ogalue Offensive Rebound.,57,90
0:54,299,LaRond Williams missed Jumper.,57,90
0:54,-1,Joshua Hopkins Block.,57,90
0:52,-1,Geoffrey Frid Defensive Rebound.,57,90
0:44,-1,DeSean Scott missed Jumper.,57,90
0:44,299,LaRond Williams Block.,57,90
0:43,299,Quentin Shropshire Defensive Rebound.,57,90
0:41,299,Barry Ogalue made Layup.,57,92
0:41,-1,Foul on Robby Kaiser.,57,92
0:41,299,Barry Ogalue made Free Throw.,57,93
0:28,-1,Joshua Hopkins Turnover.,57,93
0:27,299,Quentin Shropshire Steal.,57,93
0:24,299,Barry Ogalue made Layup.,57,95
0:20,299,Foul on Barry Ogalue.,57,95
0:20,-1,Robby Kaiser made Free Throw.,58,95
0:20,-1,Robby Kaiser made Free Throw.,59,95
0:00,299,End of Game,59,95
