SIU-Edwardsville,62,Hawai'i,2565
15:55,62,Jack Purchase missed Three Point Jumper.,7,6
15:55,2565,Carlos Anderson Defensive Rebound.,7,6
15:27,2565,Tre Harris missed Jumper.,7,6
15:27,62,Noah Allen Defensive Rebound.,7,6
15:15,62,Sheriff Drammeh missed Three Point Jumper.,7,6
15:15,62,Hawai'i Deadball Team Rebound.,7,6
15:12,2565,Foul on Jalen Henry.,7,6
15:07,2565,Foul on Christian Ellis.,7,6
15:07,62,Sheriff Drammeh made Free Throw.,7,7
15:07,62,Sheriff Drammeh missed Free Throw.,7,7
15:07,2565,Devin Thornton Defensive Rebound.,7,7
14:59,2565,Justin Benton Turnover.,7,7
14:58,62,Matthew Owies Steal.,7,7
14:56,62,Matthew Owies made Layup.,7,9
14:52,62,Foul on Matthew Owies.,7,9
14:52,62,Technical Foul on Matthew Owies.,7,9
14:52,2565,Tre Harris made Free Throw.,8,9
14:52,2565,Tre Harris made Free Throw.,9,9
14:42,2565,Tre Harris made Three Point Jumper. Assisted by Justin Benton.,12,9
14:23,62,Zach Buscher Turnover.,12,9
14:22,2565,Brandon Jackson Steal.,12,9
14:19,62,Foul on Gibson Johnson.,12,9
14:16,2565,Carlos Anderson missed Jumper.,12,9
14:16,62,Gibson Johnson Defensive Rebound.,12,9
14:09,2565,Foul on Tre Harris.,12,9
14:09,62,Noah Allen made Free Throw.,12,10
14:09,62,Noah Allen made Free Throw.,12,11
14:00,2565,Tre Harris made Three Point Jumper. Assisted by Justin Benton.,15,11
13:46,62,Noah Allen missed Three Point Jumper.,15,11
13:46,62,Zach Buscher Offensive Rebound.,15,11
13:39,62,Larry Lewis Jr. missed Layup.,15,11
13:39,62,Hawai'i Offensive Rebound.,15,11
13:25,62,Noah Allen made Layup. Assisted by Gibson Johnson.,15,13
13:15,2565,Burak Eslik missed Three Point Jumper.,15,13
13:15,62,Gibson Johnson Defensive Rebound.,15,13
12:55,62,Gibson Johnson missed Layup.,15,13
12:55,62,Gibson Johnson Offensive Rebound.,15,13
12:52,62,Gibson Johnson made Jumper.,15,15
12:31,2565,Tre Harris Turnover.,15,15
12:31,62,Noah Allen Steal.,15,15
12:19,62,Ido Flaisher made Jumper. Assisted by Sheriff Drammeh.,15,17
12:19,2565,Foul on Burak Eslik.,15,17
12:19,62,Ido Flaisher made Free Throw.,15,18
12:11,2565,Justin Benton Turnover.,15,18
12:09,62,Noah Allen Steal.,15,18
12:07,62,Noah Allen missed Layup.,15,18
12:07,62,Ido Flaisher Offensive Rebound.,15,18
12:05,62,Ido Flaisher missed Jumper.,15,18
12:05,2565,Justin Benton Defensive Rebound.,15,18
12:00,2565,Tre Harris missed Jumper.,15,18
12:00,62,Noah Allen Defensive Rebound.,15,18
11:51,62,Official TV Timeout,15,18
11:50,62,Ido Flaisher made Layup. Assisted by Sheriff Drammeh.,15,20
11:34,2565,Justin Benton made Three Point Jumper. Assisted by Carlos Anderson.,18,20
11:21,62,Noah Allen missed Three Point Jumper.,18,20
11:21,62,Ido Flaisher Offensive Rebound.,18,20
10:57,62,Ido Flaisher Turnover.,18,20
10:41,62,Foul on Ido Flaisher.,18,20
10:41,2565,Devin Thornton made Free Throw.,19,20
10:41,2565,Devin Thornton made Free Throw.,20,20
10:18,62,Ido Flaisher made Dunk. Assisted by Noah Allen.,20,22
10:07,2565,Justin Benton missed Jumper.,20,22
10:07,62,Noah Allen Defensive Rebound.,20,22
9:51,62,Noah Allen Turnover.,20,22
9:51,2565,Carlos Anderson Steal.,20,22
9:34,2565,Carlos Anderson made Jumper.,22,22
9:14,62,Ido Flaisher made Layup. Assisted by Noah Allen.,22,24
8:55,2565,Burak Eslik Turnover.,22,24
8:55,2565,Foul on Burak Eslik.,22,24
8:42,62,Sheriff Drammeh made Three Point Jumper. Assisted by Brocke Stepteau.,22,27
8:15,2565,Justin Benton missed Jumper.,22,27
8:15,2565,Keenan Simmons Offensive Rebound.,22,27
8:10,2565,Justin Benton missed Three Point Jumper.,22,27
8:10,62,Ido Flaisher Defensive Rebound.,22,27
7:57,2565,Foul on Tre Harris.,22,27
7:57,62,Official TV Timeout,22,27
7:57,62,Noah Allen made Free Throw.,22,28
7:57,62,Noah Allen made Free Throw.,22,29
7:48,2565,Carlos Anderson missed Jumper.,22,29
7:48,62,Jack Purchase Defensive Rebound.,22,29
7:39,62,Noah Allen Turnover.,22,29
7:37,2565,Tre Harris Steal.,22,29
7:27,2565,Devin Thornton missed Jumper.,22,29
7:27,62,Jack Purchase Block.,22,29
7:25,62,Gibson Johnson Defensive Rebound.,22,29
7:04,62,Jack Purchase made Three Point Jumper. Assisted by Gibson Johnson.,22,32
6:59,2565,SIU-Edwardsville  Timeout,22,32
6:33,2565,Carlos Anderson missed Three Point Jumper.,22,32
6:33,62,Noah Allen Defensive Rebound.,22,32
6:12,62,Gibson Johnson made Layup. Assisted by Jack Purchase.,22,34
5:47,2565,Brandon Jackson made Jumper.,24,34
5:31,62,Noah Allen Turnover.,24,34
5:29,2565,Keenan Simmons Steal.,24,34
5:24,2565,Carlos Anderson Turnover.,24,34
5:23,62,Noah Allen Steal.,24,34
5:19,62,Sheriff Drammeh Turnover.,24,34
4:54,2565,Brandon Jackson made Jumper.,26,34
4:40,62,Sheriff Drammeh Turnover.,26,34
4:33,2565,Josh White made Three Point Jumper. Assisted by Justin Benton.,29,34
4:31,62,Hawai'i  Timeout,29,34
4:13,62,Jack Purchase missed Three Point Jumper.,29,34
4:13,2565,Keenan Simmons Defensive Rebound.,29,34
3:52,2565,Keenan Simmons made Dunk.,31,34
3:52,62,Foul on Jack Purchase.,31,34
3:52,62,Official TV Timeout,31,34
3:52,2565,Keenan Simmons made Free Throw.,32,34
3:32,62,Jack Purchase missed Jumper.,32,34
3:32,2565,Keenan Simmons Defensive Rebound.,32,34
3:12,2565,Justin Benton made Jumper.,34,34
2:58,62,Noah Allen missed Three Point Jumper.,34,34
2:58,2565,Keenan Simmons Defensive Rebound.,34,34
2:40,2565,Carlos Anderson missed Jumper.,34,34
2:40,2565,Keenan Simmons Offensive Rebound.,34,34
2:31,2565,Brandon Jackson Turnover.,34,34
2:12,62,Jack Purchase Turnover.,34,34
2:11,2565,Brandon Jackson Steal.,34,34
2:08,2565,Brandon Jackson Turnover.,34,34
2:08,2565,Foul on Brandon Jackson.,34,34
1:45,62,Sheriff Drammeh made Jumper.,34,36
1:12,2565,Carlos Anderson missed Jumper.,34,36
1:12,2565,Keenan Simmons Offensive Rebound.,34,36
1:08,2565,Keenan Simmons made Dunk.,36,36
0:46,2565,Foul on Keenan Simmons.,36,36
0:46,62,Sheriff Drammeh missed Free Throw.,36,36
0:46,62,Hawai'i Deadball Team Rebound.,36,36
0:46,62,Sheriff Drammeh missed Free Throw.,36,36
0:46,2565,Devin Thornton Defensive Rebound.,36,36
0:25,2565,Josh White Turnover.,36,36
0:25,2565,Foul on Josh White.,36,36
0:03,62,Noah Allen made Jumper.,36,38
0:00,62,End of 1st half,36,38
19:42,62,Gibson Johnson made Layup. Assisted by Leland Green.,36,40
19:28,62,Foul on Gibson Johnson.,36,40
19:27,2565,Burak Eslik made Jumper. Assisted by Christian Ellis.,38,40
19:08,62,Sheriff Drammeh missed Layup.,38,40
19:08,62,Hawai'i Deadball Team Rebound.,38,40
19:06,2565,Foul on Keenan Simmons.,38,40
18:56,62,Leland Green missed Three Point Jumper.,38,40
18:56,2565,Keenan Simmons Defensive Rebound.,38,40
18:45,2565,Christian Ellis missed Jumper.,38,40
18:45,2565,Keenan Simmons Offensive Rebound.,38,40
18:42,2565,Keenan Simmons missed Jumper.,38,40
18:42,2565,Christian Ellis Offensive Rebound.,38,40
18:40,2565,Christian Ellis made Jumper.,40,40
18:31,62,Sheriff Drammeh made Layup.,40,42
18:11,2565,Christian Ellis made Jumper.,42,42
17:51,62,Noah Allen missed Layup.,42,42
17:51,2565,Carlos Anderson Defensive Rebound.,42,42
17:42,2565,Carlos Anderson missed Jumper.,42,42
17:42,2565,Carlos Anderson Offensive Rebound.,42,42
17:40,2565,Carlos Anderson missed Jumper.,42,42
17:40,62,Gibson Johnson Defensive Rebound.,42,42
17:09,62,Gibson Johnson missed Jumper.,42,42
17:09,62,Hawai'i Deadball Team Rebound.,42,42
17:08,62,Hawai'i  Turnover.,42,42
16:57,2565,Jalen Henry missed Jumper.,42,42
16:57,62,Gibson Johnson Block.,42,42
16:55,62,Gibson Johnson Defensive Rebound.,42,42
16:49,62,Jack Purchase missed Three Point Jumper.,42,42
16:49,2565,Burak Eslik Defensive Rebound.,42,42
16:23,2565,Brandon Jackson made Jumper.,44,42
15:57,2565,Foul on Carlos Anderson.,44,42
15:57,62,Official TV Timeout,44,42
15:57,62,Noah Allen made Free Throw.,44,43
15:57,62,Noah Allen made Free Throw.,44,44
15:31,2565,Burak Eslik made Three Point Jumper. Assisted by Christian Ellis.,47,44
15:16,62,Gibson Johnson Turnover.,47,44
15:14,2565,Christian Ellis Steal.,47,44
15:04,2565,Burak Eslik made Three Point Jumper. Assisted by Christian Ellis.,50,44
14:49,62,Jack Purchase Turnover.,50,44
14:47,2565,Christian Ellis Steal.,50,44
14:34,2565,Burak Eslik Turnover.,50,44
14:14,62,Sheriff Drammeh Turnover.,50,44
14:12,2565,Christian Ellis Steal.,50,44
14:02,2565,Tre Harris missed Three Point Jumper.,50,44
14:02,62,Gibson Johnson Defensive Rebound.,50,44
13:53,2565,Foul on Brandon Jackson.,50,44
13:53,62,Matthew Owies missed Free Throw.,50,44
13:53,62,Hawai'i Deadball Team Rebound.,50,44
13:53,62,Matthew Owies missed Free Throw.,50,44
13:53,62,Noah Allen Offensive Rebound.,50,44
13:41,2565,Foul on Brandon Jackson.,50,44
13:34,62,Sheriff Drammeh missed Layup.,50,44
13:34,2565,Keenan Simmons Block.,50,44
13:31,2565,Tre Harris Defensive Rebound.,50,44
13:22,2565,Devin Thornton missed Three Point Jumper.,50,44
13:22,62,Matthew Owies Defensive Rebound.,50,44
13:12,62,Noah Allen missed Layup.,50,44
13:12,2565,Keenan Simmons Defensive Rebound.,50,44
12:44,62,Foul on Matthew Owies.,50,44
12:44,2565,Burak Eslik missed Free Throw.,50,44
12:44,2565,SIU-Edwardsville Deadball Team Rebound.,50,44
12:44,2565,Burak Eslik made Free Throw.,51,44
12:44,2565,Burak Eslik missed Free Throw.,51,44
12:44,62,Ido Flaisher Defensive Rebound.,51,44
12:37,62,Hawai'i  Timeout,51,44
12:16,62,Ido Flaisher made Layup. Assisted by Sheriff Drammeh.,51,46
11:59,2565,Jalen Henry missed Jumper.,51,46
11:59,62,Ido Flaisher Defensive Rebound.,51,46
11:45,62,Larry Lewis Jr. missed Three Point Jumper.,51,46
11:45,62,Ido Flaisher Offensive Rebound.,51,46
11:42,2565,Foul on Justin Benton.,51,46
11:42,62,Official TV Timeout,51,46
11:25,62,Sheriff Drammeh missed Layup.,51,46
11:25,2565,Keenan Simmons Block.,51,46
11:23,2565,Keenan Simmons Defensive Rebound.,51,46
11:04,2565,Jalen Henry made Jumper.,53,46
10:37,2565,Foul on Justin Benton.,53,46
10:32,62,Matthew Owies missed Jumper.,53,46
10:32,2565,Tre Harris Defensive Rebound.,53,46
10:09,2565,Tre Harris missed Three Point Jumper.,53,46
10:09,2565,Keenan Simmons Offensive Rebound.,53,46
10:03,2565,Keenan Simmons missed Dunk.,53,46
10:03,2565,Keenan Simmons Offensive Rebound.,53,46
10:00,2565,Keenan Simmons made Dunk.,55,46
9:49,2565,Foul on Jalen Henry.,55,46
9:49,62,Ido Flaisher missed Free Throw.,55,46
9:49,2565,Keenan Simmons Defensive Rebound.,55,46
9:31,62,Foul on Leland Green.,55,46
9:31,2565,Christian Ellis made Free Throw.,56,46
9:31,2565,Christian Ellis made Free Throw.,57,46
9:24,2565,Foul on Carlos Anderson.,57,46
9:24,62,Sheriff Drammeh made Free Throw.,57,47
9:24,62,Sheriff Drammeh made Free Throw.,57,48
9:03,2565,Tre Harris missed Three Point Jumper.,57,48
9:03,2565,Carlos Anderson Offensive Rebound.,57,48
9:00,2565,Carlos Anderson Turnover.,57,48
8:41,62,Noah Allen made Jumper.,57,50
8:22,2565,Carlos Anderson made Layup.,59,50
8:07,2565,Foul on Tre Harris.,59,50
8:07,62,Ido Flaisher made Free Throw.,59,51
8:07,62,Ido Flaisher made Free Throw.,59,52
7:46,2565,Burak Eslik missed Three Point Jumper.,59,52
7:46,62,Ido Flaisher Defensive Rebound.,59,52
7:34,62,Noah Allen made Layup.,59,54
7:10,2565,Jalen Henry made Jumper.,61,54
6:53,2565,Foul on Keenan Simmons.,61,54
6:53,62,Official TV Timeout,61,54
6:53,62,Sheriff Drammeh missed Free Throw.,61,54
6:53,62,Hawai'i Deadball Team Rebound.,61,54
6:53,62,Sheriff Drammeh made Free Throw.,61,55
6:39,2565,Jalen Henry missed Jumper.,61,55
6:39,62,Noah Allen Defensive Rebound.,61,55
6:29,62,Noah Allen made Layup.,61,57
6:27,2565,Foul on Brandon Jackson.,61,57
6:27,62,Noah Allen made Free Throw.,61,58
6:19,62,Foul on Leland Green.,61,58
6:01,2565,Carlos Anderson missed Three Point Jumper.,61,58
6:01,62,Gibson Johnson Defensive Rebound.,61,58
5:52,2565,Foul on Jalen Henry.,61,58
5:52,62,Sheriff Drammeh made Free Throw.,61,59
5:52,62,Sheriff Drammeh made Free Throw.,61,60
5:43,2565,Christian Ellis Turnover.,61,60
5:42,62,Larry Lewis Jr. Steal.,61,60
5:42,62,Larry Lewis Jr. Turnover.,61,60
5:32,2565,Burak Eslik missed Jumper.,61,60
5:32,2565,Christian Ellis Offensive Rebound.,61,60
5:26,2565,Christian Ellis missed Jumper.,61,60
5:26,62,Gibson Johnson Defensive Rebound.,61,60
5:19,62,Hawai'i  Timeout,61,60
4:55,62,Sheriff Drammeh missed Three Point Jumper.,61,60
4:55,62,Noah Allen Offensive Rebound.,61,60
4:50,62,Noah Allen made Layup.,61,62
4:35,2565,Christian Ellis Turnover.,61,62
4:21,62,Jack Purchase Turnover.,61,62
4:20,2565,Christian Ellis Steal.,61,62
4:19,2565,Carlos Anderson made Layup.,63,62
4:11,62,Noah Allen missed Three Point Jumper.,63,62
4:11,2565,Tre Harris Defensive Rebound.,63,62
3:49,62,Foul on Gibson Johnson.,63,62
3:49,62,Official TV Timeout,63,62
3:49,2565,Christian Ellis missed Free Throw.,63,62
3:49,2565,SIU-Edwardsville Deadball Team Rebound.,63,62
3:49,2565,Christian Ellis made Free Throw.,64,62
3:30,62,Noah Allen made Jumper.,64,64
3:10,62,Foul on Gibson Johnson.,64,64
3:10,2565,Jalen Henry missed Free Throw.,64,64
3:10,2565,SIU-Edwardsville Deadball Team Rebound.,64,64
3:10,2565,Jalen Henry made Free Throw.,65,64
2:42,62,Jack Purchase made Jumper. Assisted by Leland Green.,65,66
2:25,2565,Tre Harris made Three Point Jumper.,68,66
2:10,62,Sheriff Drammeh made Layup.,68,68
1:58,2565,SIU-Edwardsville  Timeout,68,68
1:48,2565,Tre Harris Turnover.,68,68
1:48,2565,Foul on Tre Harris.,68,68
1:35,62,Leland Green missed Three Point Jumper.,68,68
1:35,62,Jack Purchase Offensive Rebound.,68,68
1:25,62,Jack Purchase missed Three Point Jumper.,68,68
1:25,2565,Carlos Anderson Defensive Rebound.,68,68
1:19,62,Foul on Sheriff Drammeh.,68,68
1:19,2565,Carlos Anderson made Free Throw.,69,68
1:19,2565,Carlos Anderson missed Free Throw.,69,68
1:19,62,Jack Purchase Defensive Rebound.,69,68
1:01,62,Jack Purchase Turnover.,69,68
0:59,2565,Keenan Simmons Steal.,69,68
0:52,2565,SIU-Edwardsville  Timeout,69,68
0:42,2565,Christian Ellis missed Jumper.,69,68
0:42,2565,SIU-Edwardsville Offensive Rebound.,69,68
0:21,2565,Christian Ellis missed Jumper.,69,68
0:21,62,Hawai'i Defensive Rebound.,69,68
0:18,62,Hawai'i  Timeout,69,68
0:09,62,Noah Allen missed Three Point Jumper.,69,68
0:09,62,Hawai'i Offensive Rebound.,69,68
0:00,62,Sheriff Drammeh Turnover.,69,68
0:00,2565,Burak Eslik Steal.,69,68
0:00,62,End of Game,69,68
