UMass Lowell,113,Massachusetts,2349
5:20,113,Massachusetts Deadball Team Rebound.,30,34
5:20,113,Rashaan Holloway made Free Throw.,30,35
5:15,113,Foul on Luwane Pipkins.,30,35
5:15,2349,Isaac White missed Free Throw.,30,35
5:15,113,Donte Clark Defensive Rebound.,30,35
5:09,2349,Foul on Ryan Jones.,30,35
5:09,113,Donte Clark made Free Throw.,30,36
5:09,113,Donte Clark made Free Throw.,30,37
4:57,2349,Isaac White Turnover.,30,37
4:55,113,Luwane Pipkins Steal.,30,37
4:44,113,Luwane Pipkins missed Layup.,30,37
4:44,113,Rashaan Holloway Offensive Rebound.,30,37
4:44,2349,Foul on Jahad Thomas.,30,37
4:44,113,Rashaan Holloway missed Free Throw.,30,37
4:44,113,Massachusetts Deadball Team Rebound.,30,37
4:44,113,Rashaan Holloway missed Free Throw.,30,37
4:44,2349,Cameron Wolter Defensive Rebound.,30,37
4:25,2349,Tyler Livingston missed Three Point Jumper.,30,37
4:25,113,Tyrn Flowers Defensive Rebound.,30,37
4:09,113,Rashaan Holloway made Layup. Assisted by Donte Clark.,30,39
3:53,2349,Isaac White missed Three Point Jumper.,30,39
3:53,113,Luwane Pipkins Defensive Rebound.,30,39
3:28,113,Donte Clark missed Three Point Jumper.,30,39
3:28,2349,Ryan Jones Defensive Rebound.,30,39
3:18,2349,Matt Harris missed Three Point Jumper.,30,39
3:18,113,Rashaan Holloway Defensive Rebound.,30,39
3:05,113,Tyrn Flowers missed Three Point Jumper.,30,39
3:05,2349,Ryan Jones Defensive Rebound.,30,39
2:59,2349,Cameron Wolter missed Jumper.,30,39
2:59,113,Donte Clark Defensive Rebound.,30,39
2:50,2349,Foul on Ryan Jones.,30,39
2:50,113,Official TV Timeout,30,39
2:50,113,Donte Clark made Free Throw.,30,40
2:50,113,Donte Clark made Free Throw.,30,41
2:37,2349,Logan Primerano Turnover.,30,41
2:23,2349,Foul on Cameron Wolter.,30,41
2:23,113,Rashaan Holloway made Free Throw.,30,42
2:23,113,Rashaan Holloway made Free Throw.,30,43
2:09,2349,Tyler Livingston made Jumper. Assisted by Matt Harris.,32,43
1:43,2349,Foul on Tyler Livingston.,32,43
1:43,113,Rashaan Holloway made Free Throw.,32,44
1:43,113,Rashaan Holloway made Free Throw.,32,45
1:32,113,Foul on Donte Clark.,32,45
1:32,2349,Matt Harris made Free Throw.,33,45
1:32,2349,Matt Harris made Free Throw.,34,45
1:19,113,Tyrn Flowers missed Jumper.,34,45
1:19,113,Massachusetts Deadball Team Rebound.,34,45
1:17,2349,Foul on Tyler Livingston.,34,45
1:17,113,Rashaan Holloway missed Free Throw.,34,45
1:17,113,Massachusetts Deadball Team Rebound.,34,45
1:17,113,Rashaan Holloway made Free Throw.,34,46
1:11,2349,Rinardo Perry Turnover.,34,46
1:09,113,Luwane Pipkins Steal.,34,46
1:08,113,Luwane Pipkins missed Layup.,34,46
1:08,2349,UMass Lowell Deadball Team Rebound.,34,46
1:07,113,Foul on Rashaan Holloway.,34,46
1:07,2349,Stefan Borovac made Free Throw.,35,46
1:07,2349,Stefan Borovac missed Free Throw.,35,46
1:07,113,Malik Hines Defensive Rebound.,35,46
0:41,113,Luwane Pipkins made Layup.,35,48
0:28,2349,Rinardo Perry Turnover.,35,48
0:26,113,Luwane Pipkins Steal.,35,48
0:24,113,Zach Lewis missed Three Point Jumper.,35,48
0:24,2349,Logan Primerano Defensive Rebound.,35,48
0:12,2349,Stefan Borovac missed Three Point Jumper.,35,48
0:12,113,Tyrn Flowers Defensive Rebound.,35,48
0:04,113,Zach Lewis missed Three Point Jumper.,35,48
0:04,2349,UMass Lowell Deadball Team Rebound.,35,48
0:02,113,Foul on Luwane Pipkins.,35,48
0:02,2349,Matt Harris made Free Throw.,36,48
0:02,2349,Matt Harris made Free Throw.,37,48
0:00,113,End of 1st half,37,48
19:52,2349,Tyler Livingston missed Three Point Jumper.,37,48
19:52,113,Seth Berger Defensive Rebound.,37,48
19:44,113,Luwane Pipkins missed Three Point Jumper.,37,48
19:44,113,Seth Berger Offensive Rebound.,37,48
19:33,113,Rashaan Holloway made Layup.,37,50
19:22,113,Foul on Seth Berger.,37,50
19:22,2349,Stefan Borovac made Free Throw.,38,50
19:22,2349,Stefan Borovac missed Free Throw.,38,50
19:22,113,Donte Clark Defensive Rebound.,38,50
19:13,113,Donte Clark Turnover.,38,50
19:11,2349,Jahad Thomas Steal.,38,50
19:09,2349,Tyler Livingston Turnover.,38,50
18:56,113,Rashaan Holloway made Layup. Assisted by Luwane Pipkins.,38,52
18:56,2349,Foul on Stefan Borovac.,38,52
18:56,113,Rashaan Holloway made Free Throw.,38,53
18:41,2349,Stefan Borovac Turnover.,38,53
18:39,113,Luwane Pipkins Steal.,38,53
18:39,2349,Foul on Stefan Borovac.,38,53
18:22,113,Donte Clark Turnover.,38,53
18:09,2349,Tyler Livingston Turnover.,38,53
18:08,113,Rashaan Holloway Steal.,38,53
18:04,113,Seth Berger missed Layup.,38,53
18:04,2349,Stefan Borovac Defensive Rebound.,38,53
18:00,113,Foul on Dejon Jarreau.,38,53
18:00,2349,Ryan Jones missed Free Throw.,38,53
18:00,2349,UMass Lowell Deadball Team Rebound.,38,53
18:00,2349,Ryan Jones made Free Throw.,39,53
17:38,113,Donte Clark Turnover.,39,53
17:28,2349,Jahad Thomas Turnover.,39,53
17:26,113,Luwane Pipkins Steal.,39,53
17:24,113,Luwane Pipkins made Layup.,39,55
17:06,113,Foul on Rashaan Holloway.,39,55
17:05,2349,Stefan Borovac missed Jumper.,39,55
17:05,2349,Tyler Livingston Offensive Rebound.,39,55
17:01,2349,Isaac White missed Three Point Jumper.,39,55
17:01,113,Donte Clark Defensive Rebound.,39,55
16:47,113,Donte Clark missed Layup.,39,55
16:47,113,Malik Hines Offensive Rebound.,39,55
16:43,113,Malik Hines made Two Point Tip Shot.,39,57
16:34,113,Foul on Dejon Jarreau.,39,57
16:29,113,Foul on Seth Berger.,39,57
16:29,2349,Jahad Thomas made Free Throw.,40,57
16:29,2349,Jahad Thomas made Free Throw.,41,57
16:18,2349,Foul on Matt Harris.,41,57
16:10,113,Luwane Pipkins missed Jumper.,41,57
16:10,113,Luwane Pipkins Offensive Rebound.,41,57
16:01,113,Malik Hines made Layup. Assisted by C.J. Anderson.,41,59
15:50,2349,Matt Harris missed Three Point Jumper.,41,59
15:50,113,Donte Clark Defensive Rebound.,41,59
15:44,113,Donte Clark made Layup.,41,61
15:29,2349,Jahad Thomas made Layup. Assisted by Matt Harris.,43,61
15:17,2349,Foul on Cameron Wolter.,43,61
15:17,113,Official TV Timeout,43,61
15:13,113,Foul on Zach Lewis.,43,61
15:13,113,Zach Lewis Turnover.,43,61
15:00,2349,Tyler Livingston missed Three Point Jumper.,43,61
15:00,2349,Jahad Thomas Offensive Rebound.,43,61
14:59,113,Foul on Luwane Pipkins.,43,61
14:59,2349,Jahad Thomas missed Free Throw.,43,61
14:59,113,Malik Hines Defensive Rebound.,43,61
14:50,113,Donte Clark made Jumper.,43,63
14:33,2349,Matt Harris Turnover.,43,63
14:30,113,Dejon Jarreau Steal.,43,63
14:26,113,Malik Hines made Dunk. Assisted by Dejon Jarreau.,43,65
14:14,2349,Jahad Thomas Turnover.,43,65
14:12,113,Dejon Jarreau Steal.,43,65
14:09,113,C.J. Anderson made Layup. Assisted by Dejon Jarreau.,43,67
13:48,2349,UMass Lowell  Timeout,43,67
13:36,2349,Jahad Thomas Turnover.,43,67
13:23,113,Donte Clark missed Three Point Jumper.,43,67
13:23,2349,Matt Harris Defensive Rebound.,43,67
13:14,2349,Tyler Livingston missed Three Point Jumper.,43,67
13:14,113,C.J. Anderson Defensive Rebound.,43,67
13:06,113,Malik Hines Turnover.,43,67
12:55,2349,Logan Primerano missed Jumper.,43,67
12:55,113,Dejon Jarreau Defensive Rebound.,43,67
12:50,113,Dejon Jarreau Turnover.,43,67
12:49,2349,Jahad Thomas Steal.,43,67
12:45,113,Foul on C.J. Anderson.,43,67
12:45,2349,Jahad Thomas missed Free Throw.,43,67
12:45,2349,UMass Lowell Deadball Team Rebound.,43,67
12:45,2349,Jahad Thomas made Free Throw.,44,67
12:30,113,Tyrn Flowers made Three Point Jumper. Assisted by Dejon Jarreau.,44,70
12:06,2349,Isaac White missed Jumper.,44,70
12:06,113,Zach Lewis Block.,44,70
12:05,2349,UMass Lowell Offensive Rebound.,44,70
12:02,2349,Tyler Livingston missed Layup.,44,70
12:02,2349,Tyler Livingston Offensive Rebound.,44,70
11:58,2349,Logan Primerano missed Three Point Jumper.,44,70
11:58,2349,Stefan Borovac Offensive Rebound.,44,70
11:53,2349,Stefan Borovac made Layup.,46,70
11:35,113,Dejon Jarreau Turnover.,46,70
11:33,2349,Matt Harris Steal.,46,70
11:30,2349,Isaac White made Layup. Assisted by Matt Harris.,48,70
11:03,113,Zach Lewis made Jumper.,48,72
11:03,2349,Foul on Logan Primerano.,48,72
11:03,113,Official TV Timeout,48,72
11:03,113,Zach Lewis made Free Throw.,48,73
10:45,2349,Logan Primerano made Three Point Jumper. Assisted by Isaac White.,51,73
10:34,113,Zach Lewis missed Layup.,51,73
10:34,2349,Stefan Borovac Defensive Rebound.,51,73
10:30,113,Foul on Chris Baldwin.,51,73
10:30,2349,Stefan Borovac made Free Throw.,52,73
10:30,2349,Stefan Borovac made Free Throw.,53,73
10:21,113,Chris Baldwin Turnover.,53,73
10:11,2349,Stefan Borovac Turnover.,53,73
10:09,113,Tyrn Flowers Steal.,53,73
10:06,113,Tyrn Flowers missed Three Point Jumper.,53,73
10:06,113,Chris Baldwin Offensive Rebound.,53,73
9:59,113,Tyrn Flowers made Three Point Jumper. Assisted by Dejon Jarreau.,53,76
9:41,2349,Stefan Borovac missed Layup.,53,76
9:41,113,Dejon Jarreau Block.,53,76
9:41,2349,UMass Lowell Offensive Rebound.,53,76
9:39,113,Foul on Dejon Jarreau.,53,76
9:39,2349,Logan Primerano made Free Throw.,54,76
9:39,2349,Logan Primerano made Free Throw.,55,76
9:17,113,Donte Clark Turnover.,55,76
9:16,2349,Cameron Wolter Steal.,55,76
9:14,2349,Stefan Borovac made Layup.,57,76
8:57,113,Tyrn Flowers missed Jumper.,57,76
8:57,2349,UMass Lowell Defensive Rebound.,57,76
8:33,2349,Stefan Borovac missed Three Point Jumper.,57,76
8:33,2349,Rinardo Perry Offensive Rebound.,57,76
8:28,2349,Rinardo Perry made Layup.,59,76
8:10,2349,Foul on Jahad Thomas.,59,76
8:10,113,Donte Clark made Free Throw.,59,77
8:10,113,Donte Clark made Free Throw.,59,78
7:56,2349,Jahad Thomas made Layup. Assisted by Rinardo Perry.,61,78
7:29,113,C.J. Anderson Turnover.,61,78
7:27,2349,Cameron Wolter Steal.,61,78
7:19,2349,Rinardo Perry missed Layup.,61,78
7:19,113,Rashaan Holloway Block.,61,78
7:16,113,Donte Clark Defensive Rebound.,61,78
7:09,113,Foul on Rashaan Holloway.,61,78
7:09,113,Rashaan Holloway Turnover.,61,78
7:09,113,Official TV Timeout,61,78
6:58,2349,Rinardo Perry missed Layup.,61,78
6:58,113,Malik Hines Defensive Rebound.,61,78
6:51,2349,Foul on Stefan Borovac.,61,78
6:51,113,Donte Clark made Free Throw.,61,79
6:51,113,Donte Clark made Free Throw.,61,80
6:40,2349,Jahad Thomas Turnover.,61,80
6:37,113,Donte Clark Steal.,61,80
6:29,113,Zach Lewis missed Three Point Jumper.,61,80
6:29,2349,Matt Harris Defensive Rebound.,61,80
6:21,2349,Matt Harris Turnover.,61,80
6:18,113,Luwane Pipkins Steal.,61,80
6:13,113,Donte Clark missed Layup.,61,80
6:13,2349,Jahad Thomas Defensive Rebound.,61,80
6:00,2349,Isaac White missed Three Point Jumper.,61,80
6:00,113,Donte Clark Defensive Rebound.,61,80
5:41,113,Luwane Pipkins missed Jumper.,61,80
5:41,2349,Rinardo Perry Defensive Rebound.,61,80
5:35,2349,Rinardo Perry Turnover.,61,80
5:35,113,Luwane Pipkins Steal.,61,80
5:16,2349,Foul on Ryan Jones.,61,80
5:16,113,Luwane Pipkins missed Free Throw.,61,80
5:16,113,Massachusetts Deadball Team Rebound.,61,80
5:16,113,Luwane Pipkins made Free Throw.,61,81
5:01,2349,Ryan Jones missed Three Point Jumper.,61,81
5:01,2349,UMass Lowell Offensive Rebound.,61,81
4:51,113,Foul on Donte Clark.,61,81
4:51,2349,Jahad Thomas missed Free Throw.,61,81
4:51,2349,UMass Lowell Deadball Team Rebound.,61,81
4:51,2349,Jahad Thomas made Free Throw.,62,81
4:34,113,Foul on Malik Hines.,62,81
4:34,113,Malik Hines Turnover.,62,81
4:20,2349,Cameron Wolter missed Layup.,62,81
4:20,113,Tyrn Flowers Defensive Rebound.,62,81
4:12,113,Luwane Pipkins missed Three Point Jumper.,62,81
4:12,2349,Jahad Thomas Defensive Rebound.,62,81
4:02,2349,Rinardo Perry missed Layup.,62,81
4:02,113,Malik Hines Block.,62,81
3:59,113,Tyrn Flowers Defensive Rebound.,62,81
3:55,113,Tyrn Flowers made Three Point Jumper. Assisted by Donte Clark.,62,84
3:32,2349,Matt Harris missed Three Point Jumper.,62,84
3:32,2349,Cameron Wolter Offensive Rebound.,62,84
3:26,2349,Cameron Wolter made Layup.,64,84
3:22,113,Tyrn Flowers missed Three Point Jumper.,64,84
3:22,2349,Jahad Thomas Defensive Rebound.,64,84
3:15,113,Foul on C.J. Anderson.,64,84
3:15,113,Official TV Timeout,64,84
3:15,2349,Jahad Thomas missed Free Throw.,64,84
3:15,2349,UMass Lowell Deadball Team Rebound.,64,84
3:15,2349,Jahad Thomas made Free Throw.,65,84
3:03,113,Tyrn Flowers missed Jumper.,65,84
3:03,2349,Tyler Livingston Defensive Rebound.,65,84
2:48,113,Foul on Chris Baldwin.,65,84
2:48,2349,Jahad Thomas made Free Throw.,66,84
2:48,2349,Jahad Thomas missed Free Throw.,66,84
2:48,113,Dejon Jarreau Defensive Rebound.,66,84
2:42,113,Chris Baldwin made Layup. Assisted by Dejon Jarreau.,66,86
2:25,2349,Jahad Thomas made Layup.,68,86
1:59,113,Chris Baldwin missed Jumper.,68,86
1:59,2349,Matt Harris Defensive Rebound.,68,86
1:40,2349,Matt Harris made Jumper. Assisted by Cameron Wolter.,70,86
1:27,113,Luwane Pipkins made Layup. Assisted by Dejon Jarreau.,70,88
1:17,113,Foul on Chris Baldwin.,70,88
1:17,2349,Ryan Jones missed Free Throw.,70,88
1:17,2349,UMass Lowell Deadball Team Rebound.,70,88
1:17,2349,Ryan Jones made Free Throw.,71,88
0:44,113,C.J. Anderson missed Three Point Jumper.,71,88
0:44,113,Massachusetts Deadball Team Rebound.,71,88
0:44,2349,Foul on Tyler Livingston.,71,88
0:44,113,Tyrn Flowers made Free Throw.,71,89
0:44,113,Tyrn Flowers made Free Throw.,71,90
0:31,113,Foul on Tyrn Flowers.,71,90
0:31,2349,Tyler Livingston made Free Throw.,72,90
0:31,2349,Tyler Livingston made Free Throw.,73,90
0:16,113,Zach Turcotte missed Three Point Jumper.,73,90
0:16,113,Tyrn Flowers Offensive Rebound.,73,90
0:13,113,Tyrn Flowers missed Jumper.,73,90
0:13,113,Tyrn Flowers Offensive Rebound.,73,90
0:11,113,Tyrn Flowers Turnover.,73,90
0:01,2349,Cameron Wolter made Three Point Jumper. Assisted by Ryan Jones.,76,90
0:00,113,End of Game,76,90
