McNeese,2509,Purdue,2377
9:36,2377,Lance Potier missed Three Point Jumper.,19,16
9:36,2509,Dakota Mathias Defensive Rebound.,19,16
9:20,2509,P.J. Thompson missed Three Point Jumper.,19,16
9:20,2509,Purdue Offensive Rebound.,19,16
8:59,2509,Caleb Swanigan made Jumper. Assisted by P.J. Thompson.,19,18
8:59,2377,Foul on Lance Potier.,19,18
8:59,2509,Caleb Swanigan made Free Throw.,19,19
8:56,2377,Kalob Ledoux made Three Point Jumper. Assisted by Jacob Ledoux.,22,19
8:35,2377,Foul on Howard Thomas.,22,19
8:35,2509,Caleb Swanigan made Free Throw.,22,20
8:35,2509,Caleb Swanigan missed Free Throw.,22,20
8:35,2509,Vince Edwards Offensive Rebound.,22,20
8:34,2509,Vince Edwards made Jumper.,22,22
8:19,2377,Howard Thomas missed Jumper.,22,22
8:19,2509,Caleb Swanigan Defensive Rebound.,22,22
8:09,2509,Isaac Haas made Layup. Assisted by Caleb Swanigan.,22,24
7:49,2377,Kalob Ledoux missed Jumper.,22,24
7:49,2509,Caleb Swanigan Defensive Rebound.,22,24
7:40,2509,P.J. Thompson missed Three Point Jumper.,22,24
7:40,2509,Caleb Swanigan Offensive Rebound.,22,24
7:31,2377,Foul on Howard Thomas.,22,24
7:31,2509,Official TV Timeout,22,24
7:31,2509,Caleb Swanigan made Free Throw.,22,25
7:31,2509,Caleb Swanigan made Free Throw.,22,26
7:11,2377,James Harvey missed Three Point Jumper.,22,26
7:11,2509,P.J. Thompson Defensive Rebound.,22,26
6:57,2509,Dakota Mathias missed Jumper.,22,26
6:57,2509,Caleb Swanigan Offensive Rebound.,22,26
6:51,2377,Foul on Richard Laku.,22,26
6:51,2509,Caleb Swanigan made Free Throw.,22,27
6:51,2509,Caleb Swanigan made Free Throw.,22,28
6:31,2377,James Harvey missed Three Point Jumper.,22,28
6:31,2509,Caleb Swanigan Defensive Rebound.,22,28
6:19,2509,Dakota Mathias made Layup. Assisted by Vince Edwards.,22,30
5:51,2377,Howard Thomas missed Layup.,22,30
5:51,2509,Caleb Swanigan Block.,22,30
5:51,2509,Vince Edwards Defensive Rebound.,22,30
5:44,2509,Spike Albrecht missed Jumper.,22,30
5:44,2509,Caleb Swanigan Offensive Rebound.,22,30
5:39,2509,Caleb Swanigan made Layup.,22,32
5:39,2377,Foul on Howard Thomas.,22,32
5:39,2509,Caleb Swanigan made Free Throw.,22,33
5:24,2509,Foul on Carsen Edwards.,22,33
5:19,2509,Foul on Carsen Edwards.,22,33
5:18,2377,Adrian Brown missed Jumper.,22,33
5:18,2509,Spike Albrecht Defensive Rebound.,22,33
4:59,2509,Vince Edwards made Three Point Jumper.,22,36
4:30,2377,Jamaya Burr made Three Point Jumper. Assisted by James Harvey.,25,36
4:11,2509,Caleb Swanigan made Layup. Assisted by Dakota Mathias.,25,38
4:11,2377,Foul on LaBarrius Hill.,25,38
4:11,2509,Caleb Swanigan missed Free Throw.,25,38
4:11,2377,LaBarrius Hill Defensive Rebound.,25,38
4:07,2377,Kalob Ledoux made Three Point Jumper. Assisted by Jarren Greenwood.,28,38
3:38,2377,Foul on LaBarrius Hill.,28,38
3:38,2509,Official TV Timeout,28,38
3:38,2509,Caleb Swanigan made Free Throw.,28,39
3:38,2509,Caleb Swanigan made Free Throw.,28,40
3:14,2377,Adrian Brown made Jumper. Assisted by Kalob Ledoux.,30,40
2:51,2377,Foul on Adrian Brown.,30,40
2:51,2509,Isaac Haas made Free Throw.,30,41
2:51,2509,Isaac Haas missed Free Throw.,30,41
2:51,2509,Dakota Mathias Offensive Rebound.,30,41
2:48,2509,Isaac Haas Turnover.,30,41
2:40,2377,Kalob Ledoux missed Layup.,30,41
2:40,2509,Isaac Haas Block.,30,41
2:40,2509,Vince Edwards Defensive Rebound.,30,41
2:26,2377,Foul on Adrian Brown.,30,41
2:26,2509,Isaac Haas missed Free Throw.,30,41
2:26,2509,Purdue Deadball Team Rebound.,30,41
2:26,2509,Isaac Haas made Free Throw.,30,42
2:08,2377,Jamaya Burr missed Jumper.,30,42
2:08,2509,Purdue Defensive Rebound.,30,42
1:56,2509,Caleb Swanigan missed Jumper.,30,42
1:56,2509,Isaac Haas Offensive Rebound.,30,42
1:50,2509,Isaac Haas missed Jumper.,30,42
1:50,2509,Vince Edwards Offensive Rebound.,30,42
1:50,2509,Vince Edwards missed Two Point Tip Shot.,30,42
1:50,2509,Vince Edwards Offensive Rebound.,30,42
1:50,2509,Vince Edwards made Two Point Tip Shot.,30,44
1:40,2509,Foul on Spike Albrecht.,30,44
1:40,2377,Jamaya Burr made Free Throw.,31,44
1:40,2377,Jamaya Burr made Free Throw.,32,44
1:31,2509,Caleb Swanigan missed Jumper.,32,44
1:31,2377,Adrian Brown Defensive Rebound.,32,44
1:20,2377,James Harvey missed Three Point Jumper.,32,44
1:20,2509,P.J. Thompson Defensive Rebound.,32,44
1:10,2509,Dakota Mathias made Three Point Jumper. Assisted by P.J. Thompson.,32,47
0:38,2377,James Harvey missed Jumper.,32,47
0:38,2509,Purdue Defensive Rebound.,32,47
0:18,2509,Dakota Mathias missed Three Point Jumper.,32,47
0:18,2377,James Harvey Defensive Rebound.,32,47
0:07,2377,Kalob Ledoux Turnover.,32,47
0:07,2509,P.J. Thompson Steal.,32,47
0:00,2509,End of 1st half,32,47
20:00,2509,Jump Ball won by Purdue,32,47
19:48,2509,Vince Edwards missed Jumper.,32,47
19:48,2509,Isaac Haas Offensive Rebound.,32,47
19:48,2509,Isaac Haas made Two Point Tip Shot.,32,49
19:25,2509,Foul on Isaac Haas.,32,49
19:25,2377,Howard Thomas made Free Throw.,33,49
19:25,2377,Howard Thomas made Free Throw.,34,49
19:17,2509,Dakota Mathias missed Three Point Jumper.,34,49
19:17,2509,Caleb Swanigan Offensive Rebound.,34,49
19:10,2509,Vince Edwards made Three Point Jumper. Assisted by Caleb Swanigan.,34,52
18:51,2377,McNeese  Timeout,34,52
18:42,2377,Stephen Ugochukwu missed Three Point Jumper.,34,52
18:42,2377,Howard Thomas Offensive Rebound.,34,52
18:31,2377,Jarren Greenwood missed Three Point Jumper.,34,52
18:31,2509,Caleb Swanigan Defensive Rebound.,34,52
18:26,2509,Caleb Swanigan Turnover.,34,52
18:21,2377,Jarren Greenwood made Layup. Assisted by Jamaya Burr.,36,52
18:13,2509,Vince Edwards made Three Point Jumper. Assisted by P.J. Thompson.,36,55
17:43,2377,Jamaya Burr missed Jumper.,36,55
17:43,2509,Caleb Swanigan Defensive Rebound.,36,55
17:28,2509,Caleb Swanigan missed Jumper.,36,55
17:28,2509,Caleb Swanigan Offensive Rebound.,36,55
17:24,2509,Caleb Swanigan made Jumper.,36,57
17:05,2377,Howard Thomas made Jumper.,38,57
16:52,2509,Vince Edwards missed Three Point Jumper.,38,57
16:52,2377,Jamaya Burr Defensive Rebound.,38,57
16:39,2377,Stephen Ugochukwu missed Jumper.,38,57
16:39,2509,Isaac Haas Block.,38,57
16:39,2377,McNeese Offensive Rebound.,38,57
16:38,2377,Jarren Greenwood missed Jumper.,38,57
16:38,2509,Purdue Defensive Rebound.,38,57
16:36,2377,Foul on Stephen Ugochukwu.,38,57
16:29,2509,Caleb Swanigan made Jumper. Assisted by Vince Edwards.,38,59
16:20,2377,Stephen Ugochukwu missed Three Point Jumper.,38,59
16:20,2509,Vince Edwards Defensive Rebound.,38,59
16:03,2377,Foul on Jarren Greenwood.,38,59
16:00,2509,Dakota Mathias made Three Point Jumper. Assisted by Spike Albrecht.,38,62
15:40,2377,James Harvey missed Three Point Jumper.,38,62
15:40,2509,Caleb Swanigan Defensive Rebound.,38,62
15:26,2377,Foul on Stephen Ugochukwu.,38,62
15:26,2509,Official TV Timeout,38,62
15:26,2509,Dakota Mathias made Free Throw.,38,63
15:26,2509,Dakota Mathias made Free Throw.,38,64
15:10,2377,McNeese  Timeout,38,64
15:02,2377,Jamaya Burr made Layup.,40,64
14:46,2509,Foul on Caleb Swanigan.,40,64
14:46,2509,Caleb Swanigan Turnover.,40,64
14:37,2377,James Harvey made Three Point Jumper. Assisted by Jarren Greenwood.,43,64
14:17,2509,Carsen Edwards made Layup. Assisted by Dakota Mathias.,43,66
13:59,2377,Jamaya Burr Turnover.,43,66
13:55,2509,Carsen Edwards missed Three Point Jumper.,43,66
13:55,2377,Kalob Ledoux Defensive Rebound.,43,66
13:48,2377,Kalob Ledoux Turnover.,43,66
13:48,2509,Vince Edwards Steal.,43,66
13:43,2509,Vince Edwards missed Dunk.,43,66
13:43,2509,Carsen Edwards Offensive Rebound.,43,66
13:38,2509,Carsen Edwards made Layup.,43,68
13:13,2377,Kalob Ledoux made Layup. Assisted by Jarren Greenwood.,45,68
13:13,2509,Foul on Spike Albrecht.,45,68
13:13,2377,Kalob Ledoux made Free Throw.,46,68
13:03,2509,Carsen Edwards missed Jumper.,46,68
13:03,2377,James Harvey Block.,46,68
13:03,2509,Isaac Haas Offensive Rebound.,46,68
12:50,2509,Isaac Haas made Layup.,46,70
12:43,2377,Kalob Ledoux missed Three Point Jumper.,46,70
12:43,2509,Isaac Haas Defensive Rebound.,46,70
12:26,2509,Isaac Haas made Layup.,46,72
12:03,2377,Howard Thomas made Jumper.,48,72
11:46,2509,Carsen Edwards made Layup. Assisted by Isaac Haas.,48,74
11:38,2509,Foul on Spike Albrecht.,48,74
11:38,2509,Official TV Timeout,48,74
11:38,2377,Jamaya Burr made Free Throw.,49,74
11:38,2377,Jamaya Burr made Free Throw.,50,74
11:33,2509,Isaac Haas made Dunk. Assisted by Carsen Edwards.,50,76
11:17,2377,Richard Laku missed Three Point Jumper.,50,76
11:17,2377,Richard Laku Offensive Rebound.,50,76
11:11,2377,Kalob Ledoux missed Three Point Jumper.,50,76
11:11,2509,Purdue Defensive Rebound.,50,76
10:57,2509,Isaac Haas made Dunk. Assisted by Caleb Swanigan.,50,78
10:40,2377,Kalob Ledoux missed Three Point Jumper.,50,78
10:40,2509,Carsen Edwards Defensive Rebound.,50,78
10:32,2509,Dakota Mathias missed Layup.,50,78
10:32,2509,Carsen Edwards Offensive Rebound.,50,78
10:32,2509,Carsen Edwards made Two Point Tip Shot.,50,80
10:26,2377,Jarren Greenwood Turnover.,50,80
10:26,2509,Carsen Edwards Steal.,50,80
10:21,2509,Carsen Edwards missed Dunk.,50,80
10:21,2509,Dakota Mathias Offensive Rebound.,50,80
10:14,2509,Carsen Edwards missed Three Point Jumper.,50,80
10:14,2377,Howard Thomas Defensive Rebound.,50,80
10:07,2377,Richard Laku missed Three Point Jumper.,50,80
10:07,2509,Caleb Swanigan Defensive Rebound.,50,80
9:59,2509,Caleb Swanigan made Dunk. Assisted by Dakota Mathias.,50,82
9:46,2377,McNeese  Timeout,50,82
9:28,2377,Jacob Ledoux Turnover.,50,82
9:28,2509,Carsen Edwards Steal.,50,82
9:22,2509,Carsen Edwards made Layup.,50,84
8:58,2377,James Harvey missed Three Point Jumper.,50,84
8:58,2509,Caleb Swanigan Defensive Rebound.,50,84
8:41,2509,Dakota Mathias made Three Point Jumper. Assisted by Caleb Swanigan.,50,87
8:25,2377,James Harvey missed Three Point Jumper.,50,87
8:25,2509,Caleb Swanigan Defensive Rebound.,50,87
8:09,2509,P.J. Thompson made Three Point Jumper.,50,90
7:56,2377,Richard Laku missed Jumper.,50,90
7:56,2509,Carsen Edwards Defensive Rebound.,50,90
7:47,2377,Foul on Richard Laku.,50,90
7:47,2509,Official TV Timeout,50,90
7:47,2509,Carsen Edwards missed Free Throw.,50,90
7:47,2509,Purdue Deadball Team Rebound.,50,90
7:47,2509,Carsen Edwards missed Free Throw.,50,90
7:47,2377,Richard Laku Defensive Rebound.,50,90
7:32,2377,Richard Laku missed Three Point Jumper.,50,90
7:32,2377,LaBarrius Hill Offensive Rebound.,50,90
7:25,2377,LaBarrius Hill missed Layup.,50,90
7:25,2377,Jacob Ledoux Offensive Rebound.,50,90
7:19,2377,Jacob Ledoux missed Three Point Jumper.,50,90
7:19,2509,P.J. Thompson Defensive Rebound.,50,90
7:12,2509,P.J. Thompson Turnover.,50,90
7:12,2377,Richard Laku Steal.,50,90
7:05,2377,Jamaya Burr made Jumper. Assisted by Jacob Ledoux.,52,90
6:59,2509,Carsen Edwards made Layup. Assisted by P.J. Thompson.,52,92
6:41,2377,James Harvey missed Jumper.,52,92
6:41,2509,Caleb Swanigan Defensive Rebound.,52,92
6:20,2509,P.J. Thompson missed Jumper.,52,92
6:20,2509,Caleb Swanigan Offensive Rebound.,52,92
6:14,2509,Caleb Swanigan Turnover.,52,92
6:14,2377,Richard Laku Steal.,52,92
6:07,2509,Foul on Carsen Edwards.,52,92
6:07,2377,James Harvey made Free Throw.,53,92
6:07,2377,James Harvey missed Free Throw.,53,92
6:07,2509,Grady Eifert Defensive Rebound.,53,92
5:58,2509,Isaac Haas made Jumper.,53,94
5:50,2377,Jacob Ledoux Turnover.,53,94
5:50,2509,Grady Eifert Steal.,53,94
5:35,2509,Carsen Edwards Turnover.,53,94
5:35,2377,Jacob Ledoux Steal.,53,94
5:30,2377,James Harvey made Layup. Assisted by LaBarrius Hill.,55,94
5:04,2377,Foul on James Harvey.,55,94
5:00,2377,Foul on Adrian Brown.,55,94
5:00,2509,Spike Albrecht made Free Throw.,55,95
5:00,2509,Spike Albrecht made Free Throw.,55,96
4:57,2377,Stephen Ugochukwu missed Three Point Jumper.,55,96
4:57,2509,Vince Edwards Defensive Rebound.,55,96
4:41,2509,Isaac Haas made Dunk. Assisted by Vince Edwards.,55,98
4:32,2377,Jacob Ledoux missed Three Point Jumper.,55,98
4:32,2509,Isaac Haas Defensive Rebound.,55,98
4:15,2377,Foul on Jacob Ledoux.,55,98
4:15,2509,Vince Edwards made Free Throw.,55,99
4:15,2509,Vince Edwards made Free Throw.,55,100
4:02,2377,Kalob Ledoux missed Three Point Jumper.,55,100
4:02,2509,Spike Albrecht Defensive Rebound.,55,100
3:55,2509,Spike Albrecht Turnover.,55,100
3:55,2377,Jacob Ledoux Steal.,55,100
3:50,2377,Jacob Ledoux made Dunk.,57,100
3:29,2509,Spike Albrecht missed Three Point Jumper.,57,100
3:29,2509,Carsen Edwards Offensive Rebound.,57,100
3:22,2509,Jon McKeeman Turnover.,57,100
3:22,2509,Official TV Timeout,57,100
3:13,2377,Kalob Ledoux made Jumper.,59,100
2:57,2509,Carsen Edwards made Three Point Jumper.,59,103
2:48,2377,Kalob Ledoux missed Three Point Jumper.,59,103
2:48,2377,Richard Laku Offensive Rebound.,59,103
2:41,2509,Foul on Tommy Luce.,59,103
2:37,2377,Foul on Adrian Brown.,59,103
2:37,2377,Adrian Brown Turnover.,59,103
2:22,2509,Tommy Luce missed Three Point Jumper.,59,103
2:22,2377,Richard Laku Defensive Rebound.,59,103
2:13,2377,Jamaya Burr made Jumper.,61,103
2:02,2377,Foul on Jamaya Burr.,61,103
2:02,2509,Spike Albrecht made Free Throw.,61,104
2:02,2509,Spike Albrecht made Free Throw.,61,105
1:57,2377,Adrian Brown Turnover.,61,105
1:57,2509,Jon McKeeman Steal.,61,105
1:50,2509,Carsen Edwards Turnover.,61,105
1:40,2377,Jamaya Burr missed Jumper.,61,105
1:40,2377,Jacob Ledoux Offensive Rebound.,61,105
1:35,2377,Jacob Ledoux made Layup.,63,105
1:22,2509,Grady Eifert made Jumper. Assisted by Carsen Edwards.,63,107
1:15,2377,Kalob Ledoux made Jumper. Assisted by Jamaya Burr.,65,107
0:47,2377,Foul on Richard Laku.,65,107
0:47,2509,Carsen Edwards missed Free Throw.,65,107
0:47,2509,Purdue Deadball Team Rebound.,65,107
0:47,2509,Carsen Edwards missed Free Throw.,65,107
0:47,2377,Richard Laku Defensive Rebound.,65,107
0:39,2377,Richard Laku missed Three Point Jumper.,65,107
0:39,2509,Carsen Edwards Defensive Rebound.,65,107
0:25,2509,Jon McKeeman made Layup. Assisted by Carsen Edwards.,65,109
0:14,2377,Jacob Ledoux missed Three Point Jumper.,65,109
0:14,2509,Spike Albrecht Defensive Rebound.,65,109
