UMKC,156,Creighton,140
14:10,156,Zach Hanson missed Free Throw.,48,72
14:10,156,Creighton Deadball Team Rebound.,48,72
14:10,156,Zach Hanson made Free Throw.,48,73
13:55,140,Dashawn King missed Three Point Jumper.,48,73
13:55,156,Zach Hanson Defensive Rebound.,48,73
13:45,156,Maurice Watson Jr. made Layup.,48,75
13:45,140,Foul on LaVell Boyd.,48,75
13:45,156,Maurice Watson Jr. made Free Throw.,48,76
13:16,140,Martez Harrison missed Layup.,48,76
13:16,156,Khyri Thomas Defensive Rebound.,48,76
13:09,156,Isaiah Zierden missed Three Point Jumper.,48,76
13:09,140,Darnell Tillman Defensive Rebound.,48,76
12:56,156,Foul on Davion Mintz.,48,76
12:55,156,Foul on Isaiah Zierden.,48,76
12:36,140,Isaiah Ross made Three Point Jumper. Assisted by Kyle Steward.,51,76
12:24,156,Davion Mintz Turnover.,51,76
12:24,140,Kyle Steward Turnover.,51,76
12:19,156,Zach Hanson made Dunk. Assisted by Ronnie Harrell Jr..,51,78
11:56,140,Martez Harrison made Jumper.,53,78
11:47,156,Khyri Thomas Turnover.,53,78
11:47,156,Official TV Timeout,53,78
11:30,140,Martez Harrison Turnover.,53,78
11:30,156,Isaiah Zierden Turnover.,53,78
11:30,140,Aleer Leek Steal.,53,78
11:25,156,Foul on Martin Krampelj.,53,78
11:05,140,Martez Harrison missed Jumper.,53,78
11:05,140,Darnell Tillman Offensive Rebound.,53,78
10:58,140,Darnell Tillman made Dunk.,55,78
10:43,156,Davion Mintz Turnover.,55,78
10:32,140,Dashawn King missed Layup.,55,78
10:32,156,Martin Krampelj Defensive Rebound.,55,78
10:25,156,Kobe Paras missed Three Point Jumper.,55,78
10:25,140,Duane Clark Defensive Rebound.,55,78
10:16,140,Dashawn King missed Layup.,55,78
10:16,140,Dashawn King Offensive Rebound.,55,78
10:09,140,LaVell Boyd made Three Point Jumper.,58,78
9:39,156,Martin Krampelj missed Three Point Jumper.,58,78
9:39,156,Kobe Paras Offensive Rebound.,58,78
9:36,140,Foul on Darnell Tillman.,58,78
9:36,156,Kobe Paras missed Free Throw.,58,78
9:36,140,Duane Clark Defensive Rebound.,58,78
9:09,140,UMKC  Turnover.,58,78
9:00,156,Marcus Foster made Three Point Jumper. Assisted by Maurice Watson Jr..,58,81
8:40,156,Foul on Kobe Paras.,58,81
8:27,140,Dashawn King missed Layup.,58,81
8:27,140,Duane Clark Offensive Rebound.,58,81
8:25,156,Foul on Kobe Paras.,58,81
8:25,140,Duane Clark missed Free Throw.,58,81
8:25,156,Justin Patton Defensive Rebound.,58,81
8:11,140,Foul on Kyle Steward.,58,81
8:11,156,Khyri Thomas missed Free Throw.,58,81
8:11,156,Creighton Deadball Team Rebound.,58,81
8:11,156,Khyri Thomas made Free Throw.,58,82
8:01,140,LaVell Boyd missed Jumper.,58,82
8:01,156,Justin Patton Defensive Rebound.,58,82
7:55,156,Maurice Watson Jr. missed Jumper.,58,82
7:55,140,Kyle Steward Defensive Rebound.,58,82
7:46,140,LaVell Boyd made Three Point Jumper.,61,82
7:19,156,Toby Hegner missed Three Point Jumper.,61,82
7:19,140,Duane Clark Defensive Rebound.,61,82
7:03,156,Foul on Toby Hegner.,61,82
7:03,156,Official TV Timeout,61,82
7:03,140,Martez Harrison made Free Throw.,62,82
7:03,140,Martez Harrison made Free Throw.,63,82
6:41,156,Maurice Watson Jr. missed Jumper.,63,82
6:41,140,Martez Harrison Defensive Rebound.,63,82
6:31,140,Martez Harrison missed Layup.,63,82
6:31,156,Toby Hegner Block.,63,82
6:31,156,Khyri Thomas Defensive Rebound.,63,82
6:22,156,Justin Patton missed Jumper.,63,82
6:22,140,Darnell Tillman Defensive Rebound.,63,82
6:05,140,Jordan Giles missed Layup.,63,82
6:05,140,Jordan Giles Offensive Rebound.,63,82
6:05,140,Jordan Giles missed Two Point Tip Shot.,63,82
6:05,156,Maurice Watson Jr. Defensive Rebound.,63,82
6:00,140,Foul on Martez Harrison.,63,82
5:59,156,Maurice Watson Jr. missed Free Throw.,63,82
5:59,156,Creighton Deadball Team Rebound.,63,82
5:59,156,Maurice Watson Jr. made Free Throw.,63,83
5:41,156,Foul on Zach Hanson.,63,83
5:41,140,Aleer Leek made Free Throw.,64,83
5:41,140,Aleer Leek made Free Throw.,65,83
5:33,156,Zach Hanson missed Dunk.,65,83
5:33,140,Kyle Steward Defensive Rebound.,65,83
5:14,140,Kyle Steward missed Jumper.,65,83
5:14,156,Zach Hanson Defensive Rebound.,65,83
5:02,156,Maurice Watson Jr. made Layup.,65,85
4:35,156,Foul on Isaiah Zierden.,65,85
4:35,140,Martez Harrison made Free Throw.,66,85
4:35,140,Martez Harrison made Free Throw.,67,85
4:29,156,Cole Huff Turnover.,67,85
4:20,140,Xavier Bishop missed Three Point Jumper.,67,85
4:20,156,Isaiah Zierden Defensive Rebound.,67,85
4:14,156,Cole Huff Turnover.,67,85
4:14,140,Martez Harrison Steal.,67,85
4:08,140,Isaiah Ross missed Three Point Jumper.,67,85
4:08,140,Broderick Newbill Offensive Rebound.,67,85
3:54,156,Foul on Isaiah Zierden.,67,85
3:54,140,Broderick Newbill made Free Throw.,68,85
3:54,140,Broderick Newbill made Free Throw.,69,85
3:30,156,Maurice Watson Jr. Turnover.,69,85
3:30,140,Martez Harrison Steal.,69,85
3:30,140,Martez Harrison missed Layup.,69,85
3:30,140,UMKC Offensive Rebound.,69,85
3:28,140,Broderick Newbill Turnover.,69,85
3:28,156,Maurice Watson Jr. Steal.,69,85
3:09,156,Maurice Watson Jr. Turnover.,69,85
3:09,140,Xavier Bishop Steal.,69,85
3:03,140,Xavier Bishop made Layup.,71,85
2:56,156,Marcus Foster missed Three Point Jumper.,71,85
2:56,140,Kyle Steward Defensive Rebound.,71,85
2:49,140,Martez Harrison made Three Point Jumper.,74,85
2:47,140,UMKC  Timeout,74,85
2:35,156,Maurice Watson Jr. Turnover.,74,85
2:35,140,Broderick Newbill Steal.,74,85
2:31,140,Foul on Broderick Newbill.,74,85
2:31,140,Broderick Newbill Turnover.,74,85
2:30,140,Foul on Isaiah Ross.,74,85
2:30,156,Marcus Foster missed Free Throw.,74,85
2:30,156,Creighton Deadball Team Rebound.,74,85
2:30,156,Marcus Foster made Free Throw.,74,86
2:20,140,Xavier Bishop made Three Point Jumper. Assisted by Isaiah Ross.,77,86
2:08,140,UMKC  Timeout,77,86
1:50,140,Foul on Martez Harrison.,77,86
1:50,156,Justin Patton made Free Throw.,77,87
1:50,156,Justin Patton missed Free Throw.,77,87
1:50,140,Kyle Steward Defensive Rebound.,77,87
1:48,156,Foul on Khyri Thomas.,77,87
1:48,140,Kyle Steward missed Free Throw.,77,87
1:48,140,UMKC Deadball Team Rebound.,77,87
1:48,140,Kyle Steward made Free Throw.,78,87
1:45,156,Marcus Foster made Layup.,78,89
1:38,140,Xavier Bishop Turnover.,78,89
1:30,156,Khyri Thomas missed Three Point Jumper.,78,89
1:30,140,Martez Harrison Defensive Rebound.,78,89
1:10,140,Martez Harrison made Jumper.,80,89
0:56,156,Maurice Watson Jr. missed Jumper.,80,89
0:56,140,Broderick Newbill Defensive Rebound.,80,89
0:22,156,Foul on Isaiah Zierden.,80,89
0:22,140,Xavier Bishop made Free Throw.,81,89
0:22,140,Xavier Bishop made Free Throw.,82,89
0:00,156,End of Game,82,89
