Ole Miss,259,Virginia Tech,145
9:44,259,Ahmed Hill Defensive Rebound.,18,25
9:41,145,Foul on Sebastian Saiz.,18,25
9:28,259,Seth Allen missed Three Point Jumper.,18,25
9:28,145,Marcanvis Hymon Defensive Rebound.,18,25
9:12,145,Rasheed Brooks missed Three Point Jumper.,18,25
9:12,259,Justin Robinson Defensive Rebound.,18,25
9:07,145,Foul on Terence Davis.,18,25
8:54,259,Justin Robinson missed Three Point Jumper.,18,25
8:54,145,Marcanvis Hymon Defensive Rebound.,18,25
8:42,145,Nate Morris Turnover.,18,25
8:42,259,Chris Clarke Steal.,18,25
8:22,259,Zach LeDay missed Three Point Jumper.,18,25
8:22,145,Terence Davis Defensive Rebound.,18,25
8:02,145,Deandre Burnett missed Three Point Jumper.,18,25
8:02,259,Virginia Tech Defensive Rebound.,18,25
7:57,259,Official TV Timeout,18,25
7:39,145,Foul on Terence Davis.,18,25
7:39,259,Justin Robinson missed Free Throw.,18,25
7:39,259,Virginia Tech Deadball Team Rebound.,18,25
7:39,259,Justin Robinson made Free Throw.,18,26
7:10,145,Terence Davis missed Three Point Jumper.,18,26
7:10,145,Justas Furmanavicius Offensive Rebound.,18,26
7:03,145,Justas Furmanavicius made Jumper.,20,26
6:55,259,Seth Allen Turnover.,20,26
6:49,145,Terence Davis made Three Point Jumper. Assisted by Cullen Neal.,23,26
6:24,259,Zach LeDay missed Layup.,23,26
6:24,145,Terence Davis Block.,23,26
6:24,259,Zach LeDay Offensive Rebound.,23,26
6:15,259,Zach LeDay missed Layup.,23,26
6:15,259,Chris Clarke Offensive Rebound.,23,26
6:10,259,Chris Clarke made Layup.,23,28
6:00,145,Justas Furmanavicius missed Three Point Jumper.,23,28
6:00,145,Cullen Neal Offensive Rebound.,23,28
5:55,145,Deandre Burnett missed Three Point Jumper.,23,28
5:55,145,Terence Davis Offensive Rebound.,23,28
5:48,145,Terence Davis made Two Point Tip Shot.,25,28
5:31,259,Chris Clarke missed Jumper.,25,28
5:31,259,Zach LeDay Offensive Rebound.,25,28
5:26,259,Zach LeDay made Layup.,25,30
5:06,145,Terence Davis missed Three Point Jumper.,25,30
5:06,259,Zach LeDay Defensive Rebound.,25,30
4:53,259,Justin Bibbs missed Three Point Jumper.,25,30
4:53,145,Terence Davis Defensive Rebound.,25,30
4:48,259,Foul on Justin Bibbs.,25,30
4:44,145,Sebastian Saiz made Layup.,27,30
4:18,259,Justin Bibbs missed Three Point Jumper.,27,30
4:18,259,Ahmed Hill Offensive Rebound.,27,30
4:10,259,Ahmed Hill missed Two Point Tip Shot.,27,30
4:10,145,Justas Furmanavicius Defensive Rebound.,27,30
4:04,145,Deandre Burnett made Layup.,29,30
3:43,145,Foul on Rasheed Brooks.,29,30
3:39,259,Official TV Timeout,29,30
3:39,259,Zach LeDay made Free Throw.,29,31
3:39,259,Zach LeDay missed Free Throw.,29,31
3:39,145,Sebastian Saiz Defensive Rebound.,29,31
3:25,145,Deandre Burnett missed Three Point Jumper.,29,31
3:25,259,Virginia Tech Deadball Team Rebound.,29,31
3:25,145,Foul on Marcanvis Hymon.,29,31
3:25,259,Chris Clarke missed Free Throw.,29,31
3:25,145,Rasheed Brooks Defensive Rebound.,29,31
3:02,145,Sebastian Saiz made Jumper. Assisted by Breein Tyree.,31,31
2:48,259,Justin Bibbs Turnover.,31,31
2:35,145,Rasheed Brooks missed Jumper.,31,31
2:35,259,Chris Clarke Defensive Rebound.,31,31
2:31,145,Foul on Breein Tyree.,31,31
2:31,259,Ahmed Hill missed Free Throw.,31,31
2:31,259,Virginia Tech Deadball Team Rebound.,31,31
2:31,259,Ahmed Hill missed Free Throw.,31,31
2:31,145,Rasheed Brooks Defensive Rebound.,31,31
2:20,259,Foul on Chris Clarke.,31,31
2:20,145,Deandre Burnett missed Free Throw.,31,31
2:20,145,Ole Miss Deadball Team Rebound.,31,31
2:20,145,Deandre Burnett made Free Throw.,32,31
2:07,259,Justin Robinson missed Three Point Jumper.,32,31
2:07,145,Sebastian Saiz Defensive Rebound.,32,31
1:58,145,Deandre Burnett missed Three Point Jumper.,32,31
1:58,259,Virginia Tech Defensive Rebound.,32,31
1:26,259,Zach LeDay missed Jumper.,32,31
1:26,145,Sebastian Saiz Block.,32,31
1:26,145,Marcanvis Hymon Defensive Rebound.,32,31
1:13,145,Rasheed Brooks Turnover.,32,31
0:50,259,Ahmed Hill missed Three Point Jumper.,32,31
0:50,145,Terence Davis Defensive Rebound.,32,31
0:41,145,Rasheed Brooks missed Three Point Jumper.,32,31
0:41,259,Zach LeDay Defensive Rebound.,32,31
0:34,259,Seth Allen made Layup.,32,33
0:08,145,Terence Davis missed Three Point Jumper.,32,33
0:08,145,Terence Davis Offensive Rebound.,32,33
0:02,145,Terence Davis missed Jumper.,32,33
0:02,259,Ahmed Hill Defensive Rebound.,32,33
0:01,259,Justin Robinson missed Three Point Jumper.,32,33
0:01,259,Virginia Tech Defensive Rebound.,32,33
0:00,259,End of 1st half,32,33
20:00,259,Jump Ball won by Virginia Tech,32,33
19:42,259,Khadim Sy made Layup. Assisted by Ahmed Hill.,32,35
19:30,145,Deandre Burnett made Jumper. Assisted by Marcanvis Hymon.,34,35
19:03,259,Khadim Sy made Jumper. Assisted by Justin Robinson.,34,37
18:44,259,Foul on Justin Bibbs.,34,37
18:30,145,Deandre Burnett missed Three Point Jumper.,34,37
18:30,145,Sebastian Saiz Offensive Rebound.,34,37
18:21,145,Terence Davis Turnover.,34,37
18:06,259,Justin Bibbs missed Jumper.,34,37
18:06,259,Khadim Sy Offensive Rebound.,34,37
18:02,259,Khadim Sy made Layup.,34,39
17:56,145,Ole Miss  Timeout,34,39
17:56,259,Official TV Timeout,34,39
17:51,145,Deandre Burnett missed Layup.,34,39
17:51,145,Sebastian Saiz Offensive Rebound.,34,39
17:51,259,Foul on Justin Bibbs.,34,39
17:48,145,Sebastian Saiz made Free Throw.,35,39
17:48,145,Sebastian Saiz made Free Throw.,36,39
17:18,259,Chris Clarke missed Jumper.,36,39
17:18,259,Ahmed Hill Offensive Rebound.,36,39
17:06,259,Ahmed Hill made Three Point Jumper. Assisted by Seth Allen.,36,42
16:47,145,Cullen Neal made Jumper. Assisted by Rasheed Brooks.,38,42
16:22,259,Khadim Sy Turnover.,38,42
16:20,145,Justas Furmanavicius Turnover.,38,42
16:04,259,Justin Robinson made Three Point Jumper. Assisted by Chris Clarke.,38,45
15:47,145,Cullen Neal made Three Point Jumper. Assisted by Deandre Burnett.,41,45
15:38,259,Seth Allen missed Layup.,41,45
15:38,145,Sebastian Saiz Defensive Rebound.,41,45
15:18,145,Justas Furmanavicius made Layup.,43,45
15:00,145,Foul on Deandre Burnett.,43,45
15:00,259,Official TV Timeout,43,45
15:00,259,Justin Robinson made Free Throw.,43,46
15:00,259,Justin Robinson made Free Throw.,43,47
14:53,145,Justas Furmanavicius made Layup.,45,47
14:32,259,Chris Clarke made Layup.,45,49
14:17,259,Foul on Zach LeDay.,45,49
14:12,259,Foul on Justin Robinson.,45,49
13:55,145,Justas Furmanavicius missed Jumper.,45,49
13:55,145,Ole Miss Offensive Rebound.,45,49
13:53,145,Cullen Neal missed Three Point Jumper.,45,49
13:53,259,Zach LeDay Defensive Rebound.,45,49
13:39,259,Foul on Zach LeDay.,45,49
13:39,259,Zach LeDay Turnover.,45,49
13:14,145,Rasheed Brooks missed Three Point Jumper.,45,49
13:14,259,Chris Clarke Defensive Rebound.,45,49
13:05,145,Foul on Justas Furmanavicius.,45,49
13:05,259,Seth Allen made Free Throw.,45,50
13:05,259,Seth Allen missed Free Throw.,45,50
13:05,145,Rasheed Brooks Defensive Rebound.,45,50
12:48,145,Cullen Neal missed Jumper.,45,50
12:48,259,Khadim Sy Block.,45,50
12:48,145,Ole Miss Offensive Rebound.,45,50
12:42,145,Sebastian Saiz made Jumper. Assisted by Rasheed Brooks.,47,50
12:42,259,Foul on Chris Clarke.,47,50
12:42,145,Sebastian Saiz made Free Throw.,48,50
12:31,259,Ahmed Hill made Three Point Jumper. Assisted by Seth Allen.,48,53
12:03,145,Rasheed Brooks missed Jumper.,48,53
12:03,145,Justas Furmanavicius Offensive Rebound.,48,53
11:58,145,Cullen Neal Turnover.,48,53
11:48,259,Zach LeDay made Three Point Jumper. Assisted by Justin Robinson.,48,56
11:32,259,Foul on Justin Robinson.,48,56
11:31,259,Official TV Timeout,48,56
11:31,145,Sebastian Saiz missed Free Throw.,48,56
11:31,259,Zach LeDay Defensive Rebound.,48,56
11:12,259,Chris Clarke Turnover.,48,56
10:46,145,Marcanvis Hymon missed Jumper.,48,56
10:46,259,Seth Allen Defensive Rebound.,48,56
10:40,145,Foul on Marcanvis Hymon.,48,56
10:40,259,Zach LeDay missed Free Throw.,48,56
10:40,259,Virginia Tech Deadball Team Rebound.,48,56
10:40,259,Zach LeDay made Free Throw.,48,57
10:29,145,Deandre Burnett Turnover.,48,57
10:25,145,Foul on Deandre Burnett.,48,57
10:25,259,Ahmed Hill made Free Throw.,48,58
10:25,259,Ahmed Hill made Free Throw.,48,59
10:14,145,Foul on Sebastian Saiz.,48,59
10:14,145,Sebastian Saiz Turnover.,48,59
10:00,259,Seth Allen missed Three Point Jumper.,48,59
10:00,145,Terence Davis Defensive Rebound.,48,59
9:56,259,Foul on Justin Robinson.,48,59
9:56,145,Terence Davis made Free Throw.,49,59
9:56,145,Terence Davis made Free Throw.,50,59
9:44,259,Seth Allen made Layup.,50,61
9:29,259,Foul on Seth Allen.,50,61
9:29,145,Deandre Burnett made Free Throw.,51,61
9:29,145,Deandre Burnett made Free Throw.,52,61
9:02,259,Zach LeDay missed Jumper.,52,61
9:02,145,Terence Davis Defensive Rebound.,52,61
8:58,145,Terence Davis Turnover.,52,61
8:58,259,Chris Clarke Steal.,52,61
8:54,145,Foul on Marcanvis Hymon.,52,61
8:54,259,Chris Clarke made Free Throw.,52,62
8:54,259,Chris Clarke made Free Throw.,52,63
8:40,145,Deandre Burnett missed Jumper.,52,63
8:40,259,Seth Allen Defensive Rebound.,52,63
8:32,259,Ahmed Hill missed Three Point Jumper.,52,63
8:32,145,Terence Davis Defensive Rebound.,52,63
8:17,145,Sebastian Saiz made Jumper.,54,63
7:57,259,Seth Allen Turnover.,54,63
7:52,259,Official TV Timeout,54,63
7:36,145,Cullen Neal missed Three Point Jumper.,54,63
7:36,259,Justin Bibbs Defensive Rebound.,54,63
7:09,259,Zach LeDay missed Three Point Jumper.,54,63
7:09,145,Cullen Neal Defensive Rebound.,54,63
6:49,145,Terence Davis missed Jumper.,54,63
6:49,259,Ahmed Hill Defensive Rebound.,54,63
6:17,259,Ahmed Hill missed Jumper.,54,63
6:17,145,Sebastian Saiz Defensive Rebound.,54,63
6:08,145,Breein Tyree missed Layup.,54,63
6:08,259,Chris Clarke Defensive Rebound.,54,63
5:59,259,Seth Allen made Layup. Assisted by Chris Clarke.,54,65
5:48,145,Ole Miss  Timeout,54,65
5:40,145,Deandre Burnett Turnover.,54,65
5:40,259,Ahmed Hill Steal.,54,65
5:35,259,Zach LeDay made Dunk. Assisted by Ahmed Hill.,54,67
5:19,145,Foul on Terence Davis.,54,67
5:19,145,Terence Davis Turnover.,54,67
5:05,145,Foul on Sebastian Saiz.,54,67
5:05,259,Zach LeDay made Free Throw.,54,68
5:05,259,Zach LeDay missed Free Throw.,54,68
5:05,145,Terence Davis Defensive Rebound.,54,68
4:54,145,Rasheed Brooks made Three Point Jumper. Assisted by Cullen Neal.,57,68
4:27,259,Justin Bibbs missed Three Point Jumper.,57,68
4:27,259,Zach LeDay Offensive Rebound.,57,68
4:04,259,Seth Allen missed Layup.,57,68
4:04,145,Sebastian Saiz Block.,57,68
4:04,145,Sebastian Saiz Defensive Rebound.,57,68
3:59,145,Terence Davis made Layup.,59,68
3:59,259,Foul on Justin Bibbs.,59,68
3:58,259,Official TV Timeout,59,68
3:58,145,Terence Davis made Free Throw.,60,68
3:41,259,Zach LeDay missed Three Point Jumper.,60,68
3:41,145,Terence Davis Defensive Rebound.,60,68
3:33,145,Terence Davis missed Jumper.,60,68
3:33,145,Sebastian Saiz Offensive Rebound.,60,68
3:28,145,Sebastian Saiz made Jumper.,62,68
3:10,259,Justin Robinson missed Layup.,62,68
3:10,145,Sebastian Saiz Defensive Rebound.,62,68
3:03,145,Rasheed Brooks made Three Point Jumper. Assisted by Cullen Neal.,65,68
2:52,259,Virginia Tech  Timeout,65,68
2:28,259,Chris Clarke made Three Point Jumper. Assisted by Justin Robinson.,65,71
2:17,145,Cullen Neal made Three Point Jumper.,68,71
1:47,145,Foul on Cullen Neal.,68,71
1:47,259,Ahmed Hill missed Free Throw.,68,71
1:47,259,Ahmed Hill Offensive Rebound.,68,71
1:30,259,Seth Allen Turnover.,68,71
1:24,145,Cullen Neal made Layup.,70,71
1:00,259,Ahmed Hill made Jumper.,70,73
0:45,145,Cullen Neal missed Three Point Jumper.,70,73
0:45,259,Ahmed Hill Defensive Rebound.,70,73
0:40,259,Zach LeDay made Dunk. Assisted by Ahmed Hill.,70,75
0:31,145,Ole Miss  Timeout,70,75
0:23,145,Rasheed Brooks missed Three Point Jumper.,70,75
0:23,145,Terence Davis Offensive Rebound.,70,75
0:15,145,Terence Davis made Three Point Jumper.,73,75
0:14,145,Foul on Cullen Neal.,73,75
0:14,259,Ahmed Hill made Free Throw.,73,76
0:14,259,Ahmed Hill made Free Throw.,73,77
0:10,145,Cullen Neal made Layup.,75,77
0:07,145,Foul on Cullen Neal.,75,77
0:07,259,Ahmed Hill made Free Throw.,75,78
0:07,259,Ahmed Hill made Free Throw.,75,79
0:06,145,Cullen Neal Turnover.,75,79
0:04,145,Foul on Rasheed Brooks.,75,79
0:04,259,Zach LeDay missed Free Throw.,75,79
0:04,259,Virginia Tech Deadball Team Rebound.,75,79
0:04,259,Zach LeDay made Free Throw.,75,80
0:01,145,Sebastian Saiz missed Jumper.,75,80
0:01,259,Virginia Tech Defensive Rebound.,75,80
0:00,259,End of Game,75,80
