New Orleans,77,Northwestern,2443
9:42,2443,Makur Puou Offensive Rebound.,7,18
9:35,2443,Erik Thomas missed Layup.,7,18
9:35,2443,Erik Thomas Offensive Rebound.,7,18
9:32,2443,Erik Thomas made Two Point Tip Shot.,9,18
9:17,77,Sanjay Lumpkin made Jumper.,9,20
8:56,2443,Cameron Reed made Jumper.,11,20
8:38,2443,Foul on Cameron Reed.,11,20
8:38,77,Vic Law made Free Throw.,11,21
8:38,77,Vic Law made Free Throw.,11,22
8:27,77,Foul on Sanjay Lumpkin.,11,22
8:27,2443,Erik Thomas missed Free Throw.,11,22
8:27,2443,New Orleans Deadball Team Rebound.,11,22
8:27,2443,Erik Thomas made Free Throw.,12,22
8:14,77,Gavin Skelly made Jumper. Assisted by Vic Law.,12,24
7:43,2443,Erik Thomas made Three Point Jumper. Assisted by Christavious Gill.,15,24
7:24,77,Isiah Brown missed Jumper.,15,24
7:24,77,Vic Law Offensive Rebound.,15,24
7:24,77,Vic Law missed Layup.,15,24
7:24,2443,New Orleans Defensive Rebound.,15,24
7:24,77,Official TV Timeout,15,24
7:08,2443,Erik Thomas Turnover.,15,24
7:07,77,Vic Law Steal.,15,24
6:56,77,Vic Law missed Layup.,15,24
6:56,77,Gavin Skelly Offensive Rebound.,15,24
6:56,2443,Foul on Erik Thomas.,15,24
6:56,77,Gavin Skelly made Free Throw.,15,25
6:56,77,Gavin Skelly made Free Throw.,15,26
6:41,77,Foul on Nathan Taphorn.,15,26
6:39,2443,Travin Thibodeaux missed Layup.,15,26
6:39,77,Nathan Taphorn Defensive Rebound.,15,26
6:32,77,Vic Law missed Jumper.,15,26
6:32,77,Gavin Skelly Offensive Rebound.,15,26
6:28,77,Nathan Taphorn made Three Point Jumper. Assisted by Gavin Skelly.,15,29
5:55,2443,Erik Thomas made Layup.,17,29
5:40,77,Scottie Lindsey made Layup.,17,31
5:27,77,Foul on Scottie Lindsey.,17,31
5:13,2443,Christavious Gill Turnover.,17,31
5:11,77,Nathan Taphorn Steal.,17,31
5:08,77,Scottie Lindsey made Layup. Assisted by Bryant McIntosh.,17,33
5:05,2443,New Orleans  Timeout,17,33
4:54,2443,Cameron Reed Turnover.,17,33
4:53,77,Bryant McIntosh Steal.,17,33
4:49,77,Scottie Lindsey made Layup. Assisted by Bryant McIntosh.,17,35
4:27,2443,Cameron Reed missed Three Point Jumper.,17,35
4:27,2443,Erik Thomas Offensive Rebound.,17,35
4:04,77,Foul on Vic Law.,17,35
4:04,2443,Makur Puou missed Free Throw.,17,35
4:04,2443,New Orleans Deadball Team Rebound.,17,35
4:04,2443,Makur Puou made Free Throw.,18,35
3:44,77,Bryant McIntosh made Jumper.,18,37
3:28,2443,Makur Puou missed Jumper.,18,37
3:28,77,Nathan Taphorn Defensive Rebound.,18,37
3:21,77,Bryant McIntosh Turnover.,18,37
3:21,77,Official TV Timeout,18,37
3:02,2443,Travin Thibodeaux made Layup. Assisted by Erik Thomas.,20,37
2:48,77,Isiah Brown missed Three Point Jumper.,20,37
2:48,77,Nathan Taphorn Offensive Rebound.,20,37
2:44,77,Nathan Taphorn made Dunk.,20,39
2:30,77,Foul on Bryant McIntosh.,20,39
2:30,2443,Tevin Broyles missed Free Throw.,20,39
2:30,77,Gavin Skelly Defensive Rebound.,20,39
2:09,77,Nathan Taphorn missed Three Point Jumper.,20,39
2:09,2443,New Orleans Defensive Rebound.,20,39
2:00,2443,Erik Thomas Turnover.,20,39
1:43,77,Isiah Brown missed Jumper.,20,39
1:43,2443,Makur Puou Defensive Rebound.,20,39
1:15,77,Foul on Gavin Skelly.,20,39
1:15,2443,Tevin Broyles made Free Throw.,21,39
1:15,2443,Tevin Broyles made Free Throw.,22,39
1:06,77,Nathan Taphorn made Jumper. Assisted by Bryant McIntosh.,22,41
0:47,2443,Michael Zeno missed Layup.,22,41
0:47,77,Gavin Skelly Block.,22,41
0:46,77,Gavin Skelly Defensive Rebound.,22,41
0:37,77,Bryant McIntosh made Jumper.,22,43
0:07,2443,Makur Puou missed Jumper.,22,43
0:07,77,Nathan Taphorn Defensive Rebound.,22,43
0:02,77,Isiah Brown missed Layup.,22,43
0:02,2443,Makur Puou Block.,22,43
0:02,77,Northwestern Offensive Rebound.,22,43
0:01,77,Northwestern  Timeout,22,43
0:00,77,End of 1st half,22,43
19:48,2443,Foul on Travin Thibodeaux.,22,43
19:48,2443,Travin Thibodeaux Turnover.,22,43
19:48,2443,New Orleans  Timeout,22,43
19:29,77,Scottie Lindsey missed Three Point Jumper.,22,43
19:29,2443,Erik Thomas Defensive Rebound.,22,43
19:00,2443,Christavious Gill made Jumper.,24,43
18:43,77,Bryant McIntosh missed Three Point Jumper.,24,43
18:43,77,Northwestern Offensive Rebound.,24,43
18:40,2443,Foul on Christavious Gill.,24,43
18:31,2443,Foul on Makur Puou.,24,43
18:31,77,Foul on Barret Benson.,24,43
18:28,2443,Foul on Makur Puou.,24,43
18:28,77,Vic Law made Free Throw.,24,44
18:28,77,Vic Law made Free Throw.,24,45
18:07,2443,Tevin Broyles Turnover.,24,45
17:58,77,Vic Law made Three Point Jumper. Assisted by Bryant McIntosh.,24,48
17:46,2443,Christavious Gill Turnover.,24,48
17:44,77,Barret Benson Steal.,24,48
17:40,77,Foul on Barret Benson.,24,48
17:40,77,Barret Benson Turnover.,24,48
17:30,2443,Erik Thomas missed Jumper.,24,48
17:30,77,Sanjay Lumpkin Block.,24,48
17:30,77,Vic Law Defensive Rebound.,24,48
17:20,77,Scottie Lindsey made Three Point Jumper. Assisted by Bryant McIntosh.,24,51
17:07,2443,Foul on Tevin Broyles.,24,51
17:07,2443,Tevin Broyles Turnover.,24,51
17:01,2443,Technical Foul on New Orleans.,24,51
17:01,77,Bryant McIntosh made Free Throw.,24,52
17:01,77,Bryant McIntosh made Free Throw.,24,53
16:51,77,Vic Law missed Layup.,24,53
16:51,77,Gavin Skelly Offensive Rebound.,24,53
16:48,77,Gavin Skelly made Layup.,24,55
16:36,77,Foul on Sanjay Lumpkin.,24,55
16:26,2443,Jorge Rosa missed Three Point Jumper.,24,55
16:26,77,Northwestern Deadball Team Rebound.,24,55
16:04,77,Vic Law missed Three Point Jumper.,24,55
16:04,2443,Erik Thomas Defensive Rebound.,24,55
15:43,77,Foul on Nathan Taphorn.,24,55
15:43,77,Official TV Timeout,24,55
15:24,2443,Erik Thomas missed Jumper.,24,55
15:24,77,Gavin Skelly Defensive Rebound.,24,55
15:16,77,Bryant McIntosh missed Layup.,24,55
15:16,77,Gavin Skelly Offensive Rebound.,24,55
15:02,2443,Foul on Makur Puou.,24,55
15:02,77,Gavin Skelly made Free Throw.,24,56
15:02,77,Gavin Skelly missed Free Throw.,24,56
15:02,2443,A.J. Cheeseman Defensive Rebound.,24,56
14:35,2443,Christavious Gill missed Three Point Jumper.,24,56
14:35,77,Bryant McIntosh Defensive Rebound.,24,56
14:26,2443,Foul on Tevin Broyles.,24,56
14:26,77,Nathan Taphorn missed Free Throw.,24,56
14:26,77,Northwestern Deadball Team Rebound.,24,56
14:26,77,Nathan Taphorn made Free Throw.,24,57
14:00,2443,Travin Thibodeaux missed Jumper.,24,57
14:00,77,Northwestern Deadball Team Rebound.,24,57
13:44,77,Nathan Taphorn made Jumper. Assisted by Isiah Brown.,24,59
13:34,2443,Cameron Reed missed Three Point Jumper.,24,59
13:34,77,Gavin Skelly Defensive Rebound.,24,59
13:27,77,Nathan Taphorn made Three Point Jumper. Assisted by Gavin Skelly.,24,62
13:08,2443,Erik Thomas Turnover.,24,62
13:07,2443,New Orleans  Timeout,24,62
12:57,77,Isiah Brown made Three Point Jumper. Assisted by Jordan Ash.,24,65
12:33,2443,Christavious Gill missed Three Point Jumper.,24,65
12:33,2443,Travin Thibodeaux Offensive Rebound.,24,65
12:30,2443,Travin Thibodeaux made Layup.,26,65
12:11,77,Scottie Lindsey Turnover.,26,65
12:10,2443,Travin Thibodeaux Steal.,26,65
11:48,2443,Travin Thibodeaux made Jumper.,28,65
11:28,2443,Foul on Cameron Reed.,28,65
11:28,77,Official TV Timeout,28,65
11:28,77,Isiah Brown missed Free Throw.,28,65
11:28,77,Northwestern Deadball Team Rebound.,28,65
11:28,77,Isiah Brown made Free Throw.,28,66
11:19,77,Foul on Vic Law.,28,66
11:15,2443,A.J. Cheeseman made Layup. Assisted by Tevin Broyles.,30,66
10:57,77,Gavin Skelly missed Jumper.,30,66
10:57,2443,Christavious Gill Block.,30,66
10:55,2443,Christavious Gill Defensive Rebound.,30,66
10:53,77,Foul on Isiah Brown.,30,66
10:45,2443,A.J. Cheeseman missed Jumper.,30,66
10:45,77,Nathan Taphorn Defensive Rebound.,30,66
10:38,77,Nathan Taphorn made Layup. Assisted by Isiah Brown.,30,68
10:23,77,Foul on Gavin Skelly.,30,68
10:23,2443,Travin Thibodeaux missed Free Throw.,30,68
10:23,2443,New Orleans Deadball Team Rebound.,30,68
10:23,2443,Travin Thibodeaux made Free Throw.,31,68
10:12,77,Isiah Brown made Layup.,31,70
10:04,77,Foul on Isiah Brown.,31,70
10:04,2443,Tevin Broyles missed Free Throw.,31,70
10:04,77,Gavin Skelly Defensive Rebound.,31,70
9:42,77,Isiah Brown missed Three Point Jumper.,31,70
9:42,2443,Christavious Gill Defensive Rebound.,31,70
9:26,2443,Tevin Broyles Turnover.,31,70
9:25,77,Jordan Ash Steal.,31,70
9:20,77,Jordan Ash missed Three Point Jumper.,31,70
9:20,2443,A.J. Cheeseman Defensive Rebound.,31,70
9:09,2443,Travin Thibodeaux Turnover.,31,70
8:46,77,Vic Law Turnover.,31,70
8:45,2443,Travin Thibodeaux Steal.,31,70
8:41,2443,Travin Thibodeaux missed Layup.,31,70
8:41,77,Gavin Skelly Block.,31,70
8:41,2443,New Orleans Offensive Rebound.,31,70
8:22,2443,Makur Puou made Layup. Assisted by Erik Thomas.,33,70
8:01,77,Gavin Skelly made Three Point Jumper. Assisted by Scottie Lindsey.,33,73
7:41,2443,Makur Puou missed Layup.,33,73
7:41,2443,Erik Thomas Offensive Rebound.,33,73
7:38,2443,Erik Thomas missed Layup.,33,73
7:38,2443,Travin Thibodeaux Offensive Rebound.,33,73
7:38,2443,Travin Thibodeaux missed Layup.,33,73
7:38,77,Sanjay Lumpkin Block.,33,73
7:38,2443,New Orleans Offensive Rebound.,33,73
7:38,77,Official TV Timeout,33,73
7:38,77,Foul on Barret Benson.,33,73
7:38,2443,Travin Thibodeaux made Free Throw.,34,73
7:38,2443,Travin Thibodeaux missed Free Throw.,34,73
7:38,77,Barret Benson Defensive Rebound.,34,73
7:26,2443,Foul on Christavious Gill.,34,73
7:26,77,Isiah Brown made Free Throw.,34,74
7:26,77,Isiah Brown missed Free Throw.,34,74
7:26,2443,Travin Thibodeaux Defensive Rebound.,34,74
7:14,2443,Foul on Travin Thibodeaux.,34,74
7:14,2443,Travin Thibodeaux Turnover.,34,74
6:59,77,Foul on Isiah Brown.,34,74
6:59,77,Isiah Brown Turnover.,34,74
6:44,2443,Erik Thomas made Layup. Assisted by Christavious Gill.,36,74
6:27,77,Isiah Brown missed Jumper.,36,74
6:27,2443,Erik Thomas Defensive Rebound.,36,74
6:22,2443,Erik Thomas made Layup.,38,74
6:12,77,Northwestern  Timeout,38,74
5:59,77,Nathan Taphorn missed Three Point Jumper.,38,74
5:59,2443,Tevin Broyles Defensive Rebound.,38,74
5:53,2443,Erik Thomas made Layup. Assisted by Tevin Broyles.,40,74
5:53,77,Foul on Scottie Lindsey.,40,74
5:53,2443,Erik Thomas made Free Throw.,41,74
5:36,77,Jordan Ash missed Three Point Jumper.,41,74
5:36,2443,Christavious Gill Defensive Rebound.,41,74
5:31,2443,Foul on Christavious Gill.,41,74
5:31,2443,Christavious Gill Turnover.,41,74
5:08,77,Isiah Brown Turnover.,41,74
5:07,2443,Tevin Broyles Steal.,41,74
5:02,2443,Erik Thomas made Layup. Assisted by Christavious Gill.,43,74
4:50,77,Vic Law missed Three Point Jumper.,43,74
4:50,77,Nathan Taphorn Offensive Rebound.,43,74
4:44,77,Isiah Brown missed Jumper.,43,74
4:44,77,Northwestern Offensive Rebound.,43,74
4:44,2443,Foul on Travin Thibodeaux.,43,74
4:44,77,Gavin Skelly made Free Throw.,43,75
4:44,77,Gavin Skelly made Free Throw.,43,76
4:30,77,Foul on Nathan Taphorn.,43,76
4:30,2443,A.J. Cheeseman missed Free Throw.,43,76
4:30,2443,New Orleans Deadball Team Rebound.,43,76
4:30,2443,A.J. Cheeseman missed Free Throw.,43,76
4:30,77,Scottie Lindsey Defensive Rebound.,43,76
4:08,77,Gavin Skelly made Layup. Assisted by Vic Law.,43,78
3:50,2443,Christavious Gill made Three Point Jumper.,46,78
3:23,77,Nathan Taphorn made Three Point Jumper. Assisted by Jordan Ash.,46,81
3:14,2443,Tevin Broyles Turnover.,46,81
3:14,77,Jordan Ash Steal.,46,81
3:14,77,Official TV Timeout,46,81
3:02,77,Jordan Ash missed Jumper.,46,81
3:02,2443,Danny Cohen Defensive Rebound.,46,81
2:48,2443,Michael Zeno missed Jumper.,46,81
2:48,77,Northwestern Defensive Rebound.,46,81
2:33,77,Nathan Taphorn missed Three Point Jumper.,46,81
2:33,2443,Danny Cohen Defensive Rebound.,46,81
2:22,2443,A.J. Cheeseman missed Layup.,46,81
2:22,77,Barret Benson Block.,46,81
2:20,77,Jordan Ash Defensive Rebound.,46,81
2:16,77,Jordan Ash Turnover.,46,81
2:15,2443,Coleman Edwards Steal.,46,81
1:48,2443,Michael Zeno missed Jumper.,46,81
1:48,77,Barret Benson Defensive Rebound.,46,81
1:26,77,Barret Benson made Jumper. Assisted by Isiah Brown.,46,83
0:46,2443,Coleman Edwards made Three Point Jumper. Assisted by Matthew Jiles.,49,83
0:19,77,Nathan Taphorn missed Three Point Jumper.,49,83
0:19,2443,Bryson Robinson Defensive Rebound.,49,83
0:09,2443,Bryson Robinson missed Layup.,49,83
0:09,77,Barret Benson Defensive Rebound.,49,83
0:00,77,End of Game,49,83
