Florida,52,Florida State,57
15:42,52,Official TV Timeout,8,8
15:35,52,Foul on Christ Koumadje.,8,8
15:35,57,Kevarrius Hayes missed Free Throw.,8,8
15:35,57,Florida Deadball Team Rebound.,8,8
15:35,57,Kevarrius Hayes made Free Throw.,9,8
15:12,52,CJ Walker missed Jumper.,9,8
15:12,57,Canyon Barry Block.,9,8
15:12,52,CJ Walker Offensive Rebound.,9,8
15:04,52,Trent Forrest Turnover.,9,8
14:55,57,Kasey Hill made Three Point Jumper. Assisted by Chris Chiozza.,12,8
14:31,52,CJ Walker missed Jumper.,12,8
14:31,57,Kevarrius Hayes Defensive Rebound.,12,8
14:14,57,Kevarrius Hayes Turnover.,12,8
14:04,52,Dwayne Bacon missed Three Point Jumper.,12,8
14:04,57,Canyon Barry Defensive Rebound.,12,8
13:42,57,Chris Chiozza missed Three Point Jumper.,12,8
13:42,52,Jonathan Isaac Defensive Rebound.,12,8
13:30,52,Jonathan Isaac made Three Point Jumper. Assisted by Dwayne Bacon.,12,11
13:23,57,Kasey Hill Turnover.,12,11
13:23,52,Christ Koumadje Steal.,12,11
13:09,52,Jonathan Isaac missed Three Point Jumper.,12,11
13:09,57,Florida Defensive Rebound.,12,11
12:55,52,Foul on Christ Koumadje.,12,11
12:55,57,KeVaughn Allen made Free Throw.,13,11
12:55,57,KeVaughn Allen missed Free Throw.,13,11
12:55,52,Jarquez Smith Defensive Rebound.,13,11
12:24,52,Xavier Rathan-Mayes missed Three Point Jumper.,13,11
12:24,57,Florida Defensive Rebound.,13,11
12:18,52,Foul on Dwayne Bacon.,13,11
12:06,52,Foul on Jarquez Smith.,13,11
12:06,57,John Egbunu made Free Throw.,14,11
12:06,57,John Egbunu missed Free Throw.,14,11
12:06,52,Terance Mann Defensive Rebound.,14,11
11:54,52,Dwayne Bacon missed Three Point Jumper.,14,11
11:54,57,Devin Robinson Defensive Rebound.,14,11
11:45,57,KeVaughn Allen Turnover.,14,11
11:45,52,Dwayne Bacon Steal.,14,11
11:41,52,Terance Mann Turnover.,14,11
11:41,52,Official TV Timeout,14,11
11:21,57,Justin Leon made Jumper.,16,11
10:55,57,Foul on Devin Robinson.,16,11
10:55,52,Dwayne Bacon made Free Throw.,16,12
10:55,52,Dwayne Bacon made Free Throw.,16,13
10:42,57,KeVaughn Allen missed Layup.,16,13
10:42,52,Braian Angola-Rodas Defensive Rebound.,16,13
10:26,52,Braian Angola-Rodas made Layup.,16,15
10:18,57,Kasey Hill made Layup.,18,15
10:00,52,Xavier Rathan-Mayes missed Jumper.,18,15
10:00,52,Jarquez Smith Offensive Rebound.,18,15
9:49,52,Jarquez Smith missed Layup.,18,15
9:49,52,Terance Mann Offensive Rebound.,18,15
9:49,52,Terance Mann missed Jumper.,18,15
9:49,57,Justin Leon Defensive Rebound.,18,15
9:34,57,Canyon Barry made Jumper.,20,15
9:14,52,Terance Mann missed Layup.,20,15
9:14,52,Terance Mann Offensive Rebound.,20,15
9:06,52,Terance Mann made Layup.,20,17
8:52,57,Kasey Hill missed Jumper.,20,17
8:52,52,Jarquez Smith Defensive Rebound.,20,17
8:40,52,Braian Angola-Rodas made Three Point Jumper. Assisted by Terance Mann.,20,20
8:40,57,Foul on KeVaughn Allen.,20,20
8:40,52,Braian Angola-Rodas made Free Throw.,20,21
8:27,57,Jump Ball won by Florida,20,21
8:18,57,Kasey Hill Turnover.,20,21
8:04,52,Trent Forrest made Jumper.,20,23
7:45,57,Canyon Barry missed Layup.,20,23
7:45,57,Florida Offensive Rebound.,20,23
7:45,52,Official TV Timeout,20,23
7:42,52,Foul on PJ Savoy.,20,23
7:42,57,Canyon Barry made Free Throw.,21,23
7:42,57,Canyon Barry made Free Throw.,22,23
7:23,57,Foul on Kasey Hill.,22,23
7:07,52,Trent Forrest missed Jumper.,22,23
7:05,57,Kevarrius Hayes Defensive Rebound.,22,23
7:05,52,Foul on Jonathan Isaac.,22,23
7:05,57,Kevarrius Hayes made Free Throw.,23,23
7:05,57,Kevarrius Hayes missed Free Throw.,23,23
7:00,52,Terance Mann Defensive Rebound.,23,23
6:44,52,PJ Savoy missed Three Point Jumper.,23,23
6:44,57,Kasey Hill Defensive Rebound.,23,23
6:30,57,Chris Chiozza missed Three Point Jumper.,23,23
6:30,52,Braian Angola-Rodas Defensive Rebound.,23,23
6:24,57,Foul on Kevarrius Hayes.,23,23
6:24,52,Michael Ojo made Free Throw.,23,24
6:24,52,Michael Ojo made Free Throw.,23,25
6:17,52,Foul on Braian Angola-Rodas.,23,25
6:17,57,Chris Chiozza made Free Throw.,24,25
6:17,57,Chris Chiozza made Free Throw.,25,25
6:04,52,Braian Angola-Rodas missed Three Point Jumper.,25,25
6:04,57,Keith Stone Defensive Rebound.,25,25
5:53,57,Kasey Hill missed Jumper.,25,25
5:53,52,Terance Mann Defensive Rebound.,25,25
5:44,52,Xavier Rathan-Mayes Turnover.,25,25
5:32,57,Justin Leon made Three Point Jumper. Assisted by Kasey Hill.,28,25
5:25,57,Foul on Keith Stone.,28,25
5:25,52,Michael Ojo made Free Throw.,28,26
5:25,52,Michael Ojo made Free Throw.,28,27
5:13,57,Keith Stone missed Three Point Jumper.,28,27
5:13,52,Terance Mann Defensive Rebound.,28,27
5:00,52,CJ Walker missed Three Point Jumper.,28,27
5:00,57,John Egbunu Defensive Rebound.,28,27
4:35,57,Chris Chiozza missed Three Point Jumper.,28,27
4:35,52,Xavier Rathan-Mayes Defensive Rebound.,28,27
4:24,52,Terance Mann made Layup.,28,29
4:00,57,Chris Chiozza missed Three Point Jumper.,28,29
4:00,52,Dwayne Bacon Defensive Rebound.,28,29
3:38,52,Terance Mann Turnover.,28,29
3:22,57,Kasey Hill made Layup. Assisted by Chris Chiozza.,30,29
3:09,57,Foul on Chris Chiozza.,30,29
3:07,52,Xavier Rathan-Mayes missed Free Throw.,30,29
3:00,57,Keith Stone Defensive Rebound.,30,29
2:52,57,Kasey Hill made Jumper.,32,29
2:41,52,Dwayne Bacon Turnover.,32,29
2:29,57,Kasey Hill missed Jumper.,32,29
2:29,52,Terance Mann Defensive Rebound.,32,29
2:10,52,PJ Savoy missed Three Point Jumper.,32,29
2:10,57,Florida Defensive Rebound.,32,29
2:06,52,Florida St  Timeout,32,29
1:55,57,John Egbunu Turnover.,32,29
1:47,52,Terance Mann made Layup. Assisted by Dwayne Bacon.,32,31
1:27,57,Kasey Hill Turnover.,32,31
1:20,52,PJ Savoy made Three Point Jumper. Assisted by Trent Forrest.,32,34
1:20,57,Florida  Timeout,32,34
0:58,57,Canyon Barry missed Three Point Jumper.,32,34
0:58,52,Jarquez Smith Defensive Rebound.,32,34
0:43,52,Dwayne Bacon made Layup.,32,36
0:43,57,Foul on Keith Stone.,32,36
0:43,52,Dwayne Bacon missed Free Throw.,32,36
0:43,57,John Egbunu Defensive Rebound.,32,36
0:29,57,Kasey Hill Turnover.,32,36
0:12,52,Trent Forrest Turnover.,32,36
0:12,57,Kasey Hill Steal.,32,36
0:05,57,Kasey Hill made Layup.,34,36
0:01,52,Dwayne Bacon missed Three Point Jumper.,34,36
0:01,57,John Egbunu Defensive Rebound.,34,36
0:00,52,End of 1st half,34,36
20:00,52,Jump Ball won by Florida St,34,36
19:43,52,Terance Mann Turnover.,34,36
19:43,57,Devin Robinson Steal.,34,36
19:27,57,John Egbunu missed Layup.,34,36
19:27,52,Xavier Rathan-Mayes Defensive Rebound.,34,36
19:19,52,Xavier Rathan-Mayes made Layup.,34,38
18:57,57,KeVaughn Allen missed Three Point Jumper.,34,38
18:57,57,Devin Robinson Offensive Rebound.,34,38
18:47,52,Foul on Terance Mann.,34,38
18:47,57,John Egbunu made Free Throw.,35,38
18:47,57,John Egbunu made Free Throw.,36,38
18:37,52,Dwayne Bacon missed Layup.,36,38
18:37,57,Kasey Hill Defensive Rebound.,36,38
18:29,57,Devin Robinson made Layup. Assisted by Kasey Hill.,38,38
18:29,52,Foul on Michael Ojo.,38,38
18:29,57,Devin Robinson missed Free Throw.,38,38
18:29,52,Michael Ojo Defensive Rebound.,38,38
18:23,52,Terance Mann missed Layup.,38,38
18:23,57,John Egbunu Block.,38,38
18:23,57,John Egbunu Defensive Rebound.,38,38
18:14,57,Devin Robinson missed Layup.,38,38
18:14,52,Michael Ojo Block.,38,38
18:14,52,Dwayne Bacon Defensive Rebound.,38,38
18:14,52,Dwayne Bacon Turnover.,38,38
18:08,57,KeVaughn Allen missed Layup.,38,38
18:08,52,Jonathan Isaac Defensive Rebound.,38,38
17:55,52,Dwayne Bacon made Jumper.,38,40
17:42,57,Kasey Hill Turnover.,38,40
17:42,52,Terance Mann Steal.,38,40
17:37,52,Dwayne Bacon made Layup. Assisted by Michael Ojo.,38,42
17:28,57,KeVaughn Allen made Layup.,40,42
17:05,52,Michael Ojo made Dunk. Assisted by Xavier Rathan-Mayes.,40,44
16:39,57,KeVaughn Allen missed Layup.,40,44
16:39,52,Jonathan Isaac Defensive Rebound.,40,44
16:26,52,Dwayne Bacon made Layup.,40,46
16:26,57,Foul on Devin Robinson.,40,46
16:26,52,Dwayne Bacon made Free Throw.,40,47
16:20,57,Canyon Barry missed Jumper.,40,47
16:20,52,Christ Koumadje Block.,40,47
16:20,57,Florida Offensive Rebound.,40,47
16:10,57,Canyon Barry missed Three Point Jumper.,40,47
16:10,57,Kevarrius Hayes Offensive Rebound.,40,47
16:00,57,Jump Ball won by Florida,40,47
15:55,57,Justin Leon made Layup.,42,47
15:26,52,Terance Mann missed Layup.,42,47
15:26,57,Canyon Barry Defensive Rebound.,42,47
15:19,57,Chris Chiozza Turnover.,42,47
15:19,52,Braian Angola-Rodas Steal.,42,47
15:14,52,Terance Mann made Layup. Assisted by Braian Angola-Rodas.,42,49
15:14,57,Foul on Canyon Barry.,42,49
15:14,52,Official TV Timeout,42,49
15:14,52,Terance Mann made Free Throw.,42,50
15:03,57,John Egbunu made Dunk. Assisted by Canyon Barry.,44,50
15:03,52,Foul on Christ Koumadje.,44,50
15:03,57,John Egbunu missed Free Throw.,44,50
15:03,52,Terance Mann Defensive Rebound.,44,50
14:46,52,Trent Forrest made Jumper.,44,52
14:17,57,Canyon Barry missed Layup.,44,52
14:17,52,Braian Angola-Rodas Defensive Rebound.,44,52
14:11,52,Trent Forrest made Layup.,44,54
14:04,57,Technical Foul on Florida.,44,54
14:04,52,Terance Mann missed Free Throw.,44,54
14:04,52,Florida St Deadball Team Rebound.,44,54
14:04,52,Terance Mann missed Free Throw.,44,54
14:04,52,Florida St Deadball Team Rebound.,44,54
13:51,57,Canyon Barry missed Layup.,44,54
13:51,52,Braian Angola-Rodas Defensive Rebound.,44,54
13:46,52,Dwayne Bacon made Layup.,44,56
13:31,57,KeVaughn Allen made Layup.,46,56
13:17,57,Foul on Justin Leon.,46,56
13:09,52,Dwayne Bacon missed Jumper.,46,56
13:09,57,Chris Chiozza Defensive Rebound.,46,56
12:52,57,Devin Robinson missed Jumper.,46,56
12:52,52,Michael Ojo Defensive Rebound.,46,56
12:28,52,Braian Angola-Rodas missed Jumper.,46,56
12:28,52,Braian Angola-Rodas Offensive Rebound.,46,56
12:26,57,Foul on KeVaughn Allen.,46,56
12:20,52,Xavier Rathan-Mayes made Jumper.,46,58
12:05,52,Foul on Trent Forrest.,46,58
12:05,57,Devin Robinson made Free Throw.,47,58
12:05,57,Devin Robinson made Free Throw.,48,58
11:51,52,Xavier Rathan-Mayes made Three Point Jumper. Assisted by Braian Angola-Rodas.,48,61
11:41,57,Florida  Timeout,48,61
11:41,52,Official TV Timeout,48,61
11:28,57,Devin Robinson made Dunk. Assisted by Kasey Hill.,50,61
11:01,52,Dwayne Bacon missed Jumper.,50,61
11:01,52,Michael Ojo Offensive Rebound.,50,61
10:42,52,Florida St  Timeout,50,61
10:42,52,Official TV Timeout,50,61
10:42,52,Xavier Rathan-Mayes Turnover.,50,61
10:42,57,Chris Chiozza Steal.,50,61
10:37,57,Chris Chiozza made Layup.,52,61
10:10,52,Michael Ojo missed Layup.,52,61
10:10,52,Jonathan Isaac Offensive Rebound.,52,61
10:08,57,Foul on Devin Robinson.,52,61
10:08,52,Jonathan Isaac made Free Throw.,52,62
10:08,52,Jonathan Isaac made Free Throw.,52,63
10:08,57,Florida  Timeout,52,63
9:41,57,Kasey Hill missed Jumper.,52,63
9:41,52,Michael Ojo Defensive Rebound.,52,63
9:35,52,Trent Forrest missed Jumper.,52,63
9:35,52,Michael Ojo Offensive Rebound.,52,63
9:30,52,Michael Ojo missed Layup.,52,63
9:30,57,John Egbunu Defensive Rebound.,52,63
9:29,52,Foul on Michael Ojo.,52,63
9:15,57,Chris Chiozza made Jumper.,54,63
8:54,52,Jonathan Isaac missed Jumper.,54,63
8:54,57,Chris Chiozza Defensive Rebound.,54,63
8:41,57,Kevarrius Hayes missed Jumper.,54,63
8:41,52,Christ Koumadje Block.,54,63
8:41,57,Chris Chiozza Offensive Rebound.,54,63
8:33,57,Keith Stone made Layup. Assisted by Chris Chiozza.,56,63
8:30,57,Foul on Kasey Hill.,56,63
8:30,52,Trent Forrest made Free Throw.,56,64
8:30,52,Trent Forrest made Free Throw.,56,65
8:21,57,Canyon Barry missed Jumper.,56,65
8:21,52,Trent Forrest Defensive Rebound.,56,65
8:02,52,Dwayne Bacon made Jumper.,56,67
7:59,57,Foul on Canyon Barry.,56,67
7:59,52,Dwayne Bacon made Free Throw.,56,68
7:52,57,Chris Chiozza missed Three Point Jumper.,56,68
7:52,57,Kevarrius Hayes Offensive Rebound.,56,68
7:30,57,Kasey Hill made Jumper.,58,68
7:10,52,Dwayne Bacon made Layup.,58,70
6:54,57,Kevarrius Hayes made Layup. Assisted by Chris Chiozza.,60,70
6:31,52,Dwayne Bacon missed Three Point Jumper.,60,70
6:31,57,Kevarrius Hayes Defensive Rebound.,60,70
6:27,52,Foul on Christ Koumadje.,60,70
6:27,52,Official TV Timeout,60,70
5:56,57,Canyon Barry missed Jumper.,60,70
5:56,52,Christ Koumadje Defensive Rebound.,60,70
5:32,52,Xavier Rathan-Mayes missed Jumper.,60,70
5:32,57,Kevarrius Hayes Defensive Rebound.,60,70
5:22,57,Kasey Hill made Layup.,62,70
4:43,52,Jonathan Isaac Turnover.,62,70
4:28,57,Kasey Hill made Jumper.,64,70
4:02,52,Terance Mann made Layup.,64,72
4:02,57,Foul on Kevarrius Hayes.,64,72
4:02,52,Terance Mann made Free Throw.,64,73
3:52,57,KeVaughn Allen made Layup.,66,73
3:34,52,Dwayne Bacon made Jumper.,66,75
3:12,57,KeVaughn Allen made Three Point Jumper.,69,75
2:55,52,Christ Koumadje Turnover.,69,75
2:55,52,Official TV Timeout,69,75
2:44,57,KeVaughn Allen made Layup.,71,75
2:44,52,Foul on Xavier Rathan-Mayes.,71,75
2:44,57,KeVaughn Allen made Free Throw.,72,75
2:27,57,Foul on John Egbunu.,72,75
2:27,52,Jarquez Smith missed Free Throw.,72,75
2:27,52,Florida St Deadball Team Rebound.,72,75
2:27,52,Jarquez Smith missed Free Throw.,72,75
2:27,57,Devin Robinson Defensive Rebound.,72,75
2:12,57,KeVaughn Allen missed Layup.,72,75
2:12,52,Xavier Rathan-Mayes Defensive Rebound.,72,75
1:51,52,Jarquez Smith made Jumper. Assisted by Terance Mann.,72,77
1:36,57,Canyon Barry made Jumper.,74,77
1:05,52,Jonathan Isaac missed Three Point Jumper.,74,77
1:05,57,Kasey Hill Defensive Rebound.,74,77
0:44,57,KeVaughn Allen missed Three Point Jumper.,74,77
0:44,52,Terance Mann Defensive Rebound.,74,77
0:40,57,Foul on Canyon Barry.,74,77
0:40,52,Terance Mann made Free Throw.,74,78
0:40,52,Terance Mann made Free Throw.,74,79
0:36,57,KeVaughn Allen missed Layup.,74,79
0:36,57,Devin Robinson Offensive Rebound.,74,79
0:28,57,Devin Robinson missed Three Point Jumper.,74,79
0:28,52,Terance Mann Defensive Rebound.,74,79
0:28,57,Foul on Chris Chiozza.,74,79
0:28,52,Terance Mann missed Free Throw.,74,79
0:28,52,Florida St Deadball Team Rebound.,74,79
0:28,52,Terance Mann missed Free Throw.,74,79
0:28,57,Devin Robinson Defensive Rebound.,74,79
0:18,57,Kasey Hill missed Three Point Jumper.,74,79
0:18,52,Jonathan Isaac Defensive Rebound.,74,79
0:15,57,Foul on Devin Robinson.,74,79
0:15,52,Jonathan Isaac made Free Throw.,74,80
0:15,52,Jonathan Isaac made Free Throw.,74,81
0:10,57,John Egbunu made Three Point Jumper.,77,81
0:08,57,Florida  Timeout,77,81
0:05,57,Foul on Kevarrius Hayes.,77,81
0:05,52,Jonathan Isaac made Free Throw.,77,82
0:05,52,Jonathan Isaac made Free Throw.,77,83
0:00,52,Foul on Jarquez Smith.,77,83
0:00,57,KeVaughn Allen made Free Throw.,78,83
0:00,57,KeVaughn Allen missed Free Throw.,78,83
0:00,57,Keith Stone Offensive Rebound.,78,83
0:00,52,End of 2nd half,77,83
0:00,52,End of Game,78,83
