Northern Illinois,135,Minnesota,2459
3:48,2459,Laytwan Porter missed Jumper.,17,22
3:45,135,Eric Curry Defensive Rebound.,17,22
3:37,135,Dupree McBrayer Turnover.,17,22
3:37,135,Official TV Timeout,17,22
3:08,2459,Levi Bradley missed Three Point Jumper.,17,22
3:06,2459,Aaric Armstead Offensive Rebound.,17,22
2:55,2459,Levi Bradley missed Jumper.,17,22
2:52,135,Akeem Springs Defensive Rebound.,17,22
2:42,135,Reggie Lynch made Jumper. Assisted by Dupree McBrayer.,17,24
2:16,2459,Marshawn Wilson made Jumper.,19,24
1:57,135,Eric Curry Turnover.,19,24
1:57,2459,Noah McCarty Steal.,19,24
1:54,2459,Marshawn Wilson made Layup.,21,24
1:51,2459,Technical Foul on Marshawn Wilson.,21,24
1:51,135,Nate Mason made Free Throw.,21,25
1:51,135,Nate Mason made Free Throw.,21,26
1:38,2459,Foul on Aaric Armstead.,21,26
1:38,135,Dupree McBrayer made Free Throw.,21,27
1:38,135,Dupree McBrayer missed Free Throw.,21,27
1:35,135,Minnesota Offensive Rebound.,21,27
1:27,135,Nate Mason made Jumper.,21,29
1:04,2459,Dontel Highsmith made Layup.,23,29
0:50,135,Nate Mason missed Jumper.,23,29
0:47,2459,Justin Thomas Defensive Rebound.,23,29
0:47,2459,Northern Illinois  Timeout,23,29
0:22,2459,Jaylen Key missed Jumper.,23,29
0:19,135,Eric Curry Defensive Rebound.,23,29
0:16,135,Akeem Springs missed Dunk.,23,29
0:14,135,Nate Mason Offensive Rebound.,23,29
0:01,135,Nate Mason missed Three Point Jumper.,23,29
0:01,135,Minnesota Offensive Rebound.,23,29
0:00,135,End of 1st half,23,29
19:42,2459,Marin Maric missed Layup.,23,29
19:42,2459,Dontel Highsmith Offensive Rebound.,23,29
19:42,135,Foul on Jordan Murphy.,23,29
19:42,2459,Dontel Highsmith made Free Throw.,24,29
19:42,2459,Dontel Highsmith made Free Throw.,25,29
19:18,135,Dupree McBrayer Turnover.,25,29
19:18,2459,Dontel Highsmith Steal.,25,29
19:14,2459,Dontel Highsmith made Layup.,27,29
18:57,135,Jordan Murphy made Jumper. Assisted by Dupree McBrayer.,27,31
18:29,2459,Dontel Highsmith missed Jumper.,27,31
18:27,135,Jordan Murphy Defensive Rebound.,27,31
18:18,135,Reggie Lynch missed Layup.,27,31
18:17,135,Jordan Murphy Offensive Rebound.,27,31
18:17,135,Jordan Murphy missed Jumper.,27,31
18:15,2459,Justin Thomas Defensive Rebound.,27,31
18:10,2459,Justin Thomas made Layup.,29,31
17:49,135,Dupree McBrayer missed Jumper.,29,31
17:46,135,Jordan Murphy Offensive Rebound.,29,31
17:44,135,Jordan Murphy made Layup.,29,33
17:34,135,Foul on Reggie Lynch.,29,33
17:34,2459,Aaric Armstead missed Free Throw.,29,33
17:34,2459,Northern Illinois Deadball Team Rebound.,29,33
17:34,2459,Aaric Armstead made Free Throw.,30,33
17:21,135,Jordan Murphy made Layup. Assisted by Reggie Lynch.,30,35
17:05,2459,Aaric Armstead missed Jumper.,30,35
17:02,135,Nate Mason Defensive Rebound.,30,35
16:57,2459,Foul on Justin Thomas.,30,35
16:57,135,Nate Mason missed Free Throw.,30,35
16:57,135,Nate Mason made Free Throw.,30,36
16:57,135,Minnesota Deadball Team Rebound.,30,35
16:57,135,Nate Mason made Free Throw.,30,37
16:29,2459,Marshawn Wilson missed Jumper.,30,37
16:28,2459,Marin Maric Offensive Rebound.,30,37
16:28,135,Foul on Bakary Konate.,30,37
16:21,135,Foul on Amir Coffey.,30,37
16:11,2459,Levi Bradley Turnover.,30,37
16:11,135,Bakary Konate Steal.,30,37
16:04,135,Amir Coffey Turnover.,30,37
16:04,2459,Aaric Armstead Steal.,30,37
16:00,2459,Marshawn Wilson made Layup. Assisted by Aaric Armstead.,32,37
15:46,135,Akeem Springs made Three Point Jumper. Assisted by Nate Mason.,32,40
15:38,2459,Aaric Armstead Turnover.,32,40
15:38,135,Official TV Timeout,32,40
15:14,135,Amir Coffey Turnover.,32,40
15:14,2459,Marin Maric Steal.,32,40
15:09,135,Foul on Nate Mason.,32,40
15:09,2459,Justin Thomas missed Free Throw.,32,40
15:09,2459,Northern Illinois Deadball Team Rebound.,32,40
15:09,2459,Justin Thomas made Free Throw.,33,40
14:54,135,Akeem Springs made Layup.,33,42
14:38,2459,Dontel Highsmith made Layup.,35,42
14:24,135,Akeem Springs missed Three Point Jumper.,35,42
14:22,135,Jordan Murphy Offensive Rebound.,35,42
14:15,135,Amir Coffey missed Three Point Jumper.,35,42
14:14,2459,Justin Thomas Defensive Rebound.,35,42
14:14,135,Foul on Bakary Konate.,35,42
14:13,135,Amir Coffey missed Three Point Jumper.,35,42
13:44,2459,Justin Thomas missed Three Point Jumper.,35,42
13:41,135,Reggie Lynch Defensive Rebound.,35,42
13:29,135,Reggie Lynch made Layup. Assisted by Nate Mason.,35,44
13:23,2459,Northern Illinois  Timeout,35,44
13:23,135,Official TV Timeout,35,44
12:59,2459,Jaylen Key missed Dunk.,35,44
12:57,135,Akeem Springs Defensive Rebound.,35,44
12:35,2459,Foul on Jaylen Key.,35,44
12:35,135,Reggie Lynch made Free Throw.,35,45
12:35,135,Reggie Lynch made Free Throw.,35,46
12:31,2459,Dontel Highsmith Turnover.,35,46
12:31,135,Dupree McBrayer Steal.,35,46
12:19,2459,Foul on Aaric Armstead.,35,46
12:12,135,Akeem Springs Turnover.,35,46
12:12,2459,Marin Maric Steal.,35,46
12:10,2459,Marin Maric made Layup. Assisted by Dontel Highsmith.,37,46
12:10,135,Foul on Amir Coffey.,37,46
12:10,2459,Marin Maric made Free Throw.,38,46
11:51,135,Reggie Lynch missed Jumper.,38,46
11:48,2459,Aaric Armstead Defensive Rebound.,38,46
11:47,135,Official TV Timeout,38,46
11:29,2459,Marin Maric missed Three Point Jumper.,38,46
11:29,135,Reggie Lynch Block.,38,46
11:28,135,Michael Hurt Defensive Rebound.,38,46
11:28,2459,Foul on Austin Pauga.,38,46
11:11,2459,Foul on Marin Maric.,38,46
11:11,135,Reggie Lynch made Free Throw.,38,47
11:11,135,Reggie Lynch made Free Throw.,38,48
10:42,2459,Aaric Armstead missed Three Point Jumper.,38,48
10:39,135,Michael Hurt Defensive Rebound.,38,48
10:33,135,Eric Curry missed Layup.,38,48
10:32,135,Reggie Lynch Offensive Rebound.,38,48
10:32,2459,Foul on Marin Maric.,38,48
10:23,135,Akeem Springs missed Jumper.,38,48
10:21,135,Eric Curry Offensive Rebound.,38,48
10:21,135,Eric Curry missed Layup.,38,48
10:18,2459,Levi Bradley Defensive Rebound.,38,48
10:11,2459,Jaylen Key missed Jumper.,38,48
10:08,135,Reggie Lynch Defensive Rebound.,38,48
10:00,135,Dupree McBrayer made Jumper.,38,50
9:54,2459,Northern Illinois  Timeout,38,50
9:39,2459,Marshawn Wilson Turnover.,38,50
9:39,135,Akeem Springs Steal.,38,50
9:37,135,Foul on Akeem Springs.,38,50
9:37,135,Akeem Springs Turnover.,38,50
9:32,2459,Levi Bradley missed Three Point Jumper.,38,50
9:29,135,Reggie Lynch Defensive Rebound.,38,50
9:13,135,Eric Curry made Jumper. Assisted by Michael Hurt.,38,52
8:52,2459,Marshawn Wilson made Three Point Jumper. Assisted by Noah McCarty.,41,52
8:40,135,Minnesota  Timeout,41,52
8:26,2459,Foul on Marshawn Wilson.,41,52
8:26,135,Reggie Lynch made Free Throw.,41,53
8:26,135,Reggie Lynch missed Free Throw.,41,53
8:25,2459,Northern Illinois Defensive Rebound.,41,53
8:08,2459,Noah McCarty Turnover.,41,53
8:08,135,Akeem Springs Steal.,41,53
8:07,2459,Foul on Levi Bradley.,41,53
8:07,135,Dupree McBrayer made Free Throw.,41,54
8:07,135,Dupree McBrayer made Free Throw.,41,55
7:45,2459,Dontel Highsmith missed Three Point Jumper.,41,55
7:43,135,Jordan Murphy Defensive Rebound.,41,55
7:35,135,Official TV Timeout,41,55
7:35,2459,Foul on Justin Thomas.,41,55
7:35,135,Nate Mason made Free Throw.,41,56
7:35,135,Nate Mason made Free Throw.,41,57
7:20,2459,Jaylen Key missed Jumper.,41,57
7:17,135,Reggie Lynch Defensive Rebound.,41,57
6:59,135,Nate Mason missed Jumper.,41,57
6:56,2459,Justin Thomas Defensive Rebound.,41,57
6:54,2459,Justin Thomas Turnover.,41,57
6:54,135,Akeem Springs Steal.,41,57
6:51,2459,Foul on Marshawn Wilson.,41,57
6:51,135,Jordan Murphy made Free Throw.,41,58
6:51,135,Jordan Murphy made Free Throw.,41,59
6:33,2459,Marin Maric made Jumper. Assisted by Aaric Armstead.,43,59
6:14,135,Jordan Murphy missed Jumper.,43,59
6:12,135,Reggie Lynch Offensive Rebound.,43,59
6:11,135,Reggie Lynch made Dunk.,43,61
5:49,2459,Justin Thomas made Jumper.,45,61
5:28,135,Amir Coffey made Layup. Assisted by Nate Mason.,45,63
5:11,135,Foul on Reggie Lynch.,45,63
5:11,2459,Aaric Armstead made Free Throw.,46,63
5:11,2459,Aaric Armstead made Free Throw.,47,63
4:59,135,Reggie Lynch made Dunk. Assisted by Amir Coffey.,47,65
4:35,2459,Justin Thomas made Jumper.,49,65
4:28,135,Nate Mason made Layup.,49,67
4:28,2459,Foul on Levi Bradley.,49,67
4:28,135,Nate Mason made Free Throw.,49,68
3:58,2459,Marin Maric missed Jumper.,49,68
3:58,135,Reggie Lynch Block.,49,68
3:56,135,Reggie Lynch Defensive Rebound.,49,68
3:37,135,Official TV Timeout,49,68
3:37,2459,Foul on Marin Maric.,49,68
3:37,135,Amir Coffey made Free Throw.,49,69
3:37,135,Amir Coffey made Free Throw.,49,70
3:20,2459,Jaylen Key missed Jumper.,49,70
3:17,135,Bakary Konate Defensive Rebound.,49,70
3:06,135,Eric Curry Turnover.,49,70
3:06,2459,Austin Pauga Steal.,49,70
3:00,2459,Jaylen Key missed Layup.,49,70
2:57,135,Ahmad Gilbert Defensive Rebound.,49,70
2:53,135,Minnesota  Timeout,49,70
2:47,135,Bakary Konate made Dunk. Assisted by Amir Coffey.,49,72
2:34,135,Foul on Ahmad Gilbert.,49,72
2:34,2459,Marshawn Wilson made Free Throw.,50,72
2:34,2459,Marshawn Wilson made Free Throw.,51,72
2:22,135,Eric Curry missed Three Point Jumper.,51,72
2:18,2459,Justin Thomas Defensive Rebound.,51,72
2:13,2459,Justin Thomas missed Jumper.,51,72
2:13,135,Eric Curry Block.,51,72
2:11,135,Amir Coffey Defensive Rebound.,51,72
2:07,135,Eric Curry made Layup. Assisted by Amir Coffey.,51,74
1:58,2459,Marshawn Wilson missed Jumper.,51,74
1:55,2459,Northern Illinois Offensive Rebound.,51,74
1:34,2459,Marshawn Wilson made Three Point Jumper.,54,74
1:21,135,Ahmad Gilbert missed Three Point Jumper.,54,74
1:19,2459,Marshawn Wilson Defensive Rebound.,54,74
1:16,2459,Marshawn Wilson Turnover.,54,74
1:16,135,Amir Coffey Steal.,54,74
1:12,135,Amir Coffey Turnover.,54,74
1:12,2459,Austin Pauga Steal.,54,74
1:09,2459,Marshawn Wilson made Jumper. Assisted by Austin Pauga.,56,74
0:51,135,Ahmad Gilbert made Three Point Jumper. Assisted by Michael Hurt.,56,77
0:26,2459,Marshawn Wilson missed Three Point Jumper.,56,77
0:23,135,Amir Coffey Defensive Rebound.,56,77
0:00,135,End of Game,56,77
