Monmouth,2514,Quinnipiac,2405
11:40,2514,Daniel Harris missed Three Point Jumper.,15,11
11:40,2405,Justin Robinson Defensive Rebound.,15,11
11:32,2405,Justin Robinson Turnover.,15,11
11:31,2514,Daniel Harris Steal.,15,11
11:27,2514,Mikey Dixon missed Jumper.,15,11
11:27,2405,Pierre Sarr Defensive Rebound.,15,11
11:20,2405,Pierre Sarr missed Three Point Jumper.,15,11
11:20,2514,Daniel Harris Defensive Rebound.,15,11
11:09,2514,Chaise Daniels missed Jumper.,15,11
11:09,2405,Austin Tilghman Defensive Rebound.,15,11
10:58,2405,Chris Brady missed Jumper.,15,11
10:58,2514,Abdulai Bundu Defensive Rebound.,15,11
10:52,2514,Mikey Dixon missed Jumper.,15,11
10:52,2514,Abdulai Bundu Offensive Rebound.,15,11
10:47,2405,Foul on Pierre Sarr.,15,11
10:47,2514,Abdulai Bundu missed Free Throw.,15,11
10:47,2514,Quinnipiac Deadball Team Rebound.,15,11
10:47,2514,Abdulai Bundu made Free Throw.,15,12
10:37,2405,Justin Robinson missed Three Point Jumper.,15,12
10:37,2514,Daniel Harris Defensive Rebound.,15,12
10:30,2514,Peter Kiss missed Three Point Jumper.,15,12
10:30,2405,Monmouth Defensive Rebound.,15,12
10:12,2405,Collin Stewart made Three Point Jumper. Assisted by Justin Robinson.,18,12
10:02,2514,Daniel Harris missed Three Point Jumper.,18,12
10:02,2405,Pierre Sarr Defensive Rebound.,18,12
9:53,2405,Justin Robinson made Layup.,20,12
9:45,2514,Alain Chigha missed Three Point Jumper.,20,12
9:45,2514,Quinnipiac Offensive Rebound.,20,12
9:38,2514,Alain Chigha missed Jumper.,20,12
9:38,2514,Chaise Daniels Offensive Rebound.,20,12
9:35,2514,Chaise Daniels made Layup.,20,14
9:32,2405,Collin Stewart made Three Point Jumper. Assisted by Je'lon Hornbeak.,23,14
9:16,2514,Daniel Harris missed Three Point Jumper.,23,14
9:16,2405,Austin Tilghman Defensive Rebound.,23,14
9:08,2405,Pierre Sarr Turnover.,23,14
8:59,2514,Mikey Dixon missed Three Point Jumper.,23,14
8:59,2405,Pierre Sarr Defensive Rebound.,23,14
8:49,2405,Austin Tilghman missed Layup.,23,14
8:49,2514,Quinnipiac Defensive Rebound.,23,14
8:42,2405,Foul on Austin Tilghman.,23,14
8:42,2514,Alain Chigha missed Free Throw.,23,14
8:42,2514,Quinnipiac Offensive Rebound.,23,14
8:37,2514,Peter Kiss Turnover.,23,14
8:35,2405,Je'lon Hornbeak Steal.,23,14
8:31,2405,Sam Ibiezugbe made Layup. Assisted by Je'lon Hornbeak.,25,14
8:23,2514,Quinnipiac  Timeout,25,14
8:23,2514,Official TV Timeout,25,14
8:11,2405,Foul on Je'lon Hornbeak.,25,14
8:11,2514,Reggie Oliver made Free Throw.,25,15
8:11,2514,Reggie Oliver made Free Throw.,25,16
8:05,2405,Collin Stewart Turnover.,25,16
7:43,2514,Reggie Oliver Turnover.,25,16
7:41,2405,Je'lon Hornbeak Steal.,25,16
7:38,2405,Josh James missed Layup.,25,16
7:38,2514,Abdulai Bundu Block.,25,16
7:34,2405,Je'lon Hornbeak Offensive Rebound.,25,16
7:32,2405,Je'lon Hornbeak missed Layup.,25,16
7:32,2514,Chaise Daniels Defensive Rebound.,25,16
7:27,2514,Mikey Dixon made Three Point Jumper. Assisted by Reggie Oliver.,25,19
7:02,2405,Collin Stewart made Three Point Jumper. Assisted by Justin Robinson.,28,19
6:34,2514,Peter Kiss Turnover.,28,19
6:33,2405,Je'lon Hornbeak Steal.,28,19
6:30,2405,Justin Robinson Turnover.,28,19
6:20,2514,Mikey Dixon made Layup.,28,21
6:12,2405,Justin Robinson missed Jumper.,28,21
6:12,2405,Monmouth Offensive Rebound.,28,21
6:03,2405,Justin Robinson missed Jumper.,28,21
6:03,2514,Abdulai Bundu Defensive Rebound.,28,21
5:41,2514,Chaise Daniels missed Layup.,28,21
5:41,2514,Abdulai Bundu Offensive Rebound.,28,21
5:37,2514,Abdulai Bundu missed Layup.,28,21
5:37,2405,Mustapha Traore Defensive Rebound.,28,21
5:28,2405,Je'lon Hornbeak made Three Point Jumper.,31,21
5:14,2514,Mikey Dixon made Jumper.,31,23
5:07,2405,Justin Robinson Turnover.,31,23
5:01,2514,Mikey Dixon Turnover.,31,23
4:59,2405,Josh James Steal.,31,23
4:56,2405,Je'lon Hornbeak made Three Point Jumper.,34,23
4:46,2514,Reggie Oliver Turnover.,34,23
4:45,2405,Je'lon Hornbeak Steal.,34,23
4:42,2405,Je'lon Hornbeak made Three Point Jumper.,37,23
4:36,2514,Quinnipiac  Timeout,37,23
4:16,2405,Foul on Mustapha Traore.,37,23
4:16,2514,Peter Kiss made Free Throw.,37,24
4:16,2514,Peter Kiss made Free Throw.,37,25
4:06,2514,Foul on Alain Chigha.,37,25
3:45,2405,Chris Brady made Layup.,39,25
3:29,2514,Official TV Timeout,39,25
3:23,2514,Chaise Daniels made Layup.,39,27
3:21,2405,Foul on Chris Brady.,39,27
3:21,2514,Chaise Daniels made Free Throw.,39,28
3:04,2405,Mustapha Traore made Layup.,41,28
2:47,2405,Foul on Mustapha Traore.,41,28
2:47,2514,Peter Kiss made Free Throw.,41,29
2:47,2514,Peter Kiss made Free Throw.,41,30
2:28,2405,Diago Quinn missed Layup.,41,30
2:28,2405,Josh James Offensive Rebound.,41,30
2:19,2514,Foul on Peter Kiss.,41,30
2:19,2405,Micah Seaborn made Free Throw.,42,30
2:19,2405,Micah Seaborn made Free Throw.,43,30
2:02,2514,Mikey Dixon missed Jumper.,43,30
2:02,2405,Je'lon Hornbeak Defensive Rebound.,43,30
1:53,2405,Austin Tilghman missed Three Point Jumper.,43,30
1:53,2514,Peter Kiss Defensive Rebound.,43,30
1:35,2514,Peter Kiss made Three Point Jumper. Assisted by Daniel Harris.,43,33
1:14,2405,Josh James missed Jumper.,43,33
1:14,2514,Chaise Daniels Defensive Rebound.,43,33
0:59,2405,Foul on Diago Quinn.,43,33
0:59,2514,Peter Kiss missed Free Throw.,43,33
0:59,2514,Quinnipiac Deadball Team Rebound.,43,33
0:59,2514,Peter Kiss made Free Throw.,43,34
0:40,2405,Justin Robinson missed Jumper.,43,34
0:40,2405,Monmouth Offensive Rebound.,43,34
0:34,2514,Foul on Daniel Harris.,43,34
0:34,2405,Collin Stewart made Free Throw.,44,34
0:34,2405,Collin Stewart made Free Throw.,45,34
0:25,2514,Chaise Daniels missed Jumper.,45,34
0:25,2405,Collin Stewart Defensive Rebound.,45,34
0:05,2405,Justin Robinson missed Three Point Jumper.,45,34
0:05,2514,Abdulai Bundu Defensive Rebound.,45,34
0:00,2514,End of 1st half,45,34
19:52,2405,Josh James made Layup.,47,34
19:45,2514,Chaise Daniels Turnover.,47,34
19:41,2405,Justin Robinson Steal.,47,34
19:26,2514,Foul on Peter Kiss.,47,34
19:26,2405,Je'lon Hornbeak missed Free Throw.,47,34
19:26,2405,Monmouth Deadball Team Rebound.,47,34
19:26,2405,Je'lon Hornbeak made Free Throw.,48,34
19:00,2514,Donovan Smith Turnover.,48,34
18:58,2405,Josh James Steal.,48,34
18:52,2405,Micah Seaborn made Three Point Jumper. Assisted by Josh James.,51,34
18:47,2514,Quinnipiac  Timeout,51,34
18:47,2514,Official TV Timeout,51,34
18:40,2514,Peter Kiss Turnover.,51,34
18:31,2405,Je'lon Hornbeak missed Three Point Jumper.,51,34
18:31,2514,Donovan Smith Defensive Rebound.,51,34
18:18,2514,Phil Winston Turnover.,51,34
18:12,2405,Micah Seaborn missed Three Point Jumper.,51,34
18:12,2405,Justin Robinson Offensive Rebound.,51,34
18:03,2405,Je'lon Hornbeak made Three Point Jumper.,54,34
17:21,2514,Chaise Daniels missed Layup.,54,34
17:21,2514,Chaise Daniels Offensive Rebound.,54,34
17:18,2514,Chaise Daniels made Layup.,54,36
17:01,2405,Collin Stewart made Three Point Jumper. Assisted by Justin Robinson.,57,36
16:42,2514,Daniel Harris made Three Point Jumper. Assisted by Chaise Daniels.,57,39
16:15,2405,Chris Brady missed Jumper.,57,39
16:15,2514,Phil Winston Defensive Rebound.,57,39
16:09,2514,Peter Kiss missed Three Point Jumper.,57,39
16:09,2514,Phil Winston Offensive Rebound.,57,39
16:01,2514,Chaise Daniels missed Layup.,57,39
16:01,2514,Donovan Smith Offensive Rebound.,57,39
15:57,2514,Donovan Smith missed Layup.,57,39
15:57,2405,Josh James Defensive Rebound.,57,39
15:51,2405,Micah Seaborn made Layup. Assisted by Justin Robinson.,59,39
15:51,2514,Foul on Phil Winston.,59,39
15:51,2514,Official TV Timeout,59,39
15:51,2405,Micah Seaborn missed Free Throw.,59,39
15:51,2514,Donovan Smith Defensive Rebound.,59,39
15:32,2514,Chaise Daniels missed Layup.,59,39
15:32,2514,Donovan Smith Offensive Rebound.,59,39
15:28,2514,Donovan Smith missed Layup.,59,39
15:28,2405,Chris Brady Defensive Rebound.,59,39
15:24,2405,Justin Robinson made Layup.,61,39
15:03,2514,Peter Kiss missed Jumper.,61,39
15:03,2514,Donovan Smith Offensive Rebound.,61,39
14:57,2405,Foul on Collin Stewart.,61,39
14:57,2514,Donovan Smith missed Free Throw.,61,39
14:57,2514,Quinnipiac Deadball Team Rebound.,61,39
14:57,2514,Donovan Smith made Free Throw.,61,40
14:40,2405,Diago Quinn made Layup. Assisted by Collin Stewart.,63,40
14:21,2514,Daniel Harris missed Jumper.,63,40
14:21,2514,Quinnipiac Offensive Rebound.,63,40
14:10,2405,Foul on Justin Robinson.,63,40
13:57,2514,Daniel Harris missed Jumper.,63,40
13:57,2405,Collin Stewart Block.,63,40
13:54,2405,Diago Quinn Defensive Rebound.,63,40
13:42,2514,Foul on Chaise Daniels.,63,40
13:42,2405,Louie Pillari missed Free Throw.,63,40
13:42,2405,Monmouth Deadball Team Rebound.,63,40
13:42,2405,Louie Pillari made Free Throw.,64,40
13:30,2514,Chaise Daniels missed Layup.,64,40
13:30,2514,Chaise Daniels Offensive Rebound.,64,40
13:28,2514,Chaise Daniels made Layup.,64,42
13:05,2405,Louie Pillari missed Three Point Jumper.,64,42
13:05,2405,Collin Stewart Offensive Rebound.,64,42
12:58,2405,Collin Stewart made Layup.,66,42
12:46,2514,Mikey Dixon made Layup.,66,44
12:18,2405,Diago Quinn Turnover.,66,44
12:18,2405,Foul on Diago Quinn.,66,44
11:53,2405,Foul on Pierre Sarr.,66,44
11:53,2514,Official TV Timeout,66,44
11:36,2514,Andrew Robinson made Three Point Jumper. Assisted by Mikey Dixon.,66,47
11:27,2514,Foul on Andrew Robinson.,66,47
11:27,2405,Collin Stewart missed Free Throw.,66,47
11:27,2405,Monmouth Deadball Team Rebound.,66,47
11:27,2405,Collin Stewart made Free Throw.,67,47
11:10,2514,Andrew Robinson missed Three Point Jumper.,67,47
11:10,2405,Diago Quinn Defensive Rebound.,67,47
11:00,2405,Je'lon Hornbeak made Three Point Jumper.,70,47
10:39,2514,Alain Chigha missed Three Point Jumper.,70,47
10:39,2405,Louie Pillari Defensive Rebound.,70,47
10:30,2405,Diago Quinn Turnover.,70,47
10:18,2514,Peter Kiss made Jumper.,70,49
9:56,2405,Diago Quinn Turnover.,70,49
9:56,2405,Foul on Diago Quinn.,70,49
9:36,2514,Phil Winston Turnover.,70,49
9:27,2405,Mustapha Traore Turnover.,70,49
9:26,2514,Alain Chigha Steal.,70,49
9:17,2514,Phil Winston made Layup.,70,51
9:17,2405,Foul on Sam Ibiezugbe.,70,51
9:17,2514,Phil Winston made Free Throw.,70,52
9:08,2405,Je'lon Hornbeak made Layup.,72,52
8:55,2514,Andrew Robinson missed Three Point Jumper.,72,52
8:55,2405,Monmouth Deadball Team Rebound.,72,52
8:46,2514,Foul on Alain Chigha.,72,52
8:35,2405,Justin Robinson missed Three Point Jumper.,72,52
8:35,2514,Phil Winston Defensive Rebound.,72,52
8:23,2405,Foul on Sam Ibiezugbe.,72,52
8:23,2514,Phil Winston missed Free Throw.,72,52
8:23,2514,Quinnipiac Deadball Team Rebound.,72,52
8:23,2514,Phil Winston made Free Throw.,72,53
8:23,2405,Mustapha Traore Turnover.,72,53
8:21,2514,Mikey Dixon Steal.,72,53
8:20,2514,Mikey Dixon made Layup.,72,55
7:59,2514,Official TV Timeout,72,55
7:47,2405,Josh James Turnover.,72,55
7:46,2514,Daniel Harris Steal.,72,55
7:39,2514,Mikey Dixon missed Three Point Jumper.,72,55
7:39,2514,Donovan Smith Offensive Rebound.,72,55
7:34,2405,Foul on Chris Brady.,72,55
7:34,2514,Donovan Smith missed Free Throw.,72,55
7:34,2514,Quinnipiac Deadball Team Rebound.,72,55
7:34,2514,Donovan Smith made Free Throw.,72,56
7:21,2405,Micah Seaborn Turnover.,72,56
7:02,2514,Chaise Daniels missed Jumper.,72,56
7:02,2405,Je'lon Hornbeak Defensive Rebound.,72,56
6:52,2514,Foul on Chaise Daniels.,72,56
6:52,2405,Justin Robinson made Free Throw.,73,56
6:52,2405,Justin Robinson missed Free Throw.,73,56
6:52,2514,Donovan Smith Defensive Rebound.,73,56
6:31,2514,Donovan Smith made Layup.,73,58
6:14,2405,Je'lon Hornbeak missed Three Point Jumper.,73,58
6:14,2514,Mikey Dixon Defensive Rebound.,73,58
6:00,2405,Foul on Josh James.,73,58
6:00,2514,Donovan Smith missed Free Throw.,73,58
6:00,2405,Chris Brady Defensive Rebound.,73,58
5:43,2405,Justin Robinson missed Layup.,73,58
5:43,2405,Chris Brady Offensive Rebound.,73,58
5:30,2405,Justin Robinson missed Three Point Jumper.,73,58
5:30,2514,Andrew Robinson Defensive Rebound.,73,58
5:15,2514,Peter Kiss Turnover.,73,58
5:13,2405,Micah Seaborn Steal.,73,58
5:10,2405,Micah Seaborn made Layup.,75,58
4:58,2514,Mikey Dixon made Three Point Jumper.,75,61
4:30,2405,Micah Seaborn missed Layup.,75,61
4:30,2405,Chris Brady Offensive Rebound.,75,61
4:26,2405,Chris Brady made Layup.,77,61
4:07,2405,Foul on Je'lon Hornbeak.,77,61
4:07,2514,Mikey Dixon missed Free Throw.,77,61
4:07,2514,Quinnipiac Deadball Team Rebound.,77,61
4:07,2514,Mikey Dixon made Free Throw.,77,62
3:45,2514,Foul on Abdulai Bundu.,77,62
3:45,2514,Official TV Timeout,77,62
3:45,2405,Austin Tilghman missed Free Throw.,77,62
3:45,2405,Monmouth Deadball Team Rebound.,77,62
3:45,2405,Austin Tilghman made Free Throw.,78,62
3:29,2514,Mikey Dixon Turnover.,78,62
3:24,2405,Chris Brady made Free Throw.,79,62
3:24,2514,Foul on Mikey Dixon.,79,62
3:24,2405,Chris Brady made Free Throw.,80,62
3:09,2405,Foul on Micah Seaborn.,80,62
3:09,2514,Peter Kiss made Free Throw.,80,63
3:09,2514,Peter Kiss made Free Throw.,80,64
3:01,2514,Foul on Peter Kiss.,80,64
3:01,2405,Justin Robinson missed Free Throw.,80,64
3:01,2514,Andrew Robinson Defensive Rebound.,80,64
2:56,2514,Andrew Robinson missed Three Point Jumper.,80,64
2:56,2514,Daniel Harris Offensive Rebound.,80,64
2:52,2514,Daniel Harris missed Layup.,80,64
2:52,2405,Chris Brady Block.,80,64
2:50,2405,Justin Robinson Defensive Rebound.,80,64
2:47,2405,Micah Seaborn made Layup. Assisted by Justin Robinson.,82,64
2:35,2514,Mikey Dixon Turnover.,82,64
2:33,2405,Justin Robinson Steal.,82,64
2:31,2405,Micah Seaborn made Three Point Jumper. Assisted by Justin Robinson.,85,64
2:13,2405,Foul on Justin Robinson.,85,64
2:13,2514,Mikey Dixon missed Free Throw.,85,64
2:13,2514,Quinnipiac Deadball Team Rebound.,85,64
2:13,2514,Mikey Dixon made Free Throw.,85,65
1:55,2514,Foul on Peter Kiss.,85,65
1:55,2405,Austin Tilghman made Free Throw.,86,65
1:55,2405,Austin Tilghman made Free Throw.,87,65
1:39,2405,Diago Quinn missed Three Point Jumper.,87,65
1:39,2514,Donovan Smith Defensive Rebound.,87,65
1:15,2405,Louie Pillari missed Layup.,87,65
1:15,2405,Louie Pillari Offensive Rebound.,87,65
1:13,2405,Louie Pillari made Layup.,89,65
1:07,2514,Daniel Harris missed Three Point Jumper.,89,65
1:07,2405,Pierre Sarr Defensive Rebound.,89,65
0:58,2405,Louie Pillari Turnover.,89,65
0:56,2514,Mikey Dixon Steal.,89,65
0:54,2514,Andrew Robinson made Layup.,89,67
0:43,2514,Foul on Ja'Kwan Jones.,89,67
0:43,2405,Mustapha Traore missed Free Throw.,89,67
0:43,2405,Monmouth Deadball Team Rebound.,89,67
0:43,2405,Mustapha Traore made Free Throw.,90,67
0:28,2514,Greg Tarca made Layup.,90,69
0:20,2405,Daniel Pillari missed Jumper.,90,69
0:20,2405,Diago Quinn Offensive Rebound.,90,69
0:18,2514,Foul on Phil Winston.,90,69
0:18,2405,Diago Quinn missed Free Throw.,90,69
0:18,2405,Monmouth Deadball Team Rebound.,90,69
0:18,2405,Diago Quinn made Free Throw.,91,69
0:16,2514,Peter Kiss made Three Point Jumper.,91,72
0:00,2514,End of Game,91,72
