Johnson &amp; Wales (NC),Error,Presbyterian College,2506
16:58,2506,Foul on Jo'Vontae Millner.,4,8
16:58,-1,Alcyone Moore missed Layup.,4,8
16:58,2506,Ed Drew Defensive Rebound.,4,8
16:54,2506,Will Adams missed Three Point Jumper.,4,8
16:54,-1,Majerle Poole Defensive Rebound.,4,8
16:49,-1,Rickey Porter made Jumper.,6,8
16:42,-1,Foul on Majerle Poole.,6,8
16:26,2506,Will Adams missed Three Point Jumper.,6,8
16:26,2506,Ed Drew Offensive Rebound.,6,8
16:21,2506,Ed Drew made Layup.,6,10
16:05,-1,Rickey Porter made Layup.,8,10
15:48,2506,Ed Drew made Layup.,8,12
15:31,-1,Rickey Porter Turnover.,8,12
15:31,-1,Foul on Rickey Porter.,8,12
15:11,2506,Official TV Timeout,8,12
14:54,2506,Ruben Arroyo made Layup.,8,14
14:29,-1,Jayvoine Parker made Layup.,10,14
14:13,2506,Will Adams missed Jumper.,10,14
14:13,2506,Ed Drew Offensive Rebound.,10,14
14:08,2506,Ed Drew made Layup.,10,16
13:59,-1,Majerle Poole Turnover.,10,16
13:57,2506,Jaron Withers Steal.,10,16
13:55,-1,Foul on Jayvoine Parker.,10,16
13:55,2506,Will Adams made Free Throw.,10,17
13:55,2506,Will Adams made Free Throw.,10,18
13:31,-1,James Veal made Jumper.,12,18
13:31,2506,Foul on Ed Drew.,12,18
13:31,-1,James Veal made Free Throw.,13,18
12:58,2506,Presbyterian  Turnover.,13,18
12:46,-1,Alcyone Moore missed Three Point Jumper.,13,18
12:46,2506,Jaron Withers Defensive Rebound.,13,18
12:35,-1,Foul on Deion Gilchrist.,13,18
12:33,2506,Ed Drew made Dunk. Assisted by Reggie Dillard.,13,20
12:14,-1,Javon Smith made Jumper.,15,20
11:54,2506,JC Younger missed Three Point Jumper.,15,20
11:54,-1,Javon Smith Defensive Rebound.,15,20
11:34,2506,Foul on Ruben Arroyo.,15,20
11:34,2506,Official TV Timeout,15,20
11:34,-1,missed Free Throw.,15,20
11:34,-1,Johnson & Wales (NC) Deadball Team Rebound.,15,20
11:34,-1,missed Free Throw.,15,20
11:34,2506,Jaron Withers Defensive Rebound.,15,20
11:30,2506,Reggie Dillard Turnover.,15,20
11:28,-1,Christian Creswell Steal.,15,20
11:25,-1,missed Jumper.,15,20
11:25,2506,Austin Venable Block.,15,20
11:25,-1,Johnson & Wales (NC) Offensive Rebound.,15,20
11:06,-1,missed Jumper.,15,20
11:06,-1,Christian Creswell Offensive Rebound.,15,20
11:03,-1,Christian Creswell missed Jumper.,15,20
11:03,2506,Reggie Dillard Defensive Rebound.,15,20
11:03,-1,Foul on Christian Creswell.,15,20
11:03,2506,Reggie Dillard made Free Throw.,15,21
11:03,2506,Reggie Dillard made Free Throw.,15,22
10:40,-1,Tory Whiting Turnover.,15,22
10:15,2506,Reggie Dillard made Three Point Jumper. Assisted by Austin Venable.,15,25
9:59,-1,missed Jumper.,15,25
9:59,2506,Reggie Dillard Defensive Rebound.,15,25
9:50,2506,Jaron Withers missed Layup.,15,25
9:50,2506,Jo'Vontae Millner Offensive Rebound.,15,25
9:47,2506,Jo'Vontae Millner made Layup.,15,27
9:44,-1,Johnson & Wales (NC)  Timeout,15,27
9:29,-1,Tory Whiting missed Jumper.,15,27
9:29,2506,Austin Venable Defensive Rebound.,15,27
9:21,2506,JC Younger missed Three Point Jumper.,15,27
9:21,-1,Javon Smith Defensive Rebound.,15,27
9:14,-1,missed Layup.,15,27
9:14,2506,JC Younger Block.,15,27
9:12,-1,Tory Whiting Offensive Rebound.,15,27
9:02,2506,Foul on Reggie Dillard.,15,27
8:55,-1,Deion Gilchrist made Jumper.,17,27
8:30,2506,Jo'Vontae Millner Turnover.,17,27
8:29,-1,Majerle Poole Steal.,17,27
8:21,-1,Alcyone Moore missed Jumper.,17,27
8:21,2506,Will Adams Defensive Rebound.,17,27
8:12,2506,Jo'Vontae Millner made Three Point Jumper. Assisted by JC Younger.,17,30
7:57,-1,Jayvoine Parker missed Three Point Jumper.,17,30
7:57,-1,Alcyone Moore Offensive Rebound.,17,30
7:48,-1,Deion Gilchrist missed Three Point Jumper.,17,30
7:48,2506,JC Younger Defensive Rebound.,17,30
7:44,-1,Foul on Jayvoine Parker.,17,30
7:44,2506,Official TV Timeout,17,30
7:44,2506,JC Younger made Free Throw.,17,31
7:44,2506,JC Younger made Free Throw.,17,32
7:32,-1,Alcyone Moore missed Layup.,17,32
7:32,-1,James Veal Offensive Rebound.,17,32
7:29,-1,James Veal made Layup.,19,32
7:07,2506,Jo'Vontae Millner made Jumper. Assisted by JC Younger.,19,34
6:53,-1,Alcyone Moore made Jumper.,21,34
6:30,2506,Jo'Vontae Millner made Layup. Assisted by Darius Moore.,21,36
6:13,2506,Foul on Will Adams.,21,36
6:13,-1,Majerle Poole made Free Throw.,22,36
6:13,-1,Majerle Poole missed Free Throw.,22,36
6:13,2506,JC Younger Defensive Rebound.,22,36
5:48,2506,Darius Moore made Three Point Jumper. Assisted by Jo'Vontae Millner.,22,39
5:45,-1,Alcyone Moore Turnover.,22,39
5:43,2506,Jo'Vontae Millner made Layup. Assisted by Darius Moore.,22,41
5:23,-1,Alcyone Moore made Jumper.,24,41
5:22,2506,Foul on JC Younger.,24,41
5:22,-1,Alcyone Moore made Free Throw.,25,41
5:09,2506,Will Adams missed Three Point Jumper.,25,41
5:09,2506,Jaron Withers Offensive Rebound.,25,41
5:08,-1,Foul on Majerle Poole.,25,41
5:08,2506,Jaron Withers made Free Throw.,25,42
5:08,2506,Jaron Withers made Free Throw.,25,43
4:56,-1,Majerle Poole missed Jumper.,25,43
4:56,2506,Presbyterian Defensive Rebound.,25,43
4:38,-1,Foul on Alcyone Moore.,25,43
4:38,2506,Jo'Vontae Millner missed Free Throw.,25,43
4:38,2506,Presbyterian Deadball Team Rebound.,25,43
4:38,2506,Jo'Vontae Millner made Free Throw.,25,44
4:22,-1,Deion Gilchrist missed Three Point Jumper.,25,44
4:22,-1,Alcyone Moore Offensive Rebound.,25,44
4:16,-1,Deion Gilchrist made Layup. Assisted by Alcyone Moore.,27,44
4:04,2506,Darius Moore missed Layup.,27,44
4:04,-1,James Veal Block.,27,44
4:02,-1,Alcyone Moore Defensive Rebound.,27,44
3:49,-1,Deion Gilchrist Turnover.,27,44
3:49,2506,Official TV Timeout,27,44
3:24,2506,Jaron Withers made Three Point Jumper. Assisted by Will Adams.,27,47
3:08,-1,Alcyone Moore missed Jumper.,27,47
3:08,2506,Darius Moore Defensive Rebound.,27,47
3:00,-1,Foul on Deion Gilchrist.,27,47
3:00,2506,Jaron Withers missed Free Throw.,27,47
3:00,2506,Presbyterian Deadball Team Rebound.,27,47
3:00,2506,Jaron Withers missed Free Throw.,27,47
3:00,2506,Armel TeTe Offensive Rebound.,27,47
2:58,-1,Foul on James Veal.,27,47
2:58,2506,Armel TeTe made Free Throw.,27,48
2:58,2506,Armel TeTe made Free Throw.,27,49
2:41,-1,Deion Gilchrist missed Jumper.,27,49
2:41,2506,Jaron Withers Defensive Rebound.,27,49
2:22,2506,Armel TeTe Turnover.,27,49
2:22,-1,Jarrett Ballard Steal.,27,49
2:09,-1,Christian Creswell missed Layup.,27,49
2:09,2506,Armel TeTe Defensive Rebound.,27,49
2:02,2506,Darius Moore Turnover.,27,49
2:00,-1,Jarrett Ballard Steal.,27,49
1:51,-1,Christian Creswell made Layup.,29,49
1:25,2506,Armel TeTe Turnover.,29,49
1:22,-1,Deion Gilchrist Steal.,29,49
1:05,-1,Deion Gilchrist missed Layup.,29,49
1:05,-1,Javon Smith Offensive Rebound.,29,49
1:02,-1,Javon Smith missed Layup.,29,49
1:02,-1,Javon Smith Offensive Rebound.,29,49
0:59,-1,Javon Smith made Two Point Tip Shot.,31,49
0:52,2506,Will Adams made Three Point Jumper. Assisted by Darius Moore.,31,52
0:31,-1,James Veal made Jumper. Assisted by Deion Gilchrist.,33,52
0:00,2506,Darius Moore made Jumper.,33,54
0:00,2506,End of 1st half,33,54
19:48,2506,Reggie Dillard missed Layup.,33,54
19:48,-1,Jayvoine Parker Block.,33,54
19:46,-1,Jayvoine Parker Defensive Rebound.,33,54
19:32,-1,Rickey Porter missed Jumper.,33,54
19:32,2506,Armel TeTe Defensive Rebound.,33,54
19:26,2506,Will Adams missed Three Point Jumper.,33,54
19:26,-1,Deion Gilchrist Defensive Rebound.,33,54
19:16,2506,Foul on Will Adams.,33,54
18:57,-1,Rickey Porter made Layup.,35,54
18:33,2506,Jo'Vontae Millner missed Jumper.,35,54
18:33,2506,Armel TeTe Offensive Rebound.,35,54
18:30,2506,Armel TeTe made Layup.,35,56
18:15,-1,Deion Gilchrist Turnover.,35,56
17:57,2506,Reggie Dillard made Layup.,35,58
17:37,-1,Jayvoine Parker missed Layup.,35,58
17:37,2506,Armel TeTe Block.,35,58
17:35,-1,Rickey Porter Offensive Rebound.,35,58
17:34,2506,Foul on Armel TeTe.,35,58
17:34,-1,Rickey Porter made Free Throw.,36,58
17:34,-1,Rickey Porter missed Free Throw.,36,58
17:34,2506,JC Younger Defensive Rebound.,36,58
17:21,2506,Armel TeTe missed Jumper.,36,58
17:21,-1,Johnson & Wales (NC) Defensive Rebound.,36,58
17:08,-1,Alcyone Moore Turnover.,36,58
16:46,2506,Reggie Dillard missed Layup.,36,58
16:46,-1,Rickey Porter Defensive Rebound.,36,58
16:38,2506,Foul on Ed Drew.,36,58
16:38,-1,Alcyone Moore made Free Throw.,37,58
16:38,-1,Alcyone Moore missed Free Throw.,37,58
16:38,2506,JC Younger Defensive Rebound.,37,58
16:32,-1,Foul on Jayvoine Parker.,37,58
16:30,-1,Foul on Christian Creswell.,37,58
16:30,2506,Ed Drew made Free Throw.,37,59
16:30,2506,Ed Drew made Free Throw.,37,60
16:16,-1,Rickey Porter missed Jumper.,37,60
16:16,2506,JC Younger Defensive Rebound.,37,60
16:08,2506,Jo'Vontae Millner made Three Point Jumper. Assisted by Reggie Dillard.,37,63
15:57,-1,Deion Gilchrist missed Layup.,37,63
15:57,2506,Ed Drew Defensive Rebound.,37,63
15:40,2506,Jo'Vontae Millner missed Three Point Jumper.,37,63
15:40,-1,Johnson & Wales (NC) Defensive Rebound.,37,63
15:36,2506,Official TV Timeout,37,63
15:10,-1,Alcyone Moore made Three Point Jumper. Assisted by Deion Gilchrist.,40,63
14:46,2506,Ed Drew made Layup. Assisted by JC Younger.,40,65
14:46,-1,Foul on Christian Creswell.,40,65
14:46,2506,Ed Drew made Free Throw.,40,66
14:39,-1,Alcyone Moore made Jumper.,42,66
14:12,2506,Ed Drew made Layup. Assisted by Will Adams.,42,68
14:12,-1,Foul on Christian Creswell.,42,68
14:12,2506,Ed Drew made Free Throw.,42,69
13:54,-1,Rickey Porter missed Jumper.,42,69
13:54,2506,Reggie Dillard Defensive Rebound.,42,69
13:48,2506,Reggie Dillard Turnover.,42,69
13:46,-1,Jayvoine Parker Steal.,42,69
13:36,-1,Jayvoine Parker missed Three Point Jumper.,42,69
13:36,2506,Reggie Dillard Defensive Rebound.,42,69
13:29,2506,Ed Drew made Dunk. Assisted by Reggie Dillard.,42,71
13:18,-1,Jonathan Paramore Turnover.,42,71
13:02,2506,Will Adams missed Three Point Jumper.,42,71
13:02,-1,Rickey Porter Defensive Rebound.,42,71
12:41,-1,Jonathan Paramore Turnover.,42,71
12:41,-1,Foul on Jonathan Paramore.,42,71
12:24,2506,Jaron Withers missed Jumper.,42,71
12:24,-1,Jonathan Paramore Defensive Rebound.,42,71
12:20,-1,Jonathan Paramore Turnover.,42,71
12:16,2506,Will Adams missed Jumper.,42,71
12:16,2506,Jaron Withers Offensive Rebound.,42,71
12:13,2506,Jaron Withers made Layup.,42,73
12:00,-1,Jayvoine Parker Turnover.,42,73
11:45,2506,Ruben Arroyo made Layup. Assisted by Darius Moore.,42,75
11:29,-1,Jayvoine Parker made Jumper.,44,75
11:08,2506,Darius Moore missed Three Point Jumper.,44,75
11:08,-1,Jayvoine Parker Defensive Rebound.,44,75
11:06,2506,Foul on Ruben Arroyo.,44,75
11:06,2506,Official TV Timeout,44,75
10:52,-1,James Veal missed Layup.,44,75
10:52,-1,James Veal Offensive Rebound.,44,75
10:48,-1,James Veal Turnover.,44,75
10:47,2506,Ruben Arroyo Steal.,44,75
10:43,2506,Jaron Withers missed Three Point Jumper.,44,75
10:43,2506,Darius Moore Offensive Rebound.,44,75
10:32,2506,Austin Venable made Jumper.,44,77
10:17,-1,Jayvoine Parker missed Three Point Jumper.,44,77
10:17,2506,Jaron Withers Defensive Rebound.,44,77
10:07,2506,Jaron Withers missed Layup.,44,77
10:07,2506,Ruben Arroyo Offensive Rebound.,44,77
10:05,2506,Ruben Arroyo missed Layup.,44,77
10:05,2506,Austin Venable Offensive Rebound.,44,77
10:02,-1,Foul on Jayvoine Parker.,44,77
10:02,2506,Austin Venable made Free Throw.,44,78
10:02,2506,Austin Venable made Free Throw.,44,79
9:51,-1,Jonathan Paramore Turnover.,44,79
9:50,2506,Darius Moore Steal.,44,79
9:48,2506,Austin Venable Turnover.,44,79
9:35,-1,Jonathan Paramore made Three Point Jumper. Assisted by Chris Greer.,47,79
9:15,2506,Darius Moore Turnover.,47,79
9:13,-1,Jonathan Paramore Steal.,47,79
9:10,-1,Chris Greer missed Three Point Jumper.,47,79
9:10,2506,Ruben Arroyo Defensive Rebound.,47,79
9:03,2506,JC Younger Turnover.,47,79
9:03,2506,Foul on JC Younger.,47,79
8:45,2506,Foul on Jaron Withers.,47,79
8:45,-1,Majerle Poole missed Free Throw.,47,79
8:45,-1,Johnson & Wales (NC) Deadball Team Rebound.,47,79
8:45,-1,Majerle Poole made Free Throw.,48,79
8:34,2506,Ruben Arroyo made Layup. Assisted by Will Adams.,48,81
8:34,-1,Foul on  .,48,81
8:34,2506,Ruben Arroyo made Free Throw.,48,82
8:21,-1,Miles Myrick Turnover.,48,82
8:19,2506,Austin Venable Steal.,48,82
8:12,-1,Foul on Miles Myrick.,48,82
8:12,2506,Austin Venable made Free Throw.,48,83
8:12,2506,Austin Venable made Free Throw.,48,84
7:56,-1,Rickey Porter missed Jumper.,48,84
7:56,2506,Will Adams Defensive Rebound.,48,84
7:38,-1,Foul on Rickey Porter.,48,84
7:38,2506,Official TV Timeout,48,84
7:38,2506,Darius Moore made Free Throw.,48,85
7:38,2506,Darius Moore missed Free Throw.,48,85
7:38,-1,James Veal Defensive Rebound.,48,85
7:17,-1,missed Three Point Jumper.,48,85
7:17,-1,Chris Greer Offensive Rebound.,48,85
7:14,2506,Foul on Will Adams.,48,85
7:14,-1,Chris Greer made Free Throw.,49,85
7:14,-1,Chris Greer missed Free Throw.,49,85
7:14,2506,Ruben Arroyo Defensive Rebound.,49,85
7:05,2506,Ruben Arroyo missed Jumper.,49,85
7:05,2506,Austin Venable Offensive Rebound.,49,85
7:01,2506,Darius Moore made Three Point Jumper. Assisted by Will Adams.,49,88
6:45,-1,Alcyone Moore missed Layup.,49,88
6:45,2506,Austin Venable Block.,49,88
6:39,2506,Darius Moore Defensive Rebound.,49,88
6:30,2506,Will Adams made Three Point Jumper. Assisted by Ruben Arroyo.,49,91
6:11,-1,Miles Myrick missed Layup.,49,91
6:11,2506,Armel TeTe Defensive Rebound.,49,91
6:05,-1,Foul on Chris Greer.,49,91
6:05,2506,Ruben Arroyo made Free Throw.,49,92
5:49,2506,Foul on Ruben Arroyo.,49,92
5:49,-1,Christian Creswell missed Free Throw.,49,92
5:49,-1,Johnson & Wales (NC) Offensive Rebound.,49,92
5:36,-1,Chris Greer made Three Point Jumper. Assisted by Jarrett Ballard.,52,92
5:17,-1,Foul on Christian Creswell.,52,92
5:17,2506,Stephen Osu missed Free Throw.,52,92
5:17,2506,Presbyterian Deadball Team Rebound.,52,92
5:17,2506,Stephen Osu made Free Throw.,52,93
5:03,2506,Foul on JC Younger.,52,93
5:03,-1,Jonathan Paramore made Free Throw.,53,93
5:03,-1,Jonathan Paramore missed Free Throw.,53,93
5:03,2506,Ruben Arroyo Defensive Rebound.,53,93
4:43,2506,Stephen Osu missed Jumper.,53,93
4:43,-1,Davian Bryan Defensive Rebound.,53,93
4:35,-1,Jarrett Ballard Turnover.,53,93
4:32,2506,Ruben Arroyo Steal.,53,93
4:18,2506,Ruben Arroyo made Three Point Jumper. Assisted by Stephen Osu.,53,96
4:00,2506,Foul on JC Younger.,53,96
4:00,-1,Jonathan Paramore made Free Throw.,54,96
4:00,-1,Jonathan Paramore made Free Throw.,55,96
3:45,2506,Brent Carraway made Jumper.,55,98
3:45,-1,Foul on Malik Bullock.,55,98
3:45,2506,Official TV Timeout,55,98
3:45,2506,Brent Carraway missed Free Throw.,55,98
3:45,-1,Jonathan Paramore Defensive Rebound.,55,98
3:26,-1,James Veal made Layup. Assisted by Jarrett Ballard.,57,98
3:13,2506,Brent Carraway made Three Point Jumper. Assisted by Darius Moore.,57,101
2:39,-1,Jonathan Paramore missed Three Point Jumper.,57,101
2:39,2506,Presbyterian Defensive Rebound.,57,101
2:28,-1,Foul on Jonathan Paramore.,57,101
2:28,2506,Darius Moore made Free Throw.,57,102
2:28,2506,Darius Moore missed Free Throw.,57,102
2:28,-1,Malik Bullock Defensive Rebound.,57,102
2:19,2506,Foul on Darius Moore.,57,102
2:19,-1,Jarrett Ballard missed Free Throw.,57,102
2:19,-1,Johnson & Wales (NC) Deadball Team Rebound.,57,102
2:19,-1,Jarrett Ballard missed Free Throw.,57,102
2:19,2506,Ruben Arroyo Defensive Rebound.,57,102
2:02,2506,Stephen Osu made Layup. Assisted by Ruben Arroyo.,57,104
1:52,-1,Davian Bryan Turnover.,57,104
1:52,-1,Foul on Davian Bryan.,57,104
1:45,2506,Darius Moore missed Jumper.,57,104
1:45,-1,Jarrett Ballard Defensive Rebound.,57,104
1:34,-1,Malik Bullock made Three Point Jumper.,60,104
1:11,2506,Darius Moore Turnover.,60,104
1:09,-1,Malik Bullock Steal.,60,104
1:06,-1,Jonathan Paramore missed Layup.,60,104
1:06,2506,Ruben Arroyo Block.,60,104
1:04,2506,Stephen Osu Defensive Rebound.,60,104
0:48,-1,Foul on James Veal.,60,104
0:48,2506,Ruben Arroyo missed Free Throw.,60,104
0:48,2506,Presbyterian Deadball Team Rebound.,60,104
0:48,2506,Ruben Arroyo made Free Throw.,60,105
0:39,2506,Foul on JC Younger.,60,105
0:39,-1,Jonathan Paramore missed Free Throw.,60,105
0:39,-1,Johnson & Wales (NC) Deadball Team Rebound.,60,105
0:39,-1,Jonathan Paramore missed Free Throw.,60,105
0:39,2506,Darius Moore Defensive Rebound.,60,105
0:32,-1,Foul on Jonathan Paramore.,60,105
0:32,2506,Darius Moore made Free Throw.,60,106
0:32,2506,Darius Moore made Free Throw.,60,107
0:24,-1,Jonathan Paramore missed Three Point Jumper.,60,107
0:24,-1,Davian Bryan Offensive Rebound.,60,107
0:18,-1,Malik Bullock made Three Point Jumper. Assisted by Davian Bryan.,63,107
0:00,2506,End of Game,63,107
