Stephen F. Austin,8,Arkansas,2617
7:41,2617,Kevon Harris made Layup. Assisted by Dallas Cameron.,16,25
7:11,2617,Foul on TJ Holyfield.,16,25
7:11,8,Moses Kingsley made Free Throw.,16,26
7:11,8,Moses Kingsley made Free Throw.,16,27
6:48,8,Foul on Moses Kingsley.,16,27
6:48,2617,TJ Holyfield missed Free Throw.,16,27
6:48,8,Manuale Watkins Defensive Rebound.,16,27
6:37,8,Dustin Thomas missed Jumper.,16,27
6:37,8,Manuale Watkins Offensive Rebound.,16,27
6:34,8,Manuale Watkins missed Jumper.,16,27
6:34,8,Arkansas Offensive Rebound.,16,27
6:25,8,Dustin Thomas Turnover.,16,27
5:57,2617,Aaron Augustin missed Three Point Jumper.,16,27
5:57,2617,TJ Holyfield Offensive Rebound.,16,27
5:54,2617,TJ Holyfield made Layup.,18,27
5:28,8,Manuale Watkins missed Jumper.,18,27
5:28,2617,Stephen F. Austin Defensive Rebound.,18,27
5:11,2617,Ivan Canete Turnover.,18,27
5:10,8,Daryl Macon Steal.,18,27
5:07,8,Anton Beard made Jumper. Assisted by Daryl Macon.,18,29
4:59,2617,Ivan Canete missed Jumper.,18,29
4:59,2617,TJ Holyfield Offensive Rebound.,18,29
4:51,2617,Ivan Canete made Layup.,20,29
4:44,8,Jaylen Barford missed Three Point Jumper.,20,29
4:44,2617,Stephen F. Austin Defensive Rebound.,20,29
4:19,2617,Ivan Canete missed Three Point Jumper.,20,29
4:19,8,Moses Kingsley Defensive Rebound.,20,29
4:10,8,Anton Beard missed Three Point Jumper.,20,29
4:10,8,Arkansas Offensive Rebound.,20,29
3:47,8,Daryl Macon Turnover.,20,29
3:30,2617,TJ Holyfield missed Three Point Jumper.,20,29
3:30,8,Moses Kingsley Defensive Rebound.,20,29
3:22,2617,Foul on Ivan Canete.,20,29
3:22,8,Official TV Timeout,20,29
3:22,8,Jaylen Barford made Free Throw.,20,30
3:22,8,Jaylen Barford missed Free Throw.,20,30
3:22,2617,TJ Holyfield Defensive Rebound.,20,30
2:52,2617,Stephen F. Austin  Turnover.,20,30
2:28,8,Arlando Cook missed Jumper.,20,30
2:28,2617,TJ Holyfield Defensive Rebound.,20,30
2:16,2617,Samuli Nieminen made Layup. Assisted by TJ Holyfield.,22,30
2:03,8,Jaylen Barford Turnover.,22,30
1:49,2617,Samuli Nieminen made Layup. Assisted by TJ Holyfield.,24,30
1:46,8,Arkansas  Timeout,24,30
1:29,8,Jaylen Barford missed Three Point Jumper.,24,30
1:29,8,Jaylen Barford Offensive Rebound.,24,30
1:26,8,Jaylen Barford made Layup.,24,32
1:00,2617,Dallas Cameron missed Three Point Jumper.,24,32
1:00,8,Moses Kingsley Defensive Rebound.,24,32
0:56,8,Moses Kingsley Turnover.,24,32
0:55,2617,Ivan Canete Steal.,24,32
0:53,8,Foul on Moses Kingsley.,24,32
0:53,2617,Ivan Canete made Free Throw.,25,32
0:53,2617,Ivan Canete made Free Throw.,26,32
0:43,8,Dusty Hannahs made Layup.,26,34
0:15,2617,Ivan Canete missed Three Point Jumper.,26,34
0:15,2617,TJ Holyfield Offensive Rebound.,26,34
0:06,2617,Ivan Canete made Layup. Assisted by Samuli Nieminen.,28,34
0:00,8,End of 1st half,28,34
19:41,2617,TJ Holyfield Turnover.,28,34
19:41,8,Anton Beard Steal.,28,34
19:37,8,Manuale Watkins missed Jumper.,28,34
19:37,2617,Isaiah Traylor Block.,28,34
19:37,8,Arkansas Offensive Rebound.,28,34
19:34,2617,Foul on TJ Holyfield.,28,34
19:34,8,Dusty Hannahs made Free Throw.,28,35
19:34,8,Dusty Hannahs made Free Throw.,28,36
19:12,2617,Kevon Harris missed Jumper.,28,36
19:12,8,Manuale Watkins Defensive Rebound.,28,36
19:01,8,Anton Beard missed Three Point Jumper.,28,36
19:01,8,Moses Kingsley Offensive Rebound.,28,36
18:57,8,Moses Kingsley made Two Point Tip Shot.,28,38
18:34,8,Foul on Dustin Thomas.,28,38
18:12,2617,Kevon Harris Turnover.,28,38
17:50,8,Dusty Hannahs made Layup.,28,40
17:19,8,Foul on Manuale Watkins.,28,40
17:18,2617,Ivan Canete made Three Point Jumper. Assisted by Dallas Cameron.,31,40
17:00,8,Manuale Watkins made Jumper. Assisted by Dustin Thomas.,31,42
16:33,2617,Isaiah Traylor Turnover.,31,42
16:32,8,Anton Beard Steal.,31,42
16:30,8,Anton Beard made Layup.,31,44
16:05,2617,Ivan Canete Turnover.,31,44
16:04,8,Manuale Watkins Steal.,31,44
16:03,2617,Foul on Ivan Canete.,31,44
16:03,2617,Stephen F. Austin  Timeout,31,44
15:41,8,Dusty Hannahs missed Three Point Jumper.,31,44
15:41,2617,TJ Holyfield Defensive Rebound.,31,44
15:29,8,Official TV Timeout,31,44
15:08,2617,Aaron Augustin missed Jumper.,31,44
15:08,8,Anton Beard Defensive Rebound.,31,44
15:01,8,Moses Kingsley made Layup. Assisted by Dusty Hannahs.,31,46
15:01,2617,Foul on Leon Gilmore III.,31,46
15:01,8,Moses Kingsley made Free Throw.,31,47
14:37,2617,Kevon Harris made Layup. Assisted by Aaron Augustin.,33,47
14:13,8,Dusty Hannahs Turnover.,33,47
14:12,2617,TJ Holyfield Steal.,33,47
14:11,8,Foul on Anton Beard.,33,47
14:11,2617,TJ Holyfield made Free Throw.,34,47
14:11,2617,TJ Holyfield missed Free Throw.,34,47
14:11,8,Moses Kingsley Defensive Rebound.,34,47
13:59,2617,Foul on TJ Holyfield.,34,47
13:52,8,Daryl Macon missed Three Point Jumper.,34,47
13:52,2617,Aaron Augustin Defensive Rebound.,34,47
13:46,2617,Aaron Augustin Turnover.,34,47
13:45,8,Daryl Macon Steal.,34,47
13:40,8,Moses Kingsley made Layup. Assisted by Daryl Macon.,34,49
13:40,2617,Foul on Dallas Cameron.,34,49
13:40,8,Moses Kingsley missed Free Throw.,34,49
13:40,2617,TJ Holyfield Defensive Rebound.,34,49
13:22,2617,Leon Gilmore III made Layup. Assisted by Dallas Cameron.,36,49
13:07,2617,Foul on Leon Gilmore III.,36,49
13:07,8,Jaylen Barford made Free Throw.,36,50
13:07,8,Jaylen Barford made Free Throw.,36,51
12:52,2617,Ivan Canete Turnover.,36,51
12:51,8,Jaylen Barford Steal.,36,51
12:49,8,Jaylen Barford missed Jumper.,36,51
12:49,2617,Ivan Canete Defensive Rebound.,36,51
12:41,2617,Ivan Canete Turnover.,36,51
12:41,8,Dusty Hannahs Steal.,36,51
12:39,8,Dusty Hannahs made Layup.,36,53
12:38,2617,Foul on Ivan Canete.,36,53
12:38,8,Dusty Hannahs made Free Throw.,36,54
12:20,8,Foul on Adrio Bailey.,36,54
12:03,2617,Ivan Canete missed Jumper.,36,54
12:03,8,C.J. Jones Block.,36,54
12:01,8,Trey Thompson Defensive Rebound.,36,54
11:56,8,C.J. Jones missed Jumper.,36,54
11:56,2617,Isaiah Traylor Block.,36,54
11:55,2617,Leon Gilmore III Defensive Rebound.,36,54
11:52,2617,Leon Gilmore III made Dunk.,38,54
11:50,2617,Technical Foul on Leon Gilmore III.,38,54
11:50,8,Official TV Timeout,38,54
11:50,8,Jaylen Barford made Free Throw.,38,55
11:32,8,Daryl Macon made Jumper.,38,57
11:02,2617,Aaron Augustin missed Three Point Jumper.,38,57
11:02,8,Arkansas Defensive Rebound.,38,57
10:45,8,Jaylen Barford Turnover.,38,57
10:43,8,Foul on Trey Thompson.,38,57
10:43,2617,Kevon Harris made Free Throw.,39,57
10:43,2617,Kevon Harris missed Free Throw.,39,57
10:43,2617,Stephen F. Austin Deadball Team Rebound.,39,57
10:27,2617,Dallas Cameron made Three Point Jumper. Assisted by Kevon Harris.,42,57
10:18,8,Jaylen Barford Turnover.,42,57
9:57,8,Foul on C.J. Jones.,42,57
9:49,2617,Dallas Cameron made Three Point Jumper. Assisted by Isaiah Traylor.,45,57
9:40,8,Arkansas  Timeout,45,57
9:26,8,Dustin Thomas missed Jumper.,45,57
9:26,8,Dustin Thomas Offensive Rebound.,45,57
9:24,2617,Foul on Leon Gilmore III.,45,57
9:24,8,Dustin Thomas made Free Throw.,45,58
9:24,8,Dustin Thomas missed Free Throw.,45,58
9:24,2617,TJ Holyfield Defensive Rebound.,45,58
9:08,8,Foul on Dustin Thomas.,45,58
9:07,2617,Isaiah Traylor made Free Throw.,46,58
9:07,2617,Isaiah Traylor made Free Throw.,47,58
8:57,8,Dusty Hannahs missed Three Point Jumper.,47,58
8:57,2617,Stephen F. Austin Defensive Rebound.,47,58
8:41,2617,Leon Gilmore III Turnover.,47,58
8:41,8,Moses Kingsley Steal.,47,58
8:41,2617,Foul on Isaiah Traylor.,47,58
8:41,8,Dusty Hannahs made Free Throw.,47,59
8:41,8,Dusty Hannahs made Free Throw.,47,60
8:20,2617,Isaiah Traylor missed Three Point Jumper.,47,60
8:20,8,Manuale Watkins Defensive Rebound.,47,60
8:13,8,Manuale Watkins made Layup. Assisted by Dusty Hannahs.,47,62
7:59,8,Foul on Dusty Hannahs.,47,62
7:59,8,Official TV Timeout,47,62
7:59,2617,Isaiah Traylor made Free Throw.,48,62
7:59,2617,Isaiah Traylor made Free Throw.,49,62
7:44,8,Manuale Watkins made Jumper.,49,64
7:20,2617,TJ Holyfield missed Three Point Jumper.,49,64
7:20,8,Moses Kingsley Defensive Rebound.,49,64
6:57,8,Dustin Thomas missed Jumper.,49,64
6:57,8,Anton Beard Offensive Rebound.,49,64
6:54,8,Anton Beard missed Jumper.,49,64
6:54,2617,Jovan Grujic Block.,49,64
6:52,2617,Aaron Augustin Defensive Rebound.,49,64
6:45,2617,Aaron Augustin made Layup.,51,64
6:35,8,Dusty Hannahs missed Jumper.,51,64
6:35,2617,Isaiah Traylor Defensive Rebound.,51,64
6:26,2617,Aaron Augustin Turnover.,51,64
6:25,8,Moses Kingsley Steal.,51,64
6:19,8,Dusty Hannahs made Layup. Assisted by Anton Beard.,51,66
5:53,2617,Ivan Canete missed Three Point Jumper.,51,66
5:53,8,Manuale Watkins Defensive Rebound.,51,66
5:40,2617,Foul on Aaron Augustin.,51,66
5:40,8,Anton Beard made Free Throw.,51,67
5:40,8,Anton Beard made Free Throw.,51,68
5:21,2617,Isaiah Traylor missed Jumper.,51,68
5:21,8,Anton Beard Defensive Rebound.,51,68
5:11,8,Dustin Thomas made Jumper. Assisted by Anton Beard.,51,70
5:00,2617,Stephen F. Austin  Timeout,51,70
4:49,2617,Foul on Jovan Grujic.,51,70
4:49,2617,Jovan Grujic Turnover.,51,70
4:26,8,Dustin Thomas made Jumper. Assisted by Daryl Macon.,51,72
3:55,2617,Dallas Cameron Turnover.,51,72
3:55,8,Manuale Watkins Steal.,51,72
3:50,2617,Foul on Ivan Canete.,51,72
3:50,8,Official TV Timeout,51,72
3:50,8,Anton Beard missed Free Throw.,51,72
3:50,8,Arkansas Deadball Team Rebound.,51,72
3:50,8,Anton Beard made Free Throw.,51,73
3:29,8,Foul on Anton Beard.,51,73
3:29,2617,Ivan Canete made Free Throw.,52,73
3:29,2617,Ivan Canete made Free Throw.,53,73
3:16,8,Moses Kingsley made Layup.,53,75
3:15,2617,Foul on Jovan Grujic.,53,75
3:15,8,Moses Kingsley made Free Throw.,53,76
2:53,2617,Jovan Grujic made Layup.,55,76
2:44,8,Daryl Macon missed Jumper.,55,76
2:44,2617,Josh Huntley Defensive Rebound.,55,76
2:27,2617,Jovan Grujic missed Jumper.,55,76
2:27,2617,Ivan Canete Offensive Rebound.,55,76
2:19,8,Foul on Jaylen Barford.,55,76
2:19,2617,Ivan Canete missed Free Throw.,55,76
2:19,2617,Stephen F. Austin Deadball Team Rebound.,55,76
2:19,2617,Ivan Canete made Free Throw.,56,76
2:03,8,Jaylen Barford missed Three Point Jumper.,56,76
2:03,2617,Josh Huntley Defensive Rebound.,56,76
1:45,8,Foul on Adrio Bailey.,56,76
1:45,2617,Kevon Harris made Free Throw.,57,76
1:45,2617,Kevon Harris missed Free Throw.,57,76
1:45,8,Brachen Hazen Defensive Rebound.,57,76
1:37,8,Daryl Macon missed Three Point Jumper.,57,76
1:37,2617,Kevon Harris Defensive Rebound.,57,76
1:05,8,Foul on Daryl Macon.,57,76
1:05,8,Arkansas  Timeout,57,76
1:05,2617,Kevon Harris made Free Throw.,58,76
1:05,2617,Kevon Harris made Free Throw.,59,76
1:05,2617,Kevon Harris made Free Throw.,60,76
0:41,8,Daryl Macon made Layup.,60,78
0:27,2617,Isaiah Traylor missed Three Point Jumper.,60,78
0:27,2617,Stephen F. Austin Offensive Rebound.,60,78
0:23,8,Foul on Jaylen Barford.,60,78
0:23,2617,Jovan Grujic made Free Throw.,61,78
0:23,2617,Jovan Grujic made Free Throw.,62,78
0:00,8,End of Game,62,78
