Northeastern,256,James Madison,111
13:48,256,Develle Phillips made Layup. Assisted by Darius Banks.,18,10
13:48,111,Foul on Devon Begley.,18,10
13:48,256,Develle Phillips missed Free Throw.,18,10
13:48,111,Bolden Brace Defensive Rebound.,18,10
13:28,256,Foul on Zach Jacobs.,18,10
13:21,111,Shawn Occeus missed Three Point Jumper.,18,10
13:21,256,Stuckey Mosley Defensive Rebound.,18,10
12:55,256,Zach Jacobs missed Jumper.,18,10
12:55,111,Bolden Brace Defensive Rebound.,18,10
12:47,111,Devon Begley missed Three Point Jumper.,18,10
12:47,256,Darius Banks Defensive Rebound.,18,10
12:43,111,Foul on Bolden Brace.,18,10
12:32,256,Joey McLean missed Jumper.,18,10
12:32,111,Devon Begley Defensive Rebound.,18,10
12:25,111,Shawn Occeus made Layup.,20,10
12:25,256,Foul on Joey McLean.,20,10
12:25,111,Shawn Occeus made Free Throw.,21,10
11:57,256,Joey McLean made Jumper. Assisted by Stuckey Mosley.,21,12
11:46,111,Bolden Brace made Three Point Jumper. Assisted by Devon Begley.,24,12
11:30,256,Official TV Timeout,24,12
11:16,256,Stuckey Mosley made Layup. Assisted by Greg Jones.,24,14
10:56,256,Foul on Greg Jones.,24,14
10:45,111,Devon Begley made Layup.,26,14
10:29,256,Stuckey Mosley made Jumper.,26,16
10:05,111,Vasa Pusica made Layup.,28,16
9:49,256,Greg Jones missed Layup.,28,16
9:49,111,Tomas Murphy Block.,28,16
9:45,111,Tomas Murphy Defensive Rebound.,28,16
9:35,111,Bolden Brace Turnover.,28,16
9:21,256,Develle Phillips Turnover.,28,16
9:19,111,Shawn Occeus Steal.,28,16
9:14,256,Foul on Joey McLean.,28,16
9:14,111,Shawn Occeus made Free Throw.,29,16
9:14,111,Shawn Occeus made Free Throw.,30,16
9:02,256,Darius Banks missed Layup.,30,16
9:02,111,Devon Begley Defensive Rebound.,30,16
8:56,111,Devon Begley missed Three Point Jumper.,30,16
8:56,256,Greg Jones Defensive Rebound.,30,16
8:48,256,Matt Lewis missed Layup.,30,16
8:48,111,Donnell Gresham Jr. Defensive Rebound.,30,16
8:41,111,Shawn Occeus made Layup. Assisted by Donnell Gresham Jr..,32,16
8:40,256,James Madison  Timeout,32,16
8:30,256,Stuckey Mosley made Layup.,32,18
8:12,111,Shawn Occeus Turnover.,32,18
7:59,256,Greg Jones made Layup. Assisted by Stuckey Mosley.,32,20
7:45,111,Bolden Brace missed Three Point Jumper.,32,20
7:45,256,Darius Banks Defensive Rebound.,32,20
7:37,111,Foul on Bolden Brace.,32,20
7:37,256,Official TV Timeout,32,20
7:37,256,Darius Banks made Free Throw.,32,21
7:37,256,Darius Banks made Free Throw.,32,22
7:32,111,Maxime Boursiquot Turnover.,32,22
7:26,256,Foul on Dwight Wilson.,32,22
7:26,256,Dwight Wilson Turnover.,32,22
7:08,111,Shawn Occeus missed Layup.,32,22
7:08,256,Dwight Wilson Defensive Rebound.,32,22
6:53,256,Stuckey Mosley missed Layup.,32,22
6:53,111,Jeremy Miller Defensive Rebound.,32,22
6:44,111,Vasa Pusica made Layup.,34,22
6:32,256,Stuckey Mosley made Layup.,34,24
6:18,111,Vasa Pusica Turnover.,34,24
6:16,256,Stuckey Mosley Steal.,34,24
6:14,256,Stuckey Mosley missed Three Point Jumper.,34,24
6:14,111,Jeremy Miller Defensive Rebound.,34,24
5:44,111,Devon Begley missed Jumper.,34,24
5:44,256,Greg Jones Block.,34,24
5:40,256,Dwight Wilson Defensive Rebound.,34,24
5:19,256,Dwight Wilson made Layup. Assisted by Stuckey Mosley.,34,26
5:01,111,Vasa Pusica missed Jumper.,34,26
5:01,256,Dwight Wilson Defensive Rebound.,34,26
4:42,256,Dwight Wilson made Jumper. Assisted by Darius Banks.,34,28
4:31,256,Foul on Matt Lewis.,34,28
4:31,111,Vasa Pusica made Free Throw.,35,28
4:31,111,Vasa Pusica made Free Throw.,36,28
4:10,256,Stuckey Mosley missed Layup.,36,28
4:10,256,Dwight Wilson Offensive Rebound.,36,28
4:06,256,Dwight Wilson made Layup.,36,30
3:54,111,Shawn Occeus missed Three Point Jumper.,36,30
3:54,256,Darius Banks Defensive Rebound.,36,30
3:45,111,Foul on Donnell Gresham Jr..,36,30
3:45,256,Official TV Timeout,36,30
3:45,256,Darius Banks made Free Throw.,36,31
3:45,256,Darius Banks made Free Throw.,36,32
3:31,111,Bolden Brace missed Three Point Jumper.,36,32
3:31,256,Matt Lewis Defensive Rebound.,36,32
3:21,256,Darius Banks missed Layup.,36,32
3:21,256,Dwight Wilson Offensive Rebound.,36,32
3:18,256,Dwight Wilson missed Layup.,36,32
3:18,256,Greg Jones Offensive Rebound.,36,32
3:13,256,Greg Jones missed Layup.,36,32
3:13,111,Donnell Gresham Jr. Defensive Rebound.,36,32
3:08,111,Donnell Gresham Jr. missed Layup.,36,32
3:08,256,Matt Lewis Defensive Rebound.,36,32
3:06,256,Foul on Darius Banks.,36,32
3:06,256,Darius Banks Turnover.,36,32
3:06,111,Technical Foul on Northeastern.,36,32
3:06,111,Vasa Pusica missed Free Throw.,36,32
3:06,111,Northeastern Deadball Team Rebound.,36,32
3:06,111,Vasa Pusica made Free Throw.,37,32
2:48,256,Foul on Stuckey Mosley.,37,32
2:48,111,Vasa Pusica made Free Throw.,38,32
2:48,111,Vasa Pusica made Free Throw.,39,32
2:25,256,Dwight Wilson Turnover.,39,32
2:23,111,Shawn Occeus Steal.,39,32
2:09,111,Vasa Pusica made Layup. Assisted by Bolden Brace.,41,32
1:56,256,Stuckey Mosley missed Layup.,41,32
1:56,111,Bolden Brace Defensive Rebound.,41,32
1:32,111,Vasa Pusica made Three Point Jumper. Assisted by Bolden Brace.,44,32
1:04,256,Matt Lewis missed Three Point Jumper.,44,32
1:04,111,Donnell Gresham Jr. Defensive Rebound.,44,32
0:44,111,Vasa Pusica missed Three Point Jumper.,44,32
0:44,256,Stuckey Mosley Defensive Rebound.,44,32
0:37,111,Foul on Donnell Gresham Jr..,44,32
0:37,256,Stuckey Mosley made Free Throw.,44,33
0:37,256,Stuckey Mosley made Free Throw.,44,34
0:10,111,Vasa Pusica Turnover.,44,34
0:10,256,Darius Banks Steal.,44,34
0:07,111,Foul on Tomas Murphy.,44,34
0:07,256,Dwight Wilson made Free Throw.,44,35
0:07,256,Dwight Wilson made Free Throw.,44,36
0:00,111,Bolden Brace missed Three Point Jumper.,44,36
0:00,111,Northeastern Deadball Team Rebound.,44,36
0:00,256,End of 1st half,44,36
19:53,256,Foul on Ramone Snowden.,44,36
19:48,111,Anthony Green made Dunk. Assisted by Vasa Pusica.,46,36
19:38,256,Joey McLean made Layup.,46,38
19:05,111,Donnell Gresham Jr. missed Three Point Jumper.,46,38
19:05,256,James Madison Defensive Rebound.,46,38
18:47,256,Matt Lewis missed Three Point Jumper.,46,38
18:47,256,Develle Phillips Offensive Rebound.,46,38
18:45,111,Foul on Anthony Green.,46,38
18:38,256,Stuckey Mosley missed Layup.,46,38
18:38,111,Vasa Pusica Defensive Rebound.,46,38
18:28,111,Shawn Occeus missed Three Point Jumper.,46,38
18:28,256,Stuckey Mosley Defensive Rebound.,46,38
18:14,256,Develle Phillips made Layup. Assisted by Stuckey Mosley.,46,40
17:53,256,Foul on Develle Phillips.,46,40
17:47,111,Shawn Occeus made Three Point Jumper. Assisted by Vasa Pusica.,49,40
17:36,256,Joey McLean Turnover.,49,40
17:18,111,Foul on Maxime Boursiquot.,49,40
17:18,111,Maxime Boursiquot Turnover.,49,40
17:00,256,Joey McLean made Layup. Assisted by Stuckey Mosley.,49,42
16:42,111,Vasa Pusica Turnover.,49,42
16:40,256,Matt Lewis Steal.,49,42
16:38,256,Matt Lewis made Layup.,49,44
16:38,111,Foul on Maxime Boursiquot.,49,44
16:38,256,Matt Lewis made Free Throw.,49,45
16:28,256,Foul on Joey McLean.,49,45
16:25,111,Vasa Pusica Turnover.,49,45
16:10,256,Matt Lewis missed Three Point Jumper.,49,45
16:10,111,Northeastern Defensive Rebound.,49,45
16:08,256,Foul on Develle Phillips.,49,45
15:59,256,Official TV Timeout,49,45
15:59,256,Foul on Develle Phillips.,49,45
15:59,256,Official TV Timeout,49,45
15:59,111,Shawn Occeus made Free Throw.,50,45
15:59,111,Shawn Occeus missed Free Throw.,50,45
15:59,256,Zach Jacobs Defensive Rebound.,50,45
15:42,256,Darius Banks missed Layup.,50,45
15:42,256,Develle Phillips Offensive Rebound.,50,45
15:37,256,Develle Phillips missed Two Point Tip Shot.,50,45
15:37,111,Anthony Green Defensive Rebound.,50,45
15:32,256,Foul on Zach Jacobs.,50,45
14:30,111,Shawn Occeus Turnover.,50,45
14:30,256,Darius Banks Steal.,50,45
14:24,111,Foul on Vasa Pusica.,50,45
14:23,256,Stuckey Mosley missed Three Point Jumper.,50,45
14:23,111,Vasa Pusica Defensive Rebound.,50,45
14:02,111,Tomas Murphy made Layup. Assisted by Shawn Occeus.,52,45
13:41,111,Foul on Devon Begley.,52,45
13:41,256,Matt Lewis missed Free Throw.,52,45
13:41,256,James Madison Deadball Team Rebound.,52,45
13:41,256,Matt Lewis made Free Throw.,52,46
13:29,256,Foul on Darius Banks.,52,46
13:16,256,Foul on Matt Lewis.,52,46
13:16,111,Bolden Brace missed Free Throw.,52,46
13:16,111,Northeastern Deadball Team Rebound.,52,46
13:16,111,Bolden Brace made Free Throw.,53,46
13:03,111,Foul on Tomas Murphy.,53,46
12:53,256,Joey McLean missed Layup.,53,46
12:53,256,Dwight Wilson Offensive Rebound.,53,46
12:48,256,Dwight Wilson made Layup.,53,48
12:48,111,Foul on Tomas Murphy.,53,48
12:48,256,Dwight Wilson made Free Throw.,53,49
12:42,111,Vasa Pusica missed Three Point Jumper.,53,49
12:42,111,Jeremy Miller Offensive Rebound.,53,49
12:30,111,Vasa Pusica made Layup.,55,49
12:03,256,Dwight Wilson missed Layup.,55,49
12:03,111,Jeremy Miller Defensive Rebound.,55,49
11:43,256,Official TV Timeout,56,49
11:43,111,Bolden Brace made Free Throw.,56,49
11:43,111,Bolden Brace made Free Throw.,57,49
11:43,111,Devon Begley missed Jumper.,57,49
11:43,256,Develle Phillips Defensive Rebound.,57,49
11:40,256,Develle Phillips missed Layup.,57,49
11:40,111,Bolden Brace Defensive Rebound.,57,49
11:36,111,Foul on Devon Begley.,57,49
11:36,256,Matt Lewis made Free Throw.,57,50
11:36,256,Matt Lewis missed Free Throw.,57,50
11:36,111,Vasa Pusica Defensive Rebound.,57,50
11:09,111,Bolden Brace made Three Point Jumper. Assisted by Vasa Pusica.,60,50
10:45,256,Darius Banks missed Layup.,60,50
10:45,111,Jeremy Miller Defensive Rebound.,60,50
10:24,111,Bolden Brace missed Three Point Jumper.,60,50
10:24,111,Shawn Occeus Offensive Rebound.,60,50
10:23,111,Shawn Occeus made Layup.,62,50
10:23,256,Foul on Stuckey Mosley.,62,50
10:23,111,Shawn Occeus made Free Throw.,63,50
10:03,256,Dwight Wilson missed Jumper.,63,50
10:03,111,Bolden Brace Defensive Rebound.,63,50
9:52,111,Devon Begley missed Three Point Jumper.,63,50
9:52,256,Matt Lewis Defensive Rebound.,63,50
9:41,111,Foul on Shawn Occeus.,63,50
9:41,256,Matt Lewis made Free Throw.,63,51
9:41,256,Matt Lewis made Free Throw.,63,52
9:31,111,Jeremy Miller made Dunk. Assisted by Devon Begley.,65,52
9:11,256,Stuckey Mosley made Layup. Assisted by Ramone Snowden.,65,54
9:11,256,James Madison  Timeout,65,54
9:11,256,Official TV Timeout,65,54
8:53,111,Vasa Pusica missed Three Point Jumper.,65,54
8:53,256,Ramone Snowden Defensive Rebound.,65,54
8:40,256,Matt Lewis missed Layup.,65,54
8:40,111,Northeastern Deadball Team Rebound.,65,54
8:38,256,Foul on Develle Phillips.,65,54
8:38,111,Jeremy Miller made Free Throw.,66,54
8:38,111,Jeremy Miller made Free Throw.,67,54
8:25,256,Stuckey Mosley missed Layup.,67,54
8:25,111,Shawn Occeus Block.,67,54
8:22,111,Devon Begley Defensive Rebound.,67,54
7:58,111,Jeremy Miller made Layup. Assisted by Vasa Pusica.,69,54
7:41,256,Ramone Snowden Turnover.,69,54
7:39,111,Shawn Occeus Steal.,69,54
7:25,256,Official TV Timeout,69,54
7:25,111,Foul on Bolden Brace.,69,54
7:25,111,Bolden Brace Turnover.,69,54
7:15,256,Stuckey Mosley missed Layup.,69,54
7:15,111,Devon Begley Defensive Rebound.,69,54
6:56,111,Jeremy Miller Turnover.,69,54
6:42,256,Stuckey Mosley made Layup. Assisted by Develle Phillips.,69,56
6:18,256,Foul on Stuckey Mosley.,69,56
6:18,111,Shawn Occeus made Free Throw.,70,56
6:18,111,Shawn Occeus made Free Throw.,71,56
6:12,256,Joey McLean made Layup.,71,58
5:56,256,Foul on Develle Phillips.,71,58
5:56,111,Vasa Pusica made Free Throw.,72,58
5:56,111,Vasa Pusica missed Free Throw.,72,58
5:56,256,Dwight Wilson Defensive Rebound.,72,58
5:49,111,Foul on Shawn Occeus.,72,58
5:49,256,Stuckey Mosley made Free Throw.,72,59
5:49,256,Stuckey Mosley made Free Throw.,72,60
5:40,111,Vasa Pusica Turnover.,72,60
5:39,256,Darius Banks Steal.,72,60
5:36,256,Stuckey Mosley made Layup. Assisted by Darius Banks.,72,62
5:32,111,Northeastern  Timeout,72,62
5:20,256,Foul on Stuckey Mosley.,72,62
5:20,111,Vasa Pusica made Free Throw.,73,62
5:20,111,Vasa Pusica made Free Throw.,74,62
5:02,256,Stuckey Mosley missed Jumper.,74,62
5:02,256,Stuckey Mosley Offensive Rebound.,74,62
4:58,256,Stuckey Mosley missed Layup.,74,62
4:58,111,Jeremy Miller Block.,74,62
4:55,111,Devon Begley Defensive Rebound.,74,62
4:47,111,Shawn Occeus missed Layup.,74,62
4:47,256,Ramone Snowden Defensive Rebound.,74,62
4:41,256,Joey McLean missed Jumper.,74,62
4:41,111,Jeremy Miller Defensive Rebound.,74,62
4:18,111,Devon Begley missed Three Point Jumper.,74,62
4:18,111,Shawn Occeus Offensive Rebound.,74,62
4:11,111,Shawn Occeus Turnover.,74,62
4:09,256,Ramone Snowden Steal.,74,62
4:07,111,Foul on Vasa Pusica.,74,62
4:07,256,Joey McLean made Free Throw.,74,63
4:07,256,Joey McLean made Free Throw.,74,64
3:45,111,Devon Begley made Layup.,76,64
3:32,256,Dwight Wilson made Layup. Assisted by Ramone Snowden.,76,66
3:08,111,Donnell Gresham Jr. missed Three Point Jumper.,76,66
3:08,256,Matt Lewis Defensive Rebound.,76,66
2:58,111,Foul on Bolden Brace.,76,66
2:58,256,Official TV Timeout,76,66
2:58,256,Matt Lewis made Free Throw.,76,67
2:58,256,Matt Lewis made Free Throw.,76,68
2:29,111,Vasa Pusica missed Jumper.,76,68
2:29,256,James Madison Deadball Team Rebound.,76,68
2:07,256,Joey McLean made Layup. Assisted by Ramone Snowden.,76,70
1:36,111,Devon Begley made Layup. Assisted by Shawn Occeus.,78,70
1:17,256,Joey McLean missed Three Point Jumper.,78,70
1:17,111,Jeremy Miller Defensive Rebound.,78,70
1:02,256,Foul on Matt Lewis.,78,70
1:02,111,Vasa Pusica missed Free Throw.,78,70
1:02,111,Northeastern Deadball Team Rebound.,78,70
1:02,111,Vasa Pusica missed Free Throw.,78,70
1:02,256,Dwight Wilson Defensive Rebound.,78,70
0:55,256,Darius Banks missed Three Point Jumper.,78,70
0:55,111,Jeremy Miller Defensive Rebound.,78,70
0:47,256,Foul on Matt Lewis.,78,70
0:47,111,Devon Begley missed Free Throw.,78,70
0:47,111,Northeastern Deadball Team Rebound.,78,70
0:47,111,Devon Begley made Free Throw.,79,70
0:42,256,Joey McLean missed Jumper.,79,70
0:42,111,Vasa Pusica Defensive Rebound.,79,70
0:37,256,Foul on Darius Banks.,79,70
0:37,111,Vasa Pusica made Free Throw.,80,70
0:37,111,Vasa Pusica made Free Throw.,81,70
0:33,256,Matt Lewis missed Layup.,81,70
0:33,111,Jeremy Miller Defensive Rebound.,81,70
0:00,256,End of Game,81,70
