UC Riverside,2547,Seattle,27
1:27,2547,Foul on Aaron Menzies.,27,46
1:27,27,Brandon Rosser made Free Throw.,28,46
1:27,27,Brandon Rosser made Free Throw.,29,46
1:15,2547,Aaron Nettles made Three Point Jumper. Assisted by Morgan Means.,29,49
0:54,27,Foul on Alex Larsson.,29,49
0:54,27,Alex Larsson Turnover.,29,49
0:43,2547,Morgan Means made Three Point Jumper. Assisted by Richaud Gittens.,29,52
0:22,27,Dikymbe Martin missed Jumper.,29,52
0:22,2547,Richaud Gittens Defensive Rebound.,29,52
0:02,2547,Mattia Da Campo made Three Point Jumper. Assisted by Scott Ulaneo.,29,55
0:00,2547,End of 1st half,29,55
19:50,2547,Josh Hearlihy Turnover.,29,55
19:50,27,Dikymbe Martin Steal.,29,55
19:42,27,Dikymbe Martin made Layup.,31,55
19:29,27,Foul on Dikymbe Martin.,31,55
19:20,2547,Josh Hearlihy made Layup.,31,57
19:07,27,Alex Larsson made Jumper. Assisted by Chance Murray.,33,57
18:46,2547,Aaron Menzies missed Jumper.,33,57
18:46,27,Dikymbe Martin Defensive Rebound.,33,57
18:33,27,Dikymbe Martin made Jumper.,35,57
18:19,2547,Matej Kavas Turnover.,35,57
18:19,27,Dikymbe Martin Steal.,35,57
18:16,27,Dikymbe Martin made Layup.,37,57
18:03,27,Foul on Chance Murray.,37,57
17:54,27,Foul on Ajani Kennedy.,37,57
17:48,27,Foul on Brandon Rosser.,37,57
17:48,2547,Richaud Gittens made Free Throw.,37,58
17:48,2547,Richaud Gittens made Free Throw.,37,59
17:41,2547,Foul on Jordan Hill.,37,59
17:33,27,Alex Larsson missed Jumper.,37,59
17:33,27,Ajani Kennedy Offensive Rebound.,37,59
17:29,2547,Foul on Matej Kavas.,37,59
17:18,27,Chance Murray made Three Point Jumper.,40,59
17:00,2547,Richaud Gittens missed Jumper.,40,59
17:00,2547,Aaron Menzies Offensive Rebound.,40,59
16:54,2547,Aaron Menzies made Two Point Tip Shot.,40,61
16:46,2547,Foul on Josh Hearlihy.,40,61
16:46,27,Chance Murray made Free Throw.,41,61
16:46,27,Chance Murray made Free Throw.,42,61
16:36,2547,Jordan Hill missed Jumper.,42,61
16:36,2547,Aaron Menzies Offensive Rebound.,42,61
16:29,2547,Aaron Menzies missed Two Point Tip Shot.,42,61
16:29,27,Idy Diallo Defensive Rebound.,42,61
16:23,27,Foul on Dikymbe Martin.,42,61
16:23,27,Dikymbe Martin Turnover.,42,61
16:20,27,Foul on DJ Sylvester.,42,61
15:58,2547,Jordan Hill made Layup.,42,63
15:50,27,Chance Murray made Jumper.,44,63
15:33,27,Foul on Brandon Rosser.,44,63
15:33,2547,Official TV Timeout,44,63
15:33,2547,Josh Hearlihy missed Free Throw.,44,63
15:33,27,Ajani Kennedy Defensive Rebound.,44,63
15:23,27,Chance Murray missed Jumper.,44,63
15:23,27,Idy Diallo Offensive Rebound.,44,63
15:20,27,Ajani Kennedy missed Three Point Jumper.,44,63
15:20,2547,Aaron Menzies Defensive Rebound.,44,63
15:12,27,Foul on Ajani Kennedy.,44,63
15:12,2547,Matej Kavas made Free Throw.,44,64
15:12,2547,Matej Kavas made Free Throw.,44,65
14:55,27,Dikymbe Martin missed Jumper.,44,65
14:55,27,Dikymbe Martin Offensive Rebound.,44,65
14:50,27,Ajani Kennedy missed Jumper.,44,65
14:50,2547,Aaron Menzies Block.,44,65
14:49,2547,Matej Kavas Defensive Rebound.,44,65
14:37,27,Foul on Idy Diallo.,44,65
14:37,2547,Josh Hearlihy made Free Throw.,44,66
14:37,2547,Josh Hearlihy made Free Throw.,44,67
14:21,2547,Foul on Richaud Gittens.,44,67
14:11,2547,Foul on Aaron Menzies.,44,67
14:11,27,Dikymbe Martin missed Free Throw.,44,67
14:11,27,UC Riverside Deadball Team Rebound.,44,67
14:11,27,Dikymbe Martin made Free Throw.,45,67
13:59,2547,Josh Hearlihy missed Jumper.,45,67
13:59,27,Brandon Rosser Defensive Rebound.,45,67
13:52,27,DJ Sylvester missed Three Point Jumper.,45,67
13:52,27,Chance Murray Offensive Rebound.,45,67
13:36,27,Foul on Alex Larsson.,45,67
13:36,27,Alex Larsson Turnover.,45,67
13:22,2547,Richaud Gittens missed Three Point Jumper.,45,67
13:22,27,UC Riverside Offensive Rebound.,45,67
13:19,27,Foul on Alex Larsson.,45,67
13:19,2547,Aaron Menzies missed Free Throw.,45,67
13:19,2547,Seattle Deadball Team Rebound.,45,67
13:19,2547,Aaron Menzies made Free Throw.,45,68
13:03,27,Dikymbe Martin Turnover.,45,68
12:49,2547,Morgan Means missed Jumper.,45,68
12:49,2547,Seattle Offensive Rebound.,45,68
12:45,27,Foul on Brandon Rosser.,45,68
12:45,2547,Richaud Gittens made Free Throw.,45,69
12:45,2547,Richaud Gittens made Free Throw.,45,70
12:33,27,Alex Larsson made Jumper. Assisted by Chance Murray.,47,70
12:12,2547,Morgan Means missed Three Point Jumper.,47,70
12:12,27,James Jackson Defensive Rebound.,47,70
11:56,27,Chance Murray made Jumper.,49,70
11:46,27,Foul on Alex Larsson.,49,70
11:46,2547,Official TV Timeout,49,70
11:46,2547,Richaud Gittens made Free Throw.,49,71
11:46,2547,Richaud Gittens made Free Throw.,49,72
11:36,27,Chance Murray missed Three Point Jumper.,49,72
11:36,27,UC Riverside Offensive Rebound.,49,72
11:34,2547,Foul on Morgan Means.,49,72
11:19,27,Ajani Kennedy missed Jumper.,49,72
11:19,2547,Morgan Means Defensive Rebound.,49,72
11:06,2547,Josh Hearlihy missed Three Point Jumper.,49,72
11:06,27,James Jackson Defensive Rebound.,49,72
10:53,27,Ajani Kennedy Turnover.,49,72
10:38,2547,Josh Hearlihy missed Jumper.,49,72
10:38,27,Dikymbe Martin Defensive Rebound.,49,72
10:15,27,Idy Diallo made Jumper.,51,72
9:59,2547,Jordan Hill missed Three Point Jumper.,51,72
9:59,2547,Richaud Gittens Offensive Rebound.,51,72
9:55,2547,Richaud Gittens made Jumper.,51,74
9:41,27,Dikymbe Martin missed Jumper.,51,74
9:41,27,Idy Diallo Offensive Rebound.,51,74
9:38,27,Idy Diallo missed Jumper.,51,74
9:38,2547,Mattia Da Campo Defensive Rebound.,51,74
9:22,2547,Jordan Hill missed Jumper.,51,74
9:22,27,Idy Diallo Defensive Rebound.,51,74
9:10,27,James Jackson made Layup. Assisted by Dominick Pickett.,53,74
9:09,27,UC Riverside  Timeout,53,74
8:48,2547,Richaud Gittens missed Jumper.,53,74
8:48,27,Idy Diallo Block.,53,74
8:46,27,Idy Diallo Defensive Rebound.,53,74
8:34,27,Foul on Idy Diallo.,53,74
8:34,27,Idy Diallo Turnover.,53,74
8:24,2547,Jordan Hill made Three Point Jumper.,53,77
7:57,27,Eric Rwahwire missed Three Point Jumper.,53,77
7:57,27,UC Riverside Offensive Rebound.,53,77
7:55,2547,Foul on Richaud Gittens.,53,77
7:55,2547,Official TV Timeout,53,77
7:55,27,James Jackson missed Free Throw.,53,77
7:55,2547,Josh Hearlihy Defensive Rebound.,53,77
7:32,2547,Jordan Hill made Three Point Jumper. Assisted by Josh Hearlihy.,53,80
7:04,27,Idy Diallo missed Jumper.,53,80
7:04,27,UC Riverside Offensive Rebound.,53,80
7:00,27,Eric Rwahwire made Jumper. Assisted by Dominick Pickett.,55,80
6:33,2547,Jordan Hill missed Jumper.,55,80
6:33,2547,Aaron Menzies Offensive Rebound.,55,80
6:30,2547,Morgan Means Turnover.,55,80
6:23,27,Eric Rwahwire missed Jumper.,55,80
6:23,2547,Morgan Means Defensive Rebound.,55,80
6:19,27,Foul on Eric Rwahwire.,55,80
6:19,2547,Morgan Means made Free Throw.,55,81
6:19,2547,Morgan Means made Free Throw.,55,82
6:08,27,Alex Larsson made Jumper. Assisted by Dominick Pickett.,57,82
6:08,2547,Foul on Aaron Menzies.,57,82
6:08,27,Alex Larsson missed Free Throw.,57,82
6:08,27,Alex Larsson Offensive Rebound.,57,82
5:56,27,Alex Larsson missed Jumper.,57,82
5:56,2547,Josh Hearlihy Defensive Rebound.,57,82
5:33,2547,Morgan Means Turnover.,57,82
5:32,27,Alec Hickman Steal.,57,82
5:27,27,Ajani Kennedy missed Jumper.,57,82
5:27,2547,Seattle Defensive Rebound.,57,82
5:01,2547,Aaron Nettles missed Three Point Jumper.,57,82
5:01,27,Ajani Kennedy Defensive Rebound.,57,82
4:50,27,Alec Hickman Turnover.,57,82
4:49,2547,Jordan Hill Steal.,57,82
4:45,2547,Morgan Means made Layup. Assisted by Jordan Hill.,57,84
4:31,27,Alex Larsson missed Jumper.,57,84
4:31,2547,Mattia Da Campo Defensive Rebound.,57,84
4:23,27,Foul on Koh Flippin.,57,84
4:23,2547,Aaron Nettles missed Free Throw.,57,84
4:23,2547,Seattle Deadball Team Rebound.,57,84
4:23,2547,Seattle  Timeout,57,84
4:23,2547,Aaron Nettles missed Free Throw.,57,84
4:23,27,Alex Larsson Defensive Rebound.,57,84
4:13,27,Ajani Kennedy made Jumper.,59,84
4:12,2547,Foul on Mattia Da Campo.,59,84
4:12,27,Ajani Kennedy made Free Throw.,60,84
3:56,2547,Jake Spurgeon missed Three Point Jumper.,60,84
3:56,27,Ajani Kennedy Defensive Rebound.,60,84
3:47,2547,Foul on Scott Ulaneo.,60,84
3:47,27,Menno Dijkstra made Free Throw.,61,84
3:47,27,Menno Dijkstra made Free Throw.,62,84
3:32,2547,Morgan Means missed Jumper.,62,84
3:32,27,Koh Flippin Defensive Rebound.,62,84
3:25,2547,Foul on Scott Ulaneo.,62,84
3:25,27,Ajani Kennedy made Free Throw.,63,84
3:25,27,Ajani Kennedy made Free Throw.,64,84
3:05,27,Foul on Ajani Kennedy.,64,84
3:05,27,Foul on Ajani Kennedy.,64,84
3:05,2547,Foul on Scott Ulaneo.,64,84
3:05,2547,Scott Ulaneo missed Free Throw.,64,84
3:05,27,Technical Foul on Ajani Kennedy.,64,84
3:05,2547,Technical Foul on Scott Ulaneo.,64,84
3:05,2547,Seattle Deadball Team Rebound.,64,84
3:05,2547,Scott Ulaneo made Free Throw.,64,85
2:54,27,Menno Dijkstra made Three Point Jumper. Assisted by Koh Flippin.,67,85
2:37,2547,Morgan Means Turnover.,67,85
2:35,27,Ryker Pierce Steal.,67,85
2:35,2547,Foul on Morgan Means.,67,85
2:35,27,Koh Flippin made Free Throw.,68,85
2:35,27,Koh Flippin missed Free Throw.,68,85
2:35,2547,Jake Spurgeon Defensive Rebound.,68,85
2:17,2547,Aaron Nettles Turnover.,68,85
2:08,27,Koh Flippin missed Jumper.,68,85
2:08,2547,Scott Ulaneo Block.,68,85
2:06,2547,Mattia Da Campo Defensive Rebound.,68,85
2:04,2547,Aaron Nettles made Three Point Jumper. Assisted by Mattia Da Campo.,68,88
1:50,2547,Foul on Aaron Nettles.,68,88
1:50,27,Menno Dijkstra missed Free Throw.,68,88
1:50,27,UC Riverside Deadball Team Rebound.,68,88
1:50,27,Menno Dijkstra made Free Throw.,69,88
1:38,2547,Aaron Nettles missed Three Point Jumper.,69,88
1:33,27,Idy Diallo Offensive Rebound.,69,88
1:33,27,Foul on Koh Flippin.,69,88
1:33,2547,Scott Ulaneo made Free Throw.,69,89
1:33,2547,Scott Ulaneo made Free Throw.,69,90
1:20,27,Menno Dijkstra made Layup. Assisted by Alec Hickman.,71,90
1:00,2547,Jake Spurgeon made Three Point Jumper. Assisted by Morgan Means.,71,93
0:43,27,Ryker Pierce missed Three Point Jumper.,71,93
0:43,2547,Scott Ulaneo Defensive Rebound.,71,93
0:18,27,Foul on Menno Dijkstra.,71,93
0:18,2547,Scott Ulaneo made Free Throw.,71,94
0:18,2547,Scott Ulaneo made Free Throw.,71,95
0:01,27,Koh Flippin missed Jumper.,71,95
0:01,2547,Scott Ulaneo Defensive Rebound.,71,95
0:00,2547,End of Game,71,95
