Morehead State,55,Jacksonville State,2413
12:04,55,Marlon Hunter missed Jumper.,18,14
12:04,55,Norbertas Giga Offensive Rebound.,18,14
11:44,55,Maurice Dunlap made Three Point Jumper. Assisted by Malcolm Drumwright.,18,17
11:44,2413,Foul on A.J. Hicks.,18,17
11:44,55,Official TV Timeout,18,17
11:44,55,Maurice Dunlap made Free Throw.,18,18
11:38,2413,Lamontray Harris Turnover.,18,18
11:19,2413,Foul on Alonzo Chatman.,18,18
11:19,55,Jason Burnell made Free Throw.,18,20
11:19,55,Jason Burnell made Free Throw.,18,19
11:19,55,Maurice Dunlap missed Layup.,18,19
11:19,55,Jason Burnell Offensive Rebound.,18,20
11:17,55,Jason Burnell missed Layup.,18,20
11:17,55,Jason Burnell Offensive Rebound.,18,20
11:01,2413,Alonzo Chatman missed Layup.,18,20
11:01,55,Maurice Dunlap Defensive Rebound.,18,20
10:50,55,Maurice Dunlap missed Three Point Jumper.,18,20
10:50,2413,Lamontray Harris Defensive Rebound.,18,20
10:41,2413,Lamontray Harris Turnover.,18,20
10:40,55,Marlon Hunter Steal.,18,20
10:37,55,Marlon Hunter missed Layup.,18,20
10:37,2413,Lamontray Harris Defensive Rebound.,18,20
10:29,2413,Alonzo Chatman made Layup. Assisted by A.J. Hicks.,20,20
10:09,55,Jason Burnell made Layup. Assisted by Maurice Dunlap.,20,22
10:09,2413,Foul on De'Von Cooper.,20,22
10:09,55,Jason Burnell missed Free Throw.,20,22
10:09,2413,Londell King Defensive Rebound.,20,22
9:42,55,Foul on Jason Burnell.,20,22
9:26,2413,De'Von Cooper missed Jumper.,20,22
9:26,2413,De'Von Cooper Offensive Rebound.,20,22
9:23,2413,De'Von Cooper missed Layup.,20,22
9:23,55,Marlon Hunter Block.,20,22
9:21,2413,Jordan Walker Offensive Rebound.,20,22
9:19,2413,Jordan Walker made Three Point Jumper.,23,22
9:02,55,Marlon Hunter Turnover.,23,22
9:02,2413,James Baker Steal.,23,22
8:58,2413,Jordan Walker made Layup. Assisted by James Baker.,25,22
8:58,55,Foul on Christian Cunningham.,25,22
8:58,2413,Jordan Walker made Free Throw.,26,22
8:45,55,Ashton Spears Turnover.,26,22
8:29,2413,James Baker made Dunk. Assisted by Jordan Walker.,28,22
8:14,55,Malcolm Drumwright missed Three Point Jumper.,28,22
8:14,2413,James Baker Defensive Rebound.,28,22
8:04,2413,James Baker made Three Point Jumper. Assisted by A.J. Hicks.,31,22
7:37,55,Jason Burnell made Three Point Jumper. Assisted by Malcolm Drumwright.,31,25
7:13,2413,James Baker missed Three Point Jumper.,31,25
7:13,55,Jamall Gregory Defensive Rebound.,31,25
7:04,55,Jamall Gregory missed Layup.,31,25
7:04,2413,A.J. Hicks Defensive Rebound.,31,25
6:57,2413,Djimon Henson made Three Point Jumper. Assisted by A.J. Hicks.,34,25
6:34,55,Malcolm Drumwright missed Three Point Jumper.,34,25
6:34,2413,A.J. Hicks Defensive Rebound.,34,25
6:26,55,Foul on Jason Burnell.,34,25
6:26,55,Official TV Timeout,34,25
6:26,2413,A.J. Hicks made Free Throw.,35,25
6:26,2413,A.J. Hicks made Free Throw.,36,25
6:03,55,Norbertas Giga made Jumper.,36,27
5:41,2413,De'Von Cooper missed Three Point Jumper.,36,27
5:41,55,Norbertas Giga Defensive Rebound.,36,27
5:22,55,Jamall Gregory made Dunk. Assisted by Malcolm Drumwright.,36,29
5:06,55,Foul on Malcolm Drumwright.,36,29
5:03,55,Foul on Jamall Gregory.,36,29
5:03,2413,Djimon Henson missed Free Throw.,36,29
5:03,55,Norbertas Giga Defensive Rebound.,36,29
4:50,55,Norbertas Giga missed Three Point Jumper.,36,29
4:50,2413,Djimon Henson Defensive Rebound.,36,29
4:26,2413,De'Von Cooper missed Jumper.,36,29
4:26,55,Christian Cunningham Block.,36,29
4:23,55,Jamall Gregory Defensive Rebound.,36,29
4:15,55,Ashton Spears missed Three Point Jumper.,36,29
4:15,2413,De'Von Cooper Defensive Rebound.,36,29
3:43,2413,Jordan Walker missed Layup.,36,29
3:43,2413,Londell King Offensive Rebound.,36,29
3:42,2413,Londell King made Layup.,38,29
3:20,2413,Foul on Lamontray Harris.,38,29
3:20,55,Official TV Timeout,38,29
3:05,55,Norbertas Giga missed Layup.,38,29
3:05,55,Christian Cunningham Offensive Rebound.,38,29
3:04,55,Christian Cunningham made Dunk.,38,31
2:31,2413,A.J. Hicks made Jumper.,40,31
1:59,55,Norbertas Giga missed Jumper.,40,31
1:59,2413,Jordan Walker Defensive Rebound.,40,31
1:45,2413,James Baker missed Layup.,40,31
1:45,55,Christian Cunningham Block.,40,31
1:43,55,Tyrik Edwards Defensive Rebound.,40,31
1:37,55,Malcolm Drumwright missed Jumper.,40,31
1:37,55,Norbertas Giga Offensive Rebound.,40,31
1:14,55,Marlon Hunter missed Three Point Jumper.,40,31
1:14,2413,Londell King Defensive Rebound.,40,31
0:58,2413,Foul on James Baker.,40,31
0:58,2413,James Baker Turnover.,40,31
0:42,55,Malcolm Drumwright missed Three Point Jumper.,40,31
0:42,2413,A.J. Hicks Defensive Rebound.,40,31
0:11,2413,A.J. Hicks missed Layup.,40,31
0:11,55,Christian Cunningham Block.,40,31
0:10,55,Marlon Hunter Defensive Rebound.,40,31
0:06,55,Marlon Hunter missed Layup.,40,31
0:06,2413,Londell King Defensive Rebound.,40,31
0:01,2413,Djimon Henson missed Three Point Jumper.,40,31
0:01,55,Christian Cunningham Defensive Rebound.,40,31
0:00,55,End of 1st half,40,31
19:42,55,Christian Cunningham Turnover.,40,31
19:42,2413,De'Von Cooper Steal.,40,31
19:36,55,Foul on Jamall Gregory.,40,31
19:36,2413,Londell King Turnover.,40,31
19:36,55,Norbertas Giga Steal.,40,31
19:23,55,Norbertas Giga missed Layup.,40,31
19:23,2413,Morehead State Defensive Rebound.,40,31
18:54,2413,Jordan Walker missed Three Point Jumper.,40,31
18:54,55,Norbertas Giga Defensive Rebound.,40,31
18:28,55,Tyrik Edwards made Layup. Assisted by Malcolm Drumwright.,40,33
18:09,2413,Londell King made Three Point Jumper. Assisted by Jordan Walker.,43,33
17:42,55,Jamall Gregory missed Three Point Jumper.,43,33
17:42,2413,Djimon Henson Defensive Rebound.,43,33
17:32,2413,Londell King missed Three Point Jumper.,43,33
17:32,55,Tyrik Edwards Defensive Rebound.,43,33
17:16,55,Norbertas Giga missed Three Point Jumper.,43,33
17:16,2413,Alonzo Chatman Defensive Rebound.,43,33
17:09,2413,De'Von Cooper missed Three Point Jumper.,43,33
17:09,55,Tyrik Edwards Defensive Rebound.,43,33
17:03,2413,Foul on Jordan Walker.,43,33
16:50,55,Malcolm Drumwright missed Three Point Jumper.,43,33
16:50,55,Norbertas Giga Offensive Rebound.,43,33
16:48,2413,Foul on Lamontray Harris.,43,33
16:48,55,Norbertas Giga made Free Throw.,43,34
16:48,55,Norbertas Giga missed Free Throw.,43,34
16:48,2413,Londell King Defensive Rebound.,43,34
16:32,2413,Londell King missed Three Point Jumper.,43,34
16:32,55,Norbertas Giga Defensive Rebound.,43,34
16:17,55,Jamall Gregory made Jumper. Assisted by Malcolm Drumwright.,43,36
15:47,2413,Djimon Henson missed Layup.,43,36
15:47,55,Jason Burnell Block.,43,36
15:46,55,Malcolm Drumwright Defensive Rebound.,43,36
15:34,55,Jamall Gregory made Layup. Assisted by Tyrik Edwards.,43,38
15:32,55,Official TV Timeout,43,38
15:26,2413,James Baker Turnover.,43,38
15:24,55,Jason Burnell Steal.,43,38
15:24,2413,Foul on James Baker.,43,38
15:05,55,Malcolm Drumwright made Three Point Jumper. Assisted by Norbertas Giga.,43,41
14:49,2413,A.J. Hicks Turnover.,43,41
14:48,55,Jamall Gregory Steal.,43,41
14:47,55,Jason Burnell made Dunk. Assisted by Jamall Gregory.,43,43
14:45,2413,Morehead State  Timeout,43,43
14:45,55,Official TV Timeout,43,43
14:40,2413,De'Von Cooper made Three Point Jumper. Assisted by A.J. Hicks.,46,43
14:22,55,Jamall Gregory Turnover.,46,43
14:22,2413,Jordan Walker Steal.,46,43
14:19,2413,Jordan Walker made Layup.,48,43
13:59,55,Jamall Gregory missed Jumper.,48,43
13:59,2413,Londell King Defensive Rebound.,48,43
13:56,55,Foul on Jason Burnell.,48,43
13:40,2413,De'Von Cooper missed Three Point Jumper.,48,43
13:40,55,Norbertas Giga Defensive Rebound.,48,43
13:24,55,Malcolm Drumwright missed Three Point Jumper.,48,43
13:24,55,Jacksonville State Offensive Rebound.,48,43
13:21,2413,Foul on Alonzo Chatman.,48,43
13:02,55,Jason Burnell missed Three Point Jumper.,48,43
13:02,2413,Jordan Walker Defensive Rebound.,48,43
12:40,55,Foul on Norbertas Giga.,48,43
12:40,2413,Alonzo Chatman missed Free Throw.,48,43
12:40,2413,Morehead State Deadball Team Rebound.,48,43
12:40,2413,Alonzo Chatman missed Free Throw.,48,43
12:40,55,Norbertas Giga Defensive Rebound.,48,43
12:25,55,Marlon Hunter missed Jumper.,48,43
12:25,2413,Londell King Defensive Rebound.,48,43
12:04,2413,Jordan Walker missed Three Point Jumper.,48,43
12:04,55,Maurice Dunlap Defensive Rebound.,48,43
11:53,55,Jason Burnell made Jumper. Assisted by Maurice Dunlap.,48,45
11:33,2413,Londell King made Layup.,50,45
11:02,55,Norbertas Giga missed Jumper.,50,45
11:02,55,Marlon Hunter Offensive Rebound.,50,45
10:59,55,Marlon Hunter made Jumper.,50,47
10:39,55,Foul on Jason Burnell.,50,47
10:39,55,Official TV Timeout,50,47
10:39,2413,Londell King made Free Throw.,51,47
10:39,2413,Londell King made Free Throw.,52,47
10:26,55,Malcolm Drumwright missed Three Point Jumper.,52,47
10:26,55,Jacksonville State Offensive Rebound.,52,47
10:23,2413,Foul on Londell King.,52,47
10:20,55,Maurice Dunlap made Jumper. Assisted by Malcolm Drumwright.,52,49
10:13,2413,Morehead State  Turnover.,52,49
10:05,55,Maurice Dunlap missed Three Point Jumper.,52,49
10:05,2413,Londell King Defensive Rebound.,52,49
9:36,2413,Lamontray Harris missed Jumper.,52,49
9:36,2413,Londell King Offensive Rebound.,52,49
9:34,2413,Londell King made Layup.,54,49
9:17,55,Norbertas Giga Turnover.,54,49
9:16,2413,Jordan Walker Steal.,54,49
9:11,2413,Djimon Henson missed Three Point Jumper.,54,49
9:11,55,Maurice Dunlap Defensive Rebound.,54,49
8:46,55,Norbertas Giga made Layup. Assisted by Maurice Dunlap.,54,51
8:26,2413,Lamontray Harris missed Three Point Jumper.,54,51
8:26,55,Jacksonville State Defensive Rebound.,54,51
8:06,2413,Foul on Djimon Henson.,54,51
8:05,55,Malcolm Drumwright made Free Throw.,54,52
8:05,55,Malcolm Drumwright made Free Throw.,54,53
7:41,2413,Jordan Walker missed Jumper.,54,53
7:41,55,Cam Martin Defensive Rebound.,54,53
7:23,55,Cam Martin Turnover.,54,53
7:23,55,Official TV Timeout,54,53
7:08,2413,Djimon Henson missed Three Point Jumper.,54,53
7:08,55,Marlon Hunter Defensive Rebound.,54,53
6:57,2413,Foul on Alonzo Chatman.,54,53
6:57,55,Norbertas Giga made Free Throw.,54,54
6:57,55,Norbertas Giga made Free Throw.,54,55
6:37,2413,Djimon Henson missed Layup.,54,55
6:37,55,Christian Cunningham Defensive Rebound.,54,55
6:28,55,Malcolm Drumwright missed Layup.,54,55
6:28,2413,Londell King Block.,54,55
6:28,55,Norbertas Giga Offensive Rebound.,54,55
6:28,2413,Foul on Alonzo Chatman.,54,55
6:28,55,Malcolm Drumwright made Free Throw.,54,56
6:28,55,Malcolm Drumwright made Free Throw.,54,57
6:17,2413,Londell King missed Three Point Jumper.,54,57
6:17,55,Christian Cunningham Defensive Rebound.,54,57
6:07,2413,Foul on A.J. Hicks.,54,57
6:07,55,Norbertas Giga made Free Throw.,54,58
6:07,55,Norbertas Giga missed Free Throw.,54,58
6:07,2413,Lamontray Harris Defensive Rebound.,54,58
6:01,55,Foul on Malcolm Drumwright.,54,58
5:46,2413,A.J. Hicks missed Layup.,54,58
5:46,55,Malcolm Drumwright Defensive Rebound.,54,58
5:45,55,Malcolm Drumwright Turnover.,54,58
5:45,2413,Morehead State  Timeout,54,58
5:32,55,Foul on Christian Cunningham.,54,58
5:32,2413,Lamontray Harris made Free Throw.,55,58
5:32,2413,Lamontray Harris made Free Throw.,56,58
5:13,55,Maurice Dunlap missed Free Throw.,56,60
5:13,2413,Londell King Defensive Rebound.,56,60
5:12,55,Maurice Dunlap made Layup. Assisted by Christian Cunningham.,56,60
5:12,2413,Foul on Jordan Walker.,56,60
4:56,2413,Lamontray Harris made Jumper. Assisted by Londell King.,58,60
4:28,55,Norbertas Giga made Jumper. Assisted by Marlon Hunter.,58,62
4:07,2413,Lamontray Harris made Three Point Jumper. Assisted by A.J. Hicks.,61,62
3:39,55,Malcolm Drumwright Turnover.,61,62
3:39,55,Official TV Timeout,61,62
3:23,2413,Djimon Henson missed Jumper.,61,62
3:23,55,Jason Burnell Defensive Rebound.,61,62
3:01,55,Jason Burnell made Free Throw.,61,65
3:00,55,Jason Burnell made Layup. Assisted by Maurice Dunlap.,61,64
3:00,2413,Foul on Lamontray Harris.,61,64
2:43,2413,Lamontray Harris made Free Throw.,62,65
2:43,2413,Lamontray Harris made Free Throw.,63,65
2:42,55,Foul on Christian Cunningham.,61,65
2:27,55,Marlon Hunter made Jumper. Assisted by Norbertas Giga.,63,67
2:00,2413,Lamontray Harris missed Jumper.,63,67
2:00,2413,Londell King Offensive Rebound.,63,67
1:58,2413,Londell King missed Layup.,63,67
1:58,55,Maurice Dunlap Defensive Rebound.,63,67
1:39,55,Malcolm Drumwright missed Layup.,63,67
1:39,55,Jason Burnell Offensive Rebound.,63,67
1:36,55,Jason Burnell made Layup.,63,69
1:35,55,Jacksonville State  Timeout,63,69
1:26,2413,Jordan Walker made Three Point Jumper. Assisted by Djimon Henson.,66,69
0:56,2413,Foul on A.J. Hicks.,66,69
0:56,55,Maurice Dunlap missed Free Throw.,66,69
0:56,55,Jacksonville State Deadball Team Rebound.,66,69
0:56,55,Maurice Dunlap made Free Throw.,66,70
0:56,55,Maurice Dunlap made Free Throw.,66,71
0:42,2413,Jordan Walker missed Layup.,66,71
0:42,55,Christian Cunningham Defensive Rebound.,66,71
0:37,2413,Foul on Jordan Walker.,66,71
0:37,55,Tyrik Edwards made Free Throw.,66,72
0:37,55,Tyrik Edwards made Free Throw.,66,73
0:33,2413,Morehead State  Timeout,66,73
0:24,2413,Jordan Walker missed Three Point Jumper.,66,73
0:24,55,Tyrik Edwards Defensive Rebound.,66,73
0:18,2413,Foul on Lamontray Harris.,66,73
0:18,55,Marlon Hunter made Free Throw.,66,74
0:18,55,Marlon Hunter made Free Throw.,66,75
0:13,2413,Djimon Henson missed Three Point Jumper.,66,75
0:13,55,Christian Cunningham Defensive Rebound.,66,75
0:09,2413,Foul on Jordan Walker.,66,75
0:09,55,Christian Cunningham missed Free Throw.,66,75
0:09,55,Jacksonville State Deadball Team Rebound.,66,75
0:09,55,Christian Cunningham made Free Throw.,66,76
0:04,2413,Djimon Henson made Three Point Jumper. Assisted by De'Von Cooper.,69,76
0:00,55,End of Game,69,76
