Santa Clara,2250,Gonzaga,2541
13:30,2250,Corey Kispert made Three Point Jumper. Assisted by Josh Perkins.,4,22
13:08,2541,Matt Hauser Turnover.,4,22
13:08,2250,Silas Melson Steal.,4,22
12:59,2250,Corey Kispert missed Three Point Jumper.,4,22
12:59,2541,Matt Hauser Defensive Rebound.,4,22
12:46,2541,Josip Vrankic missed Layup.,4,22
12:46,2250,Corey Kispert Block.,4,22
12:46,2250,Corey Kispert Defensive Rebound.,4,22
12:35,2250,Silas Melson missed Three Point Jumper.,4,22
12:35,2541,Santa Clara Defensive Rebound.,4,22
12:33,2250,Foul on Corey Kispert.,4,22
12:18,2541,KJ Feagin Turnover.,4,22
11:53,2250,Jesse Wade missed Three Point Jumper.,4,22
11:53,2250,Jesse Wade Offensive Rebound.,4,22
11:35,2250,Silas Melson Turnover.,4,22
11:35,2541,Henry Caruso Steal.,4,22
11:17,2541,Josip Vrankic Turnover.,4,22
11:17,2250,Official TV Timeout,4,22
11:08,2541,Foul on KJ Feagin.,4,22
10:48,2250,Josh Perkins missed Three Point Jumper.,4,22
10:48,2541,Henry Caruso Defensive Rebound.,4,22
10:28,2250,Foul on Rui Hachimura.,4,22
10:25,2541,Henry Caruso made Layup. Assisted by Matt Hauser.,6,22
10:06,2250,Zach Norvell Jr. made Layup.,6,24
10:06,2541,Foul on Emmanuel Ndumanya.,6,24
10:06,2250,Zach Norvell Jr. missed Free Throw.,6,24
10:06,2541,Henry Caruso Defensive Rebound.,6,24
9:53,2541,Matt Hauser made Jumper.,8,24
9:33,2250,Rui Hachimura made Jumper. Assisted by Josh Perkins.,8,26
9:28,2541,KJ Feagin Turnover.,8,26
9:16,2541,Foul on Emmanuel Ndumanya.,8,26
9:16,2250,Rui Hachimura made Free Throw.,8,27
9:16,2250,Rui Hachimura made Free Throw.,8,28
9:01,2541,KJ Feagin made Layup.,10,28
8:46,2250,Zach Norvell Jr. missed Three Point Jumper.,10,28
8:46,2541,Henry Caruso Defensive Rebound.,10,28
8:33,2541,KJ Feagin missed Three Point Jumper.,10,28
8:33,2250,Johnathan Williams Defensive Rebound.,10,28
8:19,2250,Rui Hachimura made Dunk. Assisted by Josh Perkins.,10,30
7:57,2541,Matt Hauser missed Three Point Jumper.,10,30
7:57,2250,Rui Hachimura Defensive Rebound.,10,30
7:42,2250,Silas Melson missed Three Point Jumper.,10,30
7:42,2541,KJ Feagin Defensive Rebound.,10,30
7:39,2541,Foul on Henry Caruso.,10,30
7:39,2541,Henry Caruso Turnover.,10,30
7:39,2250,Official TV Timeout,10,30
7:31,2250,Josh Perkins made Three Point Jumper. Assisted by Zach Norvell Jr..,10,33
7:10,2541,Matt Hauser missed Three Point Jumper.,10,33
7:10,2250,Silas Melson Defensive Rebound.,10,33
6:59,2250,Josh Perkins Turnover.,10,33
6:59,2541,Henry Caruso Steal.,10,33
6:51,2541,Matt Hauser made Three Point Jumper. Assisted by KJ Feagin.,13,33
6:32,2250,Killian Tillie made Jumper. Assisted by Zach Norvell Jr..,13,35
6:19,2541,Matt Hauser made Layup. Assisted by KJ Feagin.,15,35
6:04,2250,Killian Tillie made Layup. Assisted by Zach Norvell Jr..,15,37
5:51,2541,Josip Vrankic made Three Point Jumper. Assisted by KJ Feagin.,18,37
5:49,2250,Gonzaga  Timeout,18,37
5:30,2250,Johnathan Williams made Jumper.,18,39
5:15,2541,Matt Hauser missed Three Point Jumper.,18,39
5:15,2250,Silas Melson Defensive Rebound.,18,39
5:06,2250,Silas Melson missed Layup.,18,39
5:06,2250,Killian Tillie Offensive Rebound.,18,39
4:53,2250,Killian Tillie missed Layup.,18,39
4:53,2541,Jarvis Pugh Defensive Rebound.,18,39
4:41,2541,Jarvis Pugh missed Layup.,18,39
4:41,2250,Silas Melson Block.,18,39
4:41,2541,Santa Clara Offensive Rebound.,18,39
4:37,2541,KJ Feagin missed Jumper.,18,39
4:37,2250,Johnathan Williams Defensive Rebound.,18,39
4:25,2250,Zach Norvell Jr. made Three Point Jumper. Assisted by Silas Melson.,18,42
4:00,2250,Foul on Silas Melson.,18,42
4:00,2250,Official TV Timeout,18,42
4:00,2541,KJ Feagin made Free Throw.,19,42
4:00,2541,KJ Feagin made Free Throw.,20,42
3:43,2250,Corey Kispert made Three Point Jumper. Assisted by Zach Norvell Jr..,20,45
3:18,2541,Shaquille Walters made Three Point Jumper. Assisted by KJ Feagin.,23,45
3:02,2250,Zach Norvell Jr. made Three Point Jumper. Assisted by Josh Perkins.,23,48
2:40,2541,Shaquille Walters Turnover.,23,48
2:40,2250,Zach Norvell Jr. Steal.,23,48
2:34,2250,Killian Tillie made Jumper. Assisted by Josh Perkins.,23,50
2:07,2250,Foul on Zach Norvell Jr..,23,50
2:07,2541,Josip Vrankic missed Free Throw.,23,50
2:07,2250,Johnathan Williams Defensive Rebound.,23,50
1:43,2250,Corey Kispert missed Jumper.,23,50
1:43,2250,Gonzaga Offensive Rebound.,23,50
1:35,2250,Corey Kispert missed Three Point Jumper.,23,50
1:35,2250,Jesse Wade Offensive Rebound.,23,50
1:25,2250,Josh Perkins Turnover.,23,50
1:25,2541,Shaquille Walters Steal.,23,50
1:00,2541,Kai Healy made Jumper.,25,50
0:50,2250,Corey Kispert made Layup. Assisted by Josh Perkins.,25,52
0:30,2541,Shaquille Walters missed Three Point Jumper.,25,52
0:30,2250,Corey Kispert Defensive Rebound.,25,52
0:00,2250,End of 1st half,25,52
20:00,2541,Jump Ball won by Santa Clara,25,52
19:48,2541,KJ Feagin made Three Point Jumper. Assisted by Henry Caruso.,28,52
19:17,2250,Silas Melson made Three Point Jumper. Assisted by Zach Norvell Jr..,28,55
18:57,2541,Matt Hauser Turnover.,28,55
18:57,2250,Rui Hachimura Steal.,28,55
18:52,2250,Rui Hachimura made Layup.,28,57
18:35,2541,Josip Vrankic missed Dunk.,28,57
18:35,2250,Johnathan Williams Defensive Rebound.,28,57
18:27,2250,Zach Norvell Jr. missed Three Point Jumper.,28,57
18:27,2541,Josip Vrankic Defensive Rebound.,28,57
18:20,2250,Foul on Johnathan Williams.,28,57
18:08,2541,Henry Caruso made Layup.,30,57
17:54,2250,Josh Perkins made Three Point Jumper. Assisted by Rui Hachimura.,30,60
17:26,2541,KJ Feagin missed Layup.,30,60
17:26,2541,Emmanuel Ndumanya Offensive Rebound.,30,60
17:23,2250,Foul on Zach Norvell Jr..,30,60
17:23,2541,Emmanuel Ndumanya made Free Throw.,31,60
17:23,2541,Emmanuel Ndumanya made Free Throw.,32,60
17:11,2250,Josh Perkins missed Three Point Jumper.,32,60
17:11,2541,Emmanuel Ndumanya Defensive Rebound.,32,60
16:58,2250,Foul on Silas Melson.,32,60
16:58,2541,Henry Caruso made Free Throw.,33,60
16:58,2541,Henry Caruso made Free Throw.,34,60
16:45,2250,Rui Hachimura made Dunk. Assisted by Zach Norvell Jr..,34,62
16:35,2250,Foul on Johnathan Williams.,34,62
16:35,2541,Emmanuel Ndumanya made Free Throw.,35,62
16:35,2541,Emmanuel Ndumanya made Free Throw.,36,62
16:21,2541,Foul on Emmanuel Ndumanya.,36,62
16:18,2250,Silas Melson made Three Point Jumper. Assisted by Josh Perkins.,36,65
16:02,2541,KJ Feagin missed Layup.,36,65
16:02,2250,Johnathan Williams Defensive Rebound.,36,65
15:58,2541,Foul on Jarvis Pugh.,36,65
15:58,2250,Official TV Timeout,36,65
15:46,2250,Silas Melson missed Jumper.,36,65
15:46,2250,Rui Hachimura Offensive Rebound.,36,65
15:35,2250,Corey Kispert missed Three Point Jumper.,36,65
15:35,2250,Rui Hachimura Offensive Rebound.,36,65
15:29,2541,Foul on Shaquille Walters.,36,65
15:29,2250,Rui Hachimura missed Free Throw.,36,65
15:29,2250,Gonzaga Deadball Team Rebound.,36,65
15:29,2250,Rui Hachimura made Free Throw.,36,66
15:18,2541,Emmanuel Ndumanya Turnover.,36,66
14:54,2250,Silas Melson made Three Point Jumper. Assisted by Corey Kispert.,36,69
14:53,2541,Foul on Emmanuel Ndumanya.,36,69
14:53,2541,Emmanuel Ndumanya Turnover.,36,69
14:41,2250,Josh Perkins missed Three Point Jumper.,36,69
14:41,2541,Matt Hauser Defensive Rebound.,36,69
14:30,2541,Henry Caruso Turnover.,36,69
14:30,2250,Rui Hachimura Steal.,36,69
14:30,2250,Jump Ball won by Gonzaga,36,69
14:20,2250,Killian Tillie missed Jumper.,36,69
14:20,2541,Shaquille Walters Defensive Rebound.,36,69
14:12,2541,Josip Vrankic made Layup.,38,69
13:54,2250,Josh Perkins missed Three Point Jumper.,38,69
13:54,2541,Shaquille Walters Defensive Rebound.,38,69
13:44,2541,Josip Vrankic missed Three Point Jumper.,38,69
13:44,2250,Corey Kispert Defensive Rebound.,38,69
13:29,2541,Foul on Shaquille Walters.,38,69
13:25,2250,Killian Tillie made Layup. Assisted by Silas Melson.,38,71
13:02,2541,Matt Hauser missed Three Point Jumper.,38,71
13:02,2250,Jacob Larsen Defensive Rebound.,38,71
12:50,2250,Jacob Larsen made Layup. Assisted by Killian Tillie.,38,73
12:38,2541,Santa Clara  Timeout,38,73
12:22,2541,KJ Feagin missed Jumper.,38,73
12:22,2250,Jacob Larsen Defensive Rebound.,38,73
12:06,2250,Silas Melson missed Three Point Jumper.,38,73
12:06,2250,Corey Kispert Offensive Rebound.,38,73
11:58,2250,Corey Kispert missed Layup.,38,73
11:58,2250,Zach Norvell Jr. Offensive Rebound.,38,73
11:45,2250,Corey Kispert made Layup.,38,75
11:38,2541,Matt Hauser Turnover.,38,75
11:38,2250,Official TV Timeout,38,75
11:27,2250,Zach Norvell Jr. missed Three Point Jumper.,38,75
11:27,2250,Jacob Larsen Offensive Rebound.,38,75
11:22,2250,Jacob Larsen Turnover.,38,75
11:22,2541,Josip Vrankic Steal.,38,75
11:22,2541,Jump Ball won by Santa Clara,38,75
11:14,2541,Josip Vrankic missed Three Point Jumper.,38,75
11:14,2250,Jeremy Jones Defensive Rebound.,38,75
11:01,2250,Silas Melson made Three Point Jumper. Assisted by Corey Kispert.,38,78
10:45,2250,Foul on Silas Melson.,38,78
10:38,2541,Josip Vrankic missed Three Point Jumper.,38,78
10:38,2250,Jeremy Jones Defensive Rebound.,38,78
10:10,2250,Jeremy Jones made Layup. Assisted by Zach Norvell Jr..,38,80
10:10,2541,Foul on Josip Vrankic.,38,80
10:10,2250,Jeremy Jones made Free Throw.,38,81
9:57,2541,Emmanuel Ndumanya made Layup. Assisted by KJ Feagin.,40,81
9:54,2250,Zach Norvell Jr. Turnover.,40,81
9:54,2541,KJ Feagin Steal.,40,81
9:46,2541,Jarvis Pugh Turnover.,40,81
9:46,2250,Zach Norvell Jr. Steal.,40,81
9:42,2250,Zach Norvell Jr. made Layup.,40,83
9:21,2250,Foul on Jacob Larsen.,40,83
9:15,2541,KJ Feagin Turnover.,40,83
9:15,2250,Corey Kispert Steal.,40,83
9:11,2250,Corey Kispert missed Layup.,40,83
9:11,2250,Jeremy Jones Offensive Rebound.,40,83
9:03,2250,Jeremy Jones made Layup.,40,85
8:57,2541,Santa Clara  Timeout,40,85
8:53,2541,Emmanuel Ndumanya made Layup. Assisted by KJ Feagin.,42,85
8:33,2250,Zach Norvell Jr. missed Three Point Jumper.,42,85
8:33,2541,Shaquille Walters Defensive Rebound.,42,85
8:19,2541,KJ Feagin Turnover.,42,85
8:03,2250,Silas Melson missed Three Point Jumper.,42,85
8:03,2250,Jeremy Jones Offensive Rebound.,42,85
7:59,2541,Foul on Matt Turner.,42,85
7:59,2250,Official TV Timeout,42,85
7:59,2250,Jeremy Jones made Free Throw.,42,86
7:59,2250,Jeremy Jones made Free Throw.,42,87
7:44,2541,Matt Hauser made Jumper.,44,87
7:13,2250,Jesse Wade Turnover.,44,87
7:13,2541,Jarvis Pugh Steal.,44,87
7:07,2541,Matt Turner missed Jumper.,44,87
7:07,2541,Henry Caruso Offensive Rebound.,44,87
7:00,2541,Henry Caruso missed Jumper.,44,87
7:00,2250,Corey Kispert Defensive Rebound.,44,87
6:54,2250,Corey Kispert missed Three Point Jumper.,44,87
6:54,2541,Matt Turner Defensive Rebound.,44,87
6:38,2250,Foul on Jacob Larsen.,44,87
6:38,2541,Emmanuel Ndumanya made Free Throw.,45,87
6:38,2541,Emmanuel Ndumanya made Free Throw.,46,87
6:14,2541,Foul on Jarvis Pugh.,46,87
6:14,2250,Jeremy Jones made Free Throw.,46,88
6:14,2250,Jeremy Jones made Free Throw.,46,89
6:01,2541,Matt Hauser missed Three Point Jumper.,46,89
6:01,2541,Emmanuel Ndumanya Offensive Rebound.,46,89
5:55,2541,Josip Vrankic missed Three Point Jumper.,46,89
5:55,2541,Josip Vrankic Offensive Rebound.,46,89
5:44,2541,Matt Turner missed Three Point Jumper.,46,89
5:44,2541,Matt Turner Offensive Rebound.,46,89
5:31,2541,Matt Hauser missed Jumper.,46,89
5:31,2250,Corey Kispert Defensive Rebound.,46,89
5:01,2250,Jesse Wade made Jumper. Assisted by Jeremy Jones.,46,91
5:00,2541,Foul on Emmanuel Ndumanya.,46,91
5:00,2250,Jesse Wade missed Free Throw.,46,91
4:59,2541,Shaquille Walters Defensive Rebound.,46,91
4:44,2250,Foul on Jack Beach.,46,91
4:44,2541,Matt Turner made Free Throw.,47,91
4:44,2541,Matt Turner missed Free Throw.,47,91
4:44,2250,Jacob Larsen Defensive Rebound.,47,91
4:23,2250,Jeremy Jones missed Three Point Jumper.,47,91
4:23,2250,Jacob Larsen Offensive Rebound.,47,91
4:20,2541,Foul on Jarvis Pugh.,47,91
4:20,2250,Jacob Larsen missed Free Throw.,47,91
4:20,2250,Gonzaga Deadball Team Rebound.,47,91
4:20,2250,Jacob Larsen made Free Throw.,47,92
4:03,2541,Shaquille Walters Turnover.,47,92
4:03,2250,Jeremy Jones Steal.,47,92
4:02,2541,Foul on Shaquille Walters.,47,92
4:02,2250,Jeremy Jones made Free Throw.,47,93
4:02,2250,Jeremy Jones made Free Throw.,47,94
3:46,2541,Matt Hauser Turnover.,47,94
3:46,2250,Official TV Timeout,47,94
3:25,2250,Jacob Larsen made Layup. Assisted by Rui Hachimura.,47,96
2:57,2250,Foul on Jesse Wade.,47,96
2:57,2541,Josip Vrankic made Free Throw.,48,96
2:57,2541,Josip Vrankic made Free Throw.,49,96
2:18,2541,KJ Feagin missed Three Point Jumper.,49,96
2:18,2250,Jeremy Jones Defensive Rebound.,49,96
1:47,2250,Jeremy Jones missed Jumper.,49,96
1:47,2250,Gonzaga Offensive Rebound.,49,96
1:45,2541,Foul on Matt Turner.,49,96
1:45,2250,Jacob Larsen made Free Throw.,49,97
1:45,2250,Jacob Larsen made Free Throw.,49,98
1:30,2541,Kai Healy missed Jumper.,49,98
1:30,2250,Brian Pete Defensive Rebound.,49,98
1:17,2250,Jacob Larsen missed Jumper.,49,98
1:17,2541,Josip Vrankic Defensive Rebound.,49,98
1:02,2541,Foul on Josip Vrankic.,49,98
1:02,2541,Josip Vrankic Turnover.,49,98
0:43,2250,Jacob Larsen made Dunk. Assisted by Jesse Wade.,49,100
0:43,2541,Foul on Jarvis Pugh.,49,100
0:43,2250,Jacob Larsen made Free Throw.,49,101
0:33,2541,Matt Turner made Three Point Jumper.,52,101
0:11,2250,Jeremy Jones missed Layup.,52,101
0:11,2541,Santa Clara Defensive Rebound.,52,101
0:09,2541,Matt Turner missed Three Point Jumper.,52,101
0:09,2250,Jesse Wade Defensive Rebound.,52,101
0:00,2250,End of Game,52,101
