Fordham,2670,VCU,2230
18:43,2670,Justin Tillman Defensive Rebound.,30,48
18:19,2670,Justin Tillman made Three Point Jumper. Assisted by Jonathan Williams.,30,51
17:50,2230,Perris Hicks made Layup.,32,51
17:28,2230,Foul on Prokop Slanina.,32,51
17:28,2670,Khris Lane missed Free Throw.,32,51
17:28,2670,VCU Deadball Team Rebound.,32,51
17:28,2670,Khris Lane made Free Throw.,32,52
17:04,2230,Will Tavares made Layup.,34,52
16:35,2670,Justin Tillman Turnover.,34,52
16:34,2230,Joseph Chartouny Steal.,34,52
16:18,2230,Perris Hicks made Three Point Jumper.,37,52
16:03,2670,Sean Mobley missed Three Point Jumper.,37,52
16:03,2230,Prokop Slanina Defensive Rebound.,37,52
15:52,2230,Will Tavares made Layup.,39,52
15:37,2670,De'Riante Jenkins missed Layup.,39,52
15:37,2230,Prokop Slanina Defensive Rebound.,39,52
15:19,2230,Will Tavares missed Layup.,39,52
15:19,2670,Malik Crowfield Block.,39,52
15:16,2230,Will Tavares Offensive Rebound.,39,52
15:11,2230,Will Tavares Turnover.,39,52
15:11,2670,Sean Mobley Steal.,39,52
15:11,2230,Foul on Perris Hicks.,39,52
14:59,2670,Marcus Santos-Silva Turnover.,39,52
14:56,2230,Joseph Chartouny Steal.,39,52
14:52,2230,Joseph Chartouny made Layup.,41,52
14:44,2670,Sean Mobley missed Three Point Jumper.,41,52
14:44,2230,Prokop Slanina Defensive Rebound.,41,52
14:42,2670,Foul on Marcus Santos-Silva.,41,52
14:19,2230,Will Tavares made Layup. Assisted by Joseph Chartouny.,43,52
14:17,2230,Fordham  Timeout,43,52
14:17,2670,Official TV Timeout,43,52
13:59,2670,Justin Tillman missed Jumper.,43,52
13:59,2230,Ivan Raut Defensive Rebound.,43,52
13:40,2230,Cavit Havsa Turnover.,43,52
13:27,2670,Issac Vann made Jumper. Assisted by Mike'l Simms.,43,54
13:09,2230,Will Tavares made Three Point Jumper. Assisted by Joseph Chartouny.,46,54
12:47,2670,Mike'l Simms missed Three Point Jumper.,46,54
12:47,2670,Justin Tillman Offensive Rebound.,46,54
12:43,2670,Justin Tillman made Layup.,46,56
12:21,2230,Will Tavares made Three Point Jumper. Assisted by Cavit Havsa.,49,56
11:56,2670,Jonathan Williams made Layup. Assisted by Mike'l Simms.,49,58
11:30,2230,Joseph Chartouny missed Jumper.,49,58
11:30,2670,Mike'l Simms Defensive Rebound.,49,58
11:21,2670,Mike'l Simms missed Three Point Jumper.,49,58
11:21,2230,Cavit Havsa Defensive Rebound.,49,58
11:02,2230,Ivan Raut missed Three Point Jumper.,49,58
11:02,2670,Jonathan Williams Defensive Rebound.,49,58
10:52,2670,Issac Vann missed Three Point Jumper.,49,58
10:52,2230,Will Tavares Defensive Rebound.,49,58
10:36,2230,Will Tavares missed Layup.,49,58
10:36,2670,Justin Tillman Block.,49,58
10:36,2230,Fordham Offensive Rebound.,49,58
10:35,2670,Official TV Timeout,49,58
10:26,2230,Ivan Raut missed Three Point Jumper.,49,58
10:26,2670,Jonathan Williams Defensive Rebound.,49,58
10:04,2230,Foul on Prokop Slanina.,49,58
10:04,2670,Issac Vann missed Free Throw.,49,58
10:04,2670,VCU Deadball Team Rebound.,49,58
10:02,2670,Issac Vann missed Free Throw.,49,58
10:02,2230,Ivan Raut Defensive Rebound.,49,58
9:50,2670,Foul on Malik Crowfield.,49,58
9:50,2230,Joseph Chartouny missed Free Throw.,49,58
9:50,2230,Fordham Deadball Team Rebound.,49,58
9:50,2230,Joseph Chartouny made Free Throw.,50,58
9:38,2670,Justin Tillman made Layup. Assisted by De'Riante Jenkins.,50,60
9:24,2230,Will Tavares missed Three Point Jumper.,50,60
9:24,2670,Issac Vann Defensive Rebound.,50,60
9:10,2670,Issac Vann Turnover.,50,60
9:08,2230,Perris Hicks Steal.,50,60
9:05,2230,Will Tavares Turnover.,50,60
9:04,2670,Jonathan Williams Steal.,50,60
9:00,2670,De'Riante Jenkins made Three Point Jumper. Assisted by Malik Crowfield.,50,63
8:46,2230,Joseph Chartouny Turnover.,50,63
8:44,2670,Malik Crowfield Steal.,50,63
8:36,2670,De'Riante Jenkins Turnover.,50,63
8:35,2230,Prokop Slanina Steal.,50,63
8:31,2230,David Pekarek missed Three Point Jumper.,50,63
8:31,2670,Justin Tillman Defensive Rebound.,50,63
8:10,2670,Justin Tillman made Layup. Assisted by Issac Vann.,50,65
8:08,2670,VCU  Timeout,50,65
8:08,2670,Official TV Timeout,50,65
7:38,2230,Fordham  Turnover.,50,65
7:19,2670,Justin Tillman missed Layup.,50,65
7:19,2230,David Pekarek Defensive Rebound.,50,65
6:54,2670,Foul on Mike'l Simms.,50,65
6:54,2230,Perris Hicks made Free Throw.,51,65
6:54,2230,Perris Hicks made Free Throw.,52,65
6:19,2670,Issac Vann missed Layup.,52,65
6:19,2670,Justin Tillman Offensive Rebound.,52,65
6:12,2670,Justin Tillman missed Layup.,52,65
6:12,2230,Prokop Slanina Defensive Rebound.,52,65
6:10,2230,Perris Hicks missed Three Point Jumper.,52,65
6:10,2670,Issac Vann Defensive Rebound.,52,65
5:53,2230,Foul on David Pekarek.,52,65
5:53,2670,Justin Tillman made Free Throw.,52,66
5:53,2670,Justin Tillman made Free Throw.,52,67
5:44,2670,Foul on Khris Lane.,52,67
5:44,2230,Will Tavares missed Free Throw.,52,67
5:44,2230,Fordham Deadball Team Rebound.,52,67
5:44,2230,Will Tavares made Free Throw.,53,67
5:27,2670,Khris Lane made Jumper.,53,69
5:06,2230,Prokop Slanina made Three Point Jumper. Assisted by Perris Hicks.,56,69
4:49,2670,Issac Vann missed Three Point Jumper.,56,69
4:49,2670,VCU Offensive Rebound.,56,69
4:35,2230,Foul on Perris Hicks.,56,69
4:24,2670,Jonathan Williams Turnover.,56,69
4:23,2230,Will Tavares Steal.,56,69
4:22,2230,Will Tavares made Layup.,58,69
4:07,2670,Issac Vann missed Layup.,58,69
4:07,2670,Khris Lane Offensive Rebound.,58,69
4:04,2230,Foul on David Pekarek.,58,69
4:04,2670,Khris Lane missed Free Throw.,58,69
4:04,2670,VCU Deadball Team Rebound.,58,69
4:02,2670,Khris Lane made Free Throw.,58,70
3:47,2230,Joseph Chartouny made Layup. Assisted by David Pekarek.,60,70
3:25,2670,Jonathan Williams missed Layup.,60,70
3:25,2230,Joseph Chartouny Defensive Rebound.,60,70
3:13,2230,Will Tavares missed Three Point Jumper.,60,70
3:13,2670,Issac Vann Defensive Rebound.,60,70
2:51,2670,Jonathan Williams Turnover.,60,70
2:50,2230,Prokop Slanina Steal.,60,70
2:46,2230,Joseph Chartouny made Layup. Assisted by Will Tavares.,62,70
2:23,2670,Malik Crowfield missed Three Point Jumper.,62,70
2:23,2670,Issac Vann Offensive Rebound.,62,70
2:17,2670,Malik Crowfield made Layup.,62,72
2:00,2230,Prokop Slanina missed Layup.,62,72
2:00,2670,De'Riante Jenkins Defensive Rebound.,62,72
1:38,2670,Jonathan Williams made Layup. Assisted by De'Riante Jenkins.,62,74
1:19,2670,Foul on De'Riante Jenkins.,62,74
1:18,2670,Official TV Timeout,62,74
1:15,2670,Foul on De'Riante Jenkins.,62,74
1:15,2230,Will Tavares missed Free Throw.,62,74
1:15,2230,Fordham Deadball Team Rebound.,62,74
1:15,2230,Will Tavares made Free Throw.,63,74
0:58,2670,Jonathan Williams missed Layup.,63,74
0:58,2670,Justin Tillman Offensive Rebound.,63,74
0:56,2670,Justin Tillman missed Layup.,63,74
0:56,2230,David Pekarek Block.,63,74
0:54,2670,Justin Tillman Offensive Rebound.,63,74
0:53,2670,Justin Tillman missed Layup.,63,74
0:53,2670,Justin Tillman Offensive Rebound.,63,74
0:43,2230,Foul on Prokop Slanina.,63,74
0:43,2670,Issac Vann made Free Throw.,63,75
0:43,2670,Issac Vann made Free Throw.,63,76
0:27,2230,Perris Hicks missed Jumper.,63,76
0:27,2670,Justin Tillman Defensive Rebound.,63,76
0:00,2670,End of Game,63,76
