Holy Names,Error,UC Davis,302
2:11,302,Arell Hennings made Layup.,19,33
2:00,2868,Bobby Kazar Turnover.,19,33
1:52,2868,Foul on Jewels Sanders.,19,33
1:52,302,Chima Moneke missed Free Throw.,19,33
1:52,302,UC Davis Deadball Team Rebound.,19,33
1:52,302,Chima Moneke made Free Throw.,19,34
1:34,2868,Alonzo Taylor Turnover.,19,34
1:33,302,Rogers Printup Steal.,19,34
1:29,2868,Foul on Jewels Sanders.,19,34
1:29,302,Chima Moneke made Free Throw.,19,35
1:29,302,Chima Moneke missed Free Throw.,19,35
1:29,2868,Alonzo Taylor Defensive Rebound.,19,35
1:25,2868,Alonzo Taylor Turnover.,19,35
1:24,2868,Foul on Jacob Dean.,19,35
1:09,302,Chima Moneke made Jumper.,19,37
0:41,2868,Jacob Dean missed Three Point Jumper.,19,37
0:41,302,Chima Moneke Defensive Rebound.,19,37
0:32,2868,Foul on Jamie Strong.,19,37
0:32,302,Chima Moneke missed Free Throw.,19,37
0:32,302,UC Davis Deadball Team Rebound.,19,37
0:32,302,Chima Moneke made Free Throw.,19,38
0:23,2868,Andre Green missed Layup.,19,38
0:23,2868,Andre Green Offensive Rebound.,19,38
0:20,2868,Andre Green missed Layup.,19,38
0:20,302,Chima Moneke Block.,19,38
0:19,302,Rogers Printup Defensive Rebound.,19,38
0:03,302,Chima Moneke Turnover.,19,38
0:00,302,End of 1st half,19,38
19:56,2868,Foul on Andre Green.,19,38
19:43,302,Chima Moneke made Layup. Assisted by TJ Shorts II.,19,40
19:28,2868,Bobby Kazar missed Layup.,19,40
19:28,302,Garrison Goode Block.,19,40
19:26,302,Chima Moneke Defensive Rebound.,19,40
19:23,2868,Technical Foul on Holy Names University.,19,40
19:23,2868,Foul on Holy Names University.,19,40
19:23,302,TJ Shorts II made Free Throw.,19,41
19:23,302,TJ Shorts II made Free Throw.,19,42
19:14,302,Siler Schneider made Layup. Assisted by TJ Shorts II.,19,44
18:55,2868,Bobby Kazar missed Jumper.,19,44
18:55,2868,Marcelas Perry Offensive Rebound.,19,44
18:51,2868,Marcelas Perry missed Jumper.,19,44
18:51,302,Chima Moneke Defensive Rebound.,19,44
18:45,302,Chima Moneke missed Layup.,19,44
18:45,2868,Bobby Kazar Defensive Rebound.,19,44
18:27,2868,Alonzo Taylor missed Jumper.,19,44
18:27,302,Chima Moneke Defensive Rebound.,19,44
18:19,302,TJ Shorts II Turnover.,19,44
18:05,302,Foul on Garrison Goode.,19,44
17:56,2868,Andre Green missed Jumper.,19,44
17:56,302,Joe Mooney Defensive Rebound.,19,44
17:52,302,TJ Shorts II Turnover.,19,44
17:51,2868,Marcelas Perry Steal.,19,44
17:51,2868,Marcelas Perry made Jumper.,21,44
17:38,302,Siler Schneider made Layup.,21,46
17:23,2868,Marcelas Perry made Three Point Jumper. Assisted by Zac Young.,24,46
17:04,302,Siler Schneider Turnover.,24,46
17:04,2868,Andre Green Steal.,24,46
17:01,302,Foul on Siler Schneider.,24,46
17:01,2868,Andre Green made Free Throw.,25,46
17:01,2868,Andre Green made Free Throw.,26,46
16:50,302,Siler Schneider made Three Point Jumper. Assisted by Chima Moneke.,26,49
16:30,2868,Alonzo Taylor Turnover.,26,49
16:24,302,TJ Shorts II missed Layup.,26,49
16:24,302,Siler Schneider Offensive Rebound.,26,49
16:20,302,Siler Schneider missed Jumper.,26,49
16:20,302,A.J. John Offensive Rebound.,26,49
16:16,302,A.J. John missed Layup.,26,49
16:16,302,A.J. John Offensive Rebound.,26,49
16:12,2868,Foul on Zac Young.,26,49
16:12,302,A.J. John missed Free Throw.,26,49
16:12,302,UC Davis Deadball Team Rebound.,26,49
16:12,302,A.J. John made Free Throw.,26,50
16:00,2868,Jewels Sanders made Three Point Jumper. Assisted by Alonzo Taylor.,29,50
15:37,302,Siler Schneider made Layup. Assisted by TJ Shorts II.,29,52
15:10,2868,Marcelas Perry made Layup.,31,52
15:09,302,Foul on TJ Shorts II.,31,52
15:09,302,Official TV Timeout,31,52
15:09,2868,Marcelas Perry made Free Throw.,32,52
14:55,302,Siler Schneider made Three Point Jumper. Assisted by TJ Shorts II.,32,55
14:24,2868,Marcelas Perry made Three Point Jumper. Assisted by Zac Young.,35,55
14:05,302,A.J. John made Dunk. Assisted by TJ Shorts II.,35,57
13:34,302,Foul on Garrison Goode.,35,57
13:34,2868,Jacob Dean made Free Throw.,36,57
13:34,2868,Jacob Dean made Free Throw.,37,57
13:34,2868,Jacob Dean made Free Throw.,38,57
13:11,302,Colin Russell made Layup. Assisted by A.J. John.,38,59
12:54,302,Foul on Rogers Printup.,38,59
12:54,2868,Jewels Sanders made Free Throw.,39,59
12:54,2868,Jewels Sanders missed Free Throw.,39,59
12:54,302,Colin Russell Defensive Rebound.,39,59
12:31,302,Colin Russell missed Layup.,39,59
12:31,2868,Kyvonte Davis Defensive Rebound.,39,59
12:20,2868,Zac Young Turnover.,39,59
12:19,302,Rogers Printup Steal.,39,59
12:16,302,Delveion Jackson made Layup. Assisted by Arell Hennings.,39,61
11:55,302,Official TV Timeout,39,61
11:47,2868,Jewels Sanders made Jumper.,41,61
11:27,302,A.J. John made Layup. Assisted by Arell Hennings.,41,63
11:25,2868,Foul on Jewels Sanders.,41,63
11:25,302,A.J. John missed Free Throw.,41,63
11:25,2868,Marcelas Perry Defensive Rebound.,41,63
11:15,302,Foul on Colin Russell.,41,63
11:07,2868,Andre Green made Three Point Jumper. Assisted by Marcelas Perry.,44,63
10:44,302,Rogers Printup missed Layup.,44,63
10:44,302,A.J. John Offensive Rebound.,44,63
10:41,302,A.J. John missed Two Point Tip Shot.,44,63
10:41,2868,Jamie Strong Defensive Rebound.,44,63
10:24,302,Foul on Arell Hennings.,44,63
10:24,2868,Andre Green made Free Throw.,45,63
10:24,2868,Andre Green made Free Throw.,46,63
10:14,302,Delveion Jackson made Three Point Jumper. Assisted by Arell Hennings.,46,66
9:51,2868,Andre Green made Jumper.,48,66
9:33,302,A.J. John missed Three Point Jumper.,48,66
9:33,302,Delveion Jackson Offensive Rebound.,48,66
9:21,2868,Foul on Kyvonte Davis.,48,66
9:16,302,Rogers Printup missed Three Point Jumper.,48,66
9:16,302,A.J. John Offensive Rebound.,48,66
9:07,2868,Foul on Andre Green.,48,66
9:07,302,Delveion Jackson made Free Throw.,48,67
9:07,302,Delveion Jackson made Free Throw.,48,68
8:47,2868,Kyvonte Davis Turnover.,48,68
8:31,302,Colin Russell Turnover.,48,68
8:30,2868,Jamie Strong Steal.,48,68
8:27,2868,Andre Green missed Layup.,48,68
8:27,302,Rogers Printup Defensive Rebound.,48,68
8:18,302,Arell Hennings made Three Point Jumper. Assisted by Delveion Jackson.,48,71
7:59,2868,Alonzo Taylor Turnover.,48,71
7:58,302,Delveion Jackson Steal.,48,71
7:55,302,Delveion Jackson Turnover.,48,71
7:55,2868,Andre Green Steal.,48,71
7:55,302,Official TV Timeout,48,71
7:50,2868,Andre Green made Three Point Jumper. Assisted by Kyvonte Davis.,51,71
7:28,302,Delveion Jackson missed Layup.,51,71
7:28,302,Colin Russell Offensive Rebound.,51,71
7:26,2868,Foul on Andre Green.,51,71
7:26,302,Colin Russell made Free Throw.,51,72
7:26,302,Colin Russell missed Free Throw.,51,72
7:26,2868,Andre Green Defensive Rebound.,51,72
7:10,2868,Bobby Kazar made Layup. Assisted by Jamie Strong.,53,72
6:48,302,Joe Mooney Turnover.,53,72
6:48,2868,Jamie Strong Steal.,53,72
6:42,2868,Andre Green missed Three Point Jumper.,53,72
6:42,2868,Andre Green Offensive Rebound.,53,72
6:25,2868,Marcelas Perry made Layup.,55,72
6:08,302,Siler Schneider made Jumper.,55,74
6:06,302,UC Davis  Timeout,55,74
5:55,302,Foul on Colin Russell.,55,74
5:55,2868,Zac Young missed Free Throw.,55,74
5:55,302,A.J. John Defensive Rebound.,55,74
5:44,302,Joe Mooney missed Three Point Jumper.,55,74
5:44,302,Colin Russell Offensive Rebound.,55,74
5:41,302,Colin Russell made Layup.,55,76
5:08,2868,Jacob Dean missed Layup.,55,76
5:08,302,UC Davis Deadball Team Rebound.,55,76
4:48,302,Colin Russell made Layup. Assisted by Joe Mooney.,55,78
4:35,2868,Marcelas Perry missed Layup.,55,78
4:35,302,Colin Russell Block.,55,78
4:34,2868,Andre Green Offensive Rebound.,55,78
4:32,2868,Andre Green missed Three Point Jumper.,55,78
4:32,302,Joe Mooney Defensive Rebound.,55,78
4:25,302,Arell Hennings made Three Point Jumper. Assisted by Delveion Jackson.,55,81
4:08,302,Foul on Delveion Jackson.,55,81
4:08,2868,Andre Green missed Free Throw.,55,81
4:08,302,Rogers Printup Defensive Rebound.,55,81
3:39,302,Delveion Jackson missed Three Point Jumper.,55,81
3:39,302,A.J. John Offensive Rebound.,55,81
3:23,302,Arell Hennings made Three Point Jumper. Assisted by Colin Russell.,55,84
3:17,302,Official TV Timeout,55,84
2:51,2868,Alonzo Taylor Turnover.,55,84
2:51,302,Rogers Printup Steal.,55,84
2:45,302,Arell Hennings Turnover.,55,84
2:45,2868,Keo Leatherwood Steal.,55,84
2:41,2868,Fabian Arciniega made Layup.,57,84
2:40,302,Foul on Rogers Printup.,57,84
2:40,2868,Fabian Arciniega made Free Throw.,58,84
2:23,302,A.J. John made Layup. Assisted by Arell Hennings.,58,86
2:05,302,Foul on Rogers Printup.,58,86
2:05,2868,Fabian Arciniega made Free Throw.,59,86
2:05,2868,Fabian Arciniega made Free Throw.,60,86
1:35,302,Colin Russell made Dunk. Assisted by A.J. John.,60,88
1:35,2868,Foul on Fabian Arciniega.,60,88
1:35,302,Colin Russell made Free Throw.,60,89
1:23,2868,Jewels Sanders missed Three Point Jumper.,60,89
1:23,302,Delveion Jackson Defensive Rebound.,60,89
0:58,302,Delveion Jackson missed Three Point Jumper.,60,89
0:58,2868,Bobby Kazar Defensive Rebound.,60,89
0:42,2868,Jewels Sanders Turnover.,60,89
0:41,302,Rogers Printup Steal.,60,89
0:38,302,Rogers Printup Turnover.,60,89
0:38,2868,Fabian Arciniega Steal.,60,89
0:37,302,Foul on Arell Hennings.,60,89
0:37,2868,Fabian Arciniega made Free Throw.,61,89
0:37,2868,Fabian Arciniega missed Free Throw.,61,89
0:37,302,A.J. John Defensive Rebound.,61,89
0:21,302,A.J. John missed Three Point Jumper.,61,89
0:21,2868,Jewels Sanders Defensive Rebound.,61,89
0:13,302,Foul on Delveion Jackson.,61,89
0:13,2868,Jewels Sanders made Free Throw.,62,89
0:13,2868,Jewels Sanders missed Free Throw.,62,89
0:13,302,A.J. John Defensive Rebound.,62,89
0:00,302,End of Game,62,89
