Southern Utah,2351,Loyola Marymount,253
13:40,2351,Foul on Buay Tuach.,11,14
13:38,253,James McGee missed Jumper.,11,14
13:38,2351,Stefan Jovanovic Defensive Rebound.,11,14
13:22,2351,Stefan Jovanovic made Jumper. Assisted by Buay Tuach.,11,16
13:11,253,John Marshall missed Three Point Jumper.,11,16
13:11,2351,Erik Johansson Defensive Rebound.,11,16
13:04,253,Foul on John Marshall.,11,16
12:53,2351,Petr Herman Turnover.,11,16
12:53,2351,Foul on Petr Herman.,11,16
12:33,253,Jacob Calloway Turnover.,11,16
12:22,2351,Erik Johansson missed Three Point Jumper.,11,16
12:22,2351,Stefan Jovanovic Offensive Rebound.,11,16
12:15,2351,Erik Johansson Turnover.,11,16
11:55,253,Randy Onwuasor missed Layup.,11,16
11:55,2351,Stefan Jovanovic Defensive Rebound.,11,16
11:42,253,Foul on Randy Onwuasor.,11,16
11:42,2351,Official TV Timeout,11,16
11:42,253,Technical Foul on Southern Utah.,11,16
11:42,2351,Erik Johansson made Free Throw.,11,17
11:42,2351,Stefan Jovanovic made Free Throw.,11,18
11:42,2351,Stefan Jovanovic made Free Throw.,11,19
11:23,253,Jacob Calloway missed Three Point Jumper.,11,19
11:23,253,Christian Musoko Offensive Rebound.,11,19
11:19,253,Christian Musoko Turnover.,11,19
11:00,2351,Munis Tutu Turnover.,11,19
10:58,253,Jacob Calloway Steal.,11,19
10:39,253,Decardo Day missed Jumper.,11,19
10:39,2351,Kelvin Amayo Defensive Rebound.,11,19
10:26,2351,Stefan Jovanovic missed Layup.,11,19
10:26,253,Ivan Madunic Block.,11,19
10:25,253,Jacob Calloway Defensive Rebound.,11,19
10:18,253,James McGee missed Layup.,11,19
10:18,2351,Stefan Jovanovic Block.,11,19
10:16,253,James McGee Offensive Rebound.,11,19
10:15,2351,Foul on Stefan Jovanovic.,11,19
10:15,253,James McGee made Free Throw.,12,19
10:15,253,James McGee made Free Throw.,13,19
9:49,2351,Brandon Brown made Jumper.,13,21
9:28,253,James McGee made Three Point Jumper.,16,21
9:20,253,Foul on John Marshall.,16,21
9:20,2351,Brandon Brown made Free Throw.,16,22
9:20,2351,Brandon Brown made Free Throw.,16,23
8:58,253,Jacob Calloway missed Three Point Jumper.,16,23
8:58,2351,Kelvin Amayo Defensive Rebound.,16,23
8:35,253,Foul on Decardo Day.,16,23
8:25,2351,Steven Haney missed Three Point Jumper.,16,23
8:25,2351,Mattias Markusson Offensive Rebound.,16,23
8:17,2351,Shamar Johnson missed Layup.,16,23
8:17,2351,Mattias Markusson Offensive Rebound.,16,23
8:14,2351,Mattias Markusson made Two Point Tip Shot.,16,25
7:47,253,Decardo Day Turnover.,16,25
7:47,253,Foul on Decardo Day.,16,25
7:47,2351,Official TV Timeout,16,25
7:35,2351,Munis Tutu Turnover.,16,25
7:12,2351,Foul on Shamar Johnson.,16,25
7:09,253,James McGee made Three Point Jumper.,19,25
6:45,2351,Steven Haney missed Three Point Jumper.,19,25
6:45,253,Christian Musoko Defensive Rebound.,19,25
6:41,253,Christian Musoko Turnover.,19,25
6:39,2351,Steven Haney Turnover.,19,25
6:22,253,Randy Onwuasor missed Jumper.,19,25
6:22,253,Southern Utah Offensive Rebound.,19,25
6:20,2351,Foul on Shamar Johnson.,19,25
6:11,253,Race Parsons missed Layup.,19,25
6:11,2351,Stefan Jovanovic Defensive Rebound.,19,25
6:02,253,Foul on Christian Musoko.,19,25
6:02,2351,Buay Tuach made Free Throw.,19,26
6:02,2351,Buay Tuach missed Free Throw.,19,26
6:02,253,Ivan Madunic Defensive Rebound.,19,26
5:38,253,Randy Onwuasor missed Three Point Jumper.,19,26
5:38,2351,Stefan Jovanovic Defensive Rebound.,19,26
5:26,2351,Buay Tuach made Three Point Jumper. Assisted by Brandon Brown.,19,29
5:14,253,Southern Utah  Timeout,19,29
4:57,253,James McGee missed Jumper.,19,29
4:57,2351,Kelvin Amayo Defensive Rebound.,19,29
4:50,2351,Erik Johansson missed Three Point Jumper.,19,29
4:50,253,Southern Utah Defensive Rebound.,19,29
4:20,253,Randy Onwuasor missed Layup.,19,29
4:20,2351,Loyola Marymount Defensive Rebound.,19,29
4:17,253,Foul on Christian Musoko.,19,29
4:17,2351,Buay Tuach made Free Throw.,19,30
4:17,2351,Buay Tuach missed Free Throw.,19,30
4:17,253,Race Parsons Defensive Rebound.,19,30
3:51,2351,Foul on Stefan Jovanovic.,19,30
3:51,2351,Official TV Timeout,19,30
3:47,253,Randy Onwuasor made Three Point Jumper.,22,30
3:38,2351,Buay Tuach made Three Point Jumper. Assisted by Brandon Brown.,22,33
3:10,253,Randy Onwuasor missed Three Point Jumper.,22,33
3:10,2351,Stefan Jovanovic Defensive Rebound.,22,33
2:53,2351,Brandon Brown made Jumper.,22,35
2:42,253,Ivan Madunic missed Three Point Jumper.,22,35
2:42,2351,Buay Tuach Defensive Rebound.,22,35
2:33,253,Foul on Jacob Calloway.,22,35
2:33,2351,Kelvin Amayo made Free Throw.,22,36
2:33,2351,Kelvin Amayo made Free Throw.,22,37
2:19,2351,Foul on Steven Haney.,22,37
2:19,253,Randy Onwuasor made Free Throw.,23,37
2:19,253,Randy Onwuasor made Free Throw.,24,37
2:04,2351,Stefan Jovanovic missed Layup.,24,37
2:04,253,Ivan Madunic Block.,24,37
2:02,253,Ivan Madunic Defensive Rebound.,24,37
1:36,253,Brayden Holker Turnover.,24,37
1:35,2351,Kelvin Amayo Steal.,24,37
1:32,2351,Brandon Brown made Three Point Jumper. Assisted by Kelvin Amayo.,24,40
1:08,253,James McGee made Jumper. Assisted by John Marshall.,26,40
0:57,2351,Buay Tuach missed Three Point Jumper.,26,40
0:57,253,James McGee Defensive Rebound.,26,40
0:50,253,Race Parsons missed Three Point Jumper.,26,40
0:50,253,John Marshall Offensive Rebound.,26,40
0:45,253,James McGee missed Three Point Jumper.,26,40
0:45,2351,Mattias Markusson Defensive Rebound.,26,40
0:37,2351,Loyola Marymount  Timeout,26,40
0:23,2351,Kelvin Amayo Turnover.,26,40
0:03,253,Randy Onwuasor made Layup.,28,40
0:00,2351,End of 1st half,28,40
19:50,2351,Petr Herman missed Layup.,28,40
19:50,2351,Petr Herman Offensive Rebound.,28,40
19:48,2351,Petr Herman missed Layup.,28,40
19:48,253,Ivan Madunic Defensive Rebound.,28,40
19:37,253,Randy Onwuasor Turnover.,28,40
19:23,2351,Shamar Johnson missed Layup.,28,40
19:23,253,Christian Musoko Defensive Rebound.,28,40
19:13,253,Randy Onwuasor missed Jumper.,28,40
19:13,2351,Petr Herman Defensive Rebound.,28,40
19:05,2351,Steven Haney missed Three Point Jumper.,28,40
19:05,2351,Shamar Johnson Offensive Rebound.,28,40
19:02,253,Foul on Randy Onwuasor.,28,40
18:48,2351,Buay Tuach Turnover.,28,40
18:47,253,Ivan Madunic Steal.,28,40
18:39,253,Ivan Madunic missed Three Point Jumper.,28,40
18:39,253,Ivan Madunic Offensive Rebound.,28,40
18:35,253,Ivan Madunic Turnover.,28,40
18:34,2351,Petr Herman Steal.,28,40
18:18,2351,Shamar Johnson made Layup.,28,42
17:57,253,James McGee missed Three Point Jumper.,28,42
17:57,253,Southern Utah Offensive Rebound.,28,42
17:55,253,James McGee missed Three Point Jumper.,28,42
17:55,2351,Petr Herman Defensive Rebound.,28,42
17:38,253,Foul on Christian Musoko.,28,42
17:37,2351,Petr Herman missed Jumper.,28,42
17:37,2351,Shamar Johnson Offensive Rebound.,28,42
17:30,2351,Shamar Johnson made Layup. Assisted by Steven Haney.,28,44
17:20,253,Race Parsons missed Layup.,28,44
17:09,253,Ivan Madunic Offensive Rebound.,28,44
17:08,253,Ivan Madunic made Layup.,30,44
16:57,2351,Brandon Brown Turnover.,30,44
16:53,253,James McGee made Three Point Jumper.,33,44
16:39,2351,Shamar Johnson missed Layup.,33,44
16:39,2351,Buay Tuach Offensive Rebound.,33,44
16:18,2351,Shamar Johnson made Jumper. Assisted by Brandon Brown.,33,46
15:59,253,Randy Onwuasor made Layup.,35,46
15:45,2351,Petr Herman missed Layup.,35,46
15:45,253,Ivan Madunic Block.,35,46
15:43,253,Ivan Madunic Defensive Rebound.,35,46
15:39,253,Randy Onwuasor made Layup. Assisted by Ivan Madunic.,37,46
15:39,2351,Foul on Steven Haney.,37,46
15:39,2351,Official TV Timeout,37,46
15:39,253,Randy Onwuasor made Free Throw.,38,46
15:17,2351,Steven Haney Turnover.,38,46
15:15,253,Randy Onwuasor Steal.,38,46
15:13,253,Randy Onwuasor made Layup. Assisted by James McGee.,40,46
14:54,2351,Shamar Johnson made Layup. Assisted by Buay Tuach.,40,48
14:27,253,Randy Onwuasor missed Three Point Jumper.,40,48
14:27,2351,Brandon Brown Defensive Rebound.,40,48
14:20,2351,Brandon Brown made Layup.,40,50
13:57,253,Brayden Holker made Layup. Assisted by James McGee.,42,50
13:43,253,Foul on Jacob Calloway.,42,50
13:43,2351,Stefan Jovanovic made Layup.,42,52
13:43,2351,Stefan Jovanovic missed Free Throw.,42,52
13:43,2351,Shamar Johnson Offensive Rebound.,42,52
13:41,2351,Brandon Brown missed Layup.,42,52
13:41,253,John Marshall Defensive Rebound.,42,52
13:36,2351,Foul on Stefan Jovanovic.,42,52
13:11,253,James McGee missed Three Point Jumper.,42,52
13:11,2351,Buay Tuach Block.,42,52
13:09,253,Southern Utah Offensive Rebound.,42,52
12:51,2351,Stefan Jovanovic made Layup. Assisted by Brandon Brown.,42,54
12:46,253,Foul on Decardo Day.,42,54
12:46,2351,Stefan Jovanovic missed Free Throw.,42,54
12:46,253,Randy Onwuasor Defensive Rebound.,42,54
12:45,253,Ivan Madunic missed Three Point Jumper.,42,54
12:45,2351,Shamar Johnson Defensive Rebound.,42,54
12:29,2351,Brandon Brown missed Three Point Jumper.,42,54
12:29,2351,Shamar Johnson Offensive Rebound.,42,54
12:26,2351,Shamar Johnson missed Layup.,42,54
12:26,253,Ivan Madunic Block.,42,54
12:25,2351,Loyola Marymount Offensive Rebound.,42,54
12:24,253,Foul on John Marshall.,42,54
12:12,2351,Shamar Johnson missed Jumper.,42,54
12:12,2351,Stefan Jovanovic Offensive Rebound.,42,54
12:07,2351,Buay Tuach missed Three Point Jumper.,42,54
12:07,2351,Stefan Jovanovic Offensive Rebound.,42,54
12:04,2351,Stefan Jovanovic made Layup.,42,56
11:38,253,Ivan Madunic made Three Point Jumper. Assisted by James McGee.,45,56
11:08,2351,Erik Johansson made Three Point Jumper. Assisted by Buay Tuach.,45,59
10:57,253,Randy Onwuasor made Layup. Assisted by James McGee.,47,59
10:57,2351,Foul on Shamar Johnson.,47,59
10:57,2351,Official TV Timeout,47,59
10:57,253,Randy Onwuasor made Free Throw.,48,59
10:39,2351,Buay Tuach missed Three Point Jumper.,48,59
10:39,253,Randy Onwuasor Defensive Rebound.,48,59
10:32,253,Randy Onwuasor missed Layup.,48,59
10:32,253,Brayden Holker Offensive Rebound.,48,59
10:27,253,Brayden Holker made Layup.,50,59
10:10,2351,Stefan Jovanovic missed Jumper.,50,59
10:10,253,Race Parsons Defensive Rebound.,50,59
9:46,253,Race Parsons missed Three Point Jumper.,50,59
9:46,2351,Petr Herman Defensive Rebound.,50,59
9:37,253,Foul on Christian Musoko.,50,59
9:37,2351,Brandon Brown made Free Throw.,50,60
9:37,2351,Brandon Brown made Free Throw.,50,61
9:12,253,Randy Onwuasor missed Layup.,50,61
9:12,2351,Mattias Markusson Block.,50,61
9:10,2351,Kelvin Amayo Defensive Rebound.,50,61
9:06,2351,Erik Johansson missed Three Point Jumper.,50,61
9:06,253,Ivan Madunic Defensive Rebound.,50,61
8:41,253,Randy Onwuasor made Jumper.,52,61
8:09,253,Foul on Ivan Madunic.,52,61
8:09,2351,Kelvin Amayo missed Free Throw.,52,61
8:09,2351,Loyola Marymount Deadball Team Rebound.,52,61
8:09,2351,Kelvin Amayo missed Free Throw.,52,61
8:09,253,Race Parsons Defensive Rebound.,52,61
8:02,253,Race Parsons Turnover.,52,61
8:00,2351,Buay Tuach Steal.,52,61
7:33,2351,Buay Tuach missed Three Point Jumper.,52,61
7:33,2351,Mattias Markusson Offensive Rebound.,52,61
7:28,2351,Munis Tutu Turnover.,52,61
7:27,253,James McGee Steal.,52,61
7:24,253,Randy Onwuasor made Dunk. Assisted by James McGee.,54,61
7:09,2351,Loyola Marymount  Timeout,54,61
6:49,2351,Brandon Brown Turnover.,54,61
6:48,253,John Marshall Steal.,54,61
6:33,253,James McGee made Three Point Jumper. Assisted by Randy Onwuasor.,57,61
6:01,2351,Brandon Brown made Jumper.,57,63
5:30,253,Randy Onwuasor missed Three Point Jumper.,57,63
5:30,2351,Steven Haney Defensive Rebound.,57,63
4:59,2351,Brandon Brown Turnover.,57,63
4:58,253,Brayden Holker Steal.,57,63
4:55,253,Randy Onwuasor made Dunk. Assisted by John Marshall.,59,63
4:26,2351,Buay Tuach Turnover.,59,63
4:24,253,Randy Onwuasor Steal.,59,63
4:17,253,Randy Onwuasor missed Layup.,59,63
4:17,253,Brayden Holker Offensive Rebound.,59,63
4:13,253,Brayden Holker missed Layup.,59,63
4:13,253,James McGee Offensive Rebound.,59,63
4:02,2351,Foul on Shamar Johnson.,59,63
4:02,2351,Official TV Timeout,59,63
4:00,253,James McGee missed Three Point Jumper.,59,63
4:00,253,James McGee Offensive Rebound.,59,63
3:54,2351,Foul on Stefan Jovanovic.,59,63
3:53,2351,Official TV Timeout,59,63
3:53,253,James McGee missed Free Throw.,59,63
3:53,253,Southern Utah Deadball Team Rebound.,59,63
3:53,253,James McGee missed Free Throw.,59,63
3:53,2351,Shamar Johnson Defensive Rebound.,59,63
3:26,2351,Buay Tuach missed Three Point Jumper.,59,63
3:26,253,Southern Utah Defensive Rebound.,59,63
3:23,2351,Foul on Stefan Jovanovic.,59,63
2:58,253,James McGee Turnover.,59,63
2:56,2351,Brandon Brown Steal.,59,63
2:54,2351,Buay Tuach missed Dunk.,59,63
2:54,2351,Petr Herman Offensive Rebound.,59,63
2:24,2351,Brandon Brown missed Layup.,59,63
2:24,2351,Shamar Johnson Offensive Rebound.,59,63
2:21,2351,Shamar Johnson made Two Point Tip Shot.,59,65
1:56,253,Jacob Calloway missed Three Point Jumper.,59,65
1:56,2351,Steven Haney Defensive Rebound.,59,65
1:26,2351,Brandon Brown made Three Point Jumper.,59,68
1:04,2351,Foul on Buay Tuach.,59,68
1:04,253,Ivan Madunic made Free Throw.,60,68
1:04,253,Ivan Madunic missed Free Throw.,60,68
1:04,253,Southern Utah Offensive Rebound.,60,68
1:02,253,Jacob Calloway Turnover.,60,68
1:02,253,Foul on Will Joyce.,60,68
1:02,2351,Brandon Brown made Free Throw.,60,69
1:02,2351,Brandon Brown missed Free Throw.,60,69
1:02,253,Randy Onwuasor Defensive Rebound.,60,69
0:54,253,James McGee missed Layup.,60,69
0:54,253,James McGee Offensive Rebound.,60,69
0:50,253,Jacob Calloway missed Layup.,60,69
0:50,2351,Mattias Markusson Block.,60,69
0:48,253,Southern Utah Offensive Rebound.,60,69
0:45,253,Southern Utah  Timeout,60,69
0:44,2351,Foul on Mattias Markusson.,60,69
0:44,253,Randy Onwuasor made Free Throw.,61,69
0:44,253,Randy Onwuasor made Free Throw.,62,69
0:44,253,Southern Utah  Timeout,62,69
0:44,2351,Loyola Marymount  Timeout,62,69
0:38,2351,Erik Johansson Turnover.,62,69
0:37,253,Will Joyce Steal.,62,69
0:36,253,Will Joyce Turnover.,62,69
0:36,253,Foul on Will Joyce.,62,69
0:36,253,Foul on Decardo Day.,62,69
0:36,2351,Erik Johansson missed Free Throw.,62,69
0:36,2351,Loyola Marymount Deadball Team Rebound.,62,69
0:36,2351,Erik Johansson missed Free Throw.,62,69
0:36,2351,Mattias Markusson Offensive Rebound.,62,69
0:36,253,Foul on Jacob Calloway.,62,69
0:36,2351,Munis Tutu missed Free Throw.,62,69
0:36,2351,Loyola Marymount Deadball Team Rebound.,62,69
0:36,2351,Munis Tutu made Free Throw.,62,70
0:25,253,Race Parsons made Three Point Jumper. Assisted by Randy Onwuasor.,65,70
0:22,253,Southern Utah  Timeout,65,70
0:21,253,Foul on James McGee.,65,70
0:21,2351,Brandon Brown missed Free Throw.,65,70
0:21,2351,Loyola Marymount Deadball Team Rebound.,65,70
0:21,2351,Brandon Brown made Free Throw.,65,71
0:15,2351,Foul on Buay Tuach.,65,71
0:15,253,Randy Onwuasor made Free Throw.,66,71
0:15,253,Randy Onwuasor made Free Throw.,67,71
0:13,253,Foul on John Marshall.,67,71
0:13,2351,Steven Haney made Free Throw.,67,72
0:13,2351,Steven Haney made Free Throw.,67,73
0:07,2351,Foul on Mattias Markusson.,67,73
0:07,253,Race Parsons made Free Throw.,68,73
0:07,253,Race Parsons missed Free Throw.,68,73
0:07,2351,Steven Haney Defensive Rebound.,68,73
0:07,253,Foul on Randy Onwuasor.,68,73
0:07,2351,Steven Haney made Free Throw.,68,74
0:07,2351,Steven Haney made Free Throw.,68,75
0:03,253,Race Parsons missed Three Point Jumper.,68,75
0:03,2351,Loyola Marymount Defensive Rebound.,68,75
0:00,2351,End of Game,68,75
