Nicholls,2655,Tulane,2447
8:51,2655,Cameron Reynolds missed Free Throw.,26,10
8:51,2447,Roddy Peters Defensive Rebound.,26,10
8:45,2447,Foul on Tevon Saddler.,26,10
8:45,2447,Tevon Saddler Turnover.,26,10
8:32,2655,Caleb Daniels missed Jumper.,26,10
8:32,2655,Caleb Daniels Offensive Rebound.,26,10
8:28,2655,Caleb Daniels made Dunk.,26,12
8:15,2447,Kevin Johnson Turnover.,26,12
7:58,2655,Cameron Reynolds missed Three Point Jumper.,26,12
7:58,2447,Kimani Jackson Defensive Rebound.,26,12
7:44,2447,Jahvaughn Powell missed Three Point Jumper.,26,12
7:44,2655,Caleb Daniels Defensive Rebound.,26,12
7:40,2655,Melvin Frazier Turnover.,26,12
7:39,2447,Jahvaughn Powell Steal.,26,12
7:35,2655,Foul on Jordan Cornish.,26,12
7:35,2655,Official TV Timeout,26,12
7:22,2447,Roddy Peters made Layup.,28,12
7:08,2447,Foul on Jahvaughn Powell.,28,12
7:08,2655,Samir Sehic made Free Throw.,28,13
7:08,2655,Samir Sehic made Free Throw.,28,14
6:57,2447,Tevon Saddler missed Three Point Jumper.,28,14
6:57,2655,Ray Ona Embo Defensive Rebound.,28,14
6:45,2655,Cameron Reynolds missed Jumper.,28,14
6:45,2447,Tevon Saddler Defensive Rebound.,28,14
6:41,2447,Jahvaughn Powell made Layup. Assisted by Tevon Saddler.,30,14
6:25,2655,Cameron Reynolds made Layup. Assisted by Samir Sehic.,30,16
6:03,2447,Kimani Jackson made Layup.,32,16
5:46,2447,Foul on Kevin Johnson.,32,16
5:46,2655,Jordan Cornish made Free Throw.,32,17
5:46,2655,Jordan Cornish made Free Throw.,32,18
5:33,2447,Kimani Jackson Turnover.,32,18
5:15,2655,Jordan Cornish made Three Point Jumper. Assisted by Cameron Reynolds.,32,21
5:15,2447,Nicholls  Timeout,32,21
4:56,2447,Tevon Saddler missed Jumper.,32,21
4:56,2655,Cameron Reynolds Defensive Rebound.,32,21
4:52,2655,Samir Sehic missed Layup.,32,21
4:52,2447,Kevin Johnson Defensive Rebound.,32,21
4:40,2447,Roddy Peters made Jumper.,34,21
4:18,2655,Ray Ona Embo made Three Point Jumper. Assisted by Caleb Daniels.,34,24
4:01,2447,Tevon Saddler made Layup.,36,24
3:54,2655,Caleb Daniels Turnover.,36,24
3:53,2447,Tevon Saddler Steal.,36,24
3:48,2447,Roddy Peters Turnover.,36,24
3:48,2655,Official TV Timeout,36,24
3:38,2655,Cameron Reynolds Turnover.,36,24
3:37,2447,Tevon Saddler Steal.,36,24
3:29,2447,Tevon Saddler made Layup. Assisted by Kevin Johnson.,38,24
3:06,2655,Samir Sehic missed Jumper.,38,24
3:06,2447,Tevon Saddler Defensive Rebound.,38,24
2:51,2655,Foul on Cameron Reynolds.,38,24
2:51,2447,Roddy Peters missed Free Throw.,38,24
2:51,2447,Nicholls Deadball Team Rebound.,38,24
2:51,2447,Roddy Peters made Free Throw.,39,24
2:37,2655,Jordan Cornish missed Three Point Jumper.,39,24
2:37,2447,Jahvaughn Powell Defensive Rebound.,39,24
2:29,2447,Roddy Peters missed Jumper.,39,24
2:29,2447,Roddy Peters Offensive Rebound.,39,24
2:08,2447,Tevon Saddler Turnover.,39,24
2:07,2655,Ray Ona Embo Steal.,39,24
2:03,2655,Ray Ona Embo Turnover.,39,24
1:36,2447,Tevon Saddler made Layup. Assisted by Roddy Peters.,41,24
1:25,2655,Samir Sehic made Layup. Assisted by Melvin Frazier.,41,26
1:04,2447,Tevon Saddler made Jumper.,43,26
0:48,2655,Jordan Cornish missed Jumper.,43,26
0:48,2447,Tevon Saddler Defensive Rebound.,43,26
0:26,2447,Tevon Saddler made Jumper.,45,26
0:02,2655,Ray Ona Embo made Jumper.,45,28
0:00,2655,End of 1st half,45,28
19:47,2447,Tevon Saddler Turnover.,45,28
19:46,2655,Ray Ona Embo Steal.,45,28
19:30,2655,Ray Ona Embo made Layup. Assisted by Jordan Cornish.,45,30
19:08,2447,Ryghe Lyons made Layup. Assisted by Tevon Saddler.,47,30
18:50,2655,Jordan Cornish Turnover.,47,30
18:25,2447,Jahvaughn Powell Turnover.,47,30
18:00,2655,Foul on Jordan Cornish.,47,30
18:00,2655,Jordan Cornish Turnover.,47,30
17:39,2447,Tevon Saddler made Three Point Jumper. Assisted by Ryghe Lyons.,50,30
17:22,2655,Cameron Reynolds made Three Point Jumper. Assisted by Blake Paul.,50,33
17:04,2447,Jahvaughn Powell Turnover.,50,33
17:04,2655,Ray Ona Embo Steal.,50,33
16:52,2655,Cameron Reynolds made Jumper. Assisted by Melvin Frazier.,50,35
16:22,2447,Tevon Saddler missed Jumper.,50,35
16:22,2655,Tulane Defensive Rebound.,50,35
16:19,2447,Foul on Ryghe Lyons.,50,35
16:01,2655,Cameron Reynolds missed Three Point Jumper.,50,35
16:01,2447,Tevon Saddler Defensive Rebound.,50,35
15:41,2447,Jahvaughn Powell made Three Point Jumper. Assisted by Tevon Saddler.,53,35
15:13,2655,Cameron Reynolds missed Jumper.,53,35
15:13,2655,Blake Paul Offensive Rebound.,53,35
15:07,2655,Blake Paul made Free Throw.,53,36
15:06,2655,Melvin Frazier missed Layup.,53,36
15:06,2655,Blake Paul Offensive Rebound.,53,36
15:06,2655,Blake Paul made Layup.,53,38
15:06,2447,Foul on Kimani Jackson.,53,38
15:06,2655,Official TV Timeout,53,38
14:52,2447,Kimani Jackson missed Jumper.,53,38
14:52,2655,Blake Paul Block.,53,38
14:50,2655,Blake Paul Defensive Rebound.,53,38
14:49,2447,Foul on Kimani Jackson.,53,38
14:29,2655,Blake Paul Turnover.,53,38
14:29,2447,Tevon Saddler missed Layup.,53,38
14:29,2447,Legend Robertin Offensive Rebound.,53,38
14:29,2447,Legend Robertin missed Layup.,53,38
14:29,2655,Ray Ona Embo Defensive Rebound.,53,38
13:45,2655,Cameron Reynolds missed Jumper.,53,38
13:45,2655,Tulane Offensive Rebound.,53,38
13:41,2655,Ray Ona Embo missed Three Point Jumper.,53,38
13:41,2655,Tulane Offensive Rebound.,53,38
13:31,2655,Blake Paul missed Jumper.,53,38
13:31,2447,Roddy Peters Defensive Rebound.,53,38
13:01,2447,Tevon Saddler made Jumper. Assisted by Roddy Peters.,55,38
12:43,2655,Cameron Reynolds made Layup.,55,40
12:22,2655,Foul on Cameron Reynolds.,55,40
12:18,2447,Roddy Peters Turnover.,55,40
12:17,2655,Melvin Frazier Steal.,55,40
12:13,2655,Jordan Cornish Turnover.,55,40
12:12,2447,Jahvaughn Powell Steal.,55,40
12:10,2447,Jahvaughn Powell missed Layup.,55,40
12:10,2655,Jordan Cornish Block.,55,40
12:08,2447,Kevin Johnson Offensive Rebound.,55,40
12:07,2447,Kevin Johnson made Layup.,57,40
11:56,2655,Jordan Cornish made Three Point Jumper. Assisted by Ray Ona Embo.,57,43
11:35,2447,Jahvaughn Powell missed Three Point Jumper.,57,43
11:35,2655,Jordan Cornish Defensive Rebound.,57,43
11:28,2655,Melvin Frazier made Layup. Assisted by Jordan Cornish.,57,45
11:05,2655,Foul on Blake Paul.,57,45
11:05,2655,Official TV Timeout,57,45
11:05,2447,Tevon Saddler made Free Throw.,58,45
11:05,2447,Tevon Saddler made Free Throw.,59,45
10:48,2655,Jordan Cornish made Jumper.,59,47
10:48,2447,Foul on Kevin Johnson.,59,47
10:48,2655,Jordan Cornish made Free Throw.,59,48
10:28,2447,Jahvaughn Powell Turnover.,59,48
10:27,2655,Blake Paul Steal.,59,48
10:17,2447,Foul on Jahvaughn Powell.,59,48
10:13,2655,Jordan Cornish made Three Point Jumper. Assisted by Blake Paul.,59,51
9:55,2447,Tevon Saddler missed Three Point Jumper.,59,51
9:55,2655,Jordan Cornish Defensive Rebound.,59,51
9:44,2655,Cameron Reynolds made Jumper. Assisted by Ray Ona Embo.,59,53
9:43,2447,Nicholls  Timeout,59,53
9:35,2655,Foul on Ray Ona Embo.,59,53
9:23,2447,Foul on Roddy Peters.,59,53
9:23,2447,Roddy Peters Turnover.,59,53
9:05,2655,Jordan Cornish Turnover.,59,53
9:05,2447,Jahvaughn Powell Steal.,59,53
9:02,2447,Kimani Jackson missed Layup.,59,53
9:02,2655,Blake Paul Block.,59,53
9:00,2447,Nicholls Offensive Rebound.,59,53
8:58,2447,Ryghe Lyons missed Jumper.,59,53
8:58,2655,Cameron Reynolds Defensive Rebound.,59,53
8:39,2655,Ray Ona Embo made Three Point Jumper. Assisted by Jordan Cornish.,59,56
8:11,2447,Roddy Peters missed Jumper.,59,56
8:11,2655,Blake Paul Defensive Rebound.,59,56
8:08,2447,Foul on Ryghe Lyons.,59,56
8:08,2655,Blake Paul made Free Throw.,59,57
8:08,2655,Blake Paul missed Free Throw.,59,57
8:08,2447,Legend Robertin Defensive Rebound.,59,57
7:48,2447,Tevon Saddler missed Jumper.,59,57
7:48,2655,Melvin Frazier Defensive Rebound.,59,57
7:31,2655,Jordan Cornish Turnover.,59,57
7:30,2447,Jahvaughn Powell Steal.,59,57
7:26,2447,Jahvaughn Powell missed Jumper.,59,57
7:26,2655,Cameron Reynolds Defensive Rebound.,59,57
7:17,2655,Melvin Frazier missed Layup.,59,57
7:17,2447,Nicholls Defensive Rebound.,59,57
7:15,2655,Official TV Timeout,59,57
6:45,2447,Tevon Saddler missed Three Point Jumper.,59,57
6:45,2447,Tevon Saddler Offensive Rebound.,59,57
6:40,2447,Tevon Saddler missed Jumper.,59,57
6:40,2447,Tevon Saddler Offensive Rebound.,59,57
6:33,2447,Legend Robertin missed Jumper.,59,57
6:33,2655,Cameron Reynolds Defensive Rebound.,59,57
6:15,2655,Melvin Frazier Turnover.,59,57
6:14,2447,Kimani Jackson Steal.,59,57
5:57,2447,Jahvaughn Powell Turnover.,59,57
5:56,2655,Melvin Frazier Steal.,59,57
5:52,2447,Foul on Tevon Saddler.,59,57
5:52,2655,Jordan Cornish made Free Throw.,59,58
5:52,2655,Jordan Cornish missed Free Throw.,59,58
5:52,2447,Tevon Saddler Defensive Rebound.,59,58
5:40,2447,Foul on Kimani Jackson.,59,58
5:40,2447,Kimani Jackson Turnover.,59,58
5:18,2655,Jordan Cornish made Layup.,59,60
5:02,2447,Roddy Peters missed Layup.,59,60
5:02,2655,Cameron Reynolds Defensive Rebound.,59,60
4:56,2655,Cameron Reynolds made Three Point Jumper. Assisted by Ray Ona Embo.,59,63
4:52,2447,Nicholls  Timeout,59,63
4:40,2447,Jahvaughn Powell missed Three Point Jumper.,59,63
4:40,2655,Ray Ona Embo Defensive Rebound.,59,63
4:33,2655,Jordan Cornish missed Layup.,59,63
4:33,2447,Jahvaughn Powell Defensive Rebound.,59,63
4:26,2447,Roddy Peters missed Layup.,59,63
4:26,2655,Cameron Reynolds Block.,59,63
4:24,2655,Melvin Frazier Defensive Rebound.,59,63
4:18,2655,Melvin Frazier made Dunk. Assisted by Jordan Cornish.,59,65
3:54,2655,Foul on Blake Paul.,59,65
3:54,2655,Official TV Timeout,59,65
3:54,2447,Kimani Jackson made Free Throw.,60,65
3:54,2447,Kimani Jackson made Free Throw.,61,65
3:34,2655,Foul on Jordan Cornish.,61,65
3:34,2655,Jordan Cornish Turnover.,61,65
3:15,2447,Kimani Jackson missed Jumper.,61,65
3:15,2655,Cameron Reynolds Defensive Rebound.,61,65
2:49,2655,Jordan Cornish Turnover.,61,65
2:48,2447,Jahvaughn Powell Steal.,61,65
2:44,2447,Jahvaughn Powell missed Three Point Jumper.,61,65
2:44,2655,Jordan Cornish Block.,61,65
2:43,2655,Blake Paul Defensive Rebound.,61,65
2:35,2655,Melvin Frazier made Layup.,61,67
2:20,2447,Tevon Saddler missed Layup.,61,67
2:20,2447,Nicholls Offensive Rebound.,61,67
2:18,2655,Foul on Melvin Frazier.,61,67
2:18,2447,Kimani Jackson made Free Throw.,62,67
2:18,2447,Kimani Jackson missed Free Throw.,62,67
2:18,2447,Jahvaughn Powell Offensive Rebound.,62,67
2:17,2447,Jahvaughn Powell missed Three Point Jumper.,62,67
2:17,2655,Blake Paul Defensive Rebound.,62,67
2:06,2655,Melvin Frazier made Layup. Assisted by Cameron Reynolds.,62,69
1:51,2447,Foul on Tevon Saddler.,62,69
1:51,2447,Tevon Saddler Turnover.,62,69
1:51,2655,Tulane  Timeout,62,69
1:29,2655,Jordan Cornish missed Three Point Jumper.,62,69
1:29,2655,Blake Paul Offensive Rebound.,62,69
1:21,2447,Foul on Kevin Johnson.,62,69
1:21,2655,Ray Ona Embo missed Free Throw.,62,69
1:21,2655,Tulane Deadball Team Rebound.,62,69
1:21,2655,Ray Ona Embo made Free Throw.,62,70
1:10,2447,Roddy Peters made Layup.,64,70
1:05,2447,Foul on Tevon Saddler.,64,70
1:05,2655,Ray Ona Embo made Free Throw.,64,71
1:05,2655,Ray Ona Embo missed Free Throw.,64,71
1:05,2447,Kevin Johnson Defensive Rebound.,64,71
0:56,2447,Tevon Saddler made Jumper.,66,71
0:50,2447,Foul on Lafayette Rutledge.,66,71
0:50,2655,Jordan Cornish missed Free Throw.,66,71
0:50,2655,Tulane Deadball Team Rebound.,66,71
0:50,2655,Jordan Cornish made Free Throw.,66,72
0:45,2447,Roddy Peters Turnover.,66,72
0:44,2655,Melvin Frazier Steal.,66,72
0:42,2655,Cameron Reynolds made Dunk. Assisted by Melvin Frazier.,66,74
0:35,2447,Lafayette Rutledge made Three Point Jumper.,69,74
0:34,2447,Nicholls  Timeout,69,74
0:28,2655,Blake Paul made Dunk. Assisted by Cameron Reynolds.,69,76
0:19,2447,Lafayette Rutledge missed Three Point Jumper.,69,76
0:19,2655,Cameron Reynolds Defensive Rebound.,69,76
0:00,2655,End of Game,69,76
