Fort Wayne,84,Indiana,2870
4:21,2870,Kason Harrell missed Three Point Jumper.,33,30
4:21,84,Collin Hartman Defensive Rebound.,33,30
4:08,84,Robert Johnson Turnover.,33,30
3:50,2870,Kason Harrell missed Layup.,33,30
3:50,84,Collin Hartman Defensive Rebound.,33,30
3:43,84,Josh Newkirk missed Layup.,33,30
3:43,2870,John Konchar Defensive Rebound.,33,30
3:34,2870,Matt Weir missed Layup.,33,30
3:34,84,De'Ron Davis Defensive Rebound.,33,30
3:32,2870,Foul on Kason Harrell.,33,30
3:32,84,Official TV Timeout,33,30
3:32,84,Josh Newkirk missed Free Throw.,33,30
3:32,2870,Dylan Carl Defensive Rebound.,33,30
3:02,2870,John Konchar missed Jumper.,33,30
3:02,84,Devonte Green Block.,33,30
3:01,84,De'Ron Davis Defensive Rebound.,33,30
2:59,84,Josh Newkirk made Layup. Assisted by De'Ron Davis.,33,32
2:46,84,Foul on De'Ron Davis.,33,32
2:46,2870,Bryson Scott missed Free Throw.,33,32
2:46,2870,Fort Wayne Deadball Team Rebound.,33,32
2:46,2870,Bryson Scott missed Free Throw.,33,32
2:46,84,De'Ron Davis Defensive Rebound.,33,32
2:36,84,Josh Newkirk made Layup.,33,34
2:26,2870,Bryson Scott Turnover.,33,34
1:59,84,Robert Johnson Turnover.,33,34
1:51,2870,Dylan Carl Turnover.,33,34
1:33,84,Devonte Green missed Three Point Jumper.,33,34
1:33,2870,Bryson Scott Defensive Rebound.,33,34
1:26,2870,Bryson Scott missed Layup.,33,34
1:26,84,Indiana Defensive Rebound.,33,34
1:00,84,Devonte Green made Three Point Jumper.,33,37
0:48,2870,Kason Harrell made Three Point Jumper. Assisted by Jax Levitch.,36,37
0:33,84,Josh Newkirk missed Three Point Jumper.,36,37
0:33,84,Collin Hartman Offensive Rebound.,36,37
0:29,84,Robert Johnson missed Layup.,36,37
0:29,2870,Jax Levitch Defensive Rebound.,36,37
0:03,2870,Bryson Scott missed Layup.,36,37
0:03,84,Devonte Green Defensive Rebound.,36,37
0:00,84,End of 1st half,36,37
19:33,2870,Xzavier Taylor Turnover.,36,37
19:32,84,Zach McRoberts Steal.,36,37
19:30,84,Juwan Morgan made Dunk. Assisted by Devonte Green.,36,39
19:10,2870,Jax Levitch missed Three Point Jumper.,36,39
19:10,84,Juwan Morgan Defensive Rebound.,36,39
19:10,2870,Foul on Xzavier Taylor.,36,39
18:52,84,Robert Johnson missed Jumper.,36,39
18:52,2870,John Konchar Defensive Rebound.,36,39
18:26,84,Foul on Zach McRoberts.,36,39
18:26,2870,John Konchar missed Free Throw.,36,39
18:26,2870,Fort Wayne Deadball Team Rebound.,36,39
18:26,2870,John Konchar missed Free Throw.,36,39
18:26,84,De'Ron Davis Defensive Rebound.,36,39
18:09,2870,Foul on Dylan Carl.,36,39
18:09,84,De'Ron Davis missed Free Throw.,36,39
18:09,84,Indiana Deadball Team Rebound.,36,39
18:09,84,De'Ron Davis made Free Throw.,36,40
17:51,2870,Kason Harrell missed Three Point Jumper.,36,40
17:51,2870,Fort Wayne Offensive Rebound.,36,40
17:43,2870,Bryson Scott Turnover.,36,40
17:43,2870,Foul on Bryson Scott.,36,40
17:14,84,Robert Johnson missed Jumper.,36,40
17:14,2870,Kason Harrell Defensive Rebound.,36,40
17:08,2870,Bryson Scott made Layup. Assisted by Kason Harrell.,38,40
16:52,84,Devonte Green Turnover.,38,40
16:51,2870,John Konchar Steal.,38,40
16:49,2870,John Konchar made Layup.,40,40
16:30,2870,Foul on Kason Harrell.,40,40
16:09,84,De'Ron Davis made Layup.,40,42
15:53,2870,Bryson Scott made Three Point Jumper. Assisted by John Konchar.,43,42
15:42,2870,Foul on Cameron Benford.,43,42
15:42,84,Official TV Timeout,43,42
15:28,84,Robert Johnson Turnover.,43,42
15:27,2870,Kason Harrell Steal.,43,42
15:24,2870,Bryson Scott made Layup.,45,42
15:14,84,Zach McRoberts made Jumper.,45,44
14:59,2870,Kason Harrell made Three Point Jumper. Assisted by Dylan Carl.,48,44
14:48,84,Zach McRoberts Turnover.,48,44
14:47,2870,Bryson Scott Steal.,48,44
14:44,2870,Bryson Scott made Layup.,50,44
14:42,84,Indiana  Timeout,50,44
14:42,84,Official TV Timeout,50,44
14:25,84,Collin Hartman missed Three Point Jumper.,50,44
14:25,2870,Dylan Carl Defensive Rebound.,50,44
14:05,2870,Dylan Carl made Three Point Jumper. Assisted by John Konchar.,53,44
13:50,84,Juwan Morgan missed Layup.,53,44
13:50,84,Juwan Morgan Offensive Rebound.,53,44
13:49,84,Juwan Morgan made Layup.,53,46
13:48,2870,Foul on John Konchar.,53,46
13:48,84,Juwan Morgan missed Free Throw.,53,46
13:48,2870,Bryson Scott Defensive Rebound.,53,46
13:34,2870,Jax Levitch missed Three Point Jumper.,53,46
13:34,84,Collin Hartman Defensive Rebound.,53,46
13:26,84,Juwan Morgan made Layup. Assisted by Josh Newkirk.,53,48
13:09,2870,Matt Weir made Three Point Jumper. Assisted by John Konchar.,56,48
12:57,84,Collin Hartman made Layup. Assisted by Juwan Morgan.,56,50
12:43,2870,Dylan Carl made Dunk. Assisted by Matt Weir.,58,50
12:34,2870,Foul on Bryson Scott.,58,50
12:34,84,Juwan Morgan made Free Throw.,58,51
12:34,84,Juwan Morgan missed Free Throw.,58,51
12:34,84,Collin Hartman Offensive Rebound.,58,51
12:13,84,Devonte Green missed Three Point Jumper.,58,51
12:13,2870,Jordon King Defensive Rebound.,58,51
12:06,2870,John Konchar made Three Point Jumper. Assisted by Jordon King.,61,51
11:53,2870,Foul on Xzavier Taylor.,61,51
11:53,84,Official TV Timeout,61,51
11:53,84,Devonte Green made Free Throw.,61,52
11:53,84,Devonte Green made Free Throw.,61,53
11:46,84,Foul on Josh Newkirk.,61,53
11:34,2870,John Konchar made Three Point Jumper. Assisted by Matt Weir.,64,53
11:21,84,Robert Johnson Turnover.,64,53
11:20,2870,Jordon King Steal.,64,53
11:07,2870,Dylan Carl made Three Point Jumper. Assisted by John Konchar.,67,53
11:01,84,Indiana  Timeout,67,53
10:52,84,Juwan Morgan missed Layup.,67,53
10:52,84,Juwan Morgan Offensive Rebound.,67,53
10:50,84,Juwan Morgan missed Two Point Tip Shot.,67,53
10:50,84,Juwan Morgan Offensive Rebound.,67,53
10:48,84,Juwan Morgan missed Layup.,67,53
10:48,2870,Kason Harrell Defensive Rebound.,67,53
10:26,2870,Kason Harrell made Three Point Jumper. Assisted by Matt Weir.,70,53
10:11,84,Juwan Morgan made Dunk.,70,55
10:02,2870,Fort Wayne  Timeout,70,55
9:39,2870,Kason Harrell missed Three Point Jumper.,70,55
9:39,84,Juwan Morgan Defensive Rebound.,70,55
9:37,2870,Foul on John Konchar.,70,55
9:37,84,Juwan Morgan missed Free Throw.,70,55
9:37,2870,Cameron Benford Defensive Rebound.,70,55
9:17,2870,Bryson Scott missed Jumper.,70,55
9:17,84,Collin Hartman Defensive Rebound.,70,55
8:58,84,Robert Johnson missed Jumper.,70,55
8:58,2870,John Konchar Defensive Rebound.,70,55
8:48,2870,Bryson Scott missed Layup.,70,55
8:48,84,Juwan Morgan Block.,70,55
8:47,2870,Fort Wayne Offensive Rebound.,70,55
8:28,2870,Bryson Scott missed Layup.,70,55
8:28,84,De'Ron Davis Block.,70,55
8:27,84,Josh Newkirk Defensive Rebound.,70,55
8:24,84,Josh Newkirk made Layup.,70,57
8:00,2870,Matt Weir missed Layup.,70,57
8:00,2870,Matt Weir Offensive Rebound.,70,57
7:31,2870,Bryson Scott made Layup.,72,57
7:14,84,Josh Newkirk missed Three Point Jumper.,72,57
7:14,2870,Kason Harrell Defensive Rebound.,72,57
7:12,84,Foul on Josh Newkirk.,72,57
7:12,84,Official TV Timeout,72,57
6:45,2870,John Konchar missed Three Point Jumper.,72,57
6:45,84,Devonte Green Defensive Rebound.,72,57
6:45,2870,Foul on Jax Levitch.,72,57
6:45,84,Devonte Green made Free Throw.,72,58
6:45,84,Devonte Green missed Free Throw.,72,58
6:45,2870,John Konchar Defensive Rebound.,72,58
6:27,2870,Bryson Scott made Layup. Assisted by Matt Weir.,74,58
6:20,84,Juwan Morgan missed Layup.,74,58
6:20,2870,Dylan Carl Block.,74,58
6:19,2870,Matt Weir Defensive Rebound.,74,58
5:52,2870,John Konchar made Three Point Jumper. Assisted by Bryson Scott.,77,58
5:36,84,Devonte Green missed Jumper.,77,58
5:36,2870,John Konchar Defensive Rebound.,77,58
5:13,2870,Bryson Scott Turnover.,77,58
5:12,84,Robert Johnson Steal.,77,58
5:08,84,Zach McRoberts Turnover.,77,58
5:07,2870,Jax Levitch Steal.,77,58
5:04,2870,Bryson Scott made Layup.,79,58
4:48,2870,Foul on John Konchar.,79,58
4:48,84,Josh Newkirk made Free Throw.,79,59
4:48,84,Josh Newkirk made Free Throw.,79,60
4:22,2870,John Konchar made Three Point Jumper.,82,60
4:11,84,Robert Johnson made Jumper.,82,62
3:46,2870,John Konchar missed Three Point Jumper.,82,62
3:46,84,Collin Hartman Defensive Rebound.,82,62
3:41,84,Robert Johnson missed Three Point Jumper.,82,62
3:41,84,Collin Hartman Offensive Rebound.,82,62
3:32,84,Robert Johnson made Layup.,82,64
3:25,84,Foul on Josh Newkirk.,82,64
3:25,84,Official TV Timeout,82,64
3:22,84,Foul on Collin Hartman.,82,64
3:18,84,Foul on Zach McRoberts.,82,64
3:10,84,Foul on Collin Hartman.,82,64
3:10,2870,Bryson Scott made Free Throw.,83,64
3:10,2870,Bryson Scott made Free Throw.,84,64
3:01,84,Juwan Morgan missed Three Point Jumper.,84,64
3:01,84,Zach McRoberts Offensive Rebound.,84,64
2:55,2870,Foul on Kason Harrell.,84,64
2:55,84,Zach McRoberts made Free Throw.,84,65
2:55,84,Zach McRoberts made Free Throw.,84,66
2:37,84,Foul on Collin Hartman.,84,66
2:37,2870,Kason Harrell made Free Throw.,85,66
2:37,2870,Kason Harrell made Free Throw.,86,66
2:25,84,Zach McRoberts missed Three Point Jumper.,86,66
2:25,84,Collin Hartman Offensive Rebound.,86,66
2:20,84,Robert Johnson missed Three Point Jumper.,86,66
2:20,84,Juwan Morgan Offensive Rebound.,86,66
2:12,84,Devonte Green missed Three Point Jumper.,86,66
2:12,84,Juwan Morgan Offensive Rebound.,86,66
2:07,2870,Foul on Dylan Carl.,86,66
2:07,84,Juwan Morgan missed Free Throw.,86,66
2:07,84,Indiana Deadball Team Rebound.,86,66
2:07,84,Juwan Morgan made Free Throw.,86,67
2:04,84,Foul on Aljami Durham.,86,67
2:04,2870,Kason Harrell missed Free Throw.,86,67
2:04,84,Collin Hartman Defensive Rebound.,86,67
1:50,84,Devonte Green missed Jumper.,86,67
1:50,84,Juwan Morgan Offensive Rebound.,86,67
1:44,84,Juwan Morgan Turnover.,86,67
1:43,2870,Kason Harrell Steal.,86,67
1:26,84,Foul on Juwan Morgan.,86,67
1:26,2870,Bryson Scott made Free Throw.,87,67
1:26,2870,Bryson Scott made Free Throw.,88,67
1:15,84,Juwan Morgan missed Three Point Jumper.,88,67
1:15,84,Collin Hartman Offensive Rebound.,88,67
1:07,84,Robert Johnson missed Three Point Jumper.,88,67
1:07,84,Juwan Morgan Offensive Rebound.,88,67
1:02,84,Collin Hartman missed Three Point Jumper.,88,67
1:02,84,Juwan Morgan Offensive Rebound.,88,67
0:53,84,Zach McRoberts made Three Point Jumper. Assisted by Devonte Green.,88,70
0:50,84,Foul on Devonte Green.,88,70
0:50,2870,Kason Harrell made Free Throw.,89,70
0:50,2870,Kason Harrell made Free Throw.,90,70
0:41,84,Robert Johnson missed Layup.,90,70
0:41,2870,Bryson Scott Defensive Rebound.,90,70
0:39,84,Foul on Robert Johnson.,90,70
0:39,2870,Kason Harrell made Free Throw.,91,70
0:39,2870,Kason Harrell made Free Throw.,92,70
0:33,84,Aljami Durham made Jumper.,92,72
0:18,2870,Kason Harrell missed Three Point Jumper.,92,72
0:18,84,Juwan Morgan Defensive Rebound.,92,72
0:08,84,Aljami Durham missed Three Point Jumper.,92,72
0:08,2870,Bryson Scott Defensive Rebound.,92,72
0:00,84,End of Game,92,72
