Howard,55,Jacksonville State,47
9:29,47,Charles Williams Turnover.,14,10
9:28,55,Marlon Hunter Steal.,14,10
9:28,47,Foul on Charles Williams.,14,10
9:20,55,Marlon Hunter missed Jumper.,14,10
9:20,47,Zion Cousins Defensive Rebound.,14,10
9:04,47,Zion Cousins Turnover.,14,10
8:49,55,Malcolm Drumwright made Jumper.,14,12
8:28,47,Jalen Jones Turnover.,14,12
8:27,55,Jamall Gregory Steal.,14,12
8:26,55,Jamall Gregory missed Dunk.,14,12
8:26,47,Dalique Mingo Defensive Rebound.,14,12
8:06,47,Dalique Mingo Turnover.,14,12
7:57,47,Foul on Kyle Foster.,14,12
7:57,55,Official TV Timeout,14,12
7:50,47,Foul on Kyle Foster.,14,12
7:40,47,Foul on Cameron Lewis.,14,12
7:32,55,Jason Burnell made Jumper.,14,14
7:09,47,RJ Cole made Three Point Jumper. Assisted by Cameron Lewis.,17,14
6:48,55,Marlon Hunter missed Three Point Jumper.,17,14
6:48,47,Zion Cousins Defensive Rebound.,17,14
6:17,47,Zion Cousins missed Jumper.,17,14
6:17,47,Cameron Lewis Offensive Rebound.,17,14
6:11,55,Christian Cunningham Block.,17,14
6:11,47,Cameron Lewis missed Layup.,17,14
6:11,55,Jason Burnell Defensive Rebound.,17,14
6:02,55,Ashton Spears made Three Point Jumper. Assisted by Jason Burnell.,17,17
5:45,47,RJ Cole missed Layup.,17,17
5:43,55,Jason Burnell Defensive Rebound.,17,17
5:38,55,Christian Cunningham made Layup. Assisted by Ashton Spears.,17,19
5:36,47,Howard  Timeout,17,19
5:11,47,RJ Cole made Three Point Jumper. Assisted by Charles Williams.,20,19
4:46,55,Marlon Hunter Turnover.,20,19
4:28,55,Foul on Malcolm Drumwright.,20,19
4:17,47,RJ Cole Turnover.,20,19
4:16,55,Jamall Gregory Steal.,20,19
4:08,55,Jason Burnell missed Layup.,20,19
4:08,47,Zion Cousins Block.,20,19
4:02,47,RJ Cole Defensive Rebound.,20,19
4:00,47,RJ Cole missed Layup.,20,19
4:00,55,Tyrik Edwards Block.,20,19
4:00,47,Howard Offensive Rebound.,20,19
3:47,47,Charles Williams made Jumper.,22,19
3:33,55,Norbertas Giga missed Jumper.,22,19
3:33,47,Jalen Jones Defensive Rebound.,22,19
3:21,47,Charles Williams Turnover.,22,19
3:03,55,Jamall Gregory missed Free Throw.,22,19
3:03,55,Jacksonville State Deadball Team Rebound.,22,19
3:03,55,Jamall Gregory missed Free Throw.,22,19
3:03,47,Zion Cousins Defensive Rebound.,22,19
2:59,47,Foul on Jalen Jones.,22,19
2:53,47,RJ Cole missed Three Point Jumper.,22,19
2:53,55,Ashton Spears Defensive Rebound.,22,19
2:43,55,Ashton Spears missed Three Point Jumper.,22,19
2:43,47,Howard Defensive Rebound.,22,19
2:41,55,Foul on Jason Burnell.,22,19
2:19,47,Charles Williams missed Jumper.,22,19
2:19,55,Tyrik Edwards Defensive Rebound.,22,19
2:13,55,Ashton Spears made Layup.,22,21
1:41,47,RJ Cole Turnover.,22,21
1:40,55,Jamall Gregory Steal.,22,21
1:36,55,Jamall Gregory made Dunk.,22,23
1:13,47,Charles Williams made Jumper. Assisted by Kyle Foster.,24,23
0:46,55,Jamall Gregory Turnover.,24,23
0:31,47,Foul on Charles Williams.,24,23
0:31,47,Charles Williams Turnover.,24,23
0:16,55,Jason Burnell missed Three Point Jumper.,24,23
0:16,47,Michael Obindu Defensive Rebound.,24,23
0:01,47,Charles Williams made Three Point Jumper. Assisted by RJ Cole.,27,23
0:00,55,End of 1st half,27,23
19:43,47,Jalen Jones Turnover.,27,23
19:42,55,Jason Burnell Steal.,27,23
19:40,47,Foul on Charles Williams.,27,23
19:40,55,Jason Burnell made Free Throw.,27,24
19:40,55,Jason Burnell made Free Throw.,27,25
19:14,47,Cameron Lewis missed Layup.,27,25
19:14,55,Norbertas Giga Block.,27,25
19:12,55,Norbertas Giga Defensive Rebound.,27,25
19:07,55,Norbertas Giga missed Three Point Jumper.,27,25
19:07,47,RJ Cole Defensive Rebound.,27,25
19:03,55,Foul on Marlon Hunter.,27,25
18:49,47,Jalen Jones missed Layup.,27,25
18:49,47,RJ Cole Offensive Rebound.,27,25
18:46,47,RJ Cole made Layup.,29,25
18:18,55,Malcolm Drumwright made Jumper.,29,27
17:56,47,Cameron Lewis made Jumper. Assisted by RJ Cole.,31,27
17:38,55,Jason Burnell made Free Throw.,31,28
17:38,55,Jason Burnell made Free Throw.,31,29
17:36,47,Foul on Kyle Foster.,31,29
17:17,47,Kyle Foster missed Three Point Jumper.,31,29
17:17,55,Jason Burnell Defensive Rebound.,31,29
17:09,47,Foul on RJ Cole.,31,29
17:09,55,Ashton Spears made Free Throw.,31,30
17:09,55,Ashton Spears made Free Throw.,31,31
16:49,47,Cameron Lewis missed Jumper.,31,31
16:49,55,Malcolm Drumwright Defensive Rebound.,31,31
16:40,47,Foul on Jalen Jones.,31,31
16:39,55,Marlon Hunter made Jumper. Assisted by Malcolm Drumwright.,31,33
16:29,55,Foul on Malcolm Drumwright.,31,33
16:25,47,RJ Cole Turnover.,31,33
16:24,55,Marlon Hunter Steal.,31,33
16:21,55,Ashton Spears made Layup. Assisted by Marlon Hunter.,31,35
15:54,55,Official TV Timeout,31,35
15:53,55,Foul on Malcolm Drumwright.,31,35
15:51,47,RJ Cole Turnover.,31,35
15:51,55,Marlon Hunter Steal.,31,35
15:36,55,Tyrik Edwards made Three Point Jumper. Assisted by Jason Burnell.,31,38
15:05,47,Michael Obindu missed Jumper.,31,38
15:05,55,Jason Burnell Defensive Rebound.,31,38
14:57,55,Marlon Hunter made Jumper. Assisted by Tyrik Edwards.,31,40
14:54,47,Howard  Timeout,31,40
14:54,55,Official TV Timeout,31,40
14:39,47,RJ Cole missed Three Point Jumper.,31,40
14:39,47,Cameron Lewis Offensive Rebound.,31,40
14:36,47,Cameron Lewis missed Jumper.,31,40
14:36,55,Marlon Hunter Defensive Rebound.,31,40
14:20,55,Marlon Hunter made Free Throw.,31,41
14:20,55,Marlon Hunter made Free Throw.,31,42
14:19,47,Foul on Charles Williams.,31,42
13:53,47,Cameron Lewis made Layup.,33,42
13:33,55,Jason Burnell missed Three Point Jumper.,33,42
13:33,47,Jalen Jones Defensive Rebound.,33,42
13:23,47,RJ Cole made Jumper.,35,42
13:03,55,Jason Burnell made Layup. Assisted by Marlon Hunter.,35,44
12:51,47,RJ Cole Turnover.,35,44
12:29,55,Marlon Hunter missed Jumper.,35,44
12:29,47,Kyle Foster Defensive Rebound.,35,44
12:12,47,Cameron Lewis missed Jumper.,35,44
12:12,55,Tyrik Edwards Defensive Rebound.,35,44
12:01,55,Tyrik Edwards Turnover.,35,44
12:00,47,RJ Cole Steal.,35,44
11:55,47,Kyle Foster made Three Point Jumper. Assisted by RJ Cole.,38,44
11:25,55,Official TV Timeout,38,44
11:25,55,Malcolm Drumwright made Free Throw.,38,45
11:25,47,Technical Foul on Howard.,38,44
11:25,55,Official TV Timeout,38,44
11:24,55,Jamall Gregory Turnover.,38,45
11:04,47,Kyle Foster missed Three Point Jumper.,38,45
11:04,55,Jason Burnell Defensive Rebound.,38,45
10:48,55,Jamall Gregory missed Jumper.,38,45
10:48,47,Howard Defensive Rebound.,38,45
10:46,55,Foul on Christian Cunningham.,38,45
10:20,55,Foul on Malcolm Drumwright.,38,45
10:14,47,RJ Cole made Three Point Jumper.,41,45
9:56,55,Marlon Hunter made Layup. Assisted by Jason Burnell.,41,47
9:56,47,Foul on Zion Cousins.,41,47
9:56,55,Marlon Hunter made Free Throw.,41,48
9:53,47,RJ Cole made Three Point Jumper.,44,48
9:38,55,Marlon Hunter missed Jumper.,44,48
9:38,47,Jalen Jones Defensive Rebound.,44,48
9:30,47,Kyle Foster missed Layup.,44,48
9:30,55,Jason Burnell Block.,44,48
9:28,47,Howard Offensive Rebound.,44,48
9:11,47,Kyle Foster made Jumper.,46,48
8:53,55,Jason Burnell Turnover.,46,48
8:53,47,Jalen Jones Steal.,46,48
8:41,47,RJ Cole made Three Point Jumper.,49,48
8:31,55,Jacksonville State  Timeout,49,48
8:19,55,Jason Burnell Turnover.,49,48
8:17,47,RJ Cole Steal.,49,48
8:14,47,RJ Cole missed Jumper.,49,48
8:14,55,Jason Burnell Block.,49,48
8:12,55,Jacksonville State Defensive Rebound.,49,48
7:58,47,Foul on Zion Cousins.,49,48
7:58,55,Official TV Timeout,49,48
7:58,55,Jason Burnell made Free Throw.,49,49
7:58,55,Jason Burnell made Free Throw.,49,50
7:48,47,Kyle Foster made Three Point Jumper. Assisted by RJ Cole.,52,50
7:47,47,Kyle Foster missed Free Throw.,52,50
7:47,55,Marlon Hunter Defensive Rebound.,52,50
7:45,55,Foul on Ashton Spears.,52,50
7:25,55,Tyrik Edwards missed Three Point Jumper.,52,50
7:25,47,Zion Cousins Defensive Rebound.,52,50
6:54,55,Foul on Norbertas Giga.,52,50
6:54,47,Michael Obindu missed Free Throw.,52,50
6:54,47,Howard Deadball Team Rebound.,52,50
6:54,47,Michael Obindu made Free Throw.,53,50
6:39,47,Foul on Zion Cousins.,53,50
6:39,55,Jason Burnell missed Free Throw.,53,50
6:39,47,Zion Cousins Defensive Rebound.,53,50
6:27,47,Foul on Kyle Foster.,53,50
6:27,47,Kyle Foster Turnover.,53,50
6:27,47,Technical Foul on Howard.,53,50
6:27,55,Malcolm Drumwright made Free Throw.,53,51
6:27,55,Malcolm Drumwright made Free Throw.,53,52
6:19,55,Jason Burnell made Layup.,53,54
6:02,47,RJ Cole made Free Throw.,54,54
6:02,47,RJ Cole made Free Throw.,55,54
6:01,55,Foul on Marlon Hunter.,55,54
5:45,55,Ashton Spears made Three Point Jumper. Assisted by Malcolm Drumwright.,55,57
5:29,55,Foul on Ashton Spears.,55,57
5:29,47,Charles Williams made Free Throw.,56,57
5:29,47,Charles Williams made Free Throw.,57,57
5:13,55,Malcolm Drumwright missed Jumper.,57,57
5:13,47,Zion Cousins Defensive Rebound.,57,57
4:50,47,RJ Cole missed Three Point Jumper.,57,57
4:50,55,Jason Burnell Defensive Rebound.,57,57
4:34,55,Jason Burnell missed Jumper.,57,57
4:34,47,Zion Cousins Defensive Rebound.,57,57
4:21,47,Charles Williams made Jumper. Assisted by RJ Cole.,59,57
3:48,55,Malcolm Drumwright made Jumper. Assisted by Norbertas Giga.,59,59
3:13,47,Howard  Turnover.,59,59
3:06,55,Malcolm Drumwright Turnover.,59,59
3:05,47,RJ Cole Steal.,59,59
3:03,55,Foul on Ashton Spears.,59,59
3:03,47,RJ Cole made Free Throw.,60,59
3:03,47,RJ Cole missed Free Throw.,60,59
3:03,55,Norbertas Giga Defensive Rebound.,60,59
2:45,55,Malcolm Drumwright made Jumper. Assisted by Norbertas Giga.,60,61
2:23,47,Charles Williams missed Jumper.,60,61
2:23,47,Michael Obindu Offensive Rebound.,60,61
1:59,47,Foul on RJ Cole.,60,61
1:59,47,RJ Cole Turnover.,60,61
1:46,47,Foul on Jalen Jones.,60,61
1:46,55,Malcolm Drumwright made Free Throw.,60,62
1:46,55,Malcolm Drumwright missed Free Throw.,60,62
1:46,47,Charles Williams Defensive Rebound.,60,62
1:28,47,Zion Cousins missed Jumper.,60,62
1:28,55,Jason Burnell Block.,60,62
1:27,55,Jason Burnell Defensive Rebound.,60,62
1:01,55,Jason Burnell missed Jumper.,60,62
1:01,55,Marlon Hunter Offensive Rebound.,60,62
0:49,55,Jacksonville State  Timeout,60,62
0:34,55,Malcolm Drumwright missed Jumper.,60,62
0:34,47,Jalen Jones Block.,60,62
0:31,55,Malcolm Drumwright Offensive Rebound.,60,62
0:29,55,Malcolm Drumwright missed Jumper.,60,62
0:29,47,Michael Obindu Defensive Rebound.,60,62
0:23,47,Howard  Timeout,60,62
0:02,47,Charles Williams missed Three Point Jumper.,60,62
0:02,55,Christian Cunningham Defensive Rebound.,60,62
0:00,55,End of Game,60,62
