Norfolk State,2198,Eastern Kentucky,2450
15:15,2198,DeAndre Dishman Offensive Rebound.,35,52
15:13,2198,DeAndre Dishman made Two Point Tip Shot.,35,54
14:56,2450,Foul on Derrik Jamerson Jr..,35,54
14:56,2450,Derrik Jamerson Jr. Turnover.,35,54
14:29,2198,JacQuess Hobbs missed Jumper.,35,54
14:29,2450,Preston Bungei Defensive Rebound.,35,54
14:02,2450,Preston Bungei missed Three Point Jumper.,35,54
14:02,2198,Dillon Avare Defensive Rebound.,35,54
13:45,2198,Dillon Avare made Three Point Jumper. Assisted by JacQuess Hobbs.,35,57
13:29,2450,Steven Whitley Turnover.,35,57
13:27,2198,DeAndre Dishman Steal.,35,57
13:24,2198,Zach Charles Turnover.,35,57
13:23,2450,Preston Bungei Steal.,35,57
13:20,2450,Derrik Jamerson Jr. missed Layup.,35,57
13:20,2198,Jackson Davis Block.,35,57
13:17,2198,JacQuess Hobbs Defensive Rebound.,35,57
13:12,2198,Dillon Avare missed Three Point Jumper.,35,57
13:12,2450,Steven Whitley Defensive Rebound.,35,57
13:02,2198,Foul on JacQuess Hobbs.,35,57
12:52,2450,Mastadi Pitt missed Three Point Jumper.,35,57
12:52,2450,Derrik Jamerson Jr. Offensive Rebound.,35,57
12:46,2450,Mastadi Pitt missed Layup.,35,57
12:46,2198,Peyton Broughton Block.,35,57
12:46,2198,Eastern Kentucky Defensive Rebound.,35,57
12:20,2198,Dillon Avare made Three Point Jumper. Assisted by JacQuess Hobbs.,35,60
11:59,2450,Alex Long missed Jumper.,35,60
11:59,2198,JacQuess Hobbs Defensive Rebound.,35,60
11:46,2450,Foul on Preston Bungei.,35,60
11:46,2198,Official TV Timeout,35,60
11:29,2198,Dillon Avare missed Three Point Jumper.,35,60
11:29,2198,A.J. Youngman Offensive Rebound.,35,60
11:23,2198,Peyton Broughton made Jumper.,35,62
10:55,2198,Foul on Dillon Avare.,35,62
10:55,2450,Mastadi Pitt made Free Throw.,36,62
10:55,2450,Mastadi Pitt made Free Throw.,37,62
10:30,2198,Peyton Broughton Turnover.,37,62
10:29,2450,Steven Whitley Steal.,37,62
10:27,2450,Mastadi Pitt made Layup. Assisted by Steven Whitley.,39,62
10:09,2198,JacQuess Hobbs missed Jumper.,39,62
10:09,2450,Steven Whitley Defensive Rebound.,39,62
9:58,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Steven Whitley.,42,62
9:34,2198,A.J. Youngman made Three Point Jumper. Assisted by Peyton Broughton.,42,65
9:05,2450,Mastadi Pitt made Layup.,44,65
9:03,2450,Norfolk State  Timeout,44,65
8:49,2450,Foul on Preston Bungei.,44,65
8:49,2198,DeAndre Dishman made Free Throw.,44,66
8:49,2198,DeAndre Dishman made Free Throw.,44,67
8:31,2450,Stavian Allen missed Jumper.,44,67
8:31,2198,DeAndre Dishman Block.,44,67
8:29,2198,A.J. Youngman Defensive Rebound.,44,67
8:14,2198,Dillon Avare made Three Point Jumper. Assisted by DeAndre Dishman.,44,70
7:48,2450,Steven Whitley made Jumper.,46,70
7:29,2198,JacQuess Hobbs Turnover.,46,70
7:29,2198,Official TV Timeout,46,70
7:05,2450,Steven Whitley made Three Point Jumper.,49,70
6:47,2450,Foul on Steven Whitley.,49,70
6:47,2198,DeAndre Dishman made Free Throw.,49,71
6:47,2198,DeAndre Dishman made Free Throw.,49,72
6:40,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Steven Whitley.,52,72
6:21,2198,DeAndre Dishman made Layup. Assisted by Dillon Avare.,52,74
6:21,2450,Foul on Preston Bungei.,52,74
6:21,2198,DeAndre Dishman made Free Throw.,52,75
5:53,2450,Mastadi Pitt made Three Point Jumper.,55,75
5:26,2198,Dillon Avare missed Three Point Jumper.,55,75
5:26,2198,Dillon Avare Offensive Rebound.,55,75
5:20,2198,Cameron Carmical missed Three Point Jumper.,55,75
5:20,2450,Mastadi Pitt Defensive Rebound.,55,75
5:04,2450,Alex Long made Jumper. Assisted by Preston Bungei.,57,75
4:48,2198,Eastern Kentucky  Timeout,57,75
4:36,2198,A.J. Youngman made Three Point Jumper.,57,78
4:25,2450,Preston Bungei Turnover.,57,78
4:09,2198,Peyton Broughton made Jumper.,57,80
3:54,2450,Foul on Alex Long.,57,80
3:54,2450,Alex Long Turnover.,57,80
3:54,2198,Official TV Timeout,57,80
3:34,2450,Foul on Alex Long.,57,80
3:34,2198,Lachlan Anderson missed Free Throw.,57,80
3:34,2198,Eastern Kentucky Deadball Team Rebound.,57,80
3:34,2198,Lachlan Anderson made Free Throw.,57,81
3:25,2198,Foul on A.J. Youngman.,57,81
3:25,2450,Nic Thomas made Free Throw.,58,81
3:25,2450,Nic Thomas missed Free Throw.,58,81
3:25,2198,DeAndre Dishman Defensive Rebound.,58,81
3:04,2198,Cameron Carmical Turnover.,58,81
3:03,2450,Nic Thomas Steal.,58,81
3:02,2450,Nic Thomas made Layup.,60,81
3:00,2198,Foul on A.J. Youngman.,60,81
3:00,2450,Nic Thomas missed Free Throw.,60,81
3:00,2198,Lachlan Anderson Defensive Rebound.,60,81
2:42,2198,Lachlan Anderson Turnover.,60,81
2:41,2450,Bryan Gellineau Steal.,60,81
2:38,2450,Mastadi Pitt Turnover.,60,81
2:37,2198,A.J. Youngman Steal.,60,81
2:35,2198,Peyton Broughton made Dunk. Assisted by A.J. Youngman.,60,83
2:10,2198,Foul on Cameron Carmical.,60,83
2:10,2450,Alex Long missed Free Throw.,60,83
2:10,2450,Norfolk State Deadball Team Rebound.,60,83
2:10,2450,Alex Long missed Free Throw.,60,83
2:10,2450,Derrik Jamerson Jr. Offensive Rebound.,60,83
2:10,2450,Derrik Jamerson Jr. missed Three Point Jumper.,60,83
2:10,2198,A.J. Youngman Defensive Rebound.,60,83
1:36,2198,Eastern Kentucky  Timeout,60,83
1:26,2198,Peyton Broughton missed Three Point Jumper.,60,83
1:26,2450,Nic Thomas Defensive Rebound.,60,83
1:10,2450,Mastadi Pitt made Jumper.,62,83
1:07,2450,Norfolk State  Timeout,62,83
0:53,2198,Peyton Broughton Turnover.,62,83
0:51,2450,Alex Long Steal.,62,83
0:49,2450,Nic Thomas made Layup. Assisted by Alex Long.,64,83
0:37,2198,Kirkland Humphrey missed Layup.,64,83
0:37,2450,Derrik Jamerson Jr. Block.,64,83
0:33,2450,Derrik Jamerson Jr. Defensive Rebound.,64,83
0:31,2450,Alex Long made Layup.,66,83
0:13,2198,Cameron Carmical Turnover.,66,83
0:08,2450,Mastadi Pitt missed Three Point Jumper.,66,83
0:08,2198,Kirkland Humphrey Defensive Rebound.,66,83
0:00,2198,End of Game,66,83
