Northern Illinois,269,Marquette,2459
14:18,2459,Dante Thorpe made Jumper.,8,14
13:58,269,Markus Howard missed Three Point Jumper.,8,14
13:58,2459,Dante Thorpe Defensive Rebound.,8,14
13:52,269,Foul on Greg Elliott.,8,14
13:52,2459,Eugene German made Free Throw.,9,14
13:52,2459,Eugene German missed Free Throw.,9,14
13:52,2459,Northern Illinois Deadball Team Rebound.,9,14
13:52,2459,Eugene German made Free Throw.,10,14
13:34,269,Harry Froling Turnover.,10,14
13:32,2459,Anastasios Demogerontas Steal.,10,14
13:29,2459,Eugene German missed Layup.,10,14
13:29,2459,Andrew Zelis Offensive Rebound.,10,14
13:28,2459,Andrew Zelis missed Two Point Tip Shot.,10,14
13:28,269,Harry Froling Defensive Rebound.,10,14
13:27,2459,Foul on Anastasios Demogerontas.,10,14
13:10,269,Theo John made Layup. Assisted by Markus Howard.,10,16
13:10,2459,Foul on Rod Henry-Hayes.,10,16
13:10,269,Theo John missed Free Throw.,10,16
13:10,2459,Anastasios Demogerontas Defensive Rebound.,10,16
12:59,269,Foul on Jamal Cain.,10,16
12:48,2459,Andrew Zelis missed Jumper.,10,16
12:48,2459,Anastasios Demogerontas Offensive Rebound.,10,16
12:45,2459,Anastasios Demogerontas made Two Point Tip Shot.,12,16
12:23,269,Jamal Cain missed Jumper.,12,16
12:23,2459,Northern Illinois Defensive Rebound.,12,16
12:15,2459,Dante Thorpe Turnover.,12,16
12:08,269,Andrew Rowsey made Three Point Jumper. Assisted by Markus Howard.,12,19
11:48,2459,Anastasios Demogerontas Turnover.,12,19
11:47,269,Matt Heldt Steal.,12,19
11:32,269,Andrew Rowsey missed Jumper.,12,19
11:32,2459,Anastasios Demogerontas Defensive Rebound.,12,19
11:25,2459,Dante Thorpe made Jumper.,14,19
11:06,269,Sam Hauser missed Three Point Jumper.,14,19
11:06,2459,Gairges Daow Defensive Rebound.,14,19
10:57,2459,Justin Thomas made Jumper.,16,19
10:31,269,Sam Hauser missed Three Point Jumper.,16,19
10:31,2459,Dante Thorpe Defensive Rebound.,16,19
10:17,2459,Foul on Lacey James.,16,19
10:17,2459,Lacey James Turnover.,16,19
10:17,269,Official TV Timeout,16,19
10:02,269,Andrew Rowsey made Jumper.,16,21
9:40,2459,Eugene German made Jumper.,18,21
9:10,269,Markus Howard missed Three Point Jumper.,18,21
9:10,269,Sam Hauser Offensive Rebound.,18,21
9:00,269,Sacar Anim made Layup.,18,23
8:37,2459,Lacey James made Jumper. Assisted by Dante Thorpe.,20,23
8:21,269,Sam Hauser made Jumper.,20,25
7:57,2459,Dante Thorpe missed Three Point Jumper.,20,25
7:57,2459,Gairges Daow Offensive Rebound.,20,25
7:52,2459,Gairges Daow missed Jumper.,20,25
7:52,269,Matt Heldt Block.,20,25
7:50,269,Sam Hauser Defensive Rebound.,20,25
7:46,269,Andrew Rowsey missed Layup.,20,25
7:46,2459,Lacey James Defensive Rebound.,20,25
7:40,2459,Eugene German made Layup.,22,25
7:28,269,Foul on Andrew Rowsey.,22,25
7:28,269,Andrew Rowsey Turnover.,22,25
7:28,269,Official TV Timeout,22,25
7:04,2459,Levi Bradley made Three Point Jumper. Assisted by Dante Thorpe.,25,25
7:03,2459,Foul on Levi Bradley.,25,25
6:47,269,Greg Elliott Turnover.,25,25
6:45,2459,Eugene German Steal.,25,25
6:36,2459,Dante Thorpe made Jumper.,27,25
6:08,269,Theo John missed Jumper.,27,25
6:08,269,Theo John Offensive Rebound.,27,25
6:08,269,Theo John made Two Point Tip Shot.,27,27
6:08,2459,Foul on Levi Bradley.,27,27
6:08,269,Theo John made Free Throw.,27,28
5:57,269,Foul on Sacar Anim.,27,28
5:47,269,Foul on Sam Hauser.,27,28
5:47,2459,Levi Bradley made Free Throw.,28,28
5:47,2459,Levi Bradley missed Free Throw.,28,28
5:47,269,Markus Howard Defensive Rebound.,28,28
5:35,269,Markus Howard made Layup.,28,30
5:19,2459,Eugene German missed Jumper.,28,30
5:19,269,Harry Froling Block.,28,30
5:19,2459,Northern Illinois Offensive Rebound.,28,30
5:10,269,Foul on Jamal Cain.,28,30
5:10,2459,Levi Bradley made Free Throw.,29,30
5:10,2459,Levi Bradley made Free Throw.,30,30
4:55,269,Sacar Anim missed Jumper.,30,30
4:54,269,Harry Froling Offensive Rebound.,30,30
4:53,269,Harry Froling missed Two Point Tip Shot.,30,30
4:52,2459,Anastasios Demogerontas Defensive Rebound.,30,30
4:52,269,Foul on Harry Froling.,30,30
4:52,2459,Anastasios Demogerontas made Free Throw.,31,30
4:52,2459,Anastasios Demogerontas made Free Throw.,32,30
4:43,269,Markus Howard missed Jumper.,32,30
4:43,2459,Andrew Zelis Block.,32,30
4:43,269,Marquette Offensive Rebound.,32,30
4:27,269,Sam Hauser made Three Point Jumper. Assisted by Jamal Cain.,32,33
4:02,2459,Eugene German made Layup.,34,33
3:54,269,Markus Howard made Layup.,34,35
3:54,2459,Foul on Eugene German.,34,35
3:54,269,Official TV Timeout,34,35
3:54,269,Markus Howard made Free Throw.,34,36
3:45,269,Foul on Sam Hauser.,34,36
3:45,2459,Eugene German made Free Throw.,35,36
3:45,2459,Eugene German missed Free Throw.,35,36
3:45,269,Theo John Defensive Rebound.,35,36
3:35,269,Markus Howard missed Layup.,35,36
3:35,2459,Lacey James Defensive Rebound.,35,36
3:07,2459,Dante Thorpe missed Jumper.,35,36
3:07,269,Jamal Cain Defensive Rebound.,35,36
2:54,269,Foul on Theo John.,35,36
2:54,269,Theo John Turnover.,35,36
2:39,2459,Levi Bradley missed Jumper.,35,36
2:39,269,Theo John Block.,35,36
2:37,269,Jamal Cain Defensive Rebound.,35,36
2:33,2459,Foul on Dante Thorpe.,35,36
2:33,269,Andrew Rowsey missed Free Throw.,35,36
2:33,269,Theo John Offensive Rebound.,35,36
2:29,269,Jamal Cain missed Two Point Tip Shot.,35,36
2:29,269,Theo John missed Two Point Tip Shot.,35,36
2:29,2459,Gairges Daow Defensive Rebound.,35,36
2:29,269,Jamal Cain Offensive Rebound.,35,36
2:28,269,Foul on Theo John.,35,36
2:28,2459,Gairges Daow made Free Throw.,36,36
2:28,2459,Gairges Daow missed Free Throw.,36,36
2:28,269,Jamal Cain Defensive Rebound.,36,36
2:10,269,Sacar Anim missed Three Point Jumper.,36,36
2:10,269,Theo John Offensive Rebound.,36,36
2:07,269,Theo John missed Two Point Tip Shot.,36,36
2:07,2459,Lacey James Defensive Rebound.,36,36
1:43,2459,Levi Bradley missed Three Point Jumper.,36,36
1:43,269,Theo John Defensive Rebound.,36,36
1:32,269,Markus Howard made Jumper.,36,38
1:31,2459,Northern Illinois  Timeout,36,38
1:13,2459,Dante Thorpe missed Jumper.,36,38
1:13,269,Theo John Block.,36,38
1:13,2459,Northern Illinois Offensive Rebound.,36,38
1:07,2459,Levi Bradley missed Jumper.,36,38
1:07,2459,Lacey James Offensive Rebound.,36,38
1:05,2459,Lacey James missed Two Point Tip Shot.,36,38
1:05,2459,Gairges Daow Offensive Rebound.,36,38
1:03,2459,Lacey James missed Two Point Tip Shot.,36,38
1:03,2459,Levi Bradley Offensive Rebound.,36,38
0:48,269,Sacar Anim missed Layup.,36,38
0:48,269,Sacar Anim Offensive Rebound.,36,38
0:44,269,Sacar Anim made Two Point Tip Shot.,36,40
0:32,2459,Eugene German missed Three Point Jumper.,36,40
0:31,269,Greg Elliott Block.,36,40
0:30,2459,Foul on Gairges Daow.,36,40
0:30,269,Markus Howard Defensive Rebound.,36,40
0:30,269,Markus Howard made Free Throw.,36,41
0:30,269,Markus Howard made Free Throw.,36,42
0:04,2459,Anastasios Demogerontas Turnover.,36,42
0:03,269,Sacar Anim Steal.,36,42
0:00,269,End of 1st half,36,42
19:48,2459,Eugene German made Jumper.,38,42
19:32,269,Andrew Rowsey missed Three Point Jumper.,38,42
19:32,269,Marquette Offensive Rebound.,38,42
19:18,2459,Foul on Gairges Daow.,38,42
19:09,269,Andrew Rowsey Turnover.,38,42
18:56,2459,Dante Thorpe made Jumper.,40,42
18:49,269,Sam Hauser missed Jumper.,40,42
18:49,2459,Lacey James Defensive Rebound.,40,42
18:35,2459,Lacey James made Jumper. Assisted by Eugene German.,42,42
18:16,2459,Foul on Levi Bradley.,42,42
18:16,269,Sam Hauser missed Free Throw.,42,42
18:16,269,Marquette Deadball Team Rebound.,42,42
18:16,269,Sam Hauser made Free Throw.,42,43
17:57,269,Foul on Sacar Anim.,42,43
17:50,2459,Anastasios Demogerontas Turnover.,42,43
17:41,269,Andrew Rowsey missed Three Point Jumper.,42,43
17:41,2459,Anastasios Demogerontas Defensive Rebound.,42,43
17:31,2459,Lacey James Turnover.,42,43
17:30,269,Matt Heldt Steal.,42,43
17:26,269,Markus Howard missed Three Point Jumper.,42,43
17:26,2459,Eugene German Defensive Rebound.,42,43
17:20,2459,Eugene German missed Layup.,42,43
17:20,269,Andrew Rowsey Block.,42,43
17:20,2459,Northern Illinois Offensive Rebound.,42,43
17:08,2459,Eugene German made Three Point Jumper. Assisted by Noah McCarty.,45,43
16:41,269,Sam Hauser missed Three Point Jumper.,45,43
16:41,2459,Lacey James Defensive Rebound.,45,43
16:38,2459,Lacey James Turnover.,45,43
16:20,269,Theo John made Jumper. Assisted by Sam Hauser.,45,45
16:06,2459,Lacey James missed Jumper.,45,45
16:06,269,Markus Howard Defensive Rebound.,45,45
16:05,2459,Foul on Justin Thomas.,45,45
15:52,269,Markus Howard missed Layup.,45,45
15:52,2459,Justin Thomas Defensive Rebound.,45,45
15:35,2459,Dante Thorpe made Jumper.,47,45
15:11,269,Sam Hauser missed Three Point Jumper.,47,45
15:11,2459,Noah McCarty Defensive Rebound.,47,45
15:10,269,Foul on Theo John.,47,45
15:10,269,Official TV Timeout,47,45
15:04,2459,Eugene German Turnover.,47,45
15:04,269,Jamal Cain Steal.,47,45
14:52,269,Andrew Rowsey Turnover.,47,45
14:51,2459,Justin Thomas Steal.,47,45
14:46,2459,Eugene German made Dunk. Assisted by Rod Henry-Hayes.,49,45
14:30,2459,Foul on Andrew Zelis.,49,45
14:24,2459,Foul on Rod Henry-Hayes.,49,45
14:20,269,Andrew Rowsey missed Three Point Jumper.,49,45
14:20,2459,Northern Illinois Defensive Rebound.,49,45
13:57,2459,Eugene German missed Jumper.,49,45
13:57,2459,Rod Henry-Hayes Offensive Rebound.,49,45
13:51,2459,Justin Thomas missed Three Point Jumper.,49,45
13:51,2459,Eugene German Offensive Rebound.,49,45
13:48,2459,Eugene German missed Jumper.,49,45
13:48,269,Marquette Deadball Team Rebound.,49,45
13:43,2459,Foul on Justin Thomas.,49,45
13:23,269,Sam Hauser made Three Point Jumper. Assisted by Greg Elliott.,49,48
12:57,2459,Justin Thomas missed Jumper.,49,48
12:57,269,Greg Elliott Block.,49,48
12:57,2459,Northern Illinois Offensive Rebound.,49,48
12:52,2459,Dante Thorpe Turnover.,49,48
12:51,269,Markus Howard Steal.,49,48
12:49,2459,Foul on Dante Thorpe.,49,48
12:49,269,Markus Howard made Free Throw.,49,49
12:49,269,Markus Howard made Free Throw.,49,50
12:40,2459,Dante Thorpe Turnover.,49,50
12:39,269,Sam Hauser Steal.,49,50
12:35,269,Sam Hauser missed Three Point Jumper.,49,50
12:34,269,Jamal Cain Offensive Rebound.,49,50
12:33,269,Jamal Cain made Two Point Tip Shot.,49,52
12:26,269,Foul on Jamal Cain.,49,52
12:26,2459,Anastasios Demogerontas made Free Throw.,50,52
12:26,2459,Anastasios Demogerontas made Free Throw.,51,52
12:08,269,Jamal Cain made Jumper. Assisted by Greg Elliott.,51,54
11:39,2459,Lacey James missed Jumper.,51,54
11:39,269,Theo John Block.,51,54
11:37,269,Greg Elliott Defensive Rebound.,51,54
11:29,269,Greg Elliott missed Three Point Jumper.,51,54
11:29,2459,Anastasios Demogerontas Defensive Rebound.,51,54
11:28,269,Foul on Sam Hauser.,51,54
11:28,269,Official TV Timeout,51,54
11:15,2459,Eugene German made Jumper.,53,54
10:58,269,Markus Howard made Three Point Jumper.,53,57
10:26,269,Foul on Theo John.,53,57
10:26,2459,Lacey James made Free Throw.,54,57
10:26,2459,Lacey James made Free Throw.,55,57
10:12,2459,Foul on Eugene German.,55,57
10:12,269,Markus Howard made Free Throw.,55,58
10:12,269,Markus Howard made Free Throw.,55,59
10:03,2459,Eugene German Turnover.,55,59
10:03,269,Jamal Cain Steal.,55,59
10:03,2459,Foul on Levi Bradley.,55,59
10:03,269,Jamal Cain missed Free Throw.,55,59
10:03,269,Marquette Deadball Team Rebound.,55,59
10:03,269,Jamal Cain missed Free Throw.,55,59
10:03,269,Marquette Deadball Team Rebound.,55,59
9:53,269,Markus Howard missed Three Point Jumper.,55,59
9:53,269,Matt Heldt Offensive Rebound.,55,59
9:50,269,Markus Howard missed Three Point Jumper.,55,59
9:50,269,Sacar Anim Offensive Rebound.,55,59
9:46,269,Andrew Rowsey made Three Point Jumper. Assisted by Sacar Anim.,55,62
9:37,2459,Northern Illinois  Timeout,55,62
9:25,2459,Foul on Dante Thorpe.,55,62
9:25,2459,Dante Thorpe Turnover.,55,62
9:09,2459,Foul on Dante Thorpe.,55,62
9:09,269,Markus Howard made Free Throw.,55,63
9:09,269,Markus Howard made Free Throw.,55,64
8:47,2459,Lacey James missed Layup.,55,64
8:47,2459,Gairges Daow Offensive Rebound.,55,64
8:47,269,Foul on Andrew Rowsey.,55,64
8:47,2459,Gairges Daow missed Free Throw.,55,64
8:47,2459,Northern Illinois Deadball Team Rebound.,55,64
8:47,2459,Gairges Daow made Free Throw.,56,64
8:30,269,Sam Hauser made Jumper. Assisted by Sacar Anim.,56,66
8:10,2459,Levi Bradley missed Jumper.,56,66
8:10,269,Matt Heldt Defensive Rebound.,56,66
7:49,2459,Foul on Noah McCarty.,56,66
7:49,269,Official TV Timeout,56,66
7:49,269,Sacar Anim made Free Throw.,56,67
7:49,269,Sacar Anim made Free Throw.,56,68
7:32,2459,Levi Bradley missed Three Point Jumper.,56,68
7:32,2459,Gairges Daow Offensive Rebound.,56,68
7:24,269,Foul on Matt Heldt.,56,68
7:24,2459,Noah McCarty made Free Throw.,57,68
7:24,2459,Noah McCarty made Free Throw.,58,68
7:04,269,Sam Hauser made Three Point Jumper. Assisted by Andrew Rowsey.,58,71
6:46,2459,Eugene German missed Jumper.,58,71
6:46,269,Andrew Rowsey Defensive Rebound.,58,71
6:40,269,Andrew Rowsey Turnover.,58,71
6:21,269,Foul on Matt Heldt.,58,71
6:21,2459,Dante Thorpe missed Free Throw.,58,71
6:21,2459,Northern Illinois Deadball Team Rebound.,58,71
6:21,2459,Dante Thorpe made Free Throw.,59,71
6:00,269,Matt Heldt made Layup. Assisted by Markus Howard.,59,73
5:49,2459,Dante Thorpe missed Jumper.,59,73
5:49,269,Sacar Anim Defensive Rebound.,59,73
5:43,269,Sam Hauser missed Three Point Jumper.,59,73
5:43,2459,Gairges Daow Defensive Rebound.,59,73
5:21,269,Foul on Matt Heldt.,59,73
5:21,2459,Eugene German made Free Throw.,60,73
5:21,2459,Eugene German made Free Throw.,61,73
5:02,269,Jamal Cain made Jumper. Assisted by Markus Howard.,61,75
4:37,2459,Justin Thomas missed Jumper.,61,75
4:37,269,Matt Heldt Block.,61,75
4:37,2459,Northern Illinois Offensive Rebound.,61,75
4:31,2459,Levi Bradley missed Jumper.,61,75
4:31,2459,Lacey James Offensive Rebound.,61,75
4:28,2459,Lacey James missed Two Point Tip Shot.,61,75
4:28,269,Greg Elliott Defensive Rebound.,61,75
4:19,269,Markus Howard missed Three Point Jumper.,61,75
4:19,2459,Dante Thorpe Defensive Rebound.,61,75
4:12,2459,Dante Thorpe made Layup.,63,75
3:51,269,Greg Elliott missed Jumper.,63,75
3:51,2459,Lacey James Defensive Rebound.,63,75
3:39,2459,Dante Thorpe Turnover.,63,75
3:39,269,Official TV Timeout,63,75
3:24,269,Sam Hauser made Jumper. Assisted by Sacar Anim.,63,77
3:04,269,Foul on Matt Heldt.,63,77
3:04,2459,Lacey James made Free Throw.,64,77
3:04,2459,Lacey James made Free Throw.,65,77
2:41,269,Jamal Cain Turnover.,65,77
2:18,2459,Justin Thomas missed Jumper.,65,77
2:18,269,Jamal Cain Defensive Rebound.,65,77
2:03,269,Sam Hauser Turnover.,65,77
2:02,2459,Levi Bradley Steal.,65,77
1:58,2459,Dante Thorpe Turnover.,65,77
1:58,269,Sam Hauser Steal.,65,77
1:46,269,Markus Howard Turnover.,65,77
1:44,2459,Levi Bradley Steal.,65,77
1:41,269,Foul on Sam Hauser.,65,77
1:41,2459,Levi Bradley made Free Throw.,66,77
1:41,2459,Levi Bradley made Free Throw.,67,77
1:15,269,Markus Howard missed Three Point Jumper.,67,77
1:15,269,Marquette Offensive Rebound.,67,77
1:00,269,Markus Howard missed Three Point Jumper.,67,77
1:00,2459,Eugene German Defensive Rebound.,67,77
0:55,269,Foul on Markus Howard.,67,77
0:55,2459,Eugene German missed Free Throw.,67,77
0:55,2459,Northern Illinois Deadball Team Rebound.,67,77
0:55,2459,Eugene German made Free Throw.,68,77
0:55,2459,Northern Illinois  Timeout,68,77
0:32,269,Markus Howard made Jumper.,68,79
0:04,2459,Gairges Daow made Jumper.,70,79
0:00,269,End of Game,70,79
