Blue Mountain College,Error,Alcorn State,2016
15:46,2016,Kobe Wilson missed Layup.,32,58
15:46,2016,Kobe Wilson Offensive Rebound.,32,58
15:45,2016,Official TV Timeout,32,58
15:44,2016,Official TV Timeout,32,58
15:39,2016,A.J. Mosby made Jumper.,32,60
15:39,2016,Foul on Tyler Carter.,32,60
15:19,2016,Foul on Kobe Wilson.,32,60
15:19,-1,LaByron Harris made Free Throw.,33,60
15:19,-1,LaByron Harris made Free Throw.,34,60
15:02,2016,Kobe Wilson made Jumper. Assisted by Dante Sterling.,34,62
14:50,-1,Viktor Lorenzon missed Layup.,34,62
14:50,2016,Kobe Wilson Defensive Rebound.,34,62
14:43,2016,Maurice Howard missed Three Point Jumper.,34,62
14:43,-1,Viktor Lorenzon Defensive Rebound.,34,62
14:30,-1,Jaylon Bardley missed Three Point Jumper.,34,62
14:30,2016,Maurice Howard Defensive Rebound.,34,62
14:20,2016,Maurice Howard made Three Point Jumper. Assisted by Dante Sterling.,34,65
14:05,-1,Quan Cothron Turnover.,34,65
14:03,2016,A.J. Mosby Steal.,34,65
14:01,2016,A.J. Mosby made Layup.,34,67
13:47,-1,Quan Cothron missed Three Point Jumper.,34,67
13:47,2016,Troymain Crosby Defensive Rebound.,34,67
13:26,2016,Troymain Crosby missed Jumper.,34,67
13:26,2016,Troymain Crosby Offensive Rebound.,34,67
13:24,2016,Troymain Crosby Turnover.,34,67
13:10,-1,LaByron Harris missed Layup.,34,67
13:10,2016,Kobe Wilson Block.,34,67
13:10,2016,Kobe Wilson Defensive Rebound.,34,67
13:01,2016,Kobe Wilson missed Three Point Jumper.,34,67
13:01,-1,Justin McClellon Defensive Rebound.,34,67
12:54,2016,Foul on Troymain Crosby.,34,67
12:24,-1,Viktor Lorenzon made Layup.,36,67
12:24,2016,Foul on Troymain Crosby.,36,67
12:24,-1,Viktor Lorenzon made Free Throw.,37,67
12:10,2016,Foul on Troymain Crosby.,37,67
12:10,2016,Troymain Crosby Turnover.,37,67
11:36,-1,Justin McClellon Turnover.,37,67
11:33,2016,TyQuaylon Smith Steal.,37,67
11:30,2016,Maurice Howard missed Three Point Jumper.,37,67
11:30,-1,Jaquez Johnson Defensive Rebound.,37,67
11:23,-1,Dominic Hudson Turnover.,37,67
11:22,2016,James Stokes Steal.,37,67
11:06,2016,TyQuaylon Smith Turnover.,37,67
11:04,-1,Dominic Hudson Steal.,37,67
10:52,2016,Foul on Maurice Howard.,37,67
10:52,2016,Official TV Timeout,37,67
10:52,-1,Viktor Lorenzon missed Free Throw.,37,67
10:52,-1,Lukas Durasas Offensive Rebound.,37,67
10:51,2016,Foul on Troymain Crosby.,37,67
10:51,-1,Lukas Durasas made Free Throw.,38,67
10:51,-1,Lukas Durasas missed Free Throw.,38,67
10:51,2016,Kobe Wilson Defensive Rebound.,38,67
10:49,-1,Foul on Dominic Hudson.,38,67
10:37,2016,James Stokes missed Layup.,38,67
10:37,-1,Lukas Durasas Block.,38,67
10:35,-1,Lukas Durasas Defensive Rebound.,38,67
10:20,-1,Jaquez Johnson Turnover.,38,67
10:20,-1,Foul on Jaquez Johnson.,38,67
10:13,-1,Foul on Lukas Durasas.,38,67
10:13,2016,James Stokes made Free Throw.,38,68
10:13,2016,James Stokes missed Free Throw.,38,68
10:13,-1,Dominic Hudson Defensive Rebound.,38,68
9:44,-1,Dominic Hudson Turnover.,38,68
9:26,2016,Avery Patterson made Jumper.,38,70
9:15,-1,Justin McClellon made Layup. Assisted by Viktor Lorenzon.,40,70
9:15,2016,Foul on Maurice Howard.,40,70
9:15,-1,Justin McClellon missed Free Throw.,40,70
9:15,2016,James Stokes Defensive Rebound.,40,70
8:50,2016,Maurice Howard missed Three Point Jumper.,40,70
8:50,-1,Lukas Durasas Defensive Rebound.,40,70
8:40,-1,Dominic Hudson missed Three Point Jumper.,40,70
8:40,2016,James Stokes Defensive Rebound.,40,70
8:37,-1,Foul on Jaquez Johnson.,40,70
8:37,2016,Kobe Wilson missed Free Throw.,40,70
8:37,-1,Jaquez Johnson Defensive Rebound.,40,70
8:22,-1,Dominic Hudson Turnover.,40,70
8:14,2016,A.J. Mosby made Layup. Assisted by Maurice Howard.,40,72
8:09,2016,Technical Foul on Alcorn State.,40,72
8:09,-1,Viktor Lorenzon made Free Throw.,41,72
8:09,-1,Viktor Lorenzon made Free Throw.,42,72
8:09,2016,Technical Foul on Alcorn State.,42,72
8:06,-1,Jaylon Bardley Turnover.,42,72
7:56,2016,Tyler Carter Steal.,42,72
7:55,2016,Tyler Carter Turnover.,42,72
7:53,-1,Jaylon Bardley Steal.,42,72
7:50,-1,Jaquez Johnson missed Layup.,42,72
7:50,2016,Avery Patterson Defensive Rebound.,42,72
7:30,2016,Tyler Carter missed Three Point Jumper.,42,72
7:30,-1,Quan Cothron Defensive Rebound.,42,72
7:17,-1,Jaylon Bardley made Jumper.,44,72
6:52,2016,Avery Patterson missed Three Point Jumper.,44,72
6:52,2016,TyQuaylon Smith Offensive Rebound.,44,72
6:47,2016,TyQuaylon Smith made Layup.,44,74
6:29,-1,Lukas Durasas missed Three Point Jumper.,44,74
6:29,-1,Viktor Lorenzon Offensive Rebound.,44,74
6:25,-1,Viktor Lorenzon made Layup.,46,74
6:08,2016,Tyler Carter Turnover.,46,74
6:08,2016,Official TV Timeout,46,74
5:44,2016,Foul on Kobe Wilson.,46,74
5:44,-1,Quan Cothron missed Free Throw.,46,74
5:44,-1,Blue Mountain Deadball Team Rebound.,46,74
5:44,-1,Quan Cothron made Free Throw.,47,74
5:18,-1,Justin McClellon missed Three Point Jumper.,47,74
5:14,2016,Avery Patterson missed Three Point Jumper.,47,74
5:14,2016,Kobe Wilson Offensive Rebound.,47,74
5:10,2016,Maurice Howard made Jumper. Assisted by Avery Patterson.,47,76
4:56,-1,Jaylon Bardley missed Jumper.,47,76
4:56,2016,Avery Patterson Defensive Rebound.,47,76
4:40,2016,Maurice Howard made Three Point Jumper.,47,79
4:28,-1,Quan Cothron missed Three Point Jumper.,47,79
4:28,2016,Dante Sterling Defensive Rebound.,47,79
4:22,2016,Dante Sterling Turnover.,47,79
4:19,-1,Kyler Mahar missed Jumper.,47,79
4:19,2016,Avery Patterson Defensive Rebound.,47,79
4:11,2016,Maurice Howard missed Three Point Jumper.,47,79
4:11,2016,TyQuaylon Smith Offensive Rebound.,47,79
4:07,2016,TyQuaylon Smith made Layup.,47,81
3:55,2016,Official TV Timeout,47,81
3:52,-1,Viktor Lorenzon made Three Point Jumper. Assisted by Kyler Mahar.,50,81
3:45,2016,Kobe Wilson Turnover.,50,81
3:42,-1,LaByron Harris Steal.,50,81
3:39,-1,LaByron Harris made Layup.,52,81
3:14,-1,Foul on Viktor Lorenzon.,52,81
3:14,2016,Tyler Carter missed Free Throw.,52,81
3:14,-1,LaByron Harris Defensive Rebound.,52,81
3:00,2016,Foul on TyQuaylon Smith.,52,81
3:00,-1,LaByron Harris made Free Throw.,53,81
3:00,-1,LaByron Harris missed Free Throw.,53,81
3:00,2016,TyQuaylon Smith Defensive Rebound.,53,81
2:38,2016,Kobe Wilson made Layup.,53,83
2:09,-1,Viktor Lorenzon missed Three Point Jumper.,53,83
2:09,2016,Kobe Wilson Defensive Rebound.,53,83
1:56,2016,Avery Patterson missed Three Point Jumper.,53,83
1:56,-1,LaByron Harris Defensive Rebound.,53,83
1:48,2016,Foul on Avery Patterson.,53,83
1:48,-1,Viktor Lorenzon missed Free Throw.,53,83
1:48,-1,Blue Mountain Deadball Team Rebound.,53,83
1:48,-1,Viktor Lorenzon made Free Throw.,54,83
1:29,2016,Maurice Howard missed Layup.,54,83
1:29,2016,Avery Patterson Offensive Rebound.,54,83
1:06,2016,Tyler Carter missed Layup.,54,83
1:06,-1,Lukas Durasas Defensive Rebound.,54,83
0:59,-1,Cole Hatcher made Layup. Assisted by Viktor Lorenzon.,56,83
0:37,2016,Maurice Howard missed Three Point Jumper.,56,83
0:37,2016,Maurice Howard Offensive Rebound.,56,83
0:31,2016,Tyler Carter Turnover.,56,83
0:15,-1,Cole Hatcher missed Three Point Jumper.,56,83
0:15,2016,Kobe Wilson Defensive Rebound.,56,83
0:00,2016,End of Game,56,83
