Michigan,26,UCLA,130
4:29,130,Duncan Robinson made Layup. Assisted by D.J. Wilson.,38,39
4:08,130,Foul on Moritz Wagner.,38,39
4:04,26,Aaron Holiday missed Layup.,38,39
4:04,130,Duncan Robinson Defensive Rebound.,38,39
3:52,130,Zak Irvin made Three Point Jumper. Assisted by Derrick Walton Jr..,41,39
3:35,26,TJ Leaf missed Three Point Jumper.,41,39
3:35,26,Lonzo Ball Offensive Rebound.,41,39
3:27,26,Bryce Alford missed Three Point Jumper.,41,39
3:27,130,Zak Irvin Defensive Rebound.,41,39
3:21,130,Zak Irvin made Three Point Jumper. Assisted by Derrick Walton Jr..,44,39
3:05,26,Lonzo Ball Turnover.,44,39
3:05,130,Zak Irvin Steal.,44,39
3:00,130,Zak Irvin missed Dunk.,44,39
3:00,130,Michigan Offensive Rebound.,44,39
2:45,130,Duncan Robinson missed Three Point Jumper.,44,39
2:45,26,Lonzo Ball Defensive Rebound.,44,39
2:35,130,Foul on D.J. Wilson.,44,39
2:35,26,Lonzo Ball missed Free Throw.,44,39
2:35,26,UCLA Deadball Team Rebound.,44,39
2:35,26,Lonzo Ball made Free Throw.,44,40
2:35,26,Lonzo Ball made Free Throw.,44,41
2:18,130,Zak Irvin made Layup.,46,41
1:48,130,Foul on Zak Irvin.,46,41
1:47,26,Isaac Hamilton missed Jumper.,46,41
1:47,130,Zak Irvin Defensive Rebound.,46,41
1:28,130,D.J. Wilson made Jumper.,48,41
1:19,26,Isaac Hamilton made Three Point Jumper. Assisted by Lonzo Ball.,48,44
0:54,130,Derrick Walton Jr. Turnover.,48,44
0:54,26,Lonzo Ball Steal.,48,44
0:49,130,Foul on D.J. Wilson.,48,44
0:49,26,Lonzo Ball missed Free Throw.,48,44
0:49,26,UCLA Deadball Team Rebound.,48,44
0:49,26,Lonzo Ball missed Free Throw.,48,44
0:49,26,UCLA Deadball Team Rebound.,48,44
0:47,26,Aaron Holiday made Three Point Jumper. Assisted by TJ Leaf.,48,47
0:25,130,Muhammad-Ali Abdur-Rahkman made Layup.,50,47
0:06,26,Lonzo Ball made Three Point Jumper.,50,50
0:00,26,End of 1st half,50,50
20:00,26,Jump Ball won by UCLA,50,50
19:41,26,TJ Leaf made Jumper.,50,52
19:21,26,Foul on Gyorgy Goloman.,50,52
19:18,130,D.J. Wilson missed Jumper.,50,52
19:18,26,TJ Leaf Defensive Rebound.,50,52
19:10,26,Lonzo Ball missed Three Point Jumper.,50,52
19:10,130,Derrick Walton Jr. Defensive Rebound.,50,52
18:57,130,D.J. Wilson missed Layup.,50,52
18:57,26,TJ Leaf Defensive Rebound.,50,52
18:50,26,Gyorgy Goloman made Dunk. Assisted by Bryce Alford.,50,54
18:34,26,Foul on Gyorgy Goloman.,50,54
18:34,130,Muhammad-Ali Abdur-Rahkman made Free Throw.,51,54
18:34,130,Muhammad-Ali Abdur-Rahkman made Free Throw.,52,54
18:20,26,Isaac Hamilton made Jumper.,52,56
18:00,130,Zak Irvin missed Layup.,52,56
18:00,26,Ike Anigbogu Block.,52,56
18:00,26,Isaac Hamilton Defensive Rebound.,52,56
17:49,26,Lonzo Ball made Layup. Assisted by Isaac Hamilton.,52,58
17:42,130,Zak Irvin missed Three Point Jumper.,52,58
17:42,26,Bryce Alford Defensive Rebound.,52,58
17:37,26,Bryce Alford Turnover.,52,58
17:37,130,Zak Irvin Steal.,52,58
17:30,130,Moritz Wagner missed Three Point Jumper.,52,58
17:30,26,Bryce Alford Defensive Rebound.,52,58
17:07,26,Ike Anigbogu made Layup. Assisted by Lonzo Ball.,52,60
16:58,130,Michigan  Timeout,52,60
16:42,130,Moritz Wagner made Layup. Assisted by Zak Irvin.,54,60
16:42,26,Foul on Ike Anigbogu.,54,60
16:42,130,Moritz Wagner made Free Throw.,55,60
16:25,130,Foul on Derrick Walton Jr..,55,60
16:03,130,Foul on D.J. Wilson.,55,60
16:03,26,Lonzo Ball made Free Throw.,55,61
16:03,26,Lonzo Ball missed Free Throw.,55,61
16:03,26,UCLA Deadball Team Rebound.,55,61
16:03,26,Lonzo Ball missed Free Throw.,55,61
16:03,130,Duncan Robinson Defensive Rebound.,55,61
15:43,26,Foul on Ike Anigbogu.,55,61
15:43,26,Official TV Timeout,55,61
15:43,130,Michigan  Turnover.,55,61
15:30,26,TJ Leaf made Jumper.,55,63
15:13,26,Foul on TJ Leaf.,55,63
14:56,130,Duncan Robinson missed Layup.,55,63
14:56,26,TJ Leaf Defensive Rebound.,55,63
14:49,130,Foul on Moritz Wagner.,55,63
14:46,26,Bryce Alford made Layup.,55,65
14:20,130,Duncan Robinson missed Layup.,55,65
14:20,26,Ike Anigbogu Block.,55,65
14:20,130,Michigan Offensive Rebound.,55,65
14:16,130,Derrick Walton Jr. missed Jumper.,55,65
14:16,130,Derrick Walton Jr. Offensive Rebound.,55,65
14:10,26,Foul on Bryce Alford.,55,65
14:01,130,Muhammad-Ali Abdur-Rahkman made Layup.,57,65
13:47,26,TJ Leaf made Layup. Assisted by Bryce Alford.,57,67
13:32,130,Muhammad-Ali Abdur-Rahkman missed Layup.,57,67
13:32,130,Mark Donnal Offensive Rebound.,57,67
13:32,130,Mark Donnal made Two Point Tip Shot.,59,67
13:03,26,Aaron Holiday made Layup.,59,69
12:45,130,Mark Donnal made Jumper. Assisted by Zak Irvin.,61,69
12:20,26,Bryce Alford missed Three Point Jumper.,61,69
12:20,130,Muhammad-Ali Abdur-Rahkman Defensive Rebound.,61,69
12:11,130,Muhammad-Ali Abdur-Rahkman made Jumper.,63,69
12:05,26,Aaron Holiday Turnover.,63,69
11:53,26,Foul on TJ Leaf.,63,69
11:53,26,Official TV Timeout,63,69
11:53,130,Duncan Robinson made Free Throw.,64,69
11:53,130,Duncan Robinson missed Free Throw.,64,69
11:53,26,TJ Leaf Defensive Rebound.,64,69
11:27,130,Foul on Duncan Robinson.,64,69
11:09,26,Aaron Holiday made Three Point Jumper. Assisted by Isaac Hamilton.,64,72
10:45,130,Mark Donnal made Three Point Jumper. Assisted by Muhammad-Ali Abdur-Rahkman.,67,72
10:26,26,Isaac Hamilton made Three Point Jumper. Assisted by Aaron Holiday.,67,75
10:01,130,Muhammad-Ali Abdur-Rahkman missed Jumper.,67,75
10:01,26,Lonzo Ball Defensive Rebound.,67,75
9:55,26,Isaac Hamilton missed Three Point Jumper.,67,75
9:55,130,Derrick Walton Jr. Defensive Rebound.,67,75
9:46,130,Zak Irvin made Three Point Jumper. Assisted by Duncan Robinson.,70,75
9:24,26,Isaac Hamilton made Jumper.,70,77
9:02,130,Zak Irvin missed Three Point Jumper.,70,77
9:02,26,TJ Leaf Defensive Rebound.,70,77
8:41,130,Foul on Duncan Robinson.,70,77
8:39,26,Lonzo Ball missed Three Point Jumper.,70,77
8:39,130,Zak Irvin Defensive Rebound.,70,77
8:27,130,D.J. Wilson missed Three Point Jumper.,70,77
8:27,26,Lonzo Ball Defensive Rebound.,70,77
8:13,26,Isaac Hamilton missed Jumper.,70,77
8:13,130,Derrick Walton Jr. Defensive Rebound.,70,77
8:06,26,Foul on Lonzo Ball.,70,77
8:06,130,Derrick Walton Jr. made Free Throw.,71,77
8:06,130,Derrick Walton Jr. made Free Throw.,72,77
7:53,130,Foul on Moritz Wagner.,72,77
7:53,26,Official TV Timeout,72,77
7:53,26,Ike Anigbogu missed Free Throw.,72,77
7:53,26,UCLA Deadball Team Rebound.,72,77
7:53,26,Ike Anigbogu missed Free Throw.,72,77
7:53,26,Gyorgy Goloman Offensive Rebound.,72,77
7:52,26,Gyorgy Goloman made Layup.,72,79
7:39,130,Zak Irvin missed Jumper.,72,79
7:39,26,Ike Anigbogu Defensive Rebound.,72,79
7:25,26,Aaron Holiday made Three Point Jumper. Assisted by Isaac Hamilton.,72,82
7:12,130,Michigan  Timeout,72,82
7:02,130,Derrick Walton Jr. made Layup.,74,82
6:45,26,Isaac Hamilton made Layup.,74,84
6:27,26,Foul on Gyorgy Goloman.,74,84
6:27,130,Derrick Walton Jr. made Free Throw.,75,84
6:27,130,Derrick Walton Jr. made Free Throw.,76,84
6:08,26,Bryce Alford made Three Point Jumper. Assisted by Isaac Hamilton.,76,87
5:49,130,Derrick Walton Jr. missed Layup.,76,87
5:49,26,Ike Anigbogu Block.,76,87
5:49,130,Zak Irvin Offensive Rebound.,76,87
5:39,130,Zak Irvin made Jumper.,78,87
5:14,26,TJ Leaf missed Jumper.,78,87
5:14,26,Lonzo Ball Offensive Rebound.,78,87
5:10,26,Lonzo Ball Turnover.,78,87
5:10,130,Duncan Robinson Steal.,78,87
4:52,130,Derrick Walton Jr. missed Three Point Jumper.,78,87
4:52,26,Ike Anigbogu Defensive Rebound.,78,87
4:31,130,Foul on Muhammad-Ali Abdur-Rahkman.,78,87
4:31,26,Bryce Alford made Free Throw.,78,88
4:31,26,Bryce Alford made Free Throw.,78,89
4:17,130,Muhammad-Ali Abdur-Rahkman missed Jumper.,78,89
4:17,26,UCLA Defensive Rebound.,78,89
3:57,26,Bryce Alford made Three Point Jumper. Assisted by Isaac Hamilton.,78,92
3:32,130,Duncan Robinson missed Three Point Jumper.,78,92
3:32,26,Ike Anigbogu Defensive Rebound.,78,92
3:25,26,TJ Leaf made Dunk. Assisted by Ike Anigbogu.,78,94
3:07,26,Foul on TJ Leaf.,78,94
3:07,26,Official TV Timeout,78,94
3:07,130,Duncan Robinson made Free Throw.,79,94
3:07,130,Duncan Robinson made Free Throw.,80,94
2:46,26,Bryce Alford made Jumper.,80,96
2:46,130,Foul on Muhammad-Ali Abdur-Rahkman.,80,96
2:46,26,Bryce Alford made Free Throw.,80,97
2:34,26,Foul on TJ Leaf.,80,97
2:34,130,Moritz Wagner made Free Throw.,81,97
2:34,130,Moritz Wagner made Free Throw.,82,97
2:24,130,Foul on Muhammad-Ali Abdur-Rahkman.,82,97
2:24,26,Lonzo Ball made Free Throw.,82,98
2:24,26,Lonzo Ball made Free Throw.,82,99
2:10,130,Ibi Watson missed Three Point Jumper.,82,99
2:10,26,Lonzo Ball Defensive Rebound.,82,99
1:42,26,Lonzo Ball missed Three Point Jumper.,82,99
1:42,26,TJ Leaf Offensive Rebound.,82,99
1:36,26,TJ Leaf made Layup.,82,101
1:09,130,Ibi Watson missed Three Point Jumper.,82,101
1:09,130,Jon Teske Offensive Rebound.,82,101
0:58,130,Xavier Simpson Turnover.,82,101
0:58,26,Jerrold Smith Steal.,82,101
0:34,130,Foul on Fred Wright-Jones.,82,101
0:34,26,Jerrold Smith made Free Throw.,82,102
0:34,26,Jerrold Smith missed Free Throw.,82,102
0:34,130,Jon Teske Defensive Rebound.,82,102
0:28,130,Ibi Watson made Jumper.,84,102
0:00,26,End of Game,84,102
