VCU,295,Old Dominion,2670
13:24,295,B.J. Stith made Free Throw.,4,15
12:55,2670,Ahmed Hamdy-Mohamed made Layup. Assisted by Doug Brooks.,6,15
12:27,295,Jordan Baker missed Three Point Jumper.,6,15
12:27,2670,Doug Brooks Defensive Rebound.,6,15
12:19,2670,Jonathan Williams made Layup.,8,15
11:58,295,Jordan Baker Turnover.,8,15
11:58,295,Official TV Timeout,8,15
11:40,2670,De'Riante Jenkins missed Jumper.,8,15
11:40,2670,Ahmed Hamdy-Mohamed Offensive Rebound.,8,15
11:37,2670,Ahmed Hamdy-Mohamed made Layup.,10,15
11:09,295,Brandan Stith missed Jumper.,10,15
11:09,2670,Samir Doughty Defensive Rebound.,10,15
10:54,2670,Jonathan Williams made Layup.,12,15
10:22,295,Ahmad Caver missed Layup.,12,15
10:22,295,Brandan Stith Offensive Rebound.,12,15
10:17,295,B.J. Stith made Three Point Jumper. Assisted by Brandan Stith.,12,18
9:49,2670,Jonathan Williams Turnover.,12,18
9:49,295,Ahmad Caver Steal.,12,18
9:27,295,Ahmad Caver made Layup.,12,20
9:17,295,Foul on Denzell Taylor.,12,20
8:58,2670,Ahmed Hamdy-Mohamed Turnover.,12,20
8:41,295,Foul on Jordan Baker.,12,20
8:41,295,Jordan Baker Turnover.,12,20
8:22,2670,De'Riante Jenkins missed Three Point Jumper.,12,20
8:22,295,Travis Fields Defensive Rebound.,12,20
7:58,295,Trey Porter missed Jumper.,12,20
7:58,2670,De'Riante Jenkins Defensive Rebound.,12,20
7:51,295,Foul on Trey Porter.,12,20
7:51,295,Official TV Timeout,12,20
7:45,2670,De'Riante Jenkins missed Three Point Jumper.,12,20
7:45,295,Travis Fields Defensive Rebound.,12,20
7:38,295,Trey Porter made Dunk. Assisted by Travis Fields.,12,22
7:16,2670,JeQuan Lewis made Three Point Jumper. Assisted by Samir Doughty.,15,22
6:46,295,Travis Fields Turnover.,15,22
6:33,2670,Mo Alie-Cox missed Jumper.,15,22
6:33,295,Trey Porter Block.,15,22
6:31,295,Denzell Taylor Defensive Rebound.,15,22
6:16,295,Ahmad Caver Turnover.,15,22
6:14,2670,JeQuan Lewis Steal.,15,22
6:10,2670,De'Riante Jenkins made Layup. Assisted by JeQuan Lewis.,17,22
6:06,2670,Foul on JeQuan Lewis.,17,22
5:51,295,Jordan Baker made Three Point Jumper. Assisted by Ahmad Caver.,17,25
5:41,2670,Jonathan Williams missed Jumper.,17,25
5:41,2670,De'Riante Jenkins Offensive Rebound.,17,25
5:36,2670,Mo Alie-Cox made Dunk. Assisted by De'Riante Jenkins.,19,25
5:11,295,Randy Haynes made Three Point Jumper. Assisted by Jordan Baker.,19,28
4:51,2670,Jonathan Williams Turnover.,19,28
4:41,295,Ahmad Caver missed Layup.,19,28
4:41,2670,Jonathan Williams Block.,19,28
4:38,2670,Jonathan Williams Defensive Rebound.,19,28
4:34,2670,Jordan Burgess made Three Point Jumper. Assisted by Jonathan Williams.,22,28
4:34,295,Foul on Denzell Taylor.,22,28
4:30,2670,Justin Tillman Turnover.,22,28
3:59,295,Ahmad Caver missed Three Point Jumper.,22,28
3:59,2670,JeQuan Lewis Defensive Rebound.,22,28
3:43,2670,JeQuan Lewis missed Three Point Jumper.,22,28
3:43,2670,Justin Tillman Offensive Rebound.,22,28
3:39,2670,VCU  Timeout,22,28
3:27,295,Foul on Aaron Carver.,22,28
3:11,2670,Jordan Burgess made Layup.,24,28
2:43,295,Jordan Baker made Three Point Jumper. Assisted by Ahmad Caver.,24,31
2:33,2670,Jordan Burgess missed Three Point Jumper.,24,31
2:33,295,Jordan Baker Defensive Rebound.,24,31
2:30,2670,Foul on Justin Tillman.,24,31
2:20,2670,Foul on Jordan Burgess.,24,31
2:20,295,Aaron Carver missed Free Throw.,24,31
2:20,2670,Ahmed Hamdy-Mohamed Defensive Rebound.,24,31
2:12,2670,JeQuan Lewis Turnover.,24,31
1:57,2670,Foul on Ahmed Hamdy-Mohamed.,24,31
1:57,295,Brandan Stith missed Free Throw.,24,31
1:57,295,Old Dominion Deadball Team Rebound.,24,31
1:57,295,Brandan Stith made Free Throw.,24,32
1:45,2670,De'Riante Jenkins made Layup.,26,32
1:45,295,Foul on B.J. Stith.,26,32
1:45,2670,De'Riante Jenkins missed Free Throw.,26,32
1:45,295,Trey Porter Defensive Rebound.,26,32
1:32,295,Jordan Baker Turnover.,26,32
1:05,2670,Jonathan Williams missed Jumper.,26,32
1:05,2670,De'Riante Jenkins Offensive Rebound.,26,32
0:59,2670,De'Riante Jenkins made Layup.,28,32
0:36,295,B.J. Stith made Layup. Assisted by Brandan Stith.,28,34
0:07,2670,Jonathan Williams Turnover.,28,34
0:07,295,Old Dominion  Timeout,28,34
0:00,295,Ahmad Caver missed Layup.,28,34
0:00,295,Trey Porter Offensive Rebound.,28,34
0:00,295,End of 1st half,28,34
19:44,2670,Mo Alie-Cox made Jumper. Assisted by Jonathan Williams.,30,34
19:33,295,B.J. Stith missed Layup.,30,34
19:33,2670,Mo Alie-Cox Block.,30,34
19:30,295,Brandan Stith Offensive Rebound.,30,34
19:17,295,Ahmad Caver missed Layup.,30,34
19:17,2670,Jordan Burgess Block.,30,34
19:10,295,Brandan Stith Offensive Rebound.,30,34
19:08,295,Brandan Stith made Layup.,30,36
19:03,2670,JeQuan Lewis made Three Point Jumper. Assisted by Jonathan Williams.,33,36
18:36,295,Brandan Stith missed Jumper.,33,36
18:36,2670,Justin Tillman Defensive Rebound.,33,36
18:22,2670,Foul on Mo Alie-Cox.,33,36
18:22,2670,Mo Alie-Cox Turnover.,33,36
17:57,295,B.J. Stith Turnover.,33,36
17:32,295,Foul on Ahmad Caver.,33,36
17:15,2670,Justin Tillman missed Jumper.,33,36
17:15,2670,Mo Alie-Cox Offensive Rebound.,33,36
17:11,2670,Mo Alie-Cox missed Layup.,33,36
17:11,295,Brandan Stith Block.,33,36
17:08,295,B.J. Stith Defensive Rebound.,33,36
17:06,2670,Foul on JeQuan Lewis.,33,36
16:49,295,Ahmad Caver made Layup.,33,38
16:49,2670,Foul on Justin Tillman.,33,38
16:49,295,Ahmad Caver missed Free Throw.,33,38
16:49,2670,Mo Alie-Cox Defensive Rebound.,33,38
16:36,2670,JeQuan Lewis missed Layup.,33,38
16:36,2670,Mo Alie-Cox Offensive Rebound.,33,38
16:30,2670,Justin Tillman made Jumper. Assisted by Mo Alie-Cox.,35,38
16:00,295,Ahmad Caver missed Jumper.,35,38
16:00,2670,JeQuan Lewis Defensive Rebound.,35,38
15:47,2670,JeQuan Lewis missed Three Point Jumper.,35,38
15:47,295,Brandan Stith Defensive Rebound.,35,38
15:26,295,Brandan Stith missed Jumper.,35,38
15:26,2670,Mo Alie-Cox Block.,35,38
15:23,2670,Justin Tillman Defensive Rebound.,35,38
14:55,2670,VCU  Turnover.,35,38
14:55,295,Official TV Timeout,35,38
14:39,295,B.J. Stith made Jumper. Assisted by Jordan Baker.,35,40
14:21,295,Foul on Trey Porter.,35,40
14:11,2670,Ahmed Hamdy-Mohamed missed Jumper.,35,40
14:11,295,Trey Porter Block.,35,40
14:11,295,Trey Porter Defensive Rebound.,35,40
13:53,295,Ahmad Caver missed Jumper.,35,40
13:53,295,Denzell Taylor Offensive Rebound.,35,40
13:48,295,Denzell Taylor made Layup.,35,42
13:40,2670,Ahmed Hamdy-Mohamed missed Jumper.,35,42
13:40,295,Denzell Taylor Block.,35,42
13:40,295,Denzell Taylor Defensive Rebound.,35,42
13:40,2670,Foul on Ahmed Hamdy-Mohamed.,35,42
13:24,295,Denzell Taylor made Layup. Assisted by Ahmad Caver.,35,44
13:11,2670,De'Riante Jenkins made Layup.,37,44
13:11,295,Foul on B.J. Stith.,37,44
13:11,2670,De'Riante Jenkins made Free Throw.,38,44
12:49,295,Ahmad Caver missed Layup.,38,44
12:49,2670,Mo Alie-Cox Block.,38,44
12:47,2670,Jordan Burgess Defensive Rebound.,38,44
12:43,295,Foul on Trey Porter.,38,44
12:43,2670,Samir Doughty made Layup.,40,44
12:33,295,B.J. Stith made Three Point Jumper. Assisted by Jordan Baker.,40,47
12:24,2670,Jordan Burgess Turnover.,40,47
11:52,2670,Foul on Doug Brooks.,40,47
11:52,295,Official TV Timeout,40,47
11:42,295,Travis Fields missed Jumper.,40,47
11:42,2670,Jonathan Williams Block.,40,47
11:39,2670,Samir Doughty Defensive Rebound.,40,47
11:35,295,Foul on B.J. Stith.,40,47
11:35,2670,Samir Doughty made Free Throw.,41,47
11:35,2670,Samir Doughty made Free Throw.,42,47
11:13,295,Randy Haynes Turnover.,42,47
11:10,2670,Samir Doughty Steal.,42,47
11:10,295,Foul on Randy Haynes.,42,47
10:59,2670,Samir Doughty Turnover.,42,47
10:57,295,Randy Haynes Steal.,42,47
10:37,295,Brandan Stith Turnover.,42,47
10:37,2670,Doug Brooks Steal.,42,47
10:18,2670,Doug Brooks missed Three Point Jumper.,42,47
10:18,295,Denzell Taylor Defensive Rebound.,42,47
9:55,295,Jordan Baker made Jumper.,42,49
9:22,295,Foul on Ahmad Caver.,42,49
9:22,2670,JeQuan Lewis missed Free Throw.,42,49
9:22,2670,VCU Deadball Team Rebound.,42,49
9:22,2670,JeQuan Lewis made Free Throw.,43,49
9:22,2670,JeQuan Lewis made Free Throw.,44,49
9:10,2670,Foul on Jonathan Williams.,44,49
9:03,295,Ahmad Caver missed Jumper.,44,49
9:03,295,Old Dominion Offensive Rebound.,44,49
8:39,2670,Foul on JeQuan Lewis.,44,49
8:39,295,Ahmad Caver made Free Throw.,44,50
8:39,295,Ahmad Caver made Free Throw.,44,51
8:22,2670,De'Riante Jenkins Turnover.,44,51
8:20,295,Travis Fields Steal.,44,51
8:11,295,Travis Fields made Layup.,44,53
7:56,2670,JeQuan Lewis missed Jumper.,44,53
7:56,2670,Mo Alie-Cox Offensive Rebound.,44,53
7:53,2670,Mo Alie-Cox missed Layup.,44,53
7:53,295,Brandan Stith Defensive Rebound.,44,53
7:43,295,Ahmad Caver missed Three Point Jumper.,44,53
7:43,295,Brandan Stith Offensive Rebound.,44,53
7:43,2670,Foul on Mo Alie-Cox.,44,53
7:43,295,Official TV Timeout,44,53
7:37,295,Brandan Stith made Free Throw.,44,54
7:37,295,Brandan Stith made Free Throw.,44,55
7:25,2670,Mo Alie-Cox made Layup. Assisted by Doug Brooks.,46,55
6:54,295,Ahmad Caver missed Jumper.,46,55
6:54,2670,De'Riante Jenkins Defensive Rebound.,46,55
6:44,2670,JeQuan Lewis made Three Point Jumper. Assisted by Doug Brooks.,49,55
6:15,295,Ahmad Caver missed Jumper.,49,55
6:15,2670,De'Riante Jenkins Defensive Rebound.,49,55
6:07,2670,De'Riante Jenkins made Layup.,51,55
5:55,295,Brandan Stith Turnover.,51,55
5:53,2670,Justin Tillman Steal.,51,55
5:49,2670,JeQuan Lewis made Three Point Jumper.,54,55
5:49,295,Foul on Travis Fields.,54,55
5:49,295,Old Dominion  Timeout,54,55
5:49,2670,JeQuan Lewis made Free Throw.,55,55
5:27,2670,Foul on Mo Alie-Cox.,55,55
5:27,295,Brandan Stith made Free Throw.,55,56
5:27,295,Brandan Stith missed Free Throw.,55,56
5:27,2670,Justin Tillman Defensive Rebound.,55,56
5:16,2670,JeQuan Lewis made Layup.,57,56
4:55,2670,Foul on Ahmed Hamdy-Mohamed.,57,56
4:55,295,Brandan Stith missed Free Throw.,57,56
4:55,295,Old Dominion Deadball Team Rebound.,57,56
4:55,295,Brandan Stith missed Free Throw.,57,56
4:55,2670,Jordan Burgess Defensive Rebound.,57,56
4:36,2670,JeQuan Lewis made Three Point Jumper. Assisted by Doug Brooks.,60,56
4:28,2670,Foul on Doug Brooks.,60,56
4:28,295,Ahmad Caver missed Free Throw.,60,56
4:28,295,Old Dominion Deadball Team Rebound.,60,56
4:28,295,Ahmad Caver missed Free Throw.,60,56
4:28,2670,De'Riante Jenkins Defensive Rebound.,60,56
4:13,2670,Jordan Burgess Turnover.,60,56
4:13,2670,Foul on Doug Brooks.,60,56
4:11,295,Ahmad Caver missed Free Throw.,60,56
4:11,295,Old Dominion Deadball Team Rebound.,60,56
4:11,295,Ahmad Caver made Free Throw.,60,57
3:50,2670,Samir Doughty missed Layup.,60,57
3:50,295,Trey Porter Defensive Rebound.,60,57
3:41,295,Ahmad Caver Turnover.,60,57
3:39,2670,JeQuan Lewis Steal.,60,57
3:23,2670,Foul on JeQuan Lewis.,60,57
3:23,295,Official TV Timeout,60,57
3:23,295,Ahmad Caver missed Free Throw.,60,57
3:23,295,Old Dominion Deadball Team Rebound.,60,57
3:23,295,Ahmad Caver made Free Throw.,60,58
2:59,2670,Samir Doughty Turnover.,60,58
2:57,295,Denzell Taylor Steal.,60,58
2:53,295,B.J. Stith missed Layup.,60,58
2:53,295,Brandan Stith Offensive Rebound.,60,58
2:49,295,Brandan Stith missed Layup.,60,58
2:49,2670,Justin Tillman Defensive Rebound.,60,58
2:46,295,Foul on Brandan Stith.,60,58
2:46,2670,Jonathan Williams made Free Throw.,61,58
2:46,2670,Jonathan Williams made Free Throw.,62,58
2:22,295,Jordan Baker missed Three Point Jumper.,62,58
2:22,2670,Justin Tillman Defensive Rebound.,62,58
2:21,295,Foul on Denzell Taylor.,62,58
2:21,2670,Justin Tillman missed Free Throw.,62,58
2:21,2670,VCU Deadball Team Rebound.,62,58
2:21,2670,Justin Tillman made Free Throw.,63,58
2:09,2670,Foul on Doug Brooks.,63,58
2:09,295,Ahmad Caver made Free Throw.,63,59
2:09,295,Ahmad Caver made Free Throw.,63,60
1:58,2670,Samir Doughty Turnover.,63,60
1:56,295,Jordan Baker Steal.,63,60
1:53,295,Brandan Stith made Dunk. Assisted by Ahmad Caver.,63,62
1:44,2670,VCU  Timeout,63,62
1:24,2670,Mo Alie-Cox missed Layup.,63,62
1:24,2670,Justin Tillman Offensive Rebound.,63,62
1:21,2670,Justin Tillman missed Layup.,63,62
1:21,295,B.J. Stith Defensive Rebound.,63,62
1:05,2670,Foul on JeQuan Lewis.,63,62
1:05,295,Ahmad Caver missed Free Throw.,63,62
1:05,295,Old Dominion Deadball Team Rebound.,63,62
1:05,295,Ahmad Caver missed Free Throw.,63,62
1:05,2670,VCU Defensive Rebound.,63,62
1:05,295,Foul on Denzell Taylor.,63,62
1:02,2670,Justin Tillman made Free Throw.,64,62
1:02,2670,Justin Tillman made Free Throw.,65,62
0:46,295,B.J. Stith missed Jumper.,65,62
0:46,2670,VCU Defensive Rebound.,65,62
0:44,2670,Mo Alie-Cox Turnover.,65,62
0:41,295,B.J. Stith made Layup. Assisted by Denzell Taylor.,65,64
0:37,295,Foul on Ahmad Caver.,65,64
0:37,2670,Jonathan Williams missed Free Throw.,65,64
0:37,2670,VCU Deadball Team Rebound.,65,64
0:37,2670,Jonathan Williams made Free Throw.,66,64
0:37,2670,VCU  Timeout,66,64
0:18,295,Ahmad Caver missed Three Point Jumper.,66,64
0:18,295,Denzell Taylor Offensive Rebound.,66,64
0:06,295,Jordan Baker missed Three Point Jumper.,66,64
0:06,295,Brandan Stith Offensive Rebound.,66,64
0:06,295,Old Dominion  Turnover.,66,64
0:05,295,Foul on Travis Fields.,66,64
0:05,295,Old Dominion  Timeout,66,64
0:05,2670,De'Riante Jenkins missed Free Throw.,66,64
0:05,2670,VCU Deadball Team Rebound.,66,64
0:05,2670,Justin Tillman made Free Throw.,67,64
0:01,295,Ahmad Caver missed Three Point Jumper.,67,64
0:01,2670,Mo Alie-Cox Defensive Rebound.,67,64
0:00,295,End of Game,67,64
