Temple,305,DePaul,218
5:59,305,Al Eichelberger made Layup.,31,17
5:59,218,Foul on Quinton Rose.,31,17
5:59,305,Al Eichelberger made Free Throw.,31,18
5:49,218,Damion Moore missed Jumper.,31,18
5:49,305,Devin Gage Defensive Rebound.,31,18
5:42,305,Brandon Cyrus missed Layup.,31,18
5:42,218,Obi Enechionyia Defensive Rebound.,31,18
5:24,218,Josh Brown missed Layup.,31,18
5:24,218,Damion Moore Offensive Rebound.,31,18
5:24,218,Damion Moore missed Two Point Tip Shot.,31,18
5:24,305,Al Eichelberger Defensive Rebound.,31,18
5:13,305,Billy Garrett Jr. Turnover.,31,18
4:47,218,Obi Enechionyia missed Three Point Jumper.,31,18
4:47,218,Mike Robbins Offensive Rebound.,31,18
4:47,218,Mike Robbins made Two Point Tip Shot.,33,18
4:20,305,Devin Gage Turnover.,33,18
4:20,218,Obi Enechionyia Steal.,33,18
4:13,218,Shizz Alston Jr. Turnover.,33,18
4:13,305,Devin Gage Steal.,33,18
4:10,305,Devin Gage made Layup.,33,20
3:40,218,Obi Enechionyia missed Jumper.,33,20
3:40,305,Tre'Darius McCallum Defensive Rebound.,33,20
3:32,305,Official TV Timeout,33,20
3:29,305,Tre'Darius McCallum Turnover.,33,20
3:29,218,Josh Brown Steal.,33,20
3:23,218,Josh Brown made Layup.,35,20
3:23,305,Foul on Tre'Darius McCallum.,35,20
3:23,218,Josh Brown made Free Throw.,36,20
3:14,305,Eli Cain missed Jumper.,36,20
3:14,218,Obi Enechionyia Defensive Rebound.,36,20
2:55,218,Obi Enechionyia missed Jumper.,36,20
2:55,305,Levi Cook Defensive Rebound.,36,20
2:30,218,Foul on Obi Enechionyia.,36,20
2:30,305,Eli Cain made Free Throw.,36,21
2:30,305,Eli Cain missed Free Throw.,36,21
2:30,218,Mike Robbins Defensive Rebound.,36,21
2:08,218,Mike Robbins Turnover.,36,21
1:57,305,Eli Cain missed Jumper.,36,21
1:57,305,Tre'Darius McCallum Offensive Rebound.,36,21
1:57,305,Tre'Darius McCallum missed Two Point Tip Shot.,36,21
1:57,305,Eli Cain Offensive Rebound.,36,21
1:52,305,Eli Cain missed Jumper.,36,21
1:52,218,Quinton Rose Defensive Rebound.,36,21
1:48,218,Quinton Rose made Layup.,38,21
1:41,305,DePaul  Timeout,38,21
1:21,218,Foul on Mike Robbins.,38,21
1:21,305,Billy Garrett Jr. made Free Throw.,38,22
1:21,305,Billy Garrett Jr. made Free Throw.,38,23
0:54,218,Temple  Timeout,38,23
0:51,218,Quinton Rose made Layup. Assisted by Josh Brown.,40,23
0:34,305,Chris Harrison-Docks missed Three Point Jumper.,40,23
0:34,218,Shizz Alston Jr. Defensive Rebound.,40,23
0:07,218,Damion Moore missed Jumper.,40,23
0:07,305,Levi Cook Block.,40,23
0:07,305,Eli Cain Defensive Rebound.,40,23
0:01,305,Billy Garrett Jr. Turnover.,40,23
0:01,218,Josh Brown Steal.,40,23
0:00,305,End of 1st half,40,23
20:00,305,Jump Ball won by DePaul,40,23
19:45,305,Brandon Cyrus missed Jumper.,40,23
19:45,305,Brandon Cyrus Offensive Rebound.,40,23
19:45,305,Brandon Cyrus Turnover.,40,23
19:45,218,Josh Brown Steal.,40,23
19:35,218,Josh Brown missed Jumper.,40,23
19:35,305,Brandon Cyrus Defensive Rebound.,40,23
19:18,305,Billy Garrett Jr. made Jumper.,40,25
19:00,218,Shizz Alston Jr. made Jumper. Assisted by Josh Brown.,42,25
18:36,305,Billy Garrett Jr. Turnover.,42,25
18:36,218,Josh Brown Steal.,42,25
18:30,305,Foul on Billy Garrett Jr..,42,25
18:18,218,Shizz Alston Jr. missed Three Point Jumper.,42,25
18:18,305,Tre'Darius McCallum Defensive Rebound.,42,25
18:09,218,Foul on Josh Brown.,42,25
18:06,305,Brandon Cyrus missed Jumper.,42,25
18:06,218,Damion Moore Defensive Rebound.,42,25
17:56,218,Josh Brown made Layup.,44,25
17:41,305,Brandon Cyrus missed Layup.,44,25
17:41,218,Damion Moore Block.,44,25
17:41,218,Daniel Dingle Defensive Rebound.,44,25
17:29,218,Daniel Dingle made Three Point Jumper.,47,25
17:20,305,DePaul  Timeout,47,25
17:08,305,R.J. Curington Turnover.,47,25
17:08,218,Josh Brown Steal.,47,25
16:47,218,Daniel Dingle missed Jumper.,47,25
16:47,305,DePaul Defensive Rebound.,47,25
16:28,305,Devin Gage made Layup.,47,27
15:59,218,Damion Moore missed Jumper.,47,27
15:59,305,R.J. Curington Block.,47,27
15:59,305,R.J. Curington Defensive Rebound.,47,27
15:47,305,Levi Cook made Layup. Assisted by Devin Gage.,47,29
15:26,218,Obi Enechionyia made Three Point Jumper. Assisted by Josh Brown.,50,29
15:22,305,Official TV Timeout,50,29
15:12,305,R.J. Curington Turnover.,50,29
15:12,218,Josh Brown Steal.,50,29
14:57,218,Obi Enechionyia Turnover.,50,29
14:33,305,Chris Harrison-Docks missed Jumper.,50,29
14:33,305,Eli Cain Offensive Rebound.,50,29
14:33,305,Eli Cain made Two Point Tip Shot.,50,31
14:09,218,Obi Enechionyia made Three Point Jumper. Assisted by Shizz Alston Jr..,53,31
13:49,305,R.J. Curington made Layup.,53,33
13:35,218,Daniel Dingle Turnover.,53,33
13:24,305,Eli Cain made Layup.,53,35
13:04,218,Shizz Alston Jr. missed Three Point Jumper.,53,35
13:04,218,Obi Enechionyia Offensive Rebound.,53,35
12:57,218,Obi Enechionyia missed Three Point Jumper.,53,35
12:57,305,Eli Cain Defensive Rebound.,53,35
12:45,218,Foul on Damion Moore.,53,35
12:45,305,Eli Cain missed Free Throw.,53,35
12:45,305,DePaul Deadball Team Rebound.,53,35
12:45,305,Eli Cain made Free Throw.,53,36
12:27,218,Obi Enechionyia missed Jumper.,53,36
12:27,305,Levi Cook Defensive Rebound.,53,36
12:17,305,Eli Cain missed Three Point Jumper.,53,36
12:17,218,Shizz Alston Jr. Defensive Rebound.,53,36
11:48,218,Daniel Dingle missed Three Point Jumper.,53,36
11:48,305,DePaul Defensive Rebound.,53,36
11:21,218,Josh Brown made Free Throw.,55,36
11:21,305,Foul on R.J. Curington.,53,36
11:21,305,Technical Foul on R.J. Curington.,53,36
11:21,218,Josh Brown made Free Throw.,54,36
11:21,305,Chris Harrison-Docks missed Jumper.,55,36
11:21,218,Temple Defensive Rebound.,55,36
11:21,305,Foul on Billy Garrett Jr..,55,36
11:15,218,Quinton Rose made Three Point Jumper. Assisted by Josh Brown.,58,36
10:50,305,Chris Harrison-Docks Turnover.,58,36
10:50,218,Josh Brown Steal.,58,36
10:50,218,Quinton Rose missed Dunk.,58,36
10:50,305,Eli Cain Defensive Rebound.,58,36
10:50,218,Daniel Dingle Steal.,58,36
10:48,218,Shizz Alston Jr. Turnover.,58,36
10:30,218,Foul on Obi Enechionyia.,58,36
10:30,305,Billy Garrett Jr. made Free Throw.,58,37
10:30,305,Billy Garrett Jr. made Free Throw.,58,38
10:01,305,Foul on Eli Cain.,58,38
10:01,218,Quinton Rose made Free Throw.,59,38
10:01,218,Quinton Rose made Free Throw.,60,38
10:01,218,Quinton Rose made Free Throw.,61,38
9:36,305,Levi Cook missed Jumper.,61,38
9:36,218,Shizz Alston Jr. Defensive Rebound.,61,38
9:10,218,Ernest Aflakpui made Layup. Assisted by Daniel Dingle.,63,38
8:51,305,Eli Cain made Three Point Jumper. Assisted by Joe Hanel.,63,41
8:51,218,Shizz Alston Jr. Turnover.,63,41
8:51,305,Devin Gage Steal.,63,41
8:27,305,Billy Garrett Jr. missed Layup.,63,41
8:27,218,Quinton Rose Defensive Rebound.,63,41
8:19,218,Shizz Alston Jr. made Jumper.,65,41
7:51,305,Billy Garrett Jr. missed Three Point Jumper.,65,41
7:51,305,DePaul Offensive Rebound.,65,41
7:51,218,Foul on Mark Williams.,65,41
7:51,305,Official TV Timeout,65,41
7:48,218,Foul on Quinton Rose.,65,41
7:42,305,Eli Cain made Jumper.,65,43
7:17,305,Foul on Joe Hanel.,65,43
7:17,218,Ernest Aflakpui missed Free Throw.,65,43
7:17,218,Temple Deadball Team Rebound.,65,43
7:17,218,Ernest Aflakpui made Free Throw.,66,43
7:09,305,Billy Garrett Jr. missed Layup.,66,43
7:09,305,Joe Hanel Offensive Rebound.,66,43
7:09,305,Joe Hanel made Two Point Tip Shot.,66,45
6:52,218,Quinton Rose Turnover.,66,45
6:52,305,Tre'Darius McCallum Steal.,66,45
6:46,305,Tre'Darius McCallum missed Layup.,66,45
6:46,305,Joe Hanel Offensive Rebound.,66,45
6:46,305,Joe Hanel made Two Point Tip Shot.,66,47
6:18,218,Shizz Alston Jr. missed Jumper.,66,47
6:18,218,Ernest Aflakpui Offensive Rebound.,66,47
6:01,218,Obi Enechionyia Turnover.,66,47
6:01,305,Eli Cain Steal.,66,47
5:56,305,Tre'Darius McCallum made Dunk. Assisted by Eli Cain.,66,49
5:31,218,Daniel Dingle missed Three Point Jumper.,66,49
5:31,305,Tre'Darius McCallum Defensive Rebound.,66,49
5:20,305,Tre'Darius McCallum missed Three Point Jumper.,66,49
5:20,305,Joe Hanel Offensive Rebound.,66,49
5:19,218,Foul on Ernest Aflakpui.,66,49
5:19,305,Joe Hanel missed Free Throw.,66,49
5:19,218,Obi Enechionyia Defensive Rebound.,66,49
5:18,305,Foul on Brandon Cyrus.,66,49
4:58,305,Foul on Billy Garrett Jr..,66,49
4:58,218,Daniel Dingle made Free Throw.,67,49
4:58,218,Daniel Dingle made Free Throw.,68,49
4:50,218,Foul on Mark Williams.,68,49
4:50,305,Billy Garrett Jr. made Free Throw.,68,50
4:50,305,Billy Garrett Jr. made Free Throw.,68,51
4:26,218,Daniel Dingle missed Three Point Jumper.,68,51
4:26,305,Brandon Cyrus Defensive Rebound.,68,51
4:26,218,Foul on Josh Brown.,68,51
4:15,218,Foul on Josh Brown.,68,51
4:15,305,Billy Garrett Jr. made Free Throw.,68,52
4:15,305,Billy Garrett Jr. made Free Throw.,68,53
3:53,218,Mark Williams missed Jumper.,68,53
3:53,305,Tre'Darius McCallum Block.,68,53
3:53,305,Brandon Cyrus Defensive Rebound.,68,53
3:48,218,Foul on Shizz Alston Jr..,68,53
3:48,305,Brandon Cyrus missed Free Throw.,68,53
3:48,305,DePaul Deadball Team Rebound.,68,53
3:48,305,Brandon Cyrus missed Free Throw.,68,53
3:48,218,Daniel Dingle Defensive Rebound.,68,53
3:36,218,Quinton Rose missed Layup.,68,53
3:36,305,Tre'Darius McCallum Defensive Rebound.,68,53
3:27,305,Billy Garrett Jr. missed Layup.,68,53
3:27,218,Mike Robbins Block.,68,53
3:27,305,DePaul Offensive Rebound.,68,53
3:16,305,Tre'Darius McCallum made Layup. Assisted by Billy Garrett Jr..,68,55
2:52,218,Daniel Dingle Turnover.,68,55
2:52,305,Tre'Darius McCallum Steal.,68,55
2:48,305,Tre'Darius McCallum missed Dunk.,68,55
2:48,218,Shizz Alston Jr. Defensive Rebound.,68,55
2:48,218,Daniel Dingle Turnover.,68,55
2:48,305,Joe Hanel Steal.,68,55
2:10,305,Joe Hanel made Layup. Assisted by Eli Cain.,68,57
1:59,218,Temple  Timeout,68,57
1:32,305,Eli Cain missed Three Point Jumper.,68,57
1:32,305,Tre'Darius McCallum Offensive Rebound.,68,57
1:32,218,Technical Foul on Shizz Alston Jr..,68,57
1:32,218,Foul on Shizz Alston Jr..,68,57
1:32,305,Billy Garrett Jr. made Free Throw.,68,58
1:32,305,Billy Garrett Jr. made Free Throw.,68,59
1:32,305,Tre'Darius McCallum made Free Throw.,68,60
1:32,305,Tre'Darius McCallum made Free Throw.,68,61
1:24,218,Quinton Rose missed Jumper.,68,61
1:24,305,Brandon Cyrus Defensive Rebound.,68,61
1:19,305,DePaul  Timeout,68,61
1:12,305,Billy Garrett Jr. Turnover.,68,61
1:12,218,Daniel Dingle Steal.,68,61
1:05,305,Foul on Tre'Darius McCallum.,68,61
1:05,218,Daniel Dingle missed Free Throw.,68,61
1:05,305,DePaul Defensive Rebound.,68,61
0:54,305,Eli Cain missed Three Point Jumper.,68,61
0:54,305,Brandon Cyrus Offensive Rebound.,68,61
0:48,218,Foul on Daniel Dingle.,68,61
0:48,305,Eli Cain made Free Throw.,68,62
0:48,305,Eli Cain made Free Throw.,68,63
0:43,218,Temple  Timeout,68,63
0:41,305,Foul on Billy Garrett Jr..,68,63
0:41,218,Shizz Alston Jr. made Free Throw.,69,63
0:41,218,Shizz Alston Jr. made Free Throw.,70,63
0:31,305,Eli Cain missed Layup.,70,63
0:31,305,Tre'Darius McCallum Offensive Rebound.,70,63
0:31,218,Foul on Obi Enechionyia.,70,63
0:31,305,Tre'Darius McCallum made Free Throw.,70,64
0:31,305,Tre'Darius McCallum made Free Throw.,70,65
0:30,218,Temple  Timeout,70,65
0:29,305,Foul on Brandon Cyrus.,70,65
0:29,218,Obi Enechionyia missed Free Throw.,70,65
0:29,218,Temple Deadball Team Rebound.,70,65
0:29,218,Obi Enechionyia made Free Throw.,71,65
0:24,305,Billy Garrett Jr. Turnover.,71,65
0:24,218,Shizz Alston Jr. Steal.,71,65
0:20,305,Foul on Eli Cain.,71,65
0:20,218,Shizz Alston Jr. made Free Throw.,72,65
0:20,218,Shizz Alston Jr. made Free Throw.,73,65
0:20,305,Chris Harrison-Docks Turnover.,73,65
0:20,218,Josh Brown Steal.,73,65
0:12,305,Brandon Cyrus missed Jumper.,73,65
0:12,218,Mike Robbins Defensive Rebound.,73,65
0:12,218,Foul on Shizz Alston Jr..,73,65
0:08,305,Foul on Billy Garrett Jr..,73,65
0:08,218,Mike Robbins made Free Throw.,74,65
0:08,218,Mike Robbins missed Free Throw.,74,65
0:08,305,Joe Hanel Defensive Rebound.,74,65
0:07,305,Eli Cain missed Three Point Jumper.,74,65
0:07,218,Shizz Alston Jr. Defensive Rebound.,74,65
0:00,305,End of Game,74,65
