Jacksonville State,2433,UL Monroe,55
6:44,2433,Marvin Jean-Pierre Defensive Rebound.,28,31
6:19,55,Foul on Christian Cunningham.,28,31
6:19,2433,Official TV Timeout,28,31
6:19,2433,Travis Munnings made Free Throw.,28,32
6:19,2433,Travis Munnings made Free Throw.,28,33
6:02,55,Norbertas Giga made Layup.,30,33
5:43,2433,Jordon Harris Turnover.,30,33
5:22,55,Norbertas Giga missed Jumper.,30,33
5:22,55,Jacksonville St Offensive Rebound.,30,33
5:13,55,Andre Statam missed Three Point Jumper.,30,33
5:13,2433,Marcus Washington Defensive Rebound.,30,33
5:01,2433,Marcus Washington Turnover.,30,33
4:46,55,Malcolm Drumwright made Three Point Jumper. Assisted by Norbertas Giga.,33,33
4:45,2433,Foul on Jordon Harris.,33,33
4:45,55,Malcolm Drumwright made Free Throw.,34,33
4:31,2433,Sam Alabakis missed Layup.,34,33
4:31,55,Erik Durham Defensive Rebound.,34,33
4:22,55,Norbertas Giga made Jumper. Assisted by Erik Durham.,36,33
4:02,2433,Sam McDaniel missed Jumper.,36,33
4:02,55,Norbertas Giga Defensive Rebound.,36,33
3:49,55,Greg Tucker missed Three Point Jumper.,36,33
3:49,2433,Sam McDaniel Defensive Rebound.,36,33
3:26,55,Foul on Malcolm Drumwright.,36,33
3:26,2433,Official TV Timeout,36,33
3:26,2433,Nick Coppola made Free Throw.,36,34
3:26,2433,Nick Coppola made Free Throw.,36,35
3:11,55,Norbertas Giga missed Jumper.,36,35
3:11,2433,Sam McDaniel Defensive Rebound.,36,35
3:00,2433,Nick Coppola missed Jumper.,36,35
3:00,55,Erik Durham Defensive Rebound.,36,35
2:40,55,Erik Durham missed Three Point Jumper.,36,35
2:40,2433,Sam McDaniel Defensive Rebound.,36,35
2:24,2433,Marcus Washington made Layup. Assisted by Nick Coppola.,36,37
1:58,55,Norbertas Giga Turnover.,36,37
1:46,55,Foul on Andre Statam.,36,37
1:46,2433,Travis Munnings made Free Throw.,36,38
1:46,2433,Travis Munnings missed Free Throw.,36,38
1:46,55,Christian Cunningham Defensive Rebound.,36,38
1:30,55,Deshawn Jones Turnover.,36,38
1:30,2433,Travis Munnings Steal.,36,38
1:26,2433,Nick Coppola made Layup. Assisted by Travis Munnings.,36,40
0:59,55,Malcolm Drumwright Turnover.,36,40
0:58,2433,Marcus Washington Steal.,36,40
0:55,2433,Marcus Washington made Layup. Assisted by Nick Coppola.,36,42
0:50,55,Jacksonville St  Timeout,36,42
0:35,55,Ashton Spears missed Three Point Jumper.,36,42
0:35,2433,Travis Munnings Defensive Rebound.,36,42
0:27,2433,UL Monroe  Timeout,36,42
0:22,55,Foul on Ashton Spears.,36,42
0:22,2433,Nick Coppola made Free Throw.,36,43
0:22,2433,Nick Coppola missed Free Throw.,36,43
0:22,55,Norbertas Giga Defensive Rebound.,36,43
0:05,55,Malcolm Drumwright made Three Point Jumper. Assisted by Ashton Spears.,39,43
0:00,2433,End of 1st half,39,43
19:40,2433,Nick Coppola made Jumper.,39,45
19:19,55,Norbertas Giga missed Layup.,39,45
19:19,2433,Sam Alabakis Defensive Rebound.,39,45
19:09,2433,Travis Munnings missed Three Point Jumper.,39,45
19:09,2433,Sam Alabakis Offensive Rebound.,39,45
18:53,2433,Nick Coppola Turnover.,39,45
18:52,55,Norbertas Giga Steal.,39,45
18:39,55,Greg Tucker made Three Point Jumper.,42,45
18:05,2433,Sam McDaniel missed Jumper.,42,45
18:05,55,Erik Durham Defensive Rebound.,42,45
17:50,55,Christian Cunningham made Layup. Assisted by Greg Tucker.,44,45
17:36,2433,Sam Alabakis missed Layup.,44,45
17:36,55,Christian Cunningham Defensive Rebound.,44,45
17:24,55,Greg Tucker missed Three Point Jumper.,44,45
17:24,2433,Sam McDaniel Defensive Rebound.,44,45
17:06,2433,Sam Alabakis made Layup. Assisted by Travis Munnings.,44,47
16:47,55,Norbertas Giga missed Jumper.,44,47
16:47,55,Norbertas Giga Offensive Rebound.,44,47
16:45,55,Norbertas Giga made Layup.,46,47
16:27,55,Foul on Christian Cunningham.,46,47
16:15,2433,Travis Munnings made Jumper.,46,49
16:15,55,Foul on Christian Cunningham.,46,49
16:15,2433,Travis Munnings missed Free Throw.,46,49
16:15,55,Andre Statam Defensive Rebound.,46,49
15:50,55,Christian Cunningham made Dunk. Assisted by Greg Tucker.,48,49
15:30,2433,Marcus Washington missed Jumper.,48,49
15:30,55,Erik Durham Block.,48,49
15:28,55,Andre Statam Defensive Rebound.,48,49
15:28,2433,Official TV Timeout,48,49
15:05,55,Malcolm Drumwright missed Jumper.,48,49
15:05,2433,Roderick Taylor Defensive Rebound.,48,49
14:47,2433,Marcus Washington Turnover.,48,49
14:46,55,Erik Durham Steal.,48,49
14:17,55,Greg Tucker missed Three Point Jumper.,48,49
14:17,2433,Nick Coppola Defensive Rebound.,48,49
13:51,2433,Travis Munnings made Three Point Jumper. Assisted by Nick Coppola.,48,52
13:30,55,Greg Tucker missed Jumper.,48,52
13:30,2433,Sam McDaniel Defensive Rebound.,48,52
13:11,2433,Nick Coppola missed Three Point Jumper.,48,52
13:11,55,Erik Durham Defensive Rebound.,48,52
12:40,2433,Foul on Roderick Taylor.,48,52
12:40,55,Christian Cunningham missed Free Throw.,48,52
12:40,55,Jacksonville St Deadball Team Rebound.,48,52
12:40,55,Christian Cunningham missed Free Throw.,48,52
12:40,55,Norbertas Giga Offensive Rebound.,48,52
12:15,2433,Foul on Travis Munnings.,48,52
12:07,2433,Foul on Roderick Taylor.,48,52
12:07,55,Norbertas Giga made Free Throw.,49,52
12:07,55,Norbertas Giga missed Free Throw.,49,52
12:07,2433,Roderick Taylor Defensive Rebound.,49,52
11:50,2433,Sam McDaniel made Jumper.,49,54
11:25,55,Greg Tucker missed Three Point Jumper.,49,54
11:25,2433,Sam McDaniel Defensive Rebound.,49,54
11:06,55,Foul on Christian Cunningham.,49,54
11:06,2433,Official TV Timeout,49,54
11:00,2433,Travis Munnings missed Layup.,49,54
11:00,55,Norbertas Giga Defensive Rebound.,49,54
10:53,55,Tyrik Edwards Turnover.,49,54
10:38,55,Foul on Norbertas Giga.,49,54
10:38,2433,Roderick Taylor missed Free Throw.,49,54
10:38,2433,UL Monroe Deadball Team Rebound.,49,54
10:38,2433,Roderick Taylor missed Free Throw.,49,54
10:38,55,Norbertas Giga Defensive Rebound.,49,54
10:22,55,Malcolm Drumwright missed Layup.,49,54
10:22,55,Tyrik Edwards Offensive Rebound.,49,54
9:58,55,Greg Tucker Turnover.,49,54
9:58,2433,Travis Munnings Steal.,49,54
9:58,55,Foul on Greg Tucker.,49,54
9:46,2433,Roderick Taylor Turnover.,49,54
9:30,2433,Foul on Sam McDaniel.,49,54
9:30,55,Norbertas Giga made Free Throw.,50,54
9:30,55,Norbertas Giga made Free Throw.,51,54
9:05,2433,Marvin Jean-Pierre made Layup. Assisted by Travis Munnings.,51,56
8:45,55,Ashton Spears missed Jumper.,51,56
8:45,2433,Sam McDaniel Defensive Rebound.,51,56
8:22,2433,Nick Coppola missed Jumper.,51,56
8:22,55,Tyrik Edwards Defensive Rebound.,51,56
8:16,55,Tyrik Edwards made Layup.,53,56
8:03,55,Foul on Malcolm Drumwright.,53,56
7:45,2433,Roderick Taylor missed Layup.,53,56
7:45,55,Erik Durham Defensive Rebound.,53,56
7:32,55,Tyrik Edwards missed Jumper.,53,56
7:32,2433,Travis Munnings Defensive Rebound.,53,56
7:23,55,Foul on Tyrik Edwards.,53,56
7:23,2433,Official TV Timeout,53,56
7:23,2433,Nick Coppola made Free Throw.,53,57
7:23,2433,Nick Coppola made Free Throw.,53,58
6:58,55,Norbertas Giga missed Jumper.,53,58
6:58,2433,UL Monroe Deadball Team Rebound.,53,58
6:56,55,Foul on Norbertas Giga.,53,58
6:56,2433,Sam Alabakis made Free Throw.,53,59
6:56,2433,Sam Alabakis missed Free Throw.,53,59
6:56,55,Christian Cunningham Defensive Rebound.,53,59
6:38,55,Greg Tucker made Three Point Jumper. Assisted by Erik Durham.,56,59
6:09,2433,Nick Coppola missed Three Point Jumper.,56,59
6:09,2433,Sam Alabakis Offensive Rebound.,56,59
6:06,2433,Nick Coppola made Three Point Jumper. Assisted by Sam Alabakis.,56,62
5:44,55,Christian Cunningham missed Layup.,56,62
5:44,55,Norbertas Giga Offensive Rebound.,56,62
5:42,55,Norbertas Giga made Two Point Tip Shot.,58,62
5:13,2433,Nick Coppola made Three Point Jumper.,58,65
4:46,55,Foul on Malcolm Drumwright.,58,65
4:46,55,Malcolm Drumwright Turnover.,58,65
4:36,2433,Marvin Jean-Pierre made Three Point Jumper. Assisted by Sam Alabakis.,58,68
4:16,55,Tyrik Edwards made Layup. Assisted by Norbertas Giga.,60,68
4:16,2433,Foul on Travis Munnings.,60,68
4:16,55,Tyrik Edwards made Free Throw.,61,68
4:06,2433,Nick Coppola Turnover.,61,68
4:05,55,Tyrik Edwards Steal.,61,68
4:04,55,Tyrik Edwards made Layup.,63,68
4:02,2433,UL Monroe  Timeout,63,68
4:02,2433,Official TV Timeout,63,68
3:44,2433,Marvin Jean-Pierre missed Jumper.,63,68
3:44,55,Jacksonville St Deadball Team Rebound.,63,68
3:42,2433,Foul on Marvin Jean-Pierre.,63,68
3:31,55,Malcolm Drumwright Turnover.,63,68
3:11,2433,Sam McDaniel missed Three Point Jumper.,63,68
3:11,2433,Sam Alabakis Offensive Rebound.,63,68
2:45,2433,Sam Alabakis Turnover.,63,68
2:45,55,Tyrik Edwards Steal.,63,68
2:42,55,Tyrik Edwards made Layup.,65,68
2:34,55,Foul on Greg Tucker.,65,68
2:34,2433,Sam McDaniel made Free Throw.,65,69
2:34,2433,Sam McDaniel made Free Throw.,65,70
2:17,2433,Foul on Sam McDaniel.,65,70
2:17,55,Tyrik Edwards made Free Throw.,66,70
2:17,55,Tyrik Edwards missed Free Throw.,66,70
2:17,2433,Travis Munnings Defensive Rebound.,66,70
2:15,2433,Travis Munnings Turnover.,66,70
2:06,55,Norbertas Giga made Jumper.,68,70
1:49,2433,Travis Munnings missed Layup.,68,70
1:49,2433,Sam Alabakis Offensive Rebound.,68,70
1:35,2433,Marvin Jean-Pierre Turnover.,68,70
1:34,55,Tyrik Edwards Steal.,68,70
1:31,2433,Foul on Travis Munnings.,68,70
1:31,55,Tyrik Edwards made Free Throw.,69,70
1:31,55,Tyrik Edwards made Free Throw.,70,70
1:08,2433,Marvin Jean-Pierre made Layup. Assisted by Travis Munnings.,70,72
1:08,55,Foul on Christian Cunningham.,70,72
1:08,2433,Marvin Jean-Pierre missed Free Throw.,70,72
1:08,55,Norbertas Giga Defensive Rebound.,70,72
1:00,55,Jacksonville St  Timeout,70,72
0:54,55,Malcolm Drumwright made Layup.,72,72
0:32,2433,Sam McDaniel missed Jumper.,72,72
0:32,2433,Travis Munnings Offensive Rebound.,72,72
0:04,2433,Nick Coppola missed Layup.,72,72
0:04,55,Tyrik Edwards Block.,72,72
0:01,55,Tyrik Edwards Defensive Rebound.,72,72
0:01,55,Jacksonville St  Timeout,72,72
0:00,2433,End of 2nd half,72,72
0:00,2433,End of Game,83,88
4:28,2433,Marvin Jean-Pierre missed Jumper.,72,72
4:28,55,Tyrik Edwards Defensive Rebound.,72,72
4:19,55,Erik Durham missed Three Point Jumper.,72,72
4:19,2433,Nick Coppola Defensive Rebound.,72,72
3:59,2433,Sam McDaniel missed Jumper.,72,72
3:59,2433,Travis Munnings Offensive Rebound.,72,72
3:38,55,Foul on Tyrik Edwards.,72,72
3:38,2433,Nick Coppola made Free Throw.,72,73
3:38,2433,Nick Coppola made Free Throw.,72,74
3:12,55,Malcolm Drumwright missed Jumper.,72,74
3:12,2433,Marcus Washington Defensive Rebound.,72,74
2:48,2433,Nick Coppola missed Three Point Jumper.,72,74
2:48,2433,Sam Alabakis Offensive Rebound.,72,74
2:44,2433,Sam Alabakis made Layup.,72,76
2:33,55,Jacksonville St  Timeout,72,76
2:33,2433,Official TV Timeout,72,76
2:26,2433,Foul on Sam McDaniel.,72,76
2:26,55,Tyrik Edwards missed Free Throw.,72,76
2:26,2433,Travis Munnings Defensive Rebound.,72,76
2:08,55,Foul on Andre Statam.,72,76
2:08,2433,Travis Munnings made Free Throw.,72,77
2:08,2433,Travis Munnings made Free Throw.,72,78
1:54,55,Erik Durham made Layup.,74,78
1:27,55,Foul on Malcolm Drumwright.,74,78
1:27,2433,Nick Coppola made Free Throw.,74,79
1:27,2433,Nick Coppola made Free Throw.,74,80
1:17,55,Tyrik Edwards missed Three Point Jumper.,74,80
1:17,55,Malcolm Drumwright Offensive Rebound.,74,80
1:08,2433,Foul on Marvin Jean-Pierre.,74,80
1:08,55,Greg Tucker made Free Throw.,75,80
1:08,55,Greg Tucker made Free Throw.,76,80
1:02,55,Foul on Ashton Spears.,76,80
1:02,2433,Marvin Jean-Pierre made Free Throw.,76,81
1:02,2433,Marvin Jean-Pierre made Free Throw.,76,82
0:51,55,Tyrik Edwards made Layup.,78,82
0:49,55,Foul on Greg Tucker.,78,82
0:49,2433,Nick Coppola made Free Throw.,78,83
0:49,2433,Nick Coppola made Free Throw.,78,84
0:42,55,Erik Durham missed Three Point Jumper.,78,84
0:42,55,Malcolm Drumwright Offensive Rebound.,78,84
0:39,55,Malcolm Drumwright made Three Point Jumper.,81,84
0:37,55,Jacksonville St  Timeout,81,84
0:29,2433,Travis Munnings Turnover.,81,84
0:28,55,Ashton Spears Steal.,81,84
0:23,55,Malcolm Drumwright missed Jumper.,81,84
0:23,2433,UL Monroe Defensive Rebound.,81,84
0:21,2433,UL Monroe  Timeout,81,84
0:21,2433,UL Monroe  Timeout,81,84
0:15,55,Foul on Derrick Green.,81,84
0:15,2433,Sam McDaniel made Free Throw.,81,85
0:15,2433,UL Monroe  Timeout,81,85
0:15,2433,Sam McDaniel missed Free Throw.,81,85
0:15,55,Malcolm Drumwright Defensive Rebound.,81,85
0:09,55,Ashton Spears Turnover.,81,85
0:07,55,Foul on Derrick Green.,81,85
0:07,2433,Sam McDaniel made Free Throw.,81,86
0:07,2433,Sam McDaniel made Free Throw.,81,87
0:04,55,Tyrik Edwards made Layup.,83,87
0:02,55,Foul on Ashton Spears.,83,87
0:02,2433,Marcus Washington made Free Throw.,83,88
0:02,2433,Marcus Washington missed Free Throw.,83,88
0:02,55,Malcolm Drumwright Defensive Rebound.,83,88
