Morehead State,288,Lipscomb,2413
14:33,288,Foul on George Brammeier.,12,13
14:33,288,George Brammeier Turnover.,12,13
14:15,2413,Xavier Moon made Three Point Jumper. Assisted by Malik Maitland.,15,13
13:55,2413,Foul on Malik Maitland.,15,13
13:44,288,George Brammeier Turnover.,15,13
13:43,2413,Xavier Moon Steal.,15,13
13:22,2413,Foul on Ronnye Beamon.,15,13
13:22,2413,Ronnye Beamon Turnover.,15,13
13:12,288,Garrison Mathews missed Three Point Jumper.,15,13
13:12,2413,Xavier Moon Defensive Rebound.,15,13
12:46,2413,Miguel Dicent Turnover.,15,13
12:39,288,Kenny Cooper missed Layup.,15,13
12:39,2413,Morehead St Deadball Team Rebound.,15,13
12:19,2413,Miguel Dicent Turnover.,15,13
12:07,288,Garrison Mathews made Three Point Jumper. Assisted by Kenny Cooper.,15,16
11:53,2413,Xavier Moon missed Three Point Jumper.,15,16
11:53,2413,DeJuan Marrero Offensive Rebound.,15,16
11:48,288,Foul on Kenny Cooper.,15,16
11:48,288,Official TV Timeout,15,16
11:48,2413,DeJuan Marrero missed Free Throw.,15,16
11:48,2413,Morehead St Deadball Team Rebound.,15,16
11:48,2413,DeJuan Marrero made Free Throw.,16,16
11:30,288,Garrison Mathews made Three Point Jumper.,16,19
11:16,2413,Miguel Dicent Turnover.,16,19
11:03,288,Eli Pepper missed Layup.,16,19
11:03,2413,Miguel Dicent Block.,16,19
11:01,2413,Xavier Moon Defensive Rebound.,16,19
10:53,2413,DeJuan Marrero missed Layup.,16,19
10:53,288,Aaron Korn Defensive Rebound.,16,19
10:43,288,Rob Marberry missed Layup.,16,19
10:43,2413,DeJuan Marrero Defensive Rebound.,16,19
10:28,2413,DeJuan Marrero made Layup. Assisted by Miguel Dicent.,18,19
10:11,288,Rob Marberry made Layup.,18,21
9:57,2413,Jordan Walker missed Jumper.,18,21
9:57,288,Eli Pepper Defensive Rebound.,18,21
9:55,2413,Foul on DeJuan Marrero.,18,21
9:43,288,Josh Williams missed Jumper.,18,21
9:43,2413,Miguel Dicent Defensive Rebound.,18,21
9:33,2413,Miguel Dicent Turnover.,18,21
9:32,288,Aaron Korn Steal.,18,21
9:27,288,Nathan Moran made Three Point Jumper. Assisted by Rob Marberry.,18,24
9:07,288,Foul on Aaron Korn.,18,24
8:55,2413,Treshaad Williams missed Jumper.,18,24
8:55,288,George Brammeier Defensive Rebound.,18,24
8:48,288,Nathan Moran Turnover.,18,24
8:31,2413,Lamontray Harris made Jumper.,20,24
8:18,288,Nathan Moran missed Three Point Jumper.,20,24
8:18,288,Garrison Mathews Offensive Rebound.,20,24
8:11,288,Josh Williams missed Three Point Jumper.,20,24
8:11,2413,Lamontray Harris Defensive Rebound.,20,24
8:09,288,Foul on Garrison Mathews.,20,24
8:01,2413,Malik Maitland Turnover.,20,24
8:00,288,Josh Williams Steal.,20,24
7:56,288,Josh Williams Turnover.,20,24
7:35,2413,Treshaad Williams made Layup. Assisted by Malik Maitland.,22,24
7:12,2413,Foul on Lamontray Harris.,22,24
7:12,288,Official TV Timeout,22,24
7:05,288,Josh Williams made Three Point Jumper. Assisted by Nathan Moran.,22,27
6:47,2413,Lamontray Harris made Jumper.,24,27
6:31,288,Garrison Mathews made Three Point Jumper. Assisted by Nathan Moran.,24,30
6:11,2413,Malik Maitland missed Three Point Jumper.,24,30
6:11,288,George Brammeier Defensive Rebound.,24,30
6:01,288,Nathan Moran missed Three Point Jumper.,24,30
6:01,288,George Brammeier Offensive Rebound.,24,30
5:59,2413,Foul on Treshaad Williams.,24,30
5:59,288,George Brammeier missed Free Throw.,24,30
5:59,2413,Lamontray Harris Defensive Rebound.,24,30
5:41,2413,Lamontray Harris made Jumper. Assisted by Malik Maitland.,26,30
5:19,288,Michael Buckland Turnover.,26,30
5:19,2413,Lamontray Harris Steal.,26,30
5:00,2413,Malik Maitland missed Layup.,26,30
5:00,288,Cam Miller Defensive Rebound.,26,30
4:54,288,Kenny Cooper Turnover.,26,30
4:53,2413,Malik Maitland Steal.,26,30
4:46,2413,Miguel Dicent made Three Point Jumper. Assisted by Lamontray Harris.,29,30
4:26,288,Garrison Mathews made Three Point Jumper. Assisted by Cam Miller.,29,33
4:11,2413,Lamontray Harris made Three Point Jumper. Assisted by Miguel Dicent.,32,33
3:57,288,Garrison Mathews missed Three Point Jumper.,32,33
3:57,2413,Xavier Moon Defensive Rebound.,32,33
3:48,2413,Xavier Moon missed Layup.,32,33
3:48,288,Rob Marberry Defensive Rebound.,32,33
3:41,288,Official TV Timeout,32,33
3:37,288,Garrison Mathews missed Jumper.,32,33
3:37,2413,Lamontray Harris Block.,32,33
3:35,288,Garrison Mathews Offensive Rebound.,32,33
3:32,2413,Foul on Ty'Quan Bitting.,32,33
3:32,288,George Brammeier missed Free Throw.,32,33
3:32,2413,Xavier Moon Defensive Rebound.,32,33
3:17,2413,Malik Maitland missed Three Point Jumper.,32,33
3:17,2413,Lamontray Harris Offensive Rebound.,32,33
3:15,288,Foul on Aaron Korn.,32,33
3:10,2413,Xavier Moon made Three Point Jumper. Assisted by Miguel Dicent.,35,33
2:51,288,Garrison Mathews made Three Point Jumper. Assisted by Nathan Moran.,35,36
2:28,2413,Ty'Quan Bitting Turnover.,35,36
2:27,288,Nathan Moran Steal.,35,36
2:21,288,Aaron Korn made Layup.,35,38
2:21,2413,Foul on Lamontray Harris.,35,38
2:21,288,Aaron Korn missed Free Throw.,35,38
2:21,2413,Lamontray Harris Defensive Rebound.,35,38
2:09,2413,Ty'Quan Bitting made Layup. Assisted by Miguel Dicent.,37,38
1:51,288,Rob Marberry missed Layup.,37,38
1:51,288,Rob Marberry Offensive Rebound.,37,38
1:47,288,Rob Marberry made Two Point Tip Shot.,37,40
1:28,2413,Foul on Ty'Quan Bitting.,37,40
1:28,2413,Ty'Quan Bitting Turnover.,37,40
1:07,288,Garrison Mathews made Three Point Jumper. Assisted by Aaron Korn.,37,43
0:53,2413,Ronnye Beamon made Three Point Jumper. Assisted by Malik Maitland.,40,43
0:40,288,Garrison Mathews Turnover.,40,43
0:29,2413,Foul on Keion Alexander.,40,43
0:29,2413,Keion Alexander Turnover.,40,43
0:29,288,Lipscomb  Timeout,40,43
0:04,288,Kenny Cooper missed Layup.,40,43
0:04,2413,Keion Alexander Block.,40,43
0:03,288,Kenny Cooper Offensive Rebound.,40,43
0:01,288,Kenny Cooper missed Layup.,40,43
0:01,2413,Miguel Dicent Block.,40,43
0:00,288,Kenny Cooper Offensive Rebound.,40,43
0:00,288,End of 1st half,40,43
19:54,288,Garrison Mathews made Three Point Jumper. Assisted by Rob Marberry.,40,46
19:30,2413,DeJuan Marrero missed Jumper.,40,46
19:30,2413,DeJuan Marrero Offensive Rebound.,40,46
19:25,2413,DeJuan Marrero made Jumper.,42,46
19:02,288,Eli Pepper missed Three Point Jumper.,42,46
19:02,288,Rob Marberry Offensive Rebound.,42,46
18:57,288,Rob Marberry missed Jumper.,42,46
18:57,2413,Malik Maitland Defensive Rebound.,42,46
18:49,2413,Foul on DeJuan Marrero.,42,46
18:49,2413,DeJuan Marrero Turnover.,42,46
18:35,288,Garrison Mathews made Jumper. Assisted by Rob Marberry.,42,48
18:35,2413,Foul on Xavier Moon.,42,48
18:35,288,Garrison Mathews made Free Throw.,42,49
18:26,288,Foul on Rob Marberry.,42,49
18:26,2413,Treshaad Williams made Free Throw.,43,49
18:26,2413,Treshaad Williams missed Free Throw.,43,49
18:26,288,Lipscomb Defensive Rebound.,43,49
18:09,288,Eli Pepper made Dunk. Assisted by Nathan Moran.,43,51
17:46,2413,DeJuan Marrero missed Layup.,43,51
17:46,288,Garrison Mathews Defensive Rebound.,43,51
17:38,288,Josh Williams made Three Point Jumper. Assisted by Rob Marberry.,43,54
17:34,2413,Morehead St  Timeout,43,54
17:25,288,Foul on Eli Pepper.,43,54
17:25,2413,DeJuan Marrero made Free Throw.,44,54
17:25,2413,DeJuan Marrero missed Free Throw.,44,54
17:25,288,Rob Marberry Defensive Rebound.,44,54
17:04,288,Josh Williams Turnover.,44,54
17:02,2413,Treshaad Williams Steal.,44,54
16:54,2413,Xavier Moon Turnover.,44,54
16:41,288,Rob Marberry made Layup. Assisted by Nathan Moran.,44,56
16:15,2413,Xavier Moon missed Three Point Jumper.,44,56
16:15,288,Josh Williams Defensive Rebound.,44,56
16:02,2413,Foul on Treshaad Williams.,44,56
16:02,288,Lipscomb  Turnover.,44,56
15:46,2413,Lamontray Harris made Jumper. Assisted by Malik Maitland.,46,56
15:33,288,Eli Pepper Turnover.,46,56
15:33,288,Official TV Timeout,46,56
15:22,2413,Lamontray Harris missed Jumper.,46,56
15:22,288,Garrison Mathews Defensive Rebound.,46,56
15:06,288,Josh Williams made Layup.,46,58
14:58,2413,Xavier Moon made Three Point Jumper. Assisted by Miguel Dicent.,49,58
14:44,288,Josh Williams missed Three Point Jumper.,49,58
14:44,2413,DeJuan Marrero Defensive Rebound.,49,58
14:35,2413,Xavier Moon made Three Point Jumper.,52,58
14:24,288,Lipscomb  Timeout,52,58
14:14,288,Garrison Mathews Turnover.,52,58
14:06,2413,Xavier Moon missed Three Point Jumper.,52,58
14:06,288,Rob Marberry Defensive Rebound.,52,58
14:02,2413,Foul on Lamontray Harris.,52,58
13:42,288,Josh Williams made Three Point Jumper. Assisted by Nathan Moran.,52,61
13:32,2413,DeJuan Marrero made Jumper. Assisted by Miguel Dicent.,54,61
13:21,288,Nathan Moran Turnover.,54,61
13:09,2413,Miguel Dicent missed Three Point Jumper.,54,61
13:09,288,Nathan Moran Defensive Rebound.,54,61
12:53,288,Garrison Mathews missed Layup.,54,61
12:53,2413,DeJuan Marrero Defensive Rebound.,54,61
12:48,2413,Xavier Moon made Jumper.,56,61
12:25,288,Aaron Korn made Three Point Jumper. Assisted by Garrison Mathews.,56,64
12:14,2413,Lamontray Harris missed Three Point Jumper.,56,64
12:14,2413,Xavier Moon Offensive Rebound.,56,64
12:00,2413,Xavier Moon Turnover.,56,64
11:59,288,George Brammeier Steal.,56,64
11:55,288,Official TV Timeout,56,64
11:55,288,Garrison Mathews missed Layup.,56,64
11:55,2413,Lamontray Harris Block.,56,64
11:55,2413,Morehead St Defensive Rebound.,56,64
11:48,288,Foul on Aaron Korn.,56,64
11:33,2413,Lamontray Harris missed Jumper.,56,64
11:33,2413,DeJuan Marrero Offensive Rebound.,56,64
11:32,288,Foul on Cam Miller.,56,64
11:23,2413,Lamontray Harris missed Jumper.,56,64
11:23,288,Aaron Korn Defensive Rebound.,56,64
11:10,288,George Brammeier made Layup. Assisted by Nathan Moran.,56,66
10:59,2413,Malik Maitland made Layup.,58,66
10:35,288,Michael Buckland missed Jumper.,58,66
10:35,2413,Malik Maitland Defensive Rebound.,58,66
10:18,2413,Jordan Walker missed Three Point Jumper.,58,66
10:18,288,Michael Buckland Defensive Rebound.,58,66
10:04,288,Foul on George Brammeier.,58,66
10:04,288,George Brammeier Turnover.,58,66
9:36,2413,Miguel Dicent made Jumper. Assisted by Jordan Walker.,60,66
9:25,288,Aaron Korn missed Layup.,60,66
9:25,2413,Lamontray Harris Block.,60,66
9:25,2413,Lamontray Harris Defensive Rebound.,60,66
8:59,2413,Xavier Moon missed Layup.,60,66
8:59,288,Eli Pepper Defensive Rebound.,60,66
8:43,288,Cam Miller missed Layup.,60,66
8:43,2413,DeJuan Marrero Defensive Rebound.,60,66
8:36,2413,Xavier Moon made Layup.,62,66
8:21,2413,Foul on Malik Maitland.,62,66
8:18,2413,Foul on Lamontray Harris.,62,66
8:11,288,Josh Williams missed Three Point Jumper.,62,66
8:11,2413,Miguel Dicent Defensive Rebound.,62,66
8:02,288,Foul on Josh Williams.,62,66
8:01,2413,Xavier Moon missed Three Point Jumper.,62,66
8:01,288,Eli Pepper Defensive Rebound.,62,66
7:58,2413,Foul on Malik Maitland.,62,66
7:58,288,Official TV Timeout,62,66
7:58,288,Eli Pepper made Free Throw.,62,67
7:58,288,Eli Pepper made Free Throw.,62,68
7:49,2413,Xavier Moon missed Jumper.,62,68
7:49,288,Kenny Cooper Defensive Rebound.,62,68
7:19,288,Josh Williams made Jumper.,62,70
7:05,2413,Malik Maitland made Layup.,64,70
7:01,2413,Technical Foul on Morehead St.,64,70
7:01,288,Nathan Moran made Free Throw.,64,71
7:01,288,Nathan Moran made Free Throw.,64,72
6:51,288,Josh Williams made Three Point Jumper. Assisted by Garrison Mathews.,64,75
6:36,288,Foul on Rob Marberry.,64,75
6:36,2413,Treshaad Williams made Free Throw.,65,75
6:36,2413,Treshaad Williams missed Free Throw.,65,75
6:36,288,Garrison Mathews Defensive Rebound.,65,75
6:26,288,Garrison Mathews made Three Point Jumper. Assisted by Rob Marberry.,65,78
6:11,2413,Miguel Dicent missed Jumper.,65,78
6:11,2413,DeJuan Marrero Offensive Rebound.,65,78
6:05,2413,DeJuan Marrero missed Jumper.,65,78
6:05,2413,Miguel Dicent Offensive Rebound.,65,78
6:02,2413,Miguel Dicent made Layup.,67,78
5:42,288,Rob Marberry Turnover.,67,78
5:41,2413,Miguel Dicent Steal.,67,78
5:36,2413,Miguel Dicent missed Three Point Jumper.,67,78
5:36,288,Nathan Moran Defensive Rebound.,67,78
5:27,288,Josh Williams missed Three Point Jumper.,67,78
5:27,2413,DeJuan Marrero Defensive Rebound.,67,78
5:15,2413,Xavier Moon missed Three Point Jumper.,67,78
5:15,2413,Xavier Moon Offensive Rebound.,67,78
5:11,288,Foul on Rob Marberry.,67,78
5:11,2413,Xavier Moon made Free Throw.,68,78
5:11,2413,Xavier Moon made Free Throw.,69,78
5:01,2413,Foul on DeJuan Marrero.,69,78
5:01,288,Garrison Mathews made Free Throw.,69,79
5:01,288,Garrison Mathews made Free Throw.,69,80
4:36,288,Foul on Aaron Korn.,69,80
4:36,2413,Miguel Dicent missed Free Throw.,69,80
4:36,2413,Morehead St Offensive Rebound.,69,80
4:31,2413,Treshaad Williams made Layup. Assisted by Malik Maitland.,71,80
4:21,2413,Foul on Malik Maitland.,71,80
4:21,288,Nathan Moran made Free Throw.,71,81
4:21,288,Nathan Moran made Free Throw.,71,82
4:12,2413,Malik Maitland Turnover.,71,82
4:11,288,Nathan Moran Steal.,71,82
3:57,288,Garrison Mathews made Layup. Assisted by Nathan Moran.,71,84
3:45,2413,Miguel Dicent missed Three Point Jumper.,71,84
3:45,288,Nathan Moran Defensive Rebound.,71,84
3:19,288,Eli Pepper made Layup. Assisted by Nathan Moran.,71,86
3:08,2413,Morehead St  Timeout,71,86
3:08,288,Official TV Timeout,71,86
2:58,2413,Miguel Dicent made Three Point Jumper.,74,86
2:24,288,Garrison Mathews missed Jumper.,74,86
2:24,288,Josh Williams Offensive Rebound.,74,86
2:23,2413,Foul on Jordan Walker.,74,86
2:23,288,Josh Williams made Free Throw.,74,87
2:23,288,Josh Williams made Free Throw.,74,88
2:18,2413,Miguel Dicent made Three Point Jumper. Assisted by Xavier Moon.,77,88
1:59,288,Josh Williams made Layup. Assisted by Garrison Mathews.,77,90
1:46,2413,Lamontray Harris made Jumper.,79,90
1:15,288,Kenny Cooper Turnover.,79,90
1:14,2413,Jordan Walker Steal.,79,90
1:10,2413,Miguel Dicent made Jumper.,81,90
1:02,2413,Foul on Jordan Walker.,81,90
1:02,288,Kenny Cooper missed Free Throw.,81,90
1:02,288,Lipscomb Deadball Team Rebound.,81,90
1:02,288,Kenny Cooper made Free Throw.,81,91
0:56,288,Foul on Kenny Cooper.,81,91
0:56,2413,Miguel Dicent missed Free Throw.,81,91
0:56,2413,Morehead St Deadball Team Rebound.,81,91
0:56,2413,Miguel Dicent made Free Throw.,82,91
0:54,2413,Foul on Xavier Moon.,82,91
0:54,288,Kenny Cooper made Free Throw.,82,92
0:54,288,Kenny Cooper made Free Throw.,82,93
0:43,2413,Xavier Moon missed Three Point Jumper.,82,93
0:43,288,Kenny Cooper Defensive Rebound.,82,93
0:38,2413,Foul on Jordan Walker.,82,93
0:38,288,Kenny Cooper made Free Throw.,82,94
0:38,288,Kenny Cooper made Free Throw.,82,95
0:30,2413,Xavier Moon missed Three Point Jumper.,82,95
0:30,2413,DeJuan Marrero Offensive Rebound.,82,95
0:28,288,Foul on Eli Pepper.,82,95
0:28,2413,DeJuan Marrero made Free Throw.,83,95
0:28,2413,DeJuan Marrero made Free Throw.,84,95
0:25,2413,Foul on Jordan Walker.,84,95
0:25,288,Garrison Mathews made Free Throw.,84,96
0:25,288,Garrison Mathews made Free Throw.,84,97
0:19,2413,Miguel Dicent missed Three Point Jumper.,84,97
0:19,288,Garrison Mathews Defensive Rebound.,84,97
0:16,2413,Foul on Malik Maitland.,84,97
0:16,288,Garrison Mathews missed Free Throw.,84,97
0:16,288,Lipscomb Deadball Team Rebound.,84,97
0:16,288,Garrison Mathews made Free Throw.,84,98
0:13,2413,Xavier Moon missed Three Point Jumper.,84,98
0:13,2413,Morehead St Offensive Rebound.,84,98
0:06,2413,Miguel Dicent missed Layup.,84,98
0:06,288,Garrison Mathews Defensive Rebound.,84,98
0:00,288,End of Game,84,98
