Saint Peter's,120,Maryland,2612
2:58,2612,Quadir Welton Offensive Rebound.,17,37
2:53,2612,Quadir Welton missed Layup.,17,37
2:53,2612,Quadir Welton Offensive Rebound.,17,37
2:52,120,Foul on L.G. Gill.,17,37
2:52,2612,Quadir Welton missed Free Throw.,17,37
2:52,2612,Saint Peter's Deadball Team Rebound.,17,37
2:52,2612,Quadir Welton made Free Throw.,18,37
2:23,120,Jaylen Brantley missed Jumper.,18,37
2:23,120,Kevin Huerter Offensive Rebound.,18,37
2:20,2612,Foul on Chazz Patterson.,18,37
2:20,120,Kevin Huerter made Free Throw.,18,38
2:20,120,Kevin Huerter missed Free Throw.,18,38
2:20,2612,Quadir Welton Defensive Rebound.,18,38
1:58,2612,Quadir Welton missed Layup.,18,38
1:58,2612,Saint Peter's Offensive Rebound.,18,38
1:54,2612,Cavon Baker missed Jumper.,18,38
1:54,120,Dion Wiley Defensive Rebound.,18,38
1:51,2612,Foul on Cavon Baker.,18,38
1:51,120,Dion Wiley made Free Throw.,18,39
1:51,120,Dion Wiley made Free Throw.,18,40
1:25,2612,Nick Griffin missed Layup.,18,40
1:25,2612,Quadir Welton Offensive Rebound.,18,40
1:22,2612,Quadir Welton missed Layup.,18,40
1:22,120,Dion Wiley Defensive Rebound.,18,40
0:59,120,Ivan Bender Turnover.,18,40
0:57,2612,Trevis Wyche missed Three Point Jumper.,18,40
0:57,120,Jaylen Brantley Defensive Rebound.,18,40
0:08,120,L.G. Gill Turnover.,18,40
0:08,120,Foul on L.G. Gill.,18,40
0:00,120,End of 1st half,18,40
19:48,120,Kevin Huerter missed Three Point Jumper.,18,40
19:48,120,Justin Jackson Offensive Rebound.,18,40
19:44,2612,Foul on Trevis Wyche.,18,40
19:44,120,Justin Jackson missed Free Throw.,18,40
19:44,120,Maryland Deadball Team Rebound.,18,40
19:44,120,Justin Jackson made Free Throw.,18,41
19:26,2612,Trevis Wyche made Jumper.,20,41
19:09,120,Melo Trimble made Three Point Jumper.,20,44
18:44,2612,Quadir Welton Turnover.,20,44
18:32,120,Kevin Huerter missed Three Point Jumper.,20,44
18:32,2612,Nnamdi Enechionyia Defensive Rebound.,20,44
18:24,2612,Chazz Patterson made Layup. Assisted by Nnamdi Enechionyia.,22,44
18:07,120,Melo Trimble missed Jumper.,22,44
18:07,120,Maryland Offensive Rebound.,22,44
18:03,2612,Foul on Nnamdi Enechionyia.,22,44
18:03,120,Justin Jackson made Free Throw.,22,45
18:03,120,Justin Jackson made Free Throw.,22,46
17:45,2612,Trevis Wyche made Layup.,24,46
17:32,120,Michal Cekovsky made Jumper.,24,48
17:08,2612,Trevis Wyche made Jumper.,26,48
16:56,120,Foul on Michal Cekovsky.,26,48
16:56,120,Michal Cekovsky Turnover.,26,48
16:33,120,Foul on Anthony Cowan.,26,48
16:22,2612,Mamadou Ndiaye missed Layup.,26,48
16:22,120,Ivan Bender Defensive Rebound.,26,48
16:10,120,Anthony Cowan missed Three Point Jumper.,26,48
16:10,2612,Mamadou Ndiaye Defensive Rebound.,26,48
15:40,2612,Trevis Wyche missed Layup.,26,48
15:40,120,Ivan Bender Defensive Rebound.,26,48
15:27,120,Kevin Huerter Turnover.,26,48
15:27,2612,Saint Peter's  Timeout,26,48
15:00,2612,Chazz Patterson Turnover.,26,48
14:45,120,Jaylen Brantley missed Three Point Jumper.,26,48
14:45,120,Jaylen Brantley Offensive Rebound.,26,48
14:22,120,Ivan Bender made Layup. Assisted by Melo Trimble.,26,50
14:04,2612,Nick Griffin missed Three Point Jumper.,26,50
14:04,120,Justin Jackson Defensive Rebound.,26,50
13:50,120,Melo Trimble missed Jumper.,26,50
13:50,120,Maryland Offensive Rebound.,26,50
13:33,120,Dion Wiley missed Three Point Jumper.,26,50
13:33,2612,Nnamdi Enechionyia Defensive Rebound.,26,50
13:08,120,Foul on Ivan Bender.,26,50
13:08,2612,Quadir Welton missed Free Throw.,26,50
13:08,2612,Saint Peter's Deadball Team Rebound.,26,50
13:08,2612,Quadir Welton missed Free Throw.,26,50
13:08,120,Jaylen Brantley Defensive Rebound.,26,50
12:54,120,Jared Nickens Turnover.,26,50
12:36,2612,Antwon Portley missed Jumper.,26,50
12:36,120,Jaylen Brantley Defensive Rebound.,26,50
12:28,120,Jared Nickens missed Three Point Jumper.,26,50
12:28,2612,Saint Peter's Defensive Rebound.,26,50
12:11,2612,Sam Idowu missed Jumper.,26,50
12:11,2612,Nnamdi Enechionyia Offensive Rebound.,26,50
12:09,120,Foul on Jared Nickens.,26,50
11:58,2612,Cavon Baker missed Jumper.,26,50
11:58,120,Jaylen Brantley Defensive Rebound.,26,50
11:49,120,Dion Wiley missed Jumper.,26,50
11:49,2612,Antwon Portley Defensive Rebound.,26,50
11:42,2612,Nnamdi Enechionyia Turnover.,26,50
11:40,120,Anthony Cowan Steal.,26,50
11:37,2612,Foul on Antwon Portley.,26,50
11:37,120,Maryland  Timeout,26,50
11:37,120,Anthony Cowan made Free Throw.,26,51
11:37,120,Anthony Cowan missed Free Throw.,26,51
11:37,2612,Nnamdi Enechionyia Defensive Rebound.,26,51
11:21,2612,Trevis Wyche made Jumper.,28,51
11:01,120,L.G. Gill missed Jumper.,28,51
11:01,2612,Antwon Portley Defensive Rebound.,28,51
10:51,2612,Sam Idowu made Jumper. Assisted by Antwon Portley.,30,51
10:43,120,Maryland  Timeout,30,51
10:31,120,Michal Cekovsky missed Layup.,30,51
10:31,2612,Quadir Welton Defensive Rebound.,30,51
10:14,2612,Cavon Baker missed Three Point Jumper.,30,51
10:14,120,Michal Cekovsky Defensive Rebound.,30,51
10:00,120,Michal Cekovsky Turnover.,30,51
10:00,2612,Cavon Baker Steal.,30,51
9:56,120,Foul on Jaylen Brantley.,30,51
9:56,2612,Cavon Baker made Free Throw.,31,51
9:56,2612,Cavon Baker missed Free Throw.,31,51
9:56,120,Michal Cekovsky Defensive Rebound.,31,51
9:43,120,Michal Cekovsky missed Jumper.,31,51
9:43,2612,Quinn Taylor Block.,31,51
9:40,2612,Trevis Wyche Defensive Rebound.,31,51
9:34,2612,Cavon Baker missed Jumper.,31,51
9:34,120,Maryland Defensive Rebound.,31,51
9:32,2612,Foul on Quadir Welton.,31,51
9:19,120,Dion Wiley missed Layup.,31,51
9:19,2612,Quadir Welton Block.,31,51
9:17,2612,Quadir Welton Defensive Rebound.,31,51
9:11,2612,Cavon Baker missed Layup.,31,51
9:11,120,Anthony Cowan Defensive Rebound.,31,51
9:10,2612,Foul on Quadir Welton.,31,51
8:45,120,Kevin Huerter made Jumper.,31,53
8:29,2612,Chazz Patterson made Layup.,33,53
8:13,120,Justin Jackson made Layup. Assisted by Michal Cekovsky.,33,55
8:13,2612,Foul on Quinn Taylor.,33,55
8:13,120,Justin Jackson made Free Throw.,33,56
7:55,2612,Saint Peter's  Timeout,33,56
7:40,2612,Trevis Wyche missed Three Point Jumper.,33,56
7:40,120,Melo Trimble Defensive Rebound.,33,56
7:20,120,Anthony Cowan missed Jumper.,33,56
7:20,2612,Chazz Patterson Defensive Rebound.,33,56
7:08,2612,Nick Griffin missed Three Point Jumper.,33,56
7:08,120,Justin Jackson Defensive Rebound.,33,56
6:53,120,Foul on Justin Jackson.,33,56
6:53,120,Justin Jackson Turnover.,33,56
6:31,2612,Quadir Welton made Jumper.,35,56
6:08,120,Anthony Cowan Turnover.,35,56
6:07,2612,Antwon Portley Steal.,35,56
6:04,2612,Antwon Portley made Layup.,37,56
5:37,120,Ivan Bender missed Jumper.,37,56
5:37,2612,Antwon Portley Defensive Rebound.,37,56
5:29,2612,Chazz Patterson made Three Point Jumper. Assisted by Antwon Portley.,40,56
5:20,120,Maryland  Timeout,40,56
5:00,120,Justin Jackson made Three Point Jumper. Assisted by Michal Cekovsky.,40,59
4:31,2612,Quadir Welton missed Layup.,40,59
4:31,120,Anthony Cowan Defensive Rebound.,40,59
4:26,120,Melo Trimble made Layup.,40,61
4:11,2612,Quadir Welton missed Layup.,40,61
4:11,2612,Chazz Patterson Offensive Rebound.,40,61
4:07,2612,Nick Griffin made Three Point Jumper. Assisted by Chazz Patterson.,43,61
3:41,2612,Foul on Nick Griffin.,43,61
3:41,120,Maryland  Timeout,43,61
3:41,120,Anthony Cowan missed Free Throw.,43,61
3:41,120,Maryland Deadball Team Rebound.,43,61
3:41,120,Anthony Cowan made Free Throw.,43,62
3:15,2612,Chazz Patterson made Three Point Jumper. Assisted by Quadir Welton.,46,62
2:56,120,Kevin Huerter missed Three Point Jumper.,46,62
2:56,2612,Quinn Taylor Defensive Rebound.,46,62
2:42,2612,Nick Griffin missed Three Point Jumper.,46,62
2:42,120,Kevin Huerter Defensive Rebound.,46,62
2:27,120,Michal Cekovsky missed Jumper.,46,62
2:27,2612,Nick Griffin Defensive Rebound.,46,62
2:17,2612,Antwon Portley missed Three Point Jumper.,46,62
2:17,120,Dion Wiley Defensive Rebound.,46,62
1:45,120,Jared Nickens missed Three Point Jumper.,46,62
1:45,2612,Quadir Welton Defensive Rebound.,46,62
1:34,2612,Chazz Patterson made Three Point Jumper. Assisted by Antwon Portley.,49,62
1:30,2612,Saint Peter's  Timeout,49,62
1:27,2612,Antwon Portley missed Three Point Jumper.,49,62
1:27,120,L.G. Gill Defensive Rebound.,49,62
1:21,2612,Foul on Trevis Wyche.,49,62
1:21,120,L.G. Gill missed Free Throw.,49,62
1:21,2612,Quadir Welton Defensive Rebound.,49,62
1:13,2612,Nick Griffin made Three Point Jumper. Assisted by Trevis Wyche.,52,62
1:11,2612,Saint Peter's  Timeout,52,62
1:09,2612,Foul on Quinn Taylor.,52,62
1:09,120,Jaylen Brantley made Free Throw.,52,63
1:07,120,Jaylen Brantley made Free Throw.,52,64
1:00,120,Foul on Anthony Cowan.,52,64
1:00,2612,Trevis Wyche made Free Throw.,53,64
1:00,2612,Trevis Wyche made Free Throw.,54,64
0:41,2612,Foul on Trevis Wyche.,54,64
0:41,120,Anthony Cowan made Free Throw.,54,65
0:41,120,Anthony Cowan made Free Throw.,54,66
0:27,2612,Trevis Wyche made Layup.,56,66
0:26,2612,Saint Peter's  Timeout,56,66
0:00,120,End of Game,56,66
