South Wesleyan,Error,UNC Greensboro,2430
0:09,-1,Southern Wesleyan Defensive Rebound.,24,56
0:00,-1,Darius Sharpe missed Jumper.,24,56
0:00,2430,R.J. White Defensive Rebound.,24,56
0:00,2430,End of 1st half,24,56
19:43,2430,R.J. White made Jumper.,24,58
19:27,-1,Jeremy Wert Turnover.,24,58
19:15,2430,Jordy Kuiper made Dunk. Assisted by R.J. White.,24,60
18:49,-1,Jeremy Wert missed Three Point Jumper.,24,60
18:49,2430,Francis Alonso Defensive Rebound.,24,60
18:37,2430,Diante Baldwin missed Jumper.,24,60
18:37,-1,Jeremy Wert Block.,24,60
18:36,-1,Justice McCullough Defensive Rebound.,24,60
18:22,-1,Daryl Myers missed Three Point Jumper.,24,60
18:22,2430,Francis Alonso Defensive Rebound.,24,60
18:00,2430,Marvin Smith made Layup.,24,62
17:40,-1,Daryl Myers Turnover.,24,62
17:39,2430,Francis Alonso Steal.,24,62
17:38,2430,Francis Alonso Turnover.,24,62
17:37,-1,Dj Dobson Steal.,24,62
17:35,-1,Darius Sharpe made Three Point Jumper. Assisted by Daryl Myers.,27,62
17:24,2430,Jordy Kuiper made Layup. Assisted by R.J. White.,27,64
16:57,-1,Daryl Myers missed Layup.,27,64
16:57,2430,Marvin Smith Block.,27,64
16:56,-1,Southern Wesleyan Offensive Rebound.,27,64
16:47,-1,Justice McCullough missed Jumper.,27,64
16:47,2430,Diante Baldwin Defensive Rebound.,27,64
16:42,2430,Diante Baldwin made Layup.,27,66
16:27,-1,Daryl Myers Turnover.,27,66
16:26,2430,Diante Baldwin Steal.,27,66
16:22,2430,Marvin Smith made Layup. Assisted by Diante Baldwin.,27,68
16:08,-1,Southern Wesleyan  Timeout,27,68
15:57,-1,Darius Sharpe missed Three Point Jumper.,27,68
15:57,2430,R.J. White Defensive Rebound.,27,68
15:32,2430,Marvin Smith made Layup.,27,70
15:10,2430,Foul on James Dickey.,27,70
15:10,2430,Official TV Timeout,27,70
15:10,-1,Jeremy Wert made Free Throw.,28,70
15:10,-1,Jeremy Wert missed Free Throw.,28,70
15:10,2430,Demetrius Troy Defensive Rebound.,28,70
14:53,2430,Diante Baldwin made Three Point Jumper. Assisted by R.J. White.,28,73
14:33,-1,Darrian Brown made Layup.,30,73
14:26,-1,Foul on Justice McCullough.,30,73
14:26,2430,Marvin Smith made Free Throw.,30,74
14:26,2430,Marvin Smith missed Free Throw.,30,74
14:26,-1,Justice McCullough Defensive Rebound.,30,74
14:15,-1,Darius Sharpe made Layup.,32,74
14:01,2430,R.J. White missed Jumper.,32,74
14:01,2430,James Dickey Offensive Rebound.,32,74
13:56,2430,Foul on R.J. White.,32,74
13:56,2430,R.J. White Turnover.,32,74
13:39,-1,Justice McCullough Turnover.,32,74
13:26,2430,James Dickey Turnover.,32,74
13:26,-1,Jt Noellert Steal.,32,74
13:23,-1,Darius Sharpe made Three Point Jumper.,35,74
13:13,-1,Foul on Justice McCullough.,35,74
13:13,2430,Lloyd Burgess missed Free Throw.,35,74
13:13,2430,UNC Greensboro Deadball Team Rebound.,35,74
13:13,2430,Lloyd Burgess missed Free Throw.,35,74
13:13,-1,Southern Wesleyan Deadball Team Rebound.,35,74
12:57,-1,Jt Noellert made Jumper. Assisted by Jeremy Wert.,37,74
12:50,2430,Lloyd Burgess made Layup. Assisted by Diante Baldwin.,37,76
12:34,-1,Jeremy Wert missed Layup.,37,76
12:34,-1,Jeremy Wert Offensive Rebound.,37,76
12:31,-1,Jeremy Wert made Layup.,39,76
12:15,2430,Demetrius Troy Turnover.,39,76
12:14,-1,Zalan Richards Steal.,39,76
12:09,-1,Jeremy Wert made Layup.,41,76
11:48,-1,Foul on Zalan Richards.,41,76
11:48,2430,Official TV Timeout,41,76
11:46,2430,Demetrius Troy missed Jumper.,41,76
11:46,-1,Jeremy Wert Defensive Rebound.,41,76
11:34,-1,Jt Noellert made Layup. Assisted by Darrian Brown.,43,76
11:20,2430,Malik Massey made Jumper.,43,78
11:00,2430,Foul on Jordy Kuiper.,43,78
10:34,-1,Darrian Brown Turnover.,43,78
10:17,2430,Jordy Kuiper Turnover.,43,78
10:16,-1,Jeremy Wert Steal.,43,78
10:14,-1,Jeremy Wert missed Three Point Jumper.,43,78
10:14,2430,James Dickey Defensive Rebound.,43,78
10:01,2430,Diante Baldwin missed Three Point Jumper.,43,78
10:01,-1,Southern Wesleyan Defensive Rebound.,43,78
9:46,-1,Darius Sharpe missed Jumper.,43,78
9:46,2430,James Dickey Defensive Rebound.,43,78
9:33,2430,Garrett Collins missed Three Point Jumper.,43,78
9:33,2430,Diante Baldwin Offensive Rebound.,43,78
9:22,2430,Francis Alonso made Three Point Jumper.,43,81
9:06,-1,Darius Sharpe made Three Point Jumper. Assisted by Zalan Richards.,46,81
8:52,2430,James Dickey missed Layup.,46,81
8:52,-1,Southern Wesleyan Defensive Rebound.,46,81
8:38,-1,Darrian Brown missed Jumper.,46,81
8:38,-1,Justice McCullough Offensive Rebound.,46,81
8:34,-1,Justice McCullough Turnover.,46,81
8:34,2430,Diante Baldwin Steal.,46,81
8:28,2430,Diante Baldwin missed Three Point Jumper.,46,81
8:28,2430,Lloyd Burgess Offensive Rebound.,46,81
8:24,2430,Lloyd Burgess Turnover.,46,81
8:02,-1,Justice McCullough made Layup.,48,81
8:02,2430,Foul on Lloyd Burgess.,48,81
8:02,-1,Justice McCullough missed Free Throw.,48,81
8:02,2430,Demetrius Troy Defensive Rebound.,48,81
7:50,2430,Demetrius Troy missed Layup.,48,81
7:50,-1,Dj Dobson Defensive Rebound.,48,81
7:38,2430,Official TV Timeout,48,81
7:26,-1,Dj Dobson missed Layup.,48,81
7:26,2430,Lloyd Burgess Block.,48,81
7:24,-1,Southern Wesleyan Offensive Rebound.,48,81
7:19,-1,Darius Sharpe missed Jumper.,48,81
7:19,2430,UNC Greensboro Defensive Rebound.,48,81
7:01,2430,James Dickey missed Layup.,48,81
7:01,-1,Darius Sharpe Block.,48,81
7:01,2430,UNC Greensboro Offensive Rebound.,48,81
7:00,-1,Foul on Darius Sharpe.,48,81
7:00,2430,Garrett Collins made Free Throw.,48,82
7:00,2430,Garrett Collins made Free Throw.,48,83
6:35,-1,Darius Sharpe missed Three Point Jumper.,48,83
6:35,-1,Jeremy Wert Offensive Rebound.,48,83
6:29,-1,Southern Wesleyan  Turnover.,48,83
6:13,2430,James Dickey Turnover.,48,83
5:59,-1,Kevin Stamps missed Jumper.,48,83
5:59,2430,James Dickey Defensive Rebound.,48,83
5:42,2430,Garrett Collins missed Layup.,48,83
5:42,-1,Dj Dobson Block.,48,83
5:40,-1,Dj Dobson Defensive Rebound.,48,83
5:35,2430,Foul on Jelani Mofford.,48,83
5:35,-1,Dj Dobson made Free Throw.,49,83
5:35,-1,Dj Dobson made Free Throw.,50,83
5:10,2430,Demetrius Troy made Jumper.,50,85
4:41,-1,Darius Sharpe made Three Point Jumper. Assisted by Darrian Brown.,53,85
4:09,-1,Foul on Dj Dobson.,53,85
4:04,2430,Garrett Collins made Layup. Assisted by Demetrius Troy.,53,87
3:46,2430,Foul on Garrett Collins.,53,87
3:46,2430,Official TV Timeout,53,87
3:46,-1,Dj Dobson made Free Throw.,54,87
3:46,-1,Dj Dobson made Free Throw.,55,87
3:32,2430,Malik Massey missed Jumper.,55,87
3:32,-1,Darrian Brown Defensive Rebound.,55,87
3:14,-1,Jeremy Wert missed Jumper.,55,87
3:14,2430,Lloyd Burgess Defensive Rebound.,55,87
2:59,2430,Demetrius Troy made Layup. Assisted by Lloyd Burgess.,55,89
2:38,-1,Jeremy Wert missed Three Point Jumper.,55,89
2:38,2430,Malik Massey Defensive Rebound.,55,89
2:30,2430,Jelani Mofford made Layup. Assisted by Malik Massey.,55,91
2:12,-1,Darius Sharpe Turnover.,55,91
1:58,2430,Lloyd Burgess made Dunk.,55,93
1:33,-1,Jerome Wimphrie missed Three Point Jumper.,55,93
1:33,2430,Demetrius Troy Defensive Rebound.,55,93
1:23,2430,Demetrius Troy Turnover.,55,93
1:22,-1,Darius Sharpe Steal.,55,93
1:20,-1,Darius Sharpe made Layup.,57,93
0:58,2430,Jelani Mofford made Three Point Jumper. Assisted by Demetrius Troy.,57,96
0:39,-1,Dj Dobson made Jumper.,59,96
0:23,2430,Garrett Collins missed Three Point Jumper.,59,96
0:23,-1,Jerome Wimphrie Defensive Rebound.,59,96
0:09,-1,De'Quan Weldon made Jumper.,61,96
0:00,2430,End of Game,61,96
