NJIT,314,Iona,2885
5:54,314,Sam Cassell Jr. made Jumper. Assisted by E.J. Crawford.,23,37
5:37,2885,Damon Lynn Turnover.,23,37
5:37,314,Deyshonee Much Steal.,23,37
5:17,314,Rickey McGill Turnover.,23,37
5:17,314,Foul on Rickey McGill.,23,37
5:02,2885,Reilly Walsh missed Jumper.,23,37
5:02,314,Taylor Bessick Defensive Rebound.,23,37
4:49,314,E.J. Crawford missed Three Point Jumper.,23,37
4:49,2885,Tim Coleman Defensive Rebound.,23,37
4:46,314,Foul on Taylor Bessick.,23,37
4:46,2885,Tim Coleman made Free Throw.,24,37
4:46,2885,Tim Coleman missed Free Throw.,24,37
4:46,314,Jordan Washington Defensive Rebound.,24,37
4:28,314,Jordan Washington Turnover.,24,37
4:28,314,Foul on Jordan Washington.,24,37
4:03,2885,Tim Coleman made Layup.,26,37
3:45,314,Deyshonee Much missed Three Point Jumper.,26,37
3:45,2885,Tim Coleman Defensive Rebound.,26,37
3:24,2885,Osa Izevbuwa missed Three Point Jumper.,26,37
3:24,314,Taylor Bessick Defensive Rebound.,26,37
3:01,314,Taylor Bessick missed Dunk.,26,37
3:01,314,Iona Deadball Team Rebound.,26,37
3:00,314,Taylor Bessick Turnover.,26,37
3:00,314,Official TV Timeout,26,37
2:47,2885,Osa Izevbuwa missed Layup.,26,37
2:47,2885,Osa Izevbuwa Offensive Rebound.,26,37
2:43,2885,Damon Lynn missed Three Point Jumper.,26,37
2:43,314,Taylor Bessick Defensive Rebound.,26,37
2:28,314,Schadrac Casimir missed Layup.,26,37
2:28,314,Taylor Bessick Offensive Rebound.,26,37
2:24,314,Jon Severe missed Jumper.,26,37
2:24,2885,Tim Coleman Defensive Rebound.,26,37
2:09,2885,Chris Jenkins made Three Point Jumper. Assisted by Damon Lynn.,29,37
1:52,314,Jon Severe made Three Point Jumper.,29,40
1:40,2885,Osa Izevbuwa Turnover.,29,40
1:26,314,Jon Severe missed Three Point Jumper.,29,40
1:26,2885,Tim Coleman Defensive Rebound.,29,40
1:24,314,Foul on Taylor Bessick.,29,40
1:24,2885,Tim Coleman missed Free Throw.,29,40
1:24,2885,NJIT Deadball Team Rebound.,29,40
1:24,2885,Tim Coleman made Free Throw.,30,40
1:09,314,Jan Svandrlik missed Three Point Jumper.,30,40
1:09,314,Schadrac Casimir Offensive Rebound.,30,40
1:04,314,Schadrac Casimir made Layup.,30,42
0:52,2885,Chris Jenkins missed Three Point Jumper.,30,42
0:52,314,Tyrell Williams Defensive Rebound.,30,42
0:43,314,Jan Svandrlik missed Three Point Jumper.,30,42
0:43,2885,Tim Coleman Defensive Rebound.,30,42
0:33,2885,Tim Coleman missed Three Point Jumper.,30,42
0:33,2885,Reilly Walsh Offensive Rebound.,30,42
0:28,314,Foul on Tyrell Williams.,30,42
0:28,2885,Damon Lynn made Free Throw.,31,42
0:28,2885,Damon Lynn made Free Throw.,32,42
0:02,314,Schadrac Casimir Turnover.,32,42
0:02,314,Foul on Schadrac Casimir.,32,42
0:01,2885,Damon Lynn Turnover.,32,42
0:01,314,Sam Cassell Jr. Steal.,32,42
0:00,314,End of 1st half,32,42
19:40,2885,Abdul Lewis missed Layup.,32,42
19:40,314,Jordan Washington Defensive Rebound.,32,42
19:23,314,Jordan Washington missed Layup.,32,42
19:23,2885,Abdul Lewis Defensive Rebound.,32,42
19:10,2885,Abdul Lewis missed Jumper.,32,42
19:10,314,Rickey McGill Defensive Rebound.,32,42
19:07,2885,Foul on Rob Ukawuba.,32,42
18:53,314,E.J. Crawford missed Jumper.,32,42
18:53,2885,Abdul Lewis Defensive Rebound.,32,42
18:32,2885,Damon Lynn missed Three Point Jumper.,32,42
18:32,314,Rickey McGill Defensive Rebound.,32,42
18:25,2885,Foul on Abdul Lewis.,32,42
18:25,314,E.J. Crawford made Free Throw.,32,43
18:25,314,E.J. Crawford made Free Throw.,32,44
18:16,2885,Osa Izevbuwa made Layup. Assisted by Tim Coleman.,34,44
17:57,314,Sam Cassell Jr. missed Three Point Jumper.,34,44
17:57,2885,Osa Izevbuwa Defensive Rebound.,34,44
17:46,2885,Osa Izevbuwa missed Layup.,34,44
17:46,314,Jordan Washington Defensive Rebound.,34,44
17:40,314,Sam Cassell Jr. missed Layup.,34,44
17:40,2885,Tim Coleman Block.,34,44
17:39,2885,Tim Coleman Defensive Rebound.,34,44
17:22,2885,Damon Lynn missed Three Point Jumper.,34,44
17:22,314,Rickey McGill Defensive Rebound.,34,44
17:13,2885,Foul on Abdul Lewis.,34,44
17:13,314,Jordan Washington made Free Throw.,34,45
17:13,314,Jordan Washington made Free Throw.,34,46
17:01,2885,Tim Coleman Turnover.,34,46
16:58,314,Deyshonee Much Steal.,34,46
16:53,2885,Foul on Abdul Lewis.,34,46
16:48,314,Jordan Washington made Layup.,34,48
16:32,2885,Chris Jenkins Turnover.,34,48
16:31,314,Deyshonee Much Steal.,34,48
16:24,314,Jon Severe missed Layup.,34,48
16:24,314,Jordan Washington Offensive Rebound.,34,48
16:21,314,Jordan Washington made Two Point Tip Shot.,34,50
16:14,2885,Damon Lynn missed Three Point Jumper.,34,50
16:14,2885,Mohamed Bendary Offensive Rebound.,34,50
16:06,2885,Chris Jenkins made Jumper.,36,50
15:54,314,Jordan Washington missed Layup.,36,50
15:54,2885,Mohamed Bendary Defensive Rebound.,36,50
15:46,2885,Anthony Tarke made Layup. Assisted by Damon Lynn.,38,50
15:25,314,Jordan Washington made Layup. Assisted by E.J. Crawford.,38,52
15:23,2885,NJIT  Timeout,38,52
15:23,314,Official TV Timeout,38,52
15:08,2885,Reilly Walsh missed Three Point Jumper.,38,52
15:08,2885,Reilly Walsh Offensive Rebound.,38,52
15:02,2885,Damon Lynn missed Layup.,38,52
15:02,2885,Damon Lynn Offensive Rebound.,38,52
14:54,2885,Chris Jenkins missed Three Point Jumper.,38,52
14:54,2885,Anthony Tarke Offensive Rebound.,38,52
14:52,314,Foul on Taylor Bessick.,38,52
14:52,314,Official TV Timeout,38,52
14:49,2885,Damon Lynn Turnover.,38,52
14:47,314,Rickey McGill Steal.,38,52
14:31,314,Deyshonee Much Turnover.,38,52
14:30,2885,Anthony Tarke Steal.,38,52
14:27,2885,Anthony Tarke made Layup.,40,52
14:14,314,Deyshonee Much missed Three Point Jumper.,40,52
14:14,2885,Reilly Walsh Defensive Rebound.,40,52
14:05,2885,Damon Lynn made Three Point Jumper. Assisted by Reilly Walsh.,43,52
13:55,314,Rickey McGill missed Jumper.,43,52
13:55,314,Rickey McGill Offensive Rebound.,43,52
13:47,2885,Foul on Reilly Walsh.,43,52
13:37,2885,Foul on Mohamed Bendary.,43,52
13:37,314,Jordan Washington made Free Throw.,43,53
13:37,314,Jordan Washington made Free Throw.,43,54
13:24,2885,Reilly Walsh missed Three Point Jumper.,43,54
13:24,2885,Anthony Tarke Offensive Rebound.,43,54
13:18,2885,Anthony Tarke missed Layup.,43,54
13:18,314,Jan Svandrlik Defensive Rebound.,43,54
13:11,314,Rickey McGill missed Three Point Jumper.,43,54
13:11,314,Jan Svandrlik Offensive Rebound.,43,54
13:05,2885,Foul on Reilly Walsh.,43,54
13:05,314,Jan Svandrlik made Free Throw.,43,55
13:05,314,Jan Svandrlik made Free Throw.,43,56
12:47,2885,Reilly Walsh missed Three Point Jumper.,43,56
12:47,2885,NJIT Offensive Rebound.,43,56
12:42,2885,Damon Lynn missed Three Point Jumper.,43,56
12:42,314,Iona Defensive Rebound.,43,56
12:18,314,Jordan Washington missed Layup.,43,56
12:18,314,Jordan Washington Offensive Rebound.,43,56
12:15,2885,Foul on Anthony Tarke.,43,56
12:15,314,Jordan Washington missed Free Throw.,43,56
12:15,314,Iona Deadball Team Rebound.,43,56
12:15,314,Jordan Washington made Free Throw.,43,57
12:06,314,Foul on Schadrac Casimir.,43,57
12:05,2885,Chris Jenkins missed Three Point Jumper.,43,57
12:05,2885,Tim Coleman Offensive Rebound.,43,57
12:02,2885,Tim Coleman made Layup.,45,57
11:52,314,Sam Cassell Jr. Turnover.,45,57
11:52,314,Official TV Timeout,45,57
11:41,2885,Osa Izevbuwa made Layup.,47,57
11:33,314,Rickey McGill missed Three Point Jumper.,47,57
11:33,314,Deyshonee Much Offensive Rebound.,47,57
11:16,314,Deyshonee Much missed Three Point Jumper.,47,57
11:16,314,Jan Svandrlik Offensive Rebound.,47,57
11:09,2885,Foul on Tim Coleman.,47,57
11:09,314,Schadrac Casimir made Free Throw.,47,58
11:09,314,Schadrac Casimir made Free Throw.,47,59
10:57,2885,Tim Coleman made Layup.,49,59
10:47,314,Jan Svandrlik missed Layup.,49,59
10:47,2885,Tim Coleman Block.,49,59
10:46,314,Iona Offensive Rebound.,49,59
10:43,314,Rickey McGill made Layup. Assisted by Jordan Washington.,49,61
10:35,2885,Anthony Tarke made Layup. Assisted by Chris Jenkins.,51,61
10:18,314,Rickey McGill Turnover.,51,61
10:10,2885,Tim Coleman missed Layup.,51,61
10:10,314,Deyshonee Much Defensive Rebound.,51,61
10:05,314,Rickey McGill made Layup.,51,63
10:05,2885,Foul on Osa Izevbuwa.,51,63
10:05,314,Rickey McGill made Free Throw.,51,64
9:51,2885,Osa Izevbuwa missed Three Point Jumper.,51,64
9:51,314,Iona Defensive Rebound.,51,64
9:45,314,Foul on Deyshonee Much.,51,64
9:45,2885,Foul on Chris Jenkins.,51,64
9:28,314,Jan Svandrlik made Three Point Jumper. Assisted by Deyshonee Much.,51,67
9:06,2885,Anthony Tarke missed Three Point Jumper.,51,67
9:06,2885,Chris Jenkins Offensive Rebound.,51,67
8:56,314,Foul on Jon Severe.,51,67
8:56,2885,Damon Lynn made Free Throw.,52,67
8:56,2885,Damon Lynn made Free Throw.,53,67
8:47,314,Jordan Washington made Layup. Assisted by Jon Severe.,53,69
8:40,2885,Damon Lynn missed Three Point Jumper.,53,69
8:40,314,Deyshonee Much Defensive Rebound.,53,69
8:26,2885,Foul on Tim Coleman.,53,69
8:26,314,Jordan Washington made Free Throw.,53,70
8:26,314,Jordan Washington missed Free Throw.,53,70
8:26,2885,Tim Coleman Defensive Rebound.,53,70
8:15,2885,Chris Jenkins made Three Point Jumper. Assisted by Anthony Tarke.,56,70
8:15,2885,NJIT  Timeout,56,70
8:15,314,Official TV Timeout,56,70
7:57,314,Jordan Washington missed Layup.,56,70
7:57,2885,Tim Coleman Defensive Rebound.,56,70
7:57,314,Foul on Jordan Washington.,56,70
7:57,314,Technical Foul on Jordan Washington.,56,70
7:57,314,Foul on Jordan Washington.,56,70
7:57,2885,Technical Foul on Tim Coleman.,56,70
7:57,2885,Foul on Tim Coleman.,56,70
7:40,2885,Anthony Tarke Turnover.,56,70
7:39,314,Deyshonee Much Steal.,56,70
7:17,314,Rickey McGill made Layup. Assisted by Sam Cassell Jr..,56,72
6:59,2885,Ron Alston made Layup. Assisted by Anthony Tarke.,58,72
6:45,314,Sam Cassell Jr. Turnover.,58,72
6:36,314,Foul on Taylor Bessick.,58,72
6:36,2885,Tim Coleman made Free Throw.,59,72
6:36,2885,Tim Coleman made Free Throw.,60,72
6:31,314,Jon Severe made Layup. Assisted by Deyshonee Much.,60,74
6:16,2885,Tim Coleman made Jumper. Assisted by Damon Lynn.,62,74
6:04,314,Jon Severe made Three Point Jumper. Assisted by Rickey McGill.,62,77
5:53,2885,Osa Izevbuwa missed Three Point Jumper.,62,77
5:53,314,Sam Cassell Jr. Defensive Rebound.,62,77
5:48,2885,Foul on Ron Alston.,62,77
5:48,314,Sam Cassell Jr. made Free Throw.,62,78
5:48,314,Sam Cassell Jr. made Free Throw.,62,79
5:39,2885,Chris Jenkins missed Three Point Jumper.,62,79
5:39,314,Deyshonee Much Defensive Rebound.,62,79
5:28,314,Sam Cassell Jr. made Three Point Jumper.,62,82
5:12,2885,Chris Jenkins made Three Point Jumper. Assisted by Damon Lynn.,65,82
5:11,2885,NJIT  Timeout,65,82
4:46,314,Deyshonee Much made Three Point Jumper.,65,85
4:35,2885,Tim Coleman missed Three Point Jumper.,65,85
4:35,2885,Rob Ukawuba Offensive Rebound.,65,85
4:30,314,Foul on Taylor Bessick.,65,85
4:30,2885,Rob Ukawuba made Free Throw.,66,85
4:30,2885,Rob Ukawuba missed Free Throw.,66,85
4:30,314,Deyshonee Much Defensive Rebound.,66,85
4:21,314,Sam Cassell Jr. missed Three Point Jumper.,66,85
4:21,2885,Tim Coleman Defensive Rebound.,66,85
4:11,2885,Chris Jenkins missed Three Point Jumper.,66,85
4:11,2885,Tim Coleman Offensive Rebound.,66,85
4:07,2885,Damon Lynn made Three Point Jumper. Assisted by Tim Coleman.,69,85
3:37,314,Jon Severe made Layup.,69,87
3:26,2885,Damon Lynn made Three Point Jumper. Assisted by Tim Coleman.,72,87
2:57,2885,Foul on Tim Coleman.,72,87
2:57,314,Official TV Timeout,72,87
2:57,314,Jon Severe made Free Throw.,72,88
2:57,314,Jon Severe made Free Throw.,72,89
2:53,2885,Damon Lynn missed Three Point Jumper.,72,89
2:53,314,Iona Defensive Rebound.,72,89
2:45,314,Rickey McGill made Layup. Assisted by Sam Cassell Jr..,72,91
2:22,2885,Damon Lynn made Three Point Jumper. Assisted by Reilly Walsh.,75,91
2:21,2885,NJIT  Timeout,75,91
2:09,314,E.J. Crawford missed Layup.,75,91
2:09,2885,Tim Coleman Defensive Rebound.,75,91
2:05,2885,Tim Coleman Turnover.,75,91
2:04,314,Rickey McGill Steal.,75,91
1:49,314,E.J. Crawford missed Three Point Jumper.,75,91
1:49,2885,Ron Alston Defensive Rebound.,75,91
1:38,314,Foul on Sam Cassell Jr..,75,91
1:38,2885,Damon Lynn missed Free Throw.,75,91
1:38,2885,NJIT Deadball Team Rebound.,75,91
1:38,2885,Damon Lynn made Free Throw.,76,91
1:20,2885,Foul on Ron Alston.,76,91
1:20,314,Rickey McGill missed Free Throw.,76,91
1:20,314,Iona Deadball Team Rebound.,76,91
1:20,314,Rickey McGill made Free Throw.,76,92
1:12,2885,Reilly Walsh missed Three Point Jumper.,76,92
1:12,314,Deyshonee Much Defensive Rebound.,76,92
0:48,314,Jon Severe Turnover.,76,92
0:48,2885,Reilly Walsh Steal.,76,92
0:45,2885,Shyquan Gibbs Turnover.,76,92
0:31,314,Luka Milosavljevic Turnover.,76,92
0:30,2885,Anthony Tarke Steal.,76,92
0:29,314,Foul on Jon Severe.,76,92
0:29,2885,Anthony Tarke made Free Throw.,77,92
0:29,2885,Anthony Tarke missed Free Throw.,77,92
0:29,314,Rickey McGill Defensive Rebound.,77,92
0:22,314,Sam Cassell Jr. Turnover.,77,92
0:21,2885,Anthony Tarke Steal.,77,92
0:17,2885,Damon Lynn missed Three Point Jumper.,77,92
0:17,2885,Chris Jenkins Offensive Rebound.,77,92
0:13,2885,Anthony Tarke missed Three Point Jumper.,77,92
0:13,314,Jon Severe Defensive Rebound.,77,92
0:10,2885,Foul on Reilly Walsh.,77,92
0:09,314,Jon Severe made Free Throw.,77,93
0:09,314,Jon Severe made Free Throw.,77,94
0:01,2885,Damon Lynn made Three Point Jumper. Assisted by Tim Coleman.,80,94
0:00,314,End of Game,80,94
