Holy Names,Error,Fresno State,278
14:07,278,Jahmel Taylor made Three Point Jumper.,4,15
14:06,2868,Holy Names University  Timeout,4,15
14:06,278,Official TV Timeout,4,15
13:36,2868,Colizel Lewis missed Jumper.,4,15
13:36,278,Cullen Russo Defensive Rebound.,4,15
13:21,278,Terrell Carter II made Jumper.,4,17
13:06,2868,Jason Webster Turnover.,4,17
13:04,278,Terrell Carter II Steal.,4,17
12:53,278,Cullen Russo missed Jumper.,4,17
12:53,2868,Ryan Herrera Defensive Rebound.,4,17
12:50,2868,Ryan Herrera Turnover.,4,17
12:49,278,Jahmel Taylor Steal.,4,17
12:33,278,Jahmel Taylor made Three Point Jumper. Assisted by Deshon Taylor.,4,20
12:12,2868,Reece Wible made Layup. Assisted by Colizel Lewis.,6,20
12:02,278,Deshon Taylor Turnover.,6,20
11:59,2868,Zac Young made Layup.,8,20
11:25,278,Jahmel Taylor missed Three Point Jumper.,8,20
11:25,278,Terrell Carter II Offensive Rebound.,8,20
11:18,2868,Foul on Reece Wible.,8,20
11:18,278,Official TV Timeout,8,20
11:18,278,Johnny McWilliams made Free Throw.,8,21
11:18,278,Johnny McWilliams missed Free Throw.,8,21
11:18,2868,Reece Wible Defensive Rebound.,8,21
11:05,2868,Ryan Herrera made Layup. Assisted by Zac Young.,10,21
10:52,278,Foul on Sam Bittner.,10,21
10:52,278,Sam Bittner Turnover.,10,21
10:41,2868,Zac Young Turnover.,10,21
10:39,278,Deshon Taylor Steal.,10,21
10:37,278,Deshon Taylor made Layup.,10,23
10:37,2868,Foul on Zac Young.,10,23
10:37,278,Deshon Taylor missed Free Throw.,10,23
10:37,2868,Andre Green Defensive Rebound.,10,23
10:24,2868,Andre Green missed Jumper.,10,23
10:24,278,Terrell Carter II Defensive Rebound.,10,23
10:14,278,Jaron Hopkins missed Jumper.,10,23
10:14,278,Sam Bittner Offensive Rebound.,10,23
9:57,278,Sam Bittner missed Three Point Jumper.,10,23
9:57,2868,Andre Green Defensive Rebound.,10,23
9:54,278,Foul on Johnny McWilliams.,10,23
9:40,2868,Foul on Jewels Sanders.,10,23
9:40,2868,Jewels Sanders Turnover.,10,23
9:18,278,Jaron Hopkins Turnover.,10,23
9:16,2868,Jason Webster Steal.,10,23
9:09,2868,Andre Green missed Three Point Jumper.,10,23
9:09,278,Bryson Williams Defensive Rebound.,10,23
8:56,278,Jaron Hopkins missed Jumper.,10,23
8:56,2868,Jason Webster Defensive Rebound.,10,23
8:50,2868,Andre Green made Layup. Assisted by Jason Webster.,12,23
8:49,278,Fresno St  Timeout,12,23
8:36,278,Jaron Hopkins Turnover.,12,23
8:25,2868,Jason Webster made Three Point Jumper. Assisted by Zac Young.,15,23
8:10,278,Paul Watson missed Three Point Jumper.,15,23
8:10,278,Bryson Williams Offensive Rebound.,15,23
8:08,2868,Foul on Zachary Rower.,15,23
7:44,278,Cullen Russo missed Layup.,15,23
7:44,2868,Marcelas Perry Defensive Rebound.,15,23
7:38,278,Foul on Paul Watson.,15,23
7:38,278,Official TV Timeout,15,23
7:38,2868,Jason Webster made Free Throw.,16,23
7:38,2868,Jason Webster made Free Throw.,17,23
7:27,278,Paul Watson missed Jumper.,17,23
7:27,2868,Holy Names University Defensive Rebound.,17,23
7:05,2868,Jason Webster Turnover.,17,23
7:04,278,Cullen Russo Steal.,17,23
7:01,278,Jaron Hopkins made Dunk. Assisted by Cullen Russo.,17,25
6:39,2868,Jason Webster missed Layup.,17,25
6:39,278,Paul Watson Block.,17,25
6:38,2868,Holy Names University Offensive Rebound.,17,25
6:35,2868,Marcelas Perry missed Jumper.,17,25
6:35,278,Cullen Russo Defensive Rebound.,17,25
6:25,278,Jaron Hopkins made Jumper.,17,27
5:58,2868,Zac Young Turnover.,17,27
5:57,278,Cullen Russo Steal.,17,27
5:36,278,Terrell Carter II Turnover.,17,27
5:22,2868,Dante Robinson made Three Point Jumper. Assisted by Jason Webster.,20,27
5:05,278,Terrell Carter II made Layup. Assisted by Cullen Russo.,20,29
4:51,2868,Marcelas Perry missed Layup.,20,29
4:51,278,Terrell Carter II Block.,20,29
4:50,2868,Holy Names University Offensive Rebound.,20,29
4:41,2868,Ryan Herrera missed Jumper.,20,29
4:41,278,Terrell Carter II Defensive Rebound.,20,29
4:38,2868,Foul on Marcelas Perry.,20,29
4:36,2868,Foul on Dante Robinson.,20,29
4:36,278,Terrell Carter II missed Free Throw.,20,29
4:36,278,Fresno St Deadball Team Rebound.,20,29
4:36,278,Terrell Carter II missed Free Throw.,20,29
4:36,278,Paul Watson Offensive Rebound.,20,29
4:29,278,Terrell Carter II missed Layup.,20,29
4:29,2868,Ryan Herrera Defensive Rebound.,20,29
4:03,278,Foul on Terrell Carter II.,20,29
3:43,278,Official TV Timeout,20,29
3:34,2868,Andre Green missed Three Point Jumper.,20,29
3:34,278,Cullen Russo Defensive Rebound.,20,29
3:24,2868,Foul on Ryan Herrera.,20,29
3:24,278,Terrell Carter II made Free Throw.,20,30
3:24,278,Terrell Carter II made Free Throw.,20,31
3:05,2868,Reece Wible missed Three Point Jumper.,20,31
3:05,2868,Marcelas Perry Offensive Rebound.,20,31
3:01,2868,Marcelas Perry made Jumper.,22,31
2:39,278,Paul Watson missed Jumper.,22,31
2:39,2868,Marcelas Perry Defensive Rebound.,22,31
2:29,2868,Dante Robinson Turnover.,22,31
2:28,278,Cullen Russo Steal.,22,31
2:16,278,Deshon Taylor made Three Point Jumper. Assisted by Jahmel Taylor.,22,34
1:48,2868,Dante Robinson made Jumper.,24,34
1:29,2868,Foul on Reece Wible.,24,34
1:29,278,Terrell Carter II missed Free Throw.,24,34
1:29,2868,Zac Young Defensive Rebound.,24,34
1:27,2868,Marcelas Perry Turnover.,24,34
1:26,278,Jaron Hopkins Steal.,24,34
1:06,278,Cullen Russo missed Three Point Jumper.,24,34
1:06,2868,Andre Green Defensive Rebound.,24,34
0:28,2868,Andre Green made Jumper.,26,34
0:03,278,Jaron Hopkins made Jumper.,26,36
0:00,278,End of 1st half,26,36
19:51,278,Foul on Paul Watson.,26,36
19:51,2868,Jewels Sanders missed Free Throw.,26,36
19:51,2868,Holy Names University Deadball Team Rebound.,26,36
19:51,2868,Jewels Sanders made Free Throw.,27,36
19:38,278,Jahmel Taylor missed Three Point Jumper.,27,36
19:38,278,Fresno St Offensive Rebound.,27,36
19:17,278,Bryson Williams made Layup.,27,38
19:02,2868,Jason Webster missed Jumper.,27,38
19:02,278,Cullen Russo Defensive Rebound.,27,38
18:45,2868,Foul on Jewels Sanders.,27,38
18:45,278,Paul Watson made Free Throw.,27,39
18:45,278,Paul Watson made Free Throw.,27,40
18:22,2868,Dante Robinson missed Jumper.,27,40
18:22,278,Jaron Hopkins Defensive Rebound.,27,40
18:14,278,Jaron Hopkins missed Layup.,27,40
18:14,2868,Zachary Rower Defensive Rebound.,27,40
18:08,2868,Jewels Sanders missed Three Point Jumper.,27,40
18:08,278,Bryson Williams Defensive Rebound.,27,40
17:56,2868,Foul on Jewels Sanders.,27,40
17:44,278,Cullen Russo missed Jumper.,27,40
17:44,278,Cullen Russo Offensive Rebound.,27,40
17:42,278,Cullen Russo made Layup.,27,42
17:27,2868,Jason Webster missed Layup.,27,42
17:27,278,Jahmel Taylor Defensive Rebound.,27,42
17:20,278,Cullen Russo made Dunk.,27,44
17:19,2868,Foul on Andre Green.,27,44
17:19,278,Cullen Russo missed Free Throw.,27,44
17:19,2868,Reece Wible Defensive Rebound.,27,44
16:58,2868,Dante Robinson Turnover.,27,44
16:43,278,Bryson Williams made Layup. Assisted by Jaron Hopkins.,27,46
16:18,2868,Andre Green made Jumper. Assisted by Reece Wible.,29,46
16:00,2868,Foul on Jamarae Moss.,29,46
15:59,278,Paul Watson made Jumper. Assisted by Jaron Hopkins.,29,48
15:40,2868,Andre Green Turnover.,29,48
15:39,278,Jaron Hopkins Steal.,29,48
15:37,278,Official TV Timeout,29,48
15:37,2868,Foul on Andre Green.,29,48
15:37,278,Jaron Hopkins made Free Throw.,29,49
15:37,278,Jaron Hopkins made Free Throw.,29,50
15:37,2868,Andre Green made Layup.,31,50
15:16,278,Terrell Carter II made Jumper.,31,52
14:53,278,Foul on Cullen Russo.,31,52
14:53,2868,Zac Young made Free Throw.,32,52
14:53,2868,Zac Young made Free Throw.,33,52
14:40,278,Terrell Carter II made Dunk. Assisted by Deshon Taylor.,33,54
14:20,2868,Marcelas Perry missed Three Point Jumper.,33,54
14:20,2868,Zac Young Offensive Rebound.,33,54
13:59,2868,Andre Green missed Jumper.,33,54
13:59,278,Jahmel Taylor Defensive Rebound.,33,54
13:50,278,Terrell Carter II made Layup. Assisted by Jahmel Taylor.,33,56
13:49,2868,Holy Names University  Timeout,33,56
13:38,2868,Marcelas Perry Turnover.,33,56
13:37,278,Jahmel Taylor Steal.,33,56
13:36,2868,Foul on Marcelas Perry.,33,56
13:16,278,Paul Watson missed Layup.,33,56
13:16,2868,Jamarae Moss Block.,33,56
13:14,278,Deshon Taylor Offensive Rebound.,33,56
13:11,278,Paul Watson made Three Point Jumper. Assisted by Deshon Taylor.,33,59
13:01,2868,Reece Wible missed Layup.,33,59
13:01,278,Paul Watson Block.,33,59
12:59,278,Sam Bittner Defensive Rebound.,33,59
12:53,278,Deshon Taylor missed Three Point Jumper.,33,59
12:53,2868,Reece Wible Defensive Rebound.,33,59
12:51,278,Foul on Sam Bittner.,33,59
12:24,2868,Ryan Herrera missed Jumper.,33,59
12:24,2868,Andre Green Offensive Rebound.,33,59
12:20,2868,Andre Green missed Layup.,33,59
12:20,2868,Andre Green Offensive Rebound.,33,59
12:17,2868,Andre Green missed Layup.,33,59
12:17,278,Sam Bittner Defensive Rebound.,33,59
12:16,278,Deshon Taylor Turnover.,33,59
12:04,2868,Ryan Herrera Turnover.,33,59
11:47,278,Terrell Carter II missed Jumper.,33,59
11:47,278,Fresno St Offensive Rebound.,33,59
11:45,278,Official TV Timeout,33,59
11:33,278,Bryson Williams made Dunk. Assisted by Jaron Hopkins.,33,61
11:33,2868,Foul on Fabian Arciniega.,33,61
11:33,278,Bryson Williams missed Free Throw.,33,61
11:33,2868,Jason Webster Defensive Rebound.,33,61
11:22,2868,Ryan Herrera Turnover.,33,61
11:21,278,Jaron Hopkins Steal.,33,61
11:16,278,Jaron Hopkins made Layup.,33,63
11:16,2868,Foul on Reece Wible.,33,63
11:16,278,Jaron Hopkins made Free Throw.,33,64
10:57,2868,Jewels Sanders missed Jumper.,33,64
10:57,278,Sam Bittner Block.,33,64
10:56,2868,Jewels Sanders Offensive Rebound.,33,64
10:48,2868,Jason Webster missed Three Point Jumper.,33,64
10:48,278,Bryson Williams Defensive Rebound.,33,64
10:28,278,Deshon Taylor made Layup.,33,66
10:10,2868,Jewels Sanders missed Layup.,33,66
10:10,278,Nate Grimes Block.,33,66
10:09,2868,Holy Names University Offensive Rebound.,33,66
10:04,2868,Jewels Sanders missed Layup.,33,66
10:04,278,Nate Grimes Block.,33,66
10:03,278,Jahmel Taylor Defensive Rebound.,33,66
9:47,278,Johnny McWilliams missed Three Point Jumper.,33,66
9:47,2868,Zachary Rower Defensive Rebound.,33,66
9:37,2868,Fabian Arciniega missed Jumper.,33,66
9:37,278,Deshon Taylor Defensive Rebound.,33,66
9:27,2868,Foul on Jake Higgins.,33,66
9:27,278,Jahmel Taylor made Free Throw.,33,67
9:27,278,Jahmel Taylor made Free Throw.,33,68
9:12,2868,Jewels Sanders made Jumper.,35,68
8:58,2868,Foul on Dante Robinson.,35,68
8:58,278,Johnny McWilliams missed Free Throw.,35,68
8:58,278,Fresno St Deadball Team Rebound.,35,68
8:58,278,Johnny McWilliams missed Free Throw.,35,68
8:58,278,Nate Grimes Offensive Rebound.,35,68
8:53,278,Nate Grimes Turnover.,35,68
8:43,278,Foul on Nate Grimes.,35,68
8:42,2868,Jake Higgins Turnover.,35,68
8:30,278,Bryson Williams Turnover.,35,68
8:16,2868,Dante Robinson made Three Point Jumper. Assisted by Jewels Sanders.,38,68
7:55,278,Official TV Timeout,38,68
7:45,278,Bryson Williams Turnover.,38,68
7:44,2868,Dante Robinson Steal.,38,68
7:39,278,Foul on Bryson Williams.,38,68
7:26,278,Foul on Johnny McWilliams.,38,68
7:26,2868,Holy Names University  Timeout,38,68
7:17,2868,Dante Robinson Turnover.,38,68
7:16,278,Bryson Williams Steal.,38,68
7:16,2868,Foul on Dante Robinson.,38,68
7:16,278,Bryson Williams made Free Throw.,38,69
7:16,278,Bryson Williams made Free Throw.,38,70
6:51,2868,Jewels Sanders made Three Point Jumper.,41,70
6:21,278,Deshon Taylor made Three Point Jumper.,41,73
6:00,278,Foul on Johnny McWilliams.,41,73
6:00,2868,Jewels Sanders made Free Throw.,42,73
6:00,2868,Jewels Sanders made Free Throw.,43,73
5:46,278,Johnny McWilliams missed Layup.,43,73
5:46,278,Johnny McWilliams Offensive Rebound.,43,73
5:41,278,Johnny McWilliams missed Layup.,43,73
5:41,2868,Holy Names University Defensive Rebound.,43,73
5:22,2868,Jake Higgins missed Three Point Jumper.,43,73
5:22,278,Deshon Taylor Defensive Rebound.,43,73
5:15,278,Sam Bittner made Layup. Assisted by Deshon Taylor.,43,75
5:05,2868,Jewels Sanders missed Three Point Jumper.,43,75
5:05,278,Johnny McWilliams Defensive Rebound.,43,75
4:45,278,Johnny McWilliams made Three Point Jumper. Assisted by Sam Bittner.,43,78
4:36,2868,Holy Names University  Timeout,43,78
4:18,2868,Jason Webster missed Jumper.,43,78
4:18,278,Deshon Taylor Defensive Rebound.,43,78
4:03,278,Deshon Taylor made Layup. Assisted by Nate Grimes.,43,80
3:53,278,Foul on Deshon Taylor.,43,80
3:53,278,Official TV Timeout,43,80
3:53,2868,Jason Webster made Free Throw.,44,80
3:53,2868,Jason Webster made Free Throw.,45,80
3:39,278,Johnny McWilliams missed Dunk.,45,80
3:39,2868,Ryan Herrera Block.,45,80
3:39,278,Fresno St Offensive Rebound.,45,80
3:34,278,Deshon Taylor made Layup.,45,82
3:07,2868,Jake Higgins missed Three Point Jumper.,45,82
3:07,278,Johnny McWilliams Defensive Rebound.,45,82
2:53,278,Johnny McWilliams missed Jumper.,45,82
2:53,2868,Ryan Herrera Defensive Rebound.,45,82
2:39,2868,Andre Green made Three Point Jumper. Assisted by Zac Young.,48,82
2:22,278,Nate Grimes Turnover.,48,82
2:20,2868,Jake Higgins Steal.,48,82
2:17,2868,Andre Green made Layup. Assisted by Jake Higgins.,50,82
2:00,2868,Foul on Ryan Herrera.,50,82
2:00,278,Nate Grimes made Free Throw.,50,83
2:00,278,Nate Grimes missed Free Throw.,50,83
2:00,2868,Zachary Rower Defensive Rebound.,50,83
1:49,2868,Zac Young missed Layup.,50,83
1:49,278,Sam Bittner Defensive Rebound.,50,83
1:45,278,Darryl McDowell-White made Layup. Assisted by Sam Bittner.,50,85
1:45,2868,Foul on Colizel Lewis.,50,85
1:45,278,Darryl McDowell-White made Free Throw.,50,86
1:19,2868,Andre Green missed Three Point Jumper.,50,86
1:19,278,Nate Grimes Defensive Rebound.,50,86
1:11,278,Deshon Taylor missed Three Point Jumper.,50,86
1:11,2868,Zachary Rower Defensive Rebound.,50,86
0:56,2868,Colizel Lewis Turnover.,50,86
0:55,278,Deshon Taylor Steal.,50,86
0:52,278,Deshon Taylor missed Layup.,50,86
0:52,2868,Fabian Arciniega Defensive Rebound.,50,86
0:45,2868,Colizel Lewis missed Three Point Jumper.,50,86
0:45,2868,Holy Names University Offensive Rebound.,50,86
0:38,2868,Andre Green made Jumper.,52,86
0:19,278,Deshon Taylor made Layup.,52,88
0:09,2868,Andre Green made Layup.,54,88
0:00,278,End of Game,54,88
