Hiwassee College,Error,Chattanooga,236
8:23,-1,Foul on Dess Culpepper.,8,26
8:23,236,Justin Tuoyo made Layup.,8,28
7:55,-1,Tevin Henry missed Jumper.,8,28
7:55,236,Nat Dixon Block.,8,28
7:52,236,Rodney Chatman Defensive Rebound.,8,28
7:46,236,Johnathan Burroughs-Cook made Layup.,8,30
7:33,-1,Jeulian High missed Layup.,8,30
7:33,236,Justin Tuoyo Block.,8,30
7:31,-1,Jeulian High Offensive Rebound.,8,30
7:29,-1,Tevin Henry made Dunk.,10,30
7:15,236,Johnathan Burroughs-Cook made Three Point Jumper. Assisted by Justin Tuoyo.,10,33
6:51,-1,Jay Johnson missed Jumper.,10,33
6:51,236,Justin Tuoyo Defensive Rebound.,10,33
6:42,236,Rodney Chatman Turnover.,10,33
6:42,236,Official TV Timeout,10,33
6:36,-1,Naequon Newman missed Layup.,10,33
6:36,236,Nat Dixon Block.,10,33
6:33,236,Peyton Woods Defensive Rebound.,10,33
6:20,236,Peyton Woods missed Three Point Jumper.,10,33
6:20,236,Tre' McLean Offensive Rebound.,10,33
5:50,236,Tre' McLean missed Three Point Jumper.,10,33
5:50,-1,Ben Snider Defensive Rebound.,10,33
5:27,-1,Foul on Tevin Henry.,10,33
5:27,-1,Tevin Henry Turnover.,10,33
5:16,236,Rodney Chatman Turnover.,10,33
5:08,-1,Tevin Henry missed Layup.,10,33
5:08,236,Rodney Chatman Defensive Rebound.,10,33
4:50,236,Peyton Woods made Three Point Jumper. Assisted by Greg Pryor.,10,36
4:19,-1,Naequon Newman Turnover.,10,36
4:17,236,Rodney Chatman Steal.,10,36
4:10,-1,Foul on Ben Snider.,10,36
4:10,236,Greg Pryor missed Free Throw.,10,36
4:10,236,Makinde London Offensive Rebound.,10,36
4:09,236,Makinde London made Layup.,10,38
3:56,-1,Daniel Graves missed Jumper.,10,38
3:56,236,Makinde London Defensive Rebound.,10,38
3:44,236,Makinde London made Layup.,10,40
3:30,236,Foul on Greg Pryor.,10,40
3:30,236,Official TV Timeout,10,40
3:14,-1,Daniel Graves missed Jumper.,10,40
3:14,236,Makinde London Defensive Rebound.,10,40
2:46,236,Makinde London missed Three Point Jumper.,10,40
2:46,236,Johnathan Burroughs-Cook Offensive Rebound.,10,40
2:35,236,Foul on Makinde London.,10,40
2:35,236,Makinde London Turnover.,10,40
2:32,-1,Dess Culpepper missed Jumper.,10,40
2:32,236,Justin Tuoyo Defensive Rebound.,10,40
2:22,236,Johnathan Burroughs-Cook made Three Point Jumper. Assisted by Tre' McLean.,10,43
1:53,-1,Aario Johnson made Jumper. Assisted by Jay Cade.,12,43
1:36,236,Justin Tuoyo Turnover.,12,43
1:25,236,Foul on Tre' McLean.,12,43
1:25,-1,Jay Cade missed Free Throw.,12,43
1:25,-1,Hiwassee Deadball Team Rebound.,12,43
1:25,-1,Jay Cade made Free Throw.,13,43
1:25,-1,Jay Cade made Free Throw.,14,43
1:06,236,Makinde London missed Three Point Jumper.,14,43
1:06,-1,Aario Johnson Defensive Rebound.,14,43
0:54,-1,Daniel Graves made Three Point Jumper.,17,43
0:45,236,Greg Pryor made Three Point Jumper.,17,46
0:33,-1,Daniel Graves missed Jumper.,17,46
0:33,236,Johnathan Burroughs-Cook Defensive Rebound.,17,46
0:01,236,Chattanooga  Turnover.,17,46
0:00,236,End of 1st half,17,46
19:50,-1,Jeulian High missed Jumper.,17,46
19:50,236,Justin Tuoyo Defensive Rebound.,17,46
19:11,236,Tre' McLean made Three Point Jumper. Assisted by Greg Pryor.,17,49
18:48,-1,Aario Johnson Turnover.,17,49
18:47,236,Greg Pryor Steal.,17,49
18:43,236,Tre' McLean missed Dunk.,17,49
18:43,236,Greg Pryor Offensive Rebound.,17,49
18:41,236,Greg Pryor missed Layup.,17,49
18:41,-1,Naequon Newman Defensive Rebound.,17,49
18:37,-1,Naequon Newman Turnover.,17,49
18:36,236,Greg Pryor Steal.,17,49
18:32,-1,Foul on Aario Johnson.,17,49
18:22,236,Justin Tuoyo made Dunk. Assisted by Greg Pryor.,17,51
18:07,236,Foul on Makinde London.,17,51
18:06,236,Foul on Greg Pryor.,17,51
18:06,-1,Ben Snider made Free Throw.,18,51
18:06,-1,Ben Snider missed Free Throw.,18,51
18:06,236,Makinde London Defensive Rebound.,18,51
17:51,236,Justin Tuoyo made Layup.,18,53
17:37,-1,Naequon Newman Turnover.,18,53
17:35,236,Greg Pryor Steal.,18,53
17:25,236,Justin Tuoyo Turnover.,18,53
17:12,236,Foul on Greg Pryor.,18,53
17:05,-1,Ben Snider missed Three Point Jumper.,18,53
17:05,-1,Tevin Henry Offensive Rebound.,18,53
17:01,-1,Tevin Henry made Layup.,20,53
16:34,236,Makinde London made Three Point Jumper. Assisted by Greg Pryor.,20,56
16:16,-1,Dess Culpepper missed Three Point Jumper.,20,56
16:16,236,Greg Pryor Defensive Rebound.,20,56
16:07,236,Peyton Woods made Three Point Jumper. Assisted by Tre' McLean.,20,59
15:48,-1,Ben Snider Turnover.,20,59
15:45,236,Makinde London Steal.,20,59
15:45,236,Justin Tuoyo made Dunk. Assisted by Makinde London.,20,61
15:44,-1,Foul on Dess Culpepper.,20,61
15:44,236,Official TV Timeout,20,61
15:44,236,Justin Tuoyo made Free Throw.,20,62
15:30,-1,Jay Cade made Jumper.,22,62
15:10,236,Makinde London made Three Point Jumper. Assisted by Rodney Chatman.,22,65
14:43,-1,Jay Cade missed Jumper.,22,65
14:43,-1,Hiwassee Offensive Rebound.,22,65
14:33,-1,Jay Cade missed Three Point Jumper.,22,65
14:33,-1,Tevin Henry Offensive Rebound.,22,65
14:24,-1,Daniel Graves Turnover.,22,65
14:22,236,Peyton Woods Steal.,22,65
14:21,-1,Foul on Jay Cade.,22,65
14:21,236,Rodney Chatman missed Free Throw.,22,65
14:21,236,Chattanooga Deadball Team Rebound.,22,65
14:21,236,Rodney Chatman made Free Throw.,22,66
14:05,-1,Daniel Graves missed Three Point Jumper.,22,66
14:05,-1,Hiwassee Offensive Rebound.,22,66
14:02,-1,Daniel Graves Turnover.,22,66
14:01,236,Rodney Chatman Steal.,22,66
13:59,-1,Foul on Kevis Jackson.,22,66
13:41,236,Nat Dixon made Layup.,22,68
13:40,-1,Jeulian High missed Jumper.,22,68
13:39,-1,Kevis Jackson Offensive Rebound.,22,68
13:29,236,Foul on Rodney Chatman.,22,68
13:16,-1,Kevis Jackson made Free Throw.,23,68
13:16,-1,Kevis Jackson made Free Throw.,24,68
13:12,236,Makale Foreman missed Three Point Jumper.,24,68
13:12,236,Makinde London Offensive Rebound.,24,68
13:09,236,Makinde London Turnover.,24,68
12:53,-1,Dess Culpepper Turnover.,24,68
12:52,236,Nat Dixon Steal.,24,68
12:49,236,Nat Dixon missed Dunk.,24,68
12:49,236,Peyton Woods Offensive Rebound.,24,68
12:37,236,Nat Dixon Turnover.,24,68
12:35,-1,Dess Culpepper Steal.,24,68
12:27,-1,Jay Cade missed Jumper.,24,68
12:27,236,Rodney Chatman Defensive Rebound.,24,68
12:11,236,Rodney Chatman made Layup.,24,70
11:51,236,Foul on Peyton Woods.,24,70
11:51,236,Official TV Timeout,24,70
11:38,-1,Jay Cade Turnover.,24,70
11:24,236,Foul on Trayvond Massenburg.,24,70
11:24,236,Trayvond Massenburg Turnover.,24,70
11:09,-1,Daniel Graves missed Three Point Jumper.,24,70
11:09,-1,Jay Cade Offensive Rebound.,24,70
11:04,-1,Jay Cade made Layup.,26,70
10:48,236,Rodney Chatman made Layup.,26,72
10:25,-1,Toure Fudge missed Three Point Jumper.,26,72
10:25,236,Peyton Woods Defensive Rebound.,26,72
10:19,236,Rodney Chatman made Three Point Jumper.,26,75
10:04,-1,Daniel Graves made Jumper.,28,75
9:54,236,Peyton Woods missed Three Point Jumper.,28,75
9:54,236,Trayvond Massenburg Offensive Rebound.,28,75
9:50,236,Trayvond Massenburg made Two Point Tip Shot.,28,77
9:38,236,Foul on Peyton Woods.,28,77
9:38,-1,Daniel Graves missed Free Throw.,28,77
9:38,-1,Kevis Jackson Offensive Rebound.,28,77
9:37,-1,Kevis Jackson missed Layup.,28,77
9:37,-1,Aario Johnson Offensive Rebound.,28,77
9:28,-1,Aario Johnson made Layup.,30,77
9:18,236,Rodney Chatman missed Jumper.,30,77
9:18,-1,Daniel Graves Defensive Rebound.,30,77
9:12,-1,Daniel Graves made Jumper.,32,77
8:55,-1,Foul on Naequon Newman.,32,77
8:39,236,Dylan Brewster missed Three Point Jumper.,32,77
8:39,-1,Aario Johnson Defensive Rebound.,32,77
8:16,236,Foul on Rodney Chatman.,32,77
8:16,-1,Daniel Graves missed Free Throw.,32,77
8:16,-1,Hiwassee Deadball Team Rebound.,32,77
8:16,-1,Daniel Graves made Free Throw.,33,77
8:07,236,Nat Dixon missed Layup.,33,77
8:07,236,Trayvond Massenburg Offensive Rebound.,33,77
8:04,236,Trayvond Massenburg made Dunk.,33,79
7:52,-1,Daniel Graves made Three Point Jumper. Assisted by Toure Fudge.,36,79
7:33,236,Makale Foreman missed Three Point Jumper.,36,79
7:33,236,Dylan Brewster Offensive Rebound.,36,79
7:25,236,Makale Foreman Turnover.,36,79
7:23,-1,Toure Fudge Steal.,36,79
7:21,-1,Daniel Graves missed Three Point Jumper.,36,79
7:21,-1,Toure Fudge Offensive Rebound.,36,79
7:20,236,Foul on Nat Dixon.,36,79
7:19,236,Official TV Timeout,36,79
7:19,-1,Toure Fudge made Free Throw.,37,79
7:19,-1,Toure Fudge made Free Throw.,38,79
6:55,236,Nat Dixon made Layup.,38,81
6:55,-1,Foul on Aario Johnson.,38,81
6:55,236,Nat Dixon missed Free Throw.,38,81
6:55,-1,Naequon Newman Defensive Rebound.,38,81
6:38,-1,Naequon Newman missed Layup.,38,81
6:38,-1,Aario Johnson Offensive Rebound.,38,81
6:33,-1,Aario Johnson missed Jumper.,38,81
6:33,236,Trayvond Massenburg Block.,38,81
6:32,-1,Aario Johnson Offensive Rebound.,38,81
6:32,236,Foul on Nat Dixon.,38,81
6:32,-1,Aario Johnson missed Free Throw.,38,81
6:32,-1,Hiwassee Deadball Team Rebound.,38,81
6:32,-1,Aario Johnson made Free Throw.,39,81
6:18,236,Makale Foreman missed Three Point Jumper.,39,81
6:18,-1,Jay Johnson Defensive Rebound.,39,81
6:07,-1,Toure Fudge missed Three Point Jumper.,39,81
6:07,236,Rodney Chatman Defensive Rebound.,39,81
5:43,-1,Foul on Aario Johnson.,39,81
5:43,236,Rodney Chatman made Free Throw.,39,82
5:43,236,Rodney Chatman made Free Throw.,39,83
5:25,-1,Jay Johnson made Three Point Jumper. Assisted by Toure Fudge.,42,83
5:05,236,Makale Foreman made Three Point Jumper. Assisted by Dylan Brewster.,42,86
4:48,-1,Toure Fudge made Three Point Jumper. Assisted by Kobe Clisby.,45,86
4:35,-1,Foul on Naequon Newman.,45,86
4:35,236,Rodney Chatman made Free Throw.,45,87
4:35,236,Rodney Chatman made Free Throw.,45,88
4:21,-1,Kobe Clisby missed Layup.,45,88
4:21,-1,Toure Fudge Offensive Rebound.,45,88
4:17,-1,Toure Fudge missed Three Point Jumper.,45,88
4:17,-1,Naequon Newman Offensive Rebound.,45,88
4:13,-1,Kobe Clisby missed Jumper.,45,88
4:13,236,Makale Foreman Defensive Rebound.,45,88
3:46,236,Rodney Chatman made Jumper.,45,90
3:26,-1,Daniel Graves made Three Point Jumper.,48,90
3:09,236,Dylan Brewster made Three Point Jumper. Assisted by Nat Dixon.,48,93
2:56,-1,Toure Fudge missed Jumper.,48,93
2:56,236,Trayvond Massenburg Defensive Rebound.,48,93
2:52,-1,Foul on Kobe Clisby.,48,93
2:52,236,Official TV Timeout,48,93
2:52,236,Trayvond Massenburg missed Free Throw.,48,93
2:52,-1,Kobe Clisby Defensive Rebound.,48,93
2:42,236,Foul on Trayvond Massenburg.,48,93
2:42,-1,Kobe Clisby made Free Throw.,49,93
2:42,-1,Kobe Clisby missed Free Throw.,49,93
2:42,236,Nat Dixon Defensive Rebound.,49,93
2:35,236,Makale Foreman made Three Point Jumper. Assisted by Rodney Chatman.,49,96
2:17,236,Rodney Chatman made Layup.,49,98
2:02,-1,Justice Almada missed Three Point Jumper.,49,98
2:02,236,Nat Dixon Defensive Rebound.,49,98
1:43,236,Makale Foreman missed Three Point Jumper.,49,98
1:43,-1,Dylan Tredway Defensive Rebound.,49,98
1:32,236,Foul on Trayvond Massenburg.,49,98
1:32,-1,Kobe Clisby made Free Throw.,50,98
1:32,-1,Kobe Clisby made Free Throw.,51,98
1:14,236,Nat Dixon made Layup. Assisted by Makale Foreman.,51,100
1:03,-1,Toure Fudge missed Layup.,51,100
1:03,236,Trayvond Massenburg Defensive Rebound.,51,100
0:55,236,Rodney Chatman Turnover.,51,100
0:54,-1,Kobe Clisby Steal.,51,100
0:48,-1,Toure Fudge made Three Point Jumper. Assisted by Justice Almada.,54,100
0:37,236,Nat Dixon made Layup.,54,102
0:20,-1,Toure Fudge missed Three Point Jumper.,54,102
0:20,236,Trayvond Massenburg Defensive Rebound.,54,102
0:00,236,End of Game,54,102
