Central Connecticut,2066,Binghamton,2115
13:30,2115,Chris Williams Turnover.,12,7
13:28,2066,Timmy Rose Steal.,12,7
13:26,2066,Marlon Beck II missed Layup.,12,7
13:26,2115,Tafari Whittingham Block.,12,7
13:24,2066,Bobby Ahearn Offensive Rebound.,12,7
13:21,2066,J.C. Show Turnover.,12,7
13:01,2066,Foul on Marlon Beck II.,12,7
12:47,2115,Tafari Whittingham missed Jumper.,12,7
12:47,2066,Bobby Ahearn Defensive Rebound.,12,7
12:46,2115,Foul on Tidell Pierre.,12,7
12:36,2066,Willie Rodriguez missed Jumper.,12,7
12:36,2115,Tidell Pierre Defensive Rebound.,12,7
12:05,2115,Tidell Pierre missed Jumper.,12,7
12:05,2066,Willie Rodriguez Defensive Rebound.,12,7
11:51,2066,J.C. Show missed Three Point Jumper.,12,7
11:51,2115,Chris Williams Defensive Rebound.,12,7
11:39,2066,Foul on Fard Muhammad.,12,7
11:39,2066,Official TV Timeout,12,7
11:28,2115,Chris Williams made Three Point Jumper. Assisted by Mustafa Jones.,15,7
11:10,2066,Bobby Ahearn made Layup. Assisted by Timmy Rose.,15,9
10:49,2115,Eric Bowles missed Three Point Jumper.,15,9
10:49,2066,Timmy Rose Defensive Rebound.,15,9
10:41,2066,Bobby Ahearn made Three Point Jumper. Assisted by Timmy Rose.,15,12
10:15,2115,Tidell Pierre made Layup. Assisted by Mustafa Jones.,17,12
9:54,2066,J.C. Show Turnover.,17,12
9:36,2115,Khalen Cumberlander missed Layup.,17,12
9:36,2066,J.C. Show Defensive Rebound.,17,12
9:34,2115,Foul on Tidell Pierre.,17,12
9:21,2066,Bobby Ahearn missed Jumper.,17,12
9:21,2115,Tafari Whittingham Defensive Rebound.,17,12
9:00,2115,Mustafa Jones Turnover.,17,12
9:00,2115,Foul on Mustafa Jones.,17,12
8:51,2066,Timmy Rose missed Layup.,17,12
8:51,2066,Bobby Ahearn Offensive Rebound.,17,12
8:48,2066,Bobby Ahearn made Layup.,17,14
8:27,2115,Tafari Whittingham made Jumper.,19,14
8:17,2115,Foul on Tafari Whittingham.,19,14
8:02,2066,Bobby Ahearn Turnover.,19,14
7:45,2115,Mustafa Jones missed Jumper.,19,14
7:45,2066,J.C. Show Defensive Rebound.,19,14
7:22,2115,Foul on Mustafa Jones.,19,14
7:22,2066,Official TV Timeout,19,14
7:22,2066,Bobby Ahearn missed Free Throw.,19,14
7:22,2066,Binghamton Deadball Team Rebound.,19,14
7:22,2066,Bobby Ahearn made Free Throw.,19,15
7:00,2115,Tafari Whittingham made Layup. Assisted by Tyson Batiste.,21,15
6:44,2066,J.C. Show made Layup.,21,17
6:15,2115,Tyson Batiste missed Layup.,21,17
6:15,2115,Central Connecticut St Offensive Rebound.,21,17
6:11,2115,Austin Nehls missed Three Point Jumper.,21,17
6:11,2066,J.C. Show Defensive Rebound.,21,17
5:56,2066,Thomas Bruce Turnover.,21,17
5:54,2115,Tyson Batiste Steal.,21,17
5:49,2115,Khalen Cumberlander missed Three Point Jumper.,21,17
5:49,2115,Tafari Whittingham Offensive Rebound.,21,17
5:28,2115,Tyson Batiste Turnover.,21,17
5:06,2066,Timmy Rose missed Three Point Jumper.,21,17
5:06,2115,Khalen Cumberlander Defensive Rebound.,21,17
5:04,2066,Foul on Willie Rodriguez.,21,17
4:45,2115,Tafari Whittingham missed Jumper.,21,17
4:45,2066,Thomas Bruce Defensive Rebound.,21,17
4:36,2066,Timmy Rose Turnover.,21,17
4:35,2115,Eric Bowles Steal.,21,17
4:29,2115,Tyson Batiste missed Three Point Jumper.,21,17
4:29,2066,J.C. Show Defensive Rebound.,21,17
4:18,2066,J.C. Show missed Jumper.,21,17
4:18,2115,Khalen Cumberlander Defensive Rebound.,21,17
4:10,2066,Foul on Timmy Rose.,21,17
4:10,2115,Austin Nehls made Free Throw.,22,17
4:10,2115,Austin Nehls made Free Throw.,23,17
3:52,2066,Marlon Beck II Turnover.,23,17
3:51,2115,Austin Nehls Steal.,23,17
3:48,2115,Austin Nehls made Layup.,25,17
3:32,2115,Foul on Tafari Whittingham.,25,17
3:32,2066,Official TV Timeout,25,17
3:26,2066,Thomas Bruce missed Layup.,25,17
3:26,2066,Willie Rodriguez Offensive Rebound.,25,17
3:25,2115,Foul on Harrison Kay.,25,17
3:25,2066,Willie Rodriguez made Free Throw.,25,18
3:25,2066,Willie Rodriguez made Free Throw.,25,19
2:57,2115,Tyson Batiste missed Jumper.,25,19
2:57,2066,Willie Rodriguez Defensive Rebound.,25,19
2:37,2066,Willie Rodriguez missed Jumper.,25,19
2:37,2115,Tyson Batiste Defensive Rebound.,25,19
2:07,2115,Harrison Kay Turnover.,25,19
2:07,2115,Foul on Harrison Kay.,25,19
1:49,2066,Yosef Yacob missed Jumper.,25,19
1:49,2066,Willie Rodriguez Offensive Rebound.,25,19
1:44,2066,J.C. Show made Three Point Jumper. Assisted by Willie Rodriguez.,25,22
1:24,2115,Khalen Cumberlander made Layup.,27,22
1:08,2066,Bobby Ahearn Turnover.,27,22
1:08,2066,Foul on Bobby Ahearn.,27,22
0:42,2115,Tyson Batiste missed Three Point Jumper.,27,22
0:42,2066,Thomas Bruce Defensive Rebound.,27,22
0:31,2066,Thomas Bruce missed Jumper.,27,22
0:31,2115,Khalen Cumberlander Defensive Rebound.,27,22
0:23,2115,Central Connecticut St  Timeout,27,22
0:07,2115,Harrison Kay made Layup. Assisted by Khalen Cumberlander.,29,22
0:05,2066,Binghamton  Timeout,29,22
0:03,2115,Foul on Eric Bowles.,29,22
0:03,2066,Everson Davis made Free Throw.,29,23
0:03,2066,Everson Davis made Free Throw.,29,24
0:00,2115,Khalen Cumberlander missed Three Point Jumper.,29,24
0:00,2066,Binghamton Defensive Rebound.,29,24
0:00,2066,End of 1st half,29,24
19:43,2115,Tafari Whittingham Turnover.,29,24
19:29,2066,Bobby Ahearn missed Jumper.,29,24
19:29,2115,Tyson Batiste Defensive Rebound.,29,24
19:16,2115,Khalen Cumberlander missed Jumper.,29,24
19:16,2066,Binghamton Defensive Rebound.,29,24
19:11,2066,Bobby Ahearn made Three Point Jumper. Assisted by Timmy Rose.,29,27
18:28,2066,Foul on Bobby Ahearn.,29,27
18:28,2115,Chris Williams made Free Throw.,30,27
18:28,2115,Chris Williams made Free Throw.,31,27
18:17,2066,J.C. Show made Three Point Jumper.,31,30
17:52,2115,Tyson Batiste Turnover.,31,30
17:52,2115,Foul on Tyson Batiste.,31,30
17:46,2115,Foul on Tyson Batiste.,31,30
17:35,2066,Bobby Ahearn made Layup.,31,32
17:19,2066,Foul on Bobby Ahearn.,31,32
17:19,2115,Tyson Batiste missed Free Throw.,31,32
17:19,2115,Central Connecticut St Deadball Team Rebound.,31,32
17:19,2115,Tyson Batiste made Free Throw.,32,32
17:09,2115,Foul on Tidell Pierre.,32,32
17:09,2066,Everson Davis made Free Throw.,32,33
17:09,2066,Everson Davis made Free Throw.,32,34
17:04,2066,Foul on Everson Davis.,32,34
16:52,2115,Tyson Batiste Turnover.,32,34
16:51,2066,Thomas Bruce Steal.,32,34
16:49,2066,Timmy Rose made Layup. Assisted by Thomas Bruce.,32,36
16:40,2115,Central Connecticut St  Timeout,32,36
16:26,2115,Mustafa Jones missed Layup.,32,36
16:26,2066,John Rinaldi Defensive Rebound.,32,36
16:07,2115,Foul on Austin Nehls.,32,36
16:00,2066,Everson Davis made Jumper.,32,38
15:53,2115,Austin Nehls missed Three Point Jumper.,32,38
15:53,2066,Everson Davis Defensive Rebound.,32,38
15:44,2066,Everson Davis missed Layup.,32,38
15:44,2115,Austin Nehls Defensive Rebound.,32,38
15:22,2115,Khalen Cumberlander made Layup.,34,38
15:03,2066,Thomas Bruce made Jumper. Assisted by John Rinaldi.,34,40
14:35,2115,Khalen Cumberlander Turnover.,34,40
14:34,2066,Timmy Rose Steal.,34,40
14:30,2066,Everson Davis missed Layup.,34,40
14:30,2115,Tyson Batiste Defensive Rebound.,34,40
14:29,2066,Foul on John Rinaldi.,34,40
14:17,2115,Mustafa Jones made Layup.,36,40
14:00,2115,Foul on Tafari Whittingham.,36,40
13:53,2115,Foul on Khalen Cumberlander.,36,40
13:42,2115,Foul on Eric Bowles.,36,40
13:42,2066,Timmy Rose made Free Throw.,36,41
13:42,2066,Timmy Rose missed Free Throw.,36,41
13:42,2115,Mustafa Jones Defensive Rebound.,36,41
13:29,2066,Foul on Everson Davis.,36,41
13:17,2115,Mustafa Jones made Jumper. Assisted by Eric Bowles.,38,41
13:03,2066,J.C. Show made Three Point Jumper. Assisted by Everson Davis.,38,44
12:43,2115,Austin Nehls made Layup.,40,44
12:26,2066,Fard Muhammad Turnover.,40,44
12:26,2115,Mustafa Jones Steal.,40,44
12:17,2115,Tafari Whittingham missed Layup.,40,44
12:17,2066,Fard Muhammad Defensive Rebound.,40,44
12:10,2066,J.C. Show missed Three Point Jumper.,40,44
12:10,2115,Eric Bowles Defensive Rebound.,40,44
12:03,2066,Foul on Timmy Rose.,40,44
12:03,2115,Mustafa Jones missed Free Throw.,40,44
12:03,2115,Central Connecticut St Deadball Team Rebound.,40,44
12:03,2115,Mustafa Jones missed Free Throw.,40,44
12:03,2066,John Rinaldi Defensive Rebound.,40,44
11:35,2066,Timmy Rose missed Layup.,40,44
11:35,2115,Tafari Whittingham Defensive Rebound.,40,44
11:21,2115,Austin Nehls missed Three Point Jumper.,40,44
11:21,2066,Thomas Bruce Defensive Rebound.,40,44
11:14,2066,Timmy Rose Turnover.,40,44
11:14,2066,Official TV Timeout,40,44
10:57,2066,Foul on Fard Muhammad.,40,44
10:57,2115,Austin Nehls made Free Throw.,41,44
10:57,2115,Austin Nehls made Free Throw.,42,44
10:47,2066,Bobby Ahearn made Layup. Assisted by Timmy Rose.,42,46
10:34,2066,Foul on John Rinaldi.,42,46
10:34,2115,Mustafa Jones made Free Throw.,43,46
10:34,2115,Mustafa Jones made Free Throw.,44,46
10:02,2066,Timmy Rose made Jumper.,44,48
9:48,2115,Khalen Cumberlander made Jumper. Assisted by Eric Bowles.,46,48
9:32,2066,Timmy Rose made Jumper.,46,50
9:07,2115,Khalen Cumberlander missed Jumper.,46,50
9:07,2066,John Rinaldi Defensive Rebound.,46,50
8:55,2066,J.C. Show made Three Point Jumper. Assisted by Bobby Ahearn.,46,53
8:45,2115,Central Connecticut St  Timeout,46,53
8:30,2115,Tyson Batiste made Three Point Jumper. Assisted by Mustafa Jones.,49,53
8:03,2066,Marlon Beck II missed Three Point Jumper.,49,53
8:03,2115,Central Connecticut St Defensive Rebound.,49,53
7:39,2115,Tyson Batiste missed Jumper.,49,53
7:39,2115,Tafari Whittingham Offensive Rebound.,49,53
7:37,2066,Foul on John Rinaldi.,49,53
7:37,2066,Official TV Timeout,49,53
7:37,2115,Tafari Whittingham made Free Throw.,50,53
7:37,2115,Tafari Whittingham missed Free Throw.,50,53
7:37,2066,J.C. Show Defensive Rebound.,50,53
7:25,2066,J.C. Show made Three Point Jumper. Assisted by John Rinaldi.,50,56
7:05,2066,Foul on Timmy Rose.,50,56
7:05,2115,Tidell Pierre made Free Throw.,51,56
7:04,2115,Tidell Pierre missed Free Throw.,51,56
7:04,2066,J.C. Show Defensive Rebound.,51,56
6:55,2066,J.C. Show made Jumper.,51,58
6:39,2115,Austin Nehls made Three Point Jumper. Assisted by Eric Bowles.,54,58
6:13,2066,J.C. Show missed Three Point Jumper.,54,58
6:13,2115,Tidell Pierre Defensive Rebound.,54,58
6:05,2115,Khalen Cumberlander made Layup. Assisted by Eric Bowles.,56,58
5:52,2066,Timmy Rose missed Layup.,56,58
5:52,2115,Eric Bowles Block.,56,58
5:49,2066,Timmy Rose Offensive Rebound.,56,58
5:37,2066,Timmy Rose missed Layup.,56,58
5:37,2115,Tidell Pierre Defensive Rebound.,56,58
5:24,2066,Bobby Ahearn made Layup.,56,60
5:06,2115,Tidell Pierre Turnover.,56,60
5:06,2066,Binghamton  Timeout,56,60
4:52,2066,J.C. Show made Layup.,56,62
4:30,2115,Tafari Whittingham made Layup. Assisted by Tyson Batiste.,58,62
4:15,2066,Bobby Ahearn made Layup.,58,64
3:53,2115,Tyson Batiste missed Layup.,58,64
3:53,2115,Tafari Whittingham Offensive Rebound.,58,64
3:51,2115,Tafari Whittingham made Layup.,60,64
3:21,2066,Timmy Rose missed Layup.,60,64
3:21,2115,Mustafa Jones Defensive Rebound.,60,64
3:16,2115,Khalen Cumberlander made Layup.,62,64
2:48,2066,Marlon Beck II missed Three Point Jumper.,62,64
2:48,2115,Khalen Cumberlander Defensive Rebound.,62,64
2:34,2115,Tyson Batiste made Layup.,64,64
2:31,2066,Binghamton  Timeout,64,64
2:20,2115,Foul on Khalen Cumberlander.,64,64
2:20,2066,J.C. Show made Free Throw.,64,65
2:20,2066,J.C. Show made Free Throw.,64,66
2:01,2115,Mustafa Jones made Jumper. Assisted by Khalen Cumberlander.,66,66
1:33,2066,Bobby Ahearn missed Three Point Jumper.,66,66
1:33,2066,Bobby Ahearn Offensive Rebound.,66,66
1:19,2066,J.C. Show made Three Point Jumper.,66,69
0:52,2066,Foul on John Rinaldi.,66,69
0:52,2115,Tafari Whittingham made Free Throw.,67,69
0:52,2115,Tafari Whittingham made Free Throw.,68,69
0:40,2066,Bobby Ahearn Turnover.,68,69
0:38,2115,Khalen Cumberlander Steal.,68,69
0:37,2115,Khalen Cumberlander made Layup.,70,69
0:33,2066,Binghamton  Timeout,70,69
0:22,2066,J.C. Show made Three Point Jumper.,70,72
0:04,2115,Mustafa Jones missed Jumper.,70,72
0:04,2066,Bobby Ahearn Defensive Rebound.,70,72
0:01,2115,Foul on Tafari Whittingham.,70,72
0:01,2066,Bobby Ahearn missed Free Throw.,70,72
0:01,2115,Harrison Kay Defensive Rebound.,70,72
0:00,2066,End of Game,70,72
