Lamar,204,Oregon State,2320
15:27,2320,Joey Frenchwood missed Layup.,39,29
15:27,2320,Colton Weisbrod Offensive Rebound.,39,29
15:23,2320,Colton Weisbrod made Layup.,41,29
15:04,2320,Foul on Josh Nzeakor.,41,29
15:04,204,Official TV Timeout,41,29
15:01,204,Kendal Manuel missed Jumper.,41,29
15:01,204,Drew Eubanks Offensive Rebound.,41,29
14:58,204,Drew Eubanks made Layup.,41,31
14:45,2320,Josh Nzeakor missed Layup.,41,31
14:45,204,Jaquori McLaughlin Block.,41,31
14:43,204,Tanner Sanders Defensive Rebound.,41,31
14:39,204,Kendal Manuel missed Layup.,41,31
14:39,2320,Marcus Owens Defensive Rebound.,41,31
14:25,2320,Marcus Owens missed Three Point Jumper.,41,31
14:25,2320,Josh Nzeakor Offensive Rebound.,41,31
14:10,204,Foul on Tres Tinkle.,41,31
14:10,2320,Colton Weisbrod missed Free Throw.,41,31
14:10,2320,Lamar Deadball Team Rebound.,41,31
14:10,2320,Colton Weisbrod missed Free Throw.,41,31
14:10,204,Tanner Sanders Defensive Rebound.,41,31
13:50,204,Jaquori McLaughlin made Three Point Jumper.,41,34
13:26,2320,Colton Weisbrod missed Layup.,41,34
13:26,204,Oregon St Defensive Rebound.,41,34
13:16,204,Tanner Sanders missed Three Point Jumper.,41,34
13:16,2320,Marcus Owens Defensive Rebound.,41,34
12:48,2320,Joey Frenchwood missed Three Point Jumper.,41,34
12:48,204,Tres Tinkle Defensive Rebound.,41,34
12:39,204,Daine Muller missed Three Point Jumper.,41,34
12:39,2320,Marcus Owens Defensive Rebound.,41,34
12:27,2320,Josh Nzeakor missed Layup.,41,34
12:27,204,Tanner Sanders Defensive Rebound.,41,34
12:08,204,Daine Muller missed Three Point Jumper.,41,34
12:08,204,Drew Eubanks Offensive Rebound.,41,34
12:04,204,Drew Eubanks made Layup.,41,36
11:58,2320,Lamar  Timeout,41,36
11:58,204,Official TV Timeout,41,36
11:32,2320,Marcus Owens missed Three Point Jumper.,41,36
11:32,204,Gligorije Rakocevic Defensive Rebound.,41,36
11:10,2320,Foul on Colton Weisbrod.,41,36
11:02,204,Ronnie Stacy made Layup. Assisted by Gligorije Rakocevic.,41,38
11:02,2320,Foul on Joey Frenchwood.,41,38
11:02,204,Ronnie Stacy made Free Throw.,41,39
10:31,2320,Christian Albright missed Three Point Jumper.,41,39
10:30,204,Oregon St Defensive Rebound.,41,39
10:10,204,Tres Tinkle missed Layup.,41,39
10:10,2320,Christian Albright Defensive Rebound.,41,39
10:04,2320,Marcus Owens missed Three Point Jumper.,41,39
10:04,204,Ronnie Stacy Defensive Rebound.,41,39
9:54,204,Jaquori McLaughlin made Layup.,41,41
9:25,2320,Marcus Owens made Three Point Jumper. Assisted by Joey Frenchwood.,44,41
9:04,2320,Foul on Nick Garth.,44,41
9:02,204,Gligorije Rakocevic Turnover.,44,41
8:43,2320,Marcus Owens made Jumper. Assisted by Colton Weisbrod.,46,41
8:23,204,Jaquori McLaughlin Turnover.,46,41
8:21,2320,Joey Frenchwood Steal.,46,41
8:18,2320,Nick Garth missed Three Point Jumper.,46,41
8:18,2320,Marcus Owens Offensive Rebound.,46,41
8:02,2320,Colton Weisbrod missed Layup.,46,41
8:02,204,Drew Eubanks Block.,46,41
8:01,204,Daine Muller Defensive Rebound.,46,41
7:58,2320,Foul on Joey Frenchwood.,46,41
7:58,204,Official TV Timeout,46,41
7:58,204,Tres Tinkle made Free Throw.,46,42
7:58,204,Tres Tinkle missed Free Throw.,46,42
7:58,2320,Colton Weisbrod Defensive Rebound.,46,42
7:45,2320,Marcus Owens missed Three Point Jumper.,46,42
7:45,204,Drew Eubanks Defensive Rebound.,46,42
7:19,2320,Foul on Dorian Chatman.,46,42
7:06,204,Drew Eubanks Turnover.,46,42
7:05,2320,Nick Garth Steal.,46,42
7:02,2320,Torey Noel missed Layup.,46,42
7:02,2320,Dorian Chatman Offensive Rebound.,46,42
6:59,2320,Dorian Chatman made Layup.,48,42
6:59,204,Foul on Tres Tinkle.,48,42
6:59,2320,Dorian Chatman missed Free Throw.,48,42
6:59,204,Tres Tinkle Defensive Rebound.,48,42
6:53,204,Kendal Manuel Turnover.,48,42
6:53,204,Foul on Kendal Manuel.,48,42
6:32,2320,Dorian Chatman Turnover.,48,42
6:19,204,Drew Eubanks made Dunk. Assisted by Ronnie Stacy.,48,44
6:19,204,Oregon St  Timeout,48,44
5:50,2320,Dorian Chatman made Jumper. Assisted by Nick Garth.,50,44
5:30,204,Keondre Dew missed Jumper.,50,44
5:30,2320,Colton Weisbrod Defensive Rebound.,50,44
5:11,204,Foul on Ronnie Stacy.,50,44
4:58,2320,Torey Noel Turnover.,50,44
4:58,204,Ronnie Stacy Steal.,50,44
4:45,204,Drew Eubanks made Jumper. Assisted by Keondre Dew.,50,46
4:13,2320,Marcus Owens missed Three Point Jumper.,50,46
4:13,204,Drew Eubanks Defensive Rebound.,50,46
4:03,2320,Foul on Colton Weisbrod.,50,46
4:03,204,Drew Eubanks made Free Throw.,50,47
4:03,204,Drew Eubanks missed Free Throw.,50,47
4:03,2320,Nick Garth Defensive Rebound.,50,47
3:35,2320,Dorian Chatman missed Jumper.,50,47
3:35,204,Tres Tinkle Block.,50,47
3:32,204,Keondre Dew Defensive Rebound.,50,47
3:26,204,Tres Tinkle missed Three Point Jumper.,50,47
3:26,2320,Nick Garth Defensive Rebound.,50,47
2:59,2320,Joey Frenchwood missed Jumper.,50,47
2:59,2320,Dorian Chatman Offensive Rebound.,50,47
2:55,204,Official TV Timeout,50,47
2:37,2320,Colton Weisbrod missed Layup.,50,47
2:37,204,Keondre Dew Defensive Rebound.,50,47
2:27,2320,Foul on Dorian Chatman.,50,47
2:27,204,Drew Eubanks missed Free Throw.,50,47
2:27,2320,Colton Weisbrod Defensive Rebound.,50,47
2:03,2320,Colton Weisbrod made Layup.,52,47
1:46,204,Oregon St  Timeout,52,47
1:42,2320,Foul on Marcus Owens.,52,47
1:42,204,Tres Tinkle made Free Throw.,52,48
1:42,204,Tres Tinkle missed Free Throw.,52,48
1:42,2320,Colton Weisbrod Defensive Rebound.,52,48
1:36,204,Foul on Tres Tinkle.,52,48
1:36,2320,Nick Garth made Free Throw.,53,48
1:36,2320,Nick Garth made Free Throw.,54,48
1:23,204,Jaquori McLaughlin missed Layup.,54,48
1:23,2320,Dorian Chatman Block.,54,48
1:21,204,Matt Dahlen Offensive Rebound.,54,48
1:20,204,Matt Dahlen missed Layup.,54,48
1:20,2320,Dorian Chatman Block.,54,48
1:18,2320,Torey Noel Defensive Rebound.,54,48
1:13,204,Foul on Jaquori McLaughlin.,54,48
1:13,2320,Torey Noel missed Free Throw.,54,48
1:13,204,Tres Tinkle Defensive Rebound.,54,48
1:05,204,Jaquori McLaughlin made Three Point Jumper.,54,51
0:56,204,Foul on Matt Dahlen.,54,51
0:56,2320,Torey Noel made Free Throw.,55,51
0:56,2320,Torey Noel made Free Throw.,56,51
0:48,204,Jaquori McLaughlin missed Three Point Jumper.,56,51
0:48,204,Matt Dahlen Offensive Rebound.,56,51
0:44,204,Matt Dahlen made Layup.,56,53
0:42,204,Foul on Kendal Manuel.,56,53
0:42,2320,Torey Noel missed Free Throw.,56,53
0:42,2320,Lamar Deadball Team Rebound.,56,53
0:42,2320,Torey Noel missed Free Throw.,56,53
0:42,204,Matt Dahlen Defensive Rebound.,56,53
0:27,204,Drew Eubanks missed Layup.,56,53
0:27,2320,Torey Noel Defensive Rebound.,56,53
0:25,204,Foul on Jaquori McLaughlin.,56,53
0:25,2320,Joey Frenchwood missed Free Throw.,56,53
0:25,2320,Lamar Deadball Team Rebound.,56,53
0:25,2320,Joey Frenchwood missed Free Throw.,56,53
0:25,204,Tres Tinkle Defensive Rebound.,56,53
0:24,2320,Foul on Joey Frenchwood.,56,53
0:24,204,Tres Tinkle made Free Throw.,56,54
0:24,204,Tres Tinkle made Free Throw.,56,55
0:23,204,Foul on Kendal Manuel.,56,55
0:23,2320,Joey Frenchwood made Free Throw.,57,55
0:23,2320,Joey Frenchwood made Free Throw.,58,55
0:19,2320,Foul on Torey Noel.,58,55
0:19,2320,Lamar  Timeout,58,55
0:19,204,Tres Tinkle made Free Throw.,58,56
0:19,204,Tres Tinkle missed Free Throw.,58,56
0:19,2320,Colton Weisbrod Defensive Rebound.,58,56
0:18,2320,Colton Weisbrod made Free Throw.,59,56
0:18,2320,Colton Weisbrod made Free Throw.,60,56
0:10,204,Drew Eubanks made Dunk. Assisted by Jaquori McLaughlin.,60,58
0:09,204,Foul on Ronnie Stacy.,60,58
0:09,2320,Torey Noel made Free Throw.,61,58
0:09,2320,Torey Noel made Free Throw.,62,58
0:03,204,Jaquori McLaughlin made Layup.,62,60
0:02,204,Foul on Jaquori McLaughlin.,62,60
0:02,2320,Torey Noel made Free Throw.,63,60
0:02,2320,Torey Noel missed Free Throw.,63,60
0:02,204,Drew Eubanks Defensive Rebound.,63,60
0:00,204,End of Game,63,60
