Jacksonville State,98,Western Kentucky,55
13:11,98,Que Johnson made Layup.,41,43
13:01,55,Jacksonville St  Timeout,41,43
12:45,55,Norbertas Giga missed Jumper.,41,43
12:45,98,Anton Waters Defensive Rebound.,41,43
12:29,55,Foul on Norbertas Giga.,41,43
12:14,98,Anton Waters made Layup. Assisted by Junior Lomomba.,41,45
12:14,55,Foul on Christian Cunningham.,41,45
12:14,98,Anton Waters missed Free Throw.,41,45
12:14,55,Christian Cunningham Defensive Rebound.,41,45
11:50,55,Greg Tucker missed Three Point Jumper.,41,45
11:50,55,Jacksonville St Offensive Rebound.,41,45
11:45,98,Official TV Timeout,41,45
11:30,55,Andre Statam made Three Point Jumper. Assisted by Erik Durham.,44,45
11:07,55,Foul on Andre Statam.,44,45
11:07,98,Anton Waters made Free Throw.,44,46
11:07,98,Anton Waters missed Free Throw.,44,46
11:07,55,Christian Cunningham Defensive Rebound.,44,46
10:52,98,Foul on Anton Waters.,44,46
10:52,55,Greg Tucker made Free Throw.,45,46
10:52,55,Greg Tucker made Free Throw.,46,46
10:41,98,Damari Parris Turnover.,46,46
10:41,55,Greg Tucker Steal.,46,46
10:41,98,Foul on Damari Parris.,46,46
10:27,55,Andre Statam missed Three Point Jumper.,46,46
10:27,98,Que Johnson Defensive Rebound.,46,46
10:19,98,Que Johnson made Layup.,46,48
10:03,55,Greg Tucker missed Three Point Jumper.,46,48
10:03,98,Damari Parris Defensive Rebound.,46,48
9:41,98,Pancake Thomas made Three Point Jumper.,46,51
9:24,55,Malcolm Drumwright missed Jumper.,46,51
9:24,98,Anton Waters Defensive Rebound.,46,51
9:14,98,Que Johnson missed Layup.,46,51
9:14,98,Justin Johnson Offensive Rebound.,46,51
9:14,55,Foul on Malcolm Drumwright.,46,51
9:14,98,Justin Johnson made Free Throw.,46,52
9:14,98,Justin Johnson made Free Throw.,46,53
8:59,55,Norbertas Giga missed Three Point Jumper.,46,53
8:59,98,Justin Johnson Defensive Rebound.,46,53
8:44,98,Justin Johnson missed Jumper.,46,53
8:44,55,Malcolm Drumwright Defensive Rebound.,46,53
8:21,55,Greg Tucker made Jumper.,48,53
8:07,98,Anton Waters made Layup. Assisted by Damari Parris.,48,55
7:47,55,Norbertas Giga made Jumper.,50,55
7:28,98,Anton Waters Turnover.,50,55
7:28,98,Official TV Timeout,50,55
7:19,55,Norbertas Giga made Layup. Assisted by Malcolm Drumwright.,52,55
6:59,98,Que Johnson made Three Point Jumper. Assisted by Junior Lomomba.,52,58
6:47,55,Malcolm Drumwright missed Jumper.,52,58
6:47,55,Erik Durham Offensive Rebound.,52,58
6:42,55,Erik Durham Turnover.,52,58
6:41,98,Que Johnson Steal.,52,58
6:18,98,Junior Lomomba missed Jumper.,52,58
6:18,55,Christian Cunningham Defensive Rebound.,52,58
6:18,98,Foul on Anton Waters.,52,58
5:57,55,Erik Durham missed Jumper.,52,58
5:57,98,Que Johnson Defensive Rebound.,52,58
5:37,98,Pancake Thomas missed Three Point Jumper.,52,58
5:37,98,Justin Johnson Offensive Rebound.,52,58
5:34,98,Justin Johnson made Layup.,52,60
5:28,55,Foul on Norbertas Giga.,52,60
5:28,98,Justin Johnson made Free Throw.,52,61
5:12,55,Greg Tucker missed Jumper.,52,61
5:12,98,Anton Waters Defensive Rebound.,52,61
4:59,98,Junior Lomomba missed Three Point Jumper.,52,61
4:59,98,Que Johnson Offensive Rebound.,52,61
4:40,98,Justin Johnson made Three Point Jumper. Assisted by Junior Lomomba.,52,64
4:33,55,Jacksonville St  Timeout,52,64
4:19,55,Malcolm Drumwright missed Three Point Jumper.,52,64
4:19,55,Christian Cunningham Offensive Rebound.,52,64
4:15,55,Jacksonville St  Turnover.,52,64
4:09,98,Que Johnson Turnover.,52,64
4:09,55,Erik Durham Steal.,52,64
4:06,98,Foul on Pancake Thomas.,52,64
4:06,55,Christian Cunningham made Free Throw.,53,64
4:06,55,Christian Cunningham missed Free Throw.,53,64
4:06,98,Western Kentucky Defensive Rebound.,53,64
3:57,98,Official TV Timeout,53,64
3:37,98,Pancake Thomas missed Three Point Jumper.,53,64
3:37,55,Norbertas Giga Defensive Rebound.,53,64
3:18,55,Norbertas Giga made Jumper.,55,64
2:46,55,Foul on Malcolm Drumwright.,55,64
2:46,98,Junior Lomomba made Free Throw.,55,65
2:46,98,Junior Lomomba made Free Throw.,55,66
2:25,55,Norbertas Giga missed Jumper.,55,66
2:25,98,Justin Johnson Defensive Rebound.,55,66
1:57,98,Junior Lomomba missed Three Point Jumper.,55,66
1:57,55,Malcolm Drumwright Defensive Rebound.,55,66
1:44,55,Christian Cunningham made Jumper. Assisted by Malcolm Drumwright.,57,66
1:28,98,Ben Lawson made Dunk. Assisted by Pancake Thomas.,57,68
1:27,98,Western Kentucky  Timeout,57,68
1:08,55,Norbertas Giga made Layup.,59,68
0:59,98,Junior Lomomba Turnover.,59,68
0:58,55,Christian Cunningham Steal.,59,68
0:52,55,Malcolm Drumwright Turnover.,59,68
0:51,98,Junior Lomomba Steal.,59,68
0:44,55,Foul on Malcolm Drumwright.,59,68
0:44,98,Junior Lomomba made Free Throw.,59,69
0:44,98,Junior Lomomba made Free Throw.,59,70
0:30,55,Erik Durham made Three Point Jumper. Assisted by Norbertas Giga.,62,70
0:27,55,Jacksonville St  Timeout,62,70
0:26,55,Foul on Deshawn Jones.,62,70
0:26,98,Ben Lawson missed Free Throw.,62,70
0:26,55,Andre Statam Defensive Rebound.,62,70
0:20,55,Greg Tucker made Three Point Jumper. Assisted by Tyrik Edwards.,65,70
0:18,55,Foul on Andre Statam.,65,70
0:18,98,Ben Lawson made Free Throw.,65,71
0:18,98,Ben Lawson made Free Throw.,65,72
0:18,98,Western Kentucky  Timeout,65,72
0:09,55,Greg Tucker made Layup.,67,72
0:09,55,Foul on Greg Tucker.,67,72
0:09,98,Junior Lomomba made Free Throw.,67,73
0:09,98,Junior Lomomba made Free Throw.,67,74
0:01,55,Andre Statam missed Three Point Jumper.,67,74
0:01,98,Que Johnson Defensive Rebound.,67,74
0:00,98,End of Game,67,74
