Ft. Lewis,Error,Colorado State,36
5:37,36,Kimani Jackson made Layup.,22,17
5:17,-1,Joshua Blaylock missed Three Point Jumper.,22,17
5:17,-1,Riley Farris Offensive Rebound.,22,17
5:14,-1,Riley Farris missed Layup.,22,17
5:14,36,Braden Koelliker Defensive Rebound.,22,17
4:53,36,Devocio Butler Turnover.,22,17
4:53,-1,Rasmus Bach Steal.,22,17
4:41,36,Foul on Kimani Jackson.,22,17
4:41,-1,Fort Lewis  Timeout,22,17
4:27,-1,Joshua Blaylock missed Jumper.,22,17
4:27,36,Braden Koelliker Defensive Rebound.,22,17
4:19,36,Che Bob missed Three Point Jumper.,22,17
4:19,-1,Joshua Blaylock Defensive Rebound.,22,17
4:07,-1,Brandon Book missed Three Point Jumper.,22,17
4:07,36,Prentiss Nixon Defensive Rebound.,22,17
3:59,-1,Foul on Will Morse.,22,17
3:59,36,Official TV Timeout,22,17
3:59,36,Che Bob missed Free Throw.,22,17
3:59,36,Braden Koelliker Offensive Rebound.,22,17
3:57,36,Braden Koelliker made Layup.,22,19
3:45,-1,Jalen Terry Turnover.,22,19
3:28,36,Che Bob made Layup. Assisted by J.D. Paige.,22,21
3:11,-1,Jalen Terry missed Layup.,22,21
3:10,36,Che Bob Block.,22,21
3:09,-1,Jalen Terry Offensive Rebound.,22,21
3:08,-1,Jalen Terry made Layup.,24,21
2:57,36,Braden Koelliker missed Jumper.,24,21
2:57,-1,Joshua Blaylock Defensive Rebound.,24,21
2:52,-1,Joshua Blaylock Turnover.,24,21
2:49,36,Prentiss Nixon Steal.,24,21
2:47,36,Prentiss Nixon missed Jumper.,24,21
2:47,-1,Joshua Blaylock Defensive Rebound.,24,21
2:40,-1,Will Morse missed Three Point Jumper.,24,21
2:40,-1,Rasmus Bach Offensive Rebound.,24,21
2:37,36,Foul on Braden Koelliker.,24,21
2:35,-1,Joshua Blaylock made Three Point Jumper. Assisted by Will Morse.,27,21
2:14,-1,Foul on Riley Farris.,27,21
2:14,36,Braden Koelliker made Free Throw.,27,22
2:14,36,Braden Koelliker made Free Throw.,27,23
1:57,-1,Joshua Blaylock missed Jumper.,27,23
1:57,36,Emmanuel Omogbo Defensive Rebound.,27,23
1:50,36,Che Bob made Layup. Assisted by Emmanuel Omogbo.,27,25
1:27,-1,Riley Farris missed Jumper.,27,25
1:27,36,Emmanuel Omogbo Defensive Rebound.,27,25
1:19,36,Prentiss Nixon missed Three Point Jumper.,27,25
1:19,-1,Riley Farris Defensive Rebound.,27,25
1:10,-1,Rasmus Bach missed Jumper.,27,25
1:10,36,Emmanuel Omogbo Defensive Rebound.,27,25
1:06,-1,Foul on Kane Martinez.,27,25
1:06,36,Emmanuel Omogbo made Free Throw.,27,26
1:06,36,Emmanuel Omogbo made Free Throw.,27,27
0:49,-1,Riley Farris made Layup. Assisted by Kane Martinez.,29,27
0:31,36,Che Bob made Three Point Jumper. Assisted by Emmanuel Omogbo.,29,30
0:06,-1,Rasmus Bach made Layup.,31,30
0:00,36,End of 1st half,31,30
19:41,36,J.D. Paige made Three Point Jumper. Assisted by Prentiss Nixon.,31,33
19:20,-1,Riley Farris made Three Point Jumper. Assisted by Rasmus Bach.,34,33
19:06,36,Braden Koelliker made Jumper. Assisted by J.D. Paige.,34,35
18:54,-1,Rasmus Bach made Layup.,36,35
18:38,36,Kimani Jackson missed Jumper.,36,35
18:38,36,Prentiss Nixon Offensive Rebound.,36,35
18:31,36,Emmanuel Omogbo missed Jumper.,36,35
18:31,36,Emmanuel Omogbo Offensive Rebound.,36,35
18:28,36,Emmanuel Omogbo missed Layup.,36,35
18:28,36,Emmanuel Omogbo Offensive Rebound.,36,35
18:26,36,Emmanuel Omogbo Turnover.,36,35
18:26,-1,Rasmus Bach Steal.,36,35
18:09,36,Foul on J.D. Paige.,36,35
18:09,-1,Joshua Blaylock missed Free Throw.,36,35
18:09,-1,Fort Lewis Deadball Team Rebound.,36,35
18:09,-1,Joshua Blaylock made Free Throw.,37,35
18:09,-1,Joshua Blaylock made Free Throw.,38,35
17:59,-1,Foul on Joshua Blaylock.,38,35
17:59,36,J.D. Paige made Free Throw.,38,36
17:59,36,J.D. Paige made Free Throw.,38,37
17:55,-1,Rasmus Bach made Layup. Assisted by Will Morse.,40,37
17:41,36,Emmanuel Omogbo made Layup.,40,39
17:20,-1,Joshua Blaylock missed Three Point Jumper.,40,39
17:20,36,Braden Koelliker Defensive Rebound.,40,39
17:12,36,J.D. Paige made Layup.,40,41
17:03,-1,Rasmus Bach missed Three Point Jumper.,40,41
17:03,36,Kimani Jackson Defensive Rebound.,40,41
16:46,36,Kimani Jackson made Jumper. Assisted by J.D. Paige.,40,43
16:46,-1,Foul on Riley Farris.,40,43
16:46,36,Kimani Jackson made Free Throw.,40,44
16:32,-1,Riley Farris made Three Point Jumper. Assisted by Will Morse.,43,44
16:18,36,Prentiss Nixon made Three Point Jumper. Assisted by Che Bob.,43,47
16:03,36,Foul on Kimani Jackson.,43,47
15:52,-1,Riley Farris made Three Point Jumper. Assisted by Alex Semadeni.,46,47
15:31,36,J.D. Paige missed Three Point Jumper.,46,47
15:31,-1,Alex Semadeni Defensive Rebound.,46,47
15:20,-1,Rasmus Bach missed Layup.,46,47
15:20,36,Nico Carvacho Block.,46,47
15:18,36,Che Bob Defensive Rebound.,46,47
15:16,36,Prentiss Nixon Turnover.,46,47
15:16,36,Official TV Timeout,46,47
15:10,-1,Foul on Daniel Hernandez.,46,47
15:10,-1,Daniel Hernandez Turnover.,46,47
14:55,36,J.D. Paige Turnover.,46,47
14:53,-1,Daniel Hernandez Steal.,46,47
14:53,36,Foul on Che Bob.,46,47
14:44,-1,Joshua Blaylock missed Jumper.,46,47
14:44,36,Emmanuel Omogbo Defensive Rebound.,46,47
14:41,-1,Foul on Joshua Blaylock.,46,47
14:29,-1,Foul on Riley Farris.,46,47
14:29,36,Nico Carvacho made Free Throw.,46,48
14:29,36,Nico Carvacho made Free Throw.,46,49
14:12,-1,Daniel Hernandez made Layup.,48,49
13:57,36,Prentiss Nixon missed Jumper.,48,49
13:57,36,Che Bob Offensive Rebound.,48,49
13:54,36,Che Bob made Layup.,48,51
13:36,-1,Kane Martinez Turnover.,48,51
13:36,36,Che Bob Steal.,48,51
13:34,-1,Foul on Daniel Hernandez.,48,51
13:34,36,Che Bob made Free Throw.,48,52
13:34,36,Che Bob made Free Throw.,48,53
13:33,36,Che Bob missed Layup.,48,53
13:33,-1,Rasmus Bach Defensive Rebound.,48,53
13:21,-1,Rasmus Bach Turnover.,48,53
13:21,36,Che Bob Steal.,48,53
13:21,-1,Foul on Rasmus Bach.,48,53
13:21,36,Che Bob made Free Throw.,48,54
13:21,36,Che Bob missed Free Throw.,48,54
13:21,36,Colorado St Offensive Rebound.,48,54
13:13,-1,Foul on Jalen Terry.,48,54
13:13,36,Emmanuel Omogbo made Free Throw.,48,55
13:13,36,Emmanuel Omogbo made Free Throw.,48,56
12:46,-1,Dontez Thomas made Jumper.,50,56
12:46,36,Foul on J.D. Paige.,50,56
12:46,-1,Dontez Thomas missed Free Throw.,50,56
12:46,36,Colorado St Defensive Rebound.,50,56
12:26,-1,Foul on Daniel Hernandez.,50,56
12:26,36,Emmanuel Omogbo missed Free Throw.,50,56
12:26,36,Colorado St Deadball Team Rebound.,50,56
12:26,36,Emmanuel Omogbo missed Free Throw.,50,56
12:26,36,Che Bob Offensive Rebound.,50,56
12:13,36,J.D. Paige missed Three Point Jumper.,50,56
12:13,36,Che Bob Offensive Rebound.,50,56
12:09,36,Che Bob made Layup.,50,58
11:59,-1,Will Morse made Jumper.,52,58
11:32,36,Prentiss Nixon made Three Point Jumper. Assisted by Devocio Butler.,52,61
11:01,-1,Kane Martinez missed Three Point Jumper.,52,61
11:01,36,Prentiss Nixon Defensive Rebound.,52,61
10:53,36,Devocio Butler missed Three Point Jumper.,52,61
10:53,-1,Will Morse Defensive Rebound.,52,61
10:41,36,Official TV Timeout,52,61
10:23,-1,Joshua Blaylock missed Jumper.,52,61
10:23,-1,Rasmus Bach Offensive Rebound.,52,61
10:22,36,Foul on Emmanuel Omogbo.,52,61
10:02,-1,Riley Farris made Layup. Assisted by Will Morse.,54,61
9:46,36,Emmanuel Omogbo made Three Point Jumper. Assisted by Anthony Bonner.,54,64
9:28,-1,Will Morse made Three Point Jumper. Assisted by Riley Farris.,57,64
9:12,36,Che Bob missed Three Point Jumper.,57,64
9:12,-1,Riley Farris Defensive Rebound.,57,64
9:05,36,Foul on Devocio Butler.,57,64
9:05,-1,Rasmus Bach made Free Throw.,58,64
9:05,-1,Rasmus Bach made Free Throw.,59,64
9:05,-1,Fort Lewis  Timeout,59,64
8:58,36,Anthony Bonner Turnover.,59,64
8:48,-1,Rasmus Bach made Layup.,61,64
8:32,36,Emmanuel Omogbo missed Layup.,61,64
8:32,36,Che Bob Offensive Rebound.,61,64
8:30,36,Che Bob made Layup.,61,66
8:12,-1,Alex Semadeni made Jumper. Assisted by Joshua Blaylock.,63,66
7:53,36,Braden Koelliker missed Layup.,63,66
7:53,-1,Rasmus Bach Defensive Rebound.,63,66
7:30,-1,Rasmus Bach missed Three Point Jumper.,63,66
7:30,-1,Fort Lewis Offensive Rebound.,63,66
7:26,36,Official TV Timeout,63,66
7:19,-1,Rasmus Bach missed Jumper.,63,66
7:19,36,Emmanuel Omogbo Defensive Rebound.,63,66
7:18,-1,Foul on Alex Semadeni.,63,66
7:18,36,Emmanuel Omogbo made Free Throw.,63,67
7:18,36,Emmanuel Omogbo made Free Throw.,63,68
7:01,-1,Alex Semadeni missed Layup.,63,68
7:01,36,Emmanuel Omogbo Block.,63,68
7:00,36,J.D. Paige Defensive Rebound.,63,68
6:52,-1,Foul on Alex Semadeni.,63,68
6:52,36,Che Bob made Free Throw.,63,69
6:52,36,Che Bob made Free Throw.,63,70
6:36,-1,Joshua Blaylock missed Three Point Jumper.,63,70
6:36,36,J.D. Paige Defensive Rebound.,63,70
6:20,36,Prentiss Nixon made Jumper.,63,72
6:09,36,Foul on Che Bob.,63,72
6:09,-1,Rasmus Bach made Free Throw.,64,72
6:09,-1,Rasmus Bach made Free Throw.,65,72
5:56,36,Emmanuel Omogbo missed Jumper.,65,72
5:56,-1,Kane Martinez Defensive Rebound.,65,72
5:37,-1,Joshua Blaylock made Jumper.,67,72
5:20,36,Che Bob made Layup. Assisted by Emmanuel Omogbo.,67,74
4:51,-1,Will Morse made Jumper.,69,74
4:32,36,Prentiss Nixon missed Jumper.,69,74
4:32,36,Braden Koelliker Offensive Rebound.,69,74
4:20,36,Che Bob missed Layup.,69,74
4:20,-1,Rasmus Bach Defensive Rebound.,69,74
4:13,-1,Joshua Blaylock missed Three Point Jumper.,69,74
4:13,-1,Rasmus Bach Offensive Rebound.,69,74
4:05,-1,Riley Farris missed Three Point Jumper.,69,74
4:05,-1,Kane Martinez Offensive Rebound.,69,74
3:58,-1,Riley Farris missed Layup.,69,74
3:58,36,Braden Koelliker Defensive Rebound.,69,74
3:34,-1,Foul on Kane Martinez.,69,74
3:34,36,Official TV Timeout,69,74
3:34,36,Braden Koelliker made Free Throw.,69,75
3:34,36,Braden Koelliker made Free Throw.,69,76
3:22,-1,Rasmus Bach missed Jumper.,69,76
3:22,36,Emmanuel Omogbo Defensive Rebound.,69,76
3:00,36,J.D. Paige Turnover.,69,76
2:40,-1,Daniel Hernandez made Three Point Jumper. Assisted by Joshua Blaylock.,72,76
2:08,36,Prentiss Nixon missed Three Point Jumper.,72,76
2:08,-1,Daniel Hernandez Defensive Rebound.,72,76
1:54,-1,Joshua Blaylock missed Three Point Jumper.,72,76
1:54,36,Emmanuel Omogbo Defensive Rebound.,72,76
1:42,36,Colorado St  Timeout,72,76
1:33,36,Emmanuel Omogbo made Layup. Assisted by Braden Koelliker.,72,78
1:19,-1,Rasmus Bach missed Three Point Jumper.,72,78
1:19,36,Emmanuel Omogbo Defensive Rebound.,72,78
1:02,36,Emmanuel Omogbo missed Three Point Jumper.,72,78
1:02,36,Braden Koelliker Offensive Rebound.,72,78
0:55,36,Colorado St  Timeout,72,78
0:46,-1,Foul on Daniel Hernandez.,72,78
0:46,36,Prentiss Nixon made Free Throw.,72,79
0:46,36,Prentiss Nixon made Free Throw.,72,80
0:42,-1,Joshua Blaylock made Three Point Jumper. Assisted by Will Morse.,75,80
0:39,-1,Fort Lewis  Timeout,75,80
0:33,-1,Foul on Joshua Blaylock.,75,80
0:33,36,Emmanuel Omogbo made Free Throw.,75,81
0:33,36,Emmanuel Omogbo made Free Throw.,75,82
0:29,-1,Will Morse missed Three Point Jumper.,75,82
0:29,36,Braden Koelliker Defensive Rebound.,75,82
0:23,-1,Foul on Will Morse.,75,82
0:23,36,J.D. Paige made Free Throw.,75,83
0:23,36,J.D. Paige made Free Throw.,75,84
0:18,-1,Joshua Blaylock missed Three Point Jumper.,75,84
0:18,36,Che Bob Defensive Rebound.,75,84
0:00,36,End of Game,75,84
