Vermont,2368,Marist,261
6:10,2368,Brian Parker Turnover.,28,18
5:53,261,Darren Payen missed Jumper.,28,18
5:53,2368,David Knudsen Defensive Rebound.,28,18
5:49,261,Foul on Kurt Steidl.,28,18
5:20,2368,Foul on Kentrall Brooks.,28,18
5:20,2368,Kentrall Brooks Turnover.,28,18
5:08,2368,Foul on Tobias Sjoberg.,28,18
5:08,261,Dre Wills made Free Throw.,29,18
5:08,261,Dre Wills missed Free Throw.,29,18
5:08,2368,Brian Parker Defensive Rebound.,29,18
4:52,2368,Connor McClenaghan made Layup. Assisted by Kristinn Palsson.,29,20
4:35,261,Trae Bell-Haynes missed Three Point Jumper.,29,20
4:35,261,Trae Bell-Haynes Offensive Rebound.,29,20
4:27,261,Trae Bell-Haynes missed Jumper.,29,20
4:27,2368,Brian Parker Defensive Rebound.,29,20
4:20,2368,Brian Parker Turnover.,29,20
4:19,261,Trae Bell-Haynes Steal.,29,20
4:17,261,Dre Wills made Layup. Assisted by Trae Bell-Haynes.,31,20
3:57,2368,Connor McClenaghan missed Three Point Jumper.,31,20
3:57,261,Payton Henson Defensive Rebound.,31,20
3:26,261,Ernie Duncan missed Three Point Jumper.,31,20
3:26,2368,Marist Defensive Rebound.,31,20
3:24,2368,Official TV Timeout,31,20
3:03,2368,Khallid Hart missed Jumper.,31,20
3:03,261,Anthony Lamb Defensive Rebound.,31,20
2:56,2368,Foul on Connor McClenaghan.,31,20
2:56,261,Trae Bell-Haynes made Free Throw.,32,20
2:56,261,Trae Bell-Haynes made Free Throw.,33,20
2:29,2368,Ryan Funk made Three Point Jumper. Assisted by Khallid Hart.,33,23
2:13,261,Darren Payen Turnover.,33,23
2:00,2368,Isaiah Lamb Turnover.,33,23
1:58,261,Cam Ward Steal.,33,23
1:55,261,Payton Henson made Layup. Assisted by Cam Ward.,35,23
1:55,2368,Foul on Brian Parker.,35,23
1:55,261,Payton Henson missed Free Throw.,35,23
1:55,2368,Isaiah Lamb Defensive Rebound.,35,23
1:45,2368,Foul on Tobias Sjoberg.,35,23
1:45,2368,Tobias Sjoberg Turnover.,35,23
1:31,261,Payton Henson missed Jumper.,35,23
1:31,261,Payton Henson Offensive Rebound.,35,23
1:24,261,Ernie Duncan missed Three Point Jumper.,35,23
1:24,261,Anthony Lamb Offensive Rebound.,35,23
1:21,261,Anthony Lamb made Layup.,37,23
0:53,2368,Isaiah Lamb made Three Point Jumper.,37,26
0:23,261,Cam Ward missed Three Point Jumper.,37,26
0:23,2368,Isaiah Lamb Defensive Rebound.,37,26
0:11,2368,Ryan Funk made Three Point Jumper. Assisted by Khallid Hart.,37,29
0:02,261,Cam Ward missed Three Point Jumper.,37,29
0:02,2368,Isaiah Lamb Defensive Rebound.,37,29
0:00,2368,End of 1st half,37,29
19:45,261,Foul on Anthony Lamb.,37,29
19:45,2368,Kentrall Brooks missed Free Throw.,37,29
19:45,2368,Marist Deadball Team Rebound.,37,29
19:45,2368,Kentrall Brooks made Free Throw.,37,30
19:15,261,Anthony Lamb Turnover.,37,30
19:14,2368,Kentrall Brooks Steal.,37,30
19:11,2368,Isaiah Lamb missed Layup.,37,30
19:11,2368,Kentrall Brooks Offensive Rebound.,37,30
19:08,2368,Kentrall Brooks made Dunk.,37,32
19:02,261,Trae Bell-Haynes made Layup.,39,32
18:40,2368,Isaiah Lamb made Three Point Jumper. Assisted by Ryan Funk.,39,35
18:26,2368,Foul on Ryan Funk.,39,35
18:26,261,Payton Henson missed Free Throw.,39,35
18:26,261,Vermont Deadball Team Rebound.,39,35
18:26,261,Payton Henson made Free Throw.,40,35
18:04,2368,Kentrall Brooks missed Jumper.,40,35
18:04,261,Kurt Steidl Defensive Rebound.,40,35
17:46,261,Anthony Lamb missed Jumper.,40,35
17:46,261,Payton Henson Offensive Rebound.,40,35
17:43,2368,Foul on Ryan Funk.,40,35
17:43,261,Payton Henson made Free Throw.,41,35
17:43,261,Payton Henson made Free Throw.,42,35
17:30,2368,Isaiah Lamb missed Layup.,42,35
17:30,261,Anthony Lamb Defensive Rebound.,42,35
17:20,261,Kurt Steidl missed Three Point Jumper.,42,35
17:20,2368,Brian Parker Defensive Rebound.,42,35
17:16,261,Foul on Payton Henson.,42,35
16:58,2368,Isaiah Lamb missed Three Point Jumper.,42,35
16:58,261,Anthony Lamb Defensive Rebound.,42,35
16:44,261,Kurt Steidl made Three Point Jumper. Assisted by Trae Bell-Haynes.,45,35
16:25,261,Foul on Anthony Lamb.,45,35
16:14,2368,Khallid Hart made Three Point Jumper.,45,38
15:56,261,Payton Henson Turnover.,45,38
15:55,2368,Khallid Hart Steal.,45,38
15:53,261,Foul on Dre Wills.,45,38
15:53,2368,Official TV Timeout,45,38
15:46,2368,Connor McClenaghan Turnover.,45,38
15:35,2368,Foul on Connor McClenaghan.,45,38
15:35,261,Trae Bell-Haynes made Free Throw.,46,38
15:35,261,Trae Bell-Haynes missed Free Throw.,46,38
15:35,2368,Brian Parker Defensive Rebound.,46,38
15:19,2368,Khallid Hart missed Jumper.,46,38
15:19,261,Payton Henson Defensive Rebound.,46,38
14:59,261,Trae Bell-Haynes Turnover.,46,38
14:45,2368,Brian Parker missed Three Point Jumper.,46,38
14:45,261,Kurt Steidl Defensive Rebound.,46,38
14:26,261,Foul on Payton Henson.,46,38
14:26,261,Payton Henson Turnover.,46,38
14:08,2368,Brian Parker missed Jumper.,46,38
14:08,261,Payton Henson Defensive Rebound.,46,38
14:02,261,Trae Bell-Haynes missed Layup.,46,38
14:02,2368,Connor McClenaghan Defensive Rebound.,46,38
13:56,2368,Khallid Hart missed Layup.,46,38
13:56,261,Drew Urquhart Defensive Rebound.,46,38
13:49,261,Kurt Steidl missed Three Point Jumper.,46,38
13:49,2368,David Knudsen Defensive Rebound.,46,38
13:25,2368,Connor McClenaghan made Jumper. Assisted by Brian Parker.,46,40
13:04,261,Payton Henson made Jumper. Assisted by Trae Bell-Haynes.,48,40
12:54,2368,Marist  Timeout,48,40
12:28,2368,Connor McClenaghan missed Jumper.,48,40
12:28,261,Anthony Lamb Defensive Rebound.,48,40
12:10,261,Anthony Lamb made Layup.,50,40
11:56,261,Foul on Cam Ward.,50,40
11:56,2368,Official TV Timeout,50,40
11:56,2368,Connor McClenaghan missed Free Throw.,50,40
11:56,2368,Marist Deadball Team Rebound.,50,40
11:56,2368,Connor McClenaghan missed Free Throw.,50,40
11:56,261,Josh Hearlihy Defensive Rebound.,50,40
11:32,261,Cam Ward missed Three Point Jumper.,50,40
11:32,261,Drew Urquhart Offensive Rebound.,50,40
11:29,261,Drew Urquhart made Layup.,52,40
11:10,2368,Connor McClenaghan made Jumper. Assisted by Khallid Hart.,52,42
10:39,261,Cam Ward Turnover.,52,42
10:38,2368,Connor McClenaghan Steal.,52,42
10:33,2368,David Knudsen Turnover.,52,42
10:32,261,Dre Wills Steal.,52,42
10:14,261,Drew Urquhart missed Jumper.,52,42
10:14,2368,Kristinn Palsson Defensive Rebound.,52,42
10:06,2368,Khallid Hart made Three Point Jumper.,52,45
9:48,261,Anthony Lamb made Three Point Jumper. Assisted by Josh Hearlihy.,55,45
9:26,2368,Ryan Funk made Three Point Jumper. Assisted by Kristinn Palsson.,55,48
9:07,261,Anthony Lamb missed Layup.,55,48
9:07,261,Anthony Lamb Offensive Rebound.,55,48
9:05,261,Anthony Lamb made Layup.,57,48
9:03,261,Vermont  Timeout,57,48
8:50,2368,Khallid Hart missed Three Point Jumper.,57,48
8:50,261,Kurt Steidl Defensive Rebound.,57,48
8:35,261,Anthony Lamb missed Jumper.,57,48
8:35,261,Payton Henson Offensive Rebound.,57,48
8:31,261,Payton Henson made Jumper.,59,48
8:14,261,Foul on Trae Bell-Haynes.,59,48
8:14,2368,Khallid Hart made Free Throw.,59,49
8:14,2368,Khallid Hart made Free Throw.,59,50
8:01,261,Payton Henson Turnover.,59,50
8:01,2368,Khallid Hart Steal.,59,50
7:54,261,Foul on Dre Wills.,59,50
7:54,2368,Official TV Timeout,59,50
7:54,2368,Khallid Hart made Free Throw.,59,51
7:54,2368,Khallid Hart made Free Throw.,59,52
7:36,261,Kurt Steidl missed Layup.,59,52
7:36,2368,Isaiah Lamb Defensive Rebound.,59,52
7:25,2368,Khallid Hart missed Three Point Jumper.,59,52
7:25,2368,Tobias Sjoberg Offensive Rebound.,59,52
7:16,2368,Tobias Sjoberg missed Layup.,59,52
7:16,2368,Marist Offensive Rebound.,59,52
6:54,2368,Ryan Funk made Three Point Jumper. Assisted by Tobias Sjoberg.,59,55
6:36,261,Trae Bell-Haynes Turnover.,59,55
6:36,2368,Brian Parker Steal.,59,55
6:32,261,Foul on Trae Bell-Haynes.,59,55
6:32,261,Vermont  Timeout,59,55
6:32,2368,Brian Parker made Free Throw.,59,56
6:32,2368,Brian Parker made Free Throw.,59,57
6:19,261,Foul on Kurt Steidl.,59,57
6:19,261,Kurt Steidl Turnover.,59,57
6:09,2368,Khallid Hart made Layup. Assisted by Tobias Sjoberg.,59,59
5:53,261,Trae Bell-Haynes made Layup.,61,59
5:33,261,Foul on Dre Wills.,61,59
5:33,2368,Ryan Funk missed Free Throw.,61,59
5:33,2368,Marist Deadball Team Rebound.,61,59
5:33,2368,Ryan Funk made Free Throw.,61,60
5:21,261,Dre Wills made Layup.,63,60
5:03,2368,Ryan Funk made Three Point Jumper. Assisted by Khallid Hart.,63,63
4:34,261,Dre Wills made Jumper.,65,63
4:34,2368,Foul on Ryan Funk.,65,63
4:34,261,Dre Wills missed Free Throw.,65,63
4:34,2368,Brian Parker Defensive Rebound.,65,63
4:28,2368,Ryan Funk missed Three Point Jumper.,65,63
4:28,2368,Tobias Sjoberg Offensive Rebound.,65,63
4:14,2368,Isaiah Lamb made Layup. Assisted by Brian Parker.,65,65
3:52,261,Payton Henson made Three Point Jumper. Assisted by Drew Urquhart.,68,65
3:20,2368,Khallid Hart missed Jumper.,68,65
3:20,2368,Tobias Sjoberg Offensive Rebound.,68,65
3:18,2368,Tobias Sjoberg missed Two Point Tip Shot.,68,65
3:18,261,Payton Henson Defensive Rebound.,68,65
3:04,261,Payton Henson Turnover.,68,65
3:03,2368,Brian Parker Steal.,68,65
3:01,2368,Brian Parker made Layup.,68,67
2:34,261,Payton Henson Turnover.,68,67
2:33,2368,Khallid Hart Steal.,68,67
2:28,2368,Khallid Hart made Layup.,68,69
2:11,261,Payton Henson made Layup. Assisted by Trae Bell-Haynes.,70,69
1:51,2368,Brian Parker missed Jumper.,70,69
1:51,261,Ernie Duncan Defensive Rebound.,70,69
1:27,261,Drew Urquhart made Layup. Assisted by Trae Bell-Haynes.,72,69
1:20,2368,Marist  Timeout,72,69
1:05,2368,Khallid Hart made Layup.,72,71
0:32,261,Trae Bell-Haynes Turnover.,72,71
0:32,2368,Khallid Hart Steal.,72,71
0:32,2368,Marist  Timeout,72,71
0:12,2368,Brian Parker missed Jumper.,72,71
0:12,261,Kurt Steidl Defensive Rebound.,72,71
0:05,2368,Foul on Isaiah Lamb.,72,71
0:05,261,Vermont  Timeout,72,71
0:05,2368,Foul on Brian Parker.,72,71
0:04,2368,Foul on Khallid Hart.,72,71
0:04,261,Payton Henson made Free Throw.,73,71
0:04,261,Payton Henson made Free Throw.,74,71
0:03,261,Foul on Dre Wills.,74,71
0:03,2368,Khallid Hart missed Free Throw.,74,71
0:03,2368,Marist Deadball Team Rebound.,74,71
0:03,2368,Khallid Hart made Free Throw.,74,72
0:01,261,Kurt Steidl made Layup. Assisted by Trae Bell-Haynes.,76,72
0:00,2368,End of Game,76,72
