Boston College,257,Richmond,103
5:02,257,Foul on De'Monte Buckingham.,24,20
5:02,103,Ky Bowman made Free Throw.,25,20
4:51,257,T.J. Cline missed Jumper.,25,20
4:51,103,A.J. Turner Defensive Rebound.,25,20
4:45,103,Jerome Robinson made Three Point Jumper.,28,20
4:35,257,Marshall Wood missed Three Point Jumper.,28,20
4:35,103,Jerome Robinson Defensive Rebound.,28,20
4:16,103,Ky Bowman Turnover.,28,20
4:02,257,Nick Sherod missed Jumper.,28,20
4:02,103,A.J. Turner Block.,28,20
3:59,103,Johncarlos Reyes Defensive Rebound.,28,20
3:44,103,Johncarlos Reyes Turnover.,28,20
3:44,257,Official TV Timeout,28,20
3:13,257,Richmond  Turnover.,28,20
2:55,103,Jerome Robinson Turnover.,28,20
2:52,257,Nick Sherod Steal.,28,20
2:37,257,Khwan Fore made Layup. Assisted by T.J. Cline.,28,22
2:03,103,Garland Owens missed Three Point Jumper.,28,22
2:03,257,Khwan Fore Block.,28,22
2:03,257,Khwan Fore Defensive Rebound.,28,22
1:41,257,ShawnDre' Jones missed Three Point Jumper.,28,22
1:41,103,Boston College Defensive Rebound.,28,22
1:29,103,A.J. Turner made Jumper. Assisted by Connar Tava.,30,22
1:06,257,T.J. Cline missed Jumper.,30,22
1:06,103,Jerome Robinson Defensive Rebound.,30,22
0:56,103,Jerome Robinson made Three Point Jumper.,33,22
0:36,257,T.J. Cline made Jumper.,33,24
0:36,103,Foul on Connar Tava.,33,24
0:36,257,T.J. Cline made Free Throw.,33,25
0:08,103,Jerome Robinson missed Jumper.,33,25
0:08,103,Connar Tava Offensive Rebound.,33,25
0:05,103,Connar Tava missed Two Point Tip Shot.,33,25
0:05,103,Connar Tava Offensive Rebound.,33,25
0:01,103,Connar Tava missed Layup.,33,25
0:01,257,Richmond Defensive Rebound.,33,25
0:00,257,End of 1st half,33,25
19:44,257,Khwan Fore missed Layup.,33,25
19:44,103,A.J. Turner Defensive Rebound.,33,25
19:15,103,A.J. Turner Turnover.,33,25
18:52,257,T.J. Cline made Layup.,33,27
18:32,103,A.J. Turner missed Three Point Jumper.,33,27
18:32,257,T.J. Cline Defensive Rebound.,33,27
18:21,257,T.J. Cline Turnover.,33,27
18:20,103,Jerome Robinson Steal.,33,27
18:15,103,Jerome Robinson Turnover.,33,27
18:13,257,Khwan Fore Steal.,33,27
18:08,257,Julius Johnson missed Three Point Jumper.,33,27
18:08,103,Ky Bowman Defensive Rebound.,33,27
17:39,103,Foul on Mo Jeffers.,33,27
17:39,103,Mo Jeffers Turnover.,33,27
17:16,257,Marshall Wood Turnover.,33,27
16:56,103,A.J. Turner Turnover.,33,27
16:55,257,De'Monte Buckingham Steal.,33,27
16:32,257,Julius Johnson made Layup. Assisted by ShawnDre' Jones.,33,29
16:17,103,Jordan Chatman missed Jumper.,33,29
16:17,257,Julius Johnson Defensive Rebound.,33,29
16:09,257,Khwan Fore missed Layup.,33,29
16:09,257,Julius Johnson Offensive Rebound.,33,29
16:09,257,Julius Johnson made Two Point Tip Shot.,33,31
16:09,103,Foul on Jordan Chatman.,33,31
16:09,257,Julius Johnson made Free Throw.,33,32
15:57,103,Jordan Chatman missed Three Point Jumper.,33,32
15:57,257,De'Monte Buckingham Defensive Rebound.,33,32
15:26,257,Khwan Fore made Jumper. Assisted by Julius Johnson.,33,34
15:15,103,Jerome Robinson missed Layup.,33,34
15:15,103,Boston College Offensive Rebound.,33,34
15:13,257,Official TV Timeout,33,34
15:11,103,Jordan Chatman Turnover.,33,34
14:42,257,Nick Sherod missed Three Point Jumper.,33,34
14:42,103,Jordan Chatman Defensive Rebound.,33,34
14:37,257,Foul on Kwesi Abakah.,33,34
14:23,103,Jerome Robinson made Jumper. Assisted by Connar Tava.,35,34
14:04,257,Julius Johnson made Jumper.,35,36
13:39,103,Jerome Robinson missed Jumper.,35,36
13:39,257,Julius Johnson Defensive Rebound.,35,36
13:24,257,ShawnDre' Jones missed Three Point Jumper.,35,36
13:24,103,Jordan Chatman Defensive Rebound.,35,36
13:18,103,Jordan Chatman missed Layup.,35,36
13:18,103,Jordan Chatman Offensive Rebound.,35,36
13:14,257,Foul on Kwesi Abakah.,35,36
13:14,103,Connar Tava missed Free Throw.,35,36
13:14,103,Boston College Deadball Team Rebound.,35,36
13:14,103,Connar Tava made Free Throw.,36,36
12:52,257,T.J. Cline made Three Point Jumper. Assisted by Nick Sherod.,36,39
12:29,257,Foul on De'Monte Buckingham.,36,39
12:27,103,Jerome Robinson missed Jumper.,36,39
12:27,257,Nick Sherod Defensive Rebound.,36,39
12:13,257,T.J. Cline Turnover.,36,39
11:57,103,Jerome Robinson made Three Point Jumper. Assisted by Ty Graves.,39,39
11:37,257,Marshall Wood missed Layup.,39,39
11:37,257,Marshall Wood Offensive Rebound.,39,39
11:35,257,Marshall Wood made Layup.,39,41
11:10,103,Jerome Robinson missed Three Point Jumper.,39,41
11:10,257,T.J. Cline Defensive Rebound.,39,41
11:00,103,Foul on Johncarlos Reyes.,39,41
11:00,257,Official TV Timeout,39,41
10:37,257,ShawnDre' Jones missed Three Point Jumper.,39,41
10:37,103,Jordan Chatman Defensive Rebound.,39,41
10:11,103,Jordan Chatman missed Three Point Jumper.,39,41
10:11,257,Marshall Wood Defensive Rebound.,39,41
9:41,257,Khwan Fore missed Jumper.,39,41
9:41,103,Connar Tava Defensive Rebound.,39,41
9:20,103,Jerome Robinson missed Layup.,39,41
9:20,257,Julius Johnson Defensive Rebound.,39,41
9:13,257,Julius Johnson made Three Point Jumper. Assisted by ShawnDre' Jones.,39,44
8:54,103,Jerome Robinson missed Jumper.,39,44
8:54,257,Khwan Fore Defensive Rebound.,39,44
8:46,257,ShawnDre' Jones made Three Point Jumper. Assisted by Khwan Fore.,39,47
8:43,103,Boston College  Timeout,39,47
8:26,103,Ty Graves Turnover.,39,47
8:03,257,T.J. Cline made Layup.,39,49
7:32,103,Ty Graves missed Jumper.,39,49
7:32,103,A.J. Turner Offensive Rebound.,39,49
7:29,103,A.J. Turner missed Jumper.,39,49
7:29,103,A.J. Turner Offensive Rebound.,39,49
7:27,103,A.J. Turner missed Layup.,39,49
7:27,103,A.J. Turner Offensive Rebound.,39,49
7:24,103,A.J. Turner made Layup.,41,49
7:06,257,T.J. Cline missed Jumper.,41,49
7:06,103,Jerome Robinson Defensive Rebound.,41,49
6:53,103,Mo Jeffers missed Jumper.,41,49
6:53,257,Julius Johnson Defensive Rebound.,41,49
6:32,257,Khwan Fore missed Layup.,41,49
6:32,103,Jerome Robinson Block.,41,49
6:29,103,Garland Owens Defensive Rebound.,41,49
6:26,103,A.J. Turner made Three Point Jumper. Assisted by Jerome Robinson.,44,49
5:58,257,ShawnDre' Jones missed Three Point Jumper.,44,49
5:58,103,Mo Jeffers Defensive Rebound.,44,49
5:48,257,Foul on Julius Johnson.,44,49
5:48,257,Official TV Timeout,44,49
5:48,103,Mo Jeffers missed Free Throw.,44,49
5:48,103,Boston College Deadball Team Rebound.,44,49
5:48,103,Mo Jeffers missed Free Throw.,44,49
5:48,257,T.J. Cline Defensive Rebound.,44,49
5:23,257,T.J. Cline made Layup.,44,51
5:03,103,Jerome Robinson Turnover.,44,51
4:40,257,ShawnDre' Jones made Layup. Assisted by Julius Johnson.,44,53
4:21,103,Jerome Robinson missed Three Point Jumper.,44,53
4:21,257,T.J. Cline Defensive Rebound.,44,53
3:59,103,Foul on Connar Tava.,44,53
3:59,257,Official TV Timeout,44,53
3:40,257,T.J. Cline made Layup.,44,55
3:24,103,Jerome Robinson made Layup.,46,55
3:24,257,Foul on Julius Johnson.,46,55
3:24,103,Jerome Robinson made Free Throw.,47,55
2:53,103,Foul on Connar Tava.,47,55
2:53,257,ShawnDre' Jones made Free Throw.,47,56
2:53,257,ShawnDre' Jones made Free Throw.,47,57
2:32,103,Jerome Robinson missed Three Point Jumper.,47,57
2:32,103,Boston College Offensive Rebound.,47,57
2:28,103,Garland Owens missed Layup.,47,57
2:28,257,De'Monte Buckingham Block.,47,57
2:27,103,Garland Owens Offensive Rebound.,47,57
2:25,103,Garland Owens made Layup.,49,57
2:01,257,T.J. Cline made Jumper.,49,59
1:45,103,Jerome Robinson missed Layup.,49,59
1:45,257,De'Monte Buckingham Block.,49,59
1:42,257,Julius Johnson Defensive Rebound.,49,59
1:39,257,Khwan Fore made Layup.,49,61
1:37,257,Richmond  Timeout,49,61
1:28,103,Ky Bowman missed Three Point Jumper.,49,61
1:28,257,De'Monte Buckingham Defensive Rebound.,49,61
1:25,103,Foul on Connar Tava.,49,61
1:17,103,Foul on Jerome Robinson.,49,61
1:17,257,Khwan Fore made Free Throw.,49,62
1:17,257,Khwan Fore missed Free Throw.,49,62
1:17,103,Ky Bowman Defensive Rebound.,49,62
1:12,103,A.J. Turner missed Layup.,49,62
1:12,257,De'Monte Buckingham Block.,49,62
1:11,257,T.J. Cline Defensive Rebound.,49,62
1:08,103,Foul on Jerome Robinson.,49,62
1:08,257,ShawnDre' Jones made Free Throw.,49,63
1:08,257,ShawnDre' Jones made Free Throw.,49,64
0:53,103,A.J. Turner missed Three Point Jumper.,49,64
0:53,257,T.J. Cline Defensive Rebound.,49,64
0:48,103,Foul on Ky Bowman.,49,64
0:48,257,T.J. Cline made Free Throw.,49,65
0:48,257,T.J. Cline missed Free Throw.,49,65
0:48,103,Connar Tava Defensive Rebound.,49,65
0:43,103,Ky Bowman made Layup.,51,65
0:43,257,Foul on Khwan Fore.,51,65
0:43,103,Ky Bowman made Free Throw.,52,65
0:36,103,Foul on Jerome Robinson.,52,65
0:36,257,ShawnDre' Jones made Free Throw.,52,66
0:36,257,ShawnDre' Jones made Free Throw.,52,67
0:30,103,Ky Bowman made Layup.,54,67
0:00,257,Richmond  Turnover.,54,67
0:00,257,End of Game,54,67
