James Madison,2244,George Mason,256
10:56,256,Terrence Johnson made Three Point Jumper. Assisted by Ramone Snowden.,14,13
10:31,2244,Otis Livingston II made Three Point Jumper. Assisted by Ian Boyd.,14,16
10:12,256,Foul on Shakir Brown.,14,16
10:12,256,Shakir Brown Turnover.,14,16
10:05,256,Foul on Terrence Johnson.,14,16
9:50,2244,Jalen Jenkins missed Jumper.,14,16
9:50,256,Joey McLean Defensive Rebound.,14,16
9:41,256,Yohanny Dalembert made Jumper. Assisted by Joey McLean.,16,16
9:23,2244,Jaire Grayer missed Three Point Jumper.,16,16
9:23,2244,Ian Boyd Offensive Rebound.,16,16
9:17,256,Foul on Joey McLean.,16,16
9:17,2244,Otis Livingston II made Free Throw.,16,17
9:17,2244,Otis Livingston II made Free Throw.,16,18
9:03,2244,Foul on Jaire Grayer.,16,18
8:51,256,Shakir Brown missed Three Point Jumper.,16,18
8:51,2244,Justin Kier Defensive Rebound.,16,18
8:36,2244,Otis Livingston II missed Jumper.,16,18
8:36,256,Shakir Brown Defensive Rebound.,16,18
8:28,256,Vince Holmes made Layup.,18,18
8:01,2244,Marquise Moore missed Jumper.,18,18
8:01,256,Shakir Brown Defensive Rebound.,18,18
7:46,256,Yohanny Dalembert Turnover.,18,18
7:44,2244,Marquise Moore Steal.,18,18
7:42,2244,Marquise Moore made Layup.,18,20
7:42,256,Foul on Vince Holmes.,18,20
7:42,2244,Official TV Timeout,18,20
7:42,2244,Marquise Moore missed Free Throw.,18,20
7:42,2244,Jalen Jenkins Offensive Rebound.,18,20
7:27,2244,Justin Kier missed Jumper.,18,20
7:27,256,Vince Holmes Defensive Rebound.,18,20
7:04,256,Foul on Tom Vodanovich.,18,20
7:04,256,Tom Vodanovich Turnover.,18,20
6:35,2244,Marquise Moore missed Jumper.,18,20
6:35,2244,Jalen Jenkins Offensive Rebound.,18,20
6:29,2244,Jalen Jenkins Turnover.,18,20
6:05,256,Tom Vodanovich made Jumper. Assisted by Shakir Brown.,20,20
5:43,2244,Justin Kier missed Layup.,20,20
5:43,256,Tom Vodanovich Defensive Rebound.,20,20
5:34,2244,Foul on Karmari Newman.,20,20
5:34,256,Jackson Kent made Free Throw.,21,20
5:34,256,Jackson Kent made Free Throw.,22,20
5:12,256,Foul on Yohanny Dalembert.,22,20
5:12,2244,Justin Kier missed Free Throw.,22,20
5:12,2244,George Mason Deadball Team Rebound.,22,20
5:12,2244,Justin Kier made Free Throw.,22,21
4:54,256,Ivan Lukic Turnover.,22,21
4:37,256,Foul on Vince Holmes.,22,21
4:37,2244,Marquise Moore made Free Throw.,22,22
4:37,2244,Marquise Moore made Free Throw.,22,23
4:24,2244,Foul on Justin Kier.,22,23
4:13,256,Ivan Lukic made Layup. Assisted by Vince Holmes.,24,23
3:52,2244,Otis Livingston II Turnover.,24,23
3:52,2244,Official TV Timeout,24,23
3:36,256,Jackson Kent Turnover.,24,23
3:16,2244,Justin Kier Turnover.,24,23
3:01,256,Foul on Yohanny Dalembert.,24,23
3:01,256,Yohanny Dalembert Turnover.,24,23
2:47,2244,Karmari Newman missed Three Point Jumper.,24,23
2:47,2244,Ian Boyd Offensive Rebound.,24,23
2:43,2244,Ian Boyd missed Jumper.,24,23
2:43,2244,George Mason Offensive Rebound.,24,23
2:36,2244,Marquise Moore missed Jumper.,24,23
2:36,256,Dimitrije Cabarkapa Defensive Rebound.,24,23
2:23,256,Jackson Kent made Three Point Jumper.,27,23
2:04,2244,Karmari Newman missed Jumper.,27,23
2:04,256,Dimitrije Cabarkapa Block.,27,23
2:02,2244,Justin Kier Offensive Rebound.,27,23
2:01,256,Foul on Vince Holmes.,27,23
2:01,2244,Justin Kier made Free Throw.,27,24
2:01,2244,Justin Kier made Free Throw.,27,25
1:44,256,Jackson Kent missed Three Point Jumper.,27,25
1:44,2244,Otis Livingston II Defensive Rebound.,27,25
1:38,2244,Karmari Newman missed Layup.,27,25
1:38,256,Dimitrije Cabarkapa Defensive Rebound.,27,25
1:20,2244,Foul on Karmari Newman.,27,25
1:20,256,Jackson Kent made Free Throw.,28,25
1:20,256,Jackson Kent made Free Throw.,29,25
1:10,2244,Karmari Newman made Layup.,29,27
0:43,256,Dimitrije Cabarkapa missed Three Point Jumper.,29,27
0:43,2244,Marquise Moore Defensive Rebound.,29,27
0:27,2244,Karmari Newman made Three Point Jumper. Assisted by Ian Boyd.,29,30
0:05,256,Shakir Brown made Three Point Jumper. Assisted by Jackson Kent.,32,30
0:00,2244,End of 1st half,32,30
19:45,2244,Jaire Grayer made Jumper.,32,32
19:20,256,Tom Vodanovich missed Three Point Jumper.,32,32
19:20,2244,Justin Kier Defensive Rebound.,32,32
19:06,2244,Jalen Jenkins Turnover.,32,32
18:38,256,Yohanny Dalembert missed Jumper.,32,32
18:38,256,Yohanny Dalembert Offensive Rebound.,32,32
18:37,2244,Foul on Jaire Grayer.,32,32
18:30,256,Joey McLean missed Jumper.,32,32
18:30,2244,Marquise Moore Defensive Rebound.,32,32
18:20,2244,Justin Kier missed Three Point Jumper.,32,32
18:20,256,Shakir Brown Defensive Rebound.,32,32
17:58,256,Jackson Kent missed Jumper.,32,32
17:58,256,Shakir Brown Offensive Rebound.,32,32
17:49,256,Shakir Brown made Two Point Tip Shot.,34,32
17:34,2244,Jalen Jenkins made Jumper.,34,34
17:16,256,Foul on Tom Vodanovich.,34,34
17:16,256,Tom Vodanovich Turnover.,34,34
17:06,2244,Otis Livingston II missed Jumper.,34,34
17:06,256,Shakir Brown Defensive Rebound.,34,34
16:56,256,Yohanny Dalembert made Jumper.,36,34
16:37,2244,Ian Boyd missed Jumper.,36,34
16:37,256,Tom Vodanovich Defensive Rebound.,36,34
16:25,256,Joey McLean Turnover.,36,34
16:25,2244,Otis Livingston II Steal.,36,34
16:25,256,Foul on Yohanny Dalembert.,36,34
16:01,2244,Marquise Moore made Jumper. Assisted by Justin Kier.,36,36
16:01,256,Foul on Yohanny Dalembert.,36,36
16:01,2244,Marquise Moore made Free Throw.,36,37
16:01,256,James Madison  Timeout,36,37
15:38,256,Jackson Kent made Jumper.,38,37
15:13,2244,Troy Temara missed Jumper.,38,37
15:13,256,Dimitrije Cabarkapa Defensive Rebound.,38,37
15:07,256,Shakir Brown made Three Point Jumper. Assisted by Joey McLean.,41,37
14:44,2244,Troy Temara made Jumper.,41,39
14:25,256,Shakir Brown made Three Point Jumper. Assisted by Jackson Kent.,44,39
14:01,2244,Marquise Moore missed Layup.,44,39
14:01,256,Ivan Lukic Defensive Rebound.,44,39
13:55,256,Joey McLean missed Three Point Jumper.,44,39
13:55,2244,George Mason Defensive Rebound.,44,39
13:51,2244,Official TV Timeout,44,39
13:34,2244,Troy Temara missed Jumper.,44,39
13:34,256,Dimitrije Cabarkapa Defensive Rebound.,44,39
13:33,2244,Foul on Marquise Moore.,44,39
13:09,256,Jackson Kent made Layup.,46,39
12:48,2244,Karmari Newman made Three Point Jumper. Assisted by Ian Boyd.,46,42
12:36,2244,Foul on Ian Boyd.,46,42
12:25,2244,Foul on Ian Boyd.,46,42
12:25,256,Shakir Brown made Free Throw.,47,42
12:25,256,Shakir Brown missed Free Throw.,47,42
12:25,2244,Marquise Moore Defensive Rebound.,47,42
12:09,256,Foul on Shakir Brown.,47,42
12:08,2244,Karmari Newman missed Three Point Jumper.,47,42
12:08,256,Dimitrije Cabarkapa Defensive Rebound.,47,42
12:06,2244,Foul on Jalen Jenkins.,47,42
11:49,256,Dimitrije Cabarkapa made Jumper. Assisted by Shakir Brown.,49,42
11:33,256,Foul on Vince Holmes.,49,42
11:33,2244,Official TV Timeout,49,42
11:14,256,Foul on Ivan Lukic.,49,42
11:14,2244,Ian Boyd made Free Throw.,49,43
11:14,2244,Ian Boyd made Free Throw.,49,44
10:49,256,Shakir Brown missed Jumper.,49,44
10:49,2244,Jalen Jenkins Defensive Rebound.,49,44
10:34,2244,Karmari Newman missed Jumper.,49,44
10:34,2244,Jalen Jenkins Offensive Rebound.,49,44
10:32,256,Foul on Ivan Lukic.,49,44
10:32,2244,Jalen Jenkins made Free Throw.,49,45
10:32,2244,Jalen Jenkins missed Free Throw.,49,45
10:32,256,Paulius Satkus Defensive Rebound.,49,45
10:09,256,Joey McLean missed Jumper.,49,45
10:09,2244,Karmari Newman Defensive Rebound.,49,45
9:58,2244,Otis Livingston II missed Three Point Jumper.,49,45
9:58,256,Jackson Kent Defensive Rebound.,49,45
9:53,256,Shakir Brown missed Three Point Jumper.,49,45
9:53,2244,Jalen Jenkins Defensive Rebound.,49,45
9:38,2244,Ian Boyd missed Three Point Jumper.,49,45
9:38,256,Jackson Kent Defensive Rebound.,49,45
9:19,2244,Foul on Jalen Jenkins.,49,45
9:19,256,Tom Vodanovich missed Free Throw.,49,45
9:19,256,James Madison Deadball Team Rebound.,49,45
9:19,256,Tom Vodanovich missed Free Throw.,49,45
9:19,2244,Justin Kier Defensive Rebound.,49,45
9:05,2244,Marquise Moore made Layup.,49,47
9:05,256,Foul on Paulius Satkus.,49,47
9:05,2244,Foul on Marquise Moore.,49,47
9:05,256,Technical Foul on Tom Vodanovich.,49,47
9:05,256,Foul on Tom Vodanovich.,49,47
9:05,2244,Technical Foul on Marquise Moore.,49,47
9:05,2244,Marquise Moore made Free Throw.,49,48
8:48,256,Jackson Kent made Jumper.,51,48
8:33,2244,Karmari Newman missed Three Point Jumper.,51,48
8:33,2244,Marquise Moore Offensive Rebound.,51,48
8:28,256,Foul on Paulius Satkus.,51,48
8:27,2244,Troy Temara missed Free Throw.,51,48
8:26,2244,Troy Temara made Free Throw.,51,49
8:26,2244,George Mason Deadball Team Rebound.,51,48
8:06,256,Tom Vodanovich missed Jumper.,51,49
8:06,2244,Jaire Grayer Block.,51,49
8:04,2244,Justin Kier Defensive Rebound.,51,49
8:00,256,Foul on Paulius Satkus.,51,49
8:00,2244,Justin Kier missed Free Throw.,51,49
8:00,2244,George Mason Deadball Team Rebound.,51,49
8:00,2244,Justin Kier made Free Throw.,51,50
7:42,256,Jackson Kent missed Layup.,51,50
7:42,2244,Marquise Moore Defensive Rebound.,51,50
7:36,2244,Marquise Moore missed Layup.,51,50
7:36,2244,Marquise Moore Offensive Rebound.,51,50
7:35,256,Foul on Tom Vodanovich.,51,50
7:35,2244,Official TV Timeout,51,50
7:35,2244,Marquise Moore made Free Throw.,51,51
7:35,2244,Marquise Moore made Free Throw.,51,52
7:18,256,Jackson Kent made Free Throw.,52,52
7:18,2244,Foul on Justin Kier.,52,52
7:18,256,Jackson Kent made Free Throw.,53,52
7:07,2244,Jalen Jenkins made Jumper.,53,54
6:29,256,Joey McLean made Three Point Jumper. Assisted by Shakir Brown.,56,54
6:12,2244,Marquise Moore Turnover.,56,54
5:43,256,Ivan Lukic Turnover.,56,54
5:35,2244,Jaire Grayer missed Three Point Jumper.,56,54
5:35,256,Shakir Brown Defensive Rebound.,56,54
5:13,256,Joey McLean missed Three Point Jumper.,56,54
5:13,256,Ivan Lukic Offensive Rebound.,56,54
5:09,256,Ivan Lukic made Jumper.,58,54
4:48,2244,Jalen Jenkins made Layup. Assisted by Jaire Grayer.,58,56
4:26,2244,Foul on Jalen Jenkins.,58,56
4:26,256,Dimitrije Cabarkapa made Free Throw.,59,56
4:26,256,Dimitrije Cabarkapa made Free Throw.,60,56
4:17,2244,Marquise Moore made Layup. Assisted by Otis Livingston II.,60,58
4:17,256,Foul on Shakir Brown.,60,58
4:17,2244,Marquise Moore made Free Throw.,60,59
3:54,256,Shakir Brown missed Three Point Jumper.,60,59
3:54,2244,Jalen Jenkins Defensive Rebound.,60,59
3:51,256,Foul on Dimitrije Cabarkapa.,60,59
3:51,2244,Jalen Jenkins made Free Throw.,60,60
3:51,2244,Jalen Jenkins missed Free Throw.,60,60
3:51,2244,Ian Boyd Offensive Rebound.,60,60
3:49,256,Foul on Yohanny Dalembert.,60,60
3:49,2244,Ian Boyd made Free Throw.,60,61
3:49,2244,Ian Boyd made Free Throw.,60,62
3:28,2244,Foul on Ian Boyd.,60,62
3:28,256,Joey McLean made Free Throw.,61,62
3:28,256,Joey McLean made Free Throw.,62,62
3:16,2244,Otis Livingston II missed Three Point Jumper.,62,62
3:16,256,James Madison Defensive Rebound.,62,62
2:52,256,Dimitrije Cabarkapa Turnover.,62,62
2:34,2244,Jaire Grayer made Three Point Jumper. Assisted by Jalen Jenkins.,62,65
2:09,256,James Madison  Timeout,62,65
1:58,256,Joey McLean missed Three Point Jumper.,62,65
1:58,256,Jackson Kent Offensive Rebound.,62,65
1:50,256,Shakir Brown made Three Point Jumper. Assisted by Jackson Kent.,65,65
1:31,2244,Jalen Jenkins made Jumper.,65,67
1:11,256,Jackson Kent missed Jumper.,65,67
1:11,2244,Otis Livingston II Defensive Rebound.,65,67
1:02,2244,Jaire Grayer missed Jumper.,65,67
1:02,256,Dimitrije Cabarkapa Defensive Rebound.,65,67
0:37,256,Dimitrije Cabarkapa made Layup.,67,67
0:32,2244,George Mason  Timeout,67,67
0:07,2244,Otis Livingston II missed Jumper.,67,67
0:07,2244,George Mason Deadball Team Rebound.,67,67
0:06,2244,George Mason  Turnover.,67,67
0:06,256,James Madison  Timeout,67,67
0:02,256,Ivan Lukic missed Three Point Jumper.,67,67
0:01,2244,Jaire Grayer Defensive Rebound.,67,67
0:00,2244,End of 2nd half,67,67
4:37,256,Vince Holmes made Layup.,69,67
4:15,2244,Marquise Moore made Layup.,69,69
3:57,256,Ivan Lukic made Jumper.,71,69
3:26,256,Foul on Joey McLean.,71,69
3:26,2244,Ian Boyd missed Free Throw.,71,69
3:26,2244,George Mason Deadball Team Rebound.,71,69
3:26,2244,Ian Boyd made Free Throw.,71,70
3:00,2244,Foul on Otis Livingston II.,71,70
3:00,256,Joey McLean made Free Throw.,72,70
3:00,256,Joey McLean missed Free Throw.,72,70
3:00,2244,Marquise Moore Defensive Rebound.,72,70
2:49,2244,Marquise Moore Turnover.,72,70
2:48,256,Jackson Kent Steal.,72,70
2:44,256,Shakir Brown made Layup. Assisted by Jackson Kent.,74,70
2:32,2244,Ian Boyd made Three Point Jumper. Assisted by Otis Livingston II.,74,73
1:56,256,Vince Holmes missed Three Point Jumper.,74,73
1:56,2244,Ian Boyd Defensive Rebound.,74,73
1:56,256,Foul on Shakir Brown.,74,73
1:55,2244,Ian Boyd made Free Throw.,74,74
1:55,2244,Ian Boyd made Free Throw.,74,75
1:50,256,Dimitrije Cabarkapa Turnover.,74,75
1:39,2244,Jaire Grayer missed Jumper.,74,75
1:39,256,Dimitrije Cabarkapa Defensive Rebound.,74,75
1:11,2244,Foul on Jalen Jenkins.,74,75
1:11,2244,George Mason  Timeout,74,75
1:11,256,Jackson Kent made Free Throw.,75,75
1:11,256,Jackson Kent made Free Throw.,76,75
0:45,2244,Marquise Moore made Jumper.,76,77
0:17,256,Jackson Kent missed Jumper.,76,77
0:17,2244,Ian Boyd Defensive Rebound.,76,77
0:11,256,Foul on Vince Holmes.,76,77
0:11,2244,Otis Livingston II made Free Throw.,76,78
0:11,2244,Otis Livingston II made Free Throw.,76,79
0:11,2244,George Mason  Timeout,76,79
0:09,2244,Foul on Marquise Moore.,76,79
0:09,256,Shakir Brown made Free Throw.,77,79
0:09,256,Shakir Brown missed Free Throw.,77,79
0:06,2244,Jalen Jenkins Defensive Rebound.,77,79
0:04,256,Foul on Ivan Lukic.,77,79
0:04,2244,Marquise Moore made Free Throw.,77,80
0:04,2244,Marquise Moore missed Free Throw.,77,80
0:04,256,Dimitrije Cabarkapa Defensive Rebound.,77,80
0:01,256,Shakir Brown missed Three Point Jumper.,77,80
0:01,256,Dimitrije Cabarkapa Offensive Rebound.,77,80
0:00,2244,End of Game,77,80
