Central Arkansas,2711,Western Michigan,2110
3:25,2110,Derreck Brooks Turnover.,21,29
3:10,2711,Bryce Moore missed Three Point Jumper.,21,29
3:10,2110,Derreck Brooks Defensive Rebound.,21,29
2:57,2110,Jeff Lowery Turnover.,21,29
2:41,2711,Thomas Wilder missed Three Point Jumper.,21,29
2:41,2110,C. Arkansas Defensive Rebound.,21,29
2:21,2110,Ethan Lee Turnover.,21,29
2:19,2711,Reggie Jones Steal.,21,29
2:18,2711,Reggie Jones missed Layup.,21,29
2:18,2711,Brandon Johnson Offensive Rebound.,21,29
2:18,2711,Brandon Johnson made Dunk.,21,31
2:07,2110,Jordan Howard missed Layup.,21,31
2:07,2711,Drake LaMont Defensive Rebound.,21,31
1:40,2711,Brandon Johnson made Layup. Assisted by Bryce Moore.,21,33
1:40,2110,Foul on Derreck Brooks.,21,33
1:40,2711,Brandon Johnson missed Free Throw.,21,33
1:40,2711,Western Michigan Offensive Rebound.,21,33
1:13,2711,Tucker Haymond made Jumper.,21,35
0:56,2110,Jordan Howard made Jumper.,23,35
0:39,2711,Tucker Haymond missed Jumper.,23,35
0:38,2110,Otas Iyekekpolor missed Free Throw.,23,35
0:38,2711,Drake LaMont Defensive Rebound.,23,35
0:35,2110,Otas Iyekekpolor Defensive Rebound.,23,35
0:35,2711,Foul on Tucker Haymond.,23,35
0:16,2711,Reggie Jones missed Jumper.,23,35
0:16,2110,Aaron Weidenaar Defensive Rebound.,23,35
0:02,2110,Jordan Howard Turnover.,23,35
0:00,2711,End of 1st half,23,35
19:30,2711,Josh Davis made Layup.,23,37
19:13,2110,Jordan Howard made Three Point Jumper. Assisted by Jeff Lowery.,26,37
18:46,2711,Drake LaMont made Layup.,26,39
18:38,2110,Jeff Lowery made Layup.,28,39
18:27,2711,Thomas Wilder made Jumper.,28,41
18:05,2110,Mathieu Kamba made Layup.,30,41
17:53,2711,Drake LaMont missed Layup.,30,41
17:53,2110,Derreck Brooks Block.,30,41
17:51,2110,Jordan Howard Defensive Rebound.,30,41
17:46,2110,Albert Christensson made Layup. Assisted by Derreck Brooks.,32,41
17:30,2110,Foul on Albert Christensson.,32,41
17:30,2711,Tucker Haymond missed Free Throw.,32,41
17:30,2711,Western Michigan Deadball Team Rebound.,32,41
17:30,2711,Tucker Haymond made Free Throw.,32,42
17:30,2711,Western Michigan  Timeout,32,42
17:19,2711,Foul on Josh Davis.,32,42
17:19,2110,Jeff Lowery missed Free Throw.,32,42
17:19,2110,C. Arkansas Deadball Team Rebound.,32,42
17:19,2110,Jeff Lowery made Free Throw.,33,42
16:49,2711,Josh Davis missed Jumper.,33,42
16:49,2711,Brandon Johnson Offensive Rebound.,33,42
16:42,2711,Brandon Johnson made Layup.,33,44
16:06,2110,Derreck Brooks missed Jumper.,33,44
16:06,2110,Albert Christensson Offensive Rebound.,33,44
15:59,2110,Albert Christensson missed Jumper.,33,44
15:59,2711,Drake LaMont Block.,33,44
15:58,2711,Thomas Wilder Defensive Rebound.,33,44
15:55,2711,Thomas Wilder made Layup.,33,46
15:43,2110,Jordan Howard missed Jumper.,33,46
15:43,2711,Josh Davis Defensive Rebound.,33,46
15:34,2711,Tucker Haymond missed Layup.,33,46
15:34,2711,Drake LaMont Offensive Rebound.,33,46
15:30,2711,Drake LaMont missed Layup.,33,46
15:25,2110,Derreck Brooks Defensive Rebound.,33,46
15:21,2110,Jordan Howard missed Three Point Jumper.,33,46
15:21,2110,C. Arkansas Offensive Rebound.,33,46
15:13,2110,C. Arkansas  Turnover.,33,46
15:13,2711,Drake LaMont made Layup. Assisted by Tucker Haymond.,33,48
15:13,2110,Ethan Lee Turnover.,33,48
15:13,2711,Brandon Johnson Steal.,33,48
14:37,2110,Foul on Ethan Lee.,33,48
14:37,2711,Drake LaMont missed Free Throw.,33,48
14:37,2711,Western Michigan Deadball Team Rebound.,33,48
14:37,2711,Drake LaMont made Free Throw.,33,49
14:34,2110,Derreck Brooks made Jumper. Assisted by Jordan Howard.,35,49
14:03,2110,Foul on Derreck Brooks.,35,49
14:03,2711,Tucker Haymond made Free Throw.,35,50
14:03,2711,Tucker Haymond made Free Throw.,35,51
13:51,2110,Jordan Howard missed Three Point Jumper.,35,51
13:51,2711,Seth Dugan Defensive Rebound.,35,51
13:32,2711,Tucker Haymond made Layup. Assisted by Jarrin Randall.,35,53
13:13,2711,Foul on Tucker Haymond.,35,53
13:13,2110,Mathieu Kamba made Free Throw.,36,53
13:13,2110,Mathieu Kamba missed Free Throw.,36,53
13:13,2711,Adida Ikongshul Defensive Rebound.,36,53
12:54,2711,Jarrin Randall missed Three Point Jumper.,36,53
12:54,2110,Tanner Schmit Defensive Rebound.,36,53
12:44,2110,Darraja Parnell missed Layup.,36,53
12:44,2711,Bryce Moore Defensive Rebound.,36,53
12:39,2711,Bryce Moore made Layup.,36,55
12:26,2110,Tanner Schmit missed Jumper.,36,55
12:26,2110,Derreck Brooks Offensive Rebound.,36,55
12:23,2110,Derreck Brooks missed Jumper.,36,55
12:23,2110,Tanner Schmit Offensive Rebound.,36,55
11:58,2110,Tanner Schmit made Layup.,38,55
11:43,2711,Foul on Seth Dugan.,38,55
11:43,2110,Tanner Schmit missed Free Throw.,38,55
11:43,2110,C. Arkansas Deadball Team Rebound.,38,55
11:42,2711,Foul on Reggie Jones.,38,55
11:42,2110,Mathieu Kamba made Free Throw.,39,55
11:42,2110,Mathieu Kamba made Free Throw.,40,55
11:18,2711,Jarrin Randall missed Three Point Jumper.,40,55
11:18,2110,Mathieu Kamba Defensive Rebound.,40,55
11:13,2110,Jeff Lowery Turnover.,40,55
11:12,2711,Bryce Moore Steal.,40,55
11:07,2110,Foul on Jeff Lowery.,40,55
11:07,2711,Brandon Johnson missed Free Throw.,40,55
11:07,2711,Western Michigan Deadball Team Rebound.,40,55
11:07,2711,Brandon Johnson made Free Throw.,40,56
10:50,2110,Tanner Schmit made Jumper. Assisted by Jeff Lowery.,42,56
10:25,2711,Bryce Moore made Layup.,42,58
10:10,2110,Jordan Howard Turnover.,42,58
9:53,2711,Reggie Jones made Jumper.,42,60
9:39,2110,Tanner Schmit made Jumper. Assisted by Jeff Lowery.,44,60
9:22,2711,Brandon Johnson made Dunk. Assisted by Reggie Jones.,44,62
9:11,2110,Jordan Howard missed Jumper.,44,62
9:11,2711,Bryce Moore Defensive Rebound.,44,62
8:53,2711,Jarrin Randall missed Layup.,44,62
8:53,2711,Brandon Johnson Offensive Rebound.,44,62
8:41,2711,Brandon Johnson missed Layup.,44,62
8:41,2711,Adida Ikongshul Offensive Rebound.,44,62
8:33,2711,Brandon Johnson Turnover.,44,62
8:32,2110,Jeff Lowery Steal.,44,62
8:24,2711,Foul on Adida Ikongshul.,44,62
8:24,2110,Mathieu Kamba made Free Throw.,45,62
8:24,2110,Mathieu Kamba made Free Throw.,46,62
8:14,2110,Aaron Weidenaar Turnover.,46,62
8:00,2110,Derreck Brooks made Three Point Jumper. Assisted by Jeff Lowery.,49,62
7:50,2711,Reggie Jones missed Jumper.,49,62
7:50,2110,Jeff Lowery Defensive Rebound.,49,62
7:43,2110,Mathieu Kamba missed Jumper.,49,62
7:43,2711,Jared Printy Block.,49,62
7:43,2110,C. Arkansas Offensive Rebound.,49,62
7:41,2711,Official TV Timeout,49,62
7:37,2110,Derreck Brooks missed Jumper.,49,62
7:37,2110,Mathieu Kamba Offensive Rebound.,49,62
7:28,2110,Mathieu Kamba missed Layup.,49,62
7:28,2711,Jared Printy Defensive Rebound.,49,62
7:26,2110,Foul on Darraja Parnell.,49,62
7:15,2711,Drake LaMont missed Jumper.,49,62
7:15,2711,Drake LaMont Offensive Rebound.,49,62
7:11,2711,Drake LaMont missed Jumper.,49,62
7:11,2110,Jeff Lowery Defensive Rebound.,49,62
7:04,2110,Derreck Brooks made Three Point Jumper. Assisted by Darraja Parnell.,52,62
6:43,2110,Foul on Darraja Parnell.,52,62
6:36,2110,Foul on Darraja Parnell.,52,62
6:36,2711,Drake LaMont made Free Throw.,52,63
6:36,2711,Drake LaMont made Free Throw.,52,64
6:22,2110,Mathieu Kamba missed Layup.,52,64
6:22,2110,Mathieu Kamba Offensive Rebound.,52,64
6:22,2711,Foul on Bryce Moore.,52,64
6:22,2110,Mathieu Kamba missed Free Throw.,52,64
6:22,2110,Derreck Brooks Offensive Rebound.,52,64
6:22,2110,Mathieu Kamba made Layup.,54,64
6:22,2110,Derreck Brooks missed Jumper.,54,64
6:22,2711,Brandon Johnson Defensive Rebound.,54,64
6:22,2711,Tucker Haymond made Layup.,54,66
6:22,2110,Tanner Schmit missed Jumper.,54,66
6:22,2711,Brandon Johnson Defensive Rebound.,54,66
6:13,2110,Foul on Derreck Brooks.,54,66
6:02,2711,Thomas Wilder made Free Throw.,54,67
6:01,2711,Thomas Wilder made Free Throw.,54,68
5:41,2110,Jeff Lowery made Three Point Jumper. Assisted by Albert Christensson.,57,68
4:52,2110,Foul on Albert Christensson.,57,68
4:52,2711,Drake LaMont made Free Throw.,57,69
4:52,2711,Drake LaMont missed Free Throw.,57,69
4:52,2110,Albert Christensson Defensive Rebound.,57,69
4:30,2110,Albert Christensson missed Jumper.,57,69
4:30,2711,Drake LaMont Defensive Rebound.,57,69
4:26,2110,Foul on Albert Christensson.,57,69
4:26,2711,Drake LaMont made Free Throw.,57,70
4:26,2711,Drake LaMont made Free Throw.,57,71
4:23,2110,Tanner Schmit made Layup. Assisted by Jeff Lowery.,59,71
4:18,2711,Thomas Wilder made Three Point Jumper. Assisted by Tucker Haymond.,59,74
4:04,2110,Jordan Howard missed Jumper.,59,74
4:04,2711,Drake LaMont Defensive Rebound.,59,74
3:49,2711,Bryce Moore missed Three Point Jumper.,59,74
3:49,2110,C. Arkansas Defensive Rebound.,59,74
3:20,2711,Official TV Timeout,59,74
3:06,2110,Jeff Lowery Turnover.,59,74
3:05,2711,Reggie Jones Steal.,59,74
3:04,2110,Foul on Jeff Lowery.,59,74
3:04,2711,Reggie Jones made Free Throw.,59,75
3:04,2711,Reggie Jones made Free Throw.,59,76
2:50,2711,Thomas Wilder missed Three Point Jumper.,59,76
2:50,2110,Jordan Howard Defensive Rebound.,59,76
2:38,2110,Derreck Brooks made Jumper. Assisted by Jeff Lowery.,61,76
2:00,2110,Foul on Tanner Schmit.,61,76
2:00,2711,Bryce Moore missed Free Throw.,61,76
2:00,2711,Western Michigan Deadball Team Rebound.,61,76
2:00,2711,Bryce Moore missed Free Throw.,61,76
2:00,2110,Tanner Schmit Defensive Rebound.,61,76
1:45,2110,Mathieu Kamba missed Layup.,61,76
1:45,2711,Reggie Jones Defensive Rebound.,61,76
1:20,2711,Thomas Wilder missed Layup.,61,76
1:20,2711,Thomas Wilder Offensive Rebound.,61,76
1:17,2711,Thomas Wilder made Layup.,61,78
1:04,2110,Jordan Howard Turnover.,61,78
0:53,2711,Joeviair Kennedy made Jumper.,61,80
0:46,2110,Aaron Weidenaar missed Three Point Jumper.,61,80
0:46,2711,Adida Ikongshul Defensive Rebound.,61,80
0:34,2711,Joeviair Kennedy missed Jumper.,61,80
0:34,2711,Adida Ikongshul Offensive Rebound.,61,80
0:30,2711,Adida Ikongshul missed Layup.,61,80
0:30,2711,Adida Ikongshul Offensive Rebound.,61,80
0:25,2711,Adida Ikongshul missed Jumper.,61,80
0:25,2110,C. Arkansas Defensive Rebound.,61,80
0:10,2110,Jeff Lowery made Layup. Assisted by Darraja Parnell.,63,80
0:00,2711,End of Game,63,80
