Sacramento State,2539,San Francisco,16
8:05,2539,Chase Foster made Layup. Assisted by Nate Renfro.,13,27
7:48,16,Izayah Mauriohoohoo-Le'Afa made Three Point Jumper. Assisted by Marcus Graves.,16,27
7:28,2539,Chase Foster missed Layup.,16,27
7:28,16,Joshua Patton Block.,16,27
7:25,16,Matt Battaglia Defensive Rebound.,16,27
7:18,16,Foul on Justin Strings.,16,27
7:18,2539,San Francisco  Timeout,16,27
7:09,2539,Foul on Nate Renfro.,16,27
6:52,16,Justin Strings missed Three Point Jumper.,16,27
6:52,2539,Jordan Ratinho Defensive Rebound.,16,27
6:36,2539,Foul on Charles Minlend.,16,27
6:21,16,Foul on Joshua Patton.,16,27
6:07,2539,Chase Foster made Three Point Jumper. Assisted by Jordan Ratinho.,16,30
5:46,16,Marcus Graves missed Jumper.,16,30
5:46,2539,Nate Renfro Defensive Rebound.,16,30
5:28,2539,Chase Foster made Three Point Jumper. Assisted by Matt McCarthy.,16,33
4:56,16,Nick Hornsby made Three Point Jumper. Assisted by Marcus Graves.,19,33
4:42,2539,Remu Raitanen made Layup. Assisted by Matt McCarthy.,19,35
4:28,16,Nick Hornsby missed Jumper.,19,35
4:28,2539,Matt McCarthy Defensive Rebound.,19,35
4:18,16,Foul on Jeff Wu.,19,35
4:06,2539,Jordan Ratinho missed Three Point Jumper.,19,35
4:06,16,Nick Hornsby Defensive Rebound.,19,35
3:55,16,Eric Stuteville missed Layup.,19,35
3:55,16,Eric Stuteville Offensive Rebound.,19,35
3:53,2539,Foul on Matt McCarthy.,19,35
3:53,16,Sacramento St  Timeout,19,35
3:53,16,Eric Stuteville missed Free Throw.,19,35
3:53,16,Sacramento St Deadball Team Rebound.,19,35
3:53,16,Eric Stuteville missed Free Throw.,19,35
3:53,2539,Ronnie Boyce Defensive Rebound.,19,35
3:34,2539,Chase Foster missed Layup.,19,35
3:34,16,Nick Hornsby Defensive Rebound.,19,35
3:03,16,Nick Hornsby made Three Point Jumper. Assisted by Marcus Graves.,22,35
2:48,2539,Ronnie Boyce Turnover.,22,35
2:48,16,Jeff Wu Steal.,22,35
2:48,16,Sacramento St  Timeout,22,35
2:34,2539,Foul on Jordan Ratinho.,22,35
2:34,16,Nick Hornsby made Free Throw.,23,35
2:34,16,Nick Hornsby made Free Throw.,24,35
2:20,2539,Ronnie Boyce missed Jumper.,24,35
2:20,16,Justin Strings Defensive Rebound.,24,35
2:05,16,Nick Hornsby made Layup.,26,35
1:53,2539,Chase Foster Turnover.,26,35
1:39,16,Jeff Wu Turnover.,26,35
1:38,2539,Mladen Djordjevic Steal.,26,35
1:35,2539,Charles Minlend made Layup. Assisted by Jordan Ratinho.,26,37
1:11,16,Marcus Graves missed Jumper.,26,37
0:59,16,Justin Strings Offensive Rebound.,26,37
0:59,2539,Foul on Charles Minlend.,26,37
0:59,16,Justin Strings made Free Throw.,27,37
0:59,16,Justin Strings made Free Throw.,28,37
0:49,2539,Mladen Djordjevic made Layup. Assisted by Nate Renfro.,28,39
0:34,16,Nick Hornsby made Layup. Assisted by Marcus Graves.,30,39
0:07,16,Foul on Justin Strings.,30,39
0:07,2539,Mladen Djordjevic missed Free Throw.,30,39
0:07,16,Nick Hornsby Defensive Rebound.,30,39
0:00,16,Trevis Jackson missed Three Point Jumper.,30,39
0:00,2539,San Francisco Defensive Rebound.,30,39
0:00,2539,End of 1st half,30,39
19:49,2539,Chase Foster missed Three Point Jumper.,30,39
19:49,16,Nick Hornsby Defensive Rebound.,30,39
19:30,16,Justin Strings made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,32,39
19:15,2539,Foul on Matt McCarthy.,32,39
18:42,16,Nick Hornsby missed Three Point Jumper.,32,39
18:42,2539,Ronnie Boyce Defensive Rebound.,32,39
18:24,2539,Nate Renfro made Three Point Jumper. Assisted by Chase Foster.,32,42
18:15,2539,Foul on Nate Renfro.,32,42
18:10,16,Justin Strings missed Jumper.,32,42
18:10,16,Sacramento St Offensive Rebound.,32,42
18:01,16,Nick Hornsby made Jumper.,34,42
17:47,2539,Chase Foster missed Three Point Jumper.,34,42
17:47,16,Marcus Graves Defensive Rebound.,34,42
17:40,16,Izayah Mauriohoohoo-Le'Afa made Layup. Assisted by Marcus Graves.,36,42
17:40,2539,San Francisco  Timeout,36,42
17:19,2539,Matt McCarthy missed Layup.,36,42
17:19,16,Joshua Patton Block.,36,42
17:19,2539,San Francisco Offensive Rebound.,36,42
17:11,16,Foul on Izayah Mauriohoohoo-Le'Afa.,36,42
17:00,2539,Remu Raitanen made Three Point Jumper. Assisted by Mladen Djordjevic.,36,45
16:41,16,Izayah Mauriohoohoo-Le'Afa Turnover.,36,45
16:26,2539,Jordan Ratinho made Three Point Jumper. Assisted by Mladen Djordjevic.,36,48
16:13,16,Foul on Joshua Patton.,36,48
16:13,2539,San Francisco  Timeout,36,48
16:02,2539,Jordan Ratinho made Three Point Jumper. Assisted by Matt McCarthy.,36,51
15:48,16,Marcus Graves made Jumper.,38,51
15:24,2539,Matt McCarthy made Layup.,38,53
15:11,16,Marcus Graves missed Jumper.,38,53
15:11,2539,Jordan Ratinho Defensive Rebound.,38,53
14:54,2539,Matt McCarthy made Layup.,38,55
14:36,2539,Foul on Chance Anderson.,38,55
14:22,16,Justin Strings Turnover.,38,55
14:21,2539,Chance Anderson Steal.,38,55
14:03,2539,Remu Raitanen missed Three Point Jumper.,38,55
14:03,16,Grant Dressler Defensive Rebound.,38,55
13:41,2539,Foul on Chance Anderson.,38,55
13:41,16,Eric Stuteville made Free Throw.,39,55
13:41,16,Eric Stuteville missed Free Throw.,39,55
13:41,2539,Remu Raitanen Defensive Rebound.,39,55
13:34,16,Foul on Grant Dressler.,39,55
13:24,2539,Jordan Ratinho Turnover.,39,55
13:24,16,Grant Dressler Steal.,39,55
12:59,16,Grant Dressler missed Three Point Jumper.,39,55
12:59,2539,Chance Anderson Defensive Rebound.,39,55
12:47,16,Foul on Chibueze Jacobs.,39,55
12:44,2539,Foul on Ronnie Boyce.,39,55
12:28,16,Nick Hornsby Turnover.,39,55
12:28,2539,Jordan Ratinho Steal.,39,55
12:10,16,Foul on Eric Stuteville.,39,55
12:06,2539,Charles Minlend missed Three Point Jumper.,39,55
12:06,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,39,55
11:53,16,Justin Strings made Three Point Jumper. Assisted by Marcus Graves.,42,55
11:35,2539,Chance Anderson missed Jumper.,42,55
11:35,2539,Charles Minlend Offensive Rebound.,42,55
11:26,16,Foul on Marcus Graves.,42,55
11:18,2539,Matt McCarthy missed Layup.,42,55
11:18,16,Nick Hornsby Defensive Rebound.,42,55
11:12,16,Izayah Mauriohoohoo-Le'Afa made Layup.,44,55
11:12,2539,Foul on Charles Minlend.,44,55
11:12,16,Izayah Mauriohoohoo-Le'Afa missed Free Throw.,44,55
11:12,2539,Remu Raitanen Defensive Rebound.,44,55
11:03,16,Foul on Nick Hornsby.,44,55
11:03,2539,Remu Raitanen missed Free Throw.,44,55
11:03,16,Nick Hornsby Defensive Rebound.,44,55
10:35,16,Nick Hornsby Turnover.,44,55
10:34,2539,Ronnie Boyce Steal.,44,55
10:24,2539,Ronnie Boyce made Layup. Assisted by Nate Renfro.,44,57
10:17,16,Joshua Patton missed Layup.,44,57
10:17,2539,Matt McCarthy Defensive Rebound.,44,57
10:10,2539,Ronnie Boyce missed Jumper.,44,57
10:10,16,Nick Hornsby Defensive Rebound.,44,57
10:10,2539,Foul on Remu Raitanen.,44,57
10:10,16,Justin Strings missed Free Throw.,44,57
10:10,2539,Remu Raitanen Defensive Rebound.,44,57
9:55,2539,Jordan Ratinho missed Three Point Jumper.,44,57
9:55,16,Joshua Patton Defensive Rebound.,44,57
9:41,16,Izayah Mauriohoohoo-Le'Afa missed Layup.,44,57
9:41,2539,Charles Minlend Block.,44,57
9:40,2539,Jordan Ratinho Defensive Rebound.,44,57
9:22,2539,Nate Renfro Turnover.,44,57
9:07,16,Justin Strings made Jumper. Assisted by Trevis Jackson.,46,57
8:44,2539,Marquill Smith missed Layup.,46,57
8:44,2539,Marquill Smith Offensive Rebound.,46,57
8:44,16,Foul on Justin Strings.,46,57
8:44,2539,Marquill Smith made Free Throw.,46,58
8:44,2539,Marquill Smith made Free Throw.,46,59
8:40,16,Justin Strings missed Three Point Jumper.,46,59
8:40,2539,Mladen Djordjevic Defensive Rebound.,46,59
8:36,16,Foul on Trevis Jackson.,46,59
8:36,2539,Remu Raitanen missed Free Throw.,46,59
8:36,16,Nick Hornsby Defensive Rebound.,46,59
8:04,16,Jeff Wu missed Layup.,46,59
8:04,2539,Remu Raitanen Defensive Rebound.,46,59
7:32,2539,Marquill Smith made Three Point Jumper. Assisted by Chase Foster.,46,62
7:11,16,Matt Battaglia missed Three Point Jumper.,46,62
7:11,2539,Chase Foster Defensive Rebound.,46,62
7:10,16,Foul on Nick Hornsby.,46,62
7:10,2539,San Francisco  Timeout,46,62
7:10,2539,Chase Foster made Free Throw.,46,63
7:10,2539,Chase Foster made Free Throw.,46,64
7:00,16,Marcus Graves missed Jumper.,46,64
7:00,2539,Remu Raitanen Defensive Rebound.,46,64
6:39,2539,Nate Renfro made Jumper. Assisted by Marquill Smith.,46,66
6:20,16,Nick Hornsby made Jumper.,48,66
6:05,2539,Remu Raitanen Turnover.,48,66
5:35,16,Jeff Wu missed Jumper.,48,66
5:35,2539,Marquill Smith Defensive Rebound.,48,66
5:25,2539,Chase Foster made Three Point Jumper. Assisted by Mladen Djordjevic.,48,69
5:07,16,Izayah Mauriohoohoo-Le'Afa missed Three Point Jumper.,48,69
5:07,16,Nick Hornsby Offensive Rebound.,48,69
4:41,16,Nick Hornsby missed Three Point Jumper.,48,69
4:41,2539,Chase Foster Defensive Rebound.,48,69
4:18,16,Foul on Jeff Wu.,48,69
4:18,2539,Marquill Smith made Free Throw.,48,70
4:18,2539,Marquill Smith made Free Throw.,48,71
3:54,16,Grant Dressler missed Jumper.,48,71
3:54,2539,Marquill Smith Defensive Rebound.,48,71
3:43,2539,Matt McCarthy Turnover.,48,71
3:42,16,Eric Stuteville Steal.,48,71
3:38,16,Nick Hornsby made Layup.,50,71
3:10,2539,Nate Renfro made Layup.,50,73
2:50,16,Eric Stuteville made Layup.,52,73
2:43,16,Foul on Jeff Wu.,52,73
2:43,2539,San Francisco  Timeout,52,73
2:43,2539,Marquill Smith made Free Throw.,52,74
2:43,2539,Marquill Smith made Free Throw.,52,75
2:30,16,Trevis Jackson Turnover.,52,75
2:29,2539,Mladen Djordjevic Steal.,52,75
2:24,2539,Ronnie Boyce missed Three Point Jumper.,52,75
2:24,16,Chibueze Jacobs Defensive Rebound.,52,75
2:18,2539,Foul on Matt McCarthy.,52,75
2:18,16,Eric Stuteville made Free Throw.,53,75
2:18,16,Eric Stuteville made Free Throw.,54,75
1:58,2539,Jordan Ratinho missed Layup.,54,75
1:58,16,Eric Stuteville Block.,54,75
1:53,16,Grant Dressler Defensive Rebound.,54,75
1:40,16,Grant Dressler missed Layup.,54,75
1:40,16,Grant Dressler Offensive Rebound.,54,75
1:38,16,Jeff Wu made Jumper.,56,75
1:26,2539,Ronnie Boyce made Layup.,56,77
1:02,16,Jeff Wu made Three Point Jumper. Assisted by Chibueze Jacobs.,59,77
0:32,2539,Foul on Remu Raitanen.,59,77
0:13,16,Grant Dressler missed Three Point Jumper.,59,77
0:13,2539,Charles Minlend Defensive Rebound.,59,77
0:00,2539,End of Game,59,77
