Marist,159,Dartmouth,2368
10:40,2368,Brian Parker made Free Throw.,12,10
10:27,159,Taylor Johnson missed Jumper.,12,10
10:27,159,Taylor Johnson Offensive Rebound.,12,10
10:13,159,Miles Wright Turnover.,12,10
10:11,2368,Ryan Funk Steal.,12,10
10:09,2368,Isaiah Lamb missed Three Point Jumper.,12,10
10:09,159,Miles Wright Defensive Rebound.,12,10
9:56,159,Evan Boudreaux missed Jumper.,12,10
9:56,159,Evan Boudreaux Offensive Rebound.,12,10
9:54,159,Evan Boudreaux missed Jumper.,12,10
9:54,2368,Khallid Hart Defensive Rebound.,12,10
9:36,2368,Isaiah Lamb Turnover.,12,10
9:18,159,Guilien Smith missed Three Point Jumper.,12,10
9:18,2368,Kristinn Palsson Defensive Rebound.,12,10
9:10,2368,Tobias Sjoberg made Layup. Assisted by Kristinn Palsson.,14,10
8:51,159,Miles Wright missed Three Point Jumper.,14,10
8:51,2368,Brian Parker Defensive Rebound.,14,10
8:42,2368,Ryan Funk missed Jumper.,14,10
8:42,159,Taylor Johnson Defensive Rebound.,14,10
8:34,159,Ian Sistare missed Three Point Jumper.,14,10
8:34,2368,Ryan Funk Defensive Rebound.,14,10
8:14,2368,Kristinn Palsson made Layup. Assisted by Ryan Funk.,16,10
7:40,159,Taylor Johnson Turnover.,16,10
7:39,159,Foul on Taylor Johnson.,16,10
7:39,159,Official TV Timeout,16,10
7:29,2368,Brian Parker missed Jumper.,16,10
7:29,2368,Brian Parker Offensive Rebound.,16,10
7:26,159,Foul on Miles Wright.,16,10
7:22,2368,Connor McClenaghan Turnover.,16,10
7:20,159,Evan Boudreaux Steal.,16,10
7:12,159,Guilien Smith missed Layup.,16,10
7:12,159,Ike Ngwudo Offensive Rebound.,16,10
7:12,2368,Foul on Connor McClenaghan.,16,10
6:53,159,Mike Fleming Turnover.,16,10
6:51,2368,David Knudsen Steal.,16,10
6:48,159,Foul on Guilien Smith.,16,10
6:48,2368,David Knudsen missed Free Throw.,16,10
6:48,2368,Marist Deadball Team Rebound.,16,10
6:48,2368,David Knudsen made Free Throw.,17,10
6:38,2368,Foul on Connor McClenaghan.,17,10
6:38,159,Evan Boudreaux missed Free Throw.,17,10
6:38,159,Dartmouth Deadball Team Rebound.,17,10
6:38,159,Evan Boudreaux missed Free Throw.,17,10
6:38,2368,Ryan Funk Defensive Rebound.,17,10
6:13,2368,Khallid Hart made Three Point Jumper. Assisted by Tobias Sjoberg.,20,10
5:49,159,Taylor Johnson missed Three Point Jumper.,20,10
5:49,159,Dartmouth Defensive Rebound.,20,10
5:36,159,Evan Boudreaux Turnover.,20,10
5:35,2368,Khallid Hart Steal.,20,10
5:32,2368,Khallid Hart made Layup.,22,10
5:28,159,Dartmouth  Timeout,22,10
5:12,159,Mike Fleming made Three Point Jumper. Assisted by Evan Boudreaux.,22,13
4:56,2368,Khallid Hart missed Three Point Jumper.,22,13
4:56,159,Evan Boudreaux Defensive Rebound.,22,13
4:47,159,Mike Fleming made Jumper. Assisted by Taylor Johnson.,22,15
4:31,2368,David Knudsen missed Three Point Jumper.,22,15
4:31,2368,Brian Parker Offensive Rebound.,22,15
4:23,2368,Brian Parker missed Layup.,22,15
4:23,159,Evan Boudreaux Defensive Rebound.,22,15
4:16,159,Taylor Johnson made Layup. Assisted by Mike Fleming.,22,17
4:13,2368,Marist  Timeout,22,17
3:55,159,Foul on Mike Fleming.,22,17
3:55,2368,Khallid Hart missed Free Throw.,22,17
3:55,159,Evan Boudreaux Defensive Rebound.,22,17
3:30,2368,Foul on Ryan Funk.,22,17
3:30,159,Evan Boudreaux missed Free Throw.,22,17
3:30,159,Dartmouth Deadball Team Rebound.,22,17
3:30,159,Evan Boudreaux made Free Throw.,22,18
3:05,2368,Tobias Sjoberg missed Jumper.,22,18
3:05,159,Evan Boudreaux Defensive Rebound.,22,18
2:41,159,Brendan Barry made Three Point Jumper. Assisted by Mike Fleming.,22,21
2:19,2368,Brian Parker made Jumper.,24,21
1:58,159,Ian Sistare missed Three Point Jumper.,24,21
1:58,159,Wesley Dickinson Offensive Rebound.,24,21
1:54,159,Wesley Dickinson Turnover.,24,21
1:53,2368,Ryan Funk Steal.,24,21
1:49,2368,Khallid Hart Turnover.,24,21
1:48,159,Mike Fleming Steal.,24,21
1:45,2368,Foul on Tobias Sjoberg.,24,21
1:45,159,Mike Fleming made Free Throw.,24,22
1:45,159,Mike Fleming made Free Throw.,24,23
1:34,2368,Brian Parker made Jumper.,26,23
1:15,159,Evan Boudreaux made Jumper. Assisted by Ian Sistare.,26,25
0:56,2368,Khallid Hart missed Jumper.,26,25
0:56,159,Ian Sistare Defensive Rebound.,26,25
0:39,159,Evan Boudreaux missed Layup.,26,25
0:39,159,Evan Boudreaux Offensive Rebound.,26,25
0:30,159,Evan Boudreaux missed Three Point Jumper.,26,25
0:30,2368,Brian Parker Defensive Rebound.,26,25
0:23,2368,Kristinn Palsson made Layup. Assisted by Brian Parker.,28,25
0:04,159,Ian Sistare made Layup.,28,27
0:00,159,End of 1st half,28,27
19:49,2368,Isaiah Lamb made Three Point Jumper. Assisted by Khallid Hart.,31,27
19:23,159,Miles Wright missed Jumper.,31,27
19:23,2368,Kentrall Brooks Block.,31,27
19:22,159,Miles Wright Offensive Rebound.,31,27
19:21,159,Miles Wright made Layup.,31,29
18:55,2368,Brian Parker made Jumper.,33,29
18:39,2368,Foul on Ryan Funk.,33,29
18:39,159,Evan Boudreaux made Free Throw.,33,30
18:39,159,Evan Boudreaux made Free Throw.,33,31
18:23,2368,Foul on Isaiah Lamb.,33,31
18:17,2368,Isaiah Lamb Turnover.,33,31
18:00,2368,Foul on Khallid Hart.,33,31
17:54,159,Miles Wright Turnover.,33,31
17:53,2368,Brian Parker Steal.,33,31
17:33,2368,Ryan Funk missed Three Point Jumper.,33,31
17:33,159,Dartmouth Deadball Team Rebound.,33,31
17:09,159,Ike Ngwudo Turnover.,33,31
17:07,2368,Brian Parker Steal.,33,31
17:06,2368,Brian Parker made Layup.,35,31
16:44,159,Taylor Johnson made Jumper.,35,33
16:13,2368,Isaiah Lamb made Layup.,37,33
16:06,159,Miles Wright made Layup. Assisted by Taylor Johnson.,37,35
15:53,159,Foul on Ike Ngwudo.,37,35
15:53,159,Official TV Timeout,37,35
15:53,2368,Isaiah Lamb missed Free Throw.,37,35
15:53,2368,Marist Deadball Team Rebound.,37,35
15:53,2368,Isaiah Lamb missed Free Throw.,37,35
15:53,159,Miles Wright Defensive Rebound.,37,35
15:51,159,Foul on Wesley Dickinson.,37,35
15:51,159,Wesley Dickinson Turnover.,37,35
15:50,2368,Isaiah Lamb missed Jumper.,37,35
15:50,159,Evan Boudreaux Defensive Rebound.,37,35
15:33,159,Miles Wright made Three Point Jumper. Assisted by Evan Boudreaux.,37,38
15:09,2368,Tobias Sjoberg made Layup. Assisted by Khallid Hart.,39,38
14:53,159,Miles Wright missed Layup.,39,38
14:53,2368,Tobias Sjoberg Defensive Rebound.,39,38
14:39,2368,Kristinn Palsson missed Three Point Jumper.,39,38
14:39,159,Evan Boudreaux Defensive Rebound.,39,38
14:31,159,Guilien Smith made Jumper. Assisted by Taylor Johnson.,39,40
14:16,2368,Isaiah Lamb missed Three Point Jumper.,39,40
14:16,159,Guilien Smith Defensive Rebound.,39,40
14:09,159,Taylor Johnson missed Jumper.,39,40
14:09,2368,Brian Parker Defensive Rebound.,39,40
14:02,159,Foul on Evan Boudreaux.,39,40
14:02,2368,Khallid Hart made Free Throw.,40,40
14:02,2368,Khallid Hart made Free Throw.,41,40
13:46,2368,Foul on Tobias Sjoberg.,41,40
13:46,159,Guilien Smith made Free Throw.,41,41
13:46,159,Guilien Smith made Free Throw.,41,42
13:28,2368,Brian Parker made Jumper.,43,42
13:05,2368,Foul on Kristinn Palsson.,43,42
12:52,159,Mike Fleming missed Jumper.,43,42
12:52,2368,Ryan Funk Defensive Rebound.,43,42
12:35,2368,Kristinn Palsson made Three Point Jumper. Assisted by Tobias Sjoberg.,46,42
12:19,159,Guilien Smith made Three Point Jumper. Assisted by Ike Ngwudo.,46,45
11:58,159,Foul on Ike Ngwudo.,46,45
11:58,159,Official TV Timeout,46,45
11:42,2368,David Knudsen missed Three Point Jumper.,46,45
11:42,159,Taylor Johnson Defensive Rebound.,46,45
11:32,159,Taylor Johnson made Layup.,46,47
11:12,2368,Khallid Hart made Jumper.,48,47
11:02,2368,Foul on Ryan Funk.,48,47
10:55,159,Evan Boudreaux made Three Point Jumper. Assisted by Mike Fleming.,48,50
10:35,2368,Khallid Hart made Three Point Jumper.,51,50
10:12,2368,Foul on David Knudsen.,51,50
10:12,159,Taylor Johnson made Free Throw.,51,51
10:12,159,Taylor Johnson missed Free Throw.,51,51
10:12,2368,David Knudsen Defensive Rebound.,51,51
9:59,2368,David Knudsen missed Three Point Jumper.,51,51
9:59,159,Guilien Smith Defensive Rebound.,51,51
9:59,159,Evan Boudreaux missed Jumper.,51,51
9:59,2368,Tobias Sjoberg Block.,51,51
9:59,2368,Brian Parker Defensive Rebound.,51,51
9:18,2368,Brian Parker made Layup.,53,51
9:00,2368,Foul on Kristinn Palsson.,53,51
9:00,159,Guilien Smith missed Free Throw.,53,51
9:00,2368,Tobias Sjoberg Defensive Rebound.,53,51
8:47,2368,Brian Parker Turnover.,53,51
8:41,159,Ike Ngwudo missed Three Point Jumper.,53,51
8:41,2368,Ryan Funk Defensive Rebound.,53,51
8:13,2368,Khallid Hart made Jumper.,55,51
8:13,159,Foul on Mike Fleming.,55,51
8:13,2368,Khallid Hart made Free Throw.,56,51
7:55,159,Miles Wright made Three Point Jumper.,56,54
7:35,2368,Khallid Hart made Jumper.,58,54
7:25,159,Guilien Smith missed Three Point Jumper.,58,54
7:25,2368,Ryan Funk Defensive Rebound.,58,54
7:14,2368,Marist  Timeout,58,54
6:58,2368,Khallid Hart made Jumper.,60,54
6:45,159,Miles Wright missed Dunk.,60,54
6:45,2368,Kristinn Palsson Defensive Rebound.,60,54
6:40,159,Foul on Taylor Johnson.,60,54
6:25,2368,Khallid Hart missed Three Point Jumper.,60,54
6:25,2368,Ryan Funk Offensive Rebound.,60,54
6:18,2368,Brian Parker missed Layup.,60,54
6:18,159,Evan Boudreaux Defensive Rebound.,60,54
6:00,159,Evan Boudreaux made Three Point Jumper. Assisted by Ian Sistare.,60,57
5:28,2368,Khallid Hart made Three Point Jumper.,63,57
5:08,2368,Foul on Connor McClenaghan.,63,57
5:08,159,Evan Boudreaux missed Free Throw.,63,57
5:08,2368,Brian Parker Defensive Rebound.,63,57
4:54,2368,Ryan Funk missed Three Point Jumper.,63,57
4:54,159,Guilien Smith Defensive Rebound.,63,57
4:43,159,Guilien Smith made Layup.,63,59
4:22,2368,Khallid Hart Turnover.,63,59
4:20,159,Guilien Smith Steal.,63,59
4:17,159,Miles Wright made Three Point Jumper. Assisted by Guilien Smith.,63,62
4:00,2368,Foul on Brian Parker.,63,62
4:00,2368,Brian Parker Turnover.,63,62
4:00,159,Official TV Timeout,63,62
3:49,159,Guilien Smith made Jumper.,63,64
3:27,2368,Ryan Funk missed Three Point Jumper.,63,64
3:27,2368,Khallid Hart Offensive Rebound.,63,64
3:24,159,Foul on Miles Wright.,63,64
3:24,2368,Khallid Hart made Free Throw.,64,64
3:24,2368,Khallid Hart made Free Throw.,65,64
2:59,159,Miles Wright made Three Point Jumper. Assisted by Mike Fleming.,65,67
2:36,2368,Kristinn Palsson made Three Point Jumper. Assisted by Brian Parker.,68,67
2:36,159,Evan Boudreaux missed Layup.,68,67
2:36,2368,Ryan Funk Defensive Rebound.,68,67
1:59,2368,Marist  Timeout,68,67
1:51,2368,Kristinn Palsson missed Three Point Jumper.,68,67
1:51,159,Guilien Smith Defensive Rebound.,68,67
1:20,159,Guilien Smith missed Jumper.,68,67
1:20,2368,Brian Parker Block.,68,67
1:18,2368,Brian Parker Defensive Rebound.,68,67
1:05,159,Foul on Mike Fleming.,68,67
1:05,2368,Ryan Funk made Free Throw.,69,67
1:05,2368,Ryan Funk made Free Throw.,70,67
1:03,159,Dartmouth  Timeout,70,67
0:46,159,Miles Wright missed Three Point Jumper.,70,67
0:46,2368,Khallid Hart Defensive Rebound.,70,67
0:18,2368,Khallid Hart made Three Point Jumper.,73,67
0:11,159,Evan Boudreaux missed Three Point Jumper.,73,67
0:11,2368,Brian Parker Defensive Rebound.,73,67
0:06,159,Foul on Ian Sistare.,73,67
0:06,2368,Brian Parker made Free Throw.,74,67
0:06,2368,Brian Parker made Free Throw.,75,67
0:01,159,Taylor Johnson made Layup.,75,69
0:00,159,End of Game,75,69
