Coppin State,2006,Akron,2154
9:00,2154,Coppin St Offensive Rebound.,16,24
9:00,2154,Coppin St  Timeout,16,24
8:43,2154,Joseph Gripper missed Layup.,16,24
8:43,2006,Kwan Cheatham Jr. Defensive Rebound.,16,24
8:32,2006,Isaiah Johnson made Layup. Assisted by Josh Williams.,16,26
7:59,2154,Lucian Brownlee missed Three Point Jumper.,16,26
7:56,2154,Coppin St Deadball Team Rebound.,16,26
7:56,2006,Foul on Aaron Jackson.,16,26
7:56,2006,Akron  Timeout,16,26
7:48,2154,Lucian Brownlee made Three Point Jumper. Assisted by Dejuan Clayton.,19,26
7:34,2154,Foul on Izais Hicks.,19,26
7:21,2154,Foul on Blake Simpson.,19,26
7:11,2154,Foul on Blake Simpson.,19,26
7:01,2006,Antino Jackson made Layup.,19,28
6:32,2154,Lucian Brownlee missed Three Point Jumper.,19,28
6:32,2006,Kwan Cheatham Jr. Defensive Rebound.,19,28
6:20,2154,Foul on Lucian Brownlee.,19,28
6:20,2154,Technical Foul on Terry Harris Jr..,19,28
6:20,2154,Foul on Terry Harris Jr..,19,28
6:20,2006,Antino Jackson made Free Throw.,19,29
6:20,2006,Antino Jackson made Free Throw.,19,30
6:15,2006,Jimond Ivey made Three Point Jumper. Assisted by Isaiah Johnson.,19,33
6:01,2154,Keith Shivers missed Layup.,19,33
6:01,2006,Kwan Cheatham Jr. Defensive Rebound.,19,33
5:53,2154,Foul on Tre' Thomas.,19,33
5:45,2006,Jimond Ivey missed Three Point Jumper.,19,33
5:45,2154,Coppin St Deadball Team Rebound.,19,33
5:45,2006,Foul on Kwan Cheatham Jr..,19,33
5:33,2154,Dejuan Clayton missed Jumper.,19,33
5:33,2006,Kwan Cheatham Jr. Defensive Rebound.,19,33
5:25,2006,Kwan Cheatham Jr. Turnover.,19,33
5:23,2154,Keith Shivers Steal.,19,33
5:21,2154,Keith Shivers made Layup.,21,33
5:08,2006,Tavian Dunn-Martin made Layup.,21,35
5:02,2154,Izais Hicks Turnover.,21,35
4:42,2006,Tavian Dunn-Martin missed Layup.,21,35
4:42,2006,Jimond Ivey Offensive Rebound.,21,35
4:38,2006,Jimond Ivey made Layup.,21,37
4:32,2154,Lucian Brownlee made Layup.,23,37
4:16,2006,Tavian Dunn-Martin made Three Point Jumper. Assisted by Jimond Ivey.,23,40
4:10,2154,Tre' Thomas Turnover.,23,40
4:03,2006,Tavian Dunn-Martin Turnover.,23,40
3:45,2154,Lucian Brownlee missed Layup.,23,40
3:45,2006,Emmanuel Olojakpoke Block.,23,40
3:40,2154,Tre' Thomas Offensive Rebound.,23,40
3:40,2154,Lucian Brownlee Turnover.,23,40
3:40,2006,Official TV Timeout,23,40
3:25,2006,Emmanuel Olojakpoke missed Layup.,23,40
3:25,2154,Keith Shivers Block.,23,40
3:23,2006,Emmanuel Olojakpoke Offensive Rebound.,23,40
3:21,2006,Emmanuel Olojakpoke missed Layup.,23,40
3:21,2006,Akron Offensive Rebound.,23,40
3:08,2006,Kwan Cheatham Jr. missed Three Point Jumper.,23,40
3:08,2154,Coppin St Defensive Rebound.,23,40
3:00,2154,Keith Shivers made Layup.,25,40
2:42,2006,Jimond Ivey Turnover.,25,40
2:42,2154,Keith Shivers Steal.,25,40
2:32,2154,Keith Shivers Turnover.,25,40
2:31,2006,Antino Jackson Steal.,25,40
2:28,2006,Jimond Ivey made Dunk. Assisted by Antino Jackson.,25,42
2:04,2154,Tre' Thomas missed Three Point Jumper.,25,42
2:04,2006,Jimond Ivey Defensive Rebound.,25,42
1:56,2006,Isaiah Johnson Turnover.,25,42
1:56,2006,Foul on Isaiah Johnson.,25,42
1:48,2154,Tre' Thomas made Jumper.,27,42
1:23,2006,Josh Williams Turnover.,27,42
1:23,2006,Foul on Josh Williams.,27,42
0:59,2154,Dejuan Clayton missed Layup.,27,42
0:59,2006,Aaron Jackson Defensive Rebound.,27,42
0:50,2006,Antino Jackson Turnover.,27,42
0:48,2154,Izais Hicks Steal.,27,42
0:45,2154,Izais Hicks made Dunk. Assisted by Joseph Gripper.,29,42
0:22,2006,Aaron Jackson missed Three Point Jumper.,29,42
0:22,2006,Isaiah Johnson Offensive Rebound.,29,42
0:20,2154,Foul on Tre' Thomas.,29,42
0:20,2006,Isaiah Johnson made Free Throw.,29,43
0:20,2006,Isaiah Johnson made Free Throw.,29,44
0:01,2154,Tre' Thomas missed Three Point Jumper.,29,44
0:01,2006,Jimond Ivey Defensive Rebound.,29,44
0:00,2006,End of 1st half,29,44
19:52,2006,Foul on Isaiah Johnson.,29,44
19:40,2154,Joshua Treadwell missed Layup.,29,44
19:40,2006,Isaiah Johnson Block.,29,44
19:37,2006,Antino Jackson Defensive Rebound.,29,44
19:35,2006,Jimond Ivey made Layup. Assisted by Antino Jackson.,29,46
19:35,2154,Foul on Joseph Gripper.,29,46
19:35,2006,Jimond Ivey made Free Throw.,29,47
19:19,2154,Joseph Gripper Turnover.,29,47
19:18,2006,Antino Jackson Steal.,29,47
19:16,2006,Kwan Cheatham Jr. Turnover.,29,47
19:16,2006,Foul on Kwan Cheatham Jr..,29,47
18:50,2154,Joseph Gripper made Layup.,31,47
18:31,2006,Isaiah Johnson made Layup. Assisted by Kwan Cheatham Jr..,31,49
17:58,2154,Joseph Gripper made Layup.,33,49
17:35,2006,Kwan Cheatham Jr. made Three Point Jumper. Assisted by Isaiah Johnson.,33,52
17:21,2154,Terry Harris Jr. Turnover.,33,52
17:06,2006,Isaiah Johnson made Dunk.,33,54
16:50,2154,Joseph Gripper missed Layup.,33,54
16:50,2006,Kwan Cheatham Jr. Defensive Rebound.,33,54
16:48,2154,Foul on Blake Simpson.,33,54
16:37,2006,Kwan Cheatham Jr. Turnover.,33,54
16:35,2154,Blake Simpson Steal.,33,54
16:32,2154,Terry Harris Jr. missed Layup.,33,54
16:32,2154,Blake Simpson Offensive Rebound.,33,54
16:26,2154,Blake Simpson made Layup.,35,54
16:13,2006,Antino Jackson missed Jumper.,35,54
16:13,2154,Dejuan Clayton Block.,35,54
16:11,2006,Isaiah Johnson Offensive Rebound.,35,54
16:06,2006,Isaiah Johnson made Dunk. Assisted by Kwan Cheatham Jr..,35,56
15:47,2154,Joshua Treadwell made Three Point Jumper. Assisted by Dejuan Clayton.,38,56
15:28,2006,Isaiah Johnson made Jumper.,38,58
15:11,2154,Joshua Treadwell Turnover.,38,58
15:10,2006,Josh Williams Steal.,38,58
14:54,2154,Foul on Tre' Thomas.,38,58
14:54,2006,Official TV Timeout,38,58
14:37,2006,Antino Jackson missed Three Point Jumper.,38,58
14:37,2006,Kwan Cheatham Jr. Offensive Rebound.,38,58
14:32,2006,Josh Williams missed Three Point Jumper.,38,58
14:32,2154,Joshua Treadwell Defensive Rebound.,38,58
14:23,2154,Joshua Treadwell missed Layup.,38,58
14:23,2006,Michael Hughes Block.,38,58
14:19,2006,Antino Jackson Defensive Rebound.,38,58
14:19,2154,Foul on Joshua Treadwell.,38,58
14:19,2006,Antino Jackson made Free Throw.,38,59
14:19,2006,Antino Jackson made Free Throw.,38,60
14:01,2154,Terry Harris Jr. missed Layup.,38,60
14:01,2006,Jimond Ivey Defensive Rebound.,38,60
13:53,2006,Josh Williams missed Three Point Jumper.,38,60
13:53,2154,Joshua Treadwell Defensive Rebound.,38,60
13:47,2006,Foul on Josh Williams.,38,60
13:47,2154,Joshua Treadwell made Free Throw.,39,60
13:47,2154,Joshua Treadwell made Free Throw.,40,60
13:33,2006,Jimond Ivey Turnover.,40,60
13:31,2154,Joshua Treadwell Steal.,40,60
13:24,2006,Foul on Michael Hughes.,40,60
13:24,2154,Izais Hicks missed Free Throw.,40,60
13:24,2154,Coppin St Deadball Team Rebound.,40,60
13:24,2154,Izais Hicks missed Free Throw.,40,60
13:24,2154,Terry Harris Jr. Offensive Rebound.,40,60
13:20,2154,Terry Harris Jr. missed Layup.,40,60
13:20,2006,Michael Hughes Defensive Rebound.,40,60
12:55,2006,Michael Hughes made Layup. Assisted by Jimond Ivey.,40,62
12:25,2154,Dejuan Clayton made Jumper.,42,62
12:07,2006,Aaron Jackson missed Three Point Jumper.,42,62
12:07,2006,Aaron Jackson Offensive Rebound.,42,62
12:03,2006,Aaron Jackson made Layup.,42,64
11:49,2154,Lucian Brownlee Turnover.,42,64
11:49,2006,Official TV Timeout,42,64
11:29,2154,Foul on Dejuan Clayton.,42,64
11:23,2006,Aaron Jackson missed Three Point Jumper.,42,64
11:23,2154,Coppin St Deadball Team Rebound.,42,64
11:22,2006,Foul on Isaiah Johnson.,42,64
11:06,2006,Foul on Kwan Cheatham Jr..,42,64
11:00,2154,Dejuan Clayton made Three Point Jumper. Assisted by Lucian Brownlee.,45,64
10:41,2154,Foul on Izais Hicks.,45,64
10:37,2154,Foul on Izais Hicks.,45,64
10:37,2006,Isaiah Johnson made Free Throw.,45,65
10:37,2006,Isaiah Johnson missed Free Throw.,45,65
10:37,2154,Keith Shivers Defensive Rebound.,45,65
10:20,2154,Dejuan Clayton made Layup.,47,65
10:14,2154,Foul on Dejuan Clayton.,47,65
10:14,2006,Jimond Ivey made Free Throw.,47,66
10:14,2006,Jimond Ivey made Free Throw.,47,67
10:07,2006,Foul on Jimond Ivey.,47,67
10:07,2154,Keith Shivers made Free Throw.,48,67
10:07,2154,Keith Shivers made Free Throw.,49,67
9:59,2006,Daniel Utomi Turnover.,49,67
9:57,2154,Dejuan Clayton Steal.,49,67
9:53,2154,Keith Shivers missed Layup.,49,67
9:53,2006,Isaiah Johnson Defensive Rebound.,49,67
9:50,2154,Foul on Keith Shivers.,49,67
9:50,2006,Isaiah Johnson made Free Throw.,49,68
9:50,2006,Isaiah Johnson missed Free Throw.,49,68
9:50,2154,Keith Shivers Defensive Rebound.,49,68
9:40,2154,Terry Harris Jr. Turnover.,49,68
9:30,2154,Foul on Keith Shivers.,49,68
9:30,2006,Josh Williams missed Free Throw.,49,68
9:30,2006,Akron Deadball Team Rebound.,49,68
9:30,2006,Josh Williams made Free Throw.,49,69
9:26,2006,Foul on Daniel Utomi.,49,69
9:17,2154,Joseph Gripper missed Free Throw.,49,69
9:17,2154,Terry Harris Jr. Offensive Rebound.,49,69
9:17,2154,Dejuan Clayton missed Three Point Jumper.,49,69
9:17,2154,Keith Shivers Offensive Rebound.,49,69
9:17,2154,Keith Shivers made Layup.,51,69
8:29,2006,Daniel Utomi Turnover.,51,69
8:29,2006,Foul on Daniel Utomi.,51,69
7:58,2154,Keith Shivers missed Layup.,51,69
7:58,2006,Kwan Cheatham Jr. Block.,51,69
7:58,2006,Akron Defensive Rebound.,51,69
7:58,2006,Official TV Timeout,51,69
7:56,2154,Dejuan Clayton missed Jumper.,51,69
7:56,2006,Kwan Cheatham Jr. Defensive Rebound.,51,69
7:32,2006,Antino Jackson made Three Point Jumper. Assisted by Jimond Ivey.,51,72
7:19,2154,Keith Shivers missed Layup.,51,72
7:19,2006,Emmanuel Olojakpoke Block.,51,72
7:16,2154,Coppin St Offensive Rebound.,51,72
7:01,2154,Keith Shivers missed Layup.,51,72
7:01,2006,Emmanuel Olojakpoke Block.,51,72
7:01,2154,Coppin St Offensive Rebound.,51,72
6:59,2154,Terry Harris Jr. missed Jumper.,51,72
6:59,2006,Kwan Cheatham Jr. Defensive Rebound.,51,72
6:50,2006,Josh Williams made Jumper.,51,74
6:41,2154,Terry Harris Jr. missed Three Point Jumper.,51,74
6:41,2006,Kwan Cheatham Jr. Defensive Rebound.,51,74
6:29,2006,Josh Williams missed Three Point Jumper.,51,74
6:29,2154,Dejuan Clayton Defensive Rebound.,51,74
6:21,2154,Izais Hicks missed Layup.,51,74
6:21,2154,Keith Shivers Offensive Rebound.,51,74
6:16,2154,Keith Shivers made Layup.,53,74
5:54,2154,Foul on Rasool Hinson.,53,74
5:54,2006,Jimond Ivey made Free Throw.,53,75
5:54,2006,Jimond Ivey made Free Throw.,53,76
5:34,2154,Rasool Hinson missed Layup.,53,76
5:34,2006,Kwan Cheatham Jr. Block.,53,76
5:34,2154,Coppin St Offensive Rebound.,53,76
5:27,2154,Izais Hicks missed Layup.,53,76
5:27,2006,Akron Defensive Rebound.,53,76
5:01,2006,Tavian Dunn-Martin missed Three Point Jumper.,53,76
5:01,2154,Keith Shivers Defensive Rebound.,53,76
4:51,2154,Dejuan Clayton missed Three Point Jumper.,53,76
4:51,2006,Akron Deadball Team Rebound.,53,76
4:50,2154,Foul on Izais Hicks.,53,76
4:50,2006,Tavian Dunn-Martin made Free Throw.,53,77
4:50,2006,Tavian Dunn-Martin made Free Throw.,53,78
4:36,2154,Keith Shivers missed Layup.,53,78
4:36,2006,Michael Hughes Defensive Rebound.,53,78
4:25,2154,Foul on Joseph Gripper.,53,78
4:25,2006,Aaron Jackson missed Free Throw.,53,78
4:25,2006,Akron Deadball Team Rebound.,53,78
4:25,2006,Aaron Jackson missed Free Throw.,53,78
4:25,2154,Joseph Gripper Defensive Rebound.,53,78
4:17,2154,Rasool Hinson made Layup.,55,78
3:55,2006,Tavian Dunn-Martin made Layup.,55,80
3:37,2154,Rasool Hinson missed Layup.,55,80
3:37,2006,Aaron Jackson Defensive Rebound.,55,80
3:17,2006,Tavian Dunn-Martin Turnover.,55,80
3:12,2154,Izais Hicks Turnover.,55,80
3:12,2006,Daniel Utomi Steal.,55,80
3:12,2006,Official TV Timeout,55,80
3:12,2154,Foul on Izais Hicks.,55,80
3:12,2006,Daniel Utomi missed Free Throw.,55,80
3:12,2006,Akron Deadball Team Rebound.,55,80
3:12,2006,Daniel Utomi made Free Throw.,55,81
2:57,2006,Foul on Tavian Dunn-Martin.,55,81
2:57,2154,Mufaro Murinda missed Free Throw.,55,81
2:57,2154,Coppin St Deadball Team Rebound.,55,81
2:57,2154,Mufaro Murinda missed Free Throw.,55,81
2:57,2006,Emmanuel Olojakpoke Defensive Rebound.,55,81
2:27,2006,Tavian Dunn-Martin made Three Point Jumper. Assisted by Daniel Utomi.,55,84
2:09,2154,Tre' Thomas made Jumper.,57,84
1:47,2006,Craig Eubanks made Three Point Jumper. Assisted by Michael Hughes.,57,87
1:34,2154,Keith Shivers made Three Point Jumper. Assisted by Rasool Hinson.,60,87
1:14,2006,Tavian Dunn-Martin Turnover.,60,87
1:07,2154,Tre' Thomas made Three Point Jumper. Assisted by Rasool Hinson.,63,87
0:47,2154,Foul on Rasool Hinson.,63,87
0:47,2006,Michael Hughes missed Free Throw.,63,87
0:47,2006,Akron Deadball Team Rebound.,63,87
0:47,2006,Michael Hughes missed Free Throw.,63,87
0:47,2154,Joseph Gripper Defensive Rebound.,63,87
0:27,2154,Keith Shivers missed Layup.,63,87
0:27,2006,Emmanuel Olojakpoke Block.,63,87
0:26,2006,Michael Hughes Defensive Rebound.,63,87
0:00,2006,End of Game,63,87
