Harvard,103,Boston College,108
16:24,103,Connar Tava made Layup.,51,38
16:09,108,Chris Lewis made Layup. Assisted by Bryce Aiken.,53,38
15:43,103,Official TV Timeout,53,38
15:38,103,A.J. Turner missed Three Point Jumper.,53,38
15:38,103,Jordan Chatman Offensive Rebound.,53,38
15:30,103,Jordan Chatman missed Three Point Jumper.,53,38
15:30,108,Justin Bassey Defensive Rebound.,53,38
15:19,108,Seth Towns made Jumper. Assisted by Bryce Aiken.,55,38
15:05,103,Connar Tava made Dunk.,55,40
14:43,108,Chris Lewis made Jumper. Assisted by Christian Juzang.,57,40
14:29,103,Jordan Chatman made Three Point Jumper. Assisted by Jerome Robinson.,57,43
14:04,108,Christian Juzang missed Three Point Jumper.,57,43
14:04,103,Mo Jeffers Defensive Rebound.,57,43
13:49,103,Connar Tava made Layup. Assisted by Jerome Robinson.,57,45
13:44,108,Harvard  Timeout,57,45
13:33,108,Chris Lewis made Layup. Assisted by Siyani Chambers.,59,45
13:13,103,Jerome Robinson missed Jumper.,59,45
13:13,103,Garland Owens Offensive Rebound.,59,45
13:10,103,Garland Owens missed Layup.,59,45
13:10,108,Siyani Chambers Defensive Rebound.,59,45
12:50,108,Bryce Aiken made Three Point Jumper. Assisted by Siyani Chambers.,62,45
12:43,103,Boston College  Timeout,62,45
12:29,103,Jerome Robinson missed Layup.,62,45
12:29,103,Connar Tava Offensive Rebound.,62,45
12:25,108,Foul on Justin Bassey.,62,45
12:25,103,Connar Tava missed Free Throw.,62,45
12:25,103,Boston College Deadball Team Rebound.,62,45
12:25,103,Connar Tava made Free Throw.,62,46
12:06,108,Bryce Aiken missed Jumper.,62,46
12:06,103,A.J. Turner Defensive Rebound.,62,46
11:59,103,Connar Tava Turnover.,62,46
11:58,108,Justin Bassey Steal.,62,46
11:53,108,Corey Johnson missed Jumper.,62,46
11:53,103,Garland Owens Defensive Rebound.,62,46
11:46,103,Garland Owens Turnover.,62,46
11:46,103,Foul on Garland Owens.,62,46
11:46,103,Official TV Timeout,62,46
11:25,108,Seth Towns missed Three Point Jumper.,62,46
11:25,108,Chris Lewis Offensive Rebound.,62,46
11:20,108,Corey Johnson missed Three Point Jumper.,62,46
11:20,108,Chris Lewis Offensive Rebound.,62,46
11:15,108,Chris Lewis made Layup.,64,46
10:55,103,Garland Owens missed Three Point Jumper.,64,46
10:55,108,Bryce Aiken Defensive Rebound.,64,46
10:32,108,Siyani Chambers missed Jumper.,64,46
10:32,103,Garland Owens Defensive Rebound.,64,46
10:24,103,Jordan Chatman Turnover.,64,46
10:04,108,Seth Towns Turnover.,64,46
10:03,103,Garland Owens Steal.,64,46
10:01,103,Garland Owens made Dunk.,64,48
9:43,103,Foul on Ty Graves.,64,48
9:34,108,Seth Towns made Jumper. Assisted by Siyani Chambers.,66,48
9:18,103,Jerome Robinson made Layup. Assisted by Garland Owens.,66,50
8:47,103,Foul on Jerome Robinson.,66,50
8:47,108,Bryce Aiken made Free Throw.,67,50
8:47,108,Bryce Aiken made Free Throw.,68,50
8:33,103,A.J. Turner made Three Point Jumper. Assisted by Jerome Robinson.,68,53
8:20,108,Bryce Aiken Turnover.,68,53
8:01,103,A.J. Turner made Layup. Assisted by Jerome Robinson.,68,55
7:37,108,Zena Edosomwan missed Jumper.,68,55
7:37,103,A.J. Turner Defensive Rebound.,68,55
7:21,103,Jerome Robinson missed Jumper.,68,55
7:21,108,Bryce Aiken Defensive Rebound.,68,55
6:50,108,Zena Edosomwan missed Jumper.,68,55
6:50,103,Mo Jeffers Block.,68,55
6:50,108,Harvard Offensive Rebound.,68,55
6:50,108,Harvard  Turnover.,68,55
6:34,103,Jerome Robinson made Jumper.,68,57
6:13,108,Seth Towns Turnover.,68,57
6:12,103,A.J. Turner Steal.,68,57
5:44,103,A.J. Turner missed Jumper.,68,57
5:44,108,Harvard Defensive Rebound.,68,57
5:31,103,Foul on Jerome Robinson.,68,57
5:31,108,Seth Towns missed Free Throw.,68,57
5:31,108,Harvard Deadball Team Rebound.,68,57
5:31,108,Seth Towns made Free Throw.,69,57
5:17,103,A.J. Turner made Three Point Jumper. Assisted by Jordan Chatman.,69,60
4:56,108,Chris Lewis missed Layup.,69,60
4:56,103,Mo Jeffers Block.,69,60
4:54,103,Jerome Robinson Defensive Rebound.,69,60
4:53,103,A.J. Turner Turnover.,69,60
4:25,108,Siyani Chambers missed Jumper.,69,60
4:25,103,A.J. Turner Defensive Rebound.,69,60
4:14,103,Ty Graves Turnover.,69,60
4:13,108,Chris Lewis Steal.,69,60
4:07,108,Harvard  Timeout,69,60
4:07,103,Official TV Timeout,69,60
3:52,108,Chris Lewis missed Layup.,69,60
3:52,103,Ty Graves Defensive Rebound.,69,60
3:34,108,Foul on Bryce Aiken.,69,60
3:30,103,A.J. Turner Turnover.,69,60
3:29,108,Justin Bassey Steal.,69,60
3:10,108,Chris Lewis Turnover.,69,60
2:53,103,Jerome Robinson Turnover.,69,60
2:24,108,Siyani Chambers missed Jumper.,69,60
2:24,103,Mo Jeffers Defensive Rebound.,69,60
2:16,103,Jerome Robinson made Three Point Jumper. Assisted by A.J. Turner.,69,63
1:48,108,Bryce Aiken missed Jumper.,69,63
1:48,108,Chris Lewis Offensive Rebound.,69,63
1:45,108,Siyani Chambers missed Three Point Jumper.,69,63
1:45,103,Mo Jeffers Defensive Rebound.,69,63
1:22,103,Jerome Robinson missed Three Point Jumper.,69,63
1:22,108,Corey Johnson Defensive Rebound.,69,63
1:06,103,Foul on Jordan Chatman.,69,63
1:06,103,Boston College  Timeout,69,63
0:49,103,Foul on Ty Graves.,69,63
0:41,108,Justin Bassey made Layup. Assisted by Siyani Chambers.,71,63
0:33,103,Jordan Chatman missed Three Point Jumper.,71,63
0:33,103,A.J. Turner Offensive Rebound.,71,63
0:27,103,Jerome Robinson missed Three Point Jumper.,71,63
0:27,108,Justin Bassey Defensive Rebound.,71,63
0:24,103,Foul on Jordan Chatman.,71,63
0:24,108,Justin Bassey made Free Throw.,72,63
0:24,108,Justin Bassey missed Free Throw.,72,63
0:24,103,A.J. Turner Defensive Rebound.,72,63
0:15,103,Ty Graves made Three Point Jumper.,72,66
0:13,103,Foul on A.J. Turner.,72,66
0:13,108,Bryce Aiken made Free Throw.,73,66
0:13,108,Bryce Aiken made Free Throw.,74,66
0:04,103,A.J. Turner missed Jumper.,74,66
0:04,103,Boston College Offensive Rebound.,74,66
0:00,103,End of Game,74,66
