UL Monroe,2547,Seattle,2433
7:25,2433,Travis Munnings Defensive Rebound.,19,22
7:10,2433,Marcus Washington missed Layup.,19,22
7:10,2433,Sam McDaniel Offensive Rebound.,19,22
6:54,2433,Travis Munnings missed Jumper.,19,22
6:54,2547,Aaron Menzies Defensive Rebound.,19,22
6:35,2547,Aaron Menzies Turnover.,19,22
6:34,2433,Jordon Harris Steal.,19,22
6:29,2433,Marcus Washington made Layup. Assisted by Jordon Harris.,21,22
6:03,2547,William Powell missed Layup.,21,22
6:03,2433,Jordon Harris Defensive Rebound.,21,22
5:48,2433,Sam McDaniel missed Three Point Jumper.,21,22
5:48,2547,Aaron Menzies Defensive Rebound.,21,22
5:30,2547,Foul on William Powell.,21,22
5:30,2547,William Powell Turnover.,21,22
5:14,2433,Travis Munnings missed Three Point Jumper.,21,22
5:14,2547,Emmanuel Chibuogwu Defensive Rebound.,21,22
4:51,2547,William Powell made Jumper. Assisted by Morgan Means.,21,24
4:37,2433,Sam McDaniel missed Jumper.,21,24
4:37,2547,Zack Moore Defensive Rebound.,21,24
4:14,2547,Aaron Menzies made Layup.,21,26
4:08,2433,UL Monroe  Timeout,21,26
3:38,2433,Marcus Washington made Layup. Assisted by Travis Munnings.,23,26
3:21,2547,Aaron Menzies made Layup. Assisted by Morgan Means.,23,28
2:56,2433,Travis Munnings made Layup. Assisted by Marcus Washington.,25,28
2:42,2547,Brendan Westendorf missed Three Point Jumper.,25,28
2:42,2433,Travis Munnings Defensive Rebound.,25,28
2:21,2433,Marcus Washington made Jumper. Assisted by Travis Munnings.,27,28
2:08,2433,Foul on Travis Munnings.,27,28
2:08,2547,Aaron Menzies made Free Throw.,27,29
2:08,2547,Aaron Menzies made Free Throw.,27,30
1:52,2433,Marcus Washington missed Jumper.,27,30
1:52,2433,Travis Munnings Offensive Rebound.,27,30
1:50,2433,Travis Munnings Turnover.,27,30
1:37,2547,Aaron Menzies made Layup. Assisted by Brendan Westendorf.,27,32
1:10,2433,Sam McDaniel made Jumper. Assisted by Travis Munnings.,29,32
0:51,2547,William Powell Turnover.,29,32
0:51,2433,Jordon Harris Steal.,29,32
0:46,2433,Travis Munnings made Layup. Assisted by Nick Coppola.,31,32
0:26,2547,Foul on Brendan Westendorf.,31,32
0:26,2547,Brendan Westendorf Turnover.,31,32
0:02,2433,Nick Coppola missed Jumper.,31,32
0:02,2547,Emmanuel Chibuogwu Defensive Rebound.,31,32
0:00,2547,End of 1st half,31,32
19:48,2433,Sam McDaniel missed Jumper.,31,32
19:48,2547,Morgan Means Defensive Rebound.,31,32
19:33,2547,Aaron Menzies made Jumper. Assisted by Morgan Means.,31,34
19:06,2433,Nick Coppola missed Jumper.,31,34
19:06,2547,Aaron Menzies Defensive Rebound.,31,34
18:58,2547,Brendan Westendorf missed Layup.,31,34
18:58,2433,Travis Munnings Defensive Rebound.,31,34
18:44,2433,Travis Munnings missed Jumper.,31,34
18:44,2547,Aaron Menzies Defensive Rebound.,31,34
18:27,2547,William Powell made Layup. Assisted by Brendan Westendorf.,31,36
18:27,2433,Foul on Marcus Washington.,31,36
18:27,2547,William Powell made Free Throw.,31,37
18:15,2433,Sam McDaniel missed Three Point Jumper.,31,37
18:15,2433,Marcus Washington Offensive Rebound.,31,37
18:11,2433,Nick Coppola made Three Point Jumper. Assisted by Marcus Washington.,34,37
17:53,2547,Morgan Means Turnover.,34,37
17:52,2433,Travis Munnings Steal.,34,37
17:41,2433,Jordon Harris missed Three Point Jumper.,34,37
17:41,2547,Brendan Westendorf Defensive Rebound.,34,37
17:23,2433,Foul on Nick Coppola.,34,37
17:20,2547,William Powell missed Jumper.,34,37
17:20,2433,Marcus Washington Defensive Rebound.,34,37
16:59,2433,Nick Coppola missed Jumper.,34,37
16:59,2547,William Powell Defensive Rebound.,34,37
16:44,2547,Aaron Menzies made Layup.,34,39
16:18,2433,Sam McDaniel missed Three Point Jumper.,34,39
16:18,2547,William Powell Defensive Rebound.,34,39
16:17,2433,Foul on Marcus Washington.,34,39
16:06,2547,Aaron Menzies missed Layup.,34,39
16:06,2547,Seattle Offensive Rebound.,34,39
15:54,2547,Foul on Zack Moore.,34,39
15:54,2433,UL Monroe  Timeout,34,39
15:37,2433,Jordon Harris Turnover.,34,39
15:37,2547,Zack Moore Steal.,34,39
15:21,2547,Brendan Westendorf missed Three Point Jumper.,34,39
15:21,2433,Travis Munnings Defensive Rebound.,34,39
14:55,2433,Travis Munnings made Jumper. Assisted by Nick Coppola.,36,39
14:39,2547,Zack Moore made Three Point Jumper. Assisted by William Powell.,36,42
14:09,2433,Sam Alabakis missed Jumper.,36,42
14:09,2433,Travis Munnings Offensive Rebound.,36,42
14:08,2547,Foul on Scott Ulaneo.,36,42
13:44,2433,Travis Munnings made Three Point Jumper. Assisted by Jordon Harris.,39,42
13:23,2547,Foul on Scott Ulaneo.,39,42
13:23,2547,Scott Ulaneo Turnover.,39,42
13:08,2433,Marvin Jean-Pierre made Layup.,41,42
12:57,2433,Foul on Marvin Jean-Pierre.,41,42
12:46,2547,Aaron Menzies missed Layup.,41,42
12:46,2433,Sam McDaniel Defensive Rebound.,41,42
12:39,2433,Jordon Harris made Three Point Jumper. Assisted by Nick Coppola.,44,42
12:31,2547,Seattle  Timeout,44,42
12:15,2433,Foul on Travis Munnings.,44,42
12:15,2547,Brendan Westendorf made Free Throw.,44,43
12:15,2547,Brendan Westendorf made Free Throw.,44,44
11:58,2547,Foul on Aaron Menzies.,44,44
11:58,2433,UL Monroe  Timeout,44,44
11:58,2433,Jordon Harris made Free Throw.,45,44
11:58,2433,Jordon Harris made Free Throw.,46,44
11:42,2433,Foul on Sam McDaniel.,46,44
11:29,2547,William Powell missed Jumper.,46,44
11:29,2433,Jordon Harris Defensive Rebound.,46,44
11:01,2433,Travis Munnings missed Jumper.,46,44
11:01,2547,William Powell Defensive Rebound.,46,44
10:47,2433,Foul on Sam McDaniel.,46,44
10:47,2547,Aaron Menzies made Free Throw.,46,45
10:46,2547,Aaron Menzies missed Free Throw.,46,45
10:46,2433,Jordon Harris Defensive Rebound.,46,45
10:30,2433,Marvin Jean-Pierre missed Three Point Jumper.,46,45
10:30,2547,Aaron Menzies Defensive Rebound.,46,45
10:30,2433,Foul on Travis Munnings.,46,45
10:30,2547,Aaron Menzies made Free Throw.,46,46
10:30,2547,Aaron Menzies made Free Throw.,46,47
10:16,2433,Sam McDaniel missed Jumper.,46,47
10:16,2547,Brendan Westendorf Defensive Rebound.,46,47
10:04,2547,Brendan Westendorf missed Jumper.,46,47
10:04,2433,Marvin Jean-Pierre Block.,46,47
10:03,2433,Jordon Harris Defensive Rebound.,46,47
9:55,2433,Jordon Harris missed Jumper.,46,47
9:55,2547,Zack Moore Defensive Rebound.,46,47
9:40,2433,Foul on Roderick Taylor.,46,47
9:40,2547,Aaron Menzies made Free Throw.,46,48
9:40,2547,Aaron Menzies made Free Throw.,46,49
9:13,2433,Marcus Washington missed Jumper.,46,49
9:13,2547,William Powell Defensive Rebound.,46,49
8:55,2547,Brendan Westendorf missed Three Point Jumper.,46,49
8:55,2547,Aaron Menzies Offensive Rebound.,46,49
8:52,2547,Zack Moore made Three Point Jumper. Assisted by Aaron Menzies.,46,52
8:47,2433,UL Monroe  Timeout,46,52
8:40,2433,Sam McDaniel missed Three Point Jumper.,46,52
8:40,2547,William Powell Defensive Rebound.,46,52
8:21,2547,Brendan Westendorf Turnover.,46,52
8:20,2433,Sam McDaniel Steal.,46,52
8:14,2433,UL Monroe  Timeout,46,52
7:58,2433,Marcus Washington made Jumper. Assisted by Travis Munnings.,48,52
7:46,2433,Foul on Sam McDaniel.,48,52
7:46,2547,Aaron Menzies made Free Throw.,48,53
7:46,2547,Aaron Menzies missed Free Throw.,48,53
7:46,2433,Sam McDaniel Defensive Rebound.,48,53
7:36,2433,Foul on Marcus Washington.,48,53
7:36,2433,Marcus Washington Turnover.,48,53
7:25,2547,Zack Moore missed Three Point Jumper.,48,53
7:25,2433,Sam McDaniel Defensive Rebound.,48,53
7:09,2433,Jordon Harris missed Jumper.,48,53
7:09,2433,Travis Munnings Offensive Rebound.,48,53
7:08,2547,Foul on Aaron Menzies.,48,53
7:08,2433,Travis Munnings made Free Throw.,49,53
7:08,2433,Travis Munnings made Free Throw.,50,53
6:47,2547,Morgan Means missed Three Point Jumper.,50,53
6:47,2433,Marcus Washington Defensive Rebound.,50,53
6:34,2433,Nick Coppola made Three Point Jumper. Assisted by Travis Munnings.,53,53
6:13,2433,Foul on Jordon Harris.,53,53
6:13,2547,Morgan Means missed Free Throw.,53,53
6:13,2547,Seattle Deadball Team Rebound.,53,53
6:13,2547,Morgan Means made Free Throw.,53,54
5:39,2547,Foul on Brendan Westendorf.,53,54
5:39,2433,Nick Coppola missed Free Throw.,53,54
5:39,2433,UL Monroe Deadball Team Rebound.,53,54
5:39,2433,Nick Coppola made Free Throw.,54,54
5:21,2547,William Powell missed Layup.,54,54
5:21,2433,Sam Alabakis Defensive Rebound.,54,54
5:14,2433,Marcus Washington made Layup. Assisted by Nick Coppola.,56,54
4:39,2547,Aaron Menzies Turnover.,56,54
4:21,2433,Sam McDaniel missed Three Point Jumper.,56,54
4:21,2547,Zack Moore Defensive Rebound.,56,54
4:04,2547,William Powell missed Layup.,56,54
4:04,2433,Sam McDaniel Defensive Rebound.,56,54
3:54,2433,Sam McDaniel missed Jumper.,56,54
3:54,2547,William Powell Defensive Rebound.,56,54
3:52,2433,Foul on Marcus Washington.,56,54
3:52,2547,Seattle  Timeout,56,54
3:52,2547,William Powell made Free Throw.,56,55
3:52,2547,William Powell made Free Throw.,56,56
3:37,2433,Travis Munnings made Jumper.,58,56
3:18,2547,Brendan Westendorf missed Jumper.,58,56
3:18,2547,Aaron Menzies Offensive Rebound.,58,56
3:13,2547,Aaron Menzies made Layup.,58,58
2:52,2433,Marvin Jean-Pierre missed Jumper.,58,58
2:52,2433,Jordon Harris Offensive Rebound.,58,58
2:46,2433,Jordon Harris missed Jumper.,58,58
2:46,2433,Travis Munnings Offensive Rebound.,58,58
2:43,2433,Travis Munnings made Layup.,60,58
2:24,2547,Zack Moore missed Three Point Jumper.,60,58
2:24,2433,Travis Munnings Defensive Rebound.,60,58
2:01,2433,Travis Munnings missed Jumper.,60,58
2:01,2547,William Powell Defensive Rebound.,60,58
1:53,2547,Brendan Westendorf made Layup.,60,60
1:50,2433,UL Monroe  Timeout,60,60
1:32,2433,Nick Coppola made Jumper.,62,60
1:12,2547,Aaron Menzies made Layup.,62,62
0:46,2433,Jordon Harris made Jumper.,64,62
0:31,2547,William Powell made Jumper.,64,64
0:01,2433,Travis Munnings missed Three Point Jumper.,64,64
0:01,2547,Brendan Westendorf Defensive Rebound.,64,64
0:00,2547,End of 2nd half,64,64
4:45,2433,Foul on Marvin Jean-Pierre.,64,64
4:27,2547,Emmanuel Chibuogwu made Three Point Jumper. Assisted by Brendan Westendorf.,64,67
4:02,2433,Nick Coppola missed Three Point Jumper.,64,67
4:02,2547,Zack Moore Defensive Rebound.,64,67
3:46,2547,Aaron Menzies made Layup. Assisted by William Powell.,64,69
3:23,2547,Foul on William Powell.,64,69
3:23,2433,Marvin Jean-Pierre made Free Throw.,65,69
3:23,2433,Marvin Jean-Pierre made Free Throw.,66,69
3:05,2547,Zack Moore made Three Point Jumper. Assisted by Brendan Westendorf.,66,72
2:43,2433,Travis Munnings made Three Point Jumper. Assisted by Marvin Jean-Pierre.,69,72
2:17,2547,Zack Moore Turnover.,69,72
2:15,2433,Sam McDaniel Steal.,69,72
2:04,2433,Marvin Jean-Pierre missed Three Point Jumper.,69,72
2:04,2547,Aaron Menzies Defensive Rebound.,69,72
1:44,2433,Foul on Travis Munnings.,69,72
1:44,2547,William Powell made Free Throw.,69,73
1:44,2547,William Powell made Free Throw.,69,74
1:18,2433,Sam McDaniel missed Three Point Jumper.,69,74
1:18,2547,Emmanuel Chibuogwu Defensive Rebound.,69,74
0:58,2547,Zack Moore Turnover.,69,74
0:57,2433,Jordon Harris Steal.,69,74
0:55,2433,Jordon Harris missed Layup.,69,74
0:55,2433,Nick Coppola Offensive Rebound.,69,74
0:55,2547,Foul on Zack Moore.,69,74
0:55,2433,Nick Coppola made Free Throw.,70,74
0:55,2433,Nick Coppola missed Free Throw.,70,74
0:55,2547,William Powell Defensive Rebound.,70,74
0:54,2547,William Powell Turnover.,70,74
0:42,2433,Wade Martin missed Three Point Jumper.,70,74
0:42,2547,William Powell Defensive Rebound.,70,74
0:35,2433,Foul on Marvin Jean-Pierre.,70,74
0:35,2547,William Powell made Free Throw.,70,75
0:35,2547,William Powell made Free Throw.,70,76
0:25,2433,Jordon Harris missed Three Point Jumper.,70,76
0:25,2547,Aaron Menzies Defensive Rebound.,70,76
0:21,2433,Foul on Wade Martin.,70,76
0:21,2547,Aaron Menzies missed Free Throw.,70,76
0:21,2547,Seattle Deadball Team Rebound.,70,76
0:21,2547,Aaron Menzies made Free Throw.,70,77
0:12,2433,Marvin Jean-Pierre made Jumper. Assisted by Nick Coppola.,72,77
0:11,2433,UL Monroe  Timeout,72,77
0:10,2433,Foul on Jordon Harris.,72,77
0:10,2547,William Powell made Free Throw.,72,78
0:10,2547,William Powell made Free Throw.,72,79
0:07,2433,Jordon Harris missed Three Point Jumper.,72,79
0:07,2547,Aaron Menzies Defensive Rebound.,72,79
0:05,2433,Foul on Wade Martin.,72,79
0:05,2547,Aaron Menzies made Free Throw.,72,80
0:05,2547,Aaron Menzies made Free Throw.,72,81
0:00,2433,Sam McDaniel made Three Point Jumper. Assisted by Nick Coppola.,75,81
0:00,2547,End of Game,75,81
