Pepperdine,2117,Central Michigan,2492
7:02,2117,Foul on David DiLeo.,27,23
6:58,2492,Lamond Murray Jr. missed Three Point Jumper.,27,23
6:58,2117,David DiLeo Defensive Rebound.,27,23
6:51,2117,Marcus Keene made Jumper.,27,25
6:34,2492,Jeremy Major missed Three Point Jumper.,27,25
6:34,2117,Marcus Keene Defensive Rebound.,27,25
6:26,2117,David DiLeo made Three Point Jumper. Assisted by Marcus Keene.,27,28
6:12,2492,Chris Reyes Turnover.,27,28
5:49,2117,Marcus Keene made Jumper.,27,30
5:25,2492,Chris Reyes made Layup. Assisted by Jeremy Major.,29,30
5:07,2117,Marcus Keene missed Jumper.,29,30
5:07,2492,Chris Reyes Defensive Rebound.,29,30
4:55,2492,Lamond Murray Jr. made Layup. Assisted by Amadi Udenyi.,31,30
4:44,2117,Central Michigan  Timeout,31,30
4:20,2117,David DiLeo missed Three Point Jumper.,31,30
4:20,2492,Pepperdine Deadball Team Rebound.,31,30
4:04,2492,Craig LeCesne Turnover.,31,30
4:02,2117,Matty Smith Steal.,31,30
4:00,2117,Matty Smith missed Layup.,31,30
4:00,2492,Chris Reyes Block.,31,30
3:59,2492,Amadi Udenyi Defensive Rebound.,31,30
3:53,2492,Lamond Murray Jr. made Layup. Assisted by Amadi Udenyi.,33,30
3:33,2117,Braylon Rayson missed Jumper.,33,30
3:33,2492,Chris Reyes Block.,33,30
3:32,2492,Amadi Udenyi Defensive Rebound.,33,30
3:28,2492,Amadi Udenyi Turnover.,33,30
3:28,2117,Official TV Timeout,33,30
3:16,2117,Josh Kozinski made Three Point Jumper. Assisted by Marcus Keene.,33,33
2:58,2492,Lamond Murray Jr. made Jumper.,35,33
2:45,2117,Marcus Keene made Layup.,35,35
2:26,2492,Lamond Murray Jr. missed Jumper.,35,35
2:26,2117,Josh Kozinski Defensive Rebound.,35,35
2:06,2492,Foul on Jeremy Major.,35,35
2:05,2117,DaRohn Scott missed Jumper.,35,35
2:05,2492,Nate Gehring Defensive Rebound.,35,35
2:03,2117,Foul on David DiLeo.,35,35
1:55,2492,Nate Gehring Turnover.,35,35
1:55,2492,Foul on Nate Gehring.,35,35
1:35,2492,Foul on Kaijae Yee-Stephens.,35,35
1:35,2117,Braylon Rayson made Free Throw.,35,36
1:35,2117,Braylon Rayson made Free Throw.,35,37
1:35,2117,Braylon Rayson made Free Throw.,35,38
1:12,2492,Amadi Udenyi Turnover.,35,38
0:59,2117,Marcus Keene made Layup.,35,40
0:59,2492,Foul on Amadi Udenyi.,35,40
0:59,2117,Marcus Keene missed Free Throw.,35,40
0:59,2492,Craig LeCesne Defensive Rebound.,35,40
0:43,2492,Chris Reyes Turnover.,35,40
0:30,2117,Marcus Keene Turnover.,35,40
0:28,2492,Lamond Murray Jr. Steal.,35,40
0:26,2492,Craig LeCesne made Layup. Assisted by Amadi Udenyi.,37,40
0:07,2117,Braylon Rayson missed Layup.,37,40
0:07,2492,Pepperdine Defensive Rebound.,37,40
0:00,2117,End of 1st half,37,40
19:47,2492,Chris Reyes made Layup. Assisted by Amadi Udenyi.,39,40
19:33,2117,Marcus Keene Turnover.,39,40
19:23,2492,Chris Reyes missed Jumper.,39,40
19:23,2117,Luke Meyer Block.,39,40
19:21,2117,Central Michigan Defensive Rebound.,39,40
19:05,2117,Luke Meyer missed Jumper.,39,40
19:05,2492,Jeremy Major Defensive Rebound.,39,40
18:56,2492,Chris Reyes missed Jumper.,39,40
18:56,2492,Lamond Murray Jr. Offensive Rebound.,39,40
18:51,2492,Lamond Murray Jr. missed Two Point Tip Shot.,39,40
18:51,2117,Cecil Williams Defensive Rebound.,39,40
18:34,2117,Josh Kozinski made Three Point Jumper. Assisted by Cecil Williams.,39,43
18:20,2492,Lamond Murray Jr. missed Three Point Jumper.,39,43
18:20,2492,Pepperdine Deadball Team Rebound.,39,43
18:17,2117,Foul on Cecil Williams.,39,43
18:10,2117,Foul on DaRohn Scott.,39,43
17:48,2492,Jeremy Major missed Three Point Jumper.,39,43
17:48,2117,Central Michigan Deadball Team Rebound.,39,43
17:46,2492,Foul on Lamond Murray Jr..,39,43
17:37,2117,Marcus Keene made Layup.,39,45
17:27,2492,Amadi Udenyi Turnover.,39,45
17:25,2117,Josh Kozinski Steal.,39,45
17:21,2117,Braylon Rayson made Three Point Jumper.,39,48
17:00,2492,Jeremy Major made Jumper.,41,48
16:43,2117,Josh Kozinski made Three Point Jumper. Assisted by David DiLeo.,41,51
16:20,2492,Lamond Murray Jr. made Layup.,43,51
16:06,2117,David DiLeo missed Three Point Jumper.,43,51
16:06,2492,Pepperdine Defensive Rebound.,43,51
15:43,2492,Jeremy Major missed Jumper.,43,51
15:43,2117,Kevin McKay Defensive Rebound.,43,51
15:31,2117,Official TV Timeout,43,51
15:30,2117,Josh Kozinski made Three Point Jumper. Assisted by Marcus Keene.,43,54
15:05,2492,Lamond Murray Jr. missed Jumper.,43,54
15:05,2117,DaRohn Scott Defensive Rebound.,43,54
14:59,2117,Josh Kozinski missed Three Point Jumper.,43,54
14:59,2117,David DiLeo Offensive Rebound.,43,54
14:52,2117,David DiLeo made Three Point Jumper. Assisted by Marcus Keene.,43,57
14:36,2492,Jeremy Major Turnover.,43,57
14:35,2117,David DiLeo Steal.,43,57
14:28,2117,Braylon Rayson missed Three Point Jumper.,43,57
14:28,2492,Nate Gehring Defensive Rebound.,43,57
14:17,2492,Jeremy Major missed Layup.,43,57
14:17,2117,DaRohn Scott Block.,43,57
14:16,2117,Braylon Rayson Defensive Rebound.,43,57
14:12,2117,Braylon Rayson made Layup.,43,59
13:39,2492,Jeremy Major missed Three Point Jumper.,43,59
13:39,2117,DaRohn Scott Defensive Rebound.,43,59
13:32,2117,Marcus Keene made Layup. Assisted by DaRohn Scott.,43,61
13:26,2492,Pepperdine  Timeout,43,61
13:06,2492,Elijah Lee missed Jumper.,43,61
13:06,2492,Chris Reyes Offensive Rebound.,43,61
12:58,2492,Lamond Murray Jr. made Jumper. Assisted by Amadi Udenyi.,45,61
12:44,2117,Blake Hibbitts missed Three Point Jumper.,45,61
12:44,2492,Nate Gehring Defensive Rebound.,45,61
12:31,2492,Lamond Murray Jr. made Layup.,47,61
12:31,2117,Foul on Luke Meyer.,47,61
12:31,2492,Lamond Murray Jr. made Free Throw.,48,61
12:17,2117,Marcus Keene made Layup.,48,63
12:08,2492,Lamond Murray Jr. Turnover.,48,63
11:53,2117,David DiLeo missed Layup.,48,63
11:53,2492,Lamond Murray Jr. Defensive Rebound.,48,63
11:43,2492,Chris Reyes missed Jumper.,48,63
11:43,2117,Marcus Keene Defensive Rebound.,48,63
11:36,2117,Marcus Keene missed Layup.,48,63
11:36,2492,Chris Reyes Block.,48,63
11:35,2492,Elijah Lee Defensive Rebound.,48,63
11:31,2492,Lamond Murray Jr. made Dunk. Assisted by Elijah Lee.,50,63
11:12,2492,Foul on Lamond Murray Jr..,50,63
11:08,2492,Foul on Chris Reyes.,50,63
11:08,2117,Braylon Rayson missed Free Throw.,50,63
11:08,2117,Central Michigan Deadball Team Rebound.,50,63
11:08,2117,Braylon Rayson made Free Throw.,50,64
10:48,2492,Craig LeCesne Turnover.,50,64
10:46,2117,Braylon Rayson Steal.,50,64
10:45,2117,David DiLeo made Three Point Jumper. Assisted by Braylon Rayson.,50,67
10:25,2492,Lamond Murray Jr. Turnover.,50,67
10:24,2117,Braylon Rayson Steal.,50,67
10:18,2492,Foul on Chris Reyes.,50,67
10:17,2117,Cecil Williams Turnover.,50,67
10:02,2492,Jeremy Major made Three Point Jumper. Assisted by Elijah Lee.,53,67
9:46,2492,Foul on Craig LeCesne.,53,67
9:33,2492,Foul on Elijah Lee.,53,67
9:32,2117,Braylon Rayson made Three Point Jumper. Assisted by Marcus Keene.,53,70
9:17,2492,Lamond Murray Jr. made Jumper.,55,70
8:52,2117,Braylon Rayson made Three Point Jumper. Assisted by Marcus Keene.,55,73
8:41,2492,Jeremy Major made Three Point Jumper. Assisted by Elijah Lee.,58,73
8:24,2492,Foul on Elijah Lee.,58,73
8:24,2117,Marcus Keene made Free Throw.,58,74
8:24,2117,Marcus Keene missed Free Throw.,58,74
8:24,2492,Chris Reyes Defensive Rebound.,58,74
8:23,2117,Foul on DaRohn Scott.,58,74
8:05,2117,Foul on Marcus Keene.,58,74
7:47,2492,Elijah Lee made Layup.,60,74
7:29,2117,David DiLeo missed Three Point Jumper.,60,74
7:29,2492,Elijah Lee Defensive Rebound.,60,74
7:15,2117,Foul on David DiLeo.,60,74
7:15,2117,Official TV Timeout,60,74
7:14,2492,Knox Hellums missed Three Point Jumper.,60,74
7:14,2492,Nate Gehring Offensive Rebound.,60,74
6:44,2492,Nate Gehring Turnover.,60,74
6:43,2117,Luke Meyer Steal.,60,74
6:33,2117,Cecil Williams missed Three Point Jumper.,60,74
6:33,2117,Luke Meyer Offensive Rebound.,60,74
6:28,2492,Foul on Chris Reyes.,60,74
6:28,2117,Cecil Williams made Free Throw.,60,75
6:28,2117,Cecil Williams made Free Throw.,60,76
6:16,2492,Lamond Murray Jr. missed Three Point Jumper.,60,76
6:16,2117,Marcus Keene Defensive Rebound.,60,76
6:00,2117,Marcus Keene made Jumper.,60,78
5:44,2492,Knox Hellums made Layup.,62,78
5:44,2117,Foul on Cecil Williams.,62,78
5:44,2492,Knox Hellums made Free Throw.,63,78
5:30,2117,Marcus Keene missed Jumper.,63,78
5:30,2117,Luke Meyer Offensive Rebound.,63,78
5:26,2117,Luke Meyer made Two Point Tip Shot.,63,80
5:17,2492,Nate Gehring Turnover.,63,80
5:17,2492,Foul on Nate Gehring.,63,80
4:59,2117,Marcus Keene made Layup.,63,82
4:38,2117,Foul on Braylon Rayson.,63,82
4:38,2492,Lamond Murray Jr. made Layup.,65,82
4:38,2492,Lamond Murray Jr. made Free Throw.,66,82
4:15,2117,Braylon Rayson Turnover.,66,82
4:14,2492,Lamond Murray Jr. Steal.,66,82
4:05,2492,Knox Hellums made Three Point Jumper. Assisted by Craig LeCesne.,69,82
3:35,2492,Foul on Knox Hellums.,69,82
3:35,2117,Official TV Timeout,69,82
3:35,2117,Marcus Keene made Free Throw.,69,83
3:35,2117,Marcus Keene made Free Throw.,69,84
3:25,2492,Jeremy Major missed Jumper.,69,84
3:25,2117,David DiLeo Defensive Rebound.,69,84
3:03,2117,Marcus Keene missed Layup.,69,84
3:03,2117,Central Michigan Offensive Rebound.,69,84
2:41,2117,Cecil Williams made Jumper.,69,86
2:29,2117,Foul on Braylon Rayson.,69,86
2:29,2492,Jeremy Major made Free Throw.,70,86
2:29,2492,Jeremy Major made Free Throw.,71,86
2:18,2117,Marcus Keene Turnover.,71,86
2:17,2492,Jeremy Major Steal.,71,86
2:14,2492,Lamond Murray Jr. Turnover.,71,86
2:02,2117,Cecil Williams Turnover.,71,86
2:01,2492,Lamond Murray Jr. Steal.,71,86
1:59,2492,Jeremy Major missed Three Point Jumper.,71,86
1:59,2492,Chris Reyes Offensive Rebound.,71,86
1:56,2492,Chris Reyes made Layup.,73,86
1:53,2492,Pepperdine  Timeout,73,86
1:40,2117,Braylon Rayson Turnover.,73,86
1:40,2492,Amadi Udenyi Steal.,73,86
1:35,2492,Amadi Udenyi made Layup. Assisted by Jeremy Major.,75,86
1:07,2117,Braylon Rayson missed Three Point Jumper.,75,86
1:07,2117,Cecil Williams Offensive Rebound.,75,86
0:53,2492,Foul on Jeremy Major.,75,86
0:53,2117,Braylon Rayson missed Free Throw.,75,86
0:53,2117,Central Michigan Deadball Team Rebound.,75,86
0:53,2117,Braylon Rayson made Free Throw.,75,87
0:46,2492,Elijah Lee missed Layup.,75,87
0:46,2492,Kevin Hempy Offensive Rebound.,75,87
0:42,2492,Kevin Hempy made Two Point Tip Shot.,77,87
0:23,2492,Foul on Kevin Hempy.,77,87
0:23,2117,Marcus Keene missed Free Throw.,77,87
0:23,2117,Central Michigan Deadball Team Rebound.,77,87
0:23,2117,Marcus Keene made Free Throw.,77,88
0:14,2492,Knox Hellums missed Three Point Jumper.,77,88
0:14,2117,Braylon Rayson Defensive Rebound.,77,88
0:00,2117,End of Game,77,88
