Notre Dame,38,Colorado,87
5:22,38,Deleon Brown missed Layup.,36,23
5:22,87,Martinas Geben Defensive Rebound.,36,23
5:12,87,Foul on V.J. Beachem.,36,23
5:12,87,V.J. Beachem Turnover.,36,23
5:05,38,Josh Fortune missed Three Point Jumper.,36,23
5:05,38,Xavier Johnson Offensive Rebound.,36,23
5:05,38,Xavier Johnson missed Two Point Tip Shot.,36,23
5:05,87,Bonzie Colson Defensive Rebound.,36,23
4:52,87,V.J. Beachem missed Three Point Jumper.,36,23
4:52,87,Martinas Geben Offensive Rebound.,36,23
4:49,87,Martinas Geben missed Layup.,36,23
4:49,38,Derrick White Block.,36,23
4:49,87,Bonzie Colson Offensive Rebound.,36,23
4:49,87,Bonzie Colson missed Two Point Tip Shot.,36,23
4:49,38,Xavier Johnson Defensive Rebound.,36,23
4:41,38,Josh Fortune Turnover.,36,23
4:41,87,Steve Vasturia Steal.,36,23
4:38,87,Steve Vasturia missed Layup.,36,23
4:38,87,Martinas Geben Offensive Rebound.,36,23
4:38,87,Martinas Geben made Two Point Tip Shot.,38,23
4:25,38,Derrick White made Layup.,38,25
4:25,87,Foul on Martinas Geben.,38,25
4:25,38,Derrick White made Free Throw.,38,26
4:06,87,Steve Vasturia missed Three Point Jumper.,38,26
4:06,38,Colorado Defensive Rebound.,38,26
4:02,87,Foul on Bonzie Colson.,38,26
4:02,38,Deleon Brown made Free Throw.,38,27
4:02,38,Deleon Brown made Free Throw.,38,28
3:45,87,Austin Torres missed Layup.,38,28
3:45,38,George King Defensive Rebound.,38,28
3:40,38,George King Turnover.,38,28
3:40,87,Matt Farrell Steal.,38,28
3:32,87,V.J. Beachem made Jumper.,40,28
3:17,38,George King Turnover.,40,28
3:17,87,V.J. Beachem Steal.,40,28
3:12,87,Matt Farrell made Three Point Jumper. Assisted by Steve Vasturia.,43,28
2:55,38,Derrick White missed Jumper.,43,28
2:55,38,Tory Miller Offensive Rebound.,43,28
2:55,38,Tory Miller missed Two Point Tip Shot.,43,28
2:55,38,Derrick White Offensive Rebound.,43,28
2:55,38,Derrick White made Two Point Tip Shot.,43,30
2:24,87,Steve Vasturia missed Jumper.,43,30
2:24,87,Rex Pflueger Offensive Rebound.,43,30
2:11,87,Matt Farrell made Layup.,45,30
1:54,38,Bryce Peters missed Layup.,45,30
1:54,87,V.J. Beachem Defensive Rebound.,45,30
1:42,87,Steve Vasturia made Layup.,47,30
1:42,38,Foul on Bryce Peters.,47,30
1:42,38,Official TV Timeout,47,30
1:42,87,Steve Vasturia made Free Throw.,48,30
1:28,38,Xavier Johnson made Three Point Jumper. Assisted by Thomas Akyazili.,48,33
0:54,87,V.J. Beachem missed Three Point Jumper.,48,33
0:54,38,Thomas Akyazili Defensive Rebound.,48,33
0:36,87,Foul on V.J. Beachem.,48,33
0:36,38,Derrick White made Free Throw.,48,34
0:36,38,Derrick White made Free Throw.,48,35
0:10,87,Matt Farrell made Layup.,50,35
0:02,38,Thomas Akyazili missed Jumper.,50,35
0:02,87,V.J. Beachem Defensive Rebound.,50,35
0:00,38,End of 1st half,50,35
20:00,38,Jump Ball won by Colorado,50,35
19:46,38,Wesley Gordon made Jumper.,50,37
19:31,87,Bonzie Colson missed Jumper.,50,37
19:31,38,George King Defensive Rebound.,50,37
19:22,38,Derrick White made Three Point Jumper.,50,40
18:53,87,Bonzie Colson missed Jumper.,50,40
18:53,38,George King Defensive Rebound.,50,40
18:43,38,Xavier Johnson missed Jumper.,50,40
18:43,38,Wesley Gordon Offensive Rebound.,50,40
18:37,38,Derrick White missed Three Point Jumper.,50,40
18:37,87,Martinas Geben Defensive Rebound.,50,40
18:13,87,Matt Farrell missed Three Point Jumper.,50,40
18:13,38,George King Defensive Rebound.,50,40
18:00,38,Wesley Gordon missed Jumper.,50,40
18:00,87,Bonzie Colson Defensive Rebound.,50,40
17:53,87,Steve Vasturia made Layup. Assisted by Matt Farrell.,52,40
17:41,38,Wesley Gordon Turnover.,52,40
17:41,87,Bonzie Colson Steal.,52,40
17:36,87,Bonzie Colson missed Layup.,52,40
17:36,87,Bonzie Colson Offensive Rebound.,52,40
17:33,87,Bonzie Colson missed Jumper.,52,40
17:33,38,Colorado Defensive Rebound.,52,40
17:32,87,Foul on Bonzie Colson.,52,40
17:18,38,George King missed Jumper.,52,40
17:18,87,Austin Torres Defensive Rebound.,52,40
17:08,87,Steve Vasturia made Layup. Assisted by Matt Farrell.,54,40
16:50,87,Foul on Austin Torres.,54,40
16:41,38,George King missed Three Point Jumper.,54,40
16:41,87,Austin Torres Defensive Rebound.,54,40
16:20,87,V.J. Beachem missed Three Point Jumper.,54,40
16:20,38,Xavier Johnson Defensive Rebound.,54,40
16:06,38,Wesley Gordon missed Jumper.,54,40
16:06,87,Matt Farrell Defensive Rebound.,54,40
15:57,38,Foul on Derrick White.,54,40
15:57,38,Official TV Timeout,54,40
15:57,87,V.J. Beachem made Free Throw.,55,40
15:57,87,V.J. Beachem made Free Throw.,56,40
15:37,38,George King made Layup.,56,42
15:15,87,Steve Vasturia missed Layup.,56,42
15:15,38,Wesley Gordon Defensive Rebound.,56,42
15:03,38,Derrick White missed Three Point Jumper.,56,42
15:03,87,Rex Pflueger Defensive Rebound.,56,42
14:40,87,Steve Vasturia missed Three Point Jumper.,56,42
14:40,38,Tory Miller Defensive Rebound.,56,42
14:23,38,Wesley Gordon made Layup. Assisted by Josh Fortune.,56,44
13:58,38,Foul on Wesley Gordon.,56,44
13:46,87,Matt Farrell made Layup.,58,44
13:29,38,Thomas Akyazili missed Layup.,58,44
13:29,87,Austin Torres Defensive Rebound.,58,44
13:04,87,Matt Farrell missed Three Point Jumper.,58,44
13:04,87,Austin Torres Offensive Rebound.,58,44
13:01,38,Foul on Thomas Akyazili.,58,44
13:00,87,V.J. Beachem missed Jumper.,58,44
13:00,87,Bonzie Colson Offensive Rebound.,58,44
12:56,87,Bonzie Colson missed Jumper.,58,44
12:56,38,Colorado Defensive Rebound.,58,44
12:55,87,Foul on Austin Torres.,58,44
12:37,87,Foul on Martinas Geben.,58,44
12:37,38,Xavier Johnson made Free Throw.,58,45
12:37,38,Xavier Johnson made Free Throw.,58,46
12:24,87,Bonzie Colson made Jumper.,60,46
12:11,38,Derrick White made Jumper.,60,48
11:45,87,Martinas Geben missed Jumper.,60,48
11:45,87,Notre Dame Offensive Rebound.,60,48
11:42,38,Official TV Timeout,60,48
11:20,87,V.J. Beachem missed Three Point Jumper.,60,48
11:20,87,Bonzie Colson Offensive Rebound.,60,48
11:15,38,Foul on Bryce Peters.,60,48
11:15,87,Bonzie Colson made Free Throw.,61,48
11:15,87,Bonzie Colson made Free Throw.,62,48
11:05,38,George King missed Layup.,62,48
11:05,87,V.J. Beachem Block.,62,48
11:05,87,Bonzie Colson Defensive Rebound.,62,48
10:47,87,Bonzie Colson made Jumper.,64,48
10:31,38,George King missed Three Point Jumper.,64,48
10:31,38,Bryce Peters Offensive Rebound.,64,48
10:26,87,Foul on Matt Ryan.,64,48
10:25,38,George King made Three Point Jumper. Assisted by Derrick White.,64,51
10:03,87,Steve Vasturia made Layup.,66,51
9:56,38,Bryce Peters made Three Point Jumper. Assisted by Derrick White.,66,54
9:28,87,V.J. Beachem missed Jumper.,66,54
9:28,38,Derrick White Block.,66,54
9:28,38,Derrick White Defensive Rebound.,66,54
9:18,87,Foul on Matt Ryan.,66,54
9:15,38,Xavier Johnson made Three Point Jumper. Assisted by Derrick White.,66,57
8:51,87,Matt Farrell made Layup.,68,57
8:33,38,Derrick White missed Three Point Jumper.,68,57
8:33,87,V.J. Beachem Defensive Rebound.,68,57
8:16,87,V.J. Beachem made Dunk.,70,57
8:16,38,Foul on Deleon Brown.,70,57
8:16,87,V.J. Beachem made Free Throw.,71,57
8:03,38,Xavier Johnson made Jumper.,71,59
7:29,38,Foul on Deleon Brown.,71,59
7:29,38,Official TV Timeout,71,59
7:29,87,Austin Torres missed Free Throw.,71,59
7:29,87,Notre Dame Deadball Team Rebound.,71,59
7:29,87,Austin Torres missed Free Throw.,71,59
7:29,38,Wesley Gordon Defensive Rebound.,71,59
7:23,38,Xavier Johnson missed Jumper.,71,59
7:23,87,V.J. Beachem Defensive Rebound.,71,59
7:01,87,Matt Farrell missed Jumper.,71,59
7:01,87,V.J. Beachem Offensive Rebound.,71,59
6:35,87,Steve Vasturia missed Layup.,71,59
6:35,87,Austin Torres Offensive Rebound.,71,59
6:32,87,Austin Torres missed Layup.,71,59
6:32,38,Wesley Gordon Defensive Rebound.,71,59
6:19,87,Foul on Austin Torres.,71,59
6:19,38,Xavier Johnson made Free Throw.,71,60
6:19,38,Xavier Johnson made Free Throw.,71,61
5:49,87,Notre Dame  Turnover.,71,61
5:37,38,Lucas Siewert missed Three Point Jumper.,71,61
5:37,87,Martinas Geben Defensive Rebound.,71,61
5:17,87,Bonzie Colson missed Jumper.,71,61
5:17,87,V.J. Beachem Offensive Rebound.,71,61
5:17,87,V.J. Beachem missed Two Point Tip Shot.,71,61
5:17,87,Martinas Geben Offensive Rebound.,71,61
5:14,87,Martinas Geben missed Layup.,71,61
5:14,38,George King Defensive Rebound.,71,61
4:53,38,Bryce Peters made Jumper.,71,63
4:41,87,Notre Dame  Timeout,71,63
4:25,87,V.J. Beachem missed Three Point Jumper.,71,63
4:25,38,Bryce Peters Defensive Rebound.,71,63
4:19,87,Foul on Bonzie Colson.,71,63
4:19,38,Bryce Peters made Free Throw.,71,64
4:19,38,Bryce Peters made Free Throw.,71,65
3:55,87,V.J. Beachem made Jumper.,73,65
3:35,38,Derrick White Turnover.,73,65
3:35,87,Matt Farrell Steal.,73,65
3:14,87,Matt Farrell missed Jumper.,73,65
3:14,38,George King Defensive Rebound.,73,65
3:01,87,Foul on Martinas Geben.,73,65
3:01,38,Official TV Timeout,73,65
3:01,38,Xavier Johnson missed Free Throw.,73,65
3:01,38,Colorado Deadball Team Rebound.,73,65
3:01,38,Xavier Johnson made Free Throw.,73,66
2:40,87,Matt Farrell made Layup.,75,66
2:31,87,Foul on Rex Pflueger.,75,66
2:31,38,Derrick White made Free Throw.,75,67
2:31,38,Derrick White made Free Throw.,75,68
2:31,38,Colorado  Timeout,75,68
2:08,87,Matt Farrell missed Jumper.,75,68
2:08,38,George King Defensive Rebound.,75,68
1:58,38,Xavier Johnson made Layup. Assisted by Derrick White.,75,70
1:33,38,Foul on Xavier Johnson.,75,70
1:33,87,Rex Pflueger made Free Throw.,76,70
1:33,87,Rex Pflueger made Free Throw.,77,70
1:29,38,Colorado  Timeout,77,70
1:24,38,Derrick White made Layup. Assisted by George King.,77,72
1:24,87,Foul on Matt Farrell.,77,72
1:24,38,George King Turnover.,77,72
1:08,38,Foul on Xavier Johnson.,77,72
1:08,87,Matt Farrell made Free Throw.,78,72
1:08,87,Matt Farrell made Free Throw.,79,72
1:03,87,Foul on Rex Pflueger.,79,72
1:03,38,Derrick White made Free Throw.,79,73
1:03,38,Derrick White made Free Throw.,79,74
1:03,87,Notre Dame  Turnover.,79,74
1:01,38,Xavier Johnson missed Three Point Jumper.,79,74
1:01,38,George King Offensive Rebound.,79,74
0:57,38,George King missed Layup.,79,74
0:57,87,Bonzie Colson Defensive Rebound.,79,74
0:56,38,Foul on Wesley Gordon.,79,74
0:56,87,Bonzie Colson made Free Throw.,80,74
0:56,87,Bonzie Colson made Free Throw.,81,74
0:49,38,George King made Three Point Jumper. Assisted by Bryce Peters.,81,77
0:46,38,Colorado  Timeout,81,77
0:44,38,Foul on Derrick White.,81,77
0:44,87,Steve Vasturia made Free Throw.,82,77
0:44,87,Steve Vasturia made Free Throw.,83,77
0:40,38,George King missed Three Point Jumper.,83,77
0:40,87,Notre Dame Defensive Rebound.,83,77
0:33,38,Foul on Bryce Peters.,83,77
0:33,87,Matt Farrell made Free Throw.,84,77
0:33,87,Matt Farrell made Free Throw.,85,77
0:29,38,Xavier Johnson made Dunk. Assisted by Derrick White.,85,79
0:25,87,Bonzie Colson Turnover.,85,79
0:25,38,Wesley Gordon Steal.,85,79
0:15,38,George King made Dunk.,85,81
0:14,38,Foul on George King.,85,81
0:14,87,Steve Vasturia made Free Throw.,86,81
0:14,87,Steve Vasturia made Free Throw.,87,81
0:09,38,Derrick White Turnover.,87,81
0:09,87,Bonzie Colson Steal.,87,81
0:07,38,Foul on George King.,87,81
0:07,87,Bonzie Colson made Free Throw.,88,81
0:07,87,Bonzie Colson made Free Throw.,89,81
0:05,38,Bryce Peters missed Three Point Jumper.,89,81
0:05,38,George King Offensive Rebound.,89,81
0:02,38,George King missed Layup.,89,81
0:02,38,George King Offensive Rebound.,89,81
0:01,38,George King made Layup.,89,83
0:00,38,End of Game,89,83
