San Diego State,25,California,21
14:39,25,Foul on Kameron Rooks.,7,7
14:39,25,Kameron Rooks Turnover.,7,7
14:24,25,Foul on Ivan Rabb.,7,7
14:17,21,Trey Kell missed Jumper.,7,7
14:17,25,Kameron Rooks Block.,7,7
14:17,25,Kameron Rooks Defensive Rebound.,7,7
14:12,25,Grant Mullins missed Three Point Jumper.,7,7
14:12,21,Valentine Izundu Defensive Rebound.,7,7
14:03,21,Jeremy Hemsley made Jumper.,9,7
13:43,25,Foul on Roger Moute A Bidias.,9,7
13:43,25,Roger Moute A Bidias Turnover.,9,7
13:35,21,Matt Shrigley missed Three Point Jumper.,9,7
13:35,25,Kameron Rooks Defensive Rebound.,9,7
13:26,25,Charlie Moore Turnover.,9,7
13:17,21,Jeremy Hemsley missed Layup.,9,7
13:17,25,Kameron Rooks Block.,9,7
13:17,25,Sam Singer Defensive Rebound.,9,7
13:11,25,Don Coleman made Layup. Assisted by Sam Singer.,9,9
13:00,25,Foul on Charlie Moore.,9,9
13:00,21,Jeremy Hemsley made Free Throw.,10,9
13:00,21,Jeremy Hemsley missed Free Throw.,10,9
12:59,25,Kameron Rooks Defensive Rebound.,10,9
12:40,21,Foul on Montaque Gill-Caesar.,10,9
12:40,25,Don Coleman missed Free Throw.,10,9
12:40,25,California Deadball Team Rebound.,10,9
12:40,25,Don Coleman made Free Throw.,10,10
12:22,21,Montaque Gill-Caesar missed Jumper.,10,10
12:22,25,Sam Singer Defensive Rebound.,10,10
12:14,25,Sam Singer missed Jumper.,10,10
12:14,21,Montaque Gill-Caesar Defensive Rebound.,10,10
12:06,21,Montaque Gill-Caesar missed Jumper.,10,10
12:06,25,Kameron Rooks Defensive Rebound.,10,10
11:51,25,Charlie Moore missed Layup.,10,10
11:51,21,Max Hoetzel Defensive Rebound.,10,10
11:48,21,Montaque Gill-Caesar made Layup. Assisted by Jeremy Hemsley.,12,10
11:47,25,Foul on Stephen Domingo.,12,10
11:47,25,Official TV Timeout,12,10
11:47,21,Montaque Gill-Caesar missed Free Throw.,12,10
11:47,25,Kameron Rooks Defensive Rebound.,12,10
11:26,25,Grant Mullins made Jumper.,12,12
10:58,21,Matt Shrigley made Three Point Jumper. Assisted by Trey Kell.,15,12
10:38,21,Foul on Max Hoetzel.,15,12
10:38,25,Ivan Rabb made Free Throw.,15,13
10:38,25,Ivan Rabb missed Free Throw.,15,13
10:38,21,Dakarai Allen Defensive Rebound.,15,13
10:21,21,Matt Shrigley made Three Point Jumper. Assisted by Trey Kell.,18,13
9:53,25,Sam Singer made Three Point Jumper. Assisted by Grant Mullins.,18,16
9:29,21,Trey Kell made Jumper.,20,16
9:09,25,Sam Singer Turnover.,20,16
9:09,21,Trey Kell Steal.,20,16
9:05,21,Trey Kell made Dunk.,22,16
8:49,25,Ivan Rabb missed Jumper.,22,16
8:49,21,San Diego St Defensive Rebound.,22,16
8:34,21,Malik Pope Turnover.,22,16
8:21,25,Grant Mullins missed Three Point Jumper.,22,16
8:21,21,Valentine Izundu Defensive Rebound.,22,16
8:04,25,Foul on Charlie Moore.,22,16
8:04,21,Dakarai Allen made Free Throw.,23,16
8:04,21,Dakarai Allen made Free Throw.,24,16
7:38,25,Stephen Domingo missed Three Point Jumper.,24,16
7:38,21,Trey Kell Defensive Rebound.,24,16
7:37,21,Foul on Malik Pope.,24,16
7:37,25,Official TV Timeout,24,16
7:37,25,Ivan Rabb missed Free Throw.,24,16
7:37,25,California Offensive Rebound.,24,16
7:23,21,Foul on Malik Pope.,24,16
7:23,25,Kingsley Okoroh made Free Throw.,24,17
7:23,25,Kingsley Okoroh made Free Throw.,24,18
7:08,21,Valentine Izundu Turnover (basket interference).,24,18
6:49,25,Ivan Rabb Turnover.,24,18
6:49,21,Max Hoetzel Steal.,24,18
6:36,21,Jeremy Hemsley made Layup.,26,18
6:19,25,Stephen Domingo missed Three Point Jumper.,26,18
6:19,21,Jeremy Hemsley Defensive Rebound.,26,18
6:11,21,Jeremy Hemsley Turnover.,26,18
6:11,25,Grant Mullins Steal.,26,18
6:02,25,Sam Singer missed Jumper.,26,18
6:02,21,Jeremy Hemsley Block.,26,18
6:02,25,Kingsley Okoroh Offensive Rebound.,26,18
5:47,25,Sam Singer missed Three Point Jumper.,26,18
5:47,25,Stephen Domingo Offensive Rebound.,26,18
5:42,25,Stephen Domingo missed Layup.,26,18
5:42,21,Valentine Izundu Block.,26,18
5:42,21,Trey Kell Defensive Rebound.,26,18
5:20,25,Foul on Sam Singer.,26,18
5:20,21,Jeremy Hemsley made Free Throw.,27,18
5:20,21,Jeremy Hemsley made Free Throw.,28,18
4:56,25,Roger Moute A Bidias missed Jumper.,28,18
4:56,21,Max Hoetzel Defensive Rebound.,28,18
4:45,21,Max Hoetzel missed Three Point Jumper.,28,18
4:45,25,Kameron Rooks Defensive Rebound.,28,18
4:26,25,Stephen Domingo missed Jumper.,28,18
4:26,21,Dakarai Allen Defensive Rebound.,28,18
4:19,21,Matt Shrigley missed Three Point Jumper.,28,18
4:19,25,Kameron Rooks Defensive Rebound.,28,18
4:09,25,Sam Singer missed Jumper.,28,18
4:09,25,Kameron Rooks Offensive Rebound.,28,18
4:09,25,Kameron Rooks missed Two Point Tip Shot.,28,18
4:09,21,Dakarai Allen Defensive Rebound.,28,18
3:43,21,Jeremy Hemsley made Layup.,30,18
3:42,25,Foul on Kameron Rooks.,30,18
3:42,25,Official TV Timeout,30,18
3:42,21,Jeremy Hemsley made Free Throw.,31,18
3:22,25,Don Coleman missed Jumper.,31,18
3:22,21,Max Hoetzel Defensive Rebound.,31,18
3:13,21,Jeremy Hemsley made Three Point Jumper. Assisted by Max Hoetzel.,34,18
2:56,25,Grant Mullins missed Jumper.,34,18
2:56,25,Don Coleman Offensive Rebound.,34,18
2:42,25,Kingsley Okoroh made Layup. Assisted by Don Coleman.,34,20
2:35,21,Trey Kell missed Jumper.,34,20
2:35,25,Roger Moute A Bidias Defensive Rebound.,34,20
2:12,25,Kingsley Okoroh Turnover.,34,20
1:44,21,Max Hoetzel made Three Point Jumper. Assisted by Trey Kell.,37,20
1:35,25,Grant Mullins missed Layup.,37,20
1:35,21,Dakarai Allen Defensive Rebound.,37,20
1:29,25,Foul on Don Coleman.,37,20
1:29,21,Dakarai Allen made Free Throw.,38,20
1:29,21,Dakarai Allen made Free Throw.,39,20
1:11,21,Foul on Valentine Izundu.,39,20
1:11,25,Ivan Rabb made Free Throw.,39,21
1:11,25,Ivan Rabb made Free Throw.,39,22
0:55,21,Trey Kell missed Jumper.,39,22
0:55,25,Ivan Rabb Defensive Rebound.,39,22
0:44,25,Don Coleman Turnover.,39,22
0:44,21,Dakarai Allen Steal.,39,22
0:34,21,Dakarai Allen missed Jumper.,39,22
0:34,25,Ivan Rabb Block.,39,22
0:34,25,Stephen Domingo Defensive Rebound.,39,22
0:22,25,Don Coleman made Three Point Jumper. Assisted by Grant Mullins.,39,25
0:19,21,San Diego St  Timeout,39,25
0:03,21,Matt Shrigley made Three Point Jumper. Assisted by Jeremy Hemsley.,42,25
0:00,25,End of 1st half,42,25
20:00,25,Jump Ball won by California,42,25
19:41,25,Charlie Moore missed Layup.,42,25
19:41,25,Roger Moute A Bidias Offensive Rebound.,42,25
19:35,25,Charlie Moore made Jumper.,42,27
19:15,21,Jeremy Hemsley missed Jumper.,42,27
19:15,25,Roger Moute A Bidias Defensive Rebound.,42,27
18:57,25,Grant Mullins missed Layup.,42,27
18:57,25,Ivan Rabb Offensive Rebound.,42,27
18:57,25,Ivan Rabb made Jumper.,42,29
18:34,21,Jeremy Hemsley missed Layup.,42,29
18:34,25,Kameron Rooks Block.,42,29
18:34,25,Grant Mullins Defensive Rebound.,42,29
18:26,25,Foul on Grant Mullins.,42,29
18:26,25,Grant Mullins Turnover.,42,29
18:15,25,Foul on Charlie Moore.,42,29
18:08,21,Malik Pope made Jumper.,44,29
17:58,21,Foul on Zylan Cheatham.,44,29
17:57,25,Foul on Kameron Rooks.,44,29
17:57,25,Kameron Rooks Turnover.,44,29
17:41,21,Dakarai Allen missed Jumper.,44,29
17:41,21,Zylan Cheatham Offensive Rebound.,44,29
17:39,21,Zylan Cheatham made Layup.,46,29
17:39,25,Foul on Kameron Rooks.,46,29
17:39,21,Zylan Cheatham missed Free Throw.,46,29
17:39,25,Ivan Rabb Defensive Rebound.,46,29
17:20,21,Foul on Dakarai Allen.,46,29
17:12,21,Foul on Dakarai Allen.,46,29
17:12,25,Sam Singer made Free Throw.,46,30
17:12,25,Sam Singer made Free Throw.,46,31
16:56,21,Malik Pope missed Jumper.,46,31
16:56,25,Grant Mullins Defensive Rebound.,46,31
16:42,25,Ivan Rabb made Layup.,46,33
16:36,21,Jeremy Hemsley missed Layup.,46,33
16:36,25,Ivan Rabb Defensive Rebound.,46,33
16:31,25,Grant Mullins missed Three Point Jumper.,46,33
16:31,21,Malik Pope Defensive Rebound.,46,33
16:27,25,Foul on Roger Moute A Bidias.,46,33
16:04,21,Zylan Cheatham missed Layup.,46,33
16:04,25,Ivan Rabb Defensive Rebound.,46,33
15:56,25,Foul on Kingsley Okoroh.,46,33
15:56,25,Kingsley Okoroh Turnover.,46,33
15:56,25,Official TV Timeout,46,33
15:33,21,Malik Pope made Layup.,48,33
15:08,25,Charlie Moore made Layup. Assisted by Ivan Rabb.,48,35
15:00,21,Malik Pope missed Three Point Jumper.,48,35
15:00,25,Stephen Domingo Defensive Rebound.,48,35
14:38,25,Grant Mullins made Three Point Jumper. Assisted by Charlie Moore.,48,38
14:09,21,Malik Pope made Layup.,50,38
13:54,25,Charlie Moore Turnover.,50,38
13:31,21,Zylan Cheatham made Layup.,52,38
13:13,25,Roger Moute A Bidias Turnover.,52,38
12:59,21,Zylan Cheatham made Three Point Jumper. Assisted by Jeremy Hemsley.,55,38
12:50,25,California  Timeout,55,38
12:27,21,Foul on Malik Pope.,55,38
12:27,25,Ivan Rabb made Free Throw.,55,39
12:27,25,Ivan Rabb made Free Throw.,55,40
12:04,21,Max Hoetzel made Three Point Jumper. Assisted by Dakarai Allen.,58,40
11:48,25,Stephen Domingo missed Three Point Jumper.,58,40
11:48,25,Kingsley Okoroh Offensive Rebound.,58,40
11:42,25,Don Coleman missed Layup.,58,40
11:42,25,California Offensive Rebound.,58,40
11:40,25,Official TV Timeout,58,40
11:35,25,Ivan Rabb made Layup.,58,42
11:14,21,Zylan Cheatham missed Dunk.,58,42
11:14,21,Dakarai Allen Offensive Rebound.,58,42
11:10,21,Matt Shrigley missed Three Point Jumper.,58,42
11:10,21,Max Hoetzel Offensive Rebound.,58,42
11:02,21,Jeremy Hemsley missed Jumper.,58,42
11:02,25,Kingsley Okoroh Block.,58,42
11:02,21,San Diego St Offensive Rebound.,58,42
10:57,25,Foul on Ivan Rabb.,58,42
10:57,21,Max Hoetzel made Free Throw.,59,42
10:57,21,Max Hoetzel missed Free Throw.,59,42
10:56,25,Ivan Rabb Defensive Rebound.,59,42
10:45,25,Charlie Moore made Layup.,59,44
10:26,21,Montaque Gill-Caesar missed Three Point Jumper.,59,44
10:26,21,Max Hoetzel Offensive Rebound.,59,44
10:20,21,Max Hoetzel made Layup.,61,44
10:09,25,Ivan Rabb Turnover.,61,44
9:49,25,Foul on Ivan Rabb.,61,44
9:49,21,Zylan Cheatham missed Free Throw.,61,44
9:49,21,San Diego St Deadball Team Rebound.,61,44
9:49,21,Zylan Cheatham made Free Throw.,62,44
9:37,25,Don Coleman missed Jumper.,62,44
9:37,25,Kingsley Okoroh Offensive Rebound.,62,44
9:34,25,Kingsley Okoroh missed Two Point Tip Shot.,62,44
9:34,25,Ivan Rabb Offensive Rebound.,62,44
9:33,25,Ivan Rabb made Two Point Tip Shot.,62,46
9:32,21,Foul on Valentine Izundu.,62,46
9:32,25,Ivan Rabb missed Free Throw.,62,46
9:32,21,Max Hoetzel Defensive Rebound.,62,46
9:10,21,Trey Kell missed Jumper.,62,46
9:10,25,Ivan Rabb Defensive Rebound.,62,46
9:02,25,Charlie Moore missed Three Point Jumper.,62,46
9:02,25,Kingsley Okoroh Offensive Rebound.,62,46
8:57,21,Foul on Valentine Izundu.,62,46
8:54,25,Charlie Moore Turnover.,62,46
8:47,21,Montaque Gill-Caesar Turnover.,62,46
8:47,25,Ivan Rabb Steal.,62,46
8:45,21,Foul on Max Hoetzel.,62,46
8:45,25,Charlie Moore made Free Throw.,62,47
8:45,25,Charlie Moore made Free Throw.,62,48
8:26,21,Max Hoetzel missed Three Point Jumper.,62,48
8:26,21,San Diego St Offensive Rebound.,62,48
8:06,21,Trey Kell missed Layup.,62,48
8:06,25,Kingsley Okoroh Block.,62,48
8:06,25,Kingsley Okoroh Defensive Rebound.,62,48
7:54,25,Grant Mullins missed Layup.,62,48
7:54,21,Max Hoetzel Block.,62,48
7:53,25,Ivan Rabb Offensive Rebound.,62,48
7:52,25,Ivan Rabb missed Layup.,62,48
7:51,21,Matt Shrigley Defensive Rebound.,62,48
7:47,21,Max Hoetzel missed Three Point Jumper.,62,48
7:47,25,Kingsley Okoroh Defensive Rebound.,62,48
7:34,21,Foul on Montaque Gill-Caesar.,62,48
7:34,25,Official TV Timeout,62,48
7:34,25,Kingsley Okoroh made Free Throw.,62,49
7:34,25,Kingsley Okoroh made Free Throw.,62,50
7:06,21,Zylan Cheatham missed Layup.,62,50
7:06,25,Kingsley Okoroh Defensive Rebound.,62,50
7:05,21,Foul on Max Hoetzel.,62,50
7:05,25,Grant Mullins made Free Throw.,62,51
7:05,25,Grant Mullins missed Free Throw.,62,51
7:05,21,Max Hoetzel Defensive Rebound.,62,51
6:42,21,Jeremy Hemsley missed Layup.,62,51
6:42,25,Kingsley Okoroh Block.,62,51
6:42,21,San Diego St Offensive Rebound.,62,51
6:34,21,San Diego St  Turnover (shot clock).,62,51
6:20,25,Ivan Rabb missed Jumper.,62,51
6:20,25,Kingsley Okoroh Offensive Rebound.,62,51
6:12,21,Foul on Jeremy Hemsley.,62,51
6:12,25,Charlie Moore missed Free Throw.,62,51
6:12,25,California Deadball Team Rebound.,62,51
6:12,25,Charlie Moore made Free Throw.,62,52
5:55,21,Jeremy Hemsley missed Jumper.,62,52
5:55,25,Grant Mullins Defensive Rebound.,62,52
5:44,25,Ivan Rabb made Jumper. Assisted by Charlie Moore.,62,54
5:15,21,Malik Pope made Jumper.,64,54
4:56,25,Don Coleman missed Layup.,64,54
4:56,21,San Diego St Deadball Team Rebound.,64,54
4:54,25,Foul on Kingsley Okoroh.,64,54
4:54,21,Trey Kell made Free Throw.,65,54
4:54,21,Trey Kell made Free Throw.,66,54
4:40,25,Charlie Moore made Three Point Jumper.,66,57
4:12,21,Malik Pope missed Jumper.,66,57
4:12,25,Sam Singer Defensive Rebound.,66,57
4:00,25,Sam Singer missed Three Point Jumper.,66,57
4:00,21,Jeremy Hemsley Defensive Rebound.,66,57
3:31,21,Trey Kell missed Three Point Jumper.,66,57
3:31,25,Charlie Moore Defensive Rebound.,66,57
3:20,25,Charlie Moore Turnover.,66,57
3:20,21,Trey Kell Steal.,66,57
3:15,25,Foul on Stephen Domingo.,66,57
3:15,25,Official TV Timeout,66,57
3:15,21,Dakarai Allen missed Free Throw.,66,57
3:15,21,San Diego St Deadball Team Rebound.,66,57
3:15,21,Dakarai Allen made Free Throw.,67,57
2:49,25,Grant Mullins missed Layup.,67,57
2:49,25,Kameron Rooks Offensive Rebound.,67,57
2:43,21,Foul on Malik Pope.,67,57
2:43,25,Kameron Rooks missed Free Throw.,67,57
2:43,25,California Deadball Team Rebound.,67,57
2:43,25,Kameron Rooks made Free Throw.,67,58
2:43,21,San Diego St  Timeout,67,58
2:22,21,Trey Kell made Jumper.,69,58
2:21,25,Foul on Stephen Domingo.,69,58
2:21,21,Trey Kell made Free Throw.,70,58
2:06,25,Ivan Rabb made Layup.,70,60
1:57,25,Foul on Stephen Domingo.,70,60
1:57,21,Jeremy Hemsley made Free Throw.,71,60
1:57,21,Jeremy Hemsley made Free Throw.,72,60
1:57,25,California  Timeout,72,60
1:36,21,Foul on Matt Shrigley.,72,60
1:36,25,Ivan Rabb made Free Throw.,72,61
1:36,25,Ivan Rabb made Free Throw.,72,62
1:12,21,Trey Kell made Layup.,74,62
1:04,21,Foul on Zylan Cheatham.,74,62
1:04,25,Don Coleman missed Free Throw.,74,62
1:04,25,California Deadball Team Rebound.,74,62
1:04,25,Don Coleman made Free Throw.,74,63
1:04,25,California  Timeout,74,63
0:41,21,Jeremy Hemsley missed Layup.,74,63
0:41,25,Ivan Rabb Block.,74,63
0:41,25,Roger Moute A Bidias Defensive Rebound.,74,63
0:37,21,Foul on Jeremy Hemsley.,74,63
0:37,25,Roger Moute A Bidias made Free Throw.,74,64
0:37,25,Roger Moute A Bidias made Free Throw.,74,65
0:36,25,Foul on Charlie Moore.,74,65
0:36,21,Max Hoetzel made Free Throw.,75,65
0:36,21,Max Hoetzel made Free Throw.,76,65
0:29,25,Charlie Moore missed Layup.,76,65
0:29,21,San Diego St Defensive Rebound.,76,65
0:24,21,San Diego St  Timeout,76,65
0:23,25,Foul on Don Coleman.,76,65
0:23,21,Matt Shrigley missed Free Throw.,76,65
0:23,21,San Diego St Deadball Team Rebound.,76,65
0:23,21,Matt Shrigley made Free Throw.,77,65
0:14,25,Charlie Moore missed Jumper.,77,65
0:14,21,Jeremy Hemsley Block.,77,65
0:14,21,Jeremy Hemsley Defensive Rebound.,77,65
0:00,25,End of Game,77,65
