Murray State,189,Bowling Green,93
4:04,189,Ismail Ali Steal.,23,32
4:02,189,Zack Denny made Layup. Assisted by Wes Alcegaire.,23,34
3:25,93,Jerami Grace missed Jumper.,23,34
3:25,93,Jalen Dupree Offensive Rebound.,23,34
3:21,93,Jalen Dupree made Layup.,25,34
2:56,189,Rasheed Worrell missed Layup.,25,34
2:56,93,Murray St Defensive Rebound.,25,34
2:54,189,Official TV Timeout,25,34
2:46,189,Foul on Antwon Lillard.,25,34
2:46,93,Damarcus Croaker made Free Throw.,26,34
2:46,93,Damarcus Croaker missed Free Throw.,26,34
2:46,189,Antwon Lillard Defensive Rebound.,26,34
2:18,93,Foul on Jalen Dupree.,26,34
2:18,189,Antwon Lillard made Free Throw.,26,35
2:18,189,Antwon Lillard missed Free Throw.,26,35
2:18,93,Damarcus Croaker Defensive Rebound.,26,35
2:09,93,Bryce Jones made Jumper.,28,35
1:52,93,Foul on Jerami Grace.,28,35
1:52,189,Zack Denny made Free Throw.,28,36
1:52,189,Zack Denny made Free Throw.,28,37
1:31,93,Bryce Jones missed Layup.,28,37
1:31,93,Bryce Jones Offensive Rebound.,28,37
1:26,189,Foul on Zack Denny.,28,37
1:22,93,Jerami Grace made Three Point Jumper. Assisted by Jalen Dupree.,31,37
1:08,189,Ismail Ali Turnover.,31,37
0:53,93,Jerami Grace missed Three Point Jumper.,31,37
0:53,189,Antwon Lillard Defensive Rebound.,31,37
0:43,189,Antwon Lillard missed Three Point Jumper.,31,37
0:43,189,Demajeo Wiggins Offensive Rebound.,31,37
0:38,189,Demajeo Wiggins missed Layup.,31,37
0:38,93,Bryce Jones Defensive Rebound.,31,37
0:34,93,Bryce Jones made Layup.,33,37
0:34,189,Foul on Wes Alcegaire.,33,37
0:34,93,Bryce Jones made Free Throw.,34,37
0:08,189,Bowling Green  Timeout,34,37
0:08,93,Murray St  Timeout,34,37
0:04,189,Ismail Ali made Three Point Jumper.,34,40
0:04,93,Foul on Bryce Jones.,34,40
0:04,189,Ismail Ali made Free Throw.,34,41
0:00,189,End of 1st half,34,41
19:47,189,Antwon Lillard Turnover.,34,41
19:26,189,Foul on Wes Alcegaire.,34,41
19:13,189,Foul on Wes Alcegaire.,34,41
19:09,93,Jonathan Stark made Layup.,36,41
18:50,189,Rasheed Worrell missed Jumper.,36,41
18:50,93,Jerami Grace Defensive Rebound.,36,41
18:25,93,Bryce Jones missed Jumper.,36,41
18:25,189,Zack Denny Defensive Rebound.,36,41
18:15,93,Foul on Jerami Grace.,36,41
18:15,189,Zack Denny made Free Throw.,36,42
18:15,189,Zack Denny made Free Throw.,36,43
18:06,93,Terrell Miller Jr. missed Three Point Jumper.,36,43
18:06,189,Ismail Ali Defensive Rebound.,36,43
17:50,189,Rasheed Worrell missed Layup.,36,43
17:50,93,Terrell Miller Jr. Defensive Rebound.,36,43
17:43,93,Damarcus Croaker missed Layup.,36,43
17:43,189,Rasheed Worrell Block.,36,43
17:41,189,Demajeo Wiggins Defensive Rebound.,36,43
17:39,189,Zack Denny made Layup. Assisted by Demajeo Wiggins.,36,45
17:18,93,Terrell Miller Jr. missed Three Point Jumper.,36,45
17:18,189,Demajeo Wiggins Defensive Rebound.,36,45
16:57,189,Ismail Ali missed Jumper.,36,45
16:57,93,Bryce Jones Defensive Rebound.,36,45
16:41,189,Foul on Rasheed Worrell.,36,45
16:41,93,Brion Sanchious missed Free Throw.,36,45
16:41,93,Murray St Deadball Team Rebound.,36,45
16:41,93,Brion Sanchious made Free Throw.,37,45
16:31,93,Foul on Jalen Dupree.,37,45
16:31,189,Demajeo Wiggins made Free Throw.,37,46
16:31,189,Demajeo Wiggins made Free Throw.,37,47
16:26,93,Damarcus Croaker Turnover.,37,47
16:25,189,Zack Denny Steal.,37,47
16:07,93,Foul on Jalen Dupree.,37,47
16:07,189,Demajeo Wiggins made Free Throw.,37,48
16:07,189,Demajeo Wiggins made Free Throw.,37,49
15:43,93,Bryce Jones missed Layup.,37,49
15:43,189,Bowling Green Defensive Rebound.,37,49
15:42,189,Official TV Timeout,37,49
15:35,93,Foul on Gilbert Thomas Jr..,37,49
15:32,189,Zack Denny made Jumper.,37,51
15:16,93,Bryce Jones Turnover.,37,51
15:15,189,Matt Fox Steal.,37,51
14:57,189,Antwon Lillard missed Three Point Jumper.,37,51
14:57,93,Damarcus Croaker Defensive Rebound.,37,51
14:48,93,Jonathan Stark missed Layup.,37,51
14:48,189,Demajeo Wiggins Defensive Rebound.,37,51
14:38,189,Ismail Ali missed Layup.,37,51
14:38,93,Terrell Miller Jr. Defensive Rebound.,37,51
14:30,93,Jonathan Stark Turnover.,37,51
14:03,189,Zack Denny missed Three Point Jumper.,37,51
14:03,189,Rodrick Caldwell Offensive Rebound.,37,51
14:01,189,Rodrick Caldwell missed Layup.,37,51
14:01,93,Terrell Miller Jr. Block.,37,51
14:00,93,Jachai Taylor Defensive Rebound.,37,51
13:40,93,Dondre Griffin made Three Point Jumper. Assisted by Jonathan Stark.,40,51
13:16,189,Zack Denny missed Jumper.,40,51
13:15,93,Dondre Griffin Defensive Rebound.,40,51
13:11,189,Foul on Matt Fox.,40,51
13:08,189,Foul on Rodrick Caldwell.,40,51
13:05,189,Foul on Rodrick Caldwell.,40,51
13:01,93,Jonathan Stark missed Layup.,40,51
13:01,189,Rasheed Worrell Block.,40,51
12:59,189,Bowling Green Defensive Rebound.,40,51
12:52,189,Rodrick Caldwell Turnover.,40,51
12:38,189,Foul on Antwon Lillard.,40,51
12:38,93,Damarcus Croaker made Free Throw.,41,51
12:38,93,Damarcus Croaker made Free Throw.,42,51
12:27,93,Foul on Terrell Miller Jr..,42,51
12:27,189,Antwon Lillard made Free Throw.,42,52
12:27,189,Antwon Lillard made Free Throw.,42,53
12:18,93,Dondre Griffin missed Three Point Jumper.,42,53
12:18,189,Rasheed Worrell Defensive Rebound.,42,53
12:04,189,Antwon Lillard missed Three Point Jumper.,42,53
12:04,189,Rasheed Worrell Offensive Rebound.,42,53
12:01,93,Foul on Terrell Miller Jr..,42,53
11:59,189,Rodrick Caldwell Turnover.,42,53
11:58,93,Damarcus Croaker Steal.,42,53
11:56,93,Bryce Jones made Layup. Assisted by Damarcus Croaker.,44,53
11:39,189,Rodrick Caldwell missed Layup.,44,53
11:39,93,Jachai Taylor Block.,44,53
11:39,189,Bowling Green Offensive Rebound.,44,53
11:39,189,Official TV Timeout,44,53
11:33,189,Dylan Frye missed Layup.,44,53
11:33,93,Jonathan Stark Defensive Rebound.,44,53
11:26,93,Damarcus Croaker made Dunk. Assisted by Jonathan Stark.,46,53
11:08,189,Rasheed Worrell missed Layup.,46,53
11:08,189,Rasheed Worrell Offensive Rebound.,46,53
11:06,189,Rasheed Worrell made Layup.,46,55
10:54,93,Jachai Taylor made Three Point Jumper. Assisted by Jonathan Stark.,49,55
10:26,189,Antwon Lillard Turnover.,49,55
10:26,189,Foul on Antwon Lillard.,49,55
10:16,93,Jonathan Stark Turnover.,49,55
10:15,189,Dylan Frye Steal.,49,55
10:12,189,Wes Alcegaire made Layup. Assisted by Dylan Frye.,49,57
10:00,93,Jalen Dupree missed Layup.,49,57
10:00,189,Demajeo Wiggins Block.,49,57
9:59,93,Jalen Dupree Offensive Rebound.,49,57
9:59,93,Jalen Dupree made Layup.,51,57
9:59,189,Foul on Demajeo Wiggins.,51,57
9:59,93,Jalen Dupree missed Free Throw.,51,57
9:59,189,Antwon Lillard Defensive Rebound.,51,57
9:43,189,Demajeo Wiggins made Layup. Assisted by Ismail Ali.,51,59
9:27,93,Jalen Dupree made Layup. Assisted by Bryce Jones.,53,59
9:05,93,Foul on Bryce Jones.,53,59
9:05,189,Ismail Ali made Free Throw.,53,60
9:05,189,Ismail Ali made Free Throw.,53,61
8:46,93,Bryce Jones made Three Point Jumper. Assisted by Jonathan Stark.,56,61
8:28,189,Wes Alcegaire made Three Point Jumper.,56,64
8:14,93,Jonathan Stark made Three Point Jumper. Assisted by Bryce Jones.,59,64
7:55,189,Wes Alcegaire missed Three Point Jumper.,59,64
7:55,93,Damarcus Croaker Defensive Rebound.,59,64
7:50,93,Bryce Jones missed Three Point Jumper.,59,64
7:50,93,Jalen Dupree Offensive Rebound.,59,64
7:45,93,Jalen Dupree missed Jumper.,59,64
7:45,189,Demajeo Wiggins Defensive Rebound.,59,64
7:38,93,Foul on Jalen Dupree.,59,64
7:38,189,Official TV Timeout,59,64
7:38,189,Demajeo Wiggins made Free Throw.,59,65
7:38,189,Demajeo Wiggins made Free Throw.,59,66
7:20,93,Damarcus Croaker missed Three Point Jumper.,59,66
7:20,189,Demajeo Wiggins Defensive Rebound.,59,66
6:58,189,Ismail Ali missed Layup.,59,66
6:58,189,Ismail Ali Offensive Rebound.,59,66
6:54,189,Dylan Frye missed Three Point Jumper.,59,66
6:54,93,Gilbert Thomas Jr. Defensive Rebound.,59,66
6:34,93,Bryce Jones missed Jumper.,59,66
6:34,189,Demajeo Wiggins Defensive Rebound.,59,66
6:32,93,Foul on Gilbert Thomas Jr..,59,66
6:32,189,Demajeo Wiggins made Free Throw.,59,67
6:32,189,Demajeo Wiggins made Free Throw.,59,68
6:17,93,Terrell Miller Jr. made Layup.,61,68
5:57,189,Zack Denny made Layup.,61,70
5:37,93,Jonathan Stark missed Jumper.,61,70
5:37,189,Rasheed Worrell Defensive Rebound.,61,70
5:30,189,Zack Denny Turnover.,61,70
5:28,93,Bryce Jones Steal.,61,70
5:23,93,Jonathan Stark made Three Point Jumper. Assisted by Bryce Jones.,64,70
5:19,93,Murray St  Timeout,64,70
5:08,93,Foul on Brion Sanchious.,64,70
5:08,189,Rasheed Worrell missed Free Throw.,64,70
5:08,189,Bowling Green Deadball Team Rebound.,64,70
5:08,189,Rasheed Worrell made Free Throw.,64,71
4:51,189,Foul on Ismail Ali.,64,71
4:51,93,Jonathan Stark missed Free Throw.,64,71
4:51,93,Murray St Deadball Team Rebound.,64,71
4:51,93,Jonathan Stark made Free Throw.,65,71
4:31,189,Wes Alcegaire missed Jumper.,65,71
4:31,93,Murray St Defensive Rebound.,65,71
4:11,93,Jonathan Stark made Three Point Jumper.,68,71
3:47,189,Dylan Frye missed Layup.,68,71
3:47,93,Bryce Jones Defensive Rebound.,68,71
3:43,93,Jonathan Stark made Three Point Jumper. Assisted by Bryce Jones.,71,71
3:28,189,Bowling Green  Timeout,71,71
3:09,189,Ismail Ali made Layup.,71,73
2:53,189,Foul on Ismail Ali.,71,73
2:53,93,Jonathan Stark missed Free Throw.,71,73
2:53,93,Murray St Deadball Team Rebound.,71,73
2:53,93,Jonathan Stark made Free Throw.,72,73
2:36,189,Demajeo Wiggins Turnover.,72,73
2:35,93,Jonathan Stark Steal.,72,73
2:14,93,Jonathan Stark made Layup.,74,73
1:54,189,Ismail Ali made Layup.,74,75
1:40,93,Jerami Grace missed Jumper.,74,75
1:40,189,Zack Denny Defensive Rebound.,74,75
1:21,189,Ismail Ali missed Jumper.,74,75
1:21,93,Terrell Miller Jr. Defensive Rebound.,74,75
1:13,93,Bryce Jones made Three Point Jumper. Assisted by Jonathan Stark.,77,75
1:00,189,Bowling Green  Timeout,77,75
0:53,189,Zack Denny made Three Point Jumper. Assisted by Ismail Ali.,77,78
0:39,93,Terrell Miller Jr. missed Three Point Jumper.,77,78
0:39,189,Zack Denny Defensive Rebound.,77,78
0:14,189,Bowling Green  Timeout,77,78
0:06,189,Zack Denny missed Layup.,77,78
0:06,93,Terrell Miller Jr. Defensive Rebound.,77,78
0:01,93,Jonathan Stark missed Jumper.,77,78
0:00,93,Murray St Deadball Team Rebound.,77,78
0:00,189,End of Game,77,78
