Jackson State,276,Marshall,2296
5:13,276,Marshall Deadball Team Rebound.,26,23
5:13,276,Jon Elmore made Free Throw.,26,24
4:47,2296,Chace Franklin missed Three Point Jumper.,26,24
4:47,276,Marshall Defensive Rebound.,26,24
4:46,2296,Foul on Derek Roscoe.,26,24
4:46,276,Aleksa Nikolic made Free Throw.,26,25
4:46,276,Aleksa Nikolic made Free Throw.,26,26
4:24,2296,Derek Roscoe missed Jumper.,26,26
4:24,2296,Yettra Specks Offensive Rebound.,26,26
4:07,2296,Paris Collins missed Jumper.,26,26
4:07,276,Phil Bledsoe Defensive Rebound.,26,26
3:56,276,Jon Elmore missed Three Point Jumper.,26,26
3:56,276,Marshall Offensive Rebound.,26,26
3:53,276,Official TV Timeout,26,26
3:50,276,Austin Loop missed Three Point Jumper.,26,26
3:50,276,Phil Bledsoe Offensive Rebound.,26,26
3:47,2296,Foul on Edric Dennis.,26,26
3:47,276,Phil Bledsoe missed Free Throw.,26,26
3:47,276,Marshall Deadball Team Rebound.,26,26
3:47,276,Phil Bledsoe missed Free Throw.,26,26
3:47,2296,Edric Dennis Defensive Rebound.,26,26
3:09,2296,Chace Franklin missed Layup.,26,26
3:09,2296,Chace Franklin Offensive Rebound.,26,26
3:06,2296,Chace Franklin made Layup.,28,26
3:02,2296,Foul on Chace Franklin.,28,26
3:02,276,Austin Loop made Free Throw.,28,27
3:02,276,Austin Loop made Free Throw.,28,28
2:47,2296,Edric Dennis made Layup.,30,28
2:34,2296,Foul on Yettra Specks.,30,28
2:34,276,Phil Bledsoe made Free Throw.,30,29
2:34,276,Phil Bledsoe made Free Throw.,30,30
2:08,2296,Paris Collins made Three Point Jumper.,33,30
1:56,276,Stevie Browning Turnover.,33,30
1:55,2296,Paris Collins Steal.,33,30
1:32,2296,Edric Dennis missed Layup.,33,30
1:32,2296,Edric Dennis Offensive Rebound.,33,30
1:29,2296,Edric Dennis made Layup.,35,30
1:20,276,Jon Elmore made Layup.,35,32
1:20,2296,Foul on Janarius Middleton.,35,32
1:20,276,Jon Elmore missed Free Throw.,35,32
1:20,2296,Chace Franklin Defensive Rebound.,35,32
1:08,2296,Jackson St  Timeout,35,32
0:58,2296,Paris Collins missed Jumper.,35,32
0:58,276,Phil Bledsoe Defensive Rebound.,35,32
0:37,276,Jon Elmore missed Layup.,35,32
0:37,276,Aleksa Nikolic Offensive Rebound.,35,32
0:34,276,Aleksa Nikolic made Dunk.,35,34
0:09,2296,Paris Collins missed Three Point Jumper.,35,34
0:09,276,Ky're Allison Defensive Rebound.,35,34
0:02,276,Jon Elmore missed Jumper.,35,34
0:02,2296,Janarius Middleton Defensive Rebound.,35,34
0:00,276,End of 1st half,35,34
19:34,2296,Yettra Specks missed Jumper.,35,34
19:34,276,Stevie Browning Defensive Rebound.,35,34
19:25,276,Stevie Browning missed Jumper.,35,34
19:25,2296,Yettra Specks Defensive Rebound.,35,34
18:52,276,Foul on Ryan Taylor.,35,34
18:52,2296,Yettra Specks made Free Throw.,36,34
18:52,2296,Yettra Specks missed Free Throw.,36,34
18:52,276,Terrence Thompson Defensive Rebound.,36,34
18:42,276,Jon Elmore made Jumper.,36,36
18:24,2296,Paris Collins missed Jumper.,36,36
18:24,276,Terrence Thompson Defensive Rebound.,36,36
18:05,276,Jon Elmore Turnover.,36,36
17:49,2296,Edric Dennis made Layup.,38,36
17:37,276,Austin Loop missed Jumper.,38,36
17:37,2296,Maurice Rivers Block.,38,36
17:34,2296,Janarius Middleton Defensive Rebound.,38,36
17:08,2296,Edric Dennis Turnover.,38,36
16:55,276,Terrence Thompson missed Three Point Jumper.,38,36
16:55,2296,Paris Collins Defensive Rebound.,38,36
16:31,2296,Yettra Specks missed Three Point Jumper.,38,36
16:31,2296,Janarius Middleton Offensive Rebound.,38,36
16:27,2296,Janarius Middleton missed Layup.,38,36
16:27,276,Austin Loop Defensive Rebound.,38,36
16:08,276,Terrence Thompson made Three Point Jumper. Assisted by Austin Loop.,38,39
15:50,2296,Edric Dennis missed Three Point Jumper.,38,39
15:50,2296,Maurice Rivers Offensive Rebound.,38,39
15:45,2296,Maurice Rivers made Layup.,40,39
15:34,2296,Foul on Paris Collins.,40,39
15:34,276,Official TV Timeout,40,39
15:34,276,Stevie Browning made Free Throw.,40,40
15:34,276,Stevie Browning made Free Throw.,40,41
15:27,2296,Edric Dennis Turnover.,40,41
15:26,276,Terrence Thompson Steal.,40,41
15:03,276,Jon Elmore missed Three Point Jumper.,40,41
15:03,2296,Janarius Middleton Defensive Rebound.,40,41
14:33,2296,Janarius Middleton missed Layup.,40,41
14:33,276,Stevie Browning Defensive Rebound.,40,41
14:21,276,Terrence Thompson made Layup. Assisted by Jon Elmore.,40,43
13:55,2296,Paris Collins made Three Point Jumper. Assisted by Maurice Rivers.,43,43
13:46,276,Jon Elmore Turnover.,43,43
13:43,2296,Maurice Rivers Steal.,43,43
13:19,2296,Maurice Rivers made Jumper. Assisted by Yettra Specks.,45,43
12:58,276,Jon Elmore missed Three Point Jumper.,45,43
12:58,2296,Maurice Rivers Defensive Rebound.,45,43
12:36,2296,Maurice Rivers missed Jumper.,45,43
12:36,2296,Derek Roscoe Offensive Rebound.,45,43
12:30,276,Foul on Aleksa Nikolic.,45,43
12:30,2296,Derek Roscoe missed Free Throw.,45,43
12:30,2296,Jackson St Deadball Team Rebound.,45,43
12:30,2296,Derek Roscoe missed Free Throw.,45,43
12:30,276,Terrence Thompson Defensive Rebound.,45,43
12:18,276,Terrence Thompson made Layup. Assisted by Jon Elmore.,45,45
11:49,2296,Edric Dennis missed Layup.,45,45
11:49,276,Aleksa Nikolic Defensive Rebound.,45,45
11:39,276,Jon Elmore made Layup.,45,47
11:09,2296,Derek Roscoe Turnover.,45,47
11:07,276,Aleksa Nikolic Steal.,45,47
10:52,276,Jon Elmore made Layup.,45,49
10:42,2296,Jackson St  Timeout,45,49
10:35,2296,Chace Franklin missed Layup.,45,49
10:35,276,Aleksa Nikolic Block.,45,49
10:33,276,Terrence Thompson Defensive Rebound.,45,49
10:13,276,Terrence Thompson missed Free Throw.,45,50
10:13,2296,Chace Franklin Defensive Rebound.,45,50
10:13,276,Terrence Thompson made Free Throw.,45,50
10:13,2296,Foul on Sherron Wilson.,45,50
9:50,2296,Paris Collins missed Three Point Jumper.,45,50
9:50,2296,Janarius Middleton Offensive Rebound.,45,50
9:41,2296,Paris Collins made Layup.,47,50
9:22,2296,Foul on Sherron Wilson.,47,50
9:22,276,Jon Elmore made Free Throw.,47,51
9:22,276,Jon Elmore made Free Throw.,47,52
8:53,2296,Janarius Middleton missed Jumper.,47,52
8:53,276,Ryan Taylor Block.,47,52
8:52,276,Aleksa Nikolic Defensive Rebound.,47,52
8:42,276,Ky're Allison missed Jumper.,47,52
8:42,2296,Jackson St Offensive Rebound.,47,52
8:12,276,Ky're Allison made Jumper.,47,54
8:09,2296,Yettra Specks missed Three Point Jumper.,47,54
8:09,276,Stevie Browning Defensive Rebound.,47,54
8:03,276,Stevie Browning Turnover.,47,54
7:47,2296,Paris Collins missed Three Point Jumper.,47,54
7:47,276,Stevie Browning Defensive Rebound.,47,54
7:43,276,Aleksa Nikolic made Dunk. Assisted by Stevie Browning.,47,56
7:31,2296,Edric Dennis Turnover.,47,56
7:30,276,Stevie Browning Steal.,47,56
7:27,276,Stevie Browning missed Layup.,47,56
7:27,2296,Edric Dennis Block.,47,56
7:26,276,Stevie Browning Offensive Rebound.,47,56
7:24,276,Stevie Browning missed Jumper.,47,56
7:24,2296,Paris Collins Block.,47,56
7:24,2296,Jackson St Defensive Rebound.,47,56
7:24,276,Official TV Timeout,47,56
7:16,2296,Chace Franklin missed Jumper.,47,56
7:16,2296,Janarius Middleton Offensive Rebound.,47,56
7:16,2296,Janarius Middleton missed Layup.,47,56
7:16,2296,Chace Franklin Offensive Rebound.,47,56
6:38,2296,Chace Franklin made Layup.,49,56
6:38,276,Foul on Ryan Taylor.,49,56
6:38,276,Foul on Ryan Taylor.,49,56
6:38,276,Technical Foul on Ryan Taylor.,49,56
6:38,2296,Yettra Specks made Free Throw.,50,56
6:38,276,Technical Foul on Ryan Taylor.,50,56
6:38,276,Foul on Marshall.,50,56
6:38,2296,Yettra Specks made Free Throw.,51,56
6:38,2296,Yettra Specks missed Free Throw.,51,56
6:38,2296,Jackson St Deadball Team Rebound.,51,56
6:38,2296,Yettra Specks made Free Throw.,52,56
6:38,2296,Chace Franklin made Free Throw.,53,56
6:21,276,Ky're Allison missed Jumper.,53,56
6:21,276,Terrence Thompson Offensive Rebound.,53,56
6:21,2296,Foul on Paris Collins.,53,56
6:14,276,Jon Elmore missed Jumper.,53,56
6:14,276,Phil Bledsoe Offensive Rebound.,53,56
6:12,2296,Foul on Janarius Middleton.,53,56
5:59,276,Ky're Allison made Layup.,53,58
5:59,2296,Foul on Janarius Middleton.,53,58
5:59,276,Ky're Allison made Free Throw.,53,59
5:31,2296,Edric Dennis made Layup.,55,59
5:20,276,Terrence Thompson made Dunk. Assisted by Jon Elmore.,55,61
4:49,2296,Chace Franklin missed Three Point Jumper.,55,61
4:49,2296,Paris Collins Offensive Rebound.,55,61
4:44,2296,Edric Dennis made Layup. Assisted by Paris Collins.,57,61
4:30,2296,Foul on Chace Franklin.,57,61
4:30,276,Phil Bledsoe made Free Throw.,57,62
4:30,276,Phil Bledsoe made Free Throw.,57,63
4:11,276,Foul on Aleksa Nikolic.,57,63
4:11,2296,Chace Franklin made Free Throw.,58,63
4:11,2296,Chace Franklin made Free Throw.,59,63
3:58,276,Jon Elmore Turnover.,59,63
3:57,2296,Paris Collins Steal.,59,63
3:54,2296,Edric Dennis Turnover.,59,63
3:54,276,Official TV Timeout,59,63
3:33,276,Foul on Ky're Allison.,59,63
3:33,276,Ky're Allison Turnover.,59,63
3:14,2296,Edric Dennis missed Layup.,59,63
3:14,276,Jon Elmore Defensive Rebound.,59,63
2:58,276,Terrence Thompson made Dunk. Assisted by Jon Elmore.,59,65
2:45,2296,Chace Franklin missed Three Point Jumper.,59,65
2:45,276,Terrence Thompson Defensive Rebound.,59,65
2:28,276,Jon Elmore made Layup.,59,67
2:01,2296,Chace Franklin missed Layup.,59,67
2:01,276,Stevie Browning Defensive Rebound.,59,67
1:34,276,Terrence Thompson made Layup. Assisted by Jon Elmore.,59,69
1:23,2296,Edric Dennis missed Three Point Jumper.,59,69
1:23,276,Aleksa Nikolic Defensive Rebound.,59,69
0:55,276,Jon Elmore made Layup.,59,71
0:41,2296,Edric Dennis Turnover.,59,71
0:15,276,Foul on Jon Elmore.,59,71
0:15,276,Jon Elmore Turnover.,59,71
0:07,2296,Paris Collins made Layup.,61,71
0:07,2296,Jackson St  Timeout,61,71
0:00,276,End of Game,61,71
