UTEP,2026,Appalachian State,2638
7:32,2638,Foul on Isiah Osborne.,19,25
7:32,2026,Isaac Johnson made Free Throw.,19,26
7:32,2026,Isaac Johnson made Free Throw.,19,27
7:14,2638,Evan Gilyard Turnover.,19,27
7:13,2026,Justin Forrest Steal.,19,27
6:57,2026,Griffin Kinney Turnover.,19,27
6:37,2638,Keith Frazier made Jumper. Assisted by Isiah Osborne.,21,27
6:26,2638,Foul on Tirus Smith.,21,27
6:26,2026,Tyrell Johnson missed Free Throw.,21,27
6:26,2026,Appalachian State Deadball Team Rebound.,21,27
6:26,2026,Tyrell Johnson made Free Throw.,21,28
5:51,2026,Ronshad Shabazz missed Jumper.,21,28
5:51,2638,Omega Harris Block.,21,28
5:50,2638,Evan Gilyard made Jumper. Assisted by Paul Thomas.,23,28
5:49,2638,Omega Harris Defensive Rebound.,23,28
5:36,2638,Paul Thomas missed Jumper.,23,28
5:36,2026,Ronshad Shabazz Defensive Rebound.,23,28
5:32,2026,Ronshad Shabazz Turnover.,23,28
5:32,2026,Foul on Ronshad Shabazz.,23,28
5:30,2026,Griffin Kinney made Jumper.,23,30
5:29,2026,Foul on Justin Forrest.,23,30
5:29,2638,Technical Foul on Evan Gilyard.,23,30
5:29,2638,Foul on Evan Gilyard.,23,30
5:29,2026,Technical Foul on Justin Forrest.,23,30
5:19,2026,Foul on Isaac Johnson.,23,30
5:19,2638,Tirus Smith missed Free Throw.,23,30
5:19,2026,Justin Forrest Defensive Rebound.,23,30
5:04,2026,Griffin Kinney made Jumper.,23,32
4:51,2638,Matt Willms Turnover.,23,32
4:34,2026,Tyrell Johnson missed Jumper.,23,32
4:34,2638,Omega Harris Defensive Rebound.,23,32
4:14,2638,Matt Willms made Layup.,25,32
3:52,2026,Griffin Kinney missed Layup.,25,32
3:52,2638,Matt Willms Defensive Rebound.,25,32
3:36,2638,Omega Harris missed Jumper.,25,32
3:36,2638,Tirus Smith Offensive Rebound.,25,32
3:34,2638,Tirus Smith missed Jumper.,25,32
3:34,2026,Justin Forrest Defensive Rebound.,25,32
3:30,2026,Justin Forrest made Jumper.,25,34
3:00,2638,Tirus Smith missed Jumper.,25,34
3:00,2026,Justin Forrest Defensive Rebound.,25,34
2:47,2026,Griffin Kinney missed Jumper.,25,34
2:47,2638,Keith Frazier Defensive Rebound.,25,34
2:18,2026,Foul on Isaac Johnson.,25,34
2:18,2026,Official TV Timeout,25,34
2:18,2638,Matt Willms made Free Throw.,26,34
2:18,2638,Matt Willms missed Free Throw.,26,34
2:18,2026,Zach Cottrell Defensive Rebound.,26,34
1:58,2026,Bennett Holley made Three Point Jumper. Assisted by O'Showen Williams.,26,37
1:33,2638,Paul Thomas made Layup.,28,37
1:02,2026,O'Showen Williams made Jumper.,28,39
0:33,2638,Evan Gilyard missed Jumper.,28,39
0:33,2026,Bennett Holley Defensive Rebound.,28,39
0:04,2026,O'Showen Williams made Three Point Jumper.,28,42
0:00,2638,Foul on Matt Willms.,28,42
0:00,2026,End of 1st half,22,46
19:51,2638,Isiah Osborne missed Jumper.,28,42
19:51,2026,Griffin Kinney Defensive Rebound.,28,42
19:37,2026,Griffin Kinney Turnover.,28,42
19:36,2638,Omega Harris Steal.,28,42
19:30,2638,Omega Harris made Layup.,30,42
19:23,2026,Ronshad Shabazz missed Jumper.,30,42
19:23,2638,Isiah Osborne Defensive Rebound.,30,42
19:15,2026,Foul on Griffin Kinney.,30,42
19:15,2638,Isiah Osborne missed Free Throw.,30,42
19:15,2638,UTEP Deadball Team Rebound.,30,42
19:15,2638,Isiah Osborne made Free Throw.,31,42
19:06,2026,Isaac Johnson missed Jumper.,31,42
19:06,2638,Matt Willms Block.,31,42
19:03,2026,Griffin Kinney Offensive Rebound.,31,42
18:50,2026,Isaac Johnson Turnover.,31,42
18:49,2638,Omega Harris Steal.,31,42
18:44,2638,Keith Frazier made Three Point Jumper. Assisted by Isiah Osborne.,34,42
18:26,2026,Tyrell Johnson Turnover.,34,42
18:17,2638,Trey Wade made Jumper.,36,42
17:49,2026,Tyrell Johnson Turnover.,36,42
17:49,2638,Trey Wade Steal.,36,42
17:49,2026,Foul on Tyrell Johnson.,36,42
17:37,2638,Keith Frazier missed Three Point Jumper.,36,42
17:37,2026,Appalachian State Defensive Rebound.,36,42
17:34,2638,Foul on Trey Wade.,36,42
17:17,2026,O'Showen Williams Turnover.,36,42
17:17,2638,Keith Frazier Steal.,36,42
17:06,2026,Foul on Griffin Kinney.,36,42
16:58,2638,Trey Wade missed Three Point Jumper.,36,42
16:58,2638,Isiah Osborne Offensive Rebound.,36,42
16:47,2638,Trey Wade missed Jumper.,36,42
16:47,2638,Matt Willms Offensive Rebound.,36,42
16:41,2638,Isiah Osborne made Jumper. Assisted by Matt Willms.,38,42
16:35,2026,Appalachian State  Timeout,38,42
16:34,2026,Isaac Johnson Turnover.,38,42
16:30,2638,Keith Frazier made Three Point Jumper. Assisted by Matt Willms.,41,42
16:21,2026,Ronshad Shabazz missed Layup.,41,42
16:21,2026,O'Showen Williams Offensive Rebound.,41,42
16:15,2026,O'Showen Williams Turnover.,41,42
16:15,2026,Official TV Timeout,41,42
15:54,2638,Matt Willms made Jumper.,43,42
15:39,2638,Foul on Isiah Osborne.,43,42
15:19,2026,Justin Forrest missed Three Point Jumper.,43,42
15:19,2638,Matt Willms Defensive Rebound.,43,42
14:57,2638,Matt Willms Turnover.,43,42
14:57,2638,Foul on Matt Willms.,43,42
14:48,2026,O'Showen Williams Turnover.,43,42
14:37,2026,Foul on Griffin Kinney.,43,42
14:37,2638,Matt Willms made Free Throw.,44,42
14:37,2638,Keith Frazier Turnover.,44,42
14:26,2026,Ronshad Shabazz missed Jumper.,44,42
14:26,2026,Jake Wilson Offensive Rebound.,44,42
14:21,2026,Jake Wilson missed Layup.,44,42
14:21,2026,Jake Wilson Offensive Rebound.,44,42
14:17,2638,Foul on Matt Willms.,44,42
14:17,2026,Justin Forrest made Free Throw.,44,43
14:17,2026,Justin Forrest made Free Throw.,44,44
14:12,2638,Omega Harris made Jumper.,46,44
14:04,2026,Isaac Johnson Turnover.,46,44
14:03,2638,Isiah Osborne Steal.,46,44
13:56,2638,Matt Willms made Dunk. Assisted by Omega Harris.,48,44
13:45,2638,Foul on Trey Wade.,48,44
13:45,2026,Justin Forrest missed Free Throw.,48,44
13:45,2026,Appalachian State Deadball Team Rebound.,48,44
13:45,2026,Justin Forrest missed Free Throw.,48,44
13:45,2026,Ronshad Shabazz Offensive Rebound.,48,44
13:42,2026,Ronshad Shabazz missed Three Point Jumper.,48,44
13:42,2638,Isiah Osborne Defensive Rebound.,48,44
13:30,2638,Trey Wade missed Jumper.,48,44
13:30,2026,Craig Hinton Defensive Rebound.,48,44
13:20,2026,Foul on Ronshad Shabazz.,48,44
13:20,2026,Jake Wilson Turnover.,48,44
13:02,2026,Foul on Jake Wilson.,48,44
13:02,2638,Matt Willms made Free Throw.,49,44
13:02,2638,Matt Willms made Free Throw.,50,44
12:53,2638,Foul on Paul Thomas.,50,44
12:53,2026,Justin Forrest made Free Throw.,50,45
12:53,2026,Justin Forrest made Free Throw.,50,46
12:38,2638,Keith Frazier made Three Point Jumper.,53,46
12:24,2026,Isaac Johnson made Layup.,53,48
12:07,2026,Ronshad Shabazz made Free Throw.,53,49
12:07,2026,Ronshad Shabazz made Free Throw.,53,50
12:02,2638,Omega Harris Turnover.,53,50
12:02,2026,Ronshad Shabazz Steal.,53,50
12:02,2638,Foul on Omega Harris.,53,50
11:55,2638,Isiah Osborne Turnover.,53,50
11:55,2026,Official TV Timeout,53,50
11:29,2026,Ronshad Shabazz missed Three Point Jumper.,53,50
11:29,2638,Keith Frazier Defensive Rebound.,53,50
11:07,2638,Tirus Smith missed Jumper.,53,50
11:07,2026,Justin Forrest Defensive Rebound.,53,50
11:00,2638,Foul on Tirus Smith.,53,50
11:00,2026,Craig Hinton made Free Throw.,53,51
11:00,2026,Craig Hinton made Free Throw.,53,52
10:43,2638,Omega Harris made Jumper.,55,52
10:36,2638,Foul on Tirus Smith.,55,52
10:36,2026,Ronshad Shabazz missed Free Throw.,55,52
10:36,2026,Appalachian State Deadball Team Rebound.,55,52
10:36,2026,Ronshad Shabazz made Free Throw.,55,53
10:20,2638,Isiah Osborne missed Jumper.,55,53
10:20,2026,Justin Forrest Defensive Rebound.,55,53
10:10,2026,Justin Forrest missed Three Point Jumper.,55,53
10:10,2638,UTEP Defensive Rebound.,55,53
9:50,2638,Isiah Osborne Turnover.,55,53
9:35,2026,Craig Hinton Turnover.,55,53
9:16,2638,Matt Willms made Layup. Assisted by Omega Harris.,57,53
8:51,2026,Bennett Holley missed Three Point Jumper.,57,53
8:51,2638,Evan Gilyard Defensive Rebound.,57,53
8:33,2638,Keith Frazier made Three Point Jumper. Assisted by Paul Thomas.,60,53
8:24,2026,Official TV Timeout,60,53
8:10,2026,Ronshad Shabazz made Layup. Assisted by O'Showen Williams.,60,55
7:47,2638,Keith Frazier missed Jumper.,60,55
7:47,2026,O'Showen Williams Defensive Rebound.,60,55
7:38,2026,O'Showen Williams made Jumper.,60,57
7:20,2638,Keith Frazier made Jumper.,62,57
7:10,2026,Craig Hinton missed Three Point Jumper.,62,57
7:10,2638,Omega Harris Defensive Rebound.,62,57
6:39,2638,Keith Frazier missed Three Point Jumper.,62,57
6:39,2026,Tyrell Johnson Defensive Rebound.,62,57
6:26,2026,Ronshad Shabazz made Jumper.,62,59
6:23,2638,Foul on Paul Thomas.,62,59
6:23,2026,Ronshad Shabazz made Free Throw.,62,60
6:01,2638,Matt Willms missed Jumper.,62,60
6:01,2026,Ronshad Shabazz Defensive Rebound.,62,60
5:52,2026,Ronshad Shabazz made Layup.,62,62
5:39,2638,UTEP  Timeout,62,62
5:20,2638,Matt Willms made Dunk. Assisted by Evan Gilyard.,64,62
5:06,2026,Ronshad Shabazz made Jumper.,64,64
4:43,2638,Paul Thomas missed Jumper.,64,64
4:43,2026,Tyrell Johnson Block.,64,64
4:42,2638,UTEP Offensive Rebound.,64,64
4:39,2638,Keith Frazier made Jumper. Assisted by Evan Gilyard.,66,64
4:19,2026,O'Showen Williams made Three Point Jumper.,66,67
3:58,2638,Keith Frazier made Jumper. Assisted by Paul Thomas.,68,67
3:34,2026,Justin Forrest missed Three Point Jumper.,68,67
3:34,2026,O'Showen Williams Offensive Rebound.,68,67
3:27,2026,O'Showen Williams missed Layup.,68,67
3:27,2026,Justin Forrest Offensive Rebound.,68,67
3:21,2026,Justin Forrest missed Layup.,68,67
3:21,2638,Evan Gilyard Defensive Rebound.,68,67
2:57,2638,Omega Harris missed Layup.,68,67
2:57,2026,Tyrell Johnson Defensive Rebound.,68,67
2:49,2026,Tyrell Johnson made Three Point Jumper. Assisted by O'Showen Williams.,68,70
2:32,2638,Evan Gilyard Turnover.,68,70
2:32,2638,Foul on Evan Gilyard.,68,70
2:32,2026,Official TV Timeout,68,70
2:13,2026,Ronshad Shabazz missed Layup.,68,70
2:13,2638,Omega Harris Defensive Rebound.,68,70
1:56,2638,Keith Frazier missed Three Point Jumper.,68,70
1:56,2026,Justin Forrest Defensive Rebound.,68,70
1:27,2638,Foul on Matt Willms.,68,70
1:27,2026,Justin Forrest missed Free Throw.,68,70
1:27,2026,Appalachian State Deadball Team Rebound.,68,70
1:27,2026,Justin Forrest made Free Throw.,68,71
1:12,2638,Isiah Osborne missed Jumper.,68,71
1:12,2026,Griffin Kinney Defensive Rebound.,68,71
0:39,2026,Griffin Kinney made Layup.,68,73
0:28,2638,Omega Harris missed Jumper.,68,73
0:28,2026,O'Showen Williams Defensive Rebound.,68,73
0:24,2638,Foul on Omega Harris.,68,73
0:24,2026,O'Showen Williams missed Free Throw.,68,73
0:24,2026,Appalachian State Deadball Team Rebound.,68,73
0:24,2026,O'Showen Williams missed Free Throw.,68,73
0:24,2638,Matt Willms Defensive Rebound.,68,73
0:16,2026,Foul on Ronshad Shabazz.,68,73
0:16,2638,Omega Harris made Free Throw.,69,73
0:16,2638,Omega Harris made Free Throw.,70,73
0:16,2638,Omega Harris made Free Throw.,71,73
0:14,2638,Foul on Isiah Osborne.,71,73
0:14,2026,Ronshad Shabazz missed Free Throw.,71,73
0:14,2026,Appalachian State Deadball Team Rebound.,71,73
0:14,2026,Ronshad Shabazz missed Free Throw.,71,73
0:14,2638,Keith Frazier Defensive Rebound.,71,73
0:08,2026,Foul on Griffin Kinney.,71,73
0:08,2638,Keith Frazier made Free Throw.,72,73
0:08,2638,Keith Frazier missed Free Throw.,72,73
0:08,2026,O'Showen Williams Defensive Rebound.,72,73
0:06,2638,Foul on Matt Willms.,72,73
0:06,2026,O'Showen Williams made Free Throw.,72,74
0:06,2026,O'Showen Williams made Free Throw.,72,75
0:06,2026,Appalachian State  Timeout,72,75
0:04,2026,Foul on Ronshad Shabazz.,72,75
0:04,2638,Isiah Osborne missed Free Throw.,72,75
0:04,2026,Griffin Kinney Defensive Rebound.,72,75
0:03,2638,Foul on Paul Thomas.,72,75
0:03,2026,Griffin Kinney missed Free Throw.,72,75
0:03,2026,Appalachian State Deadball Team Rebound.,72,75
0:03,2026,Griffin Kinney made Free Throw.,72,76
