Texas A&amp;M-CC,61,Georgia,357
10:34,61,Derek Ogbeide Turnover.,2,14
10:28,357,Sean Rhea Steal.,2,14
10:24,357,Sean Rhea missed Jumper.,2,14
10:24,61,William Jackson II Defensive Rebound.,2,14
10:17,61,Rayshaun Hammonds made Three Point Jumper. Assisted by William Jackson II.,2,17
9:59,357,Myles Smith missed Three Point Jumper.,2,17
9:59,61,Derek Ogbeide Defensive Rebound.,2,17
9:51,357,Foul on Sean Rhea.,2,17
9:41,357,Foul on Perry Francois.,2,17
9:31,61,Derek Ogbeide Turnover.,2,17
9:06,357,York Benjamin made Jumper.,4,17
8:54,61,Tyree Crump missed Three Point Jumper.,4,17
8:54,357,York Benjamin Defensive Rebound.,4,17
8:45,61,Foul on Teshaun Hightower.,4,17
8:40,357,Myles Smith missed Three Point Jumper.,4,17
8:39,61,Nicolas Claxton Defensive Rebound.,4,17
8:17,61,Tyree Crump missed Three Point Jumper.,4,17
8:17,61,Yante Maten Offensive Rebound.,4,17
8:14,61,Yante Maten made Two Point Tip Shot.,4,19
8:03,357,York Benjamin Turnover.,4,19
7:49,61,Teshaun Hightower Turnover.,4,19
7:48,357,Kareem South Steal.,4,19
7:42,357,Myles Smith made Layup.,6,19
7:23,61,Teshaun Hightower missed Jumper.,6,19
7:23,61,Nicolas Claxton Offensive Rebound.,6,19
7:21,357,Foul on Elijah Schmidt.,6,19
7:21,61,Official TV Timeout,6,19
7:21,61,Nicolas Claxton missed Free Throw.,6,19
7:21,61,Georgia Deadball Team Rebound.,6,19
7:21,61,Nicolas Claxton missed Free Throw.,6,19
7:21,61,Yante Maten Offensive Rebound.,6,19
6:50,61,Georgia  Turnover.,6,19
6:31,357,Joseph Kilgore made Jumper.,8,19
6:14,61,Isaac Kante Turnover.,8,19
6:12,357,Joseph Kilgore Steal.,8,19
6:11,357,Myles Smith Turnover.,8,19
6:10,61,E'Torrion Wilridge Steal.,8,19
6:03,357,Foul on Joseph Kilgore.,8,19
6:03,61,E'Torrion Wilridge made Free Throw.,8,20
6:03,61,E'Torrion Wilridge made Free Throw.,8,21
5:52,357,Kareem South Turnover.,8,21
5:27,61,Yante Maten made Three Point Jumper. Assisted by William Jackson II.,8,24
5:13,357,Myles Smith missed Layup.,8,24
5:13,61,Yante Maten Defensive Rebound.,8,24
5:07,61,Tyree Crump made Three Point Jumper. Assisted by William Jackson II.,8,27
4:58,357,Texas A&M-CC  Timeout,8,27
4:30,357,Texas A&M-CC  Turnover.,8,27
4:17,61,E'Torrion Wilridge missed Three Point Jumper.,8,27
4:17,61,Yante Maten Offensive Rebound.,8,27
4:05,61,William Jackson II missed Three Point Jumper.,8,27
4:05,357,Elijah Schmidt Defensive Rebound.,8,27
3:43,61,Official TV Timeout,8,27
3:42,357,Kareem South Turnover.,8,27
3:26,61,Mike Edwards Turnover.,8,27
3:08,61,Foul on Jordan Harris.,8,27
2:54,357,Perry Francois Turnover.,8,27
2:53,61,Juwan Parker Steal.,8,27
2:47,61,Juwan Parker missed Jumper.,8,27
2:47,357,Perry Francois Block.,8,27
2:45,357,Myles Smith Defensive Rebound.,8,27
2:39,357,Myles Smith Turnover.,8,27
2:38,61,Mike Edwards Steal.,8,27
2:33,61,William Jackson II Turnover.,8,27
2:32,357,Jamell Bradley Steal.,8,27
2:21,357,Kareem South made Three Point Jumper. Assisted by Myles Smith.,11,27
2:19,61,Georgia  Timeout,11,27
1:49,61,Mike Edwards missed Jumper.,11,27
1:49,357,Myles Smith Defensive Rebound.,11,27
1:42,357,Jamell Bradley missed Three Point Jumper.,11,27
1:42,357,Perry Francois Offensive Rebound.,11,27
1:37,357,Perry Francois made Two Point Tip Shot.,13,27
1:26,61,Tyree Crump missed Three Point Jumper.,13,27
1:26,357,Myles Smith Defensive Rebound.,13,27
1:20,357,Myles Smith missed Layup.,13,27
1:20,357,Jamell Bradley Offensive Rebound.,13,27
1:16,357,Jamell Bradley missed Two Point Tip Shot.,13,27
1:16,61,Mike Edwards Block.,13,27
1:14,61,Tyree Crump Defensive Rebound.,13,27
1:09,357,Foul on Elijah Schmidt.,13,27
1:09,61,Jordan Harris missed Free Throw.,13,27
1:09,357,Perry Francois Defensive Rebound.,13,27
0:55,357,Elijah Schmidt Turnover.,13,27
0:40,61,Tyree Crump missed Three Point Jumper.,13,27
0:40,357,Perry Francois Defensive Rebound.,13,27
0:12,357,Perry Francois Turnover.,13,27
0:11,61,Yante Maten Steal.,13,27
0:08,61,Jordan Harris made Layup. Assisted by Tyree Crump.,13,29
0:08,357,Foul on Kyle Brown.,13,29
0:08,61,Jordan Harris made Free Throw.,13,30
0:01,357,Kareem South made Three Point Jumper. Assisted by Kyle Brown.,16,30
0:00,61,End of 1st half,16,30
19:34,357,Myles Smith missed Jumper.,16,30
19:34,357,Elijah Schmidt Offensive Rebound.,16,30
19:31,61,Foul on Derek Ogbeide.,16,30
19:31,357,Elijah Schmidt made Free Throw.,17,30
19:31,357,Elijah Schmidt made Free Throw.,18,30
19:15,61,Yante Maten Turnover.,18,30
19:14,357,Sean Rhea Steal.,18,30
19:10,357,Joseph Kilgore Turnover.,18,30
19:09,61,William Jackson II Steal.,18,30
18:58,61,Rayshaun Hammonds Turnover.,18,30
18:57,357,Elijah Schmidt Steal.,18,30
18:34,61,Foul on Rayshaun Hammonds.,18,30
18:34,357,Joseph Kilgore made Free Throw.,19,30
18:34,357,Joseph Kilgore made Free Throw.,20,30
18:20,61,E'Torrion Wilridge missed Three Point Jumper.,20,30
18:20,61,Yante Maten Offensive Rebound.,20,30
18:16,61,Yante Maten made Two Point Tip Shot.,20,32
17:58,357,Sean Rhea missed Layup.,20,32
17:58,357,Sean Rhea Offensive Rebound.,20,32
17:57,357,Sean Rhea missed Two Point Tip Shot.,20,32
17:57,357,Sean Rhea Offensive Rebound.,20,32
17:55,357,Sean Rhea made Two Point Tip Shot.,22,32
17:55,61,Foul on Pape Diatta.,22,32
17:55,357,Sean Rhea made Free Throw.,23,32
17:39,61,Derek Ogbeide made Jumper. Assisted by Pape Diatta.,23,34
17:22,357,Kareem South missed Jumper.,23,34
17:22,61,Yante Maten Defensive Rebound.,23,34
17:18,61,Yante Maten Turnover.,23,34
17:18,357,Joseph Kilgore Steal.,23,34
17:16,357,Elijah Schmidt made Layup. Assisted by Joseph Kilgore.,25,34
16:59,61,E'Torrion Wilridge Turnover.,25,34
16:39,357,Myles Smith made Jumper.,27,34
16:11,61,Tyree Crump missed Three Point Jumper.,27,34
16:11,357,Joseph Kilgore Defensive Rebound.,27,34
16:03,357,Joseph Kilgore made Jumper.,29,34
15:25,357,Foul on Perry Francois.,29,34
15:24,61,Official TV Timeout,29,34
15:24,61,Tyree Crump made Free Throw.,29,36
15:24,61,Tyree Crump made Free Throw.,29,35
15:24,61,Official TV Timeout,29,35
15:11,61,Foul on Pape Diatta.,29,36
15:11,357,Joseph Kilgore made Free Throw.,30,36
15:11,357,Joseph Kilgore made Free Throw.,31,36
14:55,61,Nicolas Claxton Turnover.,31,36
14:53,357,Myles Smith Steal.,31,36
14:52,357,Joseph Kilgore made Layup. Assisted by Myles Smith.,33,36
14:52,61,Foul on Pape Diatta.,33,36
14:52,357,Joseph Kilgore made Free Throw.,34,36
14:32,61,William Jackson II Turnover.,34,36
14:31,357,Myles Smith Steal.,34,36
14:29,357,Myles Smith made Layup.,36,36
14:07,61,Yante Maten missed Jumper.,36,36
14:07,61,Nicolas Claxton Offensive Rebound.,36,36
14:04,61,Nicolas Claxton made Two Point Tip Shot.,36,38
14:04,357,Foul on Perry Francois.,36,38
14:04,61,Nicolas Claxton made Free Throw.,36,39
13:38,357,Sean Rhea Turnover.,36,39
13:22,61,Juwan Parker made Jumper.,36,41
12:59,357,Myles Smith Turnover.,36,41
12:59,357,Foul on Myles Smith.,36,41
12:50,61,Nicolas Claxton missed Three Point Jumper.,36,41
12:50,61,Derek Ogbeide Offensive Rebound.,36,41
12:47,357,Foul on York Benjamin.,36,41
12:47,61,Derek Ogbeide missed Free Throw.,36,41
12:47,61,Georgia Deadball Team Rebound.,36,41
12:47,61,Derek Ogbeide missed Free Throw.,36,41
12:47,357,Myles Smith Defensive Rebound.,36,41
12:29,357,York Benjamin Turnover.,36,41
12:29,357,Foul on York Benjamin.,36,41
12:01,61,Rayshaun Hammonds made Layup. Assisted by Tyree Crump.,36,43
11:44,357,Joseph Kilgore missed Jumper.,36,43
11:44,61,Derek Ogbeide Defensive Rebound.,36,43
11:27,61,Tyree Crump made Jumper.,36,45
11:05,357,Kareem South made Three Point Jumper. Assisted by Elijah Schmidt.,39,45
10:37,61,Rayshaun Hammonds made Layup.,39,47
10:18,357,Sean Rhea missed Jumper.,39,47
10:18,357,Kareem South Offensive Rebound.,39,47
10:13,357,Kareem South made Jumper.,41,47
9:57,61,Tyree Crump missed Three Point Jumper.,41,47
9:57,61,Nicolas Claxton Offensive Rebound.,41,47
9:55,357,Foul on Elijah Schmidt.,41,47
9:55,61,Official TV Timeout,41,47
9:35,357,Foul on Sean Rhea.,41,47
9:35,61,William Jackson II missed Free Throw.,41,47
9:35,357,Sean Rhea Defensive Rebound.,41,47
9:09,357,Joseph Kilgore made Jumper.,43,47
8:55,61,Juwan Parker missed Jumper.,43,47
8:55,61,Yante Maten Offensive Rebound.,43,47
8:51,61,Rayshaun Hammonds missed Three Point Jumper.,43,47
8:51,357,Kareem South Defensive Rebound.,43,47
8:28,357,Kareem South made Jumper.,45,47
8:11,61,Rayshaun Hammonds Turnover.,45,47
8:11,61,Foul on Rayshaun Hammonds.,45,47
7:48,61,Foul on Mike Edwards.,45,47
7:48,61,Official TV Timeout,45,47
7:48,357,Sean Rhea made Free Throw.,46,47
7:48,357,Sean Rhea missed Free Throw.,46,47
7:48,61,Yante Maten Defensive Rebound.,46,47
7:27,357,Foul on Kareem South.,46,47
7:27,61,Yante Maten made Free Throw.,46,48
7:27,61,Yante Maten made Free Throw.,46,49
7:14,357,Kareem South made Three Point Jumper. Assisted by Myles Smith.,49,49
7:01,357,Foul on Myles Smith.,49,49
7:01,61,Yante Maten made Free Throw.,49,50
7:01,61,Yante Maten made Free Throw.,49,51
6:41,357,Joseph Kilgore missed Three Point Jumper.,49,51
6:41,61,William Jackson II Defensive Rebound.,49,51
6:34,61,Yante Maten missed Three Point Jumper.,49,51
6:34,61,Yante Maten Offensive Rebound.,49,51
6:17,61,Derek Ogbeide made Layup. Assisted by Rayshaun Hammonds.,49,53
5:56,357,Sean Rhea made Jumper. Assisted by Myles Smith.,51,53
5:26,61,Tyree Crump Turnover.,51,53
5:25,357,Kareem South Steal.,51,53
5:25,61,Foul on Derek Ogbeide.,51,53
5:25,61,Georgia  Timeout,51,53
5:25,357,Kareem South made Free Throw.,52,53
5:25,357,Kareem South made Free Throw.,53,53
5:11,61,Tyree Crump missed Three Point Jumper.,53,53
5:11,357,Elijah Schmidt Defensive Rebound.,53,53
4:47,357,Kareem South missed Jumper.,53,53
4:47,61,Georgia Defensive Rebound.,53,53
4:30,61,Derek Ogbeide missed Jumper.,53,53
4:30,357,Sean Rhea Block.,53,53
4:28,357,Joseph Kilgore Defensive Rebound.,53,53
4:26,357,Joseph Kilgore missed Layup.,53,53
4:26,61,Yante Maten Defensive Rebound.,53,53
4:01,357,Foul on Elijah Schmidt.,53,53
4:01,61,Yante Maten made Free Throw.,53,54
4:01,61,Yante Maten made Free Throw.,53,55
3:44,357,Kareem South Turnover.,53,55
3:43,61,Derek Ogbeide Steal.,53,55
3:39,61,Rayshaun Hammonds made Layup. Assisted by Yante Maten.,53,57
3:13,357,Sean Rhea Turnover.,53,57
3:13,61,Derek Ogbeide Steal.,53,57
3:13,61,Official TV Timeout,53,57
3:12,61,Official TV Timeout,53,57
2:58,61,Yante Maten Turnover.,53,57
2:57,357,Joseph Kilgore Steal.,53,57
2:40,357,Joseph Kilgore made Jumper.,55,57
2:25,61,Yante Maten made Jumper. Assisted by Tyree Crump.,55,59
2:05,357,Texas A&M-CC  Timeout,55,59
1:54,357,Kareem South missed Three Point Jumper.,55,59
1:54,61,Derek Ogbeide Block.,55,59
1:52,357,Kareem South Offensive Rebound.,55,59
1:48,357,Sean Rhea missed Jumper.,55,59
1:48,61,Rayshaun Hammonds Block.,55,59
1:48,61,Rayshaun Hammonds Defensive Rebound.,55,59
1:48,357,Foul on Sean Rhea.,55,59
1:48,61,Rayshaun Hammonds made Free Throw.,55,60
1:48,61,Rayshaun Hammonds missed Free Throw.,55,60
1:48,357,Elijah Schmidt Defensive Rebound.,55,60
1:30,357,Joseph Kilgore made Jumper.,57,60
1:17,357,Foul on Myles Smith.,57,60
1:17,61,Tyree Crump made Free Throw.,57,61
1:17,61,Tyree Crump made Free Throw.,57,62
1:01,357,Joseph Kilgore made Three Point Jumper.,60,62
0:40,61,Jordan Harris made Layup.,60,64
0:40,357,Foul on Joseph Kilgore.,60,64
0:40,61,Jordan Harris missed Free Throw.,60,64
0:40,357,Joseph Kilgore Defensive Rebound.,60,64
0:37,357,Texas A&M-CC  Timeout,60,64
0:26,357,Joseph Kilgore made Jumper.,62,64
0:22,61,Yante Maten Turnover.,62,64
0:22,357,Kareem South Steal.,62,64
0:13,61,Foul on Tyree Crump.,62,64
0:13,61,Georgia  Timeout,62,64
0:13,357,Myles Smith missed Free Throw.,62,64
0:13,357,Texas A&M-CC Deadball Team Rebound.,62,64
0:13,357,Myles Smith made Free Throw.,63,64
0:13,357,Foul on Joseph Kilgore.,63,64
0:13,61,Rayshaun Hammonds made Free Throw.,63,65
0:13,61,Rayshaun Hammonds made Free Throw.,63,66
0:13,61,Georgia  Timeout,63,66
0:08,357,Myles Smith made Layup.,65,66
0:07,357,Foul on Jamell Bradley.,65,66
0:07,61,Jordan Harris made Free Throw.,65,67
0:07,61,Jordan Harris made Free Throw.,65,68
0:00,357,Joseph Kilgore missed Three Point Jumper.,65,68
0:00,61,Jordan Harris Defensive Rebound.,65,68
0:00,61,End of Game,65,68
