Stony Brook,127,Michigan State,2619
7:45,127,Cassius Winston made Jumper.,28,25
7:45,2619,Foul on Jordan McKenzie.,28,25
7:45,127,Official TV Timeout,28,25
7:45,127,Cassius Winston made Free Throw.,28,26
7:24,2619,Bryan Sekunda missed Three Point Jumper.,28,26
7:24,127,Miles Bridges Block.,28,26
7:24,2619,Stony Brook Offensive Rebound.,28,26
7:18,2619,UC Iroegbu missed Three Point Jumper.,28,26
7:18,2619,Tyrell Sturdivant Offensive Rebound.,28,26
7:16,127,Foul on Gavin Schilling.,28,26
7:16,2619,Tyrell Sturdivant made Free Throw.,29,26
7:16,2619,Tyrell Sturdivant made Free Throw.,30,26
7:05,127,Gavin Schilling missed Jumper.,30,26
7:05,2619,Akwasi Yeboah Defensive Rebound.,30,26
6:48,2619,Tyrell Sturdivant missed Three Point Jumper.,30,26
6:48,127,Gavin Schilling Defensive Rebound.,30,26
6:34,2619,Foul on Tyrell Sturdivant.,30,26
6:34,127,Miles Bridges made Free Throw.,30,27
6:34,127,Miles Bridges made Free Throw.,30,28
6:21,2619,Tyrell Sturdivant Turnover.,30,28
6:10,127,Gavin Schilling made Layup. Assisted by Joshua Langford.,30,30
5:51,2619,Tyrell Sturdivant missed Three Point Jumper.,30,30
5:51,127,Gavin Schilling Defensive Rebound.,30,30
5:44,127,Miles Bridges missed Three Point Jumper.,30,30
5:44,2619,Tyrell Sturdivant Defensive Rebound.,30,30
5:27,2619,Akwasi Yeboah missed Three Point Jumper.,30,30
5:27,127,Miles Bridges Defensive Rebound.,30,30
5:15,127,Gavin Schilling Turnover.,30,30
5:15,2619,Elijah Olaniyi Steal.,30,30
5:03,2619,Akwasi Yeboah missed Dunk.,30,30
5:03,127,Gavin Schilling Block.,30,30
5:03,2619,Stony Brook Offensive Rebound.,30,30
4:53,2619,Elijah Olaniyi missed Jumper.,30,30
4:53,127,Jaren Jackson Jr. Defensive Rebound.,30,30
4:46,2619,Foul on Akwasi Yeboah.,30,30
4:46,127,Miles Bridges made Free Throw.,30,31
4:46,127,Miles Bridges made Free Throw.,30,32
4:31,2619,UC Iroegbu made Layup. Assisted by Michael Almonacy.,32,32
4:21,127,Miles Bridges missed Three Point Jumper.,32,32
4:21,2619,Akwasi Yeboah Defensive Rebound.,32,32
4:19,127,Foul on Jaren Jackson Jr..,32,32
4:19,2619,Akwasi Yeboah made Free Throw.,33,32
4:19,2619,Akwasi Yeboah missed Free Throw.,33,32
4:19,127,Miles Bridges Defensive Rebound.,33,32
4:08,127,Nick Ward missed Jumper.,33,32
4:08,2619,Akwasi Yeboah Defensive Rebound.,33,32
3:55,2619,Michael Almonacy Turnover.,33,32
3:55,127,Official TV Timeout,33,32
3:33,2619,Foul on Michael Almonacy.,33,32
3:33,127,Matt McQuaid made Free Throw.,33,33
3:33,127,Matt McQuaid made Free Throw.,33,34
3:26,2619,Akwasi Yeboah missed Jumper.,33,34
3:26,127,Nick Ward Defensive Rebound.,33,34
3:18,127,Cassius Winston made Three Point Jumper. Assisted by Nick Ward.,33,37
3:13,2619,Stony Brook  Timeout,33,37
3:01,127,Foul on Ben Carter.,33,37
3:01,2619,Jakub Petras made Free Throw.,34,37
3:01,2619,Jakub Petras missed Free Throw.,34,37
3:01,127,Xavier Tillman Defensive Rebound.,34,37
2:55,127,Cassius Winston made Three Point Jumper.,34,40
2:55,2619,Elijah Olaniyi missed Layup.,34,40
2:55,127,Xavier Tillman Block.,34,40
2:55,2619,Jordan McKenzie Offensive Rebound.,34,40
2:55,2619,Jordan McKenzie missed Jumper.,34,40
2:55,127,Xavier Tillman Block.,34,40
2:55,127,Matt McQuaid Defensive Rebound.,34,40
2:22,127,Foul on Xavier Tillman.,34,40
2:22,127,Xavier Tillman Turnover.,34,40
2:08,2619,Jakub Petras made Layup. Assisted by Tyrell Sturdivant.,36,40
1:58,127,Foul on Miles Bridges.,36,40
1:58,127,Miles Bridges Turnover.,36,40
1:45,2619,Jakub Petras missed Jumper.,36,40
1:45,127,Nick Ward Block.,36,40
1:45,127,Nick Ward Defensive Rebound.,36,40
1:35,127,Cassius Winston Turnover.,36,40
1:35,2619,Tyrell Sturdivant Steal.,36,40
1:31,2619,Elijah Olaniyi made Layup.,38,40
1:18,127,Michigan State  Timeout,38,40
1:10,127,Cassius Winston made Layup.,38,42
0:45,2619,Elijah Olaniyi missed Layup.,38,42
0:45,127,Joshua Langford Defensive Rebound.,38,42
0:37,127,Joshua Langford Turnover.,38,42
0:27,2619,Tyrell Sturdivant Turnover.,38,42
0:05,127,Nick Ward made Jumper. Assisted by Cassius Winston.,38,44
0:00,127,End of 1st half,38,44
20:00,2619,Jump Ball won by Stony Brook,38,44
19:49,127,Foul on Cassius Winston.,38,44
19:35,2619,Jordan McKenzie missed Jumper.,38,44
19:35,127,Nick Ward Defensive Rebound.,38,44
19:15,127,Joshua Langford made Layup.,38,46
18:59,2619,Tyrell Sturdivant missed Jumper.,38,46
18:59,127,Xavier Tillman Block.,38,46
18:59,127,Xavier Tillman Defensive Rebound.,38,46
18:51,127,Joshua Langford missed Three Point Jumper.,38,46
18:51,127,Miles Bridges Offensive Rebound.,38,46
18:32,127,Miles Bridges made Layup. Assisted by Xavier Tillman.,38,48
18:28,2619,Stony Brook  Timeout,38,48
18:28,127,Official TV Timeout,38,48
18:11,2619,Akwasi Yeboah Turnover.,38,48
17:55,127,Miles Bridges missed Jumper.,38,48
17:55,2619,Stony Brook Defensive Rebound.,38,48
17:41,2619,Akwasi Yeboah made Three Point Jumper. Assisted by Tyrell Sturdivant.,41,48
17:13,2619,Foul on Junior Saintel.,41,48
17:13,127,Nick Ward made Free Throw.,41,49
17:13,127,Nick Ward made Free Throw.,41,50
16:58,2619,Jordan McKenzie made Three Point Jumper.,44,50
16:49,127,Joshua Langford made Layup. Assisted by Cassius Winston.,44,52
16:31,2619,Jordan McKenzie missed Three Point Jumper.,44,52
16:31,127,Michigan State Defensive Rebound.,44,52
16:19,127,Nick Ward Turnover.,44,52
16:19,2619,Akwasi Yeboah Steal.,44,52
16:12,2619,Akwasi Yeboah Turnover.,44,52
15:54,2619,Foul on Akwasi Yeboah.,44,52
15:54,127,Official TV Timeout,44,52
15:54,127,Xavier Tillman missed Free Throw.,44,52
15:54,127,Michigan State Deadball Team Rebound.,44,52
15:54,127,Xavier Tillman made Free Throw.,44,53
15:46,127,Foul on Jaren Jackson Jr..,44,53
15:39,2619,Tyrell Sturdivant missed Jumper.,44,53
15:39,127,Jaren Jackson Jr. Defensive Rebound.,44,53
15:20,127,Miles Bridges made Dunk. Assisted by Lourawls Nairn Jr..,44,55
14:57,2619,Jordan McKenzie missed Jumper.,44,55
14:57,127,Matt McQuaid Defensive Rebound.,44,55
14:38,2619,Foul on Akwasi Yeboah.,44,55
14:38,127,Miles Bridges made Free Throw.,44,56
14:38,127,Miles Bridges made Free Throw.,44,57
14:14,127,Foul on Joshua Langford.,44,57
14:14,2619,Elijah Olaniyi missed Free Throw.,44,57
14:14,2619,Stony Brook Deadball Team Rebound.,44,57
14:14,2619,Elijah Olaniyi made Free Throw.,45,57
14:04,127,Joshua Langford made Jumper. Assisted by Gavin Schilling.,45,59
13:50,2619,Elijah Olaniyi made Three Point Jumper.,48,59
13:37,127,Joshua Langford missed Three Point Jumper.,48,59
13:37,2619,Elijah Olaniyi Defensive Rebound.,48,59
13:25,2619,Elijah Olaniyi missed Three Point Jumper.,48,59
13:25,127,Matt McQuaid Defensive Rebound.,48,59
13:05,127,Foul on Gavin Schilling.,48,59
13:05,127,Gavin Schilling Turnover.,48,59
12:53,2619,Jakub Petras made Layup. Assisted by Bryan Sekunda.,50,59
12:37,2619,Foul on Michael Almonacy.,50,59
12:25,127,Nick Ward missed Jumper.,50,59
12:25,127,Joshua Langford Offensive Rebound.,50,59
12:17,127,Miles Bridges made Three Point Jumper. Assisted by Joshua Langford.,50,62
11:49,2619,UC Iroegbu made Three Point Jumper. Assisted by Michael Almonacy.,53,62
11:39,2619,Foul on Jakub Petras.,53,62
11:39,127,Official TV Timeout,53,62
11:39,127,Matt McQuaid made Free Throw.,53,63
11:39,127,Matt McQuaid made Free Throw.,53,64
11:39,127,Matt McQuaid missed Free Throw.,53,64
11:39,127,Nick Ward Offensive Rebound.,53,64
11:36,127,Nick Ward made Dunk. Assisted by Cassius Winston.,53,66
11:20,2619,Bryan Sekunda missed Jumper.,53,66
11:20,127,Miles Bridges Defensive Rebound.,53,66
11:13,127,Nick Ward made Dunk. Assisted by Cassius Winston.,53,68
11:11,2619,Stony Brook  Timeout,53,68
10:57,2619,Bryan Sekunda Turnover.,53,68
10:57,127,Cassius Winston Steal.,53,68
10:49,127,Cassius Winston missed Layup.,53,68
10:49,2619,Anthony Ochefu Defensive Rebound.,53,68
10:49,2619,UC Iroegbu Block.,53,68
10:33,2619,UC Iroegbu missed Three Point Jumper.,53,68
10:33,127,Miles Bridges Defensive Rebound.,53,68
10:19,2619,Foul on Anthony Ochefu.,53,68
10:05,127,Miles Bridges made Three Point Jumper. Assisted by Cassius Winston.,53,71
9:39,2619,Michael Almonacy missed Three Point Jumper.,53,71
9:39,127,Nick Ward Defensive Rebound.,53,71
9:08,127,Lourawls Nairn Jr. missed Three Point Jumper.,53,71
9:08,2619,Michael Almonacy Defensive Rebound.,53,71
8:58,2619,Akwasi Yeboah made Three Point Jumper.,56,71
8:32,2619,Foul on Michael Almonacy.,56,71
8:32,127,Nick Ward made Free Throw.,56,72
8:32,127,Nick Ward made Free Throw.,56,73
8:21,2619,Akwasi Yeboah made Layup. Assisted by Tyrell Sturdivant.,58,73
8:07,2619,Foul on Akwasi Yeboah.,58,73
8:07,127,Xavier Tillman made Free Throw.,58,74
8:07,127,Xavier Tillman made Free Throw.,58,75
7:52,127,Foul on Jaren Jackson Jr..,58,75
7:52,127,Official TV Timeout,58,75
7:52,2619,Akwasi Yeboah missed Free Throw.,58,75
7:52,2619,Stony Brook Deadball Team Rebound.,58,75
7:52,2619,Akwasi Yeboah missed Free Throw.,58,75
7:52,127,Xavier Tillman Defensive Rebound.,58,75
7:28,127,Joshua Langford missed Jumper.,58,75
7:28,127,Ben Carter Offensive Rebound.,58,75
7:28,127,Ben Carter made Two Point Tip Shot.,58,77
7:04,127,Foul on Ben Carter.,58,77
6:54,2619,Tyrell Sturdivant missed Jumper.,58,77
6:54,127,Lourawls Nairn Jr. Defensive Rebound.,58,77
6:37,127,Xavier Tillman made Layup. Assisted by Joshua Langford.,58,79
6:09,2619,Akwasi Yeboah missed Three Point Jumper.,58,79
6:09,127,Xavier Tillman Defensive Rebound.,58,79
5:51,127,Ben Carter Turnover.,58,79
5:51,2619,Akwasi Yeboah Steal.,58,79
5:45,2619,Junior Saintel made Layup.,60,79
5:24,127,Foul on Xavier Tillman.,60,79
5:24,127,Xavier Tillman Turnover.,60,79
5:12,127,Foul on Nick Ward.,60,79
5:12,2619,Akwasi Yeboah made Free Throw.,61,79
5:12,2619,Akwasi Yeboah made Free Throw.,62,79
5:12,2619,Akwasi Yeboah made Free Throw.,63,79
5:07,2619,Foul on Jordan McKenzie.,63,79
5:07,127,Nick Ward made Free Throw.,63,80
5:07,127,Nick Ward made Free Throw.,63,81
4:53,2619,Akwasi Yeboah Turnover.,63,81
4:46,127,Joshua Langford Turnover.,63,81
4:46,2619,Akwasi Yeboah Steal.,63,81
4:38,2619,Akwasi Yeboah missed Three Point Jumper.,63,81
4:38,127,Cassius Winston Defensive Rebound.,63,81
4:31,127,Cassius Winston missed Layup.,63,81
4:31,127,Nick Ward Offensive Rebound.,63,81
4:31,127,Nick Ward made Two Point Tip Shot.,63,83
4:31,2619,Foul on Akwasi Yeboah.,63,83
4:31,127,Nick Ward missed Free Throw.,63,83
4:31,2619,Stony Brook Defensive Rebound.,63,83
4:20,2619,Anthony Ochefu made Dunk. Assisted by Bryan Sekunda.,65,83
4:13,127,Michigan State  Timeout,65,83
4:13,127,Official TV Timeout,65,83
4:06,127,Foul on Cassius Winston.,65,83
4:06,127,Cassius Winston Turnover.,65,83
3:54,2619,Elijah Olaniyi Turnover.,65,83
3:46,127,Xavier Tillman made Layup. Assisted by Joshua Langford.,65,85
3:27,2619,Jordan McKenzie Turnover.,65,85
3:27,127,Cassius Winston Steal.,65,85
3:22,127,Joshua Langford missed Jumper.,65,85
3:22,127,Xavier Tillman Offensive Rebound.,65,85
3:22,127,Xavier Tillman made Two Point Tip Shot.,65,87
3:02,127,Jump Ball won by Michigan State,65,87
3:02,2619,Elijah Olaniyi Turnover.,65,87
3:02,127,Cassius Winston Steal.,65,87
2:38,127,Matt McQuaid missed Jumper.,65,87
2:38,2619,Michael Almonacy Defensive Rebound.,65,87
2:27,2619,Michael Almonacy Turnover.,65,87
2:27,127,Joshua Langford Steal.,65,87
2:03,127,Joshua Langford made Jumper. Assisted by Lourawls Nairn Jr..,65,89
1:39,2619,Bryan Sekunda made Three Point Jumper. Assisted by Michael Almonacy.,68,89
1:26,127,Michigan State  Timeout,68,89
1:11,127,Nick Ward made Jumper.,68,91
0:50,2619,Corry Long made Three Point Jumper. Assisted by Bryan Sekunda.,71,91
0:48,2619,Stony Brook  Timeout,71,91
0:37,127,Matt McQuaid made Dunk.,71,93
0:20,2619,Anthony Ochefu missed Jumper.,71,93
0:20,127,Gavin Schilling Defensive Rebound.,71,93
0:00,127,End of Game,71,93
