Sacred Heart,311,Maine,2529
11:23,2529,Kinnon LaRose Turnover.,15,17
11:04,311,Dennis Ashley missed Three Point Jumper.,15,17
11:04,2529,Sean Hoehn Defensive Rebound.,15,17
10:57,2529,Zach Radz made Three Point Jumper. Assisted by Sean Hoehn.,18,17
10:34,311,Foul on Miks Antoms.,18,17
10:34,311,Miks Antoms Turnover.,18,17
10:21,2529,Zach Radz made Three Point Jumper. Assisted by Sean Hoehn.,21,17
9:53,311,Celio Araujo Turnover.,21,17
9:51,2529,Kinnon LaRose Steal.,21,17
9:47,2529,Chris Robinson made Layup.,23,17
9:47,311,Maine  Timeout,23,17
9:20,311,Ilker Er made Jumper.,23,19
9:14,2529,Zach Radz missed Three Point Jumper.,23,19
9:14,2529,Kinnon LaRose Offensive Rebound.,23,19
9:06,2529,Sean Hoehn Turnover.,23,19
9:00,311,Aaron Calixte missed Layup.,23,19
9:00,2529,E.J. Anosike Defensive Rebound.,23,19
8:50,2529,E.J. Anosike missed Three Point Jumper.,23,19
8:50,311,Ilker Er Defensive Rebound.,23,19
8:29,311,Dusan Majstorovic missed Layup.,23,19
8:29,2529,E.J. Anosike Defensive Rebound.,23,19
8:16,2529,Sean Hoehn missed Three Point Jumper.,23,19
8:16,311,Ilker Er Defensive Rebound.,23,19
7:55,311,Ilker Er made Three Point Jumper. Assisted by Miks Antoms.,23,22
7:37,2529,Chris Robinson missed Three Point Jumper.,23,22
7:37,311,Aaron Calixte Defensive Rebound.,23,22
7:29,311,Dusan Majstorovic missed Three Point Jumper.,23,22
7:29,2529,Zach Radz Defensive Rebound.,23,22
7:15,311,Foul on Miks Antoms.,23,22
7:15,311,Official TV Timeout,23,22
6:55,2529,Kinnon LaRose missed Three Point Jumper.,23,22
6:55,311,Trae Bryant Defensive Rebound.,23,22
6:38,2529,Foul on Mario Matasovic.,23,22
6:38,311,Trae Bryant made Free Throw.,23,23
6:38,311,Trae Bryant made Free Throw.,23,24
6:15,2529,Alex Watson made Three Point Jumper.,26,24
6:04,311,Aaron Calixte made Jumper.,26,26
5:49,2529,Zach Radz missed Layup.,26,26
5:49,311,Ilija Stojiljkovic Defensive Rebound.,26,26
5:43,2529,Foul on Mario Matasovic.,26,26
5:43,311,Trae Bryant made Free Throw.,26,27
5:43,311,Trae Bryant made Free Throw.,26,28
5:25,2529,Kinnon LaRose made Three Point Jumper. Assisted by Sean Hoehn.,29,28
5:07,2529,Foul on Alex Watson.,29,28
5:07,311,Ilker Er made Free Throw.,29,29
5:07,311,Ilker Er missed Free Throw.,29,29
5:07,2529,E.J. Anosike Defensive Rebound.,29,29
4:59,311,Foul on Duncan Douglas.,29,29
4:49,2529,Sean Hoehn missed Jumper.,29,29
4:49,311,Ilija Stojiljkovic Defensive Rebound.,29,29
4:45,2529,Foul on Sean Hoehn.,29,29
4:45,311,Ilija Stojiljkovic made Free Throw.,29,30
4:45,311,Ilija Stojiljkovic missed Free Throw.,29,30
4:45,2529,E.J. Anosike Defensive Rebound.,29,30
4:39,2529,Alex Watson missed Three Point Jumper.,29,30
4:39,311,Ilker Er Defensive Rebound.,29,30
4:24,311,Aaron Calixte made Three Point Jumper. Assisted by Trae Bryant.,29,33
3:49,2529,Alex Watson made Jumper.,31,33
3:34,311,Ilker Er missed Three Point Jumper.,31,33
3:34,311,Danny Evans Offensive Rebound.,31,33
3:20,311,Ilker Er missed Layup.,31,33
3:20,2529,Kinnon LaRose Block.,31,33
3:17,2529,Charles Tucker Jr. Defensive Rebound.,31,33
3:14,2529,Alex Watson missed Three Point Jumper.,31,33
3:14,311,Ilija Stojiljkovic Defensive Rebound.,31,33
2:46,311,Aaron Calixte missed Layup.,31,33
2:46,2529,Kinnon LaRose Block.,31,33
2:44,2529,Charles Tucker Jr. Defensive Rebound.,31,33
2:39,2529,Kinnon LaRose missed Three Point Jumper.,31,33
2:39,311,Aaron Calixte Defensive Rebound.,31,33
2:30,311,Danny Evans missed Three Point Jumper.,31,33
2:30,311,Ilker Er Offensive Rebound.,31,33
2:20,2529,Foul on Zach Radz.,31,33
2:20,311,Official TV Timeout,31,33
2:20,311,Ilker Er made Free Throw.,31,34
2:20,311,Ilker Er made Free Throw.,31,35
2:01,2529,Charles Tucker Jr. missed Jumper.,31,35
2:01,2529,E.J. Anosike Offensive Rebound.,31,35
1:59,2529,E.J. Anosike made Layup.,33,35
1:45,311,Ilker Er missed Layup.,33,35
1:45,2529,Kinnon LaRose Block.,33,35
1:42,2529,E.J. Anosike Defensive Rebound.,33,35
1:37,2529,Chris Robinson missed Three Point Jumper.,33,35
1:37,2529,Charles Tucker Jr. Offensive Rebound.,33,35
1:15,2529,Charles Tucker Jr. missed Three Point Jumper.,33,35
1:15,2529,E.J. Anosike Offensive Rebound.,33,35
0:53,2529,Zach Radz missed Jumper.,33,35
0:53,2529,E.J. Anosike Offensive Rebound.,33,35
0:49,2529,E.J. Anosike missed Layup.,33,35
0:49,2529,E.J. Anosike Offensive Rebound.,33,35
0:47,311,Foul on Ilija Stojiljkovic.,33,35
0:47,2529,E.J. Anosike made Free Throw.,34,35
0:47,2529,E.J. Anosike made Free Throw.,35,35
0:39,311,Trae Bryant Turnover.,35,35
0:39,2529,Sacred Heart  Timeout,35,35
0:32,2529,Foul on E.J. Anosike.,35,35
0:32,2529,E.J. Anosike Turnover.,35,35
0:09,311,Trae Bryant Turnover.,35,35
0:01,2529,E.J. Anosike missed Layup.,35,35
0:00,2529,Sacred Heart Deadball Team Rebound.,35,35
0:00,311,End of 1st half,35,35
19:47,2529,Sean Hoehn missed Three Point Jumper.,35,35
19:47,311,Ilker Er Defensive Rebound.,35,35
19:23,311,Aaron Calixte made Jumper.,35,37
19:14,2529,Mario Matasovic made Layup. Assisted by Charles Tucker Jr..,37,37
18:42,311,Trae Bryant missed Jumper.,37,37
18:42,2529,Joseph Lopez Defensive Rebound.,37,37
18:15,2529,Sean Hoehn missed Jumper.,37,37
18:15,311,Ilker Er Defensive Rebound.,37,37
18:09,311,Danny Evans missed Three Point Jumper.,37,37
18:09,2529,Charles Tucker Jr. Defensive Rebound.,37,37
17:51,2529,Charles Tucker Jr. Turnover.,37,37
17:50,311,Ilija Stojiljkovic Steal.,37,37
17:44,311,Ilija Stojiljkovic made Layup.,37,39
17:33,2529,Charles Tucker Jr. made Three Point Jumper. Assisted by Mario Matasovic.,40,39
17:02,311,Ilija Stojiljkovic made Layup. Assisted by Aaron Calixte.,40,41
16:43,2529,Joseph Lopez missed Jumper.,40,41
16:43,311,Danny Evans Defensive Rebound.,40,41
16:25,2529,Foul on Sean Hoehn.,40,41
16:25,311,Aaron Calixte missed Free Throw.,40,41
16:25,311,Maine Deadball Team Rebound.,40,41
16:25,311,Aaron Calixte made Free Throw.,40,42
16:11,311,Foul on Danny Evans.,40,42
16:11,2529,Sean Hoehn missed Free Throw.,40,42
16:11,2529,Sacred Heart Deadball Team Rebound.,40,42
16:11,2529,Sean Hoehn missed Free Throw.,40,42
16:11,311,Ilker Er Defensive Rebound.,40,42
15:48,311,Ilker Er Turnover.,40,42
15:48,2529,Charles Tucker Jr. Steal.,40,42
15:45,2529,Foul on Mario Matasovic.,40,42
15:45,2529,Mario Matasovic Turnover.,40,42
15:45,311,Official TV Timeout,40,42
15:44,311,Official TV Timeout,40,42
15:33,311,Aaron Calixte missed Three Point Jumper.,40,42
15:33,2529,Joseph Lopez Defensive Rebound.,40,42
15:09,2529,Joseph Lopez missed Jumper.,40,42
15:09,311,Ilker Er Defensive Rebound.,40,42
15:02,311,Ilker Er missed Three Point Jumper.,40,42
15:02,2529,Alex Watson Defensive Rebound.,40,42
14:57,2529,Alex Watson Turnover.,40,42
14:51,311,Ilker Er missed Layup.,40,42
14:51,2529,Joseph Lopez Defensive Rebound.,40,42
14:24,2529,Alex Watson missed Three Point Jumper.,40,42
14:24,311,Aaron Calixte Block.,40,42
14:22,2529,Sacred Heart Offensive Rebound.,40,42
14:20,2529,E.J. Anosike missed Three Point Jumper.,40,42
14:20,2529,Sacred Heart Deadball Team Rebound.,40,42
14:19,2529,Sacred Heart  Turnover.,40,42
13:56,311,Aaron Calixte missed Layup.,40,42
13:56,2529,Joseph Lopez Defensive Rebound.,40,42
13:35,2529,Zach Radz missed Layup.,40,42
13:35,311,Andrew Fleming Defensive Rebound.,40,42
13:28,311,Dusan Majstorovic Turnover.,40,42
13:27,2529,Alex Watson Steal.,40,42
13:24,2529,Zach Radz made Layup.,42,42
13:08,311,Andrew Fleming made Layup.,42,44
12:57,2529,Joseph Lopez missed Three Point Jumper.,42,44
12:57,2529,E.J. Anosike Offensive Rebound.,42,44
12:43,311,Foul on Ilker Er.,42,44
12:43,2529,E.J. Anosike missed Free Throw.,42,44
12:43,2529,Sacred Heart Deadball Team Rebound.,42,44
12:43,2529,E.J. Anosike missed Free Throw.,42,44
12:43,311,Miks Antoms Defensive Rebound.,42,44
12:13,311,Dennis Ashley missed Jumper.,42,44
12:13,311,Dennis Ashley Offensive Rebound.,42,44
12:07,311,Dennis Ashley missed Three Point Jumper.,42,44
12:07,2529,Sacred Heart Defensive Rebound.,42,44
12:07,311,Foul on Miks Antoms.,42,44
11:55,311,Official TV Timeout,42,44
11:48,2529,Mario Matasovic Turnover.,42,44
11:31,311,Andrew Fleming missed Jumper.,42,44
11:31,2529,Kinnon LaRose Defensive Rebound.,42,44
11:07,2529,Sean Hoehn missed Three Point Jumper.,42,44
11:07,311,Miks Antoms Defensive Rebound.,42,44
10:52,311,Miks Antoms missed Jumper.,42,44
10:52,2529,E.J. Anosike Defensive Rebound.,42,44
10:29,2529,Kinnon LaRose missed Three Point Jumper.,42,44
10:29,311,Ilija Stojiljkovic Defensive Rebound.,42,44
10:01,2529,Foul on Mario Matasovic.,42,44
9:42,311,Dusan Majstorovic missed Three Point Jumper.,42,44
9:42,311,Ilija Stojiljkovic Offensive Rebound.,42,44
9:40,2529,Foul on E.J. Anosike.,42,44
9:40,311,Miks Antoms missed Free Throw.,42,44
9:40,311,Maine Deadball Team Rebound.,42,44
9:40,311,Miks Antoms missed Free Throw.,42,44
9:40,2529,Joseph Lopez Defensive Rebound.,42,44
9:40,2529,Joseph Lopez Turnover.,42,44
9:30,311,Ilker Er missed Three Point Jumper.,42,44
9:30,2529,E.J. Anosike Defensive Rebound.,42,44
9:02,311,Foul on Ilker Er.,42,44
8:56,2529,Alex Watson made Layup.,44,44
8:36,311,Ilker Er missed Layup.,44,44
8:36,2529,Sean Hoehn Defensive Rebound.,44,44
8:31,2529,Sean Hoehn missed Layup.,44,44
8:31,311,Duncan Douglas Defensive Rebound.,44,44
8:26,311,Aaron Calixte made Layup. Assisted by Trae Bryant.,44,46
8:09,2529,Alex Watson missed Layup.,44,46
8:09,311,Ilker Er Defensive Rebound.,44,46
8:00,311,Trae Bryant missed Three Point Jumper.,44,46
8:00,2529,Joseph Lopez Defensive Rebound.,44,46
7:44,2529,Alex Watson made Three Point Jumper. Assisted by Kinnon LaRose.,47,46
7:40,2529,Sacred Heart  Timeout,47,46
7:40,311,Official TV Timeout,47,46
7:26,311,Official TV Timeout,47,46
7:25,311,Official TV Timeout,47,47
7:25,2529,Foul on Alex Watson.,47,46
7:25,311,Ilker Er made Free Throw.,47,47
7:25,311,Official TV Timeout,47,47
7:25,311,Ilker Er made Free Throw.,47,48
7:00,2529,Charles Tucker Jr. made Three Point Jumper. Assisted by E.J. Anosike.,50,48
6:31,311,Ilija Stojiljkovic missed Three Point Jumper.,50,48
6:31,2529,E.J. Anosike Defensive Rebound.,50,48
6:13,2529,Joseph Lopez missed Jumper.,50,48
6:13,311,Andrew Fleming Defensive Rebound.,50,48
6:06,311,Ilker Er missed Three Point Jumper.,50,48
6:06,2529,Sacred Heart Defensive Rebound.,50,48
5:44,2529,Charles Tucker Jr. Turnover.,50,48
5:24,311,Andrew Fleming made Layup. Assisted by Aaron Calixte.,50,50
5:23,2529,Foul on Kinnon LaRose.,50,50
5:23,311,Andrew Fleming made Free Throw.,50,51
4:56,2529,Joseph Lopez missed Layup.,50,51
4:56,2529,Joseph Lopez Offensive Rebound.,50,51
4:52,2529,Joseph Lopez missed Layup.,50,51
4:52,311,Andrew Fleming Defensive Rebound.,50,51
4:51,2529,Foul on E.J. Anosike.,50,51
4:51,311,Andrew Fleming made Free Throw.,50,52
4:51,311,Andrew Fleming made Free Throw.,50,53
4:33,2529,Charles Tucker Jr. Turnover.,50,53
4:33,2529,Foul on Charles Tucker Jr..,50,53
4:18,311,Ilker Er made Layup.,50,55
3:47,2529,Zach Radz missed Three Point Jumper.,50,55
3:47,2529,Mario Matasovic Offensive Rebound.,50,55
3:35,2529,Mario Matasovic made Layup. Assisted by Sean Hoehn.,52,55
3:35,311,Foul on Aaron Calixte.,52,55
3:35,311,Official TV Timeout,52,55
3:35,2529,Mario Matasovic made Free Throw.,53,55
3:12,311,Aaron Calixte missed Three Point Jumper.,53,55
3:12,311,Andrew Fleming Offensive Rebound.,53,55
3:07,311,Andrew Fleming missed Two Point Tip Shot.,53,55
3:07,2529,E.J. Anosike Defensive Rebound.,53,55
2:38,2529,Mario Matasovic Turnover.,53,55
2:24,311,Andrew Fleming made Layup.,53,57
2:07,2529,Sean Hoehn missed Layup.,53,57
2:07,311,Maine Defensive Rebound.,53,57
1:34,311,Maine  Turnover.,53,57
1:16,311,Foul on Ilija Stojiljkovic.,53,57
1:16,2529,Zach Radz made Free Throw.,54,57
1:16,311,Maine  Timeout,54,57
1:16,2529,Zach Radz made Free Throw.,55,57
1:10,311,Aaron Calixte made Layup.,55,59
0:57,311,Foul on Aaron Calixte.,55,59
0:57,2529,Mario Matasovic made Free Throw.,56,59
0:57,2529,Mario Matasovic made Free Throw.,57,59
0:31,2529,Foul on Mario Matasovic.,57,59
0:31,311,Aaron Calixte missed Free Throw.,57,59
0:31,2529,E.J. Anosike Defensive Rebound.,57,59
0:16,2529,Zach Radz Turnover.,57,59
0:16,2529,Foul on Alex Watson.,57,59
0:16,311,Celio Araujo missed Free Throw.,57,59
0:16,311,Maine Deadball Team Rebound.,57,59
0:16,311,Celio Araujo missed Free Throw.,57,59
0:16,2529,Zach Radz Defensive Rebound.,57,59
0:15,2529,Sacred Heart  Timeout,57,59
0:07,2529,Joseph Lopez made Layup.,59,59
0:01,311,Aaron Calixte Turnover.,59,59
0:01,2529,Alex Watson Steal.,59,59
0:00,311,End of 2nd half,59,59
4:53,2529,Sean Hoehn made Layup.,61,59
4:34,311,Andrew Fleming missed Layup.,61,59
4:34,311,Maine Offensive Rebound.,61,59
4:19,311,Ilker Er made Three Point Jumper. Assisted by Trae Bryant.,61,62
3:57,2529,Sean Hoehn missed Three Point Jumper.,61,62
3:57,311,Ilija Stojiljkovic Defensive Rebound.,61,62
3:49,311,Aaron Calixte Turnover.,61,62
3:48,2529,Sean Hoehn Steal.,61,62
3:30,2529,Joseph Lopez made Layup.,63,62
3:13,311,Aaron Calixte made Jumper.,63,64
3:01,2529,Joseph Lopez missed Layup.,63,64
3:01,2529,E.J. Anosike Offensive Rebound.,63,64
2:52,2529,E.J. Anosike made Two Point Tip Shot.,65,64
2:40,311,Maine  Timeout,65,64
2:38,311,Ilker Er Turnover.,65,64
2:17,2529,E.J. Anosike missed Jumper.,65,64
2:17,311,Ilija Stojiljkovic Defensive Rebound.,65,64
1:46,311,Ilker Er missed Three Point Jumper.,65,64
1:46,311,Maine Deadball Team Rebound.,65,64
1:45,311,Maine  Turnover.,65,64
1:29,2529,Joseph Lopez made Layup.,67,64
1:24,311,Maine  Timeout,67,64
1:00,311,Aaron Calixte missed Three Point Jumper.,67,64
1:00,2529,E.J. Anosike Defensive Rebound.,67,64
0:57,2529,E.J. Anosike Turnover.,67,64
0:49,311,Andrew Fleming Turnover.,67,64
0:43,2529,Sacred Heart  Timeout,67,64
0:24,2529,Alex Watson Turnover.,67,64
0:23,311,Aaron Calixte Steal.,67,64
0:21,311,Ilker Er missed Three Point Jumper.,67,64
0:21,311,Ilija Stojiljkovic Offensive Rebound.,67,64
0:16,311,Ilija Stojiljkovic made Layup.,67,66
0:15,311,Foul on Aaron Calixte.,67,66
0:15,2529,Sean Hoehn made Free Throw.,68,66
0:15,311,Maine  Timeout,68,66
0:15,2529,Sean Hoehn made Free Throw.,69,66
0:08,2529,Foul on Joseph Lopez.,69,66
0:08,311,Aaron Calixte made Free Throw.,69,67
0:08,311,Aaron Calixte made Free Throw.,69,68
0:07,311,Foul on Andrew Fleming.,69,68
0:07,2529,Joseph Lopez missed Free Throw.,69,68
0:07,311,Ilija Stojiljkovic Defensive Rebound.,69,68
0:01,311,Trae Bryant missed Three Point Jumper.,69,68
0:01,2529,Sean Hoehn Block.,69,68
0:00,311,Maine Deadball Team Rebound.,69,68
0:00,311,End of Game,69,68
