Colorado State,52,Florida State,36
6:00,52,Braian Angola made Jumper.,24,32
5:35,36,Lorenzo Jenkins made Three Point Jumper. Assisted by Prentiss Nixon.,27,32
5:17,52,M.J. Walker missed Three Point Jumper.,27,32
5:17,36,J.D. Paige Defensive Rebound.,27,32
5:11,36,Che Bob made Jumper. Assisted by J.D. Paige.,29,32
5:02,52,Florida State  Timeout,29,32
4:43,52,Braian Angola made Jumper.,29,34
4:29,36,Lorenzo Jenkins missed Three Point Jumper.,29,34
4:29,52,M.J. Walker Defensive Rebound.,29,34
4:23,36,Foul on J.D. Paige.,29,34
4:17,52,M.J. Walker made Three Point Jumper. Assisted by Trent Forrest.,29,37
4:06,36,J.D. Paige Turnover.,29,37
4:04,52,Trent Forrest Steal.,29,37
4:02,52,Terance Mann made Dunk. Assisted by Trent Forrest.,29,39
3:44,36,Prentiss Nixon missed Three Point Jumper.,29,39
3:44,52,Braian Angola Defensive Rebound.,29,39
3:35,52,Phil Cofer missed Layup.,29,39
3:35,36,Che Bob Defensive Rebound.,29,39
3:11,36,Raquan Mitchell missed Three Point Jumper.,29,39
3:11,52,Terance Mann Defensive Rebound.,29,39
3:01,52,Phil Cofer missed Layup.,29,39
3:01,36,Che Bob Block.,29,39
2:59,36,Raquan Mitchell Defensive Rebound.,29,39
2:52,36,Che Bob made Layup. Assisted by J.D. Paige.,31,39
2:52,52,Foul on Trent Forrest.,31,39
2:52,52,Official TV Timeout,31,39
2:52,36,Che Bob made Free Throw.,32,39
2:39,36,Foul on Anthony Bonner.,32,39
2:39,52,Braian Angola made Free Throw.,32,40
2:39,52,Braian Angola missed Free Throw.,32,40
2:39,36,Prentiss Nixon Defensive Rebound.,32,40
2:16,36,Foul on Prentiss Nixon.,32,40
2:16,36,Prentiss Nixon Turnover.,32,40
2:02,36,Foul on Robbie Berwick.,32,40
2:02,52,M.J. Walker made Free Throw.,32,41
2:02,52,M.J. Walker made Free Throw.,32,42
1:40,36,Robbie Berwick missed Three Point Jumper.,32,42
1:40,52,Phil Cofer Defensive Rebound.,32,42
1:26,52,Foul on Terance Mann.,32,42
1:26,52,Terance Mann Turnover.,32,42
1:17,36,Raquan Mitchell Turnover.,32,42
1:17,36,Foul on Raquan Mitchell.,32,42
1:04,52,Terance Mann made Layup. Assisted by Braian Angola.,32,44
0:48,36,Che Bob made Layup. Assisted by Anthony Bonner.,34,44
0:29,52,Phil Cofer made Dunk. Assisted by Terance Mann.,34,46
0:10,36,Anthony Bonner made Jumper.,36,46
0:01,36,Foul on J.D. Paige.,36,46
0:01,52,Terance Mann missed Free Throw.,36,46
0:01,52,Florida State Deadball Team Rebound.,36,46
0:01,52,Terance Mann missed Free Throw.,36,46
0:01,52,Florida State Deadball Team Rebound.,36,46
0:01,52,Terance Mann made Free Throw.,36,47
0:00,52,End of 1st half,36,47
19:39,36,Che Bob made Jumper.,38,47
19:20,52,Terance Mann missed Jumper.,38,47
19:20,36,Colorado State Defensive Rebound.,38,47
19:01,36,Prentiss Nixon made Three Point Jumper. Assisted by Nico Carvacho.,41,47
18:37,52,Phil Cofer missed Jumper.,41,47
18:37,36,Che Bob Defensive Rebound.,41,47
18:21,36,Prentiss Nixon made Three Point Jumper. Assisted by Nico Carvacho.,44,47
18:08,52,CJ Walker missed Three Point Jumper.,44,47
18:08,52,Phil Cofer Offensive Rebound.,44,47
18:06,36,Foul on Nico Carvacho.,44,47
18:01,52,Braian Angola missed Three Point Jumper.,44,47
18:01,36,Che Bob Defensive Rebound.,44,47
17:51,36,Che Bob Turnover.,44,47
17:31,52,Braian Angola Turnover.,44,47
17:31,52,Florida State  Timeout,44,47
17:31,52,Official TV Timeout,44,47
17:21,36,Nico Carvacho missed Layup.,44,47
17:21,36,Colorado State Offensive Rebound.,44,47
17:15,36,Nico Carvacho missed Jumper.,44,47
17:15,52,Ike Obiagu Defensive Rebound.,44,47
16:44,52,CJ Walker missed Jumper.,44,47
16:44,36,Prentiss Nixon Defensive Rebound.,44,47
16:24,36,Che Bob made Layup.,46,47
16:24,52,Foul on Ike Obiagu.,46,47
16:24,36,Che Bob made Free Throw.,47,47
16:12,36,Foul on Deion James.,47,47
16:12,52,Ike Obiagu missed Free Throw.,47,47
16:12,52,Florida State Deadball Team Rebound.,47,47
16:12,52,Ike Obiagu made Free Throw.,47,48
16:10,36,Che Bob Turnover.,47,48
15:57,52,Braian Angola missed Jumper.,47,48
15:57,36,Nico Carvacho Defensive Rebound.,47,48
15:41,36,Lorenzo Jenkins made Three Point Jumper. Assisted by J.D. Paige.,50,48
15:20,52,CJ Walker missed Layup.,50,48
15:20,36,Che Bob Block.,50,48
15:18,36,Che Bob Defensive Rebound.,50,48
15:13,36,Prentiss Nixon missed Three Point Jumper.,50,48
15:13,52,Terance Mann Defensive Rebound.,50,48
15:11,36,Foul on Lorenzo Jenkins.,50,48
15:11,52,Official TV Timeout,50,48
15:01,52,Braian Angola made Layup.,50,50
14:40,36,Prentiss Nixon missed Jumper.,50,50
14:40,52,Braian Angola Defensive Rebound.,50,50
14:34,52,Terance Mann made Layup. Assisted by Braian Angola.,50,52
14:11,36,Prentiss Nixon missed Layup.,50,52
14:11,36,Che Bob Offensive Rebound.,50,52
14:10,52,Foul on M.J. Walker.,50,52
14:08,36,J.D. Paige Turnover.,50,52
14:07,52,Braian Angola Steal.,50,52
14:05,52,M.J. Walker made Dunk.,50,54
13:43,36,Che Bob Turnover.,50,54
13:43,36,Colorado State  Timeout,50,54
13:27,52,M.J. Walker missed Layup.,50,54
13:27,36,Lorenzo Jenkins Defensive Rebound.,50,54
13:23,36,Lorenzo Jenkins Turnover.,50,54
13:22,52,Braian Angola Steal.,50,54
13:21,52,Braian Angola made Layup.,50,56
13:21,36,Foul on Nico Carvacho.,50,56
13:21,52,Braian Angola missed Free Throw.,50,56
13:21,36,Nico Carvacho Defensive Rebound.,50,56
12:54,36,J.D. Paige missed Three Point Jumper.,50,56
12:54,52,Christ Koumadje Block.,50,56
12:52,36,Nico Carvacho Offensive Rebound.,50,56
12:50,36,Nico Carvacho made Layup.,52,56
12:37,52,Foul on Christ Koumadje.,52,56
12:37,52,Christ Koumadje Turnover.,52,56
12:26,36,Nico Carvacho missed Layup.,52,56
12:26,36,J.D. Paige Offensive Rebound.,52,56
12:23,52,Foul on Christ Koumadje.,52,56
12:23,36,J.D. Paige made Free Throw.,53,56
12:23,36,J.D. Paige made Free Throw.,54,56
12:09,52,Braian Angola missed Three Point Jumper.,54,56
12:09,52,Phil Cofer Offensive Rebound.,54,56
12:05,52,Phil Cofer missed Layup.,54,56
12:05,52,Mfiondu Kabengele Offensive Rebound.,54,56
12:03,36,Foul on Che Bob.,54,56
12:03,52,Mfiondu Kabengele missed Free Throw.,54,56
12:03,52,Florida State Deadball Team Rebound.,54,56
12:03,52,Mfiondu Kabengele missed Free Throw.,54,56
12:03,36,Che Bob Defensive Rebound.,54,56
11:41,52,Foul on Braian Angola.,54,56
11:41,52,Official TV Timeout,54,56
11:34,36,Deion James made Jumper. Assisted by Prentiss Nixon.,56,56
11:23,52,M.J. Walker made Three Point Jumper. Assisted by Trent Forrest.,56,59
11:23,36,Foul on Deion James.,56,59
11:23,52,M.J. Walker made Free Throw.,56,60
11:05,36,Deion James missed Three Point Jumper.,56,60
11:05,52,Trent Forrest Defensive Rebound.,56,60
10:57,52,Trent Forrest missed Layup.,56,60
10:57,36,Lorenzo Jenkins Defensive Rebound.,56,60
10:54,52,Foul on M.J. Walker.,56,60
10:43,36,Prentiss Nixon made Layup. Assisted by J.D. Paige.,58,60
10:30,52,Mfiondu Kabengele made Layup. Assisted by Braian Angola.,58,62
10:16,36,Prentiss Nixon missed Three Point Jumper.,58,62
10:16,52,Braian Angola Defensive Rebound.,58,62
10:05,52,Braian Angola missed Layup.,58,62
10:05,36,Che Bob Block.,58,62
10:04,36,Prentiss Nixon Defensive Rebound.,58,62
9:53,36,Che Bob missed Jumper.,58,62
9:53,52,Terance Mann Defensive Rebound.,58,62
9:42,52,Mfiondu Kabengele made Layup. Assisted by Braian Angola.,58,64
9:42,36,Foul on Lorenzo Jenkins.,58,64
9:42,52,Mfiondu Kabengele made Free Throw.,58,65
9:34,36,Prentiss Nixon made Jumper.,60,65
9:18,52,M.J. Walker made Layup.,60,67
9:01,36,Prentiss Nixon missed Three Point Jumper.,60,67
9:01,52,Mfiondu Kabengele Defensive Rebound.,60,67
8:53,52,M.J. Walker missed Three Point Jumper.,60,67
8:53,36,Lorenzo Jenkins Defensive Rebound.,60,67
8:45,36,Che Bob missed Three Point Jumper.,60,67
8:45,52,Trent Forrest Defensive Rebound.,60,67
8:37,52,PJ Savoy made Layup.,60,69
8:18,36,Che Bob missed Layup.,60,69
8:18,52,Mfiondu Kabengele Defensive Rebound.,60,69
8:17,36,Foul on Che Bob.,60,69
8:17,52,Mfiondu Kabengele made Free Throw.,60,70
8:17,52,Mfiondu Kabengele made Free Throw.,60,71
7:52,36,Anthony Bonner missed Jumper.,60,71
7:52,36,Colorado State Offensive Rebound.,60,71
7:49,52,Official TV Timeout,60,71
7:48,52,Foul on M.J. Walker.,60,71
7:48,36,Deion James missed Free Throw.,60,71
7:48,52,Terance Mann Defensive Rebound.,60,71
7:38,52,PJ Savoy missed Three Point Jumper.,60,71
7:38,36,Nico Carvacho Defensive Rebound.,60,71
7:24,36,J.D. Paige missed Three Point Jumper.,60,71
7:24,52,CJ Walker Defensive Rebound.,60,71
7:22,36,Foul on Deion James.,60,71
7:22,52,CJ Walker made Free Throw.,60,72
7:22,52,CJ Walker made Free Throw.,60,73
7:11,52,Foul on CJ Walker.,60,73
7:11,36,Nico Carvacho missed Free Throw.,60,73
7:11,52,Braian Angola Defensive Rebound.,60,73
6:57,52,Phil Cofer made Layup. Assisted by Braian Angola.,60,75
6:35,36,Robbie Berwick Turnover.,60,75
6:34,52,PJ Savoy Steal.,60,75
6:28,36,Foul on Anthony Bonner.,60,75
6:28,52,CJ Walker made Free Throw.,60,76
6:28,52,CJ Walker missed Free Throw.,60,76
6:28,36,Nico Carvacho Defensive Rebound.,60,76
6:19,52,Foul on Braian Angola.,60,76
6:19,36,J.D. Paige made Free Throw.,61,76
6:19,36,J.D. Paige made Free Throw.,62,76
6:13,52,CJ Walker Turnover.,62,76
6:12,36,J.D. Paige Steal.,62,76
6:09,36,J.D. Paige made Layup.,64,76
5:45,52,M.J. Walker missed Three Point Jumper.,64,76
5:45,36,Robbie Berwick Defensive Rebound.,64,76
5:35,36,Robbie Berwick missed Jumper.,64,76
5:35,52,CJ Walker Defensive Rebound.,64,76
5:30,52,Foul on Terance Mann.,64,76
5:30,52,Terance Mann Turnover.,64,76
5:15,36,Prentiss Nixon made Three Point Jumper. Assisted by Nico Carvacho.,67,76
4:49,36,Foul on J.D. Paige.,67,76
4:49,52,CJ Walker made Free Throw.,67,77
4:49,52,CJ Walker made Free Throw.,67,78
4:20,36,Lorenzo Jenkins missed Layup.,67,78
4:20,36,Lorenzo Jenkins Offensive Rebound.,67,78
4:17,36,Lorenzo Jenkins Turnover.,67,78
4:16,52,Braian Angola Steal.,67,78
4:13,52,Terance Mann made Layup. Assisted by Braian Angola.,67,80
4:08,36,Anthony Bonner missed Three Point Jumper.,67,80
4:08,52,Mfiondu Kabengele Defensive Rebound.,67,80
3:41,52,Terance Mann missed Layup.,67,80
3:41,36,Nico Carvacho Defensive Rebound.,67,80
3:32,36,J.D. Paige Turnover.,67,80
3:32,52,Official TV Timeout,67,80
3:20,52,Braian Angola Turnover.,67,80
3:19,36,Nico Carvacho Steal.,67,80
3:15,52,Foul on M.J. Walker.,67,80
3:15,36,Che Bob missed Free Throw.,67,80
3:15,36,Colorado State Deadball Team Rebound.,67,80
3:15,36,Che Bob made Free Throw.,68,80
2:45,52,Braian Angola missed Three Point Jumper.,68,80
2:45,52,Terance Mann Offensive Rebound.,68,80
2:18,52,CJ Walker made Three Point Jumper. Assisted by Braian Angola.,68,83
2:01,36,Prentiss Nixon made Three Point Jumper.,71,83
1:32,52,Terance Mann missed Three Point Jumper.,71,83
1:32,52,Phil Cofer Offensive Rebound.,71,83
1:27,36,Foul on Che Bob.,71,83
1:27,52,Terance Mann made Free Throw.,71,84
1:27,52,Terance Mann made Free Throw.,71,85
1:06,36,Nico Carvacho Turnover.,71,85
1:05,52,Trent Forrest Steal.,71,85
0:39,52,Braian Angola missed Three Point Jumper.,71,85
0:39,52,Terance Mann Offensive Rebound.,71,85
0:36,52,Terance Mann made Layup.,71,87
0:30,36,Anthony Bonner made Layup. Assisted by Che Bob.,73,87
0:02,52,CJ Walker made Three Point Jumper.,73,90
0:00,52,End of Game,73,90
