Holy Cross,227,Rhode Island,107
4:51,227,Foul on Ryan Preston.,28,31
4:35,107,Jacob Grandison Turnover.,28,31
4:35,227,Ryan Preston Steal.,28,31
4:35,107,Foul on Jacob Grandison.,28,31
4:19,107,Foul on Jacob Grandison.,28,31
4:19,227,Jared Terrell made Free Throw.,28,32
4:19,227,Jared Terrell missed Free Throw.,28,32
4:19,107,Matt Faw Defensive Rebound.,28,32
3:59,107,Austin Butler missed Three Point Jumper.,28,32
3:59,227,Fatts Russell Defensive Rebound.,28,32
3:51,227,Jared Terrell made Layup.,28,34
3:23,107,Austin Butler Turnover.,28,34
3:21,227,Stanford Robinson Steal.,28,34
3:17,227,Jared Terrell missed Three Point Jumper.,28,34
3:17,107,Matt Faw Defensive Rebound.,28,34
3:08,107,Patrick Benzan missed Layup.,28,34
3:08,227,Ryan Preston Defensive Rebound.,28,34
2:45,227,Stanford Robinson missed Three Point Jumper.,28,34
2:45,107,Clayton Le Sann Defensive Rebound.,28,34
2:16,107,Matt Faw made Three Point Jumper. Assisted by Clayton Le Sann.,31,34
2:04,227,Stanford Robinson missed Three Point Jumper.,31,34
2:04,227,Ryan Preston Offensive Rebound.,31,34
1:59,227,Official TV Timeout,31,34
1:59,107,Matt Faw made Free Throw.,32,34
1:59,227,Ryan Preston missed Layup.,31,34
1:59,107,Austin Butler Defensive Rebound.,31,34
1:59,227,Foul on Jared Terrell.,31,34
1:59,227,Official TV Timeout,31,34
1:59,107,Matt Faw missed Free Throw.,32,34
1:59,227,Stanford Robinson Defensive Rebound.,32,34
1:47,227,Andre Berry made Layup. Assisted by Jeff Dowtin.,32,36
1:19,107,Connor Niego made Three Point Jumper. Assisted by Caleb Green.,35,36
0:56,107,Foul on Matt Faw.,35,36
0:56,227,Jared Terrell made Free Throw.,35,37
0:56,227,Jared Terrell missed Free Throw.,35,37
0:56,107,Clayton Le Sann Defensive Rebound.,35,37
0:28,107,Connor Niego missed Layup.,35,37
0:28,107,Connor Niego Offensive Rebound.,35,37
0:26,107,Connor Niego made Layup.,37,37
0:24,227,Rhode Island  Timeout,37,37
0:07,227,Jared Terrell made Three Point Jumper. Assisted by Jeff Dowtin.,37,40
0:00,227,End of 1st half,37,40
19:50,227,Andre Berry made Layup. Assisted by Jeff Dowtin.,37,42
19:25,107,Patrick Benzan missed Layup.,37,42
19:25,227,Jeff Dowtin Defensive Rebound.,37,42
19:23,107,Foul on Patrick Benzan.,37,42
19:08,227,Jared Terrell made Jumper.,37,44
18:49,107,Jehyve Floyd made Layup.,39,44
18:37,227,Jeff Dowtin missed Jumper.,39,44
18:37,227,Jeff Dowtin Offensive Rebound.,39,44
18:33,107,Foul on Jehyve Floyd.,39,44
18:31,227,Jeff Dowtin missed Free Throw.,39,44
18:31,227,Rhode Island Deadball Team Rebound.,39,44
18:31,227,Jeff Dowtin made Free Throw.,39,45
18:20,107,Matt Faw Turnover.,39,45
18:19,227,Jarvis Garrett Steal.,39,45
18:17,227,Jarvis Garrett made Layup.,39,47
18:06,107,Caleb Green made Three Point Jumper.,42,47
17:54,227,Jared Terrell made Layup.,42,49
17:43,107,Jacob Grandison Turnover.,42,49
17:41,227,Jarvis Garrett Steal.,42,49
17:39,227,Jared Terrell Turnover.,42,49
17:37,107,Matt Zignorski Steal.,42,49
17:16,107,Jehyve Floyd made Layup. Assisted by Caleb Green.,44,49
16:56,227,Jared Terrell made Three Point Jumper. Assisted by Jarvis Garrett.,44,52
16:37,107,Patrick Benzan made Free Throw.,45,52
16:37,107,Patrick Benzan missed Free Throw.,45,52
16:37,227,Stanford Robinson Defensive Rebound.,45,52
16:34,227,Foul on Andre Berry.,45,52
16:30,227,Jared Terrell missed Three Point Jumper.,45,52
16:30,227,Jarvis Garrett Offensive Rebound.,45,52
16:25,227,Jarvis Garrett Turnover.,45,52
16:23,107,Jehyve Floyd Steal.,45,52
16:20,227,Foul on Jarvis Garrett.,45,52
16:20,107,Caleb Green missed Free Throw.,45,52
16:20,107,Holy Cross Deadball Team Rebound.,45,52
16:20,107,Caleb Green made Free Throw.,46,52
16:03,227,Jarvis Garrett Turnover.,46,52
16:03,227,Foul on Jarvis Garrett.,46,52
15:48,107,Caleb Green missed Layup.,46,52
15:48,107,Jehyve Floyd Offensive Rebound.,46,52
15:42,107,Jehyve Floyd missed Dunk.,46,52
15:42,107,Patrick Benzan Offensive Rebound.,46,52
15:32,107,Caleb Green missed Layup.,46,52
15:32,227,Andre Berry Defensive Rebound.,46,52
15:25,227,Stanford Robinson Turnover.,46,52
15:25,227,Official TV Timeout,46,52
15:01,107,Connor Niego missed Three Point Jumper.,46,52
15:01,227,Nicola Akele Defensive Rebound.,46,52
14:49,227,Stanford Robinson missed Three Point Jumper.,46,52
14:49,107,Jehyve Floyd Defensive Rebound.,46,52
14:31,107,Caleb Green missed Jumper.,46,52
14:31,227,Fatts Russell Defensive Rebound.,46,52
14:27,227,Jared Terrell made Dunk. Assisted by Fatts Russell.,46,54
14:07,107,Jehyve Floyd Turnover.,46,54
13:48,107,Foul on Jehyve Floyd.,46,54
13:46,227,Stanford Robinson missed Layup.,46,54
13:46,227,Nicola Akele Offensive Rebound.,46,54
13:42,227,Nicola Akele made Layup.,46,56
13:25,107,Matt Faw Turnover.,46,56
13:23,227,Stanford Robinson Steal.,46,56
13:18,227,Fatts Russell made Jumper.,46,58
13:16,107,Holy Cross  Timeout,46,58
12:57,107,Foul on Matt Zignorski.,46,58
12:57,107,Matt Faw Turnover.,46,58
12:57,227,Fatts Russell Steal.,46,58
12:52,227,Fatts Russell missed Jumper.,46,58
12:52,227,Nicola Akele Offensive Rebound.,46,58
12:48,227,Nicola Akele missed Layup.,46,58
12:48,107,Jehyve Floyd Defensive Rebound.,46,58
12:42,107,Jehyve Floyd Turnover.,46,58
12:40,227,Jeff Dowtin Steal.,46,58
12:02,227,Jared Terrell missed Jumper.,46,58
12:02,107,Caleb Green Defensive Rebound.,46,58
11:58,107,Patrick Benzan made Layup. Assisted by Caleb Green.,48,58
11:40,227,Nicola Akele missed Layup.,48,58
11:40,107,Jehyve Floyd Defensive Rebound.,48,58
11:28,107,Connor Niego Turnover.,48,58
11:28,107,Foul on Connor Niego.,48,58
11:28,227,Official TV Timeout,48,58
11:08,227,Andre Berry made Layup. Assisted by Jared Terrell.,48,60
11:02,107,Jehyve Floyd made Free Throw.,49,60
11:02,107,Jehyve Floyd made Free Throw.,50,60
11:02,227,Stanford Robinson made Layup.,50,62
10:55,227,Foul on Andre Berry.,48,60
10:16,107,Patrick Benzan missed Layup.,50,62
10:16,227,Rhode Island Defensive Rebound.,50,62
9:56,227,Andre Berry Turnover.,50,62
9:56,227,Foul on Andre Berry.,50,62
9:38,107,Jehyve Floyd made Dunk. Assisted by Matt Zignorski.,52,62
9:14,227,Jarvis Garrett missed Layup.,52,62
9:14,227,Jarvis Garrett Offensive Rebound.,52,62
9:12,227,Jarvis Garrett missed Layup.,52,62
9:12,107,Jehyve Floyd Defensive Rebound.,52,62
9:03,107,Jehyve Floyd made Layup. Assisted by Caleb Green.,54,62
8:59,227,Rhode Island  Timeout,54,62
8:41,227,Jarvis Garrett missed Jumper.,54,62
8:41,107,Jehyve Floyd Defensive Rebound.,54,62
8:27,107,Matt Zignorski made Three Point Jumper. Assisted by Caleb Green.,57,62
8:09,227,Jeff Dowtin missed Jumper.,57,62
8:09,227,Nicola Akele Offensive Rebound.,57,62
8:05,227,Nicola Akele made Layup.,57,64
8:05,107,Foul on Jacob Grandison.,57,64
8:05,227,Nicola Akele made Free Throw.,57,65
7:40,107,Connor Niego missed Three Point Jumper.,57,65
7:40,227,Jarvis Garrett Defensive Rebound.,57,65
7:19,227,Jared Terrell made Layup. Assisted by Jarvis Garrett.,57,67
7:19,227,Jared Terrell missed Free Throw.,57,67
7:19,107,Jehyve Floyd Defensive Rebound.,57,67
7:18,107,Foul on Connor Niego.,57,67
7:18,227,Official TV Timeout,57,67
7:02,107,Jehyve Floyd missed Layup.,57,67
7:02,227,Jared Terrell Defensive Rebound.,57,67
6:51,227,Andre Berry made Layup. Assisted by Jarvis Garrett.,57,69
6:36,107,Caleb Green missed Jumper.,57,69
6:36,227,Jeff Dowtin Block.,57,69
6:34,227,Jared Terrell Defensive Rebound.,57,69
6:26,227,Andre Berry missed Layup.,57,69
6:26,227,Andre Berry Offensive Rebound.,57,69
6:23,107,Foul on Jehyve Floyd.,57,69
6:23,227,Andre Berry made Free Throw.,57,70
6:23,227,Andre Berry made Free Throw.,57,71
6:11,107,Connor Niego missed Three Point Jumper.,57,71
6:11,227,Stanford Robinson Defensive Rebound.,57,71
6:03,227,Jarvis Garrett made Three Point Jumper. Assisted by Jeff Dowtin.,57,74
5:46,107,Matt Faw Turnover.,57,74
5:45,227,Jared Terrell Steal.,57,74
5:42,227,Stanford Robinson made Dunk. Assisted by Jared Terrell.,57,76
5:40,107,Holy Cross  Timeout,57,76
5:12,107,Jacob Grandison made Jumper.,59,76
4:53,227,Jared Terrell made Jumper. Assisted by Stanford Robinson.,59,78
4:38,107,Matt Faw made Three Point Jumper. Assisted by Patrick Benzan.,62,78
4:05,227,Stanford Robinson made Three Point Jumper. Assisted by Jeff Dowtin.,62,81
3:39,107,Caleb Green missed Layup.,62,81
3:39,107,Caleb Green Offensive Rebound.,62,81
3:28,107,Matt Faw missed Jumper.,62,81
3:28,227,Stanford Robinson Defensive Rebound.,62,81
3:11,227,Jarvis Garrett made Three Point Jumper. Assisted by Jeff Dowtin.,62,84
2:53,107,Patrick Benzan made Layup.,64,84
2:41,227,Rhode Island  Timeout,64,84
2:23,227,Mike Layssard made Layup. Assisted by Stanford Robinson.,64,86
2:15,227,Foul on Fatts Russell.,64,86
2:01,107,Jacob Grandison missed Three Point Jumper.,64,86
2:01,107,Clayton Le Sann Offensive Rebound.,64,86
1:57,107,Clayton Le Sann missed Layup.,64,86
1:57,227,Michael Tertsea Defensive Rebound.,64,86
1:33,227,Fatts Russell Turnover.,64,86
1:32,107,Jacob Grandison Steal.,64,86
1:28,107,Caleb Green made Layup.,66,86
1:08,227,Fatts Russell missed Jumper.,66,86
1:08,107,Jacob Grandison Defensive Rebound.,66,86
0:50,107,Matt Faw missed Three Point Jumper.,66,86
0:50,107,Clayton Le Sann Offensive Rebound.,66,86
0:45,107,Clayton Le Sann missed Three Point Jumper.,66,86
0:45,227,Fatts Russell Defensive Rebound.,66,86
0:20,227,Mike Layssard made Layup. Assisted by Fatts Russell.,66,88
0:04,107,Matt Faw missed Three Point Jumper.,66,88
0:04,107,Holy Cross Offensive Rebound.,66,88
0:00,227,End of Game,66,88
