Boise State,66,Iowa State,68
8:58,66,Iowa State  Turnover.,12,18
8:39,66,Foul on Zoran Talley Jr..,12,18
8:39,68,Alex Hobbs made Free Throw.,13,18
8:39,68,Alex Hobbs made Free Throw.,14,18
8:28,66,Solomon Young made Layup. Assisted by Nick Weiler-Babb.,14,20
8:08,68,Justinian Jessup missed Three Point Jumper.,14,20
8:08,66,Zoran Talley Jr. Defensive Rebound.,14,20
7:54,66,Solomon Young made Jumper. Assisted by Zoran Talley Jr..,14,22
7:28,68,Lexus Williams missed Three Point Jumper.,14,22
7:28,66,Lindell Wigginton Defensive Rebound.,14,22
7:17,66,Lindell Wigginton made Jumper. Assisted by Nick Weiler-Babb.,14,24
7:14,68,Boise State  Timeout,14,24
6:59,68,Foul on David Wacker.,14,24
6:59,68,David Wacker Turnover.,14,24
6:44,66,Hans Brase made Layup.,14,26
6:23,68,Christian Sengfelder missed Jumper.,14,26
6:23,68,Justinian Jessup Offensive Rebound.,14,26
6:17,68,Justinian Jessup missed Jumper.,14,26
6:17,66,Zoran Talley Jr. Defensive Rebound.,14,26
6:09,66,Lindell Wigginton missed Three Point Jumper.,14,26
6:09,68,Marcus Dickinson Defensive Rebound.,14,26
6:07,66,Foul on Lindell Wigginton.,14,26
6:07,68,Marcus Dickinson missed Free Throw.,14,26
6:07,68,Boise State Deadball Team Rebound.,14,26
6:07,68,Marcus Dickinson missed Free Throw.,14,26
6:07,66,Donovan Jackson Defensive Rebound.,14,26
5:54,66,Nick Weiler-Babb made Jumper.,14,28
5:35,68,Alex Hobbs missed Jumper.,14,28
5:35,66,Solomon Young Defensive Rebound.,14,28
5:25,66,Donovan Jackson missed Three Point Jumper.,14,28
5:25,68,Zach Haney Defensive Rebound.,14,28
5:08,68,Marcus Dickinson made Three Point Jumper.,17,28
4:51,66,Donovan Jackson missed Three Point Jumper.,17,28
4:51,68,Justinian Jessup Defensive Rebound.,17,28
4:38,68,Christian Sengfelder made Jumper.,19,28
4:23,66,Lindell Wigginton Turnover.,19,28
4:08,68,Christian Sengfelder missed Three Point Jumper.,19,28
4:08,66,Nick Weiler-Babb Defensive Rebound.,19,28
4:00,66,Cameron Lard made Dunk. Assisted by Nick Weiler-Babb.,19,30
3:48,68,Justinian Jessup missed Three Point Jumper.,19,30
3:48,66,Cameron Lard Defensive Rebound.,19,30
3:32,66,Donovan Jackson missed Three Point Jumper.,19,30
3:32,68,Zach Haney Defensive Rebound.,19,30
3:17,68,Justinian Jessup missed Three Point Jumper.,19,30
3:17,66,Lindell Wigginton Defensive Rebound.,19,30
2:51,66,Donovan Jackson missed Jumper.,19,30
2:51,68,Boise State Defensive Rebound.,19,30
2:49,66,Official TV Timeout,19,30
2:34,68,Zach Haney missed Layup.,19,30
2:34,66,Cameron Lard Defensive Rebound.,19,30
2:26,68,Foul on Zach Haney.,19,30
2:02,66,Lindell Wigginton made Three Point Jumper.,19,33
1:44,68,Justinian Jessup missed Three Point Jumper.,19,33
1:44,66,Lindell Wigginton Defensive Rebound.,19,33
1:24,66,Lindell Wigginton missed Jumper.,19,33
1:24,68,Boise State Defensive Rebound.,19,33
1:22,66,Foul on Jeff Beverly.,19,33
1:18,68,Foul on Justinian Jessup.,19,33
1:18,68,Justinian Jessup Turnover.,19,33
1:10,66,Iowa State  Timeout,19,33
1:09,68,Foul on Lexus Williams.,19,33
1:09,66,Nick Weiler-Babb made Free Throw.,19,34
1:09,66,Nick Weiler-Babb made Free Throw.,19,35
0:55,68,Alex Hobbs Turnover.,19,35
0:55,66,Hans Brase Steal.,19,35
0:48,66,Hans Brase missed Three Point Jumper.,19,35
0:48,66,Cameron Lard Offensive Rebound.,19,35
0:39,66,Hans Brase made Layup. Assisted by Cameron Lard.,19,37
0:26,68,Alex Hobbs made Layup.,21,37
0:01,66,Lindell Wigginton made Jumper.,21,39
0:00,66,End of 1st half,21,39
20:00,66,Jump Ball won by Iowa State,21,39
19:39,66,Lindell Wigginton Turnover.,21,39
19:39,68,Justinian Jessup Steal.,21,39
19:33,68,Justinian Jessup missed Jumper.,21,39
19:33,66,Donovan Jackson Defensive Rebound.,21,39
19:20,66,Solomon Young made Layup. Assisted by Nick Weiler-Babb.,21,41
19:20,68,Foul on Zach Haney.,21,41
19:20,66,Solomon Young missed Free Throw.,21,41
19:20,68,Justinian Jessup Defensive Rebound.,21,41
19:10,68,Zach Haney missed Jumper.,21,41
19:10,68,Zach Haney Offensive Rebound.,21,41
19:06,68,Zach Haney made Jumper.,23,41
18:53,66,Donovan Jackson made Three Point Jumper. Assisted by Nick Weiler-Babb.,23,44
18:24,68,Alex Hobbs missed Jumper.,23,44
18:24,68,Zach Haney Offensive Rebound.,23,44
18:24,68,Zach Haney made Two Point Tip Shot.,25,44
18:04,66,Nick Weiler-Babb missed Jumper.,25,44
18:04,68,Justinian Jessup Defensive Rebound.,25,44
17:49,68,Foul on Christian Sengfelder.,25,44
17:49,68,Christian Sengfelder Turnover.,25,44
17:34,66,Lindell Wigginton made Layup.,25,46
17:20,68,Christian Sengfelder made Three Point Jumper. Assisted by Justinian Jessup.,28,46
17:02,66,Donovan Jackson made Jumper.,28,48
16:37,68,Christian Sengfelder Turnover.,28,48
16:37,66,Donovan Jackson Steal.,28,48
16:27,66,Solomon Young missed Jumper.,28,48
16:27,66,Jeff Beverly Offensive Rebound.,28,48
16:03,66,Jeff Beverly Turnover.,28,48
16:03,68,Alex Hobbs Steal.,28,48
15:54,68,Alex Hobbs Turnover.,28,48
15:54,66,Nick Weiler-Babb Steal.,28,48
15:51,66,Jeff Beverly made Layup. Assisted by Donovan Jackson.,28,50
15:30,68,Christian Sengfelder Turnover.,28,50
15:30,66,Lindell Wigginton Steal.,28,50
15:20,66,Donovan Jackson made Jumper.,28,52
15:17,68,Boise State  Timeout,28,52
15:05,68,Lexus Williams made Three Point Jumper. Assisted by Zach Haney.,31,52
14:48,66,Jeff Beverly missed Jumper.,31,52
14:48,66,Jeff Beverly Offensive Rebound.,31,52
14:42,66,Jeff Beverly missed Jumper.,31,52
14:42,68,Zach Haney Defensive Rebound.,31,52
14:16,68,Lexus Williams made Three Point Jumper. Assisted by Marcus Dickinson.,34,52
13:51,66,Lindell Wigginton made Jumper.,34,54
13:28,68,Zach Haney missed Jumper.,34,54
13:28,66,Nick Weiler-Babb Defensive Rebound.,34,54
13:19,66,Jeff Beverly missed Layup.,34,54
13:19,68,David Wacker Block.,34,54
13:19,68,Marcus Dickinson Defensive Rebound.,34,54
13:07,68,Zach Haney missed Layup.,34,54
13:07,66,Nick Weiler-Babb Block.,34,54
13:07,68,David Wacker Offensive Rebound.,34,54
12:59,68,David Wacker made Layup.,36,54
12:35,68,Foul on Zach Haney.,36,54
12:35,66,Official TV Timeout,36,54
12:35,66,Nick Weiler-Babb made Free Throw.,36,55
12:35,66,Nick Weiler-Babb made Free Throw.,36,56
12:22,68,Christian Sengfelder missed Three Point Jumper.,36,56
12:22,66,Nick Weiler-Babb Defensive Rebound.,36,56
12:06,66,Solomon Young missed Layup.,36,56
12:06,68,David Wacker Block.,36,56
12:06,68,Marcus Dickinson Defensive Rebound.,36,56
11:43,68,Lexus Williams made Three Point Jumper.,39,56
11:25,66,Zoran Talley Jr. made Jumper.,39,58
10:52,68,Lexus Williams missed Jumper.,39,58
10:52,66,Solomon Young Defensive Rebound.,39,58
10:42,66,Nick Weiler-Babb missed Three Point Jumper.,39,58
10:42,68,Christian Sengfelder Defensive Rebound.,39,58
10:23,68,Lexus Williams made Layup.,41,58
9:58,66,Zoran Talley Jr. missed Three Point Jumper.,41,58
9:58,68,Boise State Defensive Rebound.,41,58
9:55,66,Official TV Timeout,41,58
9:34,68,Zach Haney missed Three Point Jumper.,41,58
9:34,66,Nick Weiler-Babb Defensive Rebound.,41,58
9:22,66,Donovan Jackson missed Three Point Jumper.,41,58
9:22,68,Alex Hobbs Defensive Rebound.,41,58
9:13,68,Christian Sengfelder made Three Point Jumper. Assisted by Alex Hobbs.,44,58
9:02,66,Cameron Lard missed Jumper.,44,58
9:02,68,Justinian Jessup Defensive Rebound.,44,58
8:45,68,Alex Hobbs made Three Point Jumper.,47,58
8:35,66,Iowa State  Timeout,47,58
8:30,66,Nick Weiler-Babb made Layup.,47,60
8:12,66,Foul on Zoran Talley Jr..,47,60
8:01,68,Christian Sengfelder missed Three Point Jumper.,47,60
8:01,68,Christian Sengfelder Offensive Rebound.,47,60
7:40,68,Alex Hobbs missed Three Point Jumper.,47,60
7:40,66,Lindell Wigginton Defensive Rebound.,47,60
7:25,66,Lindell Wigginton missed Jumper.,47,60
7:25,66,Cameron Lard Offensive Rebound.,47,60
7:03,66,Cameron Lard Turnover.,47,60
7:03,68,Lexus Williams Steal.,47,60
7:03,66,Official TV Timeout,47,60
6:41,68,Justinian Jessup missed Three Point Jumper.,47,60
6:41,66,Lindell Wigginton Defensive Rebound.,47,60
6:28,66,Hans Brase missed Layup.,47,60
6:28,68,Justinian Jessup Block.,47,60
6:28,68,Christian Sengfelder Defensive Rebound.,47,60
6:19,68,Christian Sengfelder made Three Point Jumper. Assisted by Lexus Williams.,50,60
5:56,66,Donovan Jackson missed Three Point Jumper.,50,60
5:56,66,Iowa State Offensive Rebound.,50,60
5:54,68,Foul on David Wacker.,50,60
5:49,66,Lindell Wigginton Turnover.,50,60
5:49,68,Justinian Jessup Steal.,50,60
5:41,68,Christian Sengfelder made Three Point Jumper. Assisted by Lexus Williams.,53,60
5:20,66,Hans Brase Turnover.,53,60
5:20,68,Justinian Jessup Steal.,53,60
5:16,68,Justinian Jessup missed Layup.,53,60
5:16,68,Justinian Jessup Offensive Rebound.,53,60
5:11,68,Justinian Jessup made Layup.,55,60
4:53,66,Lindell Wigginton missed Jumper.,55,60
4:53,68,Justinian Jessup Defensive Rebound.,55,60
4:44,68,Lexus Williams missed Three Point Jumper.,55,60
4:44,66,Hans Brase Defensive Rebound.,55,60
4:34,66,Nick Weiler-Babb made Jumper.,55,62
4:10,68,Christian Sengfelder made Layup.,57,62
3:42,66,Lindell Wigginton missed Jumper.,57,62
3:42,68,Justinian Jessup Defensive Rebound.,57,62
3:18,68,Christian Sengfelder missed Jumper.,57,62
3:18,66,Nick Weiler-Babb Defensive Rebound.,57,62
2:54,66,Donovan Jackson made Jumper.,57,64
2:35,68,Justinian Jessup made Three Point Jumper. Assisted by Alex Hobbs.,60,64
2:32,68,Boise State  Timeout,60,64
2:19,66,Donovan Jackson made Jumper. Assisted by Nick Weiler-Babb.,60,66
2:02,66,Foul on Solomon Young.,60,66
1:37,68,Alex Hobbs made Layup.,62,66
1:18,66,Donovan Jackson made Three Point Jumper.,62,69
1:06,68,Lexus Williams made Jumper.,64,69
0:57,68,Foul on Alex Hobbs.,64,69
0:49,68,Foul on Alex Hobbs.,64,69
0:47,68,Foul on Alex Hobbs.,64,69
0:47,66,Solomon Young missed Free Throw.,64,69
0:47,68,Justinian Jessup Defensive Rebound.,64,69
0:43,68,Justinian Jessup Turnover.,64,69
0:41,68,Foul on Lexus Williams.,64,69
0:41,66,Donovan Jackson made Free Throw.,64,70
0:41,66,Donovan Jackson made Free Throw.,64,71
0:27,68,Alex Hobbs missed Jumper.,64,71
0:27,66,Solomon Young Defensive Rebound.,64,71
0:20,66,Donovan Jackson made Layup. Assisted by Nick Weiler-Babb.,64,73
0:13,68,Lexus Williams Turnover.,64,73
0:13,66,Solomon Young Steal.,64,73
0:08,68,Foul on Lexus Williams.,64,73
0:08,66,Donovan Jackson made Free Throw.,64,74
0:08,66,Donovan Jackson made Free Throw.,64,75
0:07,68,Lexus Williams missed Three Point Jumper.,64,75
0:07,66,Solomon Young Defensive Rebound.,64,75
0:00,66,End of Game,64,75
